ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0048872	homeostasis of number of cells	38/972	296/18903	1.93805139505445e-07	1.41160616156147e-05	1.22625797359809e-05	ZFY/GATA1/KLF1/ETS1/FOXP3/TAL1/NKX2-3/GATA3/MAFB/L3MBTL3/SPI1/KLF2/SKIL/HOXB6/IKZF1/SOX4/CEBPG/SRF/KLF13/STAT3/PKNOX1/STAT5B/HOXA5/ZNF251/HIF1A/RAG1/STAT1/BCL6/FOXO3/ETV2/SMAD5/GATA2/MEF2C/EMX1/MYB/EPAS1/ZNF16/SP3	38
BP	GO:0016575	histone deacetylation	20/972	102/18903	2.06457915059656e-07	1.47691144237318e-05	1.28298847215643e-05	EOMES/FOXP3/PRDM5/REST/MBD2/ZZZ3/AKAP8L/BAZ2A/AKAP8/JDP2/TRERF1/GATAD2B/BCL6/SREBF1/ZBTB7B/TP53/ELK4/SKI/MBD3/DR1	20
BP	GO:0048705	skeletal system morphogenesis	32/972	227/18903	2.13910236112805e-07	1.50337615064543e-05	1.30597828363607e-05	SOX6/LTF/HOXC4/SMAD3/HOXB3/ATF2/PCGF2/RARB/HOXA3/HOXB2/RUNX2/HOXB6/HOXA2/MEF2D/RARA/GLI3/FOXC1/SATB2/RARG/HOXA9/HOXA7/HOXA5/HOXB5/HOXB4/TBX1/PAX5/MEF2C/HOXA4/HOXA1/SKI/ZEB1/FOXN3	32
BP	GO:0042093	T-helper cell differentiation	16/972	68/18903	2.48842184396078e-07	1.69534383167323e-05	1.47274002352043e-05	TBX21/LEF1/IRF4/RORC/FOXP3/GATA3/RELB/RARA/STAT3/BATF/RORA/BCL6/ZBTB7B/MYB/STAT6/HLX	16
BP	GO:0030851	granulocyte differentiation	12/972	38/18903	2.49688682148578e-07	1.69534383167323e-05	1.47274002352043e-05	LEF1/GATA1/CEBPE/TAL1/L3MBTL3/SPI1/RARA/ZBTB46/RUNX1/CEBPA/GATA2/SP3	12
BP	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	7/972	11/18903	2.55983679032779e-07	1.70911769700885e-05	1.48470533839012e-05	DDIT3/ATF3/ATF6B/ATF4/TP53/CEBPB/CREB3L3	7
BP	GO:0046631	alpha-beta T cell activation	27/972	174/18903	2.700931845683e-07	1.77375950390264e-05	1.54085947917653e-05	TBX21/LEF1/EOMES/IRF4/RORC/FOXP3/NKX2-3/GATA3/ATF2/BCL11B/RELB/ZNF683/RARA/PRDM1/STAT3/GLI3/IRF1/BATF/RORA/BCL6/RUNX1/ZBTB7B/ZBTB16/ELF4/MYB/STAT6/HLX	27
BP	GO:0018022	peptidyl-lysine methylation	24/972	144/18903	3.21862120495914e-07	2.07964460436553e-05	1.80658093439642e-05	PRDM5/NFYA/GATA3/DOT1L/ZNF274/SMYD3/MECP2/TET2/SETDB1/RLF/TET3/NFYB/MTF2/SETDB2/CXXC1/GFI1/PHF20/NFYC/ZNF304/PAX5/ZNF335/PHF1/MYB/ASH1L	24
BP	GO:0045619	regulation of lymphocyte differentiation	30/972	210/18903	3.80576813860755e-07	2.38603703827728e-05	2.07274310863828e-05	TBX21/LEF1/IRF4/FOXP3/TCF7/GATA3/IKZF3/SOX13/XBP1/ARID2/ZNF683/SOX4/RARA/PRDM1/ZBTB1/GLI3/IRF1/EGR3/STAT5B/BATF/RAG1/BCL6/FOXO3/RUNX1/ZBTB7B/SOX12/ZBTB16/MYB/HLX/ZEB1	30
BP	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	16/972	70/18903	3.81194134921982e-07	2.38603703827728e-05	2.07274310863828e-05	TBX21/LEF1/IRF4/RORC/FOXP3/GATA3/RELB/RARA/STAT3/BATF/RORA/BCL6/ZBTB7B/MYB/STAT6/HLX	16
BP	GO:0002292	T cell differentiation involved in immune response	17/972	79/18903	4.18196286201736e-07	2.57737588080639e-05	2.23895857843391e-05	TBX21/LEF1/EOMES/IRF4/RORC/FOXP3/GATA3/RELB/RARA/STAT3/BATF/RORA/BCL6/ZBTB7B/MYB/STAT6/HLX	17
BP	GO:0043367	CD4-positive, alpha-beta T cell differentiation	18/972	88/18903	4.30006780703358e-07	2.61001085378432e-05	2.26730848007225e-05	TBX21/LEF1/IRF4/RORC/FOXP3/NKX2-3/GATA3/RELB/RARA/STAT3/BATF/RORA/BCL6/RUNX1/ZBTB7B/MYB/STAT6/HLX	18
BP	GO:0045598	regulation of fat cell differentiation	24/972	147/18903	4.76118437754299e-07	2.82884970148238e-05	2.45741312060875e-05	SMAD3/RORC/E2F1/GATA3/KLF5/DDIT3/SOX13/XBP1/ZFPM2/FOXO1/PPARG/CREB1/JDP2/CREBL2/NR1D1/RORA/ZBTB7B/TFE3/CEBPA/ZBTB16/ZNF385A/GATA2/HES1/CEBPB	24
BP	GO:0051216	cartilage development	29/972	201/18903	4.80184172992515e-07	2.82884970148238e-05	2.45741312060875e-05	SOX6/HOXC4/SMAD3/HOXB3/TRPS1/HMGA2/MAF/ATF2/RARB/HOXA3/RUNX2/ZNF219/MEF2D/RARA/SRF/SNAI1/GLI3/SMAD1/ARID5A/SATB2/RARG/HOXA5/CREB3L2/HIF1A/RUNX1/SMAD5/ZBTB16/MEF2C/ZEB1	29
BP	GO:0045582	positive regulation of T cell differentiation	21/972	117/18903	4.90980530016683e-07	2.85053333803889e-05	2.47624962964936e-05	LEF1/FOXP3/GATA3/SOX13/XBP1/ARID2/SOX4/RARA/ZBTB1/GLI3/EGR3/STAT5B/RAG1/BCL6/FOXO3/RUNX1/ZBTB7B/SOX12/ZBTB16/MYB/HLX	21
BP	GO:0016573	histone acetylation	27/972	180/18903	5.4112648989918e-07	3.09678959790874e-05	2.69017169264164e-05	LEF1/EOMES/IRF4/FOXP3/NFYA/GATA3/GTF2B/ATF2/PCGF2/SPI1/NCOA1/MECP2/GLYR1/CTCF/ZZZ3/NFYB/SRCAP/ARID5A/ZNF451/NCOA3/CLOCK/PHF20/THAP7/NFYC/GATA2/MBD3/DR1	27
BP	GO:0030879	mammary gland development	23/972	138/18903	5.6394313342865e-07	3.18191013030306e-05	2.7641156399038e-05	LEF1/VDR/USF2/GATA3/AR/KDM5B/XBP1/IRF6/NR3C1/GLI3/CREB1/HOXA9/ELF3/STAT5B/HOXA5/HIF1A/DEAF1/ESR1/ZBTB7B/STAT6/CEBPB/ZNF703/STAT5A	23
BP	GO:0051101	regulation of DNA binding	21/972	121/18903	8.74823205170965e-07	4.8674191109929e-05	4.22831215832633e-05	LEF1/KLF4/GATA1/IRF4/HMGA2/E2F1/GATA3/GTF2B/DDIT3/DOT1L/ZNF462/PPARG/CEBPG/SP100/FOXC1/ZFP90/ZNF675/JUN/HES1/TFAP4/SKI	21
BP	GO:0018394	peptidyl-lysine acetylation	28/972	197/18903	1.02451828058881e-06	5.62221949594352e-05	4.8840049540398e-05	LEF1/EOMES/IRF4/FOXP3/NFYA/GATA3/GTF2B/ATF2/PCGF2/SPI1/NCOA1/MECP2/GLYR1/CTCF/ZZZ3/SOX4/NFYB/SRCAP/ARID5A/ZNF451/NCOA3/CLOCK/PHF20/THAP7/NFYC/GATA2/MBD3/DR1	28
BP	GO:0018393	internal peptidyl-lysine acetylation	27/972	186/18903	1.04686297970375e-06	5.66720688742326e-05	4.92308536401222e-05	LEF1/EOMES/IRF4/FOXP3/NFYA/GATA3/GTF2B/ATF2/PCGF2/SPI1/NCOA1/MECP2/GLYR1/CTCF/ZZZ3/NFYB/SRCAP/ARID5A/ZNF451/NCOA3/CLOCK/PHF20/THAP7/NFYC/GATA2/MBD3/DR1	27
BP	GO:0002244	hematopoietic progenitor cell differentiation	22/972	133/18903	1.12777897906983e-06	6.02384345353833e-05	5.23289446288402e-05	CEBPD/HOXB3/GATA3/ATF2/REST/SPI1/SOX4/RARA/ZBTB1/SRF/ZFAT/MIXL1/FOXC1/BATF/HOXB4/GATA2/ZBTB24/MYB/TP53/HES1/SP7/SP3	22
BP	GO:0035019	somatic stem cell population maintenance	15/972	67/18903	1.16629878108536e-06	6.14762225924728e-05	5.34042073444347e-05	KLF4/REST/SPI1/TP63/SOX4/STAT3/RBPJ/PAX8/ZHX2/SALL4/MYC/POU5F1/GATA2/HES1/SKI	15
BP	GO:0006475	internal protein amino acid acetylation	27/972	188/18903	1.2948757246979e-06	6.7367170819997e-05	5.85216561292036e-05	LEF1/EOMES/IRF4/FOXP3/NFYA/GATA3/GTF2B/ATF2/PCGF2/SPI1/NCOA1/MECP2/GLYR1/CTCF/ZZZ3/NFYB/SRCAP/ARID5A/ZNF451/NCOA3/CLOCK/PHF20/THAP7/NFYC/GATA2/MBD3/DR1	27
BP	GO:0019827	stem cell population maintenance	26/972	177/18903	1.31303204148431e-06	6.74359789511044e-05	5.85814295431461e-05	KLF4/EOMES/HMGA2/REST/SPI1/TP63/FOXO1/SOX4/STAT3/ZNF706/MTF2/RBPJ/HESX1/PAX8/NCOA3/TET1/FOXO3/ZHX2/SALL4/MYC/POU5F1/KDM2B/GATA2/TEAD4/HES1/SKI	26
BP	GO:0009755	hormone-mediated signaling pathway	27/972	192/18903	1.96035759517816e-06	9.94075003327053e-05	8.63549928002533e-05	ZNF366/AR/RARB/TP63/NCOA1/ESR2/RXRB/NR3C1/PPARG/RARA/NR2E3/TRERF1/NR4A3/NR1D2/TMF1/RARG/THRB/NR1D1/NR5A1/CLOCK/NR3C2/ESR1/SAFB2/NR2C1/HEYL/NR1H3/SAFB	27
BP	GO:0098727	maintenance of cell number	26/972	181/18903	2.01731568075742e-06	0.000101017082713928	8.77532321129478e-05	KLF4/EOMES/HMGA2/REST/SPI1/TP63/FOXO1/SOX4/STAT3/ZNF706/MTF2/RBPJ/HESX1/PAX8/NCOA3/TET1/FOXO3/ZHX2/SALL4/MYC/POU5F1/KDM2B/GATA2/TEAD4/HES1/SKI	26
BP	GO:0060216	definitive hemopoiesis	8/972	19/18903	2.16035388411181e-06	0.000105541190972584	9.16833111793791e-05	GATA1/HOXB3/MEIS1/HOXA9/HOXB4/GATA2/LYL1/SP3	8
BP	GO:1902894	negative regulation of miRNA transcription	8/972	19/18903	2.16035388411181e-06	0.000105541190972584	9.16833111793791e-05	REST/ZNF512B/PPARG/RARA/SRF/RELA/NFATC3/POU5F1	8
BP	GO:0045621	positive regulation of lymphocyte differentiation	21/972	130/18903	2.91085329970833e-06	0.000140492509863031	0.00012204541545765	LEF1/FOXP3/GATA3/SOX13/XBP1/ARID2/SOX4/RARA/ZBTB1/GLI3/EGR3/STAT5B/RAG1/BCL6/FOXO3/RUNX1/ZBTB7B/SOX12/ZBTB16/MYB/HLX	21
BP	GO:2000629	negative regulation of miRNA metabolic process	8/972	20/18903	3.43832691067598e-06	0.000163975447668667	0.000142444972013719	REST/ZNF512B/PPARG/RARA/SRF/RELA/NFATC3/POU5F1	8
BP	GO:0030856	regulation of epithelial cell differentiation	24/972	164/18903	3.5522653709173e-06	0.000167416177363467	0.000145433923421085	ZBED2/VDR/KLF7/GATA3/GRHL1/MAFG/TP63/FOXC1/HOXA7/STAT5B/VEZF1/MAFF/PAX8/NCOA3/ETV4/NME2/STAT1/ETV2/MESP1/FOXJ2/HES1/CEBPB/TP73/ZEB1	24
BP	GO:0046637	regulation of alpha-beta T cell differentiation	15/972	73/18903	3.67371970252225e-06	0.000171126989864001	0.000148657494939272	TBX21/IRF4/FOXP3/GATA3/ZNF683/RARA/PRDM1/GLI3/BATF/BCL6/RUNX1/ZBTB7B/ZBTB16/MYB/HLX	15
BP	GO:0006476	protein deacetylation	20/972	122/18903	3.95214294894866e-06	0.000181980283373429	0.000158085717957946	EOMES/FOXP3/PRDM5/REST/MBD2/ZZZ3/AKAP8L/BAZ2A/AKAP8/JDP2/TRERF1/GATAD2B/BCL6/SREBF1/ZBTB7B/TP53/ELK4/SKI/MBD3/DR1	20
BP	GO:0031058	positive regulation of histone modification	18/972	102/18903	4.08066060679742e-06	0.000185762799895801	0.000161371578541534	FOXP3/GATA3/MECP2/GLYR1/AKAP8L/AKAP8/JDP2/MTF2/ARID5A/TET1/BCL6/SREBF1/PHF20/ZBTB7B/ZNF304/PHF1/MYB/TP53	18
BP	GO:0043414	macromolecule methylation	39/972	348/18903	4.21882038237113e-06	0.000189894319682907	0.000164960617198332	EOMES/PRMT3/PRDM5/NFYA/GATA3/DOT1L/ZNF274/SMYD3/SPI1/MECP2/TET2/SETDB1/MBD2/CTCF/PRDM4/RLF/TET3/NFYB/FOS/PRDM2/PRDM1/PRDM16/BAZ2A/MTF2/SETDB2/CXXC1/TET1/GFI1/PHF20/MYC/NFYC/ZNF304/PAX5/ZNF335/PHF1/MYB/ASH1L/WT1/MBD3	39
BP	GO:0001654	eye development	42/972	388/18903	4.41503327937753e-06	0.000196518036857626	0.000170714620135931	KLF4/NRL/SMAD3/MAF/GATA3/RARB/KDM5B/SALL2/PBX2/BCL11B/SKIL/RARA/TOPORS/PRDM1/SRF/PBX3/STAT3/GLI3/PKNOX1/NR2E3/MEIS1/FOXC1/PBX4/RARG/THRB/HESX1/HIF1A/ZNF513/ATF4/ZHX2/MAX/MEIS2/KDM2B/JUN/TGIF2/SIX5/HES1/MITF/SKI/ZEB1/WT1/SP3	42
BP	GO:0032259	methylation	42/972	390/18903	5.02419746299815e-06	0.000221175110294182	0.000192134144738831	EOMES/PRDM8/PRMT3/PRDM5/NFYA/GATA3/DOT1L/ZNF274/SMYD3/SPI1/MECP2/TET2/SETDB1/MBD2/PRDM15/CTCF/PRDM4/RLF/TET3/NFYB/FOS/PRDM2/PRDM1/PRDM16/BAZ2A/MTF2/SETDB2/CXXC1/TET1/GFI1/PHF20/MYC/NFYC/ZNF304/PAX5/ZNF335/PHF1/PRDM10/MYB/ASH1L/WT1/MBD3	42
BP	GO:0045648	positive regulation of erythrocyte differentiation	10/972	34/18903	5.22527285663203e-06	0.000227526555039868	0.000197651625446516	GATA1/ETS1/TAL1/STAT3/STAT5B/HIF1A/STAT1/FOXO3/GATA2/ZNF16	10
BP	GO:0035270	endocrine system development	21/972	135/18903	5.38615839298876e-06	0.000232010220670032	0.000201546572124741	SMAD3/HOXB3/GATA3/HOXA3/BHLHA15/NR3C1/SOX4/SRF/CREB1/RBPJ/HESX1/HOXA5/PAX8/NR5A1/CLOCK/GLI1/TBX1/GATA2/NKX6-2/HES1/WT1	21
BP	GO:0150063	visual system development	42/972	392/18903	5.71038289850635e-06	0.000243359509483154	0.000211405664753214	KLF4/NRL/SMAD3/MAF/GATA3/RARB/KDM5B/SALL2/PBX2/BCL11B/SKIL/RARA/TOPORS/PRDM1/SRF/PBX3/STAT3/GLI3/PKNOX1/NR2E3/MEIS1/FOXC1/PBX4/RARG/THRB/HESX1/HIF1A/ZNF513/ATF4/ZHX2/MAX/MEIS2/KDM2B/JUN/TGIF2/SIX5/HES1/MITF/SKI/ZEB1/WT1/SP3	42
BP	GO:0045638	negative regulation of myeloid cell differentiation	17/972	95/18903	6.17999378622774e-06	0.000260600580080298	0.000226382930274448	LTF/MAFB/GABPA/RARA/KLF13/ZBTB46/MEIS1/HOXA9/HOXA7/STAT5B/HOXA5/MYC/MEIS2/ZNF675/ZBTB16/GATA2/MYB	17
BP	GO:0046643	regulation of gamma-delta T cell activation	6/972	11/18903	6.7293609430067e-06	0.000280810624350884	0.000243939334183993	LEF1/TCF7/SOX13/SOX4/EGR3/STAT5B	6
BP	GO:0045604	regulation of epidermal cell differentiation	13/972	59/18903	7.22965986129846e-06	0.000298577499014038	0.000259373364096069	ZBED2/VDR/KLF7/GRHL1/MAFG/TP63/FOXC1/HOXA7/MAFF/NCOA3/ETV4/NME2/HES1	13
BP	GO:0006473	protein acetylation	29/972	230/18903	7.5907052404263e-06	0.000310289440746406	0.000269547492211056	LEF1/EOMES/IRF4/FOXP3/NFYA/GATA3/GTF2B/ATF2/PCGF2/SPI1/NCOA1/MECP2/GLYR1/CTCF/FOXO1/ZZZ3/SOX4/NFYB/SRCAP/ARID5A/ZNF451/NCOA3/CLOCK/PHF20/THAP7/NFYC/GATA2/MBD3/DR1	29
BP	GO:0048880	sensory system development	42/972	398/18903	8.32364289072688e-06	0.000336813266871231	0.000292588659189187	KLF4/NRL/SMAD3/MAF/GATA3/RARB/KDM5B/SALL2/PBX2/BCL11B/SKIL/RARA/TOPORS/PRDM1/SRF/PBX3/STAT3/GLI3/PKNOX1/NR2E3/MEIS1/FOXC1/PBX4/RARG/THRB/HESX1/HIF1A/ZNF513/ATF4/ZHX2/MAX/MEIS2/KDM2B/JUN/TGIF2/SIX5/HES1/MITF/SKI/ZEB1/WT1/SP3	42
BP	GO:1902107	positive regulation of leukocyte differentiation	25/972	184/18903	8.63028512138052e-06	0.000342306160358915	0.000297360319033705	LEF1/FOXP3/GATA3/SOX13/XBP1/ARID2/SOX4/FOS/RARA/ZBTB1/ZBTB46/GLI3/CREB1/EGR3/STAT5B/HSF1/RAG1/BCL6/FOXO3/RUNX1/ZBTB7B/SOX12/ZBTB16/MYB/HLX	25
BP	GO:1903708	positive regulation of hemopoiesis	25/972	184/18903	8.63028512138052e-06	0.000342306160358915	0.000297360319033705	LEF1/FOXP3/GATA3/SOX13/XBP1/ARID2/SOX4/FOS/RARA/ZBTB1/ZBTB46/GLI3/CREB1/EGR3/STAT5B/HSF1/RAG1/BCL6/FOXO3/RUNX1/ZBTB7B/SOX12/ZBTB16/MYB/HLX	25
BP	GO:0031063	regulation of histone deacetylation	11/972	44/18903	1.00706859689165e-05	0.000395521254818427	0.00034358810952774	FOXP3/ZZZ3/AKAP8L/AKAP8/JDP2/BCL6/SREBF1/ZBTB7B/TP53/SKI/DR1	11
BP	GO:0007623	circadian rhythm	27/972	210/18903	1.08093245475831e-05	0.000420409263472018	0.00036520824685038	RORC/NPAS2/DBP/KLF9/BHLHE41/ZFHX3/NFIL3/KDM2A/ATF5/RELB/PPARG/NCOA2/AHR/CREB1/NR1D2/BHLHE40/EGR1/EGR3/NR1D1/CLOCK/RORA/JUND/SREBF1/ATF4/TP53/NR1H3/NR2F6	27
BP	GO:0032922	circadian regulation of gene expression	14/972	71/18903	1.27357715190408e-05	0.00049057212216613	0.000426158508521751	RORC/NPAS2/BHLHE41/ZFHX3/KDM2A/RELB/NCOA2/AHR/BHLHE40/EGR1/NR1D1/CLOCK/RORA/ATF4	14
BP	GO:0035601	protein deacylation	20/972	133/18903	1.50148187406112e-05	0.000572851084522748	0.000497633992545972	EOMES/FOXP3/PRDM5/REST/MBD2/ZZZ3/AKAP8L/BAZ2A/AKAP8/JDP2/TRERF1/GATAD2B/BCL6/SREBF1/ZBTB7B/TP53/ELK4/SKI/MBD3/DR1	20
BP	GO:0097028	dendritic cell differentiation	11/972	47/18903	1.9851198907901e-05	0.000750225498349542	0.000651718605655619	GATA1/IRF4/BATF2/SPI1/RELB/BATF3/IRF8/ZBTB46/RBPJ/BATF/CEBPB	11
BP	GO:0002062	chondrocyte differentiation	18/972	114/18903	2.01660169711378e-05	0.000755000598003534	0.000655866720182801	SOX6/SMAD3/TRPS1/HMGA2/MAF/ATF2/RARB/RUNX2/ZNF219/MEF2D/GLI3/ARID5A/RARG/CREB3L2/HIF1A/RUNX1/ZBTB16/MEF2C	18
BP	GO:0006338	chromatin remodeling	39/972	373/18903	2.14030331896987e-05	0.00079389399035123	0.000689653291668068	EOMES/DPF3/FOXP3/HMGA2/GATA3/MYSM1/DOT1L/KDM5B/L3MBTL3/SMYD3/TP63/MECP2/SETDB1/MBD2/CTCF/HMGA1/ARID2/ZNF445/NFE2/ZBTB1/PRDM16/ZNF827/SNAI1/BAZ2B/BAZ2A/SRCAP/GATAD2B/SATB2/SETDB2/TET1/BPTF/ESR1/MYC/SATB1/ZNF304/MYB/MBD3/DR1/DPF1	39
BP	GO:0035710	CD4-positive, alpha-beta T cell activation	18/972	115/18903	2.27780853391568e-05	0.000832631728683717	0.000723304646984357	TBX21/LEF1/IRF4/RORC/FOXP3/NKX2-3/GATA3/RELB/RARA/STAT3/BATF/RORA/BCL6/RUNX1/ZBTB7B/MYB/STAT6/HLX	18
BP	GO:0042492	gamma-delta T cell differentiation	6/972	13/18903	2.28630779219193e-05	0.000832631728683717	0.000723304646984357	LEF1/TCF7/SOX13/SOX4/EGR3/STAT5B	6
BP	GO:0098732	macromolecule deacylation	20/972	137/18903	2.34153676992432e-05	0.000845062729758272	0.000734103419760057	EOMES/FOXP3/PRDM5/REST/MBD2/ZZZ3/AKAP8L/BAZ2A/AKAP8/JDP2/TRERF1/GATAD2B/BCL6/SREBF1/ZBTB7B/TP53/ELK4/SKI/MBD3/DR1	20
BP	GO:0045664	regulation of neuron differentiation	25/972	196/18903	2.5954733022703e-05	0.000919236981869664	0.000798538366676593	TCF3/REST/ZFHX3/NCOA1/BCL11B/HOXA2/RARA/CASZ1/BCL11A/TCF4/GLI3/MEIS1/TBX6/HMG20B/BCL6/FOXO3/ISL2/ZHX2/GATA2/MEF2C/TGIF2/HEYL/HES1/TP73/ZEB1	25
BP	GO:0030219	megakaryocyte differentiation	13/972	66/18903	2.61590154600953e-05	0.000919236981869664	0.000798538366676593	GATA1/TAL1/MAF/FLI1/GABPA/SRF/MEIS1/ZNF385A/GATA2/MEF2C/MYB/ZNF16/SP3	13
BP	GO:0045682	regulation of epidermis development	13/972	66/18903	2.61590154600953e-05	0.000919236981869664	0.000798538366676593	ZBED2/VDR/KLF7/GRHL1/MAFG/TP63/FOXC1/HOXA7/MAFF/NCOA3/ETV4/NME2/HES1	13
BP	GO:0033598	mammary gland epithelial cell proliferation	8/972	26/18903	3.23550357034583e-05	0.00112297741555817	0.000975527060944192	GATA3/KDM5B/HOXA5/DEAF1/ESR1/STAT6/CEBPB/ZNF703	8
BP	GO:0002286	T cell activation involved in immune response	18/972	118/18903	3.25175686981397e-05	0.00112297741555817	0.000975527060944192	TBX21/LEF1/EOMES/IRF4/RORC/FOXP3/GATA3/RELB/RARA/STAT3/BATF/RORA/BCL6/ZBTB7B/MYB/TP53/STAT6/HLX	18
BP	GO:0007519	skeletal muscle tissue development	22/972	164/18903	3.58769078756496e-05	0.00122840079444318	0.00106710802912189	EOMES/FOXN2/KLF5/MSC/ATF3/NR4A1/EGR2/HLF/FOS/MEF2D/NR1D2/EGR1/MAFF/HMG20B/HIVEP3/TBX1/PAX5/MEF2C/HEYL/ZNF689/SKI/HLX	22
BP	GO:0060538	skeletal muscle organ development	23/972	176/18903	3.66625743511208e-05	0.00124466332924229	0.00108123524357543	EOMES/FOXN2/KLF5/MSC/ATF3/NR4A1/EGR2/HLF/FOS/MEF2D/NR1D2/EGR1/MAFF/HMG20B/HIVEP3/TBX1/PAX5/MEF2C/HEYL/ZNF689/SKI/HLX/WT1	23
BP	GO:0050673	epithelial cell proliferation	46/972	481/18903	3.94330555875747e-05	0.00132746908137667	0.00115316834827529	SMAD3/DACH1/VDR/KLF9/NKX2-3/GATA3/ATF2/AR/KDM5B/RUNX2/TP63/XBP1/IRF6/NR4A1/BCL11B/PPARG/TCF7L2/STAT3/NR4A3/RBPJ/EGR3/NR1D1/HOXA5/HIF1A/DEAF1/GLI1/ESR1/NME2/STAT1/THAP1/TBX1/PURA/MYC/ZNF304/GATA2/JUN/ZNF580/MEF2C/SP1/STAT6/HES1/CEBPB/ZNF703/HLX/ZEB1/STAT5A	46
BP	GO:0043011	myeloid dendritic cell differentiation	7/972	20/18903	3.99468939302115e-05	0.00133356047570356	0.00115845992397613	IRF4/BATF2/SPI1/RELB/BATF3/RBPJ/BATF	7
BP	GO:0061180	mammary gland epithelium development	13/972	69/18903	4.28613408360181e-05	0.00141902918503379	0.00123270633148217	VDR/GATA3/AR/KDM5B/IRF6/NR3C1/HOXA5/HIF1A/DEAF1/ESR1/STAT6/CEBPB/ZNF703	13
BP	GO:0019083	viral transcription	11/972	51/18903	4.49552698300447e-05	0.00147615418802589	0.00128233064761111	LEF1/USF2/HMGA2/GTF2B/UBP1/REST/USF1/JUN/SP1/TFAP4/ZNF639	11
BP	GO:0045622	regulation of T-helper cell differentiation	10/972	43/18903	5.01153334025344e-05	0.0016322115903297	0.00141789723773024	TBX21/IRF4/FOXP3/GATA3/RARA/BATF/BCL6/ZBTB7B/MYB/HLX	10
BP	GO:0043392	negative regulation of DNA binding	11/972	52/18903	5.43941896652734e-05	0.00175728325644423	0.0015265466131867	LEF1/GATA1/HMGA2/E2F1/DDIT3/ZNF462/SP100/ZFP90/ZNF675/JUN/TFAP4	11
BP	GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	7/972	21/18903	5.72683074729759e-05	0.00183533471789393	0.00159434968004765	E2F1/KLF11/HINFP/E2F6/BACH1/GFI1/E2F7	7
BP	GO:0070828	heterochromatin organization	15/972	91/18903	5.83334587221584e-05	0.00185235802179334	0.00160913777230175	HMGA2/DOT1L/L3MBTL3/MECP2/SETDB1/MBD2/CTCF/ZNF445/PRDM16/SNAI1/BAZ2A/SETDB2/TET1/ZNF304/MBD3	15
BP	GO:0030878	thyroid gland development	8/972	28/18903	5.87242807707824e-05	0.00185235802179334	0.00160913777230175	SMAD3/HOXB3/HOXA3/SRF/HESX1/HOXA5/PAX8/TBX1	8
BP	GO:0007498	mesoderm development	19/972	136/18903	6.86914485361526e-05	0.0021498276784049	0.00186754875707665	LEF1/KLF4/EOMES/SMAD3/HMGA2/IKZF3/TP63/ZFPM2/IKZF1/SRF/SNAI1/MIXL1/SMAD1/FOXC1/TBX6/ETV2/TBX1/MESP1/ETS2	19
BP	GO:0045639	positive regulation of myeloid cell differentiation	16/972	103/18903	7.02319001300291e-05	0.00218099993737129	0.00189462800350776	LEF1/GATA1/ETS1/TAL1/FOS/STAT3/CREB1/STAT5B/HSF1/HOXA5/HIF1A/STAT1/FOXO3/RUNX1/GATA2/ZNF16	16
BP	GO:1903707	negative regulation of hemopoiesis	17/972	114/18903	7.15567526430827e-05	0.00219070233268315	0.00190305644476719	TBX21/LTF/FOXP3/MAFB/RARA/ZBTB46/GLI3/IRF1/HOXA7/BCL6/RUNX1/ZBTB7B/MYC/ZNF675/CEBPA/GATA2/HLX	17
BP	GO:0060537	muscle tissue development	41/972	422/18903	7.20653178044013e-05	0.00219070233268315	0.00190305644476719	SOX6/LEF1/EOMES/SMAD3/FOXN2/KLF5/MSC/RARB/SOX15/ATF3/NR4A1/EGR2/ZFPM2/ARID2/HLF/FOS/MEF2D/RARA/SRF/CREB1/SMAD1/NR1D2/FOXC1/EGR1/RBPJ/MAFF/HMG20B/HIVEP3/GLI1/RUNX1/TBX1/SMAD5/PAX5/MESP1/MEF2C/HEYL/ZNF689/SKI/HLX/TP73/WT1	41
BP	GO:0001865	NK T cell differentiation	5/972	10/18903	7.21848996291004e-05	0.00219070233268315	0.00190305644476719	ATF2/ZNF683/PRDM1/ZBTB7B/ZBTB16	5
BP	GO:0043010	camera-type eye development	35/972	340/18903	7.64277367099497e-05	0.00230202641548916	0.00199976333647087	KLF4/NRL/SMAD3/MAF/GATA3/KDM5B/BCL11B/SKIL/RARA/TOPORS/SRF/STAT3/GLI3/PKNOX1/NR2E3/MEIS1/FOXC1/RARG/THRB/HESX1/HIF1A/ZNF513/ATF4/ZHX2/MAX/KDM2B/JUN/TGIF2/SIX5/HES1/MITF/SKI/ZEB1/WT1/SP3	35
BP	GO:0002070	epithelial cell maturation	7/972	22/18903	8.02789458070503e-05	0.0023999810216645	0.00208485620454131	BHLHA15/HOXA5/HIF1A/TFCP2L1/CEBPA/GATA2/EPAS1	7
