node_from	node_to	weight
chr1:203459656-203475784	chr1:203695606-203696986	1
chr1:203459656-203475784	chr1:203696987-203699169	1
chr1:203459656-203475784	chr1:203699170-203700417	1
chr1:203459656-203475784	chr1:203700418-203702923	1
chr1:203459656-203475784	chr1:203705840-203709165	1
chr1:203459656-203475784	chr1:203709166-203713140	1
chr1:203459656-203475784	chr1:203765856-203767289	1
chr1:203459656-203475784	chr1:203767290-203769097	1
chr1:203459656-203475784	chr1:203804551-203805484	1
chr1:203696987-203699169	chr1:203313818-203319881	1
chr1:203696987-203699169	chr1:203336881-203338337	1
chr1:203696987-203699169	chr1:203459656-203475784	1
chr1:203696987-203699169	chr1:203475785-203478827	1
chr1:203964633-203970158	chr1:203839379-203840395	1
chr1:203964633-203970158	chr1:203840396-203842698	1
chr1:204109309-204117900	chr1:203782260-203785013	1
chr1:204109309-204117900	chr1:203804551-203805484	1
chr1:204109309-204117900	chr1:203835128-203838135	1
chr1:204109309-204117900	chr1:203839379-203840395	1
chr1:204109309-204117900	chr1:203840396-203842698	1
chr1:204109309-204117900	chr1:204334477-204340460	1
chr1:204109309-204117900	chr1:204349498-204355432	1
chr1:204225182-204248117	chr1:204249291-204253300	1
chr1:204225182-204248117	chr1:204257823-204259357	1
chr1:204225182-204248117	chr1:204285139-204291284	1
chr1:204225182-204248117	chr1:204303054-204312461	1
chr1:204225182-204248117	chr1:204318195-204322510	1
chr1:204225182-204248117	chr1:204334477-204340460	1
chr1:204870876-204878682	chr1:204695620-204697291	1
chr1:205053101-205055308	chr1:205206655-205213637	1
chr1:205053101-205055308	chr1:205219912-205228306	1
chr1:205199513-205206654	chr1:204943128-204954228	1
chr1:205199513-205206654	chr1:204954229-204963651	1
chr1:205199513-205206654	chr1:204965287-204974145	1
chr1:205321806-205328232	chr1:205486563-205490051	1
chr1:205321806-205328232	chr1:205490052-205491366	1
chr1:205321806-205328232	chr1:205491367-205491534	1
chr1:205321806-205328232	chr1:205491535-205507580	1
chr1:205341166-205342581	chr1:205490052-205491366	1
chr1:205530146-205536216	chr1:205321806-205328232	1
chr1:205561889-205564869	chr1:144008808-144014967	1
chr1:205561889-205564869	chr1:205601650-205611068	1
chr1:205561889-205564869	chr1:205611069-205619558	1
chr1:205561889-205564869	chr1:205630860-205637582	1
chr1:205561889-205564869	chr1:205683264-205684069	1
chr1:205561889-205564869	chr1:205684070-205692076	1
chr1:205700188-205700623	chr1:144008808-144014967	1
chr1:205700188-205700623	chr1:205552825-205554527	1
chr1:205700188-205700623	chr1:205561889-205564869	1
chr1:205700188-205700623	chr1:205578940-205580193	1
chr1:205700188-205700623	chr1:205630860-205637582	1
chr1:205903639-205904964	chr1:144008808-144014967	1
chr1:205903639-205904964	chr1:206227057-206227590	1
chr1:205903639-205904964	chr1:206228890-206229650	1
chr1:205903639-205904964	chr1:206232843-206237608	1
chr1:205903639-205904964	chr1:206237609-206240747	1
chr1:205903639-205904964	chr1:206248764-206257775	1
chr1:205903639-205904964	chr1:206292806-206296985	1
chr1:205903639-205904964	chr1:206296986-206302371	1
chr1:205903639-205904964	chr1:206308164-206308466	1
chr1:205903639-205904964	chr1:206314485-206324803	1
chr1:205903639-205904964	chr1:206324804-206327569	1
chr1:206257776-206262909	chr1:144008808-144014967	1
chr1:206257776-206262909	chr1:205754750-205758997	1
chr1:206257776-206262909	chr1:205758998-205763481	1
chr1:206257776-206262909	chr1:205763482-205768850	1
chr1:206257776-206262909	chr1:205768851-205775100	1
chr1:206257776-206262909	chr1:205819612-205821931	1
chr1:206257776-206262909	chr1:205892656-205895307	1
chr1:206257776-206262909	chr1:205895308-205903638	1
chr1:206257776-206262909	chr1:205916010-205916753	1
chr1:206285309-206292805	chr1:144008808-144014967	1
chr1:206285309-206292805	chr1:205754750-205758997	1
chr1:206285309-206292805	chr1:205763482-205768850	1
chr1:206285309-206292805	chr1:205884084-205889160	1
chr1:206285309-206292805	chr1:205892656-205895307	1
chr1:206285309-206292805	chr1:205895308-205903638	1
chr1:206314485-206324803	chr1:144008808-144014967	1
chr1:206314485-206324803	chr1:205754750-205758997	1
chr1:206314485-206324803	chr1:205758998-205763481	1
chr1:206314485-206324803	chr1:205763482-205768850	1
chr1:206314485-206324803	chr1:205884084-205889160	1
chr1:206314485-206324803	chr1:205892656-205895307	1
chr1:206314485-206324803	chr1:205895308-205903638	1
chr1:206314485-206324803	chr1:205903639-205904964	1
chr1:206314485-206324803	chr1:205919607-205921595	1
chr1:206314485-206324803	chr1:206237609-206240747	1
chr1:206667457-206676538	chr1:144008808-144014967	1
chr1:206667457-206676538	chr1:206193438-206199654	1
chr1:206667457-206676538	chr1:206663657-206664713	1
chr1:206667457-206676538	chr1:206749398-206753663	1
chr1:206667457-206676538	chr1:206753664-206761904	1
chr1:206667457-206676538	chr1:206761905-206770473	1
chr1:206667457-206676538	chr1:206770474-206770816	1
chr1:206667457-206676538	chr1:206772071-206773500	1
chr1:206667457-206676538	chr1:206773501-206774354	1
chr1:206667457-206676538	chr1:207153556-207155886	1
chr1:206667457-206676538	chr1:207156060-207159638	1
chr1:206971832-206976797	chr1:144008808-144014967	1
chr1:206971832-206976797	chr1:206794230-206794665	1
chr1:206971832-206976797	chr1:206805977-206807422	1
chr1:206971832-206976797	chr1:206889389-206890644	1
chr1:206971832-206976797	chr1:206894634-206900256	1
chr1:206971832-206976797	chr1:206903741-206908791	1
chr1:206971832-206976797	chr1:206908792-206919029	1
chr1:206971832-206976797	chr1:206919276-206926687	1
chr1:206971832-206976797	chr1:207142387-207145582	1
chr1:206971832-206976797	chr1:207147315-207153555	1
chr1:206971832-206976797	chr1:207153556-207155886	1
chr1:206971832-206976797	chr1:207156060-207159638	1
chr1:206971832-206976797	chr1:207587063-207590612	1
chr1:206971832-206976797	chr1:207639430-207641325	1
chr1:206971832-206976797	chr1:207673460-207674882	1
chr1:207038127-207044657	chr1:144008808-144014967	1
chr1:207038127-207044657	chr1:206805977-206807422	1
chr1:207038127-207044657	chr1:206889389-206890644	1
chr1:207038127-207044657	chr1:206894634-206900256	1
chr1:207038127-207044657	chr1:206903741-206908791	1
chr1:207038127-207044657	chr1:206908792-206919029	1
chr1:207038127-207044657	chr1:207147315-207153555	1
chr1:207038127-207044657	chr1:207153556-207155886	1
chr1:207038127-207044657	chr1:207156060-207159638	1
chr1:207038127-207044657	chr1:207673460-207674882	1
chr1:207038127-207044657	chr1:207692553-207692984	1
chr1:207068595-207073429	chr1:144008808-144014967	1
chr1:207068595-207073429	chr1:206776209-206783088	1
chr1:207068595-207073429	chr1:206794230-206794665	1
chr1:207068595-207073429	chr1:206805977-206807422	1
chr1:207068595-207073429	chr1:206823300-206826042	1
chr1:207068595-207073429	chr1:206842258-206846491	1
chr1:207068595-207073429	chr1:206865179-206870813	1
chr1:207068595-207073429	chr1:206885964-206889388	1
chr1:207068595-207073429	chr1:206889389-206890644	1
chr1:207068595-207073429	chr1:206890645-206893555	1
chr1:207068595-207073429	chr1:206894634-206900256	1
chr1:207068595-207073429	chr1:206903741-206908791	1
chr1:207068595-207073429	chr1:206908792-206919029	1
chr1:207068595-207073429	chr1:206919276-206926687	1
chr1:207068595-207073429	chr1:206926688-206929323	1
chr1:207068595-207073429	chr1:206946551-206946763	1
chr1:207068595-207073429	chr1:207153556-207155886	1
chr1:207068595-207073429	chr1:207156060-207159638	1
chr1:207068595-207073429	chr1:207641588-207642628	1
chr1:207068595-207073429	chr1:207673460-207674882	1
chr1:207114942-207135528	chr1:144008808-144014967	1
chr1:207114942-207135528	chr1:206773501-206774354	1
chr1:207114942-207135528	chr1:206794230-206794665	1
chr1:207114942-207135528	chr1:206805977-206807422	1
chr1:207114942-207135528	chr1:206823300-206826042	1
chr1:207114942-207135528	chr1:206842258-206846491	1
chr1:207114942-207135528	chr1:206889389-206890644	1
chr1:207114942-207135528	chr1:206894634-206900256	1
chr1:207114942-207135528	chr1:206903741-206908791	1
chr1:207114942-207135528	chr1:206908792-206919029	1
chr1:207114942-207135528	chr1:207622906-207626421	1
chr1:207114942-207135528	chr1:207673460-207674882	1
chr1:207142387-207145582	chr1:206772071-206773500	1
chr1:207142387-207145582	chr1:206773501-206774354	1
chr1:207142387-207145582	chr1:206776209-206783088	1
chr1:207142387-207145582	chr1:206794230-206794665	1
chr1:207142387-207145582	chr1:206805977-206807422	1
chr1:207142387-207145582	chr1:206823300-206826042	1
chr1:207142387-207145582	chr1:206842258-206846491	1
chr1:207142387-207145582	chr1:206878674-206882017	1
chr1:207142387-207145582	chr1:206889389-206890644	1
chr1:207142387-207145582	chr1:206890645-206893555	1
chr1:207142387-207145582	chr1:206894634-206900256	1
chr1:207142387-207145582	chr1:206903741-206908791	1
chr1:207142387-207145582	chr1:206908792-206919029	1
chr1:207142387-207145582	chr1:206919276-206926687	1
chr1:207142387-207145582	chr1:206971832-206976797	1
chr1:207142387-207145582	chr1:207587063-207590612	1
chr1:207142387-207145582	chr1:207622906-207626421	1
chr1:207142387-207145582	chr1:207631616-207638035	1
chr1:207142387-207145582	chr1:207673460-207674882	1
chr1:207142387-207145582	chr1:207692553-207692984	1
chr1:207203372-207209098	chr1:206823300-206826042	1
chr1:207203372-207209098	chr1:206889389-206890644	1
chr1:207203372-207209098	chr1:207200352-207201251	1
chr1:207203372-207209098	chr1:207564995-207568720	1
chr1:207203372-207209098	chr1:207570389-207574162	1
chr1:207203372-207209098	chr1:207587063-207590612	1
chr1:207203372-207209098	chr1:207591230-207600899	1
chr1:207203372-207209098	chr1:207615880-207622905	1
chr1:207203372-207209098	chr1:207622906-207626421	1
chr1:207203372-207209098	chr1:207631616-207638035	1
chr1:207203372-207209098	chr1:207639430-207641325	1
chr1:207203372-207209098	chr1:207641588-207642628	1
chr1:207203372-207209098	chr1:207642875-207657878	1
chr1:207203372-207209098	chr1:207673460-207674882	1
chr1:207203372-207209098	chr1:207692553-207692984	1
chr1:207209936-207216543	chr1:206889389-206890644	1
chr1:207209936-207216543	chr1:207564995-207568720	1
chr1:207209936-207216543	chr1:207570389-207574162	1
chr1:207209936-207216543	chr1:207574163-207575963	1
chr1:207209936-207216543	chr1:207587063-207590612	1
chr1:207209936-207216543	chr1:207591230-207600899	1
chr1:207209936-207216543	chr1:207615880-207622905	1
chr1:207209936-207216543	chr1:207622906-207626421	1
chr1:207209936-207216543	chr1:207631616-207638035	1
chr1:207209936-207216543	chr1:207639430-207641325	1
chr1:207209936-207216543	chr1:207641588-207642628	1
chr1:207209936-207216543	chr1:207673460-207674882	1
chr1:207209936-207216543	chr1:207692553-207692984	1
chr1:207221568-207223320	chr1:144008808-144014967	1
chr1:207221568-207223320	chr1:206889389-206890644	1
chr1:207221568-207223320	chr1:206894634-206900256	1
chr1:207221568-207223320	chr1:207200352-207201251	1
chr1:207221568-207223320	chr1:207495828-207500738	1
chr1:207221568-207223320	chr1:207526004-207536157	1
chr1:207221568-207223320	chr1:207536158-207542513	1
chr1:207221568-207223320	chr1:207564995-207568720	1
chr1:207221568-207223320	chr1:207570389-207574162	1
chr1:207221568-207223320	chr1:207574163-207575963	1
chr1:207221568-207223320	chr1:207587063-207590612	1
chr1:207221568-207223320	chr1:207591230-207600899	1
chr1:207221568-207223320	chr1:207615880-207622905	1
chr1:207221568-207223320	chr1:207622906-207626421	1
chr1:207221568-207223320	chr1:207631616-207638035	1
chr1:207221568-207223320	chr1:207639430-207641325	1
chr1:207221568-207223320	chr1:207641588-207642628	1
chr1:207221568-207223320	chr1:207642875-207657878	1
chr1:207221568-207223320	chr1:207673460-207674882	1
chr1:207221568-207223320	chr1:207692553-207692984	1
chr1:207221568-207223320	chr1:207846028-207848023	1
chr1:207260202-207272701	chr1:207472106-207474641	1
chr1:207260202-207272701	chr1:207478430-207480169	1
chr1:207260202-207272701	chr1:207495828-207500738	1
chr1:207260202-207272701	chr1:207526004-207536157	1
chr1:207260202-207272701	chr1:207564995-207568720	1
chr1:207260202-207272701	chr1:207570389-207574162	1
chr1:207260202-207272701	chr1:207574163-207575963	1
chr1:207260202-207272701	chr1:207587063-207590612	1
chr1:207260202-207272701	chr1:207591230-207600899	1
chr1:207260202-207272701	chr1:207615880-207622905	1
chr1:207260202-207272701	chr1:207622906-207626421	1
chr1:207260202-207272701	chr1:207631616-207638035	1
chr1:207260202-207272701	chr1:207639430-207641325	1
chr1:207260202-207272701	chr1:207641588-207642628	1
chr1:207260202-207272701	chr1:207642875-207657878	1
chr1:207260202-207272701	chr1:207673460-207674882	1
chr1:207260202-207272701	chr1:207692553-207692984	1
chr1:207260202-207272701	chr1:207846028-207848023	1
chr1:207275723-207277802	chr1:144008808-144014967	1
chr1:207275723-207277802	chr1:207472106-207474641	1
chr1:207275723-207277802	chr1:207478430-207480169	1
chr1:207275723-207277802	chr1:207495828-207500738	1
chr1:207275723-207277802	chr1:207526004-207536157	1
chr1:207275723-207277802	chr1:207536158-207542513	1
chr1:207275723-207277802	chr1:207564995-207568720	1
chr1:207275723-207277802	chr1:207570389-207574162	1
chr1:207275723-207277802	chr1:207574163-207575963	1
chr1:207275723-207277802	chr1:207587063-207590612	1
chr1:207275723-207277802	chr1:207591230-207600899	1
chr1:207275723-207277802	chr1:207615880-207622905	1
chr1:207275723-207277802	chr1:207622906-207626421	1
chr1:207275723-207277802	chr1:207631616-207638035	1
chr1:207275723-207277802	chr1:207639430-207641325	1
chr1:207275723-207277802	chr1:207641588-207642628	1
chr1:207275723-207277802	chr1:207642875-207657878	1
chr1:207275723-207277802	chr1:207673460-207674882	1
chr1:207275723-207277802	chr1:207692553-207692984	1
chr1:207275723-207277802	chr1:207846028-207848023	1
chr1:209602117-209608978	chr1:209424869-209425174	1
chr1:209602117-209608978	chr1:209526763-209527941	1
chr1:209739530-209743925	chr1:208418751-208431644	1
chr1:209739530-209743925	chr1:208823354-208828940	1
chr1:209739530-209743925	chr1:209856272-209862015	1
chr1:209739530-209743925	chr1:209862016-209862762	1
chr1:209739530-209743925	chr1:209862763-209868166	1
chr1:209739530-209743925	chr1:209869816-209871147	1
chr1:209739530-209743925	chr1:209873703-209877748	1
chr1:209739530-209743925	chr1:209877749-209885561	1
chr1:209739530-209743925	chr1:209896981-209898996	1
chr1:209739530-209743925	chr1:209905546-209911385	1
chr1:209739530-209743925	chr1:209911386-209917291	1
chr1:209739530-209743925	chr1:209946003-209951880	1
chr1:209739530-209743925	chr1:209952046-209953638	1
chr1:209739530-209743925	chr1:209953639-209955275	1
chr1:209739530-209743925	chr1:209996947-210000235	1
chr1:209823579-209826397	chr1:207995022-207996128	1
chr1:209823579-209826397	chr1:208019370-208021247	1
chr1:209823579-209826397	chr1:208226423-208235326	1
chr1:209823579-209826397	chr1:208239498-208242586	1
chr1:209823579-209826397	chr1:208308935-208309462	1
chr1:209823579-209826397	chr1:208352258-208354256	1
chr1:209823579-209826397	chr1:208354257-208356323	1
chr1:209823579-209826397	chr1:208356324-208358289	1
chr1:209823579-209826397	chr1:208359117-208361486	1
chr1:209823579-209826397	chr1:208361487-208368797	1
chr1:209823579-209826397	chr1:208371109-208379980	1
chr1:209823579-209826397	chr1:208379981-208382801	1
chr1:209823579-209826397	chr1:208386314-208386880	1
chr1:209823579-209826397	chr1:208386881-208391759	1
chr1:209823579-209826397	chr1:208391760-208392779	1
chr1:209823579-209826397	chr1:208392780-208394621	1
chr1:209823579-209826397	chr1:208394622-208401201	1
chr1:209823579-209826397	chr1:208404070-208406280	1
chr1:209823579-209826397	chr1:209572784-209578776	1
chr1:209823579-209826397	chr1:209587967-209589312	1
chr1:209823579-209826397	chr1:209593562-209594658	1
chr1:209823579-209826397	chr1:209600906-209602116	1
chr1:209823579-209826397	chr1:209726479-209739529	1
chr1:209823579-209826397	chr1:209739530-209743925	1
chr1:209823579-209826397	chr1:209743926-209756685	1
chr1:209823579-209826397	chr1:209760473-209762044	1
chr1:209823579-209826397	chr1:209762929-209768309	1
chr1:209823579-209826397	chr1:209771292-209775970	1
chr1:209823579-209826397	chr1:209775971-209781463	1
chr1:209823579-209826397	chr1:209782366-209786709	1
chr1:209823579-209826397	chr1:209786710-209789612	1
chr1:209823579-209826397	chr1:209793293-209796907	1
chr1:209823579-209826397	chr1:209796908-209797256	1
chr1:209823579-209826397	chr1:209797257-209798531	1
chr1:209823579-209826397	chr1:209798532-209804207	1
chr1:209823579-209826397	chr1:209805340-209808674	1
chr1:209823579-209826397	chr1:209814981-209815806	1
chr1:209823579-209826397	chr1:209829379-209836089	1
chr1:209823579-209826397	chr1:209839663-209843088	1
chr1:209823579-209826397	chr1:209843089-209844413	1
chr1:209823579-209826397	chr1:209844414-209848319	1
chr1:209823579-209826397	chr1:209856272-209862015	1
chr1:209823579-209826397	chr1:209862016-209862762	1
chr1:209823579-209826397	chr1:209862763-209868166	1
chr1:209823579-209826397	chr1:209869816-209871147	1
chr1:209823579-209826397	chr1:209873703-209877748	1
chr1:209823579-209826397	chr1:209877749-209885561	1
chr1:209823579-209826397	chr1:209896981-209898996	1
chr1:209823579-209826397	chr1:209905546-209911385	1
chr1:209823579-209826397	chr1:209911386-209917291	1
chr1:209823579-209826397	chr1:209936961-209941158	1
chr1:209823579-209826397	chr1:209946003-209951880	1
chr1:209823579-209826397	chr1:209952046-209953638	1
chr1:209823579-209826397	chr1:209953639-209955275	1
chr1:209823579-209826397	chr1:209959694-209968408	1
chr1:209823579-209826397	chr1:209980571-209984011	1
chr1:209823579-209826397	chr1:209988390-209991000	1
chr1:209823579-209826397	chr1:209996947-210000235	1
chr1:209823579-209826397	chr1:210003563-210007514	1
chr1:209823579-209826397	chr1:211781978-211785140	1
chr1:209823579-209826397	chr1:211785477-211789806	1
chr1:209856272-209862015	chr1:208181080-208182753	1
chr1:209856272-209862015	chr1:208239498-208242586	1
chr1:209856272-209862015	chr1:208242587-208244602	1
chr1:209856272-209862015	chr1:208293723-208302928	1
chr1:209856272-209862015	chr1:208354257-208356323	1
chr1:209856272-209862015	chr1:208356324-208358289	1
chr1:209856272-209862015	chr1:208386314-208386880	1
chr1:209856272-209862015	chr1:209534614-209542068	1
chr1:209856272-209862015	chr1:209587967-209589312	1
chr1:209856272-209862015	chr1:209589461-209590455	1
chr1:209856272-209862015	chr1:209719395-209722566	1
chr1:209856272-209862015	chr1:209726479-209739529	1
chr1:209856272-209862015	chr1:209739530-209743925	1
chr1:209856272-209862015	chr1:209743926-209756685	1
chr1:209856272-209862015	chr1:209760473-209762044	1
chr1:209856272-209862015	chr1:209762929-209768309	1
chr1:209856272-209862015	chr1:209771292-209775970	1
chr1:209856272-209862015	chr1:209775971-209781463	1
chr1:209856272-209862015	chr1:209782366-209786709	1
chr1:209856272-209862015	chr1:209786710-209789612	1
chr1:209856272-209862015	chr1:209793293-209796907	1
chr1:209856272-209862015	chr1:209796908-209797256	1
chr1:209856272-209862015	chr1:209797257-209798531	1
chr1:209856272-209862015	chr1:209798532-209804207	1
chr1:209856272-209862015	chr1:209805340-209808674	1
chr1:209856272-209862015	chr1:209814981-209815806	1
chr1:209856272-209862015	chr1:209819541-209823578	1
chr1:209856272-209862015	chr1:209823579-209826397	1
chr1:209856272-209862015	chr1:209826398-209829378	1
chr1:209856272-209862015	chr1:209829379-209836089	1
chr1:209856272-209862015	chr1:209839663-209843088	1
chr1:209856272-209862015	chr1:209844414-209848319	1
chr1:209856272-209862015	chr1:209911386-209917291	1
chr1:209856272-209862015	chr1:209946003-209951880	1
chr1:209856272-209862015	chr1:209953639-209955275	1
chr1:209896981-209898996	chr1:208239498-208242586	1
chr1:209896981-209898996	chr1:208386881-208391759	1
chr1:209896981-209898996	chr1:209726479-209739529	1
chr1:209896981-209898996	chr1:209739530-209743925	1
chr1:209896981-209898996	chr1:209743926-209756685	1
chr1:209896981-209898996	chr1:209760473-209762044	1
chr1:209896981-209898996	chr1:209762929-209768309	1
chr1:209896981-209898996	chr1:209771292-209775970	1
chr1:209896981-209898996	chr1:209775971-209781463	1
chr1:209896981-209898996	chr1:209782366-209786709	1
chr1:209896981-209898996	chr1:209786710-209789612	1
chr1:209896981-209898996	chr1:209805340-209808674	1
chr1:209896981-209898996	chr1:209819541-209823578	1
chr1:209896981-209898996	chr1:209823579-209826397	1
chr1:210545916-210547776	chr1:211421289-211431239	1
chr1:211373677-211385428	chr1:210558170-210558521	1
chr1:211373677-211385428	chr1:210566721-210569662	1
chr1:211373677-211385428	chr1:210589332-210595401	1
chr1:211373677-211385428	chr1:210610919-210614899	1
chr1:211373677-211385428	chr1:210760899-210761600	1
chr1:211825492-211834304	chr1:210545916-210547776	1
chr1:211825492-211834304	chr1:211373677-211385428	1
chr1:211825492-211834304	chr1:211663078-211674002	1
chr1:211825492-211834304	chr1:211689372-211691332	1
chr1:211825492-211834304	chr1:212191627-212202574	1
chr1:211825492-211834304	chr1:212861779-212869635	1
chr1:212191627-212202574	chr1:211842343-211846186	1
chr1:212191627-212202574	chr1:211857597-211859257	1
chr1:212191627-212202574	chr1:211859258-211864643	1
chr1:212191627-212202574	chr1:211867317-211871059	1
chr1:212191627-212202574	chr1:211871060-211877964	1
chr1:212191627-212202574	chr1:211899436-211901479	1
chr1:212191627-212202574	chr1:211906194-211907866	1
chr1:212191627-212202574	chr1:211912903-211913662	1
chr1:212191627-212202574	chr1:211913663-211914999	1
chr1:212191627-212202574	chr1:211921099-211925624	1
chr1:212191627-212202574	chr1:211926173-211932540	1
chr1:212191627-212202574	chr1:211987424-211988995	1
chr1:212191627-212202574	chr1:212466453-212480678	1
chr1:212191627-212202574	chr1:212480679-212485122	1
chr1:212191627-212202574	chr1:212501606-212506727	1
chr1:212191627-212202574	chr1:212513620-212518980	1
chr1:212191627-212202574	chr1:212519094-212524741	1
chr1:212191627-212202574	chr1:212537527-212540253	1
chr1:212191627-212202574	chr1:212540254-212546858	1
chr1:212191627-212202574	chr1:212550833-212557387	1
chr1:212191627-212202574	chr1:212557388-212559989	1
chr1:212191627-212202574	chr1:212601826-212604182	1
chr1:212191627-212202574	chr1:212604183-212605694	1
chr1:212191627-212202574	chr1:212632574-212634927	1
chr1:212524742-212531940	chr1:211857597-211859257	1
chr1:212524742-212531940	chr1:212191627-212202574	1
chr1:212524742-212531940	chr1:212217648-212230202	1
chr1:212524742-212531940	chr1:212234270-212241006	1
chr1:212524742-212531940	chr1:212241007-212245256	1
chr1:212524742-212531940	chr1:212248793-212250217	1
chr1:212524742-212531940	chr1:212252982-212256024	1
chr1:212797173-212806521	chr1:212234270-212241006	1
chr1:212797173-212806521	chr1:212632574-212634927	1
chr1:212797173-212806521	chr1:212634928-212636334	1
chr1:212797173-212806521	chr1:212638581-212643928	1
chr1:212797173-212806521	chr1:212653504-212658783	1
chr1:212797173-212806521	chr1:212658784-212666678	1
chr1:212797173-212806521	chr1:212669066-212671573	1
chr1:212797173-212806521	chr1:212671574-212674011	1
chr1:212797173-212806521	chr1:212787786-212790457	1
chr1:212797173-212806521	chr1:212790458-212795699	1
chr1:212797173-212806521	chr1:212954974-212957388	1
chr1:212797173-212806521	chr1:212963007-212964494	1
chr1:212861779-212869635	chr1:212241007-212245256	1
chr1:212861779-212869635	chr1:212604183-212605694	1
chr1:212861779-212869635	chr1:212632574-212634927	1
chr1:212861779-212869635	chr1:212634928-212636334	1
chr1:212861779-212869635	chr1:212638581-212643928	1
chr1:212861779-212869635	chr1:212653504-212658783	1
chr1:212861779-212869635	chr1:212658784-212666678	1
chr1:212861779-212869635	chr1:212954974-212957388	1
chr1:212861779-212869635	chr1:213150329-213152777	1
chr1:212861779-212869635	chr1:213153508-213154724	1
chr1:212861779-212869635	chr1:213158010-213168679	1
chr1:212861779-212869635	chr1:213170773-213175733	1
chr1:213591946-213605931	chr1:213415268-213418245	1
chr1:213591946-213605931	chr1:214299743-214300514	1
chr1:213776681-213784422	chr1:213415268-213418245	1
chr1:213776681-213784422	chr1:214289223-214292590	1
chr1:213776681-213784422	chr1:214292591-214298288	1
chr1:213776681-213784422	chr1:214298289-214299742	1
chr1:213776681-213784422	chr1:214299743-214300514	1
chr1:215801383-215805692	chr1:214821005-214821839	1
chr1:215801383-215805692	chr1:214833873-214836052	1
chr1:217655646-217668891	chr1:217670783-217673444	1
chr1:218681750-218687642	chr1:218509082-218515491	1
chr1:218681750-218687642	chr1:218539427-218543117	1
chr1:218681750-218687642	chr1:219616723-219617485	1
chr1:218681750-218687642	chr1:219739841-219742138	1
chr1:218681750-218687642	chr1:219750094-219753452	1
chr1:218681750-218687642	chr1:219834718-219836813	1
chr1:218681750-218687642	chr1:219837930-219841565	1
chr1:219834718-219836813	chr1:218470602-218477043	1
chr1:219834718-219836813	chr1:218496412-218498972	1
chr1:219834718-219836813	chr1:218509082-218515491	1
chr1:219834718-219836813	chr1:218521987-218537239	1
chr1:219834718-219836813	chr1:219370110-219377315	1
chr1:219834718-219836813	chr1:219377316-219380324	1
chr1:220134728-220139696	chr1:186281618-186283413	1
chr1:220134728-220139696	chr1:220051021-220056373	1
chr1:220160833-220166999	chr1:186278442-186281617	1
chr1:220160833-220166999	chr1:186281618-186283413	1
chr1:220160833-220166999	chr1:186324899-186327421	1
chr1:220160833-220166999	chr1:186382955-186386703	1
chr1:220160833-220166999	chr1:220051021-220056373	1
chr1:220160833-220166999	chr1:220287328-220288344	1
chr1:220160833-220166999	chr1:220288584-220294352	1
chr1:220160833-220166999	chr1:220322709-220331415	1
chr1:220160833-220166999	chr1:220371657-220373753	1
chr1:220160833-220166999	chr1:220383297-220385462	1
chr1:220160833-220166999	chr1:220392368-220395274	1
chr1:220160833-220166999	chr1:222827768-222831728	1
chr1:220160833-220166999	chr1:222831729-222837173	1
chr1:220160833-220166999	chr1:222837856-222840439	1
chr1:220160833-220166999	chr1:222906144-222907592	1
chr1:220160833-220166999	chr1:222907593-222909495	1
chr1:220160833-220166999	chr1:222909496-222912566	1
chr1:220160833-220166999	chr1:236712114-236715545	1
chr1:220288584-220294352	chr1:220160833-220166999	1
chr1:220288584-220294352	chr1:220182687-220193442	1
chr1:220288584-220294352	chr1:222827768-222831728	1
chr1:220288584-220294352	chr1:222831729-222837173	1
chr1:220288584-220294352	chr1:222837856-222840439	1
chr1:220288584-220294352	chr1:222847663-222850849	1
chr1:220288584-220294352	chr1:222909496-222912566	1
chr1:220294353-220320720	chr1:186278442-186281617	1
chr1:220294353-220320720	chr1:220160833-220166999	1
chr1:220294353-220320720	chr1:220182687-220193442	1
chr1:220294353-220320720	chr1:220287328-220288344	1
chr1:220294353-220320720	chr1:220322709-220331415	1
chr1:220294353-220320720	chr1:220927950-220929922	1
chr1:220294353-220320720	chr1:222818847-222820699	1
chr1:220294353-220320720	chr1:222837856-222840439	1
chr1:220294353-220320720	chr1:222909496-222912566	1
chr1:220825478-220842285	chr1:220474503-220475356	1
chr1:220997662-221004205	chr1:221403912-221418365	1
chr1:220997662-221004205	chr1:221553142-221556341	1
chr1:220997662-221004205	chr1:221567117-221568335	1
chr1:220997662-221004205	chr1:221587440-221591708	1
chr1:220997662-221004205	chr1:221591709-221598452	1
chr1:220997662-221004205	chr1:221603470-221604987	1
chr1:220997662-221004205	chr1:221606039-221609142	1
chr1:220997662-221004205	chr1:221612607-221618800	1
chr1:220997662-221004205	chr1:221631303-221633633	1
chr1:220997662-221004205	chr1:221633843-221640943	1
chr1:222909496-222912566	chr1:220182687-220193442	1
chr1:222909496-222912566	chr1:220241258-220241852	1
chr1:222909496-222912566	chr1:220287328-220288344	1
chr1:222909496-222912566	chr1:220371657-220373753	1
chr1:222909496-222912566	chr1:223167295-223170201	1
chr1:222909496-222912566	chr1:223172182-223175354	1
chr1:222909496-222912566	chr1:223188609-223192846	1
chr1:222909496-222912566	chr1:223192847-223196782	1
chr1:222909496-222912566	chr1:223208987-223213343	1
chr1:222909496-222912566	chr1:223250245-223252523	1
chr1:222909496-222912566	chr1:223255560-223256478	1
