A	B	nOverlap
regulation of neuron differentiation	cardiac muscle cell differentiation	2
regulation of neuron differentiation	positive regulation of p38MAPK cascade	2
regulation of neuron differentiation	striated muscle cell differentiation	2
regulation of neuron differentiation	epithelial tube morphogenesis	4
regulation of neuron differentiation	glandular epithelial cell differentiation	3
regulation of neuron differentiation	reproductive structure development	4
regulation of neuron differentiation	tissue morphogenesis	5
regulation of neuron differentiation	endocrine pancreas development	2
regulation of neuron differentiation	branching involved in prostate gland morphogenesis	2
regulation of neuron differentiation	cellular response to estrogen stimulus	2
regulation of neuron differentiation	regulation of digestive system process	2
regulation of neuron differentiation	reproductive system development	4
regulation of neuron differentiation	epithelial tube formation	3
regulation of neuron differentiation	positive regulation of stress-activated MAPK cascade	2
regulation of neuron differentiation	neuron fate commitment	3
regulation of neuron differentiation	behavior	4
regulation of neuron differentiation	regulation of ossification	2
regulation of neuron differentiation	regulation of biomineral tissue development	2
regulation of neuron differentiation	embryonic morphogenesis	7
regulation of neuron differentiation	positive regulation of stress-activated protein kinase signaling cascade	2
regulation of neuron differentiation	regulation of biomineralization	2
regulation of neuron differentiation	morphogenesis of embryonic epithelium	3
regulation of neuron differentiation	aortic valve morphogenesis	2
regulation of neuron differentiation	regulation of DNA binding	3
regulation of neuron differentiation	positive regulation of programmed cell death	3
regulation of neuron differentiation	muscle tissue development	5
regulation of neuron differentiation	sensory organ morphogenesis	3
regulation of neuron differentiation	skeletal system development	6
regulation of neuron differentiation	gland development	4
regulation of neuron differentiation	epithelial cell fate commitment	2
regulation of neuron differentiation	p38MAPK cascade	2
regulation of neuron differentiation	nephron epithelium development	2
regulation of neuron differentiation	muscle structure development	5
regulation of neuron differentiation	positive regulation of pathway-restricted SMAD protein phosphorylation	2
regulation of neuron differentiation	regulation of B cell differentiation	2
regulation of neuron differentiation	negative regulation of lymphocyte differentiation	3
regulation of neuron differentiation	biomineral tissue development	2
regulation of neuron differentiation	rhythmic process	2
regulation of neuron differentiation	pulmonary valve morphogenesis	2
regulation of neuron differentiation	metanephros development	3
regulation of neuron differentiation	heart development	5
regulation of neuron differentiation	positive regulation of apoptotic process	3
regulation of neuron differentiation	regulation of osteoblast differentiation	2
regulation of neuron differentiation	regulation of protein secretion	2
regulation of neuron differentiation	regulation of protein transport	3
regulation of neuron differentiation	nephron development	2
regulation of neuron differentiation	regulation of stress-activated MAPK cascade	3
regulation of neuron differentiation	neural tube development	3
regulation of neuron differentiation	trachea development	2
regulation of neuron differentiation	negative regulation of MAP kinase activity	2
regulation of neuron differentiation	tube formation	3
regulation of neuron differentiation	gliogenesis	2
regulation of neuron differentiation	regulation of stress-activated protein kinase signaling cascade	3
regulation of neuron differentiation	regulation of leukocyte differentiation	4
regulation of neuron differentiation	aortic valve development	2
regulation of neuron differentiation	circadian behavior	2
regulation of neuron differentiation	smooth muscle cell proliferation	2
regulation of neuron differentiation	heparin binding	2
regulation of neuron differentiation	growth factor activity	3
regulation of neuron differentiation	glycosaminoglycan binding	2
regulation of neuron differentiation	sulfur compound binding	2
regulation of neuron differentiation	E-box binding	2
regulation of neuron differentiation	cytokine activity	2
regulation of neuron differentiation	DNA-binding transcription repressor activity	2
urogenital system development	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	4
urogenital system development	bone morphogenesis	2
urogenital system development	primary neural tube formation	3
urogenital system development	kidney development	15
urogenital system development	digestive tract development	3
urogenital system development	axis specification	2
urogenital system development	embryonic organ development	5
urogenital system development	negative regulation of leukocyte differentiation	3
urogenital system development	renal system development	15
urogenital system development	negative regulation of hemopoiesis	3
urogenital system development	digestive tract morphogenesis	3
urogenital system development	male gonad development	2
urogenital system development	neural tube formation	3
urogenital system development	striated muscle tissue development	5
urogenital system development	development of primary male sexual characteristics	2
urogenital system development	negative regulation of myeloid leukocyte differentiation	2
urogenital system development	prostate gland development	5
urogenital system development	glandular epithelial cell development	2
urogenital system development	renal filtration cell differentiation	3
urogenital system development	podocyte differentiation	3
urogenital system development	glomerular epithelial cell differentiation	3
urogenital system development	positive regulation of epithelial cell migration	2
urogenital system development	positive regulation of proteolysis	2
urogenital system development	fat cell differentiation	2
urogenital system development	cardiac muscle tissue development	4
urogenital system development	regulation of epithelial cell migration	2
urogenital system development	regulation of smoothened signaling pathway	2
urogenital system development	regulation of cellular response to growth factor stimulus	3
urogenital system development	epithelial cell differentiation	7
urogenital system development	cellular response to radiation	2
urogenital system development	embryonic organ morphogenesis	4
urogenital system development	regulation of binding	2
urogenital system development	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	3
urogenital system development	response to nutrient	2
urogenital system development	glomerular epithelium development	3
urogenital system development	positive regulation of MAPK cascade	3
urogenital system development	positive regulation of ERK1 and ERK2 cascade	2
urogenital system development	dorsal/ventral pattern formation	3
urogenital system development	pattern specification process	6
urogenital system development	cellular response to abiotic stimulus	2
urogenital system development	cellular response to environmental stimulus	2
urogenital system development	negative regulation of myeloid cell differentiation	2
urogenital system development	regulation of p38MAPK cascade	2
urogenital system development	cell fate commitment	5
urogenital system development	regionalization	4
urogenital system development	male sex differentiation	2
urogenital system development	columnar/cuboidal epithelial cell differentiation	2
urogenital system development	response to estrogen	2
urogenital system development	embryonic epithelial tube formation	3
urogenital system development	BMP signaling pathway	4
urogenital system development	kidney epithelium development	8
urogenital system development	regulation of BMP signaling pathway	3
urogenital system development	epithelial cell differentiation involved in kidney development	4
urogenital system development	columnar/cuboidal epithelial cell development	2
urogenital system development	smoothened signaling pathway	2
urogenital system development	positive regulation of neuron differentiation	3
urogenital system development	response to vitamin	2
urogenital system development	negative regulation of reproductive process	2
urogenital system development	transmembrane receptor protein serine/threonine kinase signaling pathway	4
urogenital system development	muscle cell differentiation	2
urogenital system development	embryonic skeletal system morphogenesis	3
urogenital system development	prostate gland morphogenesis	3
urogenital system development	respiratory system development	4
urogenital system development	response to BMP	4
urogenital system development	cellular response to BMP stimulus	4
urogenital system development	regulation of epithelial to mesenchymal transition	2
urogenital system development	response to radiation	3
urogenital system development	anterior/posterior pattern specification	3
urogenital system development	negative regulation of immune system process	3
urogenital system development	cardiac muscle tissue growth	2
urogenital system development	muscle cell proliferation	3
urogenital system development	cardiac muscle cell differentiation	2
urogenital system development	peptidyl-tyrosine dephosphorylation	2
urogenital system development	epithelial tube branching involved in lung morphogenesis	2
urogenital system development	positive regulation of p38MAPK cascade	2
urogenital system development	striated muscle cell differentiation	2
urogenital system development	epithelial tube morphogenesis	7
urogenital system development	glandular epithelial cell differentiation	2
urogenital system development	negative regulation of locomotion	3
urogenital system development	myelination	2
urogenital system development	reproductive structure development	5
urogenital system development	negative regulation of cell motility	2
urogenital system development	tissue morphogenesis	9
urogenital system development	branching involved in prostate gland morphogenesis	2
urogenital system development	cellular response to estrogen stimulus	2
urogenital system development	epithelial cell migration	2
urogenital system development	reproductive system development	5
urogenital system development	epithelial tube formation	3
urogenital system development	ensheathment of neurons	2
urogenital system development	axon ensheathment	2
urogenital system development	positive regulation of stress-activated MAPK cascade	2
urogenital system development	neuron fate commitment	2
urogenital system development	epithelium migration	2
urogenital system development	regulation of ossification	2
urogenital system development	tissue migration	2
urogenital system development	embryonic morphogenesis	6
urogenital system development	positive regulation of stress-activated protein kinase signaling cascade	2
urogenital system development	nephron tubule epithelial cell differentiation	2
urogenital system development	morphogenesis of embryonic epithelium	3
urogenital system development	positive regulation of BMP signaling pathway	2
urogenital system development	positive regulation of programmed cell death	3
urogenital system development	muscle tissue development	5
urogenital system development	sensory organ morphogenesis	3
urogenital system development	cell differentiation involved in kidney development	4
urogenital system development	skeletal system development	7
urogenital system development	gland development	7
urogenital system development	response to tumor necrosis factor	2
urogenital system development	heart growth	2
urogenital system development	p38MAPK cascade	2
urogenital system development	nephron epithelium development	6
urogenital system development	muscle structure development	2
urogenital system development	positive regulation of pathway-restricted SMAD protein phosphorylation	2
urogenital system development	negative regulation of lymphocyte differentiation	2
urogenital system development	metanephros development	5
urogenital system development	heart development	8
urogenital system development	ameboidal-type cell migration	4
urogenital system development	positive regulation of apoptotic process	3
urogenital system development	regulation of osteoblast differentiation	4
urogenital system development	regulation of protein transport	2
urogenital system development	nephron development	7
urogenital system development	regulation of stress-activated MAPK cascade	3
urogenital system development	neural tube development	3
urogenital system development	glomerulus development	4
urogenital system development	regulation of peptidyl-tyrosine phosphorylation	2
urogenital system development	trachea development	2
urogenital system development	negative regulation of MAP kinase activity	2
urogenital system development	tube formation	3
urogenital system development	regulation of stress-activated protein kinase signaling cascade	3
urogenital system development	regulation of leukocyte differentiation	3
urogenital system development	eye morphogenesis	2
urogenital system development	integral component of postsynaptic density membrane	2
urogenital system development	integral component of postsynaptic specialization membrane	2
urogenital system development	intrinsic component of postsynaptic specialization membrane	2
urogenital system development	intrinsic component of postsynaptic density membrane	2
urogenital system development	postsynaptic density membrane	2
urogenital system development	postsynaptic specialization membrane	2
urogenital system development	integral component of synaptic membrane	2
urogenital system development	intrinsic component of synaptic membrane	2
urogenital system development	GABA-ergic synapse	2
urogenital system development	heparin binding	2
urogenital system development	endopeptidase activity	2
urogenital system development	growth factor activity	2
urogenital system development	glycosaminoglycan binding	2
urogenital system development	cysteine-type endopeptidase activity	2
urogenital system development	sulfur compound binding	2
urogenital system development	Wnt-protein binding	2
urogenital system development	phosphoric ester hydrolase activity	2
urogenital system development	cytokine activity	2
urogenital system development	phosphatase activity	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of JUN kinase activity	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	bone morphogenesis	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	primary neural tube formation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	kidney development	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	digestive tract development	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	axis specification	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	embryonic organ development	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of leukocyte differentiation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	cranial skeletal system development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	renal system development	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of hemopoiesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	digestive tract morphogenesis	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	Schwann cell differentiation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of fibroblast proliferation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	male gonad development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	neural tube formation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	striated muscle tissue development	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	response to hypoxia	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	development of primary male sexual characteristics	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	prostate gland development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of muscle cell apoptotic process	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	glandular epithelial cell development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of epithelial cell migration	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	response to oxygen levels	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	fat cell differentiation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	cardiac muscle tissue development	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	bone remodeling	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of epithelial cell migration	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	enteroendocrine cell differentiation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	response to decreased oxygen levels	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	muscle cell apoptotic process	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of cellular response to growth factor stimulus	12
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	epithelial cell differentiation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	embryonic organ morphogenesis	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	8
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of transmembrane transport	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of binding	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	7
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	response to nutrient	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	roof of mouth development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of MAPK cascade	6
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of ERK1 and ERK2 cascade	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	dorsal/ventral pattern formation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	pattern specification process	5
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of muscle cell apoptotic process	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	lung alveolus development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of transforming growth factor beta receptor signaling pathway	8
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	type B pancreatic cell development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of striated muscle cell apoptotic process	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of p38MAPK cascade	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	cell fate commitment	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of transforming growth factor beta receptor signaling pathway	6
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regionalization	5
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	male sex differentiation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	columnar/cuboidal epithelial cell differentiation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	response to estrogen	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	embryonic epithelial tube formation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	BMP signaling pathway	8
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	kidney epithelium development	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of cellular response to transforming growth factor beta stimulus	8
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of BMP signaling pathway	6
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	blood vessel endothelial cell migration	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	response to xenobiotic stimulus	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	columnar/cuboidal epithelial cell development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of striated muscle cell apoptotic process	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of MAP kinase activity	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of neuron differentiation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	response to vitamin	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	transmembrane receptor protein serine/threonine kinase signaling pathway	14
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	muscle cell differentiation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	body morphogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	striated muscle cell apoptotic process	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	fibroblast migration	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	biomineralization	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	embryonic skeletal system morphogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	prostate gland morphogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	respiratory system development	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	response to BMP	8
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	cellular response to BMP stimulus	8
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	anterior/posterior axis specification	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of ossification	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of epithelial to mesenchymal transition	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	anterior/posterior pattern specification	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of immune system process	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	somatic stem cell population maintenance	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	cardiac muscle tissue growth	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	muscle cell proliferation	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	cardiac muscle cell differentiation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	face morphogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of p38MAPK cascade	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	striated muscle cell differentiation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	epithelial tube morphogenesis	5
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	glandular epithelial cell differentiation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of locomotion	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	myelination	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	reproductive structure development	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of cell motility	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	tissue morphogenesis	6
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	endocrine pancreas development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	branching involved in prostate gland morphogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of cardiocyte differentiation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	epithelial cell migration	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	type B pancreatic cell differentiation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	reproductive system development	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	epithelial tube formation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	ensheathment of neurons	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	axon ensheathment	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of stress-activated MAPK cascade	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	epithelium migration	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of epithelial to mesenchymal transition	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of ossification	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	tissue migration	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of biomineral tissue development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	embryonic morphogenesis	6
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of stress-activated protein kinase signaling cascade	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of biomineralization	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	morphogenesis of embryonic epithelium	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	face development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	aortic valve morphogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of BMP signaling pathway	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of programmed cell death	5
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	muscle tissue development	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	response to mechanical stimulus	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	sensory organ morphogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	skeletal system development	5
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	gland development	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	myeloid leukocyte activation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	response to tumor necrosis factor	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	heart growth	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	transforming growth factor beta receptor signaling pathway	8
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of cell migration	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	p38MAPK cascade	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	nephron epithelium development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	muscle structure development	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of pathway-restricted SMAD protein phosphorylation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	head morphogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of fibroblast proliferation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of lymphocyte differentiation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	biomineral tissue development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	metanephros development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	heart development	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	ameboidal-type cell migration	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of apoptotic process	5
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of osteoblast differentiation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	sprouting angiogenesis	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of osteoblast differentiation	5
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of protein secretion	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of protein transport	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	nephron development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of stress-activated MAPK cascade	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of protein binding	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	neural tube development	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of bone mineralization	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of bone mineralization	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of cellular response to growth factor stimulus	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of cell-matrix adhesion	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of collagen metabolic process	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of collagen biosynthetic process	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of MAP kinase activity	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	activation of protein kinase activity	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	tube formation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	gliogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of stress-activated protein kinase signaling cascade	4
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of leukocyte differentiation	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	aortic valve development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of JNK cascade	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	eye morphogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	smooth muscle cell proliferation	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	heparin binding	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	growth factor activity	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	glycosaminoglycan binding	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	sulfur compound binding	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	cytokine receptor binding	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	cytokine activity	3
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	transforming growth factor beta binding	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	transforming growth factor beta receptor binding	2
nucleoside monophosphate catabolic process	purine ribonucleoside metabolic process	2
nucleoside monophosphate catabolic process	2'-deoxyribonucleotide metabolic process	3
nucleoside monophosphate catabolic process	deoxyribonucleotide metabolic process	3
nucleoside monophosphate catabolic process	deoxyribose phosphate metabolic process	3
nucleoside monophosphate catabolic process	purine nucleoside metabolic process	2
nucleoside monophosphate catabolic process	glycosyl compound metabolic process	2
nucleoside monophosphate catabolic process	nucleoside metabolic process	2
nucleoside monophosphate catabolic process	purine nucleotide catabolic process	2
nucleoside monophosphate catabolic process	purine ribonucleotide catabolic process	2
nucleoside monophosphate catabolic process	purine-containing compound catabolic process	2
nucleoside monophosphate catabolic process	nucleotide catabolic process	3
nucleoside monophosphate catabolic process	nucleoside monophosphate metabolic process	3
nucleoside monophosphate catabolic process	ribonucleotide catabolic process	2
nucleoside monophosphate catabolic process	nucleoside phosphate catabolic process	3
nucleoside monophosphate catabolic process	ribonucleoside monophosphate catabolic process	2
nucleoside monophosphate catabolic process	ribonucleoside monophosphate metabolic process	2
nucleoside monophosphate catabolic process	organophosphate catabolic process	3
nucleoside monophosphate catabolic process	phosphoric ester hydrolase activity	2
nucleoside monophosphate catabolic process	phosphatase activity	2
glycolipid catabolic process	ceramide catabolic process	3
glycolipid catabolic process	lytic vacuole	3
glycolipid catabolic process	lysosome	3
purine-containing compound salvage	purine ribonucleoside metabolic process	2
purine-containing compound salvage	2'-deoxyribonucleotide metabolic process	2
purine-containing compound salvage	deoxyribonucleotide metabolic process	2
purine-containing compound salvage	deoxyribose phosphate metabolic process	2
purine-containing compound salvage	purine nucleoside metabolic process	2
purine-containing compound salvage	glycosyl compound metabolic process	2
purine-containing compound salvage	nucleoside metabolic process	2
purine-containing compound salvage	nucleoside monophosphate metabolic process	2
purine-containing compound salvage	cellular metabolic compound salvage	3
purine-containing compound salvage	nucleoside biosynthetic process	2
purine-containing compound salvage	nucleobase-containing small molecule biosynthetic process	2
purine-containing compound salvage	glycosyl compound biosynthetic process	2
purine-containing compound salvage	ribonucleoside monophosphate metabolic process	2
purine-containing compound salvage	ribonucleoside monophosphate biosynthetic process	2
purine-containing compound salvage	nucleotide salvage	2
purine-containing compound salvage	small molecule biosynthetic process	2
anatomical structure regression	regulation of circadian rhythm	2
anatomical structure regression	detection of stimulus	2
anatomical structure regression	detection of external stimulus	2
anatomical structure regression	detection of abiotic stimulus	2
anatomical structure regression	cellular response to radiation	2
anatomical structure regression	cellular response to abiotic stimulus	2
anatomical structure regression	cellular response to environmental stimulus	2
anatomical structure regression	response to radiation	2
anatomical structure regression	cellular response to light stimulus	2
anatomical structure regression	rhythmic process	2
anatomical structure regression	visual perception	2
anatomical structure regression	sensory perception of light stimulus	2
anatomical structure regression	G protein-coupled photoreceptor activity	2
anatomical structure regression	photoreceptor activity	2
