	NodeIn	baitName	oeName	NodeOut	oeName_changed	edge
3963	chr10:64860352-64878773	RNU6-543P	.	chr10:64225990-64228221	chr10:64225990-64228221	chr10:64860352-64878773_chr10:64225990-64228221
3964	chr10:64860352-64878773	RNU6-543P	.	chr10:64228222-64228987	chr10:64228222-64228987	chr10:64860352-64878773_chr10:64228222-64228987
3965	chr10:64860352-64878773	RNU6-543P	.	chr10:64231752-64237925	chr10:64231752-64237925	chr10:64860352-64878773_chr10:64231752-64237925
3966	chr10:64860352-64878773	RNU6-543P	.	chr10:64237926-64239725	chr10:64237926-64239725	chr10:64860352-64878773_chr10:64237926-64239725
3967	chr10:64860352-64878773	RNU6-543P	.	chr10:64239726-64244733	chr10:64239726-64244733	chr10:64860352-64878773_chr10:64239726-64244733
3968	chr10:64860352-64878773	RNU6-543P	.	chr10:64244734-64246718	chr10:64244734-64246718	chr10:64860352-64878773_chr10:64244734-64246718
3969	chr10:64860352-64878773	RNU6-543P	.	chr10:64255223-64256755	chr10:64255223-64256755	chr10:64860352-64878773_chr10:64255223-64256755
3970	chr10:64860352-64878773	RNU6-543P	.	chr10:64289853-64291886	chr10:64289853-64291886	chr10:64860352-64878773_chr10:64289853-64291886
3971	chr10:64860352-64878773	RNU6-543P	.	chr10:64309802-64311831	chr10:64309802-64311831	chr10:64860352-64878773_chr10:64309802-64311831
3972	chr10:64860352-64878773	RNU6-543P	.	chr10:64322076-64325044	chr10:64322076-64325044	chr10:64860352-64878773_chr10:64322076-64325044
3973	chr10:64860352-64878773	RNU6-543P	.	chr10:64336036-64338196	chr10:64336036-64338196	chr10:64860352-64878773_chr10:64336036-64338196
3974	chr10:64860352-64878773	RNU6-543P	.	chr10:64338197-64339688	chr10:64338197-64339688	chr10:64860352-64878773_chr10:64338197-64339688
3975	chr10:64860352-64878773	RNU6-543P	.	chr10:64339689-64343478	chr10:64339689-64343478	chr10:64860352-64878773_chr10:64339689-64343478
3976	chr10:64860352-64878773	RNU6-543P	.	chr10:64343479-64344596	chr10:64343479-64344596	chr10:64860352-64878773_chr10:64343479-64344596
3977	chr10:64860352-64878773	RNU6-543P	.	chr10:64344597-64348702	chr10:64344597-64348702	chr10:64860352-64878773_chr10:64344597-64348702
3978	chr10:64860352-64878773	RNU6-543P	.	chr10:64348703-64352290	chr10:64348703-64352290	chr10:64860352-64878773_chr10:64348703-64352290
3979	chr10:64860352-64878773	RNU6-543P	.	chr10:64352291-64354335	chr10:64352291-64354335	chr10:64860352-64878773_chr10:64352291-64354335
3980	chr10:64860352-64878773	RNU6-543P	.	chr10:64354336-64360073	chr10:64354336-64360073	chr10:64860352-64878773_chr10:64354336-64360073
3981	chr10:64860352-64878773	RNU6-543P	.	chr10:64360074-64360257	chr10:64360074-64360257	chr10:64860352-64878773_chr10:64360074-64360257
3982	chr10:64860352-64878773	RNU6-543P	.	chr10:64360258-64361927	chr10:64360258-64361927	chr10:64860352-64878773_chr10:64360258-64361927
3983	chr10:64860352-64878773	RNU6-543P	.	chr10:64368561-64369020	chr10:64368561-64369020	chr10:64860352-64878773_chr10:64368561-64369020
3984	chr10:64860352-64878773	RNU6-543P	.	chr10:64369021-64373389	chr10:64369021-64373389	chr10:64860352-64878773_chr10:64369021-64373389
3985	chr10:64860352-64878773	RNU6-543P	.	chr10:64373390-64375302	chr10:64373390-64375302	chr10:64860352-64878773_chr10:64373390-64375302
3986	chr10:64860352-64878773	RNU6-543P	.	chr10:64375333-64375903	chr10:64375333-64375903	chr10:64860352-64878773_chr10:64375333-64375903
3987	chr10:64860352-64878773	RNU6-543P	.	chr10:64375952-64378733	chr10:64375952-64378733	chr10:64860352-64878773_chr10:64375952-64378733
3988	chr10:64860352-64878773	RNU6-543P	.	chr10:64378734-64379869	chr10:64378734-64379869	chr10:64860352-64878773_chr10:64378734-64379869
3989	chr10:64860352-64878773	RNU6-543P	.	chr10:64379940-64385227	chr10:64379940-64385227	chr10:64860352-64878773_chr10:64379940-64385227
3990	chr10:64860352-64878773	RNU6-543P	.	chr10:64580525-64581812	chr10:64580525-64581812	chr10:64860352-64878773_chr10:64580525-64581812
3991	chr10:64860352-64878773	RNU6-543P	.	chr10:65420277-65420472	chr10:65420277-65420472	chr10:64860352-64878773_chr10:65420277-65420472
3992	chr10:64860352-64878773	RNU6-543P	.	chr10:65471002-65471745	chr10:65471002-65471745	chr10:64860352-64878773_chr10:65471002-65471745
3993	chr10:64860352-64878773	RNU6-543P	.	chr10:65471746-65472948	chr10:65471746-65472948	chr10:64860352-64878773_chr10:65471746-65472948
3994	chr10:64860352-64878773	RNU6-543P	.	chr10:65475758-65476372	chr10:65475758-65476372	chr10:64860352-64878773_chr10:65475758-65476372
3995	chr10:64860352-64878773	RNU6-543P	.	chr10:65476373-65478825	chr10:65476373-65478825	chr10:64860352-64878773_chr10:65476373-65478825
3996	chr10:64860352-64878773	RNU6-543P	.	chr10:65478826-65479437	chr10:65478826-65479437	chr10:64860352-64878773_chr10:65478826-65479437
3997	chr10:64860352-64878773	RNU6-543P	.	chr10:65479438-65480778	chr10:65479438-65480778	chr10:64860352-64878773_chr10:65479438-65480778
3998	chr10:64860352-64878773	RNU6-543P	.	chr10:65480848-65482273	chr10:65480848-65482273	chr10:64860352-64878773_chr10:65480848-65482273
3999	chr10:64860352-64878773	RNU6-543P	.	chr10:65482274-65482597	chr10:65482274-65482597	chr10:64860352-64878773_chr10:65482274-65482597
4000	chr10:64860352-64878773	RNU6-543P	.	chr10:65501579-65503299	chr10:65501579-65503299	chr10:64860352-64878773_chr10:65501579-65503299
4001	chr10:64860352-64878773	RNU6-543P	.	chr10:65509486-65512076	chr10:65509486-65512076	chr10:64860352-64878773_chr10:65509486-65512076
4002	chr10:64860352-64878773	RNU6-543P	.	chr10:65514472-65515406	chr10:65514472-65515406	chr10:64860352-64878773_chr10:65514472-65515406
4003	chr10:64860352-64878773	RNU6-543P	.	chr10:65521484-65523472	chr10:65521484-65523472	chr10:64860352-64878773_chr10:65521484-65523472
4004	chr10:64860352-64878773	RNU6-543P	.	chr10:65523473-65525722	chr10:65523473-65525722	chr10:64860352-64878773_chr10:65523473-65525722
4005	chr10:64883281-64886962	RP11-144G16.1	RNU6-543P	chr10:64860352-64878773	RNU6-543P	chr10:64883281-64886962_chr10:64860352-64878773
4006	chr10:65132230-65134869	MIR1296	.	chr10:64959246-64965058	chr10:64959246-64965058	chr10:65132230-65134869_chr10:64959246-64965058
4007	chr10:65132230-65134869	MIR1296	.	chr10:64966815-64968542	chr10:64966815-64968542	chr10:65132230-65134869_chr10:64966815-64968542
4008	chr10:65132230-65134869	MIR1296	.	chr10:64970682-64973244	chr10:64970682-64973244	chr10:65132230-65134869_chr10:64970682-64973244
4009	chr10:65132230-65134869	MIR1296	JMJD1C-AS1;JMJD1C	chr10:65224180-65225972	JMJD1C-AS1;JMJD1C	chr10:65132230-65134869_chr10:65224180-65225972
4010	chr10:65132230-65134869	MIR1296	.	chr10:65276391-65277457	chr10:65276391-65277457	chr10:65132230-65134869_chr10:65276391-65277457
4011	chr10:65132230-65134869	MIR1296	REEP3	chr10:65278667-65282382	REEP3	chr10:65132230-65134869_chr10:65278667-65282382
4012	chr10:65132230-65134869	MIR1296	.	chr10:65368484-65369976	chr10:65368484-65369976	chr10:65132230-65134869_chr10:65368484-65369976
4013	chr10:65132230-65134869	MIR1296	.	chr10:65471746-65472948	chr10:65471746-65472948	chr10:65132230-65134869_chr10:65471746-65472948
4014	chr10:65132230-65134869	MIR1296	.	chr10:65476373-65478825	chr10:65476373-65478825	chr10:65132230-65134869_chr10:65476373-65478825
4015	chr10:65132230-65134869	MIR1296	.	chr10:65478826-65479437	chr10:65478826-65479437	chr10:65132230-65134869_chr10:65478826-65479437
4016	chr10:65132230-65134869	MIR1296	.	chr10:65479438-65480778	chr10:65479438-65480778	chr10:65132230-65134869_chr10:65479438-65480778
4017	chr10:65132230-65134869	MIR1296	.	chr10:65480848-65482273	chr10:65480848-65482273	chr10:65132230-65134869_chr10:65480848-65482273
4018	chr10:65132230-65134869	MIR1296	.	chr10:65482274-65482597	chr10:65482274-65482597	chr10:65132230-65134869_chr10:65482274-65482597
4019	chr10:65278667-65282382	REEP3	.	chr10:64925933-64927718	chr10:64925933-64927718	chr10:65278667-65282382_chr10:64925933-64927718
4020	chr10:65278667-65282382	REEP3	.	chr10:64996470-65001279	chr10:64996470-65001279	chr10:65278667-65282382_chr10:64996470-65001279
4021	chr10:65278667-65282382	REEP3	.	chr10:65125545-65126275	chr10:65125545-65126275	chr10:65278667-65282382_chr10:65125545-65126275
4022	chr10:65278667-65282382	REEP3	.	chr10:65370457-65377088	chr10:65370457-65377088	chr10:65278667-65282382_chr10:65370457-65377088
4023	chr10:70090012-70097497	HNRNPH3;PBLD	CCAR1;SNORD98	chr10:70513418-70516202	CCAR1;SNORD98	chr10:70090012-70097497_chr10:70513418-70516202
4024	chr10:70163740-70180697	DNA2;RUFY2	CCAR1;SNORD98	chr10:70513418-70516202	CCAR1;SNORD98	chr10:70163740-70180697_chr10:70513418-70516202
4025	chr10:70231684-70233905	DNA2	CCAR1;SNORD98	chr10:70513418-70516202	CCAR1;SNORD98	chr10:70231684-70233905_chr10:70513418-70516202
4026	chr10:70313283-70321644	TET1	CCAR1;SNORD98	chr10:70513418-70516202	CCAR1;SNORD98	chr10:70313283-70321644_chr10:70513418-70516202
4027	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:69655273-69658280	chr10:69655273-69658280	chr10:70513418-70516202_chr10:69655273-69658280
4028	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:69671271-69672389	chr10:69671271-69672389	chr10:70513418-70516202_chr10:69671271-69672389
4029	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:69683759-69693847	chr10:69683759-69693847	chr10:70513418-70516202_chr10:69683759-69693847
4030	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:69719557-69723738	chr10:69719557-69723738	chr10:70513418-70516202_chr10:69719557-69723738
4031	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:69724864-69729984	chr10:69724864-69729984	chr10:70513418-70516202_chr10:69724864-69729984
4032	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:69752386-69752699	chr10:69752386-69752699	chr10:70513418-70516202_chr10:69752386-69752699
4033	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:69792766-69794858	chr10:69792766-69794858	chr10:70513418-70516202_chr10:69792766-69794858
4034	chr10:70513418-70516202	CCAR1;SNORD98	HNRNPH3;PBLD	chr10:70090012-70097497	HNRNPH3;PBLD	chr10:70513418-70516202_chr10:70090012-70097497
4035	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70097498-70101274	chr10:70097498-70101274	chr10:70513418-70516202_chr10:70097498-70101274
4036	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70101275-70105154	chr10:70101275-70105154	chr10:70513418-70516202_chr10:70101275-70105154
4037	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70105155-70112324	chr10:70105155-70112324	chr10:70513418-70516202_chr10:70105155-70112324
4038	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70112325-70123352	chr10:70112325-70123352	chr10:70513418-70516202_chr10:70112325-70123352
4039	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70130301-70137756	chr10:70130301-70137756	chr10:70513418-70516202_chr10:70130301-70137756
4040	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70137757-70140844	chr10:70137757-70140844	chr10:70513418-70516202_chr10:70137757-70140844
4041	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70140845-70143406	chr10:70140845-70143406	chr10:70513418-70516202_chr10:70140845-70143406
4042	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70143407-70149869	chr10:70143407-70149869	chr10:70513418-70516202_chr10:70143407-70149869
4043	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70149870-70153547	chr10:70149870-70153547	chr10:70513418-70516202_chr10:70149870-70153547
4044	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70153683-70156332	chr10:70153683-70156332	chr10:70513418-70516202_chr10:70153683-70156332
4045	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70156333-70163739	chr10:70156333-70163739	chr10:70513418-70516202_chr10:70156333-70163739
4046	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70180698-70182338	chr10:70180698-70182338	chr10:70513418-70516202_chr10:70180698-70182338
4047	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70189403-70192805	chr10:70189403-70192805	chr10:70513418-70516202_chr10:70189403-70192805
4048	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70192806-70198343	chr10:70192806-70198343	chr10:70513418-70516202_chr10:70192806-70198343
4049	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70210958-70214222	chr10:70210958-70214222	chr10:70513418-70516202_chr10:70210958-70214222
4050	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70214223-70216149	chr10:70214223-70216149	chr10:70513418-70516202_chr10:70214223-70216149
4051	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70216150-70217159	chr10:70216150-70217159	chr10:70513418-70516202_chr10:70216150-70217159
4052	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70217160-70219392	chr10:70217160-70219392	chr10:70513418-70516202_chr10:70217160-70219392
4053	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70219393-70230032	chr10:70219393-70230032	chr10:70513418-70516202_chr10:70219393-70230032
4054	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70230033-70231683	chr10:70230033-70231683	chr10:70513418-70516202_chr10:70230033-70231683
4055	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70233906-70244043	chr10:70233906-70244043	chr10:70513418-70516202_chr10:70233906-70244043
4056	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70244044-70251530	chr10:70244044-70251530	chr10:70513418-70516202_chr10:70244044-70251530
4057	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70258016-70259030	chr10:70258016-70259030	chr10:70513418-70516202_chr10:70258016-70259030
4058	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70259031-70259741	chr10:70259031-70259741	chr10:70513418-70516202_chr10:70259031-70259741
4059	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70259883-70263074	chr10:70259883-70263074	chr10:70513418-70516202_chr10:70259883-70263074
4060	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70263075-70268154	chr10:70263075-70268154	chr10:70513418-70516202_chr10:70263075-70268154
4061	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70302438-70303637	chr10:70302438-70303637	chr10:70513418-70516202_chr10:70302438-70303637
4062	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70649856-70652680	chr10:70649856-70652680	chr10:70513418-70516202_chr10:70649856-70652680
4063	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70652681-70653689	chr10:70652681-70653689	chr10:70513418-70516202_chr10:70652681-70653689
4064	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70666771-70669039	chr10:70666771-70669039	chr10:70513418-70516202_chr10:70666771-70669039
4065	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70669195-70670126	chr10:70669195-70670126	chr10:70513418-70516202_chr10:70669195-70670126
4066	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70670127-70671023	chr10:70670127-70671023	chr10:70513418-70516202_chr10:70670127-70671023
4067	chr10:70513418-70516202	CCAR1;SNORD98	RNU6-571P	chr10:70671024-70672286	RNU6-571P	chr10:70513418-70516202_chr10:70671024-70672286
4068	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70672287-70673737	chr10:70672287-70673737	chr10:70513418-70516202_chr10:70672287-70673737
4069	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70675103-70675820	chr10:70675103-70675820	chr10:70513418-70516202_chr10:70675103-70675820
4070	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70676141-70683655	chr10:70676141-70683655	chr10:70513418-70516202_chr10:70676141-70683655
4071	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70687604-70688831	chr10:70687604-70688831	chr10:70513418-70516202_chr10:70687604-70688831
4072	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70688832-70692848	chr10:70688832-70692848	chr10:70513418-70516202_chr10:70688832-70692848
4073	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70693768-70696815	chr10:70693768-70696815	chr10:70513418-70516202_chr10:70693768-70696815
4074	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70696816-70698776	chr10:70696816-70698776	chr10:70513418-70516202_chr10:70696816-70698776
4075	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70698777-70699802	chr10:70698777-70699802	chr10:70513418-70516202_chr10:70698777-70699802
4076	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70699803-70700974	chr10:70699803-70700974	chr10:70513418-70516202_chr10:70699803-70700974
4077	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70700975-70707645	chr10:70700975-70707645	chr10:70513418-70516202_chr10:70700975-70707645
4078	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70707646-70709171	chr10:70707646-70709171	chr10:70513418-70516202_chr10:70707646-70709171
4079	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70709172-70712974	chr10:70709172-70712974	chr10:70513418-70516202_chr10:70709172-70712974
4080	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70712975-70715371	chr10:70712975-70715371	chr10:70513418-70516202_chr10:70712975-70715371
4081	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70719387-70720598	chr10:70719387-70720598	chr10:70513418-70516202_chr10:70719387-70720598
4082	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70729485-70729917	chr10:70729485-70729917	chr10:70513418-70516202_chr10:70729485-70729917
4083	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70729918-70732994	chr10:70729918-70732994	chr10:70513418-70516202_chr10:70729918-70732994
4084	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70733133-70733537	chr10:70733133-70733537	chr10:70513418-70516202_chr10:70733133-70733537
4085	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70733538-70734475	chr10:70733538-70734475	chr10:70513418-70516202_chr10:70733538-70734475
4086	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70734476-70737516	chr10:70734476-70737516	chr10:70513418-70516202_chr10:70734476-70737516
4087	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70737517-70739208	chr10:70737517-70739208	chr10:70513418-70516202_chr10:70737517-70739208
4088	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70739209-70742710	chr10:70739209-70742710	chr10:70513418-70516202_chr10:70739209-70742710
4089	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70742711-70747351	chr10:70742711-70747351	chr10:70513418-70516202_chr10:70742711-70747351
4090	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70902557-70902847	chr10:70902557-70902847	chr10:70513418-70516202_chr10:70902557-70902847
4091	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70919391-70919855	chr10:70919391-70919855	chr10:70513418-70516202_chr10:70919391-70919855
4092	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:70929732-70933019	chr10:70929732-70933019	chr10:70513418-70516202_chr10:70929732-70933019
4093	chr10:70513418-70516202	CCAR1;SNORD98	.	chr10:74895544-74896281	chr10:74895544-74896281	chr10:70513418-70516202_chr10:74895544-74896281
4094	chr10:70654869-70666770	DDX50	CCAR1;SNORD98	chr10:70513418-70516202	CCAR1;SNORD98	chr10:70654869-70666770_chr10:70513418-70516202
4095	chr10:70671024-70672286	RNU6-571P	CCAR1;SNORD98	chr10:70513418-70516202	CCAR1;SNORD98	chr10:70671024-70672286_chr10:70513418-70516202
4096	chr10:70715372-70719386	DDX21	CCAR1;SNORD98	chr10:70513418-70516202	CCAR1;SNORD98	chr10:70715372-70719386_chr10:70513418-70516202
4097	chr10:72644022-72658871	PCBD1	.	chr10:72325625-72333701	chr10:72325625-72333701	chr10:72644022-72658871_chr10:72325625-72333701
4098	chr10:72644022-72658871	PCBD1	.	chr10:73033369-73038958	chr10:73033369-73038958	chr10:72644022-72658871_chr10:73033369-73038958
4099	chr10:72644022-72658871	PCBD1	.	chr10:73038959-73044319	chr10:73038959-73044319	chr10:72644022-72658871_chr10:73038959-73044319
4100	chr10:72644022-72658871	PCBD1	.	chr10:73051813-73059552	chr10:73051813-73059552	chr10:72644022-72658871_chr10:73051813-73059552
4101	chr10:73076014-73083832	SLC29A3	C10orf105	chr10:73490600-73497897	C10orf105	chr10:73076014-73083832_chr10:73490600-73497897
4102	chr10:73083833-73089058	snoU13	C10orf105	chr10:73490600-73497897	C10orf105	chr10:73083833-73089058_chr10:73490600-73497897
4103	chr10:73490600-73497897	C10orf105	.	chr10:73051813-73059552	chr10:73051813-73059552	chr10:73490600-73497897_chr10:73051813-73059552
4104	chr10:73490600-73497897	C10orf105	.	chr10:73067490-73068900	chr10:73067490-73068900	chr10:73490600-73497897_chr10:73067490-73068900
4105	chr10:73490600-73497897	C10orf105	.	chr10:73068901-73076013	chr10:73068901-73076013	chr10:73490600-73497897_chr10:73068901-73076013
4106	chr10:73490600-73497897	C10orf105	SLC29A3	chr10:73076014-73083832	SLC29A3	chr10:73490600-73497897_chr10:73076014-73083832
4107	chr10:73490600-73497897	C10orf105	snoU13	chr10:73083833-73089058	snoU13	chr10:73490600-73497897_chr10:73083833-73089058
4108	chr10:73490600-73497897	C10orf105	.	chr10:73090593-73095412	chr10:73090593-73095412	chr10:73490600-73497897_chr10:73090593-73095412
4109	chr10:73490600-73497897	C10orf105	.	chr10:73107366-73110228	chr10:73107366-73110228	chr10:73490600-73497897_chr10:73107366-73110228
4110	chr10:73490600-73497897	C10orf105	.	chr10:73110229-73111861	chr10:73110229-73111861	chr10:73490600-73497897_chr10:73110229-73111861
4111	chr10:73490600-73497897	C10orf105	.	chr10:73117182-73117845	chr10:73117182-73117845	chr10:73490600-73497897_chr10:73117182-73117845
4112	chr10:73490600-73497897	C10orf105	.	chr10:73118973-73119699	chr10:73118973-73119699	chr10:73490600-73497897_chr10:73118973-73119699
4113	chr10:73490600-73497897	C10orf105	.	chr10:73119700-73121336	chr10:73119700-73121336	chr10:73490600-73497897_chr10:73119700-73121336
4114	chr10:73490600-73497897	C10orf105	.	chr10:73121337-73124027	chr10:73121337-73124027	chr10:73490600-73497897_chr10:73121337-73124027
4115	chr10:73490600-73497897	C10orf105	.	chr10:73124028-73136348	chr10:73124028-73136348	chr10:73490600-73497897_chr10:73124028-73136348
4116	chr10:73490600-73497897	C10orf105	.	chr10:73136424-73137837	chr10:73136424-73137837	chr10:73490600-73497897_chr10:73136424-73137837
4117	chr10:73490600-73497897	C10orf105	.	chr10:73137838-73138073	chr10:73137838-73138073	chr10:73490600-73497897_chr10:73137838-73138073
4118	chr10:73490600-73497897	C10orf105	.	chr10:73138074-73142508	chr10:73138074-73142508	chr10:73490600-73497897_chr10:73138074-73142508
4119	chr10:73490600-73497897	C10orf105	.	chr10:73147340-73148345	chr10:73147340-73148345	chr10:73490600-73497897_chr10:73147340-73148345
4120	chr10:73490600-73497897	C10orf105	.	chr10:73148346-73149740	chr10:73148346-73149740	chr10:73490600-73497897_chr10:73148346-73149740
4121	chr10:73490600-73497897	C10orf105	.	chr10:73149741-73150245	chr10:73149741-73150245	chr10:73490600-73497897_chr10:73149741-73150245
4122	chr10:73490600-73497897	C10orf105	.	chr10:73654560-73656364	chr10:73654560-73656364	chr10:73490600-73497897_chr10:73654560-73656364
4123	chr10:73490600-73497897	C10orf105	.	chr10:73656365-73657966	chr10:73656365-73657966	chr10:73490600-73497897_chr10:73656365-73657966
4124	chr10:74109582-74132307	DNAJB12	OIT3	chr10:74652614-74661215	OIT3	chr10:74109582-74132307_chr10:74652614-74661215
4125	chr10:74148551-74153256	RNU6-805P	OIT3	chr10:74652614-74661215	OIT3	chr10:74148551-74153256_chr10:74652614-74661215
4126	chr10:74261047-74265983	RP11-167P22.3	.	chr10:74448828-74451555	chr10:74448828-74451555	chr10:74261047-74265983_chr10:74448828-74451555
4127	chr10:74261047-74265983	RP11-167P22.3	.	chr10:74453468-74456624	chr10:74453468-74456624	chr10:74261047-74265983_chr10:74453468-74456624
4128	chr10:74261047-74265983	RP11-167P22.3	.	chr10:74589638-74597165	chr10:74589638-74597165	chr10:74261047-74265983_chr10:74589638-74597165
4129	chr10:74261047-74265983	RP11-167P22.3	.	chr10:74690541-74694972	chr10:74690541-74694972	chr10:74261047-74265983_chr10:74690541-74694972
4130	chr10:74652614-74661215	OIT3	DNAJB12	chr10:74109582-74132307	DNAJB12	chr10:74652614-74661215_chr10:74109582-74132307
4131	chr10:74652614-74661215	OIT3	.	chr10:74132703-74139225	chr10:74132703-74139225	chr10:74652614-74661215_chr10:74132703-74139225
4132	chr10:74652614-74661215	OIT3	.	chr10:74139226-74147405	chr10:74139226-74147405	chr10:74652614-74661215_chr10:74139226-74147405
4133	chr10:74652614-74661215	OIT3	.	chr10:74147406-74148550	chr10:74147406-74148550	chr10:74652614-74661215_chr10:74147406-74148550
4134	chr10:74652614-74661215	OIT3	RNU6-805P	chr10:74148551-74153256	RNU6-805P	chr10:74652614-74661215_chr10:74148551-74153256
4135	chr10:74652614-74661215	OIT3	.	chr10:74175619-74176446	chr10:74175619-74176446	chr10:74652614-74661215_chr10:74175619-74176446
4136	chr10:74652614-74661215	OIT3	.	chr10:74189790-74190643	chr10:74189790-74190643	chr10:74652614-74661215_chr10:74189790-74190643
4137	chr10:74652614-74661215	OIT3	.	chr10:74208414-74208678	chr10:74208414-74208678	chr10:74652614-74661215_chr10:74208414-74208678
4138	chr10:74652614-74661215	OIT3	.	chr10:74238060-74240962	chr10:74238060-74240962	chr10:74652614-74661215_chr10:74238060-74240962
4139	chr10:75006078-75011525	DNAJC9-AS1;DNAJC9	MYOZ1;RP11-464F9.22	chr10:75385941-75405997	MYOZ1;RP11-464F9.22	chr10:75006078-75011525_chr10:75385941-75405997
4140	chr10:75011526-75013357	MRPS16;RP11-152N13.5	MYOZ1;RP11-464F9.22	chr10:75385941-75405997	MYOZ1;RP11-464F9.22	chr10:75011526-75013357_chr10:75385941-75405997
4141	chr10:75038794-75043777	RNU6-833P	OIT3	chr10:74652614-74661215	OIT3	chr10:75038794-75043777_chr10:74652614-74661215
4142	chr10:75038794-75043777	RNU6-833P	MYOZ1;RP11-464F9.22	chr10:75385941-75405997	MYOZ1;RP11-464F9.22	chr10:75038794-75043777_chr10:75385941-75405997
4143	chr10:75038794-75043777	RNU6-833P	SYNPO2L	chr10:75414648-75423117	SYNPO2L	chr10:75038794-75043777_chr10:75414648-75423117
4144	chr10:75038794-75043777	RNU6-833P	C10orf55	chr10:75681137-75684287	C10orf55	chr10:75038794-75043777_chr10:75681137-75684287
4145	chr10:75169934-75174669	ANXA7	SYNPO2L	chr10:75414648-75423117	SYNPO2L	chr10:75169934-75174669_chr10:75414648-75423117
4146	chr10:75283271-75291396	RNU6-883P;USP54	MYOZ1;RP11-464F9.22	chr10:75385941-75405997	MYOZ1;RP11-464F9.22	chr10:75283271-75291396_chr10:75385941-75405997
4147	chr10:75283271-75291396	RNU6-883P;USP54	SYNPO2L	chr10:75414648-75423117	SYNPO2L	chr10:75283271-75291396_chr10:75414648-75423117
4148	chr10:75385941-75405997	MYOZ1;RP11-464F9.22	.	chr10:75005911-75006077	chr10:75005911-75006077	chr10:75385941-75405997_chr10:75005911-75006077
