Gene1	Gene2	Annotation	Direction	Score	weight	Scaled_weight
ALYREF	POLDIP3	complex; input	-	1	4273.67417464058	0.867574015900534
HNRNPH1	YBX1	complex; input	-	1	4273.5068211981	0.867569952121385
HNRNPH2	HSPA8	complex; input	-	1	4272.60132144813	0.867547961459544
POLR2E	PTBP1	activate; complex; inhibit; input	-	1	4272.48403141667	0.867545112652426
COPS2	PSMD7	predicted	-	1	4272.32167405	0.867541169095133
PSMD13	PSMD3	complex; predicted	-	1	4272.26012368906	0.867539674036792
COPS6	PSMC1	predicted	-	0.66	4272.24763602332	0.867539370708747
RPA1	TUBB4B	predicted	-	0.73	4272.02378701975	0.867533933218668
EFTUD2	ISY1	complex; input	-	1	4271.83889876099	0.86752944190465
HNRNPR	PUF60	complex; input	-	1	4271.69490843152	0.86752594395035
COPS5	KPNB1	predicted	-	0.58	4271.53268400245	0.867522002894166
CSE1L	KPNA1	PPrel: activation; predicted	->	1	4271.09220863799	0.867511301296111
EIF4G1	RPLP0	complex; input	-	1	4271.04253655158	0.867510094415438
EIF3F	PSMA5	predicted	-	0.66	4271.01623367115	0.867509455329733
PCBP1	SRRM2	complex; input	-	1	4270.93695340778	0.86750752901944
PABPN1	SRSF2	complex; input	-	1	4270.62540856114	0.867499958919658
PSMC5	PSMD13	complex; predicted	-	1	4270.59936641588	0.867499326107296
IGBP1	MTOR	PPrel: activated by	<-	1	4270.29678981943	0.867491973349844
RPL27A	RPS19	catalyze; catalyzed by; complex; input	<->	1	4270.28986082475	0.867491804965824
RPL10	RPL29	catalyze; catalyzed by; complex; input	<->	1	4269.89274828541	0.867482154133015
RPS17	RPS3	catalyze; catalyzed by; complex; input	<->	1	4269.53114553467	0.867473365496532
EEF1A1	RPL28	catalyzed by; complex; input	<-	1	4269.4465952911	0.867471310423171
BUB3	STAG1	complex; input	-	1	4269.27019092488	0.867467022617748
PSMB1	PSMC2	complex	-	1	4268.67918878494	0.867452656023492
NUMA1	TUBB4B	complex; input	-	1	4268.66202361211	0.867452238727811
KPNA3	NUP93	catalyzed by	<-	1	4268.26645170811	0.867442621671849
RANBP2	SRSF4	activate; input	->	1	4268.12430918922	0.867439165716934
HNRNPM	SF3A3	complex; input	-	1	4267.01879033449	0.867412282966673
CSTF2	HNRNPA3	complex; input	-	1	4266.65743371318	0.867403494396922
RPL28	RPS23	catalyze; catalyzed by; complex; input	<->	1	4266.06731737523	0.867389140551961
COPS3	UBQLN1	predicted	-	0.56	4265.91336014947	0.867385395407611
HNRNPM	SNW1	complex; input	-	1	4265.72585328418	0.867380833956339
NDUFS4	PRKACB	PPrel: inhibited by	|-	1	4265.59426275419	0.867377632653601
EFTUD2	SMU1	predicted	-	0.64	4265.48018496588	0.867374857316709
EIF3I	RPS13	complex; input	-	1	4264.22407606892	0.867344293212683
NUDT21	U2SURP	complex; input	-	1	4263.72306937972	0.867332100021795
PUF60	SRRM1	complex; input	-	1	4262.30361383366	0.867297546409137
RAD23B	STUB1	predicted	-	0.64	4262.18120508643	0.867294566090767
DCP1A	RPS18	input	-	1	4261.93923577708	0.867288674547715
RPL32	RPS18	catalyze; catalyzed by; complex; input	<->	1	4261.77878487397	0.86728476765541
HNRNPK	SET	predicted	-	0.65	4261.51510214567	0.867278346804758
GPKOW	SF3B5	complex; input	-	1	4260.88289140267	0.867262950432308
PSMC1	ZPR1	predicted	-	0.66	4260.6577818083	0.867257467735473
DDX5	SNRPB2	complex; input	-	1	4260.64998418556	0.867257277813892
CPSF2	NUP107	activated by	<-	1	4260.23124698979	0.86724707839622
CSTF3	POLR2C	complex; input	-	1	4259.35834243495	0.867225813344908
BUB3	PSMA3	catalyzed by	<-	1	4258.64633638364	0.867208464755867
HNRNPU	WDR33	complex; input	-	1	4258.610373409	0.867207588412674
PRRC2C	XPO1	predicted	-	0.59	4258.32159001277	0.867200551091212
STX4	VPS18	predicted	-	0.99	4258.26821823676	0.867199250429751
COPG2	SEC22B	complex; input	-	1	4258.02488762691	0.867193320295948
RPL26	TPT1	predicted	-	0.59	4258.02100063211	0.86719322556447
MAD1L1	RCC2	complex; input	-	1	4257.79556574598	0.867187731254284
PCBP1	SRSF9	complex; input	-	1	4257.55736163893	0.867181925415919
RELA	UBB	complex; input	-	1	4257.13067350404	0.86717152477329
NUP107	PDS5A	complex; input	-	1	4257.08397166803	0.867170386339683
CKAP5	RANGAP1	complex; input	-	1	4256.33349978417	0.867152090647494
HNRNPR	SNRPA1	complex; input	-	1	4256.3323402582	0.86715206237701
HNRNPA2B1	PQBP1	complex; input	-	1	4255.76099849766	0.867138131516612
EIF3B	EIF3F	complex	-	1	4255.57269806942	0.867133539832129
SRSF2	SRSF6	complex; input	-	1	4255.06780200717	0.867121226996373
CHERP	DDX5	complex; input	-	1	4254.97372642919	0.867118932625801
NCBP2	PTBP1	activate; complex; inhibite; input	-	1	4254.86388426046	0.867116253666139
SRSF2	SYMPK	complex; input	-	1	4254.67661085597	0.867111686063192
NSF	VTI1A	complex; input	-	1	4254.48164747709	0.867106930687976
HNRNPK	SRSF4	complex; input	-	1	4254.27769043543	0.867101955714016
PSMB1	SRSF2	predicted	-	0.58	4253.93285437162	0.86709354383924
RPL23A	RPS27	catalyze; catalyzed by; complex; input	<->	1	4253.87519607496	0.867092137265603
RPL35A	RPS8	catalyze; catalyzed by; complex; input	<->	1	4253.75411087243	0.867089183331097
DNAJA2	XPO1	predicted	-	0.73	4253.61696175892	0.867085837407832
DDOST	RPL26	complex; input	-	1	4253.50781463067	0.867083174550745
POLR2H	RBM8A	complex; input	-	1	4253.37613780106	0.867079961946706
PRPF6	USP39	complex	-	1	4253.34157418718	0.867079118659577
CSTF2	YBX1	complex; input	-	1	4253.08411460271	0.867072836914621
ATF1	UBE2I	expression regulates	->	1	4252.43215935254	0.86705692818664
EIF4G1	RPS20	complex; input	-	1	4252.22542039724	0.867051882923374
SCFD1	SNAP29	predicted	-	0.56	4251.25126224264	0.867028106238872
RPS5	SRP19	complex; input	-	1	4251.12723465556	0.867025078654824
POLR2B	PRPF3	complex; input	-	1	4250.92603504514	0.867020167069852
RPL11	RPL21	catalyze; catalyzed by; complex; input	<->	1	4250.83614723732	0.867017972698198
ACTR1A	DCTN3	complex; input	-	1	4250.82015198796	0.867017582211882
CTNNBL1	HNRNPU	complex; input	-	1	4249.85188870085	0.866993941608658
RPN1	VCP	predicted	-	0.64	4249.71544917504	0.866990609940559
SRSF2	UBA2	predicted	-	0.58	4249.61598370752	0.866988181061383
PHF5A	PTBP1	complex; input	-	1	4249.16930876816	0.86697727286174
RPL38	RPL7A	catalyze; catalyzed by; complex; input	<->	1	4248.65344494285	0.866964673580962
SETX	SUMO2	predicted	-	0.64	4248.36367165097	0.866957595586645
RBM8A	RNPS1	complex; input	-	1	4247.86306272353	0.866945366589461
SNRPA1	SRRM1	complex; input	-	1	4246.9748201706	0.866923664835797
RPL23A	RPL4	catalyze; catalyzed by; complex; input	<->	1	4246.72279491587	0.866917506468111
GPKOW	SRSF1	complex; input	-	1	4246.69214007474	0.866916757376254
EIF4A3	RPL21	complex; input	-	1	4246.27678886865	0.866906607183515
NUB1	PSMC4	complex; input	-	1	4245.51801070947	0.86688806189135
HNRNPA3	MATR3	predicted	-	0.59	4245.17871880436	0.866879768187617
HNRNPM	SF3B2	complex; input	-	1	4244.75921771746	0.866869512921764
FUS	PCBP1	complex; input	-	1	4244.29926601895	0.866858267621664
DDX5	HDAC1	predicted	-	0.64	4244.25540557861	0.866857195219737
RPL12	UPF3B	complex; input	-	1	4244.09147568365	0.866853186982765
RANGAP1	UBE2I	catalyze; complex; input	->	1	4243.16911059728	0.866830631419929
NRAS	UBB	catalyze; input	->	1	4242.98069923191	0.866826023395735
BCLAF1	CSNK2A1	predicted	-	0.98	4242.97567516395	0.86682590051804
CPSF2	NUP54	activated by	<-	1	4242.91258019315	0.866824357340893
NUDT21	SF3A3	complex; input	-	1	4242.72450701645	0.866819757309937
HNRNPU	SRSF7	complex; input	-	1	4242.71833064834	0.866819606240362
PRPF4	SRSF2	complex; input	-	1	4242.25689852263	0.866808319316453
HNRNPL	PUF60	complex; input	-	1	4241.51145991027	0.866790082818938
NUDT21	SNW1	complex; input	-	1	4241.43893130682	0.866788308299602
EIF2S1	RPL34	catalyzed by	<-	1	4241.28720991374	0.866784596113646
LEO1	UBB	complex; input	-	1	4240.9878670786	0.866777271666264
EIF2S2	RPL17	catalyzed by	<-	1	4240.89558843902	0.866775013649143
DYNC1I2	HSP90AA1	activate; complex	->	1	4240.68722065801	0.866769914801816
RPS14	XRN2	activated by; catalyzed by	<-	1	4240.44562746184	0.866764002600939
PABPC1	STAU1	predicted	-	0.64	4240.32288226589	0.866760998685918
CDC40	PRPF31	complex; input	-	1	4239.86245713659	0.866749730032467
PPIH	XAB2	complex; input	-	1	4238.87012984904	0.866725439202957
CPSF1	EIF4A3	complex; input	-	1	4238.51303448518	0.86671669660017
EIF2S3	EIF3J	PPrel: binding/association; complex; input	-	1	4238.13093184422	0.86670734093985
EIF3F	RPS8	complex; input	-	1	4237.93402592328	0.866702519432343
PCBP1	POLR2A	complex; input	-	1	4237.63105363406	0.86669510030896
RPL7A	SEC61B	complex; input	-	1	4237.53802871587	0.866692822227375
RPL28	RPS27	catalyze; catalyzed by; complex; input	<->	1	4237.46309001897	0.866690987021796
EIF2S3	RPSA	catalyzed by; complex; input	<-	1	4237.32710353189	0.866687656708068
SEC13	SRSF4	activate; input	->	1	4237.04203885335	0.866680675117458
PRPF8	SNRPD2	complex; input	-	1	4236.96697217222	0.866678836562393
ELAVL1	HNRNPU	complex; input	-	1	4236.73940016604	0.866673262603323
RPL31	SSR4	complex; input	-	1	4236.10300168042	0.866657673599702
CTCF	NCOR1	complex	-	1	4235.72801284036	0.866648486902399
DYNLL1	TUBB4B	complex	-	1	4235.68340780671	0.866647394087907
DDOST	RPL35	complex; input	-	1	4235.52700104432	0.866643562062275
DDX5	RBM22	complex; input	-	1	4235.30321182396	0.866638078894504
CPSF2	SF3B3	complex; input	-	1	4234.49026600317	0.866618158078177
PNN	SYNCRIP	predicted	-	0.65	4234.3346909555	0.86661434535623
PSMA5	PSMB8	complex	-	1	4234.13495666705	0.866609450205832
CPSF6	SRSF1	predicted	-	0.92	4234.0345246832	0.866606988700119
DCP1A	RPL35A	input	-	1	4233.57477982631	0.866595719984565
GPKOW	SNRPA	input	-	1	4233.54032817922	0.866594875497749
HNRNPU	SF3B1	complex; input	-	1	4233.5215097699	0.866594414213605
RPL32	RPL35A	catalyze; catalyzed by; complex; input	<->	1	4233.41539677103	0.86659181309226
SF3A1	SNRPD2	complex; input	-	1	4233.3947688326	0.866591307437207
COPA	DYNLL2	complex; input	-	1	4233.04748592656	0.866582794081008
RPL3	RPS18	catalyze; catalyzed by; complex; input	<->	1	4232.92223418545	0.866579723465713
GPKOW	HNRNPD	complex; input	-	1	4231.92894021031	0.86655536909994
RPN1	RPS8	complex; input	-	1	4231.92527137314	0.866555279133899
DYNLL2	NUP50	input	-	1	4231.46194776601	0.866543917034979
RPL28	RPL4	catalyze; catalyzed by; complex; input	<->	1	4230.33828392578	0.866516356224304
DHX15	HNRNPM	complex; input	-	1	4229.5602894893	0.866497269575423
HMGCL	HSD17B10	predicted	-	0.64	4229.49935899361	0.866495774610606
EXOSC4	RPS2	catalyze	->	1	4229.42635094762	0.866493983287771
POLDIP3	SRSF1	complex; input	-	1	4228.98785841048	0.86648322379976
SEC13	TRAPPC3	complex; input	-	1	4228.32760844978	0.866467020845635
HNRNPA3	SRSF4	complex; input	-	1	4226.56223486003	0.86642368502492
CTBP1	SUMO1	complex; input; reaction	-	1	4226.37273477753	0.866419032162366
HNRNPL	SNRPA1	complex; input	-	1	4226.2574423932	0.866416201245598
NCBP2	RPS13	complex; input	-	1	4226.10771066152	0.866412524581583
ATP1A1	MAPK1	PPrel: activated by	<-	1	4225.99444368626	0.866409743223446
EIF2S3	RPL22	catalyzed by	<-	1	4225.96985432547	0.866409139402835
PSMC2	PSMC3	complex; predicted	-	1	4225.9536977544	0.866408742657359
PSMC2	PSMD4	complex; predicted	-	1	4225.2024178545	0.86639029233347
PTBP1	WDR33	complex; input	-	1	4225.14540174227	0.866388891968096
DCTN1	HTT	complex	-	1	4224.71748160007	0.866378381273531
HSPA8	IKBKB	predicted	-	0.64	4224.54726116002	0.866374199975357
NAPA	VTI1A	complex; input; predicted	-	1	4224.00162422244	0.866360795803418
BANF1	RANBP2	complex; input	-	1	4223.26667691271	0.866342738276738
CANX	COPB1	predicted	-	0.99	4222.20839492904	0.86631673095271
CWC15	EIF4A3	complex; input	-	1	4221.75037801858	0.866305473146796
RPL13	RPL7A	catalyze; catalyzed by; complex; input	<->	1	4220.76990067848	0.866281369442066
NUDT21	SF3B2	complex; input	-	1	4220.59166933785	0.866276987265027
EXOC5	HSP90AA1	predicted	-	0.66	4220.5525458763	0.866276025311035
PABPC1	RPL27A	complex; input	-	1	4220.5463148548	0.866275872104034
NONO	PPP1CA	predicted	-	0.64	4220.48423113666	0.866274345590727
HNRNPA2B1	NCL	predicted	-	0.92	4220.0301621909	0.86626318026918
NDE1	TUBG1	complex; input	-	1	4219.98802865599	0.866262144166344
RPL18	RPLP2	catalyze; catalyzed by; complex; input	<->	1	4219.0519331618	0.866239122038505
RPL10A	SPCS3	catalyzed by	<-	1	4218.3503262673	0.866221863522797
DDX17	PIN1	predicted	-	0.64	4218.10673924709	0.866215870962808
HSPA8	PACSIN2	complex; input	-	1	4218.03874937541	0.866214198261068
CPSF2	NUP43	activated by	<-	1	4217.46972451712	0.866200197929475
RPL29	RPS11	catalyze; catalyzed by; complex; input	<->	1	4217.07924975176	0.866190589565269
HNRNPU	PABPN1	complex; input	-	1	4217.02582401525	0.866189274855594
RPS27	SMC1A	complex; input	-	1	4216.99630104181	0.866188548342062
CTNNBL1	PTBP1	complex; input	-	1	4216.45574287562	0.86617524516408
RPS13	SRP54	complex; input	-	1	4216.34379287671	0.866172489852831
POLR2E	WDR5	catalyzed by; complex; input; reaction	<-	1	4216.25836693559	0.866170387301977
IMPDH2	RPL15	predicted	-	0.58	4216.21977177586	0.866169437362434
CBX3	HNRNPH1	predicted	-	0.59	4215.99164474985	0.866163822312793
MAPRE1	RANGAP1	complex; input	-	1	4215.98259994999	0.866163599680562
PRPF3	XAB2	complex; input	-	1	4215.93631408447	0.866162460374742
RPS6KB2	RPS8	predicted	-	0.64	4215.90972649147	0.86616180592741
RPL7	RPL7A	catalyze; catalyzed by; complex; input	<->	1	4215.81757154843	0.866159537523271
HSPA8	RAD23A	predicted	-	0.64	4214.95830660992	0.866138384234583
NUP93	NUP98	catalyze; catalyzed by; complex; input	<->	1	4214.76841197558	0.866133708847787
FARSA	PSMD2	predicted	-	0.58	4214.40807544327	0.866124836439965
NUP43	PDS5A	complex; input	-	1	4214.35403956608	0.866123505872938
RPS12	SEC11A	catalyzed by	<-	1	4214.15041771586	0.866118491781995
EIF2S1	RPL14	catalyzed by	<-	1	4214.09652197089	0.866117164584432
EIF3J	RPS12	complex; input	-	1	4213.65250130188	0.866106229807162
ACBD3	GOLGB1	complex; input	-	1	4213.60628898508	0.866105091682696
RBBP5	SETD1A	complex	-	1	4213.26800028385	0.866096759873309
SRSF4	YBX1	complex; input	-	1	4213.11646874327	0.866093027542619
POLR2C	PRPF40A	complex; input	-	1	4213.077944795	0.866092078648699
RPS12	RPSA	catalyze; catalyzed by; complex; input	<->	1	4212.85331570961	0.86608654557538
NDUFS1	NDUFV1	complex; input	-	1	4212.5096376052	0.866078079510473
RPL32	RPN1	complex; input	-	1	4211.69092873144	0.866057908895062
LSM6	SART1	complex	-	1	4211.36079624858	0.866049774277523
EIF2S1	RPS4X	catalyzed by; complex; input	<-	1	4211.2192690659	0.866046286786797
PUF60	SRSF3	complex; input	-	1	4211.16356377664	0.866044914073617
LEO1	POLR2C	complex; input	-	1	4210.61625962126	0.866031426208601
DNAJC8	EIF4A3	complex; input	-	1	4210.48941607387	0.866028300002473
DHX9	SNRPD2	complex; input	-	1	4210.04211348061	0.866017274960333
CDC5L	SMC1A	predicted	-	0.64	4209.97288087178	0.866015568421481
GPKOW	POLR2G	complex; input	-	1	4209.72317511561	0.866009413103579
PTBP1	SRSF7	complex; input	-	1	4209.37824168138	0.866000909795784
UBB	UBXN1	catalyzed by	<-	1	4209.27092073726	0.865998263975014
RPL18A	RPL23	catalyze; catalyzed by; complex; input	<->	1	4209.1474801853	0.865995220668494
MAD1L1	PPP1CC	complex; input	-	1	4209.13770528491	0.865994979674037
COPB2	LMAN1	predicted	-	0.64	4208.54083107182	0.865980263028532
AQR	HSPA8	complex; input	-	1	4208.05124354128	0.865968190105893
HSP90AA1	NRAS	catalyze	->	1	4207.17682773054	0.865946624063208
HNRNPF	SNRPD2	complex; input	-	1	4207.10662911603	0.865944892534284
CPSF7	POLR2C	complex; input	-	1	4207.0982411513	0.865944685633631
RPS7	SEC11A	catalyzed by	<-	1	4206.79987336855	0.865937325714772
DDX46	GTF2F2	complex; input	-	1	4206.47538150358	0.865929320793521
EIF3J	RPS7	complex; input	-	1	4206.30282544675	0.865925063739939
GPS1	RUVBL1	activated by	<-	1	4206.29728393933	0.865924927024984
RPL34	RPL38	catalyze; catalyzed by; complex; input	<->	1	4206.26444743667	0.865924116909414
PSMB4	PSMD2	complex	-	1	4205.92504239684	0.865915743012925
RPS7	RPSA	catalyze; catalyzed by; complex; input	<->	1	4205.50503383632	0.865905379508157
RPL11	RPL24	catalyze; catalyzed by; complex; input	<->	1	4205.49793670758	0.865905204381102
DHX15	NUDT21	complex; input	-	1	4205.47927624972	0.865904743918687
COPS5	RPL18A	predicted	-	0.64	4205.38597682267	0.865902441646592
DDOST	RPL8	complex; input	-	1	4205.14468313722	0.865896487206824
RPL3	RPL35A	catalyze; catalyzed by; complex; input	<->	1	4204.75089489307	0.865886768902563
RBM8A	TRA2B	complex; input	-	1	4204.70951503043	0.865885747635649
CDC40	POLR2H	complex; input	-	1	4204.42355709096	0.865878689836711
RPL11	UPF1	complex; input	-	1	4204.27090168196	0.86587492191411
CKAP5	DCTN3	complex	-	1	4203.50465079868	0.865856006832135
ELAVL1	PTBP1	complex; input	-	1	4203.44629477391	0.865854566158745
ADAM10	DDX3X	predicted	-	0.65	4202.09336890379	0.865821159983796
CWC22	PPIH	complex; input	-	1	4201.92109186208	0.865816905381573
CCDC124	NR3C1	expression regulated by	<-	1	4201.69500689551	0.865811321659044
HNRNPU	SRSF6	complex; input	-	1	4201.66347721085	0.86581054293231
RPS13	RPS14	catalyze; catalyzed by; complex; input; reaction	<->	1	4201.59436508957	0.865808835966267
RPL22	RPS12	catalyze; catalyzed by; complex; input	<->	1	4201.56166325807	0.865808028270147
HNRNPU	SYMPK	complex; input	-	1	4201.27719580499	0.865801001999129
EIF4A3	RPL24	complex; input	-	1	4200.98720715979	0.865793838866418
EEF1A1	EEF2	input	-	1	4200.56714913738	0.865783461957847
EIF3B	RPS16	complex; input	-	1	4200.50271827072	0.865781870197343
PSMC3	RPS5	predicted	-	0.66	4200.4595376365	0.865780803408828
PTBP1	SF3B1	complex; input	-	1	4200.25369117359	0.865775717769027
PABPC1	SNRPA	predicted	-	0.98	4199.92610857937	0.865767624004147
CSTF3	USP39	input	-	1	4199.79332254277	0.865764343006066
EIF4A3	UPF1	complex; input	-	1	4199.7614882264	0.865763556399427
SUMO1	TOP1	catalyze; complex; input	->	1	4199.52753175796	0.865757775294131
CDC40	RNPS1	complex; input	-	1	4198.97393260983	0.865744094479466
HNRNPD	PABPC1	complex; input	-	1	4198.32751499644	0.865728117606337
PPP2R1A	RPL9	complex; input	-	1	4198.29291535166	0.865727262371336
PUF60	U2AF2	complex; input	-	1	4197.89732343165	0.865717483618016
EEF2	RPS23	input	-	1	4197.24238947958	0.865701292086638
ETF1	RPL29	complex; input	-	1	4197.14714945557	0.865698937315383
AQR	USP7	complex; input	-	1	4196.77908332541	0.865689836526181
NEK9	NUP98	catalyze	->	1	4196.02719704462	0.865671242933591
SNRPA1	SRSF3	complex; input	-	1	4196.01868832923	0.865671032500277
CAPZB	COPA	complex; input	-	1	4195.99772681687	0.865670514088765
RPL34	SEC61B	complex; input	-	1	4195.25993019377	0.865652265555827
ALYREF	SART1	complex; input	-	1	4194.86410366203	0.86564247392867
COPS4	EIF3F	predicted	-	1	4194.68941158489	0.865638152247656
RPL22	RPS7	catalyze; catalyzed by; complex; input	<->	1	4194.23307688301	0.865626862202924
NCBP1	PUF60	complex; input	-	1	4194.13097286738	0.865624335908867
HDAC1	SUMO1	activated by; catalyzed by; complex; input; reaction	<-	1	4194.12733984031	0.865624246018079
EEF1A1	RPS19	catalyzed by; complex; input	<-	1	4193.79484555205	0.865616018892157
EIF3D	RPS19	complex; input	-	1	4193.13368801556	0.865599657496035
RPS17	SPCS3	catalyzed by	<-	1	4192.60386326386	0.86558654427669
SDHB	UQCRFS1	predicted	-	0.58	4192.58669430351	0.865586119315363
BANF1	SEC13	complex; input	-	1	4192.51107865855	0.865584247677261
LSM3	PCBP1	complex; input	-	1	4192.38078270421	0.865581022513188
CPSF1	RAE1	activated by	<-	1	4192.04342722687	0.865572671621119
HNRNPUL1	SART1	complex; input	-	1	4191.92108119393	0.865569642903327
COPS6	PSMC6	predicted	-	0.66	4191.82997846426	0.865567387566749
MTOR	RPL26	predicted	-	0.64	4190.68834160358	0.865539121080725
COPB2	SEC22B	complex; input	-	1	4190.52926787375	0.865535181865631
RPS19	RPS23	catalyze; catalyzed by; complex; input	<->	1	4190.47544618987	0.865533849020947
RAE1	SUMO2	catalyze	->	1	4189.54316097795	0.865510759115086
NCBP2	RPL26	complex; input	-	1	4189.13977119685	0.865500766768608
HNRNPU	PRPF4	complex; input	-	1	4189.01336027131	0.86549763525239
HNRNPK	LSM6	complex; input	-	1	4189.0005930491	0.865497318970966
BAG6	EMD	catalyzed by; complex; input	<-	1	4188.61593942012	0.865487789523837
STX8	VPS18	predicted	-	0.99	4188.22416938514	0.865478082874564
CANX	PPP2R1A	predicted	-	0.78	4188.1421072437	0.865476049555492
DCTN3	NR3C1	activate	->	1	4187.60233984466	0.865462674315573
MIER1	MTA1	predicted	-	0.54	4187.30379685054	0.865455275788216
OSGEP	TP53RK	complex	-	1	4187.05694298429	0.865449157828447
AIMP2	FUBP1	predicted	-	0.77	4186.90927183652	0.865445497814047
ALYREF	RANBP2	activated by; catalyzed by; complex; input	<-	1	4186.17224001494	0.86542722862503
EIF4A3	SRRT	complex; input	-	1	4185.98168586776	0.865422504737504
NFKB1	PSMD2	catalyzed by	<-	1	4185.86821299101	0.865419691612829
EIF5B	RPL11	complex; input	-	1	4185.85326452708	0.865419321017326
CBX3	TRIM28	predicted	-	1	4185.82913998369	0.865418722929853
PSMA5	PSMD3	complex	-	1	4185.0953260104	0.865400528816199
CPSF1	HNRNPH1	complex; input	-	1	4184.32246241008	0.865381363060179
RPL18A	RPS3A	catalyze; catalyzed by; complex; input	<->	1	4184.1207843176	0.865376361190204
RAE1	XPO1	activate; complex; input	->	1	4184.07957436227	0.865375339101893
PABPN1	PTBP1	complex; input	-	1	4183.88763166035	0.865370578411017
RPN2	RPS4Y1	complex; input	-	1	4183.57084731487	0.865362720836756
PSMA5	PSMC5	complex; predicted	-	1	4183.46845234157	0.865360180886704
RPL3	RPN1	complex; input	-	1	4183.17352346379	0.865352864705365
RPS16	RPS8	catalyze; catalyzed by; complex; input; reaction	<->	1	4183.09230243405	0.865350849797557
SNRPA1	U2AF2	activated by; complex; input	<-	1	4182.80015820842	0.865343602044676
RPL6	RPS8	catalyze; catalyzed by; complex; input	<->	1	4182.77057316914	0.865342868046598
RBBP5	UBE2M	complex; input	-	1	4181.9134935211	0.865321601841904
PPP2R1A	RPLP0	complex; input	-	1	4181.48339821378	0.865310928501873
RPL9	RPS9	catalyze; catalyzed by; complex; input	<->	1	4181.38792920568	0.865308559173017
RPL23A	RPS2	catalyze; catalyzed by; complex; input	<->	1	4181.31586355462	0.865306770627701
EIF4G1	RPL27A	complex; input	-	1	4181.31028897011	0.865306632274832
CSNK2A2	PTPN11	PPrel: inhibited, indirect effect	|-	1	4181.26256515613	0.865305447833435
CCT2	PFDN5	input	-	1	4180.83346384416	0.865294797504034
PSMC6	ZPR1	predicted	-	0.66	4180.45828316858	0.865285484593474
PHAX	SRRT	complex; input	-	1	4180.04141422091	0.865275135896773
COG4	DYNC1H1	input	-	1	4179.54257277776	0.865262750891093
RPL26	SRP54	complex; input	-	1	4179.46126342672	0.865260732039856
MTOR	UBQLN1	predicted	-	0.64	4179.45302422784	0.865260527464431
CCT3	PSMC2	predicted	-	0.66	4179.29874306756	0.865256696661453
RPL14	RPL38	catalyze; catalyzed by; complex; input	<->	1	4179.29828873654	0.8652566853802
CWC22	PRPF3	complex; input	-	1	4179.18718371532	0.865253926553358
PSMD12	UCHL5	complex; input	-	1	4179.14192294604	0.865252802671109
NCBP1	SNRPA1	complex; input	-	1	4179.0473528103	0.865250454335527
RCC2	SMC1A	complex; input	-	1	4178.80710489828	0.865244488336668
RPL13	RPL34	catalyze; catalyzed by; complex; input	<->	1	4178.65909848844	0.865240812770519
EPRS	PSMD2	predicted	-	0.78	4178.48280430528	0.8652364345407
COPS5	PCBP1	predicted	-	0.64	4178.22361649488	0.86522999732924
RPL23A	RPS25	catalyze; catalyzed by; complex; input	<->	1	4177.53873314034	0.865212985583593
NBN	TERF2IP	complex; input	-	1	4177.47743866026	0.865211462960477
CSTF1	PPIH	input	-	1	4177.21822314255	0.865205023511441
RPL38	RPS4X	catalyze; catalyzed by; complex; input	<->	1	4176.44479497355	0.865185807582565
RAB5A	RABEP1	complex	-	1	4176.44050701192	0.865185701037652
RUVBL1	RUVBL2	complex; predicted; reaction	-	1	4176.40091002752	0.865184717148382
HNRNPH1	XPO1	predicted	-	0.97	4176.37327748222	0.865184030540953
HNRNPM	PRPF6	complex; input	-	1	4176.18623668248	0.865179382872709
PPP2R2A	RPS8	complex; input	-	1	4175.37783136355	0.865159292883912
RPL5	RPL9	catalyze; catalyzed by; complex; input	<->	1	4174.75556066792	0.86514382594804
POU2F1	SRRT	complex; input	-	1	4174.21666601979	0.865130429514224
RPL34	RPL7	catalyze; catalyzed by; complex; input	<->	1	4173.75617895836	0.865118980851723
ALYREF	HNRNPK	complex; input	-	1	4172.59148958545	0.865090018622112
PRMT5	RBBP7	input	-	1	4172.57593792251	0.865089631845568
BCAS2	PPIH	complex; input	-	1	4171.90140075087	0.865072854428657
RPL29	RPS10	catalyze; catalyzed by; complex; input	<->	1	4171.68827452616	0.865067552885489
NCBP2	RPL35	complex; input	-	1	4171.43106003522	0.865061154280138
DDX23	PPIH	complex	-	1	4170.68102300768	0.865042493704677
HNRNPK	HNRNPUL1	complex; input	-	1	4169.6640930833	0.865017187596769
RPL10	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1	4169.25936327911	0.86500711425549
EEF2	RPS27	input	-	1	4169.09963723349	0.865003138556472
PSMA6	SKP1	catalyze	->	1	4168.94335336244	0.864999248388285
RPL12	SSR1	complex; input	-	1	4168.86229485384	0.864997230648352
PTBP1	SRSF6	complex; input	-	1	4168.64600510399	0.864991846487733
PSMC5	VCP	predicted	-	0.97	4168.51462202441	0.864988575795974
RPL14	SEC61B	complex; input	-	1	4168.36432092345	0.864984834026613
PTBP1	SYMPK	complex; input	-	1	4168.26275917101	0.864982305554551
CWC15	HNRNPH1	complex; input	-	1	4167.77412118471	0.864970139606806
COPS4	CUL4B	catalyze; complex	->	1	4167.23929828205	0.864956822127152
POLR2C	SF3B3	complex; input	-	1	4166.68234102514	0.864942951669108
HNRNPA2B1	SRSF5	complex; input	-	1	4166.65034307525	0.864942154736161
