TF	nes_K_reg	pval_K_reg	nes_TC_Reg	pval_TC_Reg	nes_TUH_Reg	pval_TUH_Reg	nes_Ver_Reg	pval_Ver_Reg	combine_nes	fisher_pval
ZFP62	-0.26328306914764	0.792332408342386	-1.03286112466495	0.301668893800481	1.8415792508978	0.0655367184045293	1.87293253000927	0.0610777024542055	0.60459189677362	0.084304729800485
DACH1	-0.904912918962974	0.365511522321719	-0.343788604689626	0.731005270619801	-2.37899168409996	0.0173600675988481	-1.25814827572785	0.208338137062674	-1.2214603708701	0.0848412124676866
PAQR8	0.304215723900161	0.760963546268073	1.34440744345812	0.178816668148604	0.844900630938627	0.398166322169416	-2.36899632931918	0.0178364304782381	0.031131867244432	0.0848415289925368
ZNF8	-0.389794412125527	0.696688576079097	0.952711071001423	0.340736482442597	1.12961291480692	0.258639366668016	2.41429520849172	0.0157656829392618	1.02670619554363	0.084930951437249
HSF4	-0.428185750485789	0.668515889826407	-0.988877319725213	0.32272316842389	-2.83924819346255	0.00452199694649845	-0.00302843030231787	0.997583665911837	-1.06483492349397	0.0852240702523958
ECT2L	-0.278532197684496	0.780603852331634	0.494775239704511	0.620758784110707	2.65097151421869	0.0080260610301296	0	1	0.955738185412902	0.0853607974798301
TNNI2	-1.5111977957033	0.130738063862359	-1.02562007383591	0.305070701645418	-1.29683421355952	0.194688235887627	-1.5304935418937	0.125894610802563	-1.34103640624811	0.0854645283675619
BMPR1A	1.63877634473431	0.101259847428373	0.730429110895376	0.465127929584666	-1.26614463228794	0.205461305894538	-1.63904927542973	0.101202997841508	-0.133997113021996	0.0855624487001673
RP1L1	-1.41517163976016	0.157018177545677	1.72931631558118	0.083752498130003	-1.04267716785768	0.29709783591223	0	1	-0.24284416401222	0.0856357792979756
MINK1	0.494671111165497	0.62083229688749	0.638636959964806	0.523059131496009	-2.40469141700786	0.0161861269617026	-1.32026297489237	0.186747232723981	-0.647911580192482	0.0856861745214219
CNTNAP4	-2.82695278479879	0.00469932561734869	0.855075239849052	0.392509495932645	0.600058744014489	0.548467086288308	0.0342208421370376	0.972701046651331	-0.334399489699553	0.0858231398867488
ZFP36	-1.41535265700366	0.156965123163354	0.655276905365631	0.512289487267704	-1.50377177264604	0.132640141618751	-1.68263735189762	0.0924453162750939	-0.986621219045422	0.0859313566518224
PPARA	-0.842727016899416	0.399381133697719	0.0688336619167119	0.945122023287779	2.55163333102378	0.0107219290878352	1.1657919609411	0.243698568288412	0.735882984245544	0.0859467729187458
DTNA	-0.13286691755269	0.894298630853766	1.93307739482355	0.0532266643266439	-1.83522563319062	0.0664722646027529	-1.01154866562111	0.311753901213546	-0.261640955385217	0.0859546616308277
ZNF140	-1.13777727774691	0.25521349529759	1.36982704498828	0.170740897571686	1.37907299151429	0.16787225016998	1.49467456930184	0.134999394357904	0.776449332014375	0.0860159024965065
GRIK5	-1.9887482695826	0.0467289952173996	-0.327739499009553	0.743108635497074	0.57221400714929	0.567176999139458	1.95782859099269	0.0502501293273003	0.0533887073874568	0.0861343684940333
TLR5	1.8231028699208	0.0682878120196038	0.419347818564103	0.674961953988939	-1.65461157904822	0.0980033132153214	-1.22810403335385	0.219407917140274	-0.160066230979292	0.0862124937950109
OR4C45	-1.30812409686604	0.190831221485211	-1.6988798337052	0.0893418274307712	0	1	0	1	-1.50350196528562	0.086467650184265
BEX3	0	1	1.59916941644956	0.109782963906892	1.41958848156428	0.155727520707002	0	1	1.50937894900692	0.0866590292740325
HMGA1	-1.75528882318893	0.0792099172926196	1.66075676292157	0.0967623080638506	0.583990260047027	0.559226865017865	1.18930829459455	0.234318372529437	0.419691623593554	0.0869407405115124
ZNF430	-0.673016061729508	0.500937072643344	-1.47127702882035	0.141216212974338	2.12061752409093	0.0339540021984059	0.808359200310533	0.418883831856935	0.196170908462901	0.0870387035885254
RAPGEF4	-2.23255309244838	0.0255784303490431	1.16384007003806	0.244488830184533	0.821029347693278	0.411629551819285	0.856145657985303	0.391917216435467	0.152115495817065	0.0871887900369695
RAB43	-2.76123597755039	0.00575830537675326	-0.120193381508933	0.90432996055918	-0.632806748802352	0.526859849073357	-0.895677189386467	0.370425196629394	-1.10247832431204	0.0875943345956731
RANBP2	0.527160923518322	0.598081842195127	0.859665977699176	0.38997319423069	2.25746725866266	0.0239788931252428	1.33336446126763	0.182412229073967	1.24441465528695	0.0878066285679491
KLF11	-0.241478186769969	0.809184520762499	-1.80798293075485	0.070609157242906	-1.18725781782103	0.235125941146549	-1.774684016304	0.0759500759500216	-1.25285073791246	0.0878141638169213
AMHR2	-0.919963228074765	0.357591975554452	2.32275501243099	0.020192317101402	1.4496865440929	0.147145949754799	0.044984489355998	0.964119672139355	0.724365704451281	0.0880339345563142
SORT1	1.00857346268982	0.313179239567666	0.195461022382005	0.845032048760401	-1.20866594431031	0.226791210380189	-2.38201814397507	0.017218049080085	-0.596662400803389	0.0885253830577664
FPR2	1.44300376584731	0.149019410397482	1.21778327199038	0.223306342785592	-1.27208711959478	0.203342167100698	-1.42991373731241	0.152741778776962	-0.010303454767375	0.0885321983988474
CCNT1	-0.705187324208602	0.480693668609788	1.40933211377886	0.158736987225353	1.20775716472639	0.227140682457691	1.88219563124277	0.0598094586195305	0.948524396384854	0.0886975710724184
RBM15B	-2.10952063272525	0.0348996669840677	-0.724650277333628	0.468666606291223	0.730899803869441	0.464840355822859	1.48840397505497	0.136644388922411	-0.153716782783617	0.088822812874209
HOXA5	-1.859133430178	0.0630082277865426	0.162963141083682	0.870547455815984	-0.196293248756868	0.844380645314729	-2.28278239198514	0.0224431896611817	-1.04381148245908	0.088852757681365
HOXD8	-1.39029561403586	0.164439129165463	2.58081477705435	0.00985674505308267	0.342553786152171	0.73193417393715	0.153977306621069	0.877627628871809	0.421762563947932	0.0889443939852889
CERS6	0	1	1.02502065608443	0.305353441290623	1.4428702536952	0.149057024067243	1.69037261645672	0.0909566904925045	1.38608784207878	0.0891781213579885
ZSCAN1	-1.67895166082348	0.093161465040421	1.43426882127116	0.15149556415966	1.26788190516395	0.204840126908949	0.911314810861803	0.362129524832775	0.483628469118358	0.0892547057039192
TSHZ3	-0.174082258397227	0.861800816053682	1.28128675941558	0.200092961839768	-1.36918326241035	0.170941996614427	-2.1021414116668	0.0355408902192961	-0.591030043264699	0.0892937333504971
CARD19	0	1	-2.11742715013599	0.0342236119937223	-0.642457340793204	0.520576279063195	0	1	-1.3799422454646	0.0895727635137017
NFATC2IP	1.09511317968481	0.27346705532457	-2.47243828860717	0.0134194880215686	-1.06116742746056	0.288613819338389	-0.00250168008148375	0.99800395016893	-0.610248554116101	0.0897981552793834
TLL2	-0.0527486632319874	0.957932165315981	1.57766123506612	0.114643456416024	1.14163038772388	0.253607687344414	-2.07471402769143	0.0380130465160866	0.147957232966646	0.0898880909315744
GNG11	1.74382587037458	0.0811894579307071	0.293858490854146	0.768866037868772	0.558536370268379	0.576478176097097	2.17606906843031	0.0295500963940797	1.19307244998185	0.0901382953555076
DST	-2.21565131730027	0.0267153914116718	0.699870686596884	0.484008065338599	0	1	0.982230065746926	0.325986518791304	-0.17785018831882	0.0903073112361645
NLRP12	-0.899808731098643	0.368222047121199	1.09789651697381	0.272249679056613	-1.78600884081701	0.0740978266947828	-1.46123860502458	0.143949971993378	-0.762289914991606	0.0904533559344679
JMY	-0.456353302459604	0.648135940030334	0.197005129382488	0.843823523779635	2.23553590352247	0.0253821872551512	1.76753178711507	0.0771392103944795	0.935929879390106	0.0905358518633089
CCR7	1.78046691559471	0.0749995791155631	1.45174089384748	0.146573664050272	1.30501854926776	0.19188653160947	0.661111096012293	0.508541069877162	1.29958436368056	0.0906362560186243
FLNB	0.698604662245963	0.48479912926968	1.77012179235479	0.0767068539659697	0.213109666536394	0.831241425023069	2.11074494248383	0.0347942407849052	1.19814526590524	0.090787081435513
OR4C13	-2.06329251041365	0.0390848452243317	1.10600274875327	0.268725329632289	-0.833267688006892	0.404693775333827	0	1	-0.596852483222424	0.090835578443526
ADGRL1	0	1	0.203291045146561	0.838907554334706	1.24051236700995	0.214785942823024	2.26160378870991	0.0237218937264626	1.23513573362214	0.0911901872850542
PPP1R10	-1.0749311257116	0.282405565355997	1.74482087041959	0.0810160547332849	1.45495147156965	0.145682696740586	0.983188982125826	0.325514436405398	0.777007549600866	0.0912880733585739
TNFRSF8	-1.30694732296901	0.191230602489675	0.313896729309529	0.753599474565888	-1.45829181178025	0.144760126231495	-1.94298080476061	0.0520184776155182	-1.09858080255009	0.0912989345828033
RAB1A	1.46926675945384	0.141760449056285	0.109069637170526	0.913147257212398	-0.901929662499654	0.36709423307202	-2.27588631016731	0.0228528150659799	-0.399869894010649	0.0913398176826288
MS4A3	-0.130942534359308	0.895820766782512	1.53724708476727	0.124232814069312	-1.83933285325125	0.065866243685312	-1.44394941842331	0.14875320409072	-0.46924443031665	0.0915750903963919
IL31RA	-0.964646574615537	0.334721862998622	1.82594137773339	0.0678590925817373	-1.33940390040319	0.180439220344143	-1.11218826210527	0.266057213657293	-0.397574339847652	0.0915766089736584
ID3	1.82316545439284	0.0682783355034156	0.46301784083861	0.643351579066399	1.65488685933769	0.0979474502872796	0	1	1.31369005152305	0.091609166482901
SCML4	-1.52801636514922	0.12650847480817	1.09842304102806	0.272019805772779	0.82747127925643	0.40796999434783	1.76296066473341	0.077907124144432	0.54020965496717	0.0917530607639276
PIP5K1A	1.66377461943945	0.0961574778390647	0.560688515797564	0.575009897434692	0.632356360384032	0.527154043037846	-2.07885641205112	0.0376305500460075	0.194490770892482	0.0919142924273874
MAFB	1.31810609541861	0.187468134316142	-0.728173064555599	0.466507652073512	-1.70332461583221	0.0885073364391298	-1.46945523970803	0.141709353832512	-0.645711706169307	0.0919179603364981
IDE	-2.23159418487444	0.0256417963292998	0.625808637041317	0.531440466017287	0.0195975639615539	0.984364407138196	-1.73850723880894	0.0821214757009765	-0.831173805670127	0.0921649997984134
CRYAB	-2.83020456221069	0.00465182512398809	0.286204464190147	0.774721524769297	0.997973335784084	0.318292288542371	0.0486245769921347	0.961218483520676	-0.374350546311081	0.0922186453150991
P2RX3	-2.95646726776505	0.00311185259070934	0.237730661152026	0.812090001151142	0.737627158428326	0.460741047191788	-0.0645376612292713	0.948542120277659	-0.511411777353492	0.0923148408452782
GPR179	0.785798953192146	0.431985279968587	1.94242506274087	0.0520856636584802	1.29909485741827	0.193911377739308	0	1	1.34243962445043	0.0925051405983917
SLC12A2	0.781430004120873	0.434549629898535	1.19630784652355	0.231576447879751	1.98733602711355	0.0468851717871397	1.18751560286692	0.2350243058247	1.28814737015622	0.092548570877519
ARHGEF10	2.00799690012395	0.0446436210775107	-1.37161748253912	0.170182548516726	0.830210526364834	0.406419764772482	0.912164717605058	0.361682014076819	0.59468866538868	0.0929642117714179
ZNF781	1.45729262912344	0.145035620608088	0.955480163870955	0.339334931867003	1.54202526773837	0.123067453528612	1.32444163608835	0.185356414409623	1.31980992420528	0.0932712698273229
ZNF555	0.0201458462536492	0.983927027533623	2.51347969920668	0.011954665806274	1.60567694739642	0.108344908915544	-0.143878961022227	0.88559604948264	0.998855882958631	0.0935809230416617
ARL5B	0.0417658352826902	0.96668537073028	-0.0243387763302031	0.980582383244686	1.63651811657528	0.101731197261139	2.5191457831997	0.0117639938627398	1.04327273968187	0.0938837814397452
CCNT2	0.059662193150464	0.952424683563847	1.58770723088189	0.112352557194463	1.244705875671	0.213239885381219	1.96091781267595	0.0498886110644402	1.21324827809483	0.0940883696312686
CCR10	1.54873014196032	0.121446604862549	-0.293354372942549	0.769251297110007	-2.44824251792155	0.0143554993574908	-0.190241690453962	0.849119743354648	-0.345777109839435	0.0941097854623004
TOB1	-1.19085630793172	0.233709999385747	0.485438794268541	0.627365119190203	-1.96503721266031	0.0494099306870756	-1.41335845703074	0.157550353919909	-1.02095329583856	0.094244641823303
KLHL31	-1.00336004935744	0.315687172535847	0.0186481545857083	0.985121787699083	1.82910180405273	0.0673843587716104	1.92283973135425	0.0545001806320233	0.691807410158812	0.094281790328695
SGF29	0	1	-0.161784094800349	0.871475878540576	0.265103079512588	0.790930055083343	2.72084904561836	0.00651144885440069	0.941389343443533	0.0943434224684297
HRH3	1.25433575421736	0.209719993419637	1.11925293299957	0.263032249135447	1.21836544142644	0.223085131648352	-1.68016795369722	0.0929246425037687	0.477946543736537	0.0943562949543889
MCL1	-0.686026035071792	0.4926966909303	1.17686944970403	0.239247617434033	-1.84751315761824	0.0646728029561739	-1.4386229896717	0.150257369118816	-0.698823183164425	0.0944565023737629
GPR143	-2.18480441739584	0.0289031900299232	0.235112852687146	0.814121143276482	-1.30717836108725	0.191152142820575	0	1	-1.08562330859865	0.0944859243204186
CAP1	1.97118914444613	0.0487022451348291	-0.425307019194416	0.670612877344671	-1.30136288827822	0.193134270385035	-1.33557450313792	0.181688388514098	-0.272763816541106	0.0944869031160951
YEATS2	-2.29383145260608	0.0218001820233142	0.504044146536962	0.614230354754305	0.532537090443243	0.59435406008294	1.45940498058748	0.144453675991667	0.0505386912404012	0.0946724863260183
TRIM13	-2.70451140909817	0.00684049206116932	0.153259148965477	0.878193914428101	0.878452397960252	0.379698259638256	0.65722404415856	0.511036867435289	-0.25389395450347	0.0954968812752471
SH2B1	2.10058492108237	0.0356774188517676	-0.0266021953829299	0.978777022218182	-1.90755870521061	0.056448276699334	0.536776654557089	0.591421899394774	0.17580016876148	0.0955046944533422
PCGF1	-0.407569529133537	0.683589738698838	-0.190398026118374	0.848997244312254	-0.976116814742959	0.329006579643799	-2.74180630278934	0.00611023615782726	-1.07897266819605	0.0955514548016625
OR2M4	-0.603846980346169	0.545945381427428	0.521266214785033	0.602181333065391	-1.4860015285304	0.137278716692684	2.22795334334101	0.0258836264371588	0.164842762312369	0.0956260160158617
DERL3	-2.64849716615735	0.00808505270778648	0.513217131602286	0.607799443526257	0.440633046856179	0.659478674503204	0.914166652254102	0.360629283989384	-0.195120083861196	0.0956536337971554
ZNF567	-1.47865620847865	0.139232221867548	0.619462844302308	0.535611491896259	1.65597638505141	0.0977266012097638	1.40373012244542	0.160399229008858	0.550128285830122	0.095667413807851
ZNF221	-0.454097629427376	0.649758559431059	1.11185620191532	0.266199982690729	2.00968657807559	0.0444643714017391	1.43193919778716	0.152161222990471	1.02484608708767	0.0957325283567948
POGZ	-0.457077257411892	0.647615516284032	1.91350160062575	0.0556838687957986	1.45217235859668	0.146453686403647	1.22184423545635	0.221766536779985	1.03261023431672	0.0957832129499451
SOCS3	1.12676222459956	0.259843025911531	1.94005007396807	0.0523736046702225	-0.139265610498378	0.889240263867924	1.65836238564328	0.0972443439399652	1.14647726842813	0.0960688734560936
GRIA1	-1.42013405606839	0.155568657257661	2.23339665779579	0.0255227983955213	-0.910232625506797	0.362699841640054	-0.227409134182837	0.820105618290395	-0.0810947894905584	0.0962853529504789
TAL1	-0.540422832674486	0.588905465092566	1.32807853048511	0.184152165222941	1.29042915417725	0.196901695082526	1.91549318353662	0.055429637621069	0.998394508881123	0.096416843082837
PLCB4	-0.758222845303029	0.448317587019005	-0.659928324430295	0.509299826622461	0.902308460186673	0.366893032656981	2.45383970950995	0.0141339967940895	0.484499249990825	0.0964376780971375
GTF2H4	-1.47879102090949	0.139196176394013	0.990782807748035	0.321791645963826	-0.800500196158826	0.42342104995105	1.86284004744096	0.062484773770406	0.14358290953017	0.0964912212412686
SPOCK3	2.81182951157591	0.00492606057626603	0.207887761870397	0.835316605037616	0.857227712143548	0.391319049956472	0.33621981322882	0.736705112940915	1.05329119970467	0.0965506173635376
ZNF101	1.85334617261173	0.0638327571610585	-1.70196932774462	0.0887611182178647	0.843298760592976	0.399061375818843	0.634340752607311	0.525858466194828	0.407254089516849	0.0966898198708629
STOML3	-2.40869517663183	0.0160096633586124	0.273173663600412	0.784719723709641	1.33890151864056	0.180602735221627	-0.633333616377114	0.526515805282573	-0.357488402691993	0.0969769715364943
POLR3G	0.906450527680816	0.364697439061835	0.311584102797395	0.755356617328014	1.70177171334012	0.0887981710465277	1.96949928713047	0.0488957843591707	1.2223264077372	0.0970507361502865
PPP2R5C	2.69657769841181	0.00700560518590321	0.110033254881561	0.912383001450438	0.246878246961027	0.805002451746508	-1.19280351014714	0.232946335075802	0.465171422526815	0.0971788643154933
RAB23	2.63933238099201	0.00830694912098441	1.19768753949542	0.231038682045873	-0.279750706531331	0.779668772648148	-0.250536421233988	0.802172542491803	0.826683198180528	0.0972668546837696
OR2AG1	-1.54206558765413	0.123057656274719	1.50604414800581	0.132055840822497	1.0602137066498	0.28904738679354	0	1	0.341397422333827	0.0973715106762351
ZNF584	-1.85067396337566	0.0642164719589681	0.986310468656764	0.32398078418226	1.18370973924596	0.236527982348139	1.16255417629346	0.245010431834907	0.370475105205131	0.0975374089987739
GATA2	-1.4798719956047	0.138907410513367	-1.54991766137613	0.121161280017198	1.24814314914561	0.211978638966765	0.957868806599134	0.338128917633687	-0.205944425309021	0.0975698431132809
CDKN1A	0.115283595586019	0.908220340490788	0.273056081714674	0.78481010594809	-2.48160571691335	0.0130791907004783	-1.51528794614357	0.129699499534853	-0.902138496439057	0.0977120206593156
ZNF396	0.262561813104365	0.792888336303121	2.85538039441055	0.0042985310126152	0.569437692277738	0.569059143639112	0.487569725617596	0.625854643779659	1.04373740635256	0.0979497422406842
NOTCH2	1.42018203752119	0.155554691635572	1.03905883936056	0.298777372257661	-1.32410775700599	0.185467259740429	-1.46984466732931	0.141603828484973	-0.0836778868633875	0.0982900438790853
KLF4	1.25174284333283	0.210663583167127	-0.666003739238577	0.505408710358489	-1.76930920417125	0.0768422882691691	-1.44148481114646	0.14944776533184	-0.656263727805864	0.0983959913000407
ZNF233	-2.34866165596452	0.0188410186187368	0.728940344864902	0.466038154375115	1.07579658856714	0.282018238317628	-0.683137722512144	0.494519820795925	-0.306765611261155	0.09849014044979
OR10Z1	-0.99630809741853	0.319100470636382	0.723422884614793	0.469420115764195	2.14586421356396	0.0318838136744574	0	1	0.624326333586741	0.0985000811251229
MPP3	0.63450361212791	0.525752210236316	2.85061320816979	0.00436350139802966	-0.46230862972053	0.643860011964979	-0.210344967283577	0.833398441431676	0.703115805823398	0.0988127097331522
ADRA2A	-1.2998673006538	0.193646454094505	1.09238884457126	0.274662224175329	1.5360891630752	0.124516513772127	1.32042094477874	0.186694514477692	0.66225791294285	0.0990839328422294
PILRB	0.0526487066531214	0.958011808459625	2.37254191342149	0.0176661586503699	-1.06962155640631	0.28478968818317	0	1	0.4518563545561	0.0991265466188891
NPFFR2	-2.23429083602775	0.0254639429149371	0.772582718738802	0.439769375094134	0.788184217402025	0.430588959447689	0	1	-0.224507966628974	0.0991543911880407
ZNF546	-1.68433270917527	0.0921173874055009	0.793501384476488	0.427485762992193	1.71253721972794	0.086797711604051	-0.911200562277347	0.36218970783765	-0.0223736668120472	0.0991609623800807
PEX11A	-1.64922103731984	0.0991023596012927	-1.42758234128177	0.15341210931106	1.42003110237784	0.1555986264719	0.637604414900247	0.523731221042331	-0.254791965330881	0.0992108866988652
NR1H3	-0.981396223766776	0.326397387628587	1.23212116272643	0.217903827159158	-0.773346844855658	0.439317139074639	2.05693706322671	0.0396922802333881	0.383578789332677	0.0992733382082094
GTF2E2	0.659568962505478	0.509530477343429	-0.163015916333619	0.870505902879861	-0.766567410174539	0.443338758230481	-2.73133613885931	0.00630780996533098	-0.750337625715497	0.09928196415754
ZNF561	-0.444117502338051	0.656957633067102	2.35331754161452	0.018606736946503	0.849904993171229	0.395377909303116	0	1	0.919701677482566	0.099313506642268
NDFIP1	1.38887294313646	0.164871389395479	-1.17921001195855	0.23831456034154	-0.198183045467744	0.842901852152945	-2.08029284284446	0.0374986808729911	-0.517203239283573	0.0993579917759194
H4C4	0	1	-2.27201176132773	0.0230857999682083	0.152233003922823	0.879003163952758	0	1	-1.05988937870245	0.0993825640412089
ARHGEF4	-0.699340879991764	0.484339025019943	0.249824961658444	0.802722715087025	1.87908116929776	0.0602334109252164	1.93361784943509	0.053160131009939	0.840795775099882	0.0995079526912895
MAP2K7	2.44290132756877	0.0145697201819315	-0.0387157550754502	0.969117012093113	-0.898958593541728	0.368674716188898	-1.17507910608088	0.239963068922645	0.0825369682176779	0.0997192618724159
RIN1	-1.64036404707155	0.10092949607667	0.0182218302525243	0.985461887503659	-1.12776140657911	0.259420696341047	-1.97010980402402	0.0488257875482299	-1.18000335685554	0.100249981093181
TAPT1	1.5422194180094	0.123020282946333	1.0202701112025	0.307600374399168	0.713430432532827	0.475579447077494	1.81106806037969	0.0701303168930487	1.2717470055311	0.100362375743786
TRIM38	-0.308149526643327	0.757968556724773	0.109965001133924	0.91243713158713	-0.961987379257667	0.336055943654174	-2.77920047049086	0.00544928835576386	-0.984843093814482	0.100580536743974
ZNF3	-2.40105844106657	0.0163477254384997	1.41088134010008	0.158279605104026	-0.117827495782851	0.906204342814317	0.611791993214785	0.540675387847329	-0.124053150883639	0.100643988119558
SMAD4	0.043094946082435	0.965625848000425	1.24834691922855	0.211904038771144	1.90564521145036	0.0566962521072373	1.6008045030908	0.109420225925632	1.19947289496304	0.100724167066476
OR7G1	-1.41290633639227	0.157683265768247	2.01489497820702	0.0439156542967688	-0.368462211987618	0.712528616657734	0	1	0.0778421432757106	0.100744605424013
TP53BP1	-1.29423208383216	0.195585267661389	0.57327815359334	0.566456374871503	1.62349132722855	0.10448441584695	1.59700359571886	0.110264905711575	0.624885248177148	0.101070258101938
PPARD	1.3937572725747	0.163390914784636	0.708197092031469	0.478822871764781	-1.45264342333388	0.146322782977336	-1.58998742390881	0.11183763982404	-0.23516912065913	0.101260481985061
BLK	2.14445226858089	0.0319966660394925	-1.62058880397694	0.105105854971617	-0.64831923319912	0.516778496808807	-0.335784129594609	0.73703365877327	-0.115059974547445	0.101292522574613
OR9A4	1.04825360264343	0.294521780093218	-1.81988290637018	0.0687768385765501	-1.16130389192933	0.245518337344596	0	1	-0.644311065218693	0.101296685418335
E2F6	-0.920206600674901	0.357464805636986	-0.365350004259764	0.714850156305172	1.8319925970166	0.0669525235583581	1.78060264942482	0.0749773866591555	0.581759660376689	0.101382912314704
TBC1D10C	-0.610630493097543	0.541444230759681	1.66648611917576	0.095616630646093	-0.328710058312686	0.742374851013666	2.12577958253496	0.0335216168520964	0.713231287575123	0.101657907983429
SEC14L2	-1.57232765913563	0.115874581640215	1.35828350717472	0.174373741567433	-1.35538273461189	0.175295647566165	0.907029364164724	0.364391269213898	-0.165599380602019	0.101770577992774
ARHGEF10L	-1.53868487416108	0.123881246769404	-0.361670399014043	0.717598349843436	-1.68170375774617	0.0926262990105493	-1.41610851234195	0.156743736200509	-1.24954188581581	0.101771036446812
ZNF703	-2.13632808270743	0.0326526814275933	-0.536018924333021	0.591945471497789	-1.05821663440949	0.289956689260768	-1.19885305617938	0.230585088015439	-1.23235417440733	0.10185176753093
SCARF1	-0.499694044305859	0.617290526710541	0.30287140016594	0.761987867641625	1.95690018813912	0.050359204447425	1.92110940340396	0.0547179163666083	0.92029673685079	0.102038885354212
RHOG	-1.37055814460398	0.170512738169485	-0.578062941706491	0.563221625463204	-1.48477194688179	0.137604245549164	-1.65155038158053	0.0986262421282676	-1.2712358536932	0.102392334847888
TFEB	0.524186424591423	0.600148882069919	0.205473949426538	0.837201849218415	-1.85915452036179	0.0630052391771416	-2.04153891986626	0.0411972894503561	-0.792758266552522	0.102432517318403
PRKAR1A	1.5003253152256	0.133530155004422	-1.20133619982672	0.229620813676058	0.0266926741658072	0.978704856220842	-2.01807262399151	0.0435836983201422	-0.423097708606706	0.102613342821711
MEF2A	0.475962462265487	0.634101120996793	0.635242252574407	0.525270429996727	1.31978226895351	0.18690772318738	2.30738115402078	0.0210335809182427	1.18459203445355	0.102689093432264
PDE9A	1.04232008384534	0.297263303947888	-2.56629287899318	0.0102791994074793	0.229835560286278	0.818219551190502	0.637588828088349	0.52374136998051	-0.164137101693303	0.102689885186918
SIGLEC9	1.75793750171027	0.0787581440044328	0.334275376869936	0.738171769231792	-1.48888673373682	0.136517197518554	-1.38564590363342	0.165855054135862	-0.195579939697508	0.103025753213033
TBX18	-2.62539817030245	0.00865476923735576	-1.13173069802265	0.257747671352133	-0.338927056629521	0.734664681274464	-0.247185634868865	0.804764562135405	-1.08581038995587	0.103149540034403
RCOR3	-2.39353608405913	0.0166868398531278	0.342737532913429	0.731795923868876	0.592616953694965	0.553437530425287	1.29480814539576	0.195386421388259	-0.040843363013744	0.103226128312764
GSPT1	-0.232854924846336	0.81587406109533	2.41948046138395	0.015542695696833	1.51917334293652	0.128718869317264	0.241505728605502	0.809163177084032	0.986826152019909	0.10324100356282
ZNF613	-0.144340539319108	0.885231567716624	2.11450109438224	0.0344724913934038	1.31895015780078	0.187185776007245	1.19690161320186	0.231344905329577	1.12150308151644	0.103275648860807
ZXDA	-0.484620897632187	0.627945287132609	1.52865675350756	0.126349558586899	1.57533387310226	0.115179399202836	1.45806917606239	0.144821476549637	1.01935972626001	0.103370377395366
DDAH2	-1.5621426251619	0.118254393255894	1.6723169625092	0.0944618365336927	0.292390385407958	0.769988158543546	1.4249655397213	0.154167162607692	0.456882565619139	0.103495566766447
RPS6KA1	-1.64864690400713	0.0992199936675561	-0.142004173309896	0.887076709270445	-1.77831754260705	0.0753517167678499	-1.28123819647241	0.20011001358627	-1.21255170409912	0.103550749611112
KSR2	1.64734895176067	0.0994863415516212	-1.00077752107289	0.316934379468973	1.19509631311276	0.232049402318428	-1.33415484177692	0.182153115687771	0.126878225505905	0.103821676550888
ARF5	-1.42183209168414	0.155075000889837	-0.511833532806394	0.60876751961403	-1.20764998867286	0.227181922410934	-1.86419665242497	0.0622940933111009	-1.25137806639709	0.103979704744506
CD101	1.57641661902414	0.114929820841871	0.335070319865687	0.737572041318281	-1.59788905319751	0.11006767074243	-1.46205249370551	0.143726825511826	-0.287113652003298	0.104220841894407
PSRC1	-1.05047429952025	0.293500101072881	0.144431770575861	0.885159530525282	-1.8614042718376	0.0626871077836859	-1.73645122535844	0.0824840814418082	-1.12597450653511	0.10433160088126
CDK5R1	-2.8960829085687	0.00377852558033676	0.107876868255409	0.914093366480879	0.732980258845658	0.463570469905944	-0.202370394531929	0.839627171296511	-0.56439904399989	0.104381843529754
ZNF74	-0.769508543061907	0.441591474940918	-1.87903774164719	0.060239340027269	0.901891155448787	0.367114690147632	1.48452788294516	0.13766893163953	-0.0655318115787875	0.104385336011545
ARL2BP	-0.784813513093359	0.432562916038838	-1.25489679957464	0.209516225966753	-0.423902622851516	0.671636831253046	-2.28787836056491	0.0221446058154223	-1.18787282402111	0.10455409191322
ZNF169	-0.708701046331479	0.478510015399093	2.20726522624904	0.0272955352030282	1.2198334790444	0.222528007123618	0.731871548244069	0.464246973506843	0.862567301801508	0.104620865938765
DPYSL5	0.948017456922355	0.34312056724403	0.563934354650572	0.572798808565561	-1.5913782400255	0.111524478389503	-1.8692917432987	0.0615822362273223	-0.487179542937818	0.104644493289744
CCL5	0.835633904391816	0.403360889051128	-1.74165064880683	0.0815695929626511	-0.833366145301242	0.404638262013397	-1.63768234697729	0.10148797499363	-0.844266309173387	0.104708641417594
ARAP3	0.697140367665209	0.485714953509743	1.7958900748073	0.0725120012619823	-1.26408668586244	0.206198914855992	-1.32074885057415	0.186585119741597	-0.0229512734910203	0.104895875992436
CEP290	-0.717373619453228	0.473143592718594	-0.65209775585055	0.514338111693297	1.88865830748969	0.0589376286152366	1.67186345353	0.0945512508583139	0.547762596428978	0.104947836364996
TFAP4	-1.08825024918432	0.276484647070254	0.447555836465671	0.654473782078836	0.949361487346856	0.342436790859709	2.29226685576577	0.0218902491576821	0.650233482598494	0.104961740566558
