	Gene1	Gene2	Annotation	Direction	Score
3059	CTNNB1	LIMA1	complex; input	-	1
3060	CTNNB1	NCSTN	activated by	<-	1
3061	CTNNB1	PTPN11	activate	->	1
3062	CTNNB1	SATB1	predicted	-	0.64
3063	CTNNB1	SMARCC1	complex; input	-	1
3064	CTNNB1	SRC	PPrel: inhibited by, phosphorylated by; activate; activated by; catalyzed by	->	1
3065	CTNNBL1	PPIE	complex; input	-	1
3066	CTNND1	LIMA1	complex; input	-	1
3067	CTNND1	PTPN11	activate	->	1
3068	CTNND1	SRC	activate; activated by; catalyzed by	<->	1
3069	CTPS1	CUL1	predicted	-	0.58
3070	CTR9	NELFA	complex; input	-	1
3071	CTR9	RNF20	complex; input	-	1
3072	CTR9	STAT3	predicted	-	0.64
3073	CTSA	GLB1	complex	-	1
3074	CTSB	CTSS	predicted	-	0.92
3075	CTSB	CTSZ	predicted	-	0.92
3076	CTSD	HLA-DPB1	catalyze	->	1
3077	CTSD	HLA-DRA	catalyze	->	1
3078	CTSD	HLA-DRB5	catalyze	->	1
3079	CTSD	HSP90B1	predicted	-	0.78
3080	CTSF	HLA-DPB1	catalyze	->	1
3081	CTSF	HLA-DRA	catalyze	->	1
3082	CTSF	HLA-DRB5	catalyze	->	1
3083	CTSH	STAT3	expression regulated by	<-	1
3084	CTSL	HLA-DPB1	catalyze	->	1
3085	CTSL	HLA-DRA	catalyze	->	1
3086	CTSL	HLA-DRB5	catalyze	->	1
3087	CTSS	CXCR4	predicted	-	0.65
3088	CTSS	HLA-DPA1	catalyze	->	1
3089	CTSS	HLA-DPB1	catalyze	->	1
3090	CTSS	HLA-DQA1	catalyze	->	1
3091	CTSS	HLA-DQA2	catalyze	->	1
3092	CTSS	HLA-DQB1	catalyze	->	1
3093	CTSS	HLA-DQB2	catalyze	->	1
3094	CTSS	HLA-DRA	catalyze	->	1
3095	CTSS	HLA-DRB1	catalyze	->	1
3096	CTSS	HLA-DRB3	catalyze	->	1
3097	CTSS	HLA-DRB4	catalyze	->	1
3098	CTSS	HLA-DRB5	catalyze	->	1
3099	CTSS	HSPG2	catalyze	->	1
3100	CTSS	IL10RA	PPrel: inhibited by	|-	1
3101	CTSS	IL10RB	PPrel: inhibited by	|-	1
3102	CTSS	IRF1	predicted	-	0.58
3103	CTSS	LYN	predicted	-	0.98
3104	CTSS	NFYA	PPrel: activation, indirect effect	->	1
3105	CTSS	NFYB	PPrel: activation, indirect effect	->	1
3106	CTSS	NFYC	PPrel: activation, indirect effect	->	1
3107	CTSS	PLEK	predicted	-	0.59
3108	CTSS	RFX5	PPrel: activation, indirect effect	->	1
3109	CTSS	RFXANK	PPrel: activation, indirect effect	->	1
3110	CTSS	RFXAP	PPrel: activation, indirect effect	->	1
3111	CTSS	SLPI	predicted	-	0.64
3112	CTSS	TFAP2A	expression regulated by	<-	1
3113	CTSS	TLR7	catalyze	->	1
3114	CTSS	TLR9	catalyze	->	1
3115	CTSS	XIAP	PPrel: inhibition	-|	1
3116	CTSV	HLA-DPB1	catalyze	->	1
3117	CTSV	HLA-DRA	catalyze	->	1
3118	CTSV	HLA-DRB5	catalyze	->	1
3119	CTSZ	FBXO6	predicted	-	0.64
3120	CTSZ	GOLGA2	complex; input	-	1
3121	CTSZ	GORASP1	complex; input	-	1
3122	CTSZ	GOSR2	input	-	1
3123	CTSZ	LMAN1	complex; input	-	1
3124	CTSZ	RAB1A	complex; input	-	1
3125	CTSZ	SAR1B	complex; input	-	1
3126	CTSZ	SCFD1	input	-	1
3127	CTSZ	SEC13	complex; input	-	1
3128	CTSZ	SEC16A	complex; input	-	1
3129	CTSZ	SEC16B	complex; input	-	1
3130	CTSZ	SEC22B	complex; input	-	1
3131	CTSZ	SEC23A	complex; input	-	1
3132	CTSZ	SEC23IP	complex; input	-	1
3133	CTSZ	SEC24A	complex; input	-	1
3134	CTSZ	SEC24B	complex; input	-	1
3135	CTSZ	SEC24C	complex; input	-	1
3136	CTSZ	SEC24D	complex; input	-	1
3137	CTSZ	SEC31A	complex; input	-	1
3138	CTSZ	STX5	input	-	1
3139	CTSZ	TFG	complex; input	-	1
3140	CTSZ	TRAPPC1	complex; input	-	1
3141	CTSZ	TRAPPC10	complex; input	-	1
3142	CTSZ	TRAPPC2B	complex; reaction	-	1
3143	CTSZ	TRAPPC2L	complex; input	-	1
3144	CTSZ	TRAPPC3	complex; input	-	1
3145	CTSZ	TRAPPC4	complex; input	-	1
3146	CTSZ	TRAPPC5	complex; input	-	1
3147	CTSZ	TRAPPC6A	complex; input	-	1
3148	CTSZ	TRAPPC6B	complex; input	-	1
3149	CTSZ	TRAPPC9	complex; input	-	1
3150	CTSZ	USO1	complex; input	-	1
3151	CTSZ	XIAP	PPrel: inhibition	-|	1
3152	CTTN	SRC	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input	<-	1
3153	CTTN	VAMP8	complex; input	-	1
3154	CUL1	CUL2	predicted	-	0.92
3155	CUL1	CUL5	predicted	-	0.98
3156	CUL1	CUL7	predicted	-	0.97
3157	CUL1	CUL9	predicted	-	0.97
3158	CUL1	DCAF1	predicted	-	0.64
3159	CUL1	DCUN1D1	catalyze; catalyzed by; complex; inhibit; input	<-	1
3160	CUL1	DCUN1D3	catalyze; catalyzed by; complex; input	<->	1
3161	CUL1	DDB1	predicted	-	0.64
3162	CUL1	DDIT3	predicted	-	0.64
3163	CUL1	DDX1	predicted	-	0.58
3164	CUL1	DKFZP781N011	PPrel: binding/association; complex	-	1
3165	CUL1	DTX3L	catalyze; catalyzed by; input	<->	1
3166	CUL1	DYNLL1	predicted	-	0.64
3167	CUL1	EEF2	predicted	-	0.73
3168	CUL1	EIF4A1	predicted	-	0.64
3169	CUL1	EIF4A3	predicted	-	0.73
3170	CUL1	FAF1	predicted	-	0.64
3171	CUL1	FBH1	predicted	-	0.64
3172	CUL1	FBXL12	catalyze; catalyzed by; complex; input	<->	1
3173	CUL1	FBXL13	catalyze; catalyzed by; complex; input	<->	1
3174	CUL1	FBXL14	catalyze; catalyzed by; complex; input	<->	1
3175	CUL1	FBXL15	catalyze; catalyzed by; complex; input	<->	1
3176	CUL1	FBXL16	catalyze; catalyzed by; complex; input	<->	1
3177	CUL1	FBXL17	predicted	-	0.98
3178	CUL1	FBXL18	catalyze; catalyzed by; complex; input	<->	1
3179	CUL1	FBXL19	catalyze; catalyzed by; complex; input	<->	1
3180	CUL1	FBXL2	predicted	-	0.97
3181	CUL1	FBXL20	catalyze; catalyzed by; complex; input	<->	1
3182	CUL1	FBXL21P	catalyze; catalyzed by; complex; input	<->	1
3183	CUL1	FBXL22	catalyze; catalyzed by; complex; input	<->	1
3184	CUL1	FBXL3	catalyze; catalyzed by; complex; input	<->	1
3185	CUL1	FBXL4	catalyze; catalyzed by; complex; input	<->	1
3186	CUL1	FBXL5	catalyze; catalyzed by; complex; input	<->	1
3187	CUL1	FBXL7	catalyze; catalyzed by; complex; input	<->	1
3188	CUL1	FBXL8	catalyze; catalyzed by; complex; input	<->	1
3189	CUL1	FBXO10	catalyze; catalyzed by; complex; input	<->	1
3190	CUL1	FBXO11	catalyze; catalyzed by; complex; input	<->	1
3191	CUL1	FBXO15	catalyze; catalyzed by; complex; input	<->	1
3192	CUL1	FBXO17	catalyze; catalyzed by; complex; input	<->	1
3193	CUL1	FBXO2	catalyze; catalyzed by; complex; input	<->	1
3194	CUL1	FBXO21	catalyze; catalyzed by; complex; input	<->	1
3195	CUL1	FBXO22	catalyze; catalyzed by; complex; input	<->	1
3196	CUL1	FBXO25	predicted	-	0.99
3197	CUL1	FBXO27	catalyze; catalyzed by; complex; input	<->	1
3198	CUL1	FBXO30	catalyze; catalyzed by; complex; input	<->	1
3199	CUL1	FBXO31	catalyze; catalyzed by; complex; input	<->	1
3200	CUL1	FBXO32	catalyze; catalyzed by; complex; input	<->	1
3201	CUL1	FBXO33	predicted	-	0.98
3202	CUL1	FBXO4	catalyze; catalyzed by; complex; input	<->	1
3203	CUL1	FBXO40	catalyze; catalyzed by; complex; input	<->	1
3204	CUL1	FBXO41	catalyze; catalyzed by; complex; input	<->	1
3205	CUL1	FBXO43	PPrel: inhibition	-|	1
3206	CUL1	FBXO44	catalyze; catalyzed by; complex; input	<->	1
3207	CUL1	FBXO45	predicted	-	0.97
3208	CUL1	FBXO5	PPrel: inhibition; catalyze; complex; input	-	1
3209	CUL1	FBXO6	catalyze; catalyzed by; complex; input	<->	1
3210	CUL1	FBXO7	catalyze; catalyzed by; complex; input	<->	1
3211	CUL1	FBXO8	predicted	-	0.98
3212	CUL1	FBXO9	catalyze; catalyzed by; complex; input	<->	1
3213	CUL1	FBXW10	catalyze; catalyzed by; complex; input	<->	1
3214	CUL1	FBXW11	PPrel: binding/association; catalyze; catalyzed by; complex; input	<->	1
3215	CUL1	FBXW12	catalyze; catalyzed by; complex; input	<->	1
3216	CUL1	FBXW2	catalyze; catalyzed by; complex; input	<->	1
3217	CUL1	FBXW4	catalyze; catalyzed by; complex; input	<->	1
3218	CUL1	FBXW5	catalyze; catalyzed by; complex; input	<->	1
3219	CUL1	FBXW7	catalyze; catalyzed by; complex; input	<->	1
3220	CUL1	FBXW8	catalyze; catalyzed by; complex; input	<->	1
3221	CUL1	FBXW9	catalyze; catalyzed by; complex; input	<->	1
3222	CUL1	FZR1	catalyze; complex; input	->	1
3223	CUL1	G3BP1	predicted	-	0.64
3224	CUL1	GAPDH	predicted	-	0.73
3225	CUL1	GH1	complex; input; reaction	-	1
3226	CUL1	GH2	complex; input; reaction	-	1
3227	CUL1	GLI1	PPrel: ubiquitination; catalyze	->	1
3228	CUL1	GLI2	PPrel: ubiquitination; catalyze	->	1
3229	CUL1	GLI3	PPrel: ubiquitination; catalyze	->	1
3230	CUL1	GNL3	predicted	-	0.64
3231	CUL1	GPS1	catalyzed by	<-	1
3232	CUL1	GSK3B	complex; input	-	1
3233	CUL1	H4C1	predicted	-	0.73
3234	CUL1	HECTD2	catalyze; catalyzed by; input	<->	1
3235	CUL1	HERC5	catalyze; catalyzed by; input	<->	1
3236	CUL1	HERC6	catalyze; catalyzed by; input	<->	1
3237	CUL1	HNRNPA1	predicted	-	0.64
3238	CUL1	HSP90AB1	predicted	-	0.73
3239	CUL1	HSP90B1	predicted	-	0.73
3240	CUL1	HSPA8	predicted	-	0.64
3241	CUL1	HSPD1	predicted	-	1
3242	CUL1	HUWE1	catalyze; catalyzed by; input	<->	1
3243	CUL1	IREB2	catalyze	->	1
3244	CUL1	JAK2	complex; input; reaction	-	1
3245	CUL1	KDM4A	predicted	-	0.64
3246	CUL1	LMO7	catalyze; catalyzed by; complex; input	<->	1
3247	CUL1	LONRF1	catalyze; catalyzed by; input	<->	1
3248	CUL1	MAP3K14	complex; input	-	1
3249	CUL1	MAP3K8	complex; input	-	1
3250	CUL1	MDM2	predicted	-	0.64
3251	CUL1	MIB2	catalyze; catalyzed by; input	<->	1
3252	CUL1	MRPS27	predicted	-	0.64
3253	CUL1	MSN	predicted	-	0.56
3254	CUL1	MYLIP	catalyze; catalyzed by; input	<->	1
3255	CUL1	NEDD4L	catalyze; catalyzed by; input	<->	1
3256	CUL1	NEDD8	catalyze; catalyzed by; complex; inhibit; input; predicted	<-	1
3257	CUL1	NFKB1	catalyze; complex; input	->	1
3258	CUL1	NFKB2	complex; input	-	1
3259	CUL1	NFKBIA	PPrel: activation, ubiquitination; catalyze; complex; input	->	1
3260	CUL1	NFKBIB	PPrel: activation, ubiquitination; complex; input	->	1
3261	CUL1	NFKBIE	complex; input	-	1
3262	CUL1	NOTCH1	complex; input	-	1
3263	CUL1	NOTCH4	catalyze	->	1
3264	CUL1	ORC1	catalyze	->	1
3265	CUL1	PCBP2	predicted	-	0.64
3266	CUL1	PCNA	predicted	-	0.64
3267	CUL1	PDCD6	predicted	-	0.64
3268	CUL1	PER1	PPrel: inhibition, ubiquitination; catalyze	-	1
3269	CUL1	PER2	PPrel: inhibition, ubiquitination; catalyze	-	1
3270	CUL1	PER3	PPrel: inhibition, ubiquitination	-|	1
3271	CUL1	PML	predicted	-	0.64
3272	CUL1	PPP1CA	predicted	-	0.64
3273	CUL1	PRDX1	predicted	-	0.64
3274	CUL1	PRKN	complex	-	1
3275	CUL1	PRL	complex; input; reaction	-	1
3276	CUL1	PRLR	complex; input; reaction	-	1
3277	CUL1	PSMA1	catalyzed by	<-	1
3278	CUL1	PSMA2	catalyzed by	<-	1
3279	CUL1	PSMA3	catalyzed by	<-	1
3280	CUL1	PSMA4	catalyzed by	<-	1
3281	CUL1	PSMA5	catalyzed by	<-	1
3282	CUL1	PSMA6	catalyzed by	<-	1
3283	CUL1	PSMA7	catalyzed by	<-	1
3284	CUL1	PSMA8	catalyzed by	<-	1
3285	CUL1	PSMB1	catalyzed by	<-	1
3286	CUL1	PSMB10	catalyzed by	<-	1
3287	CUL1	PSMB11	catalyzed by	<-	1
3288	CUL1	PSMB2	catalyzed by	<-	1
3289	CUL1	PSMB3	catalyzed by	<-	1
3290	CUL1	PSMB4	catalyzed by	<-	1
3291	CUL1	PSMB5	catalyzed by	<-	1
3292	CUL1	PSMB6	catalyzed by	<-	1
3293	CUL1	PSMB7	catalyzed by	<-	1
3294	CUL1	PSMB8	catalyzed by	<-	1
3295	CUL1	PSMB9	catalyzed by	<-	1
3296	CUL1	PSMC1	catalyzed by	<-	1
3297	CUL1	PSMC2	catalyzed by	<-	1
3298	CUL1	PSMC3	catalyzed by	<-	1
3299	CUL1	PSMC4	catalyzed by	<-	1
3300	CUL1	PSMC5	catalyzed by	<-	1
3301	CUL1	PSMC6	catalyzed by	<-	1
3302	CUL1	PSMD1	catalyzed by	<-	1
3303	CUL1	PSMD10	catalyzed by	<-	1
3304	CUL1	PSMD11	catalyzed by	<-	1
3305	CUL1	PSMD12	catalyzed by	<-	1
3306	CUL1	PSMD13	catalyzed by	<-	1
3307	CUL1	PSMD14	catalyzed by	<-	1
3308	CUL1	PSMD2	catalyzed by	<-	1
3309	CUL1	PSMD3	catalyzed by	<-	1
3310	CUL1	PSMD4	catalyzed by	<-	1
3311	CUL1	PSMD5	catalyzed by	<-	1
3312	CUL1	PSMD6	catalyzed by	<-	1
3313	CUL1	PSMD7	catalyzed by	<-	1
3314	CUL1	PSMD8	catalyzed by	<-	1
3315	CUL1	PSMD9	catalyzed by	<-	1
3316	CUL1	PSME1	catalyzed by	<-	1
3317	CUL1	PSME2	catalyzed by	<-	1
3318	CUL1	PSME3	catalyzed by	<-	1
3319	CUL1	PSME4	catalyzed by	<-	1
3320	CUL1	PSMF1	catalyzed by	<-	1
3321	CUL1	RACK1	predicted	-	0.64
3322	CUL1	RBBP6	catalyze; catalyzed by; input	<->	1
3323	CUL1	RBCK1	catalyze; catalyzed by; input	<->	1
3324	CUL1	RBL2	complex; input	-	1
3325	CUL1	RBX1	PPrel: binding/association; catalyze; catalyzed by; complex; input; predicted	<->	1
3326	CUL1	REL	complex; input	-	1
3327	CUL1	RELA	catalyze; complex; input	->	1
3328	CUL1	RELB	complex; input	-	1
3329	CUL1	RLIM	catalyze; catalyzed by; input	<->	1
3330	CUL1	RNF114	catalyze; catalyzed by; input	<->	1
3331	CUL1	RNF115	catalyze; catalyzed by; input	<->	1
3332	CUL1	RNF144B	catalyze; catalyzed by; input	<->	1
3333	CUL1	RNF19A	catalyze; catalyzed by; input	<->	1
3334	CUL1	RNF19B	catalyze; catalyzed by; input	<->	1
3335	CUL1	RNF213	catalyze; catalyzed by; input	<->	1
3336	CUL1	RNF217	catalyze; catalyzed by; input	<->	1
3337	CUL1	RNF7	predicted	-	0.98
3338	CUL1	RPA1	predicted	-	0.58
3339	CUL1	RPS27A	catalyze; catalyzed by; complex; input	<->	1
3340	CUL1	RPS6	predicted	-	0.64
3341	CUL1	RTRAF	predicted	-	0.64
3342	CUL1	RUNX2	complex; input	-	1
3343	CUL1	SEM1	catalyzed by	<-	1
3344	CUL1	SERBP1	predicted	-	0.58
3345	CUL1	SGTA	predicted	-	0.64
3346	CUL1	SIAH1	catalyze; catalyzed by; input	<->	1
3347	CUL1	SIAH2	catalyze; catalyzed by; input	<->	1
3348	CUL1	SKP1	PPrel: binding/association; catalyze; catalyzed by; complex; input; predicted	<->	1
3349	CUL1	SKP2	catalyze; catalyzed by; complex; input	<->	1
3350	CUL1	SLC25A5	predicted	-	0.64
3351	CUL1	SLC25A6	predicted	-	0.64
3352	CUL1	SMAD2	PPrel: inhibition	-|	1
3353	CUL1	SMAD3	PPrel: inhibition	-|	1
3354	CUL1	SMURF2	catalyze; catalyzed by; input	<->	1
3355	CUL1	SPSB1	catalyze; catalyzed by; input	<->	1
3356	CUL1	SPSB2	predicted	-	0.56
3357	CUL1	SPSB3	predicted	-	0.56
3358	CUL1	SPSB4	predicted	-	0.56
3359	CUL1	SUFU	catalyze	->	1
3360	CUL1	TBK1	predicted	-	0.64
3361	CUL1	TCF7L2	complex; input	-	1
3362	CUL1	THRA	predicted	-	0.64
3363	CUL1	TNIP2	complex; input	-	1
3364	CUL1	TOP1	predicted	-	0.64
3365	CUL1	TRAF1	predicted	-	0.58
3366	CUL1	TRIM21	catalyze; catalyzed by; input	<->	1
3367	CUL1	TRIM28	predicted	-	0.64
3368	CUL1	TRIM36	catalyze; catalyzed by; input	<->	1
3369	CUL1	TRIM47	predicted	-	0.64
3370	CUL1	TRIM69	catalyze; catalyzed by; input	<->	1
3371	CUL1	TRIP12	catalyze; catalyzed by; input	<->	1
3372	CUL1	TRRAP	complex; input	-	1
3373	CUL1	UBA3	catalyze; input	->	1
3374	CUL1	UBA52	catalyze; catalyzed by; complex; input	<->	1
3375	CUL1	UBB	catalyze; catalyzed by; complex; input	<->	1
3376	CUL1	UBC	catalyze; catalyzed by; complex; input	<->	1
3377	CUL1	UBE2A	catalyze; complex; input	->	1
3378	CUL1	UBE2D1	catalyze; complex; input	->	1
3379	CUL1	UBE2D2	catalyze; complex; input	->	1
3380	CUL1	UBE2D3	complex	-	1
3381	CUL1	UBE2D4	complex	-	1
3382	CUL1	UBE2F	predicted	-	0.64
3383	CUL1	UBE2M	catalyze; catalyzed by; complex; inhibite; input; predicted	<-	1
3384	CUL1	UBQLN1	predicted	-	0.96
3385	CUL1	UBR2	catalyze; catalyzed by; input	<->	1
3386	CUL1	UBXN7	predicted	-	0.73
3387	CUL1	UNKL	catalyze; catalyzed by; input	<->	1
3388	CUL1	USP11	predicted	-	0.64
3389	CUL1	VCP	predicted	-	0.99
3390	CUL1	VIM	predicted	-	0.64
3391	CUL1	WSB1	catalyze; catalyzed by; input	<->	1
3392	CUL1	WWP2	predicted	-	0.64
3393	CUL1	WWTR1	predicted	-	0.54
3394	CUL1	YAP1	predicted	-	0.54
3395	CUL1	YWHAE	predicted	-	0.99
3396	CUL1	YWHAZ	predicted	-	0.73
3397	CUL1	ZC3HC1	predicted	-	0.64
3398	CUL1	ZNRF1	catalyze; catalyzed by; input	<->	1
3399	CUL1	ZNRF2	catalyze; catalyzed by; input	<->	1
3400	CUL4A	DCAF7	complex	-	1
3401	CUL4A	PPIE	complex; input	-	1
3402	CUL4A	SUMO2	complex	-	1
3403	CUL4B	DCAF7	complex	-	1
3404	CUL4B	PPIE	complex; input	-	1
3405	CUL4B	SUMO2	complex	-	1
3406	CUL5	DCAF7	predicted	-	0.64
3407	CUX1	SATB1	predicted	-	0.98
3408	CUX1	STAT5B	catalyze	->	1
3409	CWC15	PPIE	complex; input	-	1
3410	CWC22	PPIE	complex; input	-	1
3411	CWC25	PPIE	complex; input	-	1
3412	CWC27	PPIE	complex; input	-	1
3413	CX3CL1	ITGB2	predicted	-	0.64
3414	CXCL10	STAT3	predicted	-	0.54
3415	CXCL10	STAT5B	predicted	-	0.54
3416	CXCL12	PTPN11	complex; input	-	1
3417	CXCL12	SRC	reaction	-	1
3418	CXCL12	STAT3	activate	->	1
3419	CXCL12	STAT5B	activate	->	1
3420	CXCL2	STAT3	expression regulated by	<-	1
3421	CXCL8	GNA15	input	-	1
3422	CXCL9	STAT3	predicted	-	0.54
3423	CXCL9	STAT5B	predicted	-	0.54
3424	CXCR1	GNA15	input	-	1
3425	CXCR2	GNA15	input	-	1
3426	CXCR4	GNA15	PPrel: activation	->	1
3427	CXCR4	GNG5	PPrel: activation	->	1
3428	CXCR4	HLA-DRA	predicted	-	0.98
3429	CXCR4	PTPN11	complex; input	-	1
3430	CXCR4	SRC	reaction	-	1
3431	CXCR4	STAT3	activate; expression regulated by	<->	1
3432	CXCR4	STAT5B	activate	->	1
3433	CXCR4	ZAP70	predicted	-	0.64
3434	CYB5A	SGTA	catalyze; complex; input	->	1
3435	CYC1	CYCS	catalyze	->	1
3436	CYCS	DIABLO	complex; inhibited by; input; reaction	|-	1
3437	CYCS	GSN	inhibited by	|-	1
3438	CYCS	HSPA8	predicted	-	0.58
3439	CYCS	HSPB1	complex; reaction	-	1
3440	CYCS	HTRA2	PPrel: activated, indirect effect	<-	1
3441	CYCS	LRPPRC	activated by	<-	1
3442	CYCS	MAGED1	activated by	<-	1
3443	CYCS	MAPK1	catalyzed by	<-	1
3444	CYCS	MAPK3	catalyzed by	<-	1
3445	CYCS	MT-CO1	catalyzed by	<-	1
3446	CYCS	MT-CO2	catalyzed by	<-	1
3447	CYCS	MT-CO3	catalyzed by	<-	1
3448	CYCS	MT-CYB	catalyzed by	<-	1
3449	CYCS	MYC	expression regulated by	<-	1
3450	CYCS	NDUFA4	catalyzed by	<-	1
3451	CYCS	NGF	activated by	<-	1
3452	CYCS	NGFR	activated by	<-	1
3453	CYCS	NR3C1	expression regulated by	<-	1
3454	CYCS	PPIF	PPrel: activated, indirect effect	<-	1
3455	CYCS	PPP1CA	predicted	-	0.54
3456	CYCS	PPP1CC	predicted	-	0.98
3457	CYCS	RNF144B	predicted	-	0.64
3458	CYCS	SCO1	activated by	<-	1
3459	CYCS	SCO2	activated by	<-	1
3460	CYCS	SIAH1	PPrel: indirect effect	-	1
3461	CYCS	SIRT5	catalyzed by	<-	1
3462	CYCS	SLC25A31	PPrel: activated, indirect effect	<-	1
3463	CYCS	SLC25A4	PPrel: activated, indirect effect	<-	1
3464	CYCS	SLC25A5	PPrel: activated, indirect effect	<-	1
3465	CYCS	SLC25A6	PPrel: activated, indirect effect	<-	1
3466	CYCS	SORT1	activated by	<-	1
3467	CYCS	SURF1	activated by	<-	1
3468	CYCS	TACO1	activated by	<-	1
3469	CYCS	TNFRSF10D	predicted	-	0.64
3470	CYCS	TP53AIP1	PPrel: indirect effect	-	1
3471	CYCS	UACA	complex; input	-	1
3472	CYCS	UBE2N	predicted	-	0.58
3473	CYCS	UQCR10	catalyzed by	<-	1
3474	CYCS	UQCR11	catalyzed by	<-	1
3475	CYCS	UQCRB	catalyzed by	<-	1
3476	CYCS	UQCRC1	catalyzed by	<-	1
3477	CYCS	UQCRC2	catalyzed by	<-	1
3478	CYCS	UQCRFS1	catalyzed by	<-	1
3479	CYCS	UQCRH	catalyzed by	<-	1
3480	CYCS	UQCRQ	catalyzed by	<-	1
3481	CYCS	VDAC1	PPrel: activated, indirect effect	<-	1
3482	CYCS	VDAC2	PPrel: activated, indirect effect	<-	1
3483	CYCS	VDAC3	PPrel: activated, indirect effect	<-	1
3484	CYCS	XIAP	complex; inhibited by; input; reaction	|-	1
3485	CYLD	TAB1	inhibite	-|	1
3486	CYP19A1	STAT3	expression regulated by	<-	1
3487	CYP1A1	MGST2	ECrel: compound	-	1
3488	CYP1A2	MGST2	ECrel: compound	-	1
3489	CYP1B1	MGST2	ECrel: compound	-	1
3490	CYP1B1	STAT3	expression regulated by	<-	1
3491	CYP2C18	MGST2	ECrel: compound	-	1
3492	CYP2C19	MGST2	ECrel: compound	-	1
3493	CYP2C8	MGST2	ECrel: compound	-	1
3494	CYP2C9	MGST2	ECrel: compound	-	1
3495	CYP2E1	MGST2	ECrel: compound	-	1
3496	CYP3A4	MGST2	ECrel: compound	-	1
3497	CYSLTR1	GNA15	PPrel: activation; catalyze; complex; input	->	1
3498	CYSLTR2	GNA15	PPrel: activation; catalyze; complex; input	->	1
3499	CYSLTR2	GNG5	catalyze	->	1
3500	CYTH1	ITGB2	predicted	-	0.58
3501	DAB2	ITGB2	predicted	-	0.97
3502	DAB2	SRC	predicted	-	0.64
3503	DAG1	NCSTN	predicted	-	0.64
3504	DAP3	MRPS10	complex	-	1
3505	DAP3	MRPS15	complex	-	1
3506	DAP3	MRPS16	complex	-	1
3507	DAP3	MRPS2	complex	-	1
3508	DAP3	MRPS27	complex	-	1
3509	DAP3	MRPS34	complex	-	1
3510	DAP3	MRPS6	complex	-	1
3511	DAPK3	STAT3	predicted	-	0.99
3512	DAPP1	SRC	activated by	<-	1
3513	DARS	RPL13	predicted	-	0.73
3514	DAXX	STAT3	predicted	-	0.64
3515	DBN1	TAB1	predicted	-	0.64
3516	DBNL	HLA-DRA	activated by	<-	1
3517	DBNL	ZAP70	activated by	<-	1
3518	DCAF7	DDB1	complex	-	1
3519	DCAF7	GPS1	catalyzed by	<-	1
3520	DCAF7	NEDD8	complex; input	-	1
3521	DCAF7	PLK1	predicted	-	0.64
3522	DCAF7	RBX1	complex	-	1
3523	DCAF7	RNF169	predicted	-	0.64
3524	DCAF7	RNF2	predicted	-	0.77
3525	DCAF7	RYBP	predicted	-	0.64
3526	DCAF7	SKP1	predicted	-	0.64
3527	DCAF7	TCP1	complex; input	-	1
3528	DCAF7	UBE2M	complex; input	-	1
3529	DCAF7	VCP	predicted	-	0.64
3530	DCAF7	XPO1	predicted	-	0.73
3531	DCC	NCK1	PPrel: binding/association; complex; input	-	1
3532	DCC	PTPN11	complex; input	-	1
3533	DCC	SRC	PPrel: activated by, phosphorylation; catalyzed by; complex; input	<-	1
3534	DCLRE1C	H2AFX	activated by; complex; input	<-	1
3535	DCP1A	EDC3	complex	-	1
3536	DCP1A	RPL13	input	-	1
3537	DCP1A	SMG1	input	-	1
3538	DCP1B	EDC3	complex	-	1
3539	DCP2	EDC3	complex; predicted	-	1
3540	DCP2	PARN	complex; input	-	1
3541	DCTN1	DCTN5	complex; input	-	1
3542	DCTN1	HLA-DPB1	input	-	1
3543	DCTN1	HLA-DRA	input	-	1
3544	DCTN1	HLA-DRB5	input	-	1
3545	DCTN1	MAPRE2	predicted	-	0.54
3546	DCTN2	DCTN5	complex; input; predicted	-	1
3547	DCTN2	HLA-DPB1	input	-	1
3548	DCTN2	HLA-DRA	input	-	1
3549	DCTN2	HLA-DRB5	input	-	1
3550	DCTN3	DCTN5	complex; input	-	1
3551	DCTN3	HLA-DPB1	input	-	1
3552	DCTN3	HLA-DRA	input	-	1
3553	DCTN3	HLA-DRB5	input	-	1
3554	DCTN4	DCTN5	complex; input	-	1
3555	DCTN4	HLA-DPB1	input	-	1
3556	DCTN4	HLA-DRA	input	-	1
3557	DCTN4	HLA-DRB5	input	-	1
3558	DCTN5	DCTN6	complex; input	-	1
3559	DCTN5	DYNC1H1	complex; input	-	1
3560	DCTN5	DYNC1I1	complex; input	-	1
3561	DCTN5	DYNC1I2	complex; input	-	1
3562	DCTN5	DYNC1LI1	complex; input	-	1
3563	DCTN5	DYNC1LI2	complex; input	-	1
3564	DCTN5	DYNLL1	complex; input	-	1
3565	DCTN5	DYNLL2	complex; input	-	1
3566	DCTN5	FKBP4	activate	->	1
3567	DCTN5	FOLR1	complex; input	-	1
3568	DCTN5	GALNT1	complex; input	-	1
3569	DCTN5	GALNT2	complex; input	-	1
3570	DCTN5	GOLGA2	input	-	1
3571	DCTN5	GOLGB1	input	-	1
3572	DCTN5	GORASP1	input	-	1
3573	DCTN5	HLA-DPA1	input	-	1
3574	DCTN5	HLA-DPB1	input	-	1
3575	DCTN5	HLA-DQA1	input	-	1
3576	DCTN5	HLA-DQA2	input	-	1
