	Gene1	Gene2	Annotation	Direction	Score	edge
43660	CBL	HCK	activated by	<-	1	CBL_HCK
43671	CBL	HSPA5	predicted	-	0.64	CBL_HSPA5
43774	CBL	SH3KBP1	activate; complex; input; predicted	->	1	CBL_SH3KBP1
43838	CBLB	CRK	predicted	-	0.77	CBLB_CRK
43879	CBLB	SH3KBP1	complex	-	1	CBLB_SH3KBP1
43912	CBLC	SH3KBP1	complex	-	1	CBLC_SH3KBP1
43972	CBSL	USF2	expression regulated by	<-	1	CBSL_USF2
44097	CBX3	POLR1C	activate	->	1	CBX3_POLR1C
44296	CBX8	KAT5	predicted	-	0.64	CBX8_KAT5
44304	CBX8	NOP2	predicted	-	0.64	CBX8_NOP2
44451	CCAR1	CLP1	complex; input	-	1	CCAR1_CLP1
44456	CCAR1	CPSF7	complex; input	-	1	CCAR1_CPSF7
44491	CCAR1	HNRNPA3	complex; input	-	1	CCAR1_HNRNPA3
44551	CCAR1	PRPF4	complex; input	-	1	CCAR1_PRPF4
44575	CCAR1	SMNDC1	complex; input	-	1	CCAR1_SMNDC1
44578	CCAR1	SNRNP40	complex; input	-	1	CCAR1_SNRNP40
44593	CCAR1	SNW1	complex; input	-	1	CCAR1_SNW1
44602	CCAR1	SRSF4	complex; input	-	1	CCAR1_SRSF4
44604	CCAR1	SRSF6	complex; input	-	1	CCAR1_SRSF6
44608	CCAR1	SYF2	complex; input	-	1	CCAR1_SYF2
44671	CCAR2	ZNF326	predicted	-	0.64	CCAR2_ZNF326
44674	CCDC12	CRNKL1	predicted	-	0.78	CCDC12_CRNKL1
44690	CCDC22	CCDC93	predicted	-	0.99	CCDC22_CCDC93
44691	CCDC22	CCNF	catalyze; catalyzed by; complex; input	<->	1	CCDC22_CCNF
44692	CCDC22	CISH	complex; input	-	1	CCDC22_CISH
44693	CCDC22	COMMD1	catalyze; catalyzed by; complex; input	<->	1	CCDC22_COMMD1
44694	CCDC22	COMMD2	predicted	-	0.78	CCDC22_COMMD2
44695	CCDC22	COP1	complex; input	-	1	CCDC22_COP1
44696	CCDC22	COPS2	catalyzed by	<-	1	CCDC22_COPS2
44697	CCDC22	COPS3	catalyzed by	<-	1	CCDC22_COPS3
44698	CCDC22	COPS4	catalyzed by	<-	1	CCDC22_COPS4
44699	CCDC22	COPS5	catalyzed by	<-	1	CCDC22_COPS5
44700	CCDC22	COPS6	catalyzed by	<-	1	CCDC22_COPS6
44701	CCDC22	COPS7A	catalyzed by	<-	1	CCDC22_COPS7A
44702	CCDC22	COPS7B	catalyzed by	<-	1	CCDC22_COPS7B
44703	CCDC22	COPS8	catalyzed by	<-	1	CCDC22_COPS8
44704	CCDC22	CPNE1	predicted	-	0.77	CCDC22_CPNE1
44705	CCDC22	CPNE4	predicted	-	0.77	CCDC22_CPNE4
44707	CCDC22	CUL2	catalyze; catalyzed by; complex; input	<->	1	CCDC22_CUL2
44708	CCDC22	CUL3	complex; input	-	1	CCDC22_CUL3
44709	CCDC22	CUL4A	complex; input	-	1	CCDC22_CUL4A
44710	CCDC22	CUL4B	complex; input	-	1	CCDC22_CUL4B
44711	CCDC22	CUL5	complex; input	-	1	CCDC22_CUL5
44712	CCDC22	DCAF10	complex; input	-	1	CCDC22_DCAF10
44713	CCDC22	DCAF11	complex; input	-	1	CCDC22_DCAF11
44714	CCDC22	DCAF13	complex; input	-	1	CCDC22_DCAF13
44715	CCDC22	DCAF16	complex; input	-	1	CCDC22_DCAF16
44716	CCDC22	DCAF17	complex; input	-	1	CCDC22_DCAF17
44717	CCDC22	DCAF4	complex; input	-	1	CCDC22_DCAF4
44718	CCDC22	DCAF5	complex; input	-	1	CCDC22_DCAF5
44719	CCDC22	DCAF6	complex; input	-	1	CCDC22_DCAF6
44721	CCDC22	DCAF8	complex; input	-	1	CCDC22_DCAF8
44722	CCDC22	DCUN1D1	catalyze; catalyzed by; complex; inhibit; input	<-	1	CCDC22_DCUN1D1
44723	CCDC22	DCUN1D3	catalyze; catalyzed by; complex; input	<->	1	CCDC22_DCUN1D3
44724	CCDC22	DDA1	complex; input	-	1	CCDC22_DDA1
44725	CCDC22	DDB1	complex; input	-	1	CCDC22_DDB1
44726	CCDC22	DDB2	complex; input	-	1	CCDC22_DDB2
44727	CCDC22	DTL	complex; input	-	1	CCDC22_DTL
44728	CCDC22	ELOB	catalyze; catalyzed by; complex; input	<->	1	CCDC22_ELOB
44729	CCDC22	ELOC	catalyze; catalyzed by; complex; input	<->	1	CCDC22_ELOC
44730	CCDC22	EPAS1	catalyze; catalyzed by; complex; inhibit; input	<-	1	CCDC22_EPAS1
44731	CCDC22	ERCC8	complex; input	-	1	CCDC22_ERCC8
44732	CCDC22	EXOC7	predicted	-	0.56	CCDC22_EXOC7
44733	CCDC22	FBXL12	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL12
44734	CCDC22	FBXL13	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL13
44735	CCDC22	FBXL14	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL14
44736	CCDC22	FBXL15	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL15
44737	CCDC22	FBXL16	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL16
44738	CCDC22	FBXL18	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL18
44739	CCDC22	FBXL19	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL19
44740	CCDC22	FBXL20	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL20
44741	CCDC22	FBXL21P	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL21P
44742	CCDC22	FBXL22	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL22
44743	CCDC22	FBXL3	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL3
44744	CCDC22	FBXL4	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL4
44745	CCDC22	FBXL5	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL5
44746	CCDC22	FBXL7	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL7
44747	CCDC22	FBXL8	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXL8
44748	CCDC22	FBXO10	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO10
44749	CCDC22	FBXO11	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO11
44750	CCDC22	FBXO15	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO15
44751	CCDC22	FBXO17	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO17
44752	CCDC22	FBXO2	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO2
44753	CCDC22	FBXO21	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO21
44754	CCDC22	FBXO22	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO22
44755	CCDC22	FBXO27	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO27
44756	CCDC22	FBXO30	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO30
44757	CCDC22	FBXO31	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO31
44758	CCDC22	FBXO32	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO32
44759	CCDC22	FBXO4	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO4
44760	CCDC22	FBXO40	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO40
44761	CCDC22	FBXO41	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO41
44762	CCDC22	FBXO44	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO44
44763	CCDC22	FBXO6	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO6
44764	CCDC22	FBXO7	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO7
44765	CCDC22	FBXO9	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXO9
44766	CCDC22	FBXW10	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXW10
44767	CCDC22	FBXW11	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXW11
44768	CCDC22	FBXW12	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXW12
44769	CCDC22	FBXW2	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXW2
44770	CCDC22	FBXW4	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXW4
44771	CCDC22	FBXW5	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXW5
44772	CCDC22	FBXW7	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXW7
44773	CCDC22	FBXW8	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXW8
44774	CCDC22	FBXW9	catalyze; catalyzed by; complex; input	<->	1	CCDC22_FBXW9
44775	CCDC22	FEM1A	complex; input	-	1	CCDC22_FEM1A
44776	CCDC22	FEM1B	complex; input	-	1	CCDC22_FEM1B
44777	CCDC22	FEM1C	complex; input	-	1	CCDC22_FEM1C
44778	CCDC22	GAN	complex; input	-	1	CCDC22_GAN
44779	CCDC22	GPS1	catalyzed by	<-	1	CCDC22_GPS1
44780	CCDC22	HIF1A	catalyze; catalyzed by; complex; inhibit; input	<-	1	CCDC22_HIF1A
44781	CCDC22	HIF3A	catalyze; catalyzed by; complex; inhibit; input	<-	1	CCDC22_HIF3A
44782	CCDC22	KBTBD13	complex; input	-	1	CCDC22_KBTBD13
44783	CCDC22	KBTBD6	complex; input	-	1	CCDC22_KBTBD6
44784	CCDC22	KBTBD7	complex; input	-	1	CCDC22_KBTBD7
44785	CCDC22	KBTBD8	complex; input	-	1	CCDC22_KBTBD8
44786	CCDC22	KCTD6	complex; input	-	1	CCDC22_KCTD6
44787	CCDC22	KCTD7	complex; input	-	1	CCDC22_KCTD7
44788	CCDC22	KEAP1	complex; input	-	1	CCDC22_KEAP1
44789	CCDC22	KLHL11	complex; input	-	1	CCDC22_KLHL11
44790	CCDC22	KLHL13	complex; input	-	1	CCDC22_KLHL13
44791	CCDC22	KLHL2	complex; input	-	1	CCDC22_KLHL2
44792	CCDC22	KLHL20	complex; input	-	1	CCDC22_KLHL20
44793	CCDC22	KLHL21	complex; input	-	1	CCDC22_KLHL21
44794	CCDC22	KLHL22	complex; input	-	1	CCDC22_KLHL22
44795	CCDC22	KLHL25	complex; input	-	1	CCDC22_KLHL25
44796	CCDC22	KLHL3	complex; input	-	1	CCDC22_KLHL3
44797	CCDC22	KLHL41	complex; input	-	1	CCDC22_KLHL41
44798	CCDC22	KLHL42	complex; input	-	1	CCDC22_KLHL42
44799	CCDC22	KLHL5	complex; input	-	1	CCDC22_KLHL5
44800	CCDC22	KLHL9	complex; input	-	1	CCDC22_KLHL9
44801	CCDC22	LMO7	catalyze; catalyzed by; complex; input	<->	1	CCDC22_LMO7
44802	CCDC22	LRR1	complex; input	-	1	CCDC22_LRR1
44803	CCDC22	LRRC41	complex; input	-	1	CCDC22_LRRC41
44804	CCDC22	NEDD8	catalyze; catalyzed by; complex; inhibit; input	<-	1	CCDC22_NEDD8
44805	CCDC22	NEURL2	complex; input	-	1	CCDC22_NEURL2
44806	CCDC22	RBBP5	complex; input	-	1	CCDC22_RBBP5
44807	CCDC22	RBBP7	complex; input	-	1	CCDC22_RBBP7
44808	CCDC22	RBX1	catalyze; catalyzed by; complex; input	<->	1	CCDC22_RBX1
44809	CCDC22	RNF7	complex; input	-	1	CCDC22_RNF7
44810	CCDC22	RPS27A	catalyze; complex; inhibit; input	-	1	CCDC22_RPS27A
44811	CCDC22	SKP1	catalyze; catalyzed by; complex; input	<->	1	CCDC22_SKP1
44812	CCDC22	SKP2	catalyze; catalyzed by; complex; input	<->	1	CCDC22_SKP2
44813	CCDC22	SOCS2	complex; input	-	1	CCDC22_SOCS2
44814	CCDC22	SOCS3	complex; input	-	1	CCDC22_SOCS3
44815	CCDC22	SOCS5	complex; input	-	1	CCDC22_SOCS5
44816	CCDC22	SOCS6	complex; input	-	1	CCDC22_SOCS6
44817	CCDC22	SPSB1	complex; input	-	1	CCDC22_SPSB1
44818	CCDC22	SPSB2	complex; input	-	1	CCDC22_SPSB2
44819	CCDC22	SPSB3	complex; input	-	1	CCDC22_SPSB3
44820	CCDC22	SPSB4	complex; input	-	1	CCDC22_SPSB4
44821	CCDC22	TRIM25	predicted	-	0.64	CCDC22_TRIM25
44822	CCDC22	TULP4	complex; input	-	1	CCDC22_TULP4
44823	CCDC22	UBA52	catalyze; complex; inhibit; input	-	1	CCDC22_UBA52
44824	CCDC22	UBB	catalyze; complex; inhibit; input	-	1	CCDC22_UBB
44825	CCDC22	UBC	catalyze; complex; inhibit; input	-	1	CCDC22_UBC
44826	CCDC22	UBE2D1	catalyze; inhibit; input	-	1	CCDC22_UBE2D1
44827	CCDC22	UBE2D2	catalyze; inhibit; input	-	1	CCDC22_UBE2D2
44828	CCDC22	UBE2D3	catalyze; inhibit; input	-	1	CCDC22_UBE2D3
44829	CCDC22	UBE2F	complex; input	-	1	CCDC22_UBE2F
44830	CCDC22	UBE2M	catalyze; catalyzed by; complex; inhibit; input	<-	1	CCDC22_UBE2M
44831	CCDC22	UBXN7	complex; input; reaction	-	1	CCDC22_UBXN7
44832	CCDC22	VHL	catalyze; catalyzed by; complex; input	<->	1	CCDC22_VHL
44833	CCDC22	VPS35L	predicted	-	0.64	CCDC22_VPS35L
44834	CCDC22	WASHC1	predicted	-	0.64	CCDC22_WASHC1
44835	CCDC22	WASHC2C	predicted	-	0.64	CCDC22_WASHC2C
44836	CCDC22	WASHC3	predicted	-	0.56	CCDC22_WASHC3
44837	CCDC22	WDR5	complex; input	-	1	CCDC22_WDR5
44838	CCDC22	WDTC1	complex; input	-	1	CCDC22_WDTC1
44839	CCDC22	WSB1	complex; input	-	1	CCDC22_WSB1
44840	CCDC22	WSB2	complex; input	-	1	CCDC22_WSB2
44841	CCDC22	ZBTB16	complex; input	-	1	CCDC22_ZBTB16
44897	CCDC88A	HTT	predicted	-	0.64	CCDC88A_HTT
44922	CCK	GNAQ	complex; input	-	1	CCK_GNAQ
44934	CCKAR	GNAQ	PPrel: activation; complex; input	->	1	CCKAR_GNAQ
44945	CCKBR	GNAQ	PPrel: activation; complex; input	->	1	CCKBR_GNAQ
44970	CCL1	GNAI2	complex; input	-	1	CCL1_GNAI2
45019	CCL11	GNAI2	input	-	1	CCL11_GNAI2
45020	CCL11	GNAQ	complex; reaction	-	1	CCL11_GNAQ
45021	CCL11	GNAS	complex; reaction	-	1	CCL11_GNAS
45026	CCL11	HCK	complex; reaction	-	1	CCL11_HCK
45077	CCL13	GNAI2	complex; input	-	1	CCL13_GNAI2
45117	CCL14	ELANE	predicted	-	0.64	CCL14_ELANE
45209	CCL16	GNAI2	complex; input	-	1	CCL16_GNAI2
45317	CCL19	GNAI2	complex; input	-	1	CCL19_GNAI2
45411	CCL20	GNAI2	complex; input	-	1	CCL20_GNAI2
45457	CCL21	GNAI2	complex; input	-	1	CCL21_GNAI2
45538	CCL23	GNAI2	complex; input	-	1	CCL23_GNAI2
45540	CCL23	GNAQ	complex; input	-	1	CCL23_GNAQ
45612	CCL25	GNAI2	complex; input	-	1	CCL25_GNAI2
45681	CCL27	GNAI2	complex; input	-	1	CCL27_GNAI2
45713	CCL28	GNAI2	complex; input	-	1	CCL28_GNAI2
45822	CCL4	GNAI2	complex; input	-	1	CCL4_GNAI2
45824	CCL4	GNAQ	complex; input	-	1	CCL4_GNAQ
45825	CCL4	GNAS	complex; input	-	1	CCL4_GNAS
45833	CCL4	HCK	complex; input	-	1	CCL4_HCK
45924	CCL5	GNAI2	complex; input	-	1	CCL5_GNAI2
46054	CCN1	ITGAM	complex; input	-	1	CCN1_ITGAM
46078	CCN2	ITGAM	complex; input	-	1	CCN2_ITGAM
46214	CCNB1	CENPC	catalyze	->	1	CCNB1_CENPC
46291	CCNB1	NDC1	catalyze	->	1	CCNB1_NDC1
46355	CCNB1	RUNX2	catalyze	->	1	CCNB1_RUNX2
46387	CCNB1	USF2	expression regulated by	<-	1	CCNB1_USF2
46419	CCNB2	CENPC	catalyze	->	1	CCNB2_CENPC
46481	CCNB2	NDC1	catalyze	->	1	CCNB2_NDC1
46654	CCNC	SNW1	complex; input	-	1	CCNC_SNW1
46839	CCND1	RALA	predicted	-	0.99	CCND1_RALA
46840	CCND1	RALB	predicted	-	0.54	CCND1_RALB
46847	CCND1	RUNX2	catalyze	->	1	CCND1_RUNX2
46856	CCND1	SNW1	reaction	-	1	CCND1_SNW1
46859	CCND1	SP3	expression regulated by	<-	1	CCND1_SP3
46955	CCND2	USF2	expression regulated by	<-	1	CCND2_USF2
47297	CCNF	DCUN1D1	catalyze; catalyzed by; complex; inhibit; input	<-	1	CCNF_DCUN1D1
47347	CCNF	HUWE1	catalyze; catalyzed by; input	<->	1	CCNF_HUWE1
47417	CCNH	CDK12	complex; input	-	1	CCNH_CDK12
47439	CCNH	DDB2	complex; input	-	1	CCNH_DDB2
47507	CCNH	POLR1C	complex; input	-	1	CCNH_POLR1C
47534	CCNH	RNGTT	complex; input	-	1	CCNH_RNGTT
47541	CCNH	RTF1	complex; input	-	1	CCNH_RTF1
47599	CCNK	CDK12	complex; input	-	1	CCNK_CDK12
47642	CCNK	INTS12	catalyze; complex; input	->	1	CCNK_INTS12
47695	CCNK	RTF1	complex; input	-	1	CCNK_RTF1
47751	CCNT1	CDK12	complex; input	-	1	CCNT1_CDK12
47790	CCNT1	INTS12	catalyze; complex; input	->	1	CCNT1_INTS12
47840	CCNT1	RTF1	complex; input	-	1	CCNT1_RTF1
47867	CCNT1	USF2	expression regulated by	<-	1	CCNT1_USF2
47872	CCNT2	CDK12	complex; input	-	1	CCNT2_CDK12
47915	CCNT2	INTS12	catalyze; complex; input	->	1	CCNT2_INTS12
47984	CCNT2	RTF1	complex; input	-	1	CCNT2_RTF1
48167	CCR1	GNAI2	PPrel: activation; complex; input	->	1	CCR1_GNAI2
48231	CCR10	GNAI2	PPrel: activation; complex; input	->	1	CCR10_GNAI2
48294	CCR2	GNAI2	PPrel: activation; complex; input	->	1	CCR2_GNAI2
48358	CCR3	GNAI2	PPrel: activation; complex; input	->	1	CCR3_GNAI2
48360	CCR3	GNAQ	complex	-	1	CCR3_GNAQ
48361	CCR3	GNAS	complex	-	1	CCR3_GNAS
48420	CCR4	GNAI2	PPrel: activation; complex; input	->	1	CCR4_GNAI2
48482	CCR5	GNAI2	PPrel: activation; complex; input	->	1	CCR5_GNAI2
48485	CCR5	GNAQ	PPrel: activation; complex	->	1	CCR5_GNAQ
48486	CCR5	GNAS	complex	-	1	CCR5_GNAS
48569	CCR6	GNAI2	PPrel: activation; complex; input	->	1	CCR6_GNAI2
48627	CCR7	GNAI2	PPrel: activation; complex; input	->	1	CCR7_GNAI2
48690	CCR8	GNAI2	PPrel: activation; complex; input	->	1	CCR8_GNAI2
48742	CCR9	GNAI2	PPrel: activation; complex; input	->	1	CCR9_GNAI2
48822	CCT2	HUWE1	predicted	-	0.73	CCT2_HUWE1
48885	CCT3	EIF2B2	predicted	-	0.73	CCT3_EIF2B2
48910	CCT3	HUWE1	predicted	-	0.73	CCT3_HUWE1
48946	CCT3	SNW1	predicted	-	0.73	CCT3_SNW1
48949	CCT3	STOM	predicted	-	0.78	CCT3_STOM
49003	CCT4	HUWE1	predicted	-	0.73	CCT4_HUWE1
49078	CCT5	HUWE1	predicted	-	0.73	CCT5_HUWE1
49102	CCT5	TBK1	predicted	-	0.64	CCT5_TBK1
49193	CCT6B	HSPA5	predicted	-	0.5	CCT6B_HSPA5
49286	CCT8	HUWE1	predicted	-	0.73	CCT8_HUWE1
49320	CCT8	STOM	predicted	-	0.78	CCT8_STOM
49412	CD14	ITGAM	complex; input	-	1	CD14_ITGAM
49436	CD14	SP3	expression regulated by	<-	1	CD14_SP3
49442	CD14	TBK1	complex; input	-	1	CD14_TBK1
49447	CD14	TLR2	PPrel: activation; activate; complex; input	->	1	CD14_TLR2
49455	CD14	TOLLIP	complex; input	-	1	CD14_TOLLIP
49479	CD163	HP	complex; input	-	1	CD163_HP
49500	CD177	PRTN3	complex	-	1	CD177_PRTN3
49706	CD2	CD58	PPrel: activated by; PPrel: binding/association; complex; input	<-	1	CD2_CD58
49732	CD2	SH3KBP1	predicted	-	0.64	CD2_SH3KBP1
49742	CD209	ITGAM	predicted	-	0.64	CD209_ITGAM
50129	CD28	CDC42	catalyze	->	1	CD28_CDC42
50205	CD2BP2	CLP1	complex; input	-	1	CD2BP2_CLP1
50210	CD2BP2	CPSF7	complex; input	-	1	CD2BP2_CPSF7
50243	CD2BP2	HNRNPA3	complex; input	-	1	CD2BP2_HNRNPA3
50299	CD2BP2	PRPF4	complex; input	-	1	CD2BP2_PRPF4
50323	CD2BP2	SMNDC1	complex; input	-	1	CD2BP2_SMNDC1
50326	CD2BP2	SNRNP40	complex; input	-	1	CD2BP2_SNRNP40
50341	CD2BP2	SNW1	complex; input	-	1	CD2BP2_SNW1
50350	CD2BP2	SRSF4	complex; input	-	1	CD2BP2_SRSF4
50352	CD2BP2	SRSF6	complex; input	-	1	CD2BP2_SRSF6
50356	CD2BP2	SYF2	complex; input	-	1	CD2BP2_SYF2
50442	CD36	TLR2	complex; input	-	1	CD36_TLR2
50522	CD3D	GNAI2	inhibited by	|-	1	CD3D_GNAI2
50640	CD3E	GNAI2	inhibited by	|-	1	CD3E_GNAI2
50748	CD3EAP	POLR1C	complex; input	-	1	CD3EAP_POLR1C
50779	CD3G	CRK	complex; input	-	1	CD3G_CRK
50803	CD3G	GNAI2	inhibited by	|-	1	CD3G_GNAI2
50810	CD3G	HCK	catalyzed by	<-	1	CD3G_HCK
51045	CD4	GNAI2	inhibited by	|-	1	CD4_GNAI2
51195	CD40	ELANE	predicted	-	0.64	CD40_ELANE
51264	CD40	SP3	predicted	-	0.54	CD40_SP3
51298	CD40LG	ITGAM	complex; input	-	1	CD40LG_ITGAM
51387	CD44	CDC42	PPrel: binding/association	-	1	CD44_CDC42
51436	CD44	MMP9	complex; input	-	1	CD44_MMP9
51456	CD44	TLR2	predicted	-	0.64	CD44_TLR2
51493	CD47	SIRPA	complex; input	-	1	CD47_SIRPA
51547	CD52	NCF4	predicted	-	0.98	CD52_NCF4
51554	CD53	CYBB	predicted	-	0.59	CD53_CYBB
51586	CD55	COG4	complex; input	-	1	CD55_COG4
51621	CD55	RAB1B	complex; input	-	1	CD55_RAB1B
51629	CD55	STX5	complex; input	-	1	CD55_STX5
51638	CD58	EGFR	predicted	-	0.64	CD58_EGFR
51639	CD58	JUN	GErel: expression by	<-	1	CD58_JUN
51640	CD58	NFKB1	GErel: expression by	<-	1	CD58_NFKB1
51641	CD58	NFKB2	GErel: expression by	<-	1	CD58_NFKB2
51642	CD58	RELA	GErel: expression by	<-	1	CD58_RELA
51643	CD58	RELB	GErel: expression by	<-	1	CD58_RELB
51729	CD63	EGFR	PPrel: indirect effect	-	1	CD63_EGFR
51730	CD63	ITGB1	predicted	-	0.64	CD63_ITGB1
51731	CD63	LGALS3	predicted	-	0.58	CD63_LGALS3
51732	CD63	SRF	predicted	-	0.64	CD63_SRF
51733	CD63	TSC1	predicted	-	0.64	CD63_TSC1
51925	CD79A	SH3KBP1	catalyze; catalyzed by; complex; input	<->	1	CD79A_SH3KBP1
52022	CD79B	SH3KBP1	catalyze; catalyzed by; complex; input	<->	1	CD79B_SH3KBP1
52033	CD80	CDC42	catalyze	->	1	CD80_CDC42
52094	CD83	SP3	expression regulated by	<-	1	CD83_SP3
52108	CD86	CDC42	catalyze	->	1	CD86_CDC42
52429	CDC20	CDC42	complex; input; reaction	-	1	CDC20_CDC42
52437	CDC20	CENPC	complex; input	-	1	CDC20_CENPC
52491	CDC20	HUWE1	predicted	-	0.64	CDC20_HUWE1
52732	CDC23	SNW1	predicted	-	0.73	CDC23_SNW1
52863	CDC25C	PKN1	complex; input	-	1	CDC25C_PKN1
53172	CDC40	CHTOP	complex; input	-	1	CDC40_CHTOP
53173	CDC40	CLP1	catalyzed by; complex; input	<-	1	CDC40_CLP1
53178	CDC40	CPSF7	catalyzed by; complex; input	<-	1	CDC40_CPSF7
53214	CDC40	HNRNPA3	complex; input	-	1	CDC40_HNRNPA3
53239	CDC40	NDC1	activated by; input	<-	1	CDC40_NDC1
53298	CDC40	PRPF4	complex; input	-	1	CDC40_PRPF4
53312	CDC40	SARNP	complex; input	-	1	CDC40_SARNP
53327	CDC40	SMNDC1	complex; input	-	1	CDC40_SMNDC1
53331	CDC40	SNRNP40	complex; input	-	1	CDC40_SNRNP40
53346	CDC40	SNW1	complex; input; predicted	-	1	CDC40_SNW1
53354	CDC40	SRSF4	complex; input	-	1	CDC40_SRSF4
53356	CDC40	SRSF6	complex; input	-	1	CDC40_SRSF6
53360	CDC40	SYF2	complex; input	-	1	CDC40_SYF2
53384	CDC42	CDC42BPA	activate	->	1	CDC42_CDC42BPA
53385	CDC42	CDC42EP4	predicted	-	0.97	CDC42_CDC42EP4
53386	CDC42	CDC42EP5	predicted	-	0.97	CDC42_CDC42EP5
53387	CDC42	CDCA8	complex; input; reaction	-	1	CDC42_CDCA8
53388	CDC42	CDH1	inhibite	-|	1	CDC42_CDH1
53389	CDC42	CDH15	complex; input	-	1	CDC42_CDH15
53390	CDC42	CDH2	complex; inhibited by; input	|-	1	CDC42_CDH2
53391	CDC42	CDK4	activate	->	1	CDC42_CDK4
53392	CDC42	CDON	complex; input	-	1	CDC42_CDON
53393	CDC42	CENPA	complex; input; reaction	-	1	CDC42_CENPA
53394	CDC42	CENPC	complex; input; reaction	-	1	CDC42_CENPC
53395	CDC42	CENPE	complex; input; reaction	-	1	CDC42_CENPE
53396	CDC42	CENPF	complex; input; reaction	-	1	CDC42_CENPF
53397	CDC42	CENPH	complex; input; reaction	-	1	CDC42_CENPH
53398	CDC42	CENPI	complex; input; reaction	-	1	CDC42_CENPI
53399	CDC42	CENPK	complex; input; reaction	-	1	CDC42_CENPK
53400	CDC42	CENPL	complex; input; reaction	-	1	CDC42_CENPL
53401	CDC42	CENPM	complex; input; reaction	-	1	CDC42_CENPM
53402	CDC42	CENPN	complex; input; reaction	-	1	CDC42_CENPN
53403	CDC42	CENPO	complex; input; reaction	-	1	CDC42_CENPO
53404	CDC42	CENPP	complex; input; reaction	-	1	CDC42_CENPP
53405	CDC42	CENPQ	complex; input; reaction	-	1	CDC42_CENPQ
53406	CDC42	CENPS	complex; input; reaction	-	1	CDC42_CENPS
53407	CDC42	CENPT	complex; input; reaction	-	1	CDC42_CENPT
53408	CDC42	CENPU	complex; input; reaction	-	1	CDC42_CENPU
53409	CDC42	CHN1	catalyzed by	<-	1	CDC42_CHN1
53410	CDC42	CHN2	catalyzed by	<-	1	CDC42_CHN2
53412	CDC42	CLASP1	complex; input; reaction	-	1	CDC42_CLASP1
53413	CDC42	CLASP2	complex; input; reaction	-	1	CDC42_CLASP2
53414	CDC42	CLIP1	complex; input; reaction	-	1	CDC42_CLIP1
53415	CDC42	CRK	PPrel: activated, indirect effect	<-	1	CDC42_CRK
53416	CDC42	CRKL	PPrel: activated, indirect effect	<-	1	CDC42_CRKL
53417	CDC42	CSNK1A1	activate	->	1	CDC42_CSNK1A1
53418	CDC42	CTNNA1	complex; inhibite; inhibited by; input	|-|	1	CDC42_CTNNA1
53419	CDC42	CTNNA2	complex; input	-	1	CDC42_CTNNA2
53420	CDC42	CTNNB1	complex; inhibite; inhibited by; input	|-|	1	CDC42_CTNNB1
53421	CDC42	CTNND1	PPrel: activated by; inhibite; inhibited by	-|	1	CDC42_CTNND1
53422	CDC42	CXCL12	activated by	<-	1	CDC42_CXCL12
53423	CDC42	CXCR4	activated by	<-	1	CDC42_CXCR4
