	Gene1	Gene2	Annotation	Direction	Score
3383	CDC42	S1PR4	activated by	<-	1
3384	CDC42	SCRIB	predicted	-	0.97
3385	CDC42	SEC13	complex; input; reaction	-	1
3386	CDC42	SEH1L	complex; input; reaction	-	1
3387	CDC42	SEPTIN2	inhibit	-|	1
3388	CDC42	SGO1	complex; input; reaction	-	1
3389	CDC42	SGO2	complex; input; reaction	-	1
3390	CDC42	SH3GL2	complex; input	-	1
3391	CDC42	SH3KBP1	complex; input	-	1
3392	CDC42	SKA1	complex; input; reaction	-	1
3393	CDC42	SKA2	complex; input; reaction	-	1
3394	CDC42	SLIT2	catalyzed by	<-	1
3395	CDC42	SOS1	catalyzed by	<-	1
3396	CDC42	SOS2	catalyzed by	<-	1
3397	CDC42	SPAG9	complex; input	-	1
3398	CDC42	SPATA13	activated by	<-	1
3399	CDC42	SPC24	complex; input; reaction	-	1
3400	CDC42	SPC25	complex; input; reaction	-	1
3401	CDC42	SPDL1	complex; input; reaction	-	1
3402	CDC42	SPI1	predicted	-	0.54
3403	CDC42	SRC	PPrel: activated by; PPrel: indirect effect; catalyzed by; complex; input; reaction	<-	1
3404	CDC42	SRGAP1	PPrel: inhibited by; catalyzed by	-	1
3405	CDC42	SRGAP2	PPrel: inhibited by; catalyzed by	-	1
3406	CDC42	SRGAP3	PPrel: inhibited by; catalyzed by	-	1
3407	CDC42	STARD13	catalyzed by	<-	1
3408	CDC42	STARD8	catalyzed by	<-	1
3409	CDC42	SYDE1	catalyzed by	<-	1
3410	CDC42	SYDE2	catalyzed by	<-	1
3411	CDC42	TAGAP	catalyzed by	<-	1
3412	CDC42	TAOK1	complex; input; reaction	-	1
3413	CDC42	TGFA	complex; input	-	1
3414	CDC42	TIAM1	PPrel: activation; activate; catalyzed by	<->	1
3415	CDC42	TIAM2	catalyzed by	<-	1
3416	CDC42	TNFAIP8	activate	->	1
3417	CDC42	TNK2	complex; input	-	1
3418	CDC42	TRIO	catalyzed by; complex; input	<-	1
3419	CDC42	TRIP10	catalyzed by	<-	1
3420	CDC42	TUBA1A	PPrel: activated by	<-	1
3421	CDC42	TUBA1B	PPrel: activated by	<-	1
3422	CDC42	TUBA1C	PPrel: activated by	<-	1
3423	CDC42	TUBA3D	PPrel: activated by	<-	1
3424	CDC42	TUBA3E	PPrel: activated by	<-	1
3425	CDC42	TUBA4A	PPrel: activated by	<-	1
3426	CDC42	TUBA8	PPrel: activated by	<-	1
3427	CDC42	TUBAL3	PPrel: activated by	<-	1
3428	CDC42	UBA52	catalyze; complex; input	->	1
3429	CDC42	UBB	catalyze; complex; input	->	1
3430	CDC42	UBC	catalyze; complex; input	->	1
3431	CDC42	VAMP2	predicted	-	0.54
3432	CDC42	VASP	PPrel: activation	->	1
3433	CDC42	VAV1	PPrel: activated by; PPrel: activated, indirect effect; activated by; catalyzed by	<-	1
3434	CDC42	VAV2	PPrel: activated by; PPrel: activated, indirect effect; activate; activated by; catalyzed by	<->	1
3435	CDC42	VAV3	PPrel: activated by; PPrel: activated, indirect effect; activated by; catalyzed by	<-	1
3436	CDC42	VEGFA	activated by; complex; input	<-	1
3437	CDC42	WAS	PPrel: activation; complex; input	->	1
3438	CDC42	WASL	PPrel: activation; PPrel: binding/association; activate; activated by; catalyzed by; complex; input	<->	1
3439	CDC42	WHAMM	PPrel: activation	->	1
3440	CDC42	WIPF1	complex; input	-	1
3441	CDC42	WIPF2	complex; input	-	1
3442	CDC42	WIPF3	complex; input	-	1
3443	CDC42	XPO1	complex; input; reaction	-	1
3444	CDC42	YES1	activated by; reaction	<-	1
3445	CDC42	ZW10	complex; input; reaction	-	1
3446	CDC42	ZWILCH	complex; input; reaction	-	1
3447	CDC42	ZWINT	complex; input; reaction	-	1
3448	CDC45	GINS3	complex; input; predicted	-	1
3449	CDC5L	CLP1	complex; input	-	1
3450	CDC5L	CSTF1	complex; input	-	1
3451	CDC5L	DDX17	predicted	-	0.64
3452	CDC5L	DDX39A	predicted	-	0.64
3453	CDC5L	FIP1L1	complex; input	-	1
3454	CDC5L	NOP2	predicted	-	0.78
3455	CDC5L	PQBP1	complex	-	1
3456	CDC5L	PRCC	complex; input	-	1
3457	CDC5L	PRKDC	predicted	-	0.64
3458	CDC5L	SMNDC1	complex; input	-	1
3459	CDC5L	SNRNP40	complex; input	-	1
3460	CDC5L	SRSF4	complex; input	-	1
3461	CDC5L	SRSF6	complex; input	-	1
3462	CDC5L	UPF3B	complex; input	-	1
3463	CDC6	HUWE1	predicted	-	0.73
3464	CDC6	PSMC5	catalyzed by	<-	1
3465	CDC73	CDK12	predicted	-	0.64
3466	CDC73	FIP1L1	predicted	-	0.64
3467	CDC73	HSPA9	predicted	-	0.99
3468	CDC73	PRKDC	predicted	-	0.64
3469	CDC73	SSRP1	complex; input	-	1
3470	CDCA5	CENPC	complex; input	-	1
3471	CDCA5	DYNLL1	complex; input	-	1
3472	CDCA7L	NOP2	predicted	-	0.64
3473	CDCA8	CENPC	complex; input	-	1
3474	CDCA8	DYNLL1	complex; input	-	1
3475	CDH1	IQGAP1	complex; inhibited by; input	|-	1
3476	CDH1	MAP2K1	predicted	-	0.64
3477	CDH1	MMP8	catalyzed by	<-	1
3478	CDH1	MMP9	catalyzed by	<-	1
3479	CDH17	ITGB1	predicted	-	0.54
3480	CDH17	ITGB2	predicted	-	0.54
3481	CDH2	IQGAP1	predicted	-	0.64
3482	CDH2	PTPRC	predicted	-	0.64
3483	CDH2	PTPRJ	predicted	-	0.64
3484	CDH3	MMP8	catalyzed by	<-	1
3485	CDH3	MMP9	catalyzed by	<-	1
3486	CDH5	IQGAP1	complex	-	1
3487	CDH5	PTPRJ	activate	->	1
3488	CDIPT	IMPAD1	ECrel: compound	-	1
3489	CDK1	CENPC	catalyze	->	1
3490	CDK1	CSNK2B	predicted	-	0.97
3491	CDK1	DYNLL1	catalyze; complex	->	1
3492	CDK1	MAP2K1	catalyze	->	1
3493	CDK1	NME7	complex; input	-	1
3494	CDK1	PSMC5	catalyzed by; predicted	<-	1
3495	CDK1	RUNX2	catalyze	->	1
3496	CDK1	TUBA4A	complex	-	1
3497	CDK11A	FOXK2	predicted	-	0.64
3498	CDK12	CDK7	complex; input	-	1
3499	CDK12	CDK9	complex; input	-	1
3500	CDK12	CTDP1	complex; input	-	1
3501	CDK12	ELL	complex; input	-	1
3502	CDK12	ELOA	complex; input	-	1
3503	CDK12	ELOA2	complex; input	-	1
3504	CDK12	ELOA3	complex; input	-	1
3505	CDK12	ELOB	complex; input	-	1
3506	CDK12	ELOC	complex; input	-	1
3507	CDK12	ERCC2	complex; input	-	1
3508	CDK12	ERCC3	complex; input	-	1
3509	CDK12	GTF2F1	complex; input	-	1
3510	CDK12	GTF2F2	complex; input	-	1
3511	CDK12	GTF2H1	complex; input	-	1
3512	CDK12	GTF2H2	complex; input	-	1
3513	CDK12	GTF2H3	complex; input	-	1
3514	CDK12	GTF2H4	complex; input	-	1
3515	CDK12	GTF2H5	complex; input	-	1
3516	CDK12	MNAT1	complex; input	-	1
3517	CDK12	NELFA	complex; input	-	1
3518	CDK12	NELFB	complex; input	-	1
3519	CDK12	NELFCD	complex; input	-	1
3520	CDK12	NELFE	complex; input	-	1
3521	CDK12	PAF1	predicted	-	0.64
3522	CDK12	POLR2A	complex; input	-	1
3523	CDK12	POLR2B	complex; input	-	1
3524	CDK12	POLR2C	complex; input	-	1
3525	CDK12	POLR2D	complex; input	-	1
3526	CDK12	POLR2E	complex; input	-	1
3527	CDK12	POLR2F	complex; input	-	1
3528	CDK12	POLR2G	complex; input	-	1
3529	CDK12	POLR2H	complex; input	-	1
3530	CDK12	POLR2I	complex; input	-	1
3531	CDK12	POLR2J	complex; input	-	1
3532	CDK12	POLR2K	complex; input	-	1
3533	CDK12	POLR2L	complex; input	-	1
3534	CDK12	SSRP1	complex; input	-	1
3535	CDK12	SUPT16H	complex; input	-	1
3536	CDK12	SUPT4H1	complex; input	-	1
3537	CDK12	SUPT5H	complex; input	-	1
3538	CDK12	TCEA1	complex; input	-	1
3539	CDK2	PSMC5	catalyzed by	<-	1
3540	CDK3	PSMC5	predicted	-	0.66
3541	CDK4	CSNK2B	predicted	-	0.92
3542	CDK4	GNAS	reaction	-	1
3543	CDK4	GZMA	activated by	<-	1
3544	CDK4	IQGAP1	predicted	-	0.64
3545	CDK4	ITGB1	activated by; reaction	<-	1
3546	CDK4	MAP2K1	reaction	-	1
3547	CDK4	PDK2	activated by; reaction	<-	1
3548	CDK4	PKN1	complex; reaction	-	1
3549	CDK4	RUNX2	catalyze	->	1
3550	CDK5	DPYSL2	PPrel: activation, phosphorylation; catalyze; complex; input	->	1
3551	CDK5	DPYSL3	catalyze; complex; input	->	1
3552	CDK5	GBP1	predicted	-	0.64
3553	CDK5	MAP2K1	predicted	-	0.98
3554	CDK5	SH3GLB1	predicted	-	0.64
3555	CDK5R1	DPYSL2	catalyze; complex; input	->	1
3556	CDK5R1	DPYSL3	catalyze; complex; input	->	1
3557	CDK5R1	MAP2K1	activate	->	1
3558	CDK5RAP2	DYNLL1	complex	-	1
3559	CDK5RAP2	NME7	complex; input	-	1
3560	CDK5RAP2	TUBA4A	complex	-	1
3561	CDK7	INTS10	catalyze; complex; input	->	1
3562	CDK7	SSRP1	complex; input	-	1
3563	CDK7	TAF15	catalyze; complex; input	->	1
3564	CDK9	INTS10	catalyze; complex; input	->	1
3565	CDK9	MRPS27	predicted	-	0.64
3566	CDK9	SSRP1	complex; input	-	1
3567	CDKN1A	CSNK2B	predicted	-	0.64
3568	CDKN1A	HDAC6	predicted	-	0.64
3569	CDKN1A	HSPA9	predicted	-	0.64
3570	CDKN1A	PSMC5	catalyzed by	<-	1
3571	CDKN1B	PSMC5	catalyzed by	<-	1
3572	CDKN2A	HUWE1	complex; input	-	1
3573	CDKN2A	RUNX3	inhibite	-|	1
3574	CEACAM1	ITGB1	activate	->	1
3575	CEACAM6	CEACAM8	predicted	-	0.98
3576	CEACAM6	ITGB1	activate	->	1
3577	CEACAM8	FN1	activate	->	1
3578	CEACAM8	ITGA5	activate	->	1
3579	CEACAM8	ITGB1	activate	->	1
3580	CEACAM8	TLR4	predicted	-	0.54
3581	CEBPA	CYBB	expression regulates	->	1
3582	CEBPA	ELANE	predicted	-	0.54
3583	CEBPA	NFYC	expression regulates	->	1
3584	CEBPB	CTSG	predicted	-	0.54
3585	CEBPB	ELANE	predicted	-	0.99
3586	CEBPB	HP	expression regulates	->	1
3587	CEBPB	LYZ	expression regulates	->	1
3588	CEBPB	MTF2	expression regulates	->	1
3589	CEBPB	NOLC1	predicted	-	0.64
3590	CEBPB	TESC	expression regulates	->	1
3591	CEBPB	WBP2	expression regulates	->	1
3592	CEBPE	ELANE	predicted	-	0.64
3593	CEBPZ	NOP2	predicted	-	0.73
3594	CELSR2	CRK	predicted	-	0.64
3595	CENPA	CENPC	complex; input	-	1
3596	CENPA	DDX17	predicted	-	0.73
3597	CENPA	DYNLL1	complex; input	-	1
3598	CENPA	EIF4A1	predicted	-	0.64
3599	CENPA	SSRP1	predicted	-	0.58
3600	CENPC	CENPE	complex; input	-	1
3601	CENPC	CENPF	complex; input	-	1
3602	CENPC	CENPH	complex; input	-	1
3603	CENPC	CENPI	complex; input	-	1
3604	CENPC	CENPK	complex; input	-	1
3605	CENPC	CENPL	complex; input	-	1
3606	CENPC	CENPM	complex; input	-	1
3607	CENPC	CENPN	complex; input	-	1
3608	CENPC	CENPO	complex; input	-	1
3609	CENPC	CENPP	complex; input	-	1
3610	CENPC	CENPQ	complex; input	-	1
3611	CENPC	CENPS	complex; input	-	1
3612	CENPC	CENPT	complex; input	-	1
3613	CENPC	CENPU	complex; input	-	1
3614	CENPC	CENPW	complex	-	1
3615	CENPC	CENPX	complex	-	1
3616	CENPC	CKAP5	complex; input	-	1
3617	CENPC	CLASP1	complex; input	-	1
3618	CENPC	CLASP2	complex; input	-	1
3619	CENPC	CLIP1	complex; input	-	1
3620	CENPC	DIAPH2	complex; input; reaction	-	1
3621	CENPC	DSN1	complex; input	-	1
3622	CENPC	DYNC1H1	complex; input	-	1
3623	CENPC	DYNC1I1	complex; input	-	1
3624	CENPC	DYNC1I2	complex; input	-	1
3625	CENPC	DYNC1LI1	complex; input	-	1
3626	CENPC	DYNC1LI2	complex; input	-	1
3627	CENPC	DYNLL1	complex; input	-	1
3628	CENPC	DYNLL2	complex; input	-	1
3629	CENPC	EML4	complex; input	-	1
3630	CENPC	ERCC6L	complex; input	-	1
3631	CENPC	ESPL1	catalyzed by	<-	1
3632	CENPC	H2BC4	predicted	-	0.73
3633	CENPC	H4C1	complex; input	-	1
3634	CENPC	HJURP	complex; input	-	1
3635	CENPC	INCENP	complex; input	-	1
3636	CENPC	ITGB3BP	complex; input	-	1
3637	CENPC	KIF18A	complex; input	-	1
3638	CENPC	KIF2A	complex; input	-	1
3639	CENPC	KIF2B	complex; input	-	1
3640	CENPC	KIF2C	complex; input	-	1
3641	CENPC	KNL1	complex; input	-	1
3642	CENPC	KNTC1	complex; input	-	1
3643	CENPC	MAD1L1	complex; input	-	1
3644	CENPC	MAD2L1	complex; input	-	1
3645	CENPC	MAPRE1	complex; input	-	1
3646	CENPC	MIS12	complex; input	-	1
3647	CENPC	MIS18A	complex; input	-	1
3648	CENPC	MIS18BP1	complex; input	-	1
3649	CENPC	NDC80	complex; input	-	1
3650	CENPC	NDE1	complex; input	-	1
3651	CENPC	NDEL1	complex; input	-	1
3652	CENPC	NPM1	complex; input	-	1
3653	CENPC	NSL1	complex; input	-	1
3654	CENPC	NUDC	complex; input	-	1
3655	CENPC	NUF2	complex; input	-	1
3656	CENPC	NUP107	complex; input	-	1
3657	CENPC	NUP133	complex; input	-	1
3658	CENPC	NUP160	complex; input	-	1
3659	CENPC	NUP37	complex; input	-	1
3660	CENPC	NUP43	complex; input	-	1
3661	CENPC	NUP85	complex; input	-	1
3662	CENPC	NUP98	complex; input	-	1
3663	CENPC	OIP5	complex; input	-	1
3664	CENPC	PAFAH1B1	complex; input	-	1
3665	CENPC	PDS5A	complex; input	-	1
3666	CENPC	PDS5B	complex; input	-	1
3667	CENPC	PLK1	catalyzed by; complex; input	<-	1
3668	CENPC	PMF1	complex; input	-	1
3669	CENPC	PPP1CC	complex; input	-	1
3670	CENPC	PTEN	predicted	-	0.77
3671	CENPC	RAD21	complex; input	-	1
3672	CENPC	RANBP2	complex; input	-	1
3673	CENPC	RANGAP1	complex; input	-	1
3674	CENPC	RBBP4	complex; input	-	1
3675	CENPC	RBBP7	complex; input	-	1
3676	CENPC	RCC2	complex; input	-	1
3677	CENPC	RPS27	complex; input	-	1
3678	CENPC	RSF1	complex; input	-	1
3679	CENPC	RUVBL1	complex; input	-	1
3680	CENPC	SEC13	complex; input	-	1
3681	CENPC	SEH1L	complex; input	-	1
3682	CENPC	SGO1	complex; input	-	1
3683	CENPC	SGO2	complex; input	-	1
3684	CENPC	SKA1	complex; input	-	1
3685	CENPC	SKA2	complex; input	-	1
3686	CENPC	SMARCA5	complex; input	-	1
3687	CENPC	SMC1A	complex; input	-	1
3688	CENPC	SMC3	complex; input	-	1
3689	CENPC	SPC24	complex; input	-	1
3690	CENPC	SPC25	complex; input	-	1
3691	CENPC	SPDL1	complex; input	-	1
3692	CENPC	STAG1	complex; input	-	1
3693	CENPC	STAG2	complex; input	-	1
3694	CENPC	TAOK1	complex; input	-	1
3695	CENPC	WAPL	complex; input	-	1
3696	CENPC	XPO1	complex; input	-	1
3697	CENPC	ZW10	complex; input	-	1
3698	CENPC	ZWILCH	complex; input	-	1
3699	CENPC	ZWINT	complex; input	-	1
3700	CENPE	DYNLL1	complex; input	-	1
3701	CENPE	RAB1B	complex; input	-	1
3702	CENPF	DYNLL1	complex; input	-	1
3703	CENPH	DYNLL1	complex; input	-	1
3704	CENPI	DYNLL1	complex; input	-	1
3705	CENPJ	DYNLL1	complex	-	1
3706	CENPJ	NME7	complex; input	-	1
3707	CENPJ	TUBA4A	complex	-	1
3708	CENPK	DYNLL1	complex; input	-	1
3709	CENPL	DYNLL1	complex; input	-	1
3710	CENPM	DYNLL1	complex; input	-	1
3711	CENPN	DYNLL1	complex; input	-	1
3712	CENPO	DYNLL1	complex; input	-	1
3713	CENPP	DYNLL1	complex; input	-	1
3714	CENPQ	DYNLL1	complex; input	-	1
3715	CENPS	DYNLL1	complex; input	-	1
3716	CENPT	DYNLL1	complex; input	-	1
3717	CENPU	DYNLL1	complex; input	-	1
3718	CEP131	DYNLL1	complex	-	1
3719	CEP131	NME7	complex; input	-	1
3720	CEP131	TUBA4A	complex	-	1
3721	CEP135	DYNLL1	complex	-	1
3722	CEP135	NME7	complex; input	-	1
3723	CEP135	TUBA4A	complex	-	1
3724	CEP152	DYNLL1	complex	-	1
3725	CEP152	NME7	complex; input	-	1
3726	CEP152	TUBA4A	complex	-	1
3727	CEP162	DYNLL1	complex	-	1
3728	CEP162	TUBA4A	complex	-	1
3729	CEP164	DYNLL1	complex; input	-	1
3730	CEP164	NME7	complex; input	-	1
3731	CEP164	TUBA4A	complex; input	-	1
3732	CEP192	DYNLL1	complex	-	1
3733	CEP192	NME7	complex; input	-	1
3734	CEP192	TUBA4A	complex	-	1
3735	CEP250	DYNLL1	complex	-	1
3736	CEP250	NME7	complex; input	-	1
3737	CEP250	TUBA4A	complex	-	1
3738	CEP290	DYNLL1	complex	-	1
3739	CEP290	NME7	complex; input	-	1
3740	CEP290	TUBA4A	complex	-	1
3741	CEP41	DYNLL1	complex	-	1
3742	CEP41	NME7	complex; input	-	1
3743	CEP41	TUBA4A	complex	-	1
3744	CEP57	DYNLL1	complex	-	1
3745	CEP57	IQGAP1	predicted	-	0.65
3746	CEP57	NME7	complex; input	-	1
3747	CEP57	TUBA4A	complex	-	1
3748	CEP63	DYNLL1	complex	-	1
3749	CEP63	NME7	complex; input	-	1
3750	CEP63	TUBA4A	complex	-	1
3751	CEP70	DYNLL1	complex	-	1
3752	CEP70	NME7	complex; input	-	1
3753	CEP70	TUBA4A	complex	-	1
3754	CEP72	DYNLL1	complex	-	1
3755	CEP72	NME7	complex; input	-	1
3756	CEP72	TUBA4A	complex	-	1
3757	CEP76	DYNLL1	complex	-	1
3758	CEP76	NME7	complex; input	-	1
3759	CEP76	TUBA4A	complex	-	1
3760	CEP78	DYNLL1	complex	-	1
3761	CEP78	NME7	complex; input	-	1
3762	CEP78	TUBA4A	complex	-	1
3763	CEP83	DYNLL1	complex; input	-	1
3764	CEP83	TUBA4A	complex; input	-	1
3765	CEP89	DYNLL1	complex; input	-	1
3766	CEP89	TUBA4A	complex; input	-	1
3767	CEP97	DYNLL1	complex	-	1
3768	CEP97	TUBA4A	complex	-	1
3769	CERS2	CERS5	predicted	-	0.96
3770	CERS3	CERS5	predicted	-	0.96
3771	CERS4	CERS5	predicted	-	0.96
3772	CERS5	CERS6	predicted	-	0.96
3773	CETN1	DYNLL1	complex; input	-	1
3774	CETN1	HDAC6	complex; input	-	1
3775	CETN2	DYNLL1	complex	-	1
3776	CETN2	NME7	complex; input	-	1
3777	CETN2	TUBA4A	complex	-	1
3778	CFL1	HSPA9	predicted	-	0.64
3779	CFLAR	DAP3	activated by; inhibit	<-|	1
3780	CFLAR	MAP2K1	predicted	-	0.99
3781	CFTR	CLTB	complex; input	-	1
3782	CFTR	DYNLL1	complex; input	-	1
3783	CFTR	HDAC6	complex; input	-	1
3784	CFTR	PSMC5	catalyzed by	<-	1
3785	CGA	GNAS	complex	-	1
3786	CGA	GNG2	complex	-	1
3787	CGAS	PQBP1	predicted	-	0.64
3788	CHAD	ITGB1	PPrel: activation	->	1
3789	CHCHD1	DAP3	complex	-	1
3790	CHCHD1	ERAL1	complex	-	1
3791	CHCHD1	GADD45GIP1	catalyze; complex; input	->	1
3792	CHCHD1	GFM1	complex; input	-	1
3793	CHCHD1	GFM2	complex; input	-	1
3794	CHCHD1	MRPL1	catalyze; complex; input	->	1
3795	CHCHD1	MRPL10	catalyze; complex; input	->	1
3796	CHCHD1	MRPL11	catalyze; complex; input	->	1
3797	CHCHD1	MRPL12	catalyze; complex; input	->	1
3798	CHCHD1	MRPL13	catalyze; complex; input	->	1
3799	CHCHD1	MRPL14	catalyze; complex; input	->	1
3800	CHCHD1	MRPL15	catalyze; complex; input	->	1
3801	CHCHD1	MRPL16	catalyze; complex; input	->	1
3802	CHCHD1	MRPL17	catalyze; complex; input	->	1
3803	CHCHD1	MRPL18	catalyze; complex; input	->	1
3804	CHCHD1	MRPL19	catalyze; complex; input	->	1
3805	CHCHD1	MRPL2	catalyze; complex; input	->	1
3806	CHCHD1	MRPL20	catalyze; complex; input	->	1
3807	CHCHD1	MRPL21	catalyze; complex; input	->	1
3808	CHCHD1	MRPL22	catalyze; complex; input	->	1
3809	CHCHD1	MRPL23	catalyze; complex; input	->	1
3810	CHCHD1	MRPL24	catalyze; complex; input	->	1
3811	CHCHD1	MRPL27	catalyze; complex; input	->	1
3812	CHCHD1	MRPL28	catalyze; complex; input	->	1
3813	CHCHD1	MRPL3	catalyze; complex; input	->	1
3814	CHCHD1	MRPL30	catalyze; complex; input	->	1
3815	CHCHD1	MRPL32	catalyze; complex; input	->	1
3816	CHCHD1	MRPL33	catalyze; complex; input	->	1
3817	CHCHD1	MRPL34	catalyze; complex; input	->	1
3818	CHCHD1	MRPL35	catalyze; complex; input	->	1
3819	CHCHD1	MRPL36	catalyze; complex; input	->	1
3820	CHCHD1	MRPL37	catalyze; complex; input	->	1
3821	CHCHD1	MRPL38	catalyze; complex; input	->	1
3822	CHCHD1	MRPL39	catalyze; complex; input	->	1
3823	CHCHD1	MRPL4	catalyze; complex; input	->	1
3824	CHCHD1	MRPL40	catalyze; complex; input	->	1
3825	CHCHD1	MRPL41	catalyze; complex; input	->	1
3826	CHCHD1	MRPL42	catalyze; complex; input	->	1
3827	CHCHD1	MRPL43	catalyze; complex; input	->	1
3828	CHCHD1	MRPL44	catalyze; complex; input	->	1
3829	CHCHD1	MRPL45	catalyze; complex; input	->	1
3830	CHCHD1	MRPL46	catalyze; complex; input	->	1
3831	CHCHD1	MRPL47	catalyze; complex; input	->	1
3832	CHCHD1	MRPL48	catalyze; complex; input	->	1
3833	CHCHD1	MRPL49	catalyze; complex; input	->	1
3834	CHCHD1	MRPL50	catalyze; complex; input	->	1
3835	CHCHD1	MRPL51	catalyze; complex; input	->	1
3836	CHCHD1	MRPL52	catalyze; complex; input	->	1
3837	CHCHD1	MRPL53	catalyze; complex; input	->	1
3838	CHCHD1	MRPL54	catalyze; complex; input	->	1
3839	CHCHD1	MRPL55	catalyze; complex; input	->	1
3840	CHCHD1	MRPL57	catalyze; complex; input	->	1
3841	CHCHD1	MRPL58	catalyze; complex; input	->	1
3842	CHCHD1	MRPL9	catalyze; complex; input	->	1
3843	CHCHD1	MRPS10	complex	-	1
3844	CHCHD1	MRPS11	complex	-	1
3845	CHCHD1	MRPS12	complex	-	1
3846	CHCHD1	MRPS14	complex	-	1
3847	CHCHD1	MRPS15	complex	-	1
3848	CHCHD1	MRPS16	complex	-	1
3849	CHCHD1	MRPS17	complex	-	1
3850	CHCHD1	MRPS18A	complex	-	1
3851	CHCHD1	MRPS18B	complex	-	1
3852	CHCHD1	MRPS18C	complex	-	1
3853	CHCHD1	MRPS2	complex	-	1
3854	CHCHD1	MRPS21	complex	-	1
3855	CHCHD1	MRPS22	complex	-	1
3856	CHCHD1	MRPS23	complex	-	1
3857	CHCHD1	MRPS24	complex	-	1
3858	CHCHD1	MRPS25	complex	-	1
3859	CHCHD1	MRPS26	complex	-	1
3860	CHCHD1	MRPS27	complex	-	1
3861	CHCHD1	MRPS28	complex	-	1
3862	CHCHD1	MRPS30	complex	-	1
3863	CHCHD1	MRPS31	complex	-	1
3864	CHCHD1	MRPS33	complex	-	1
3865	CHCHD1	MRPS34	complex	-	1
3866	CHCHD1	MRPS35	complex	-	1
3867	CHCHD1	MRPS36	complex	-	1
3868	CHCHD1	MRPS5	complex	-	1
3869	CHCHD1	MRPS6	complex	-	1
3870	CHCHD1	MRPS7	complex	-	1
3871	CHCHD1	MRPS9	complex	-	1
3872	CHCHD1	MRRF	complex; input	-	1
3873	CHCHD1	MTIF2	complex; input	-	1
3874	CHCHD1	MTIF3	complex; input	-	1
3875	CHCHD1	MTRF1L	complex; input	-	1
3876	CHCHD1	OXA1L	catalyze; complex; input	->	1
3877	CHCHD1	PTCD3	complex	-	1
3878	CHCHD1	TUFM	complex; input	-	1
3879	CHCHD3	HSPA9	complex; input	-	1
3880	CHCHD6	HSPA9	complex; input	-	1
3881	CHD1	EGR1	predicted	-	0.64
3882	CHD1	H3C1	predicted	-	0.77
3883	CHD1	HDAC1	predicted	-	0.64
3884	CHD1	HIST3H3	predicted	-	0.77
3885	CHD1	KDM1A	predicted	-	0.64
3886	CHD1	MLLT1	predicted	-	0.64
3887	CHD1L	PRKDC	predicted	-	0.64
3888	CHD2	RUNX3	expression regulates	->	1
3889	CHD6	DYNLL1	predicted	-	0.64
3890	CHD9	NFYC	reaction	-	1
3891	CHEK1	CSNK2B	predicted	-	0.98
3892	CHEK1	PRKDC	predicted	-	0.98
3893	CHERP	CLP1	complex; input	-	1
3894	CHERP	CSTF1	complex; input	-	1
3895	CHERP	FIP1L1	complex; input	-	1
3896	CHERP	PQBP1	complex; input	-	1
3897	CHERP	PRCC	complex; input	-	1
3898	CHERP	SMNDC1	complex	-	1
3899	CHERP	SNRNP40	complex; input	-	1
3900	CHERP	SRSF4	complex; input	-	1
3901	CHERP	SRSF6	complex; input	-	1
3902	CHERP	UPF3B	complex; input	-	1
3903	CHL1	ITGB1	complex; input	-	1
3904	CHM	RAB1B	complex; input	-	1
3905	CHM	RAB35	complex	-	1
3906	CHML	RAB1B	complex; input	-	1
3907	CHML	RAB35	complex	-	1
3908	CHML	RAB8B	predicted	-	0.64
3909	CHMP1A	CHMP1B	predicted	-	1
3910	CHMP1A	IST1	predicted	-	1
3911	CHMP1B	CHMP2A	PPrel: binding/association; predicted	-	1
3912	CHMP1B	CHMP2B	PPrel: binding/association; predicted	-	1
3913	CHMP1B	CHMP3	predicted	-	1
3914	CHMP1B	CHMP4B	predicted	-	1
3915	CHMP1B	CHMP4C	predicted	-	0.98
3916	CHMP1B	CHMP5	predicted	-	1
3917	CHMP1B	IST1	predicted	-	1
3918	CHMP1B	KNSTRN	predicted	-	0.64
3919	CHMP1B	MITD1	predicted	-	0.64
3920	CHMP1B	MLKL	PPrel: binding/association	-	1
3921	CHMP1B	RAB11A	predicted	-	0.64
3922	CHMP1B	STAMBP	predicted	-	0.78
3923	CHMP1B	VPS4A	PPrel: binding/association	-	1
3924	CHMP1B	VPS4B	PPrel: binding/association; predicted	-	1
3925	CHMP1B	VTA1	PPrel: binding/association	-	1
3926	CHMP2A	HDAC6	activate	->	1
3927	CHMP2A	IST1	predicted	-	1
3928	CHMP2B	HDAC6	activate	->	1
3929	CHMP2B	IST1	predicted	-	0.99
3930	CHMP3	HDAC6	activate	->	1
3931	CHMP3	IST1	predicted	-	0.99
3932	CHMP4A	HDAC6	activate	->	1
3933	CHMP4B	HDAC6	activate	->	1
3934	CHMP4B	IST1	predicted	-	0.99
3935	CHMP4C	HDAC6	activate	->	1
3936	CHMP5	IST1	predicted	-	0.56
3937	CHMP6	HDAC6	activate	->	1
3938	CHMP7	HDAC6	activate	->	1
3939	CHN1	CLTB	activate	->	1
3940	CHN1	RHOG	catalyze	->	1
3941	CHN2	RHOG	catalyze	->	1
3942	CHORDC1	TRAP1	predicted	-	0.97
3943	CHRM1	CLTB	catalyzed by	<-	1
3944	CHRM1	GNAI2	PPrel: activation; complex; input	->	1
3945	CHRM1	GNAQ	PPrel: activation; complex; input	->	1
3946	CHRM1	GNAS	PPrel: activation; complex	->	1
