	Gene1	Gene2	Annotation	Direction	Score	edge
38192	CACNA1C	GNG5	PPrel: inhibited by	|-	1	CACNA1C_GNG5
38218	CACNA1C	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNA1C_PPP1CB
38297	CACNA1D	GNG5	PPrel: inhibited by	|-	1	CACNA1D_GNG5
38323	CACNA1D	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNA1D_PPP1CB
38366	CACNA1E	GNG5	catalyzed by	<-	1	CACNA1E_GNG5
38418	CACNA1F	GNG5	PPrel: inhibited by	|-	1	CACNA1F_GNG5
38434	CACNA1F	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNA1F_PPP1CB
38592	CACNA1S	GNG5	PPrel: inhibited by	|-	1	CACNA1S_GNG5
38609	CACNA1S	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNA1S_PPP1CB
38663	CACNA2D1	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNA2D1_PPP1CB
38712	CACNA2D2	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNA2D2_PPP1CB
38759	CACNA2D3	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNA2D3_PPP1CB
38805	CACNA2D4	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNA2D4_PPP1CB
38851	CACNB1	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNB1_PPP1CB
38896	CACNB2	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNB2_PPP1CB
38940	CACNB3	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNB3_PPP1CB
38984	CACNB4	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNB4_PPP1CB
39025	CACNG1	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNG1_PPP1CB
39074	CACNG2	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNG2_PPP1CB
39122	CACNG3	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNG3_PPP1CB
39169	CACNG4	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNG4_PPP1CB
39206	CACNG5	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNG5_PPP1CB
39242	CACNG6	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNG6_PPP1CB
39277	CACNG7	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNG7_PPP1CB
39320	CACNG8	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CACNG8_PPP1CB
39355	CACYBP	EED	predicted	-	0.54	CACYBP_EED
39356	CACYBP	ERBB2	predicted	-	0.64	CACYBP_ERBB2
39357	CACYBP	ERCC2	predicted	-	0.64	CACYBP_ERCC2
39358	CACYBP	FOS	predicted	-	0.64	CACYBP_FOS
39359	CACYBP	NME2	predicted	-	0.64	CACYBP_NME2
39360	CACYBP	RAF1	predicted	-	0.64	CACYBP_RAF1
39361	CACYBP	SIAH1	PPrel: binding/association	-	1	CACYBP_SIAH1
39362	CACYBP	SKP1	PPrel: binding/association	-	1	CACYBP_SKP1
39642	CALM3	MBP	predicted	-	0.64	CALM3_MBP
39704	CALM3	PPP1CB	PPrel: inhibited by, dephosphorylation; inhibited by	|-	1	CALM3_PPP1CB
39730	CALM3	PRKAR1A	predicted	-	0.59	CALM3_PRKAR1A
39774	CALM3	SLC9A1	complex; input	-	1	CALM3_SLC9A1
39863	CALML3	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CALML3_PPP1CB
39947	CALML4	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CALML4_PPP1CB
40031	CALML5	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CALML5_PPP1CB
40058	CALML5	STAT3	expression regulated by	<-	1	CALML5_STAT3
40116	CALML6	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1	CALML6_PPP1CB
40165	CALR	H2AFX	predicted	-	0.64	CALR_H2AFX
40222	CALR	RCN1	predicted	-	0.78	CALR_RCN1
40242	CALR	TRAP1	predicted	-	0.56	CALR_TRAP1
40270	CALR3	TRAP1	predicted	-	0.56	CALR3_TRAP1
40414	CAMK2A	PPID	PPrel: activation, indirect effect	->	1	CAMK2A_PPID
40417	CAMK2A	PPP1CB	PPrel: inhibited by	|-	1	CAMK2A_PPP1CB
40439	CAMK2A	SRC	catalyzed by	<-	1	CAMK2A_SRC
40529	CAMK2B	PPID	PPrel: activation, indirect effect	->	1	CAMK2B_PPID
40532	CAMK2B	PPP1CB	PPrel: inhibited by	|-	1	CAMK2B_PPP1CB
40553	CAMK2B	SRC	catalyzed by	<-	1	CAMK2B_SRC
40635	CAMK2D	PPID	PPrel: activation, indirect effect	->	1	CAMK2D_PPID
40638	CAMK2D	PPP1CB	PPrel: inhibited by	|-	1	CAMK2D_PPP1CB
40740	CAMK2G	PPID	PPrel: activation, indirect effect	->	1	CAMK2G_PPID
40743	CAMK2G	PPP1CB	PPrel: inhibited by	|-	1	CAMK2G_PPP1CB
40792	CAMK4	GNG5	PPrel: activated, indirect effect	<-	1	CAMK4_GNG5
40848	CAMLG	PPIB	predicted	-	0.64	CAMLG_PPIB
40900	CAND1	CUL1	complex; input; predicted	-	1	CAND1_CUL1
41007	CAND1	PURA	predicted	-	0.64	CAND1_PURA
41021	CAND1	SMARCC1	predicted	-	0.58	CAND1_SMARCC1
41048	CAND2	CUL1	predicted	-	1	CAND2_CUL1
41053	CAND2	STAT3	predicted	-	0.54	CAND2_STAT3
41201	CAPN1	PRKAR1A	activate; inhibited by	|->	1	CAPN1_PRKAR1A
41231	CAPN2	SRC	complex; input	-	1	CAPN2_SRC
41264	CAPRIN1	CIRBP	predicted	-	0.64	CAPRIN1_CIRBP
41273	CAPRIN1	ILK	predicted	-	0.64	CAPRIN1_ILK
41276	CAPRIN1	SUMO2	predicted	-	0.59	CAPRIN1_SUMO2
41292	CAPZA1	CD59	complex; input	-	1	CAPZA1_CD59
41314	CAPZA1	DCTN5	complex; input	-	1	CAPZA1_DCTN5
41331	CAPZA1	HLA-DPB1	input	-	1	CAPZA1_HLA-DPB1
41336	CAPZA1	HLA-DRA	input	-	1	CAPZA1_HLA-DRA
41340	CAPZA1	HLA-DRB5	input	-	1	CAPZA1_HLA-DRB5
41405	CAPZA2	CD59	complex; input	-	1	CAPZA2_CD59
41429	CAPZA2	DCTN5	complex; input	-	1	CAPZA2_DCTN5
41448	CAPZA2	HLA-DPB1	input	-	1	CAPZA2_HLA-DPB1
41453	CAPZA2	HLA-DRA	input	-	1	CAPZA2_HLA-DRA
41457	CAPZA2	HLA-DRB5	input	-	1	CAPZA2_HLA-DRB5
41487	CAPZA2	PPP1CB	predicted	-	0.58	CAPZA2_PPP1CB
41520	CAPZA3	CD59	complex; input	-	1	CAPZA3_CD59
41542	CAPZA3	DCTN5	complex; input	-	1	CAPZA3_DCTN5
41559	CAPZA3	HLA-DPB1	input	-	1	CAPZA3_HLA-DPB1
41564	CAPZA3	HLA-DRA	input	-	1	CAPZA3_HLA-DRA
41568	CAPZA3	HLA-DRB5	input	-	1	CAPZA3_HLA-DRB5
41624	CAPZB	CD59	complex; input	-	1	CAPZB_CD59
41647	CAPZB	DCTN5	complex; input	-	1	CAPZB_DCTN5
41667	CAPZB	HLA-DPB1	input	-	1	CAPZB_HLA-DPB1
41672	CAPZB	HLA-DRA	input	-	1	CAPZB_HLA-DRA
41676	CAPZB	HLA-DRB5	input	-	1	CAPZB_HLA-DRB5
41743	CAPZB	TRAP1	predicted	-	0.66	CAPZB_TRAP1
41815	CARD8	CYCS	inhibite	-|	1	CARD8_CYCS
41876	CARM1	CUL1	predicted	-	0.64	CARM1_CUL1
41902	CARM1	ILK	predicted	-	0.64	CARM1_ILK
41986	CARM1	SMARCC1	predicted	-	0.64	CARM1_SMARCC1
41990	CARM1	SRC	PPrel: activated by, phosphorylation; PPrel: binding/association; activate; inhibited by	->	1	CARM1_SRC
42129	CASC3	PPIE	input	-	1	CASC3_PPIE
42146	CASC3	RBM3	predicted	-	0.64	CASC3_RBM3
42155	CASC3	RPL13	complex; input	-	1	CASC3_RPL13
42242	CASC3	SMG1	complex; input	-	1	CASC3_SMG1
42281	CASC3	THOC3	complex; input	-	1	CASC3_THOC3
42423	CASP10	CYCS	activate	->	1	CASP10_CYCS
42446	CASP10	PTPN11	inhibited by	|-	1	CASP10_PTPN11
42500	CASP2	CASP6	activate	->	1	CASP2_CASP6
42539	CASP3	CASP6	activate; catalyze	->	1	CASP3_CASP6
42555	CASP3	CYCS	PPrel: activated by; PPrel: activated, indirect effect; catalyzed by	<-	1	CASP3_CYCS
42697	CASP4	STAT3	expression regulated by	<-	1	CASP4_STAT3
42705	CASP6	CASP7	predicted	-	0.64	CASP6_CASP7
42706	CASP6	CASP8	PPrel: activated by; activated by	<-	1	CASP6_CASP8
42707	CASP6	CASP9	PPrel: activated by; activated by	<-	1	CASP6_CASP9
42708	CASP6	CASPASE-9C	activated by	<-	1	CASP6_CASPASE-9C
42709	CASP6	EIF3A	activate	->	1	CASP6_EIF3A
42711	CASP6	EIF4E	activate	->	1	CASP6_EIF4E
42712	CASP6	IKBKG	predicted	-	0.64	CASP6_IKBKG
42713	CASP6	IRAK3	predicted	-	0.77	CASP6_IRAK3
42714	CASP6	KRT18	activate	->	1	CASP6_KRT18
42715	CASP6	LMNA	PPrel: inhibition; activate; catalyze	-	1	CASP6_LMNA
42716	CASP6	LMNB1	PPrel: inhibition; activate; catalyze	-	1	CASP6_LMNB1
42717	CASP6	LMNB2	PPrel: inhibition; activate	-	1	CASP6_LMNB2
42718	CASP6	NGF	activated by	<-	1	CASP6_NGF
42719	CASP6	NGFR	activated by	<-	1	CASP6_NGFR
42720	CASP6	NUMA1	activate	->	1	CASP6_NUMA1
42721	CASP6	PTBP1	activate	->	1	CASP6_PTBP1
42722	CASP6	PTK2	activate	->	1	CASP6_PTK2
42723	CASP6	SATB1	activate; catalyze	->	1	CASP6_SATB1
42724	CASP6	SORT1	activated by	<-	1	CASP6_SORT1
42725	CASP6	TFAP2A	activate	->	1	CASP6_TFAP2A
42726	CASP6	TNF	reaction	-	1	CASP6_TNF
42727	CASP6	TOP1	activate	->	1	CASP6_TOP1
42728	CASP6	TRAF1	predicted	-	0.64	CASP6_TRAF1
42729	CASP6	VIM	activate; catalyze	->	1	CASP6_VIM
42739	CASP7	CYCS	PPrel: activated, indirect effect; catalyzed by	<-	1	CASP7_CYCS
42774	CASP8	CD247	PPrel: activated, indirect effect	<-	1	CASP8_CD247
42900	CASP9	CYCS	PPrel: activated by; activated by; complex; input	<-	1	CASP9_CYCS
42920	CASPASE-9C	CYCS	activated by	<-	1	CASPASE-9C_CYCS
42941	CASR	GNA15	complex; input	-	1	CASR_GNA15
42968	CASS4	SRC	predicted	-	0.97	CASS4_SRC
42970	CASS4	STAT3	predicted	-	0.97	CASS4_STAT3
43056	CAT	PRDX2	predicted	-	0.64	CAT_PRDX2
43057	CAT	PTPN11	predicted	-	0.64	CAT_PTPN11
43059	CAT	SOD2	complex	-	1	CAT_SOD2
43178	CAV1	ILK	predicted	-	0.64	CAV1_ILK
43201	CAV1	ITGB2	complex; input	-	1	CAV1_ITGB2
43233	CAV1	NPC1	predicted	-	0.64	CAV1_NPC1
43256	CAV1	PTPN11	predicted	-	0.64	CAV1_PTPN11
43280	CAV1	SRC	PPrel: phosphorylated by; activated by	<-	1	CAV1_SRC
43339	CAV2	SRC	PPrel: phosphorylated by	<-	1	CAV2_SRC
43350	CAV3	DYSF	complex; input	-	1	CAV3_DYSF
43388	CAV3	SRC	PPrel: phosphorylated by	<-	1	CAV3_SRC
43414	CAVIN1	POLR1D	complex; input	-	1	CAVIN1_POLR1D
43447	CBFA2T2	LDB1	predicted	-	0.54	CBFA2T2_LDB1
43458	CBFA2T2	STAT3	predicted	-	0.64	CBFA2T2_STAT3
43468	CBFA2T3	LDB1	predicted	-	0.54	CBFA2T3_LDB1
43492	CBFB	DHX36	predicted	-	0.64	CBFB_DHX36
43522	CBFB	LDB1	complex; input	-	1	CBFB_LDB1
43553	CBFB	SMARCC1	complex; input	-	1	CBFB_SMARCC1
43568	CBL	CD247	activated by; complex; input	<-	1	CBL_CD247
43667	CBL	HLA-DRA	activated by; complex; input	<-	1	CBL_HLA-DRA
43721	CBL	NCK1	predicted	-	0.77	CBL_NCK1
43750	CBL	PTPN11	complex; inhibited by; input	|-	1	CBL_PTPN11
43787	CBL	SRC	activated by; complex; input	<-	1	CBL_SRC
43790	CBL	STAT3	predicted	-	0.64	CBL_STAT3
43791	CBL	STAT5B	predicted	-	0.64	CBL_STAT5B
43830	CBL	ZAP70	activated by; complex; input	<-	1	CBL_ZAP70
43862	CBLB	NCK1	predicted	-	0.77	CBLB_NCK1
43882	CBLB	SRC	predicted	-	0.64	CBLB_SRC
43892	CBLB	ZAP70	PPrel: inhibition, ubiquitination	-|	1	CBLB_ZAP70
43915	CBLC	UBE2H	predicted	-	0.64	CBLC_UBE2H
43971	CBSL	TRAP1	predicted	-	0.73	CBSL_TRAP1
43979	CBX1	EMSY	predicted	-	1	CBX1_EMSY
44044	CBX2	SUMO2	catalyze	->	1	CBX2_SUMO2
44089	CBX3	MKI67	predicted	-	0.58	CBX3_MKI67
44098	CBX3	POLR1D	activate	->	1	CBX3_POLR1D
44162	CBX4	SATB1	predicted	-	0.64	CBX4_SATB1
44167	CBX4	SUMO2	catalyze	->	1	CBX4_SUMO2
44189	CBX5	H2AFX	predicted	-	0.64	CBX5_H2AFX
44272	CBX7	HMGA1	predicted	-	0.77	CBX7_HMGA1
44293	CBX8	HMGN5	predicted	-	0.64	CBX8_HMGN5
44316	CBX8	SUMO2	catalyze	->	1	CBX8_SUMO2
44378	CC2D2A	CKAP5	complex; input	-	1	CC2D2A_CKAP5
44541	CCAR1	PPIE	complex; input	-	1	CCAR1_PPIE
44893	CCDC86	H2AFX	predicted	-	0.64	CCDC86_H2AFX
44921	CCK	GNA15	complex; input	-	1	CCK_GNA15
44933	CCKAR	GNA15	PPrel: activation; complex; input	->	1	CCKAR_GNA15
44944	CCKBR	GNA15	PPrel: activation; complex; input	->	1	CCKBR_GNA15
45040	CCL11	PRKAR1A	complex; reaction	-	1	CCL11_PRKAR1A
45381	CCL2	STAT3	expression regulated by	<-	1	CCL2_STAT3
45409	CCL20	GNA15	complex; input	-	1	CCL20_GNA15
45506	CCL22	STAT3	expression regulated by	<-	1	CCL22_STAT3
45536	CCL23	GNA15	complex; input	-	1	CCL23_GNA15
45679	CCL27	GNA15	complex; input	-	1	CCL27_GNA15
45847	CCL4	PRKAR1A	complex; input	-	1	CCL4_PRKAR1A
46056	CCN1	ITGB2	complex; input	-	1	CCN1_ITGB2
46079	CCN2	ITGB2	complex; input	-	1	CCN2_ITGB2
46136	CCNA1	PTPN11	activated by	<-	1	CCNA1_PTPN11
46156	CCNA2	CUL1	predicted	-	0.64	CCNA2_CUL1
46181	CCNA2	SRC	predicted	-	0.64	CCNA2_SRC
46229	CCNB1	CKAP5	catalyze	->	1	CCNB1_CKAP5
46341	CCNB1	PPP1CB	predicted	-	0.99	CCNB1_PPP1CB
46435	CCNB2	CKAP5	catalyze	->	1	CCNB2_CKAP5
46700	CCND1	CUL1	predicted	-	0.64	CCND1_CUL1
46787	CCND1	PPP1CB	predicted	-	0.64	CCND1_PPP1CB
46835	CCND1	PURA	predicted	-	0.54	CCND1_PURA
46854	CCND1	SMARCC1	activated by	<-	1	CCND1_SMARCC1
46861	CCND1	SRC	predicted	-	0.64	CCND1_SRC
46864	CCND1	STAT3	GErel: expression by; expression regulated by	<-	1	CCND1_STAT3
46867	CCND1	STAT5B	GErel: expression by; expression regulated by	<-	1	CCND1_STAT5B
46890	CCND1	WDR77	activated by; complex	<-	1	CCND1_WDR77
46940	CCND2	STAT3	GErel: expression by	<-	1	CCND2_STAT3
46943	CCND2	STAT5B	GErel: expression by	<-	1	CCND2_STAT5B
47035	CCND3	PPP1CB	predicted	-	0.99	CCND3_PPP1CB
47044	CCND3	STAT3	GErel: expression by; expression regulated by	<-	1	CCND3_STAT3
47047	CCND3	STAT5B	GErel: expression by; expression regulated by	<-	1	CCND3_STAT5B
47094	CCNE1	CUL1	PPrel: inhibited, ubiquitination; catalyzed by; complex; input	-	1	CCNE1_CUL1
47172	CCNE1	PTPN11	activate; activated by	<->	1	CCNE1_PTPN11
47173	CCNE1	PURA	predicted	-	0.54	CCNE1_PURA
47188	CCNE1	SMARCC1	predicted	-	0.64	CCNE1_SMARCC1
47213	CCNE2	CUL1	PPrel: inhibited, ubiquitination; catalyzed by; complex; input	-	1	CCNE2_CUL1
47296	CCNF	CUL1	catalyze; catalyzed by; complex; input	<->	1	CCNF_CUL1
47481	CCNH	LDB1	activate	->	1	CCNH_LDB1
47493	CCNH	NELFA	complex; input	-	1	CCNH_NELFA
47508	CCNH	POLR1D	complex; input	-	1	CCNH_POLR1D
47522	CCNH	PPIE	complex; input	-	1	CCNH_PPIE
47646	CCNK	INTS3	catalyze; complex; input	->	1	CCNK_INTS3
47663	CCNK	NELFA	catalyze; complex; input	->	1	CCNK_NELFA
47711	CCNK	SSU72	activated by	<-	1	CCNK_SSU72
47794	CCNT1	INTS3	catalyze; complex; input	->	1	CCNT1_INTS3
47814	CCNT1	NELFA	catalyze; complex; input	->	1	CCNT1_NELFA
47852	CCNT1	SSU72	activated by	<-	1	CCNT1_SSU72
47919	CCNT2	INTS3	catalyze; complex; input	->	1	CCNT2_INTS3
47950	CCNT2	NELFA	catalyze; complex; input	->	1	CCNT2_NELFA
48001	CCNT2	SSU72	activated by	<-	1	CCNT2_SSU72
48058	CCP110	CKAP5	complex	-	1	CCP110_CKAP5
48128	CCPG1	SRC	predicted	-	0.54	CCPG1_SRC
48229	CCR10	GNA15	complex	-	1	CCR10_GNA15
48318	CCR2	STAT3	predicted	-	0.64	CCR2_STAT3
48418	CCR4	GNA15	complex	-	1	CCR4_GNA15
48500	CCR5	GNG5	PPrel: activation	->	1	CCR5_GNG5
48599	CCR7	CD247	predicted	-	0.58	CCR7_CD247
48656	CCR7	STAT3	expression regulated by	<-	1	CCR7_STAT3
48688	CCR8	GNA15	complex	-	1	CCR8_GNA15
48843	CCT2	STAT3	complex; input	-	1	CCT2_STAT3
48848	CCT2	TRAP1	predicted	-	0.56	CCT2_TRAP1
48948	CCT3	STAT3	complex; input	-	1	CCT3_STAT3
48953	CCT3	TRAP1	predicted	-	0.99	CCT3_TRAP1
49031	CCT4	STAT3	complex; input	-	1	CCT4_STAT3
49099	CCT5	STAT3	complex; input	-	1	CCT5_STAT3
49127	CCT5	WDR77	predicted	-	0.58	CCT5_WDR77
49157	CCT6A	STAT3	complex; input	-	1	CCT6A_STAT3
49195	CCT6B	TRAP1	predicted	-	0.56	CCT6B_TRAP1
49232	CCT7	STAT3	complex; input	-	1	CCT7_STAT3
49319	CCT8	STAT3	complex; input	-	1	CCT8_STAT3
49325	CCT8	TRAP1	predicted	-	0.66	CCT8_TRAP1
49357	CD101	CD247	inhibite	-|	1	CD101_CD247
49364	CD101	HLA-DPB1	inhibite	-|	1	CD101_HLA-DPB1
49369	CD101	HLA-DRA	inhibite	-|	1	CD101_HLA-DRA
49373	CD101	HLA-DRB5	inhibite	-|	1	CD101_HLA-DRB5
49386	CD101	ZAP70	inhibite	-|	1	CD101_ZAP70
49414	CD14	ITGB2	complex; input	-	1	CD14_ITGB2
49424	CD14	PTPN11	inhibited by	|-	1	CD14_PTPN11
49438	CD14	TAB1	PPrel: indirect effect; complex; input	-	1	CD14_TAB1
49466	CD151	COL17A1	complex; input	-	1	CD151_COL17A1
49467	CD151	DST	complex; input	-	1	CD151_DST
49468	CD151	ITGA6	complex; input	-	1	CD151_ITGA6
49469	CD151	ITGB4	complex; input	-	1	CD151_ITGB4
49470	CD151	LAMA3	complex; input	-	1	CD151_LAMA3
49471	CD151	LAMB3	complex; input	-	1	CD151_LAMB3
49472	CD151	LAMC2	complex; input	-	1	CD151_LAMC2
49473	CD151	PLEC	complex; input	-	1	CD151_PLEC
49497	CD177	ITGB2	predicted	-	0.64	CD177_ITGB2
49514	CD19	IGHM	predicted	-	0.99	CD19_IGHM
49542	CD1A	CD247	complex; input	-	1	CD1A_CD247
49576	CD1B	CD247	complex; input	-	1	CD1B_CD247
49611	CD1C	CD247	complex; input	-	1	CD1C_CD247
49646	CD1D	CD247	complex; input	-	1	CD1D_CD247
49700	CD2	CD247	complex	-	1	CD2_CD247
49707	CD2	CD59	predicted	-	0.64	CD2_CD59
49722	CD2	LGALS1	predicted	-	0.64	CD2_LGALS1
49727	CD2	PRKAR1A	reaction	-	1	CD2_PRKAR1A
49737	CD200R1	TYROBP	predicted	-	0.54	CD200R1_TYROBP
49760	CD22	IGHM	complex; input; reaction	-	1	CD22_IGHM
49796	CD22	IGKV3-20	complex; input; reaction	-	1	CD22_IGKV3-20
49822	CD22	LGALS3BP	predicted	-	0.54	CD22_LGALS3BP
49829	CD22	SELPLG	predicted	-	0.54	CD22_SELPLG
49834	CD226	ITGB2	PPrel: activated by	<-	1	CD226_ITGB2
49853	CD247	CD274	catalyzed by	<-	1	CD247_CD274
49854	CD247	CD28	activate; activated by; reaction	<->	1	CD247_CD28
49855	CD247	CD3D	catalyze; catalyzed by; complex; input	<->	1	CD247_CD3D
49856	CD247	CD3E	catalyze; catalyzed by; complex; input	<->	1	CD247_CD3E
49857	CD247	CD3G	catalyze; catalyzed by; complex; input	<->	1	CD247_CD3G
49858	CD247	CD4	catalyze; catalyzed by; complex; input	<->	1	CD247_CD4
49859	CD247	CD74	complex; input	-	1	CD247_CD74
49860	CD247	CD80	activate; activated by; reaction	<->	1	CD247_CD80
49861	CD247	CD86	activate; activated by; reaction	<->	1	CD247_CD86
49862	CD247	CD8A	complex; input	-	1	CD247_CD8A
49863	CD247	CD8B	complex; input	-	1	CD247_CD8B
49864	CD247	CDK4	activate	->	1	CD247_CDK4
49866	CD247	CSK	activate; catalyzed by	<->	1	CD247_CSK
49867	CD247	DBNL	activate	->	1	CD247_DBNL
49868	CD247	DMA	PPrel: activated by	<-	1	CD247_DMA
49869	CD247	DOCK1	complex; input	-	1	CD247_DOCK1
49870	CD247	DOCK2	predicted	-	0.58	CD247_DOCK2
49871	CD247	ELMO1	complex; input	-	1	CD247_ELMO1
49872	CD247	ELMO2	complex; input	-	1	CD247_ELMO2
49873	CD247	FASLG	PPrel: inhibition, indirect effect	-|	1	CD247_FASLG
49874	CD247	FCER1G	predicted	-	0.97	CD247_FCER1G
49875	CD247	FCGR1A	catalyze; catalyzed by; complex; input	<->	1	CD247_FCGR1A
49876	CD247	FCGR2A	catalyze; catalyzed by; input	<->	1	CD247_FCGR2A
49877	CD247	FCGR3A	PPrel: binding/association; catalyze; catalyzed by; complex; input	<->	1	CD247_FCGR3A
49878	CD247	FCGR3B	PPrel: binding/association	-	1	CD247_FCGR3B
49879	CD247	FGR	catalyzed by	<-	1	CD247_FGR
49880	CD247	FYB1	activate	->	1	CD247_FYB1
49881	CD247	FYN	PPrel: activated by, phosphorylation; PPrel: phosphorylation, binding/association; catalyzed by; complex; input; reaction	<-	1	CD247_FYN
49882	CD247	GNAI1	inhibited by	|-	1	CD247_GNAI1
49884	CD247	GNAI3	inhibited by	|-	1	CD247_GNAI3
49885	CD247	GNAO1	inhibited by	|-	1	CD247_GNAO1
49886	CD247	GNAZ	inhibited by	|-	1	CD247_GNAZ
49887	CD247	GNB1	activated by	<-	1	CD247_GNB1
49888	CD247	GNG2	activated by	<-	1	CD247_GNG2
49889	CD247	GRAP2	activate; catalyze; reaction	->	1	CD247_GRAP2
49891	CD247	HLA-A	complex; input	-	1	CD247_HLA-A
49892	CD247	HLA-B	complex; input	-	1	CD247_HLA-B
49893	CD247	HLA-C	complex; input	-	1	CD247_HLA-C
49894	CD247	HLA-DMA	complex; input	-	1	CD247_HLA-DMA
49895	CD247	HLA-DMB	PPrel: activated by; complex; input	<-	1	CD247_HLA-DMB
49896	CD247	HLA-DOA	PPrel: activated by; complex; input	<-	1	CD247_HLA-DOA
49897	CD247	HLA-DOB	PPrel: activated by	<-	1	CD247_HLA-DOB
49898	CD247	HLA-DPA1	PPrel: activated by; catalyze; catalyzed by; complex; input	<->	1	CD247_HLA-DPA1
49899	CD247	HLA-DPB1	PPrel: activated by; catalyze; catalyzed by; complex; input	<->	1	CD247_HLA-DPB1
49900	CD247	HLA-DQA1	PPrel: activated by; catalyze; catalyzed by; complex; input; interaction	<->	1	CD247_HLA-DQA1
49901	CD247	HLA-DQA2	PPrel: activated by; catalyze; catalyzed by; complex; input	<->	1	CD247_HLA-DQA2
49902	CD247	HLA-DQB1	PPrel: activated by; catalyze; catalyzed by; complex; input	<->	1	CD247_HLA-DQB1
49903	CD247	HLA-DQB2	catalyze; catalyzed by; complex; input	<->	1	CD247_HLA-DQB2
49904	CD247	HLA-DRA	PPrel: activated by; catalyze; catalyzed by; complex; input	<->	1	CD247_HLA-DRA
49905	CD247	HLA-DRB1	PPrel: activated by; catalyze; catalyzed by; complex; input	<->	1	CD247_HLA-DRB1
49906	CD247	HLA-DRB3	PPrel: activated by; catalyze; catalyzed by; complex; input	<->	1	CD247_HLA-DRB3
49907	CD247	HLA-DRB4	PPrel: activated by; catalyze; catalyzed by; complex; input	<->	1	CD247_HLA-DRB4
49908	CD247	HLA-DRB5	PPrel: activated by; catalyze; catalyzed by; complex; input	<->	1	CD247_HLA-DRB5
49909	CD247	HLA-E	complex; input	-	1	CD247_HLA-E
49910	CD247	HLA-F	complex; input	-	1	CD247_HLA-F
49911	CD247	HLA-G	complex; input	-	1	CD247_HLA-G
49912	CD247	HLA-H	complex; input	-	1	CD247_HLA-H
49913	CD247	IGHG1	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHG1
49914	CD247	IGHG2	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHG2
49915	CD247	IGHG3	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHG3
49916	CD247	IGHG4	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHG4
49917	CD247	IGHV	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV
49918	CD247	IGHV1-2	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV1-2
49919	CD247	IGHV1-46	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV1-46
49920	CD247	IGHV1-69	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV1-69
49921	CD247	IGHV2-5	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV2-5
49922	CD247	IGHV2-70	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV2-70
49923	CD247	IGHV3-11	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV3-11
49924	CD247	IGHV3-13	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV3-13
49925	CD247	IGHV3-23	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV3-23
49926	CD247	IGHV3-30	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV3-30
49927	CD247	IGHV3-33	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV3-33
49928	CD247	IGHV3-48	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV3-48
49929	CD247	IGHV3-53	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV3-53
49930	CD247	IGHV3-7	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV3-7
49931	CD247	IGHV3-9	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV3-9
49932	CD247	IGHV4-34	catalyze; catalyzed by; complex; input	<->	1	CD247_IGHV4-34
