nodeLabel	Cluster_R_filtered_25k	Cluster_NR_filtered_25k	distance
KCNJ16	0.128567136580926	0.145583494020252	0.0171
MAR00773	0.217237973578396	0.235930789029857	0.0171
MAR06367	0.111956626740135	0.128625102421363	0.0171
MAR08408	0.105989734052276	0.122493394672735	0.0171
MAR09141	0.0455690540919133	0.0608129624679073	0.0171
MAR10211	0.0575081457992646	0.073022360670372	0.0171
MAR10212	0.0575081457992646	0.073022360670372	0.0171
MAR11428	0.0331703757046836	0.0482443807536368	0.0171
MAR11478	0.0453881710690135	0.0606694972385836	0.0171
MAR11481	0.0453959560165446	0.0606691963096364	0.0171
MAR11868	0.0205649482807072	0.0353069041578357	0.0171
MAR12719	0.0391675671279621	0.0542890532721547	0.0171
MAR12770	0.211294071757951	0.229966391519534	0.0171
PINK1	0.34256032702927	0.363904989890342	0.0171
PLXNA1	0.375222898772468	0.397124022684723	0.0171
RASGRP2	0.222569579297517	0.241489930924949	0.0171
DISP1	0.0394343938570113	0.0544361240552298	0.017
DSC1	0.130364819905996	0.147279655179501	0.017
EPDR1	0.0331156354245538	0.0480200978381747	0.017
MAR04583	0.253794604624448	0.273153846812838	0.017
MAR08679	0.122070709782463	0.138756166362575	0.017
MAR09013	0.0549399155152858	0.0702035286205813	0.017
MAR09310	0.0247352025415498	0.0394106627407401	0.017
MAR09864	0.021349844422875	0.0359322453596722	0.017
MAR11433	0.204069510917878	0.222424289517107	0.017
MAR11646	0.24115291742173	0.260256579868176	0.017
MAR11906	0.0603071713280706	0.0757676903447674	0.017
MAR12251	0.213450025966532	0.231924497189128	0.017
POLD2	0.285343251809063	0.305293193765174	0.017
PRKACA	0.491225439245395	0.515384153361788	0.017
PTGER3	0.0360483840413131	0.0510516156677483	0.017
ADRA1B	0.0376773793289393	0.0525785409545365	0.0169
CCDC18	0.0396262073823041	0.0545114897625381	0.0169
CHORDC1	0.0537180344902393	0.0689240677711206	0.0169
MAR01822	0.139473157332531	0.156336294096707	0.0169
MAR02494	0.260222128548128	0.279528398114366	0.0169
MAR03043	0.241356406450803	0.260256579868176	0.0169
MAR05451	0.19423590739078	0.212281764028217	0.0169
MAR08949	0.00693653409458524	0.021194173576762	0.0169
MAR09336	0.0276768892908646	0.0423782169831899	0.0169
MAR10535	0	0.0140178267689524	0.0169
MAR11320	0.112706150515362	0.129016025687348	0.0169
MAR12513	0.101684657896333	0.117769614843491	0.0169
MAR12612	0.0361248835108309	0.0509188771759431	0.0169
OR52B6	0.446741447911184	0.469768373295932	0.0169
WDR18	0.144542142378974	0.161477189528012	0.0169
ZNF713	0.405525857215045	0.427725064252803	0.0169
IQGAP1	0.408124147158853	0.430224761855226	0.0168
MAR01332	0.20337078534043	0.221444455723045	0.0168
MAR01334	0.203360819785735	0.221431044136931	0.0168
MAR03480	0.273102991687633	0.292530086585038	0.0168
MAR05493	0.226786477744707	0.245300944608136	0.0168
MAR05496	0.226786477744707	0.245300944608136	0.0168
MAR05499	0.226786477744707	0.245300944608136	0.0168
MAR05559	0.226786477744707	0.245300944608136	0.0168
MAR05562	0.226786477744707	0.245300944608136	0.0168
MAR05574	0.226786477744707	0.245300944608136	0.0168
MAR07666	0.185890803369964	0.203595878463646	0.0168
MAR08749	0.165521453707504	0.182810393943055	0.0168
MAR09211	0.0463571533481068	0.0612037703600219	0.0168
MAR09290	0.0290615556498475	0.0435449536512127	0.0168
MAR09826	0.144056274934291	0.160932392211747	0.0168
MAR12260	0.283790486361578	0.303438692369178	0.0168
MAR12406	0.30137271868925	0.321420510847308	0.0168
MAR12596	0.0363759810987736	0.0511040269213626	0.0168
MAR12620	0.0356634854017992	0.0503335678223972	0.0168
MAR12645	0.0615151951444517	0.0766164186112905	0.0168
UACA	0.0435808938567986	0.0584145130734186	0.0168
USP21	0.135698709075275	0.152297512849981	0.0168
COX16	0.0438846811324672	0.0585381178096462	0.0167
DEPDC4	0.348464151901832	0.369222340061919	0.0167
MAR02121	0.241565579858507	0.260256579868176	0.0167
MAR02278	0.241565579858507	0.260256579868176	0.0167
MAR04344	0.254606462853021	0.273594243862492	0.0167
MAR04345	0.254606462853021	0.273594243862492	0.0167
MAR07996	0.314277711612301	0.334388123042304	0.0167
MAR09835	0.149054802228124	0.165882051412035	0.0167
MAR10615	0.00791862887791325	0.0218315460412763	0.0167
MAR12356	0.128350886210829	0.144750251223843	0.0167
MAR12636	0.0593713006437151	0.0743081002991196	0.0167
MAR12665	0.0530595492531628	0.0679338648325635	0.0167
MAR12807	0.221974261321482	0.240280947395657	0.0167
MAR12887	0.128350886210829	0.144750251223843	0.0167
MAR13022	0.128350886210829	0.144750251223843	0.0167
PKIG	0.38456759686375	0.40611626931817	0.0167
STRIP1	0.052293720844863	0.0670730440912856	0.0167
TAF1B	0.0390339540402187	0.0535391729726734	0.0167
TIMM17B	0.13869704380621	0.155336611455828	0.0167
ZNF559	0.295089915351425	0.314770106949999	0.0167
CACNA1I	0.489283104052023	0.512811564254194	0.0166
CLEC4A	0.466862352382109	0.48987772918787	0.0166
FOXF1	0.38192450836374	0.40325068750123	0.0166
HOXD3	0.367990412046222	0.389004117277626	0.0166
MAR01787	0.239627830028566	0.258061421220368	0.0166
MAR03802	0.261143030923207	0.280122206226532	0.0166
MAR03804	0.261143030923207	0.280122206226532	0.0166
MAR04359	0.0550440792921587	0.0698269118751588	0.0166
MAR07646	0.110169651306572	0.126005521563457	0.0166
MAR09257	0.0245787909163517	0.0386655531952287	0.0166
MAR09422	0.04184351127114	0.0563230708414242	0.0166
MAR10563	0.00515083674564481	0.0189059122699844	0.0166
MAR10607	0.0105217993890719	0.0243527835793044	0.0166
MAR11288	0.136731595142269	0.153173242587905	0.0166
MAR11297	0.136731595142269	0.153173242587905	0.0166
MAR12178	0.207618587797583	0.225506722614905	0.0166
MAR12597	0.0367522655082764	0.0510729709039413	0.0166
MAR12604	0.0553789670969504	0.0700942714149787	0.0166
MAR13025	0.147884455828744	0.164520281595997	0.0166
TEF	0.373055939581063	0.394190297110301	0.0166
THYN1	0.035658601750983	0.0500042308740956	0.0166
CCR5	0.181341510157668	0.198452820497695	0.0165
IFI44	0.0358579888366807	0.0500994350623449	0.0165
KRT36	0.0355099139717082	0.0497123234026191	0.0165
MAR01673	0.239590581726384	0.257996982286085	0.0165
MAR03488	0.283534494536729	0.302805519582255	0.0165
MAR03489	0.283534494536729	0.302805519582255	0.0165
MAR04985	0.116781793882597	0.132589025915395	0.0165
MAR09034	0.0114291271112187	0.0251307084972558	0.0165
MAR09438	0.0344693765315223	0.0486605132828749	0.0165
MAR11376	0.0383871251017345	0.0526028497370931	0.0165
MAR11939	0.140993116836686	0.157356629095429	0.0165
MAR12338	0.135230667306108	0.151509362608079	0.0165
MAR12405	0.135230667306108	0.151509362608079	0.0165
MAR12903	0.151896784560731	0.168436699337891	0.0165
MAR12907	0.135230667306108	0.151509362608079	0.0165
MAR12912	0.151896784560731	0.168436699337891	0.0165
MAR12923	0.151896784560731	0.168436699337891	0.0165
MAR12997	0.135230667306108	0.151509362608079	0.0165
MCOLN1	0.225878211089365	0.243950749325686	0.0165
PILRA	0.573240700345051	0.598282483199576	0.0165
COX19	0.0375064926609735	0.0515834996037451	0.0164
G0S2	0.276449954324904	0.295440064518095	0.0164
GATAD1	0.464947598190724	0.487706991504616	0.0164
HEY2	0.224162471991893	0.242101020027935	0.0164
HOMER1	0.0342918753021714	0.0483193877535448	0.0164
IGF2	0.407288551256784	0.428931158247835	0.0164
LILRA6	0.444093775416908	0.46637980895283	0.0164
MAR00142	0.151888879624532	0.168291615573182	0.0164
MAR02346	0.137304335291505	0.153442709415872	0.0164
MAR03259	0.231228702763446	0.249284639624007	0.0164
MAR05505	0.219319582324592	0.237145800884975	0.0164
MAR05511	0.219319582324592	0.237145800884975	0.0164
MAR07708	0.10170574442639	0.117146098901876	0.0164
MAR08239	0.101633312150385	0.117052347356558	0.0164
MAR08980	0.118289897776227	0.134091911736061	0.0164
MAR09680	0.118289897776227	0.134091911736061	0.0164
MAR09930	0.143941212109139	0.160168277561133	0.0164
MAR09979	0.241976974017235	0.260256579868176	0.0164
MAR10193	0.0512573702569222	0.0656008623088748	0.0164
MAR10533	0.00176722391691927	0.0150927849166379	0.0164
MAR12272	0.206031769857145	0.223529009969915	0.0164
MAR12276	0.206031769857145	0.223529009969915	0.0164
MAR12391	0.151988974339423	0.168436699337891	0.0164
MAR12418	0.151988974339423	0.168436699337891	0.0164
MAR12450	0.151988974339423	0.168436699337891	0.0164
MAR12494	0.151988974339423	0.168436699337891	0.0164
MAR12692	0.0617869538340785	0.0763704698517822	0.0164
MDH1	0.0489838755969684	0.063309542433351	0.0164
PHC3	0.0421648871930392	0.0564091804722411	0.0164
PRDM1	0.461179499033381	0.483842955054041	0.0164
BACE2	0.033936518504259	0.0478531278505895	0.0163
MAR00631	0.0328191516162281	0.0467533036426722	0.0163
MAR01679	0.124496257139101	0.14026516749202	0.0163
MAR03007	0.20856805369648	0.225962012564358	0.0163
MAR04376	0.0145275870078289	0.0280043423882073	0.0163
MAR05480	0.224027605857684	0.241836841839994	0.0163
MAR05483	0.224027605857684	0.241836841839994	0.0163
MAR05486	0.224027605857684	0.241836841839994	0.0163
MAR05488	0.223176872940206	0.240926957077037	0.0163
MAR05508	0.224027605857684	0.241836841839994	0.0163
MAR05518	0.223176872940206	0.240900713927601	0.0163
MAR05522	0.223176872940206	0.240926957077037	0.0163
MAR05560	0.219439831897905	0.237145800884975	0.0163
MAR05572	0.224067738465162	0.241836841839994	0.0163
MAR05576	0.219439831897905	0.237145800884975	0.0163
MAR08960	0.0442326137044327	0.0583912478027601	0.0163
MAR09622	0.206893549637308	0.224321367122936	0.0163
MAR10499	0.00752321175837822	0.0209259336623388	0.0163
MAR11856	0.0250282186777213	0.0388090192009957	0.0163
MAR11961	0.0419849984366203	0.0560616013958862	0.0163
MAR12136	0.0419227625079605	0.0559606108108608	0.0163
MAR12354	0.124253349232407	0.140010476892158	0.0163
MAR12886	0.124253349232407	0.140010476892158	0.0163
MAR12891	0.124253349232407	0.140010476892158	0.0163
MAR12955	0.124253349232407	0.140010476892158	0.0163
ZBTB49	0.12860494450308	0.144395649370916	0.0163
ARID3C	0.275578326719134	0.294185262672151	0.0162
MAR01867	0.186346510031144	0.203240414945714	0.0162
MAR12179	0.214497697088351	0.231879056435286	0.0162
MAR12252	0.284208427979951	0.30302592904148	0.0162
MAR12433	0.132939313313652	0.14867313155379	0.0162
MAR12753	0.12724852545286	0.142840694686991	0.0162
MAR12876	0.132891069319495	0.14865702489129	0.0162
MAR12943	0.132891069319495	0.14865702489129	0.0162
MAR12953	0.131065831242526	0.146742555360892	0.0162
MAR13024	0.137817405499402	0.153659738268529	0.0162
POLR3D	0.251353434154655	0.269453175860326	0.0162
RNASE4	0.0470336624986613	0.0610001058025502	0.0162
TBC1D2B	0.127647053602296	0.143267085225162	0.0162
ETFDH	0.149896961225894	0.165912782991155	0.0161
GOT1	0.0588049780073084	0.0729538091165673	0.0161
GRIA4	0.035758680997018	0.049378487086392	0.0161
MAR01684	0.229477335215104	0.247021352997314	0.0161
MAR09101	0.0387516704691885	0.0525289500017979	0.0161
MAR09149	0.0263536829973338	0.0398691756207373	0.0161
MAR09206	0.0285306005036588	0.0420959996634108	0.0161
MAR09215	0.0477411970114955	0.0616824521928094	0.0161
MAR09232	0.0285306005036588	0.0420959996634108	0.0161
MAR09235	0.0285280250521253	0.0420980769865213	0.0161
MAR10613	0.00425228284059994	0.0172231468083285	0.0161
MAR10730	0.00405541448286872	0.0170275022655173	0.0161
MAR11952	0.0356791816441795	0.0493584956792167	0.0161
MAR12736	0.212893403759249	0.230066118214549	0.0161
MAR12762	0.128031802721658	0.143489832427113	0.0161
MAR12764	0.128031802721658	0.143489832427113	0.0161
MAR12768	0.128031802721658	0.143489832427113	0.0161
SLC3A1	0.0412148344496183	0.0550149287061851	0.0161
MAR01617	0.137174166703051	0.15279443526379	0.016
MAR01672	0.114770011847502	0.129836031441624	0.016
MAR04142	0.0289420358204353	0.0423633602345921	0.016
MAR09639	0.0977225078642378	0.112462235266707	0.016
MAR10241	0.0408468779228059	0.0544272917933827	0.016
MAR10604	0.00477043505061385	0.0175864955171229	0.016
MAR10605	0.00782804399353861	0.0208137693602527	0.016
MAR11382	0.0388191457668728	0.0523243110444061	0.016
MAR12310	0.133433402432184	0.148900583810469	0.016
MAR12498	0.133435082756735	0.148901820578014	0.016
MAR12508	0.133435418819113	0.148901820578014	0.016
MAR12599	0.0438472786309466	0.0575497326697447	0.016
MEX3B	0.0366214135657136	0.0501036720144719	0.016
MSH6	0.473822966454002	0.496171979461512	0.016
OR51Q1	0.295281129039309	0.314005936105689	0.016
SIX2	0.220027146355335	0.237210109630697	0.016
VPS26A	0.0537393695769986	0.0676018599035321	0.016
ZBTB5	0.429015400831131	0.450504152444814	0.016
ZNF554	0.452051133665933	0.473920308093231	0.016
ZNF568	0.183758414975731	0.20030207057213	0.016
KIF5B	0.300148523759433	0.31887202719385	0.0159
MAR01678	0.220047383025445	0.237194233830413	0.0159
MAR01938	0.0325787779883158	0.0458611686119196	0.0159
MAR05452	0.242731394100646	0.260256579868176	0.0159
MAR08751	0.154206578752534	0.169904328612739	0.0159
MAR10550	0.00491754658666914	0.0176939324414793	0.0159
MAR10596	0.00563410076348554	0.0183926409341581	0.0159
MAR10614	0.00509781209997346	0.0178607449668088	0.0159
MAR10637	0.0042350794422481	0.0169726867149009	0.0159
MAR11393	0.0626645252417807	0.0766164186112905	0.0159
MAR11902	0.0401608831268755	0.0536398045663057	0.0159
MAR12424	0.131699882191547	0.147029488636445	0.0159
MAR12578	0.0370329230867947	0.0504376386293968	0.0159
MAR12582	0.0430537907862243	0.0565874390607082	0.0159
SMARCE1	0.454502083651298	0.47625530488672	0.0159
TSC22D1	0.497385074671425	0.52000448763147	0.0159
ZNF438	0.457174372394017	0.479117175999307	0.0159
ZNF550	0.360579542198708	0.380543314471437	0.0159
MAR04341	0.051166994039988	0.0646879170609668	0.0158
MAR04357	0.0513501675281254	0.0649431159859907	0.0158
MAR04608	0.208096567482928	0.224836527303748	0.0158
MAR05475	0.223700118488044	0.240753192460316	0.0158
MAR05489	0.228897200899394	0.245950483729846	0.0158
MAR05490	0.228897200899394	0.245950483729846	0.0158
MAR05491	0.228897200899394	0.245950483729846	0.0158
MAR05515	0.223700118488044	0.240753192460316	0.0158
MAR05526	0.228897200899394	0.245950483729846	0.0158
MAR05543	0.228897200899394	0.245950483729846	0.0158
MAR05546	0.228897200899394	0.245950483729846	0.0158
MAR05549	0.228897200899394	0.245950483729846	0.0158
MAR06899	0.101896224570801	0.116383156458302	0.0158
MAR09092	0.0358412684643299	0.0490109500380288	0.0158
MAR09228	0.0198268677857525	0.032680837809847	0.0158
MAR10181	0.0316438606588082	0.0447680251238883	0.0158
MAR10265	0.024603798751924	0.0375455252679381	0.0158
MAR10515	0.00472385263280674	0.0173058325942429	0.0158
MAR10625	0.00492764085290826	0.0174927293418048	0.0158
MAR10636	0.00536578757853309	0.0180090773277875	0.0158
MAR12335	0.244901535406686	0.262340468669726	0.0158
MAR12403	0.244901535406686	0.262340468669726	0.0158
MAR12734	0.115954514870269	0.130790025788998	0.0158
MAR12967	0.131001678862184	0.146132881818151	0.0158
MAR13023	0.142621735372964	0.157940562305377	0.0158
METTL2A	0.193004392778234	0.209371933826931	0.0158
PTAFR	0.542808747793544	0.566258674951145	0.0158
TCF20	0.40746133803299	0.428171385052873	0.0158
ZNF777	0.388340070172739	0.408617487591304	0.0158
CD55	0.0364193458270563	0.0494898593632105	0.0157
CDK6	0.499744263430117	0.522193283361611	0.0157
HBA2	0.230667503655027	0.247652261479901	0.0157
MAR00565	0.0436410492064483	0.0568884429555814	0.0157
MAR00979	0.144737170270187	0.160063020797339	0.0157
MAR01143	0.144737170270187	0.160063020797339	0.0157
MAR01144	0.144737170270187	0.160063020797339	0.0157
MAR01186	0.144737170270187	0.160063020797339	0.0157
MAR01188	0.144737170270187	0.160063020797339	0.0157
MAR01189	0.144737170270187	0.160063020797339	0.0157
MAR03986	0.158290104541647	0.1738375230371	0.0157
MAR04100	0.0630397666793543	0.0766164186112905	0.0157
MAR04534	0.261337052826006	0.278981725725977	0.0157
MAR04958	0.129261306633911	0.14427947870725	0.0157
MAR09693	0.0172128592863774	0.0299678934886879	0.0157
MAR10485	0.125411240126718	0.140237772946198	0.0157
MAR10606	0.0044497429519836	0.0169362699559903	0.0157
MAR10608	0.00646186267435915	0.0188823998293917	0.0157
MAR10638	0.00484774365690484	0.0173684389986311	0.0157
MAR12381	0.1231171203864	0.137939512293052	0.0157
MAR12718	0.03904755943477	0.0521992584999017	0.0157
MAR12899	0.1231171203864	0.137939512293052	0.0157
MAR12916	0.130993122887981	0.146054401818921	0.0157
ZNRF2	0.0407149314444423	0.0538237278044135	0.0157
MAR01145	0.144735317142783	0.159932078904464	0.0156
MAR01187	0.144735317142783	0.159932078904464	0.0156
MAR01994	0.103266263952877	0.117606815605223	0.0156
MAR05461	0.224192329025933	0.240998713261264	0.0156
MAR05553	0.225045128525215	0.241803878328154	0.0156
MAR05556	0.225045128525215	0.241803878328154	0.0156
MAR06525	0.187463324213537	0.203516059067077	0.0156
MAR07997	0.153065225586629	0.168436699337891	0.0156
MAR08059	0.313406738327188	0.331942010703903	0.0156
MAR08090	0.125512004877172	0.140236947721381	0.0156
MAR08700	0.284210607021349	0.30215958375085	0.0156
MAR09194	0.107550521194415	0.12190068004996	0.0156
MAR09261	0.0244001901379178	0.0370698942840404	0.0156
MAR09406	0.0232232962580223	0.0358625860237922	0.0156
MAR09833	0.133519575878556	0.148476465328767	0.0156
MAR09837	0.12186439967295	0.136497885358614	0.0156
MAR09927	0.13469824508883	0.149675777822891	0.0156
MAR10217	0.0371761357036682	0.05011181961846	0.0156
MAR10218	0.0371761357036682	0.05011181961846	0.0156
MAR10541	0.00615216022957148	0.0184770829903745	0.0156
MAR10553	0.00944587180788338	0.0218133894225053	0.0156
MAR10663	0.00544144165828406	0.0177197376365507	0.0156
MAR11323	0.125512004877172	0.140236947721381	0.0156
MAR11942	0.0233227869742261	0.0359772142205284	0.0156
MAR12563	0.138621576750095	0.153586340514906	0.0156
MAR12918	0.134660288378999	0.149626586412	0.0156
MAR12948	0.138621576750095	0.153586340514906	0.0156
MAR13006	0.130117700343979	0.144914770527453	0.0156
TGIF2	0.485785084422601	0.507809263544738	0.0156
ZNF232	0.395183341420392	0.415386657525743	0.0156
HECTD3	0.0532924517829557	0.066380221793946	0.0155
MAR02088	0.233129902221242	0.249900557966714	0.0155
MAR04164	0.035221491788049	0.0480237396786562	0.0155
MAR04334	0.0395381292920681	0.0523826285231283	0.0155
MAR05008	0.116113151324947	0.130562069347547	0.0155
MAR05495	0.225347360996117	0.24197167682993	0.0155
MAR05558	0.225317760515237	0.24197167682993	0.0155
MAR05568	0.225317760515237	0.24197167682993	0.0155
MAR05571	0.225317760515237	0.24197167682993	0.0155
MAR07922	0.222797314202731	0.239365741853371	0.0155
MAR08139	0.222797314202731	0.239365741853371	0.0155
MAR08141	0.222797314202731	0.239365741853371	0.0155
MAR09465	0.162419006764454	0.17773939219559	0.0155
MAR10362	0.237257611577606	0.25409449389434	0.0155
MAR10500	0.00365549044473936	0.0158449953395318	0.0155
MAR10658	0.00694474806249073	0.0191395722268565	0.0155
MAR12311	0.27222828716919	0.289816465165897	0.0155
MAR12312	0.27222828716919	0.289816465165897	0.0155
MAR12321	0.27222828716919	0.289816465165897	0.0155
MAR12322	0.27222828716919	0.289816465165897	0.0155
MAR12325	0.27222828716919	0.289816465165897	0.0155
MAR12328	0.27222828716919	0.289816465165897	0.0155
MAR12332	0.124402454518553	0.138962628535073	0.0155
MAR12795	0.152550252539885	0.167762792208441	0.0155
MAR12882	0.124402454518553	0.138962628535073	0.0155
MAR12971	0.151534728394135	0.16664117891273	0.0155
MAR12999	0.152550252539885	0.167762792208441	0.0155
NTSR1	0.27866896949739	0.296371141505157	0.0155
OR10H3	0.13165817086302	0.146322652217671	0.0155
RGS1	0.276544593634859	0.294182164936464	0.0155
STAT2	0.232474044303695	0.249244781064776	0.0155
TRO	0.0372533723832179	0.0501186632185605	0.0155
ASPSCR1	0.148938271883529	0.163865735421629	0.0154
DYNLRB1	0.0539951257265413	0.0669844155986395	0.0154
FASN	0.0537841621934414	0.0667837068430289	0.0154
JAGN1	0.0527571819940771	0.065759360242116	0.0154
MAR00720	0.032419480042035	0.0450703439750134	0.0154
MAR02089	0.240875343642331	0.257677717159486	0.0154
MAR02881	0.23881590475917	0.255528237353389	0.0154
MAR04644	0.193818098548871	0.209703524556994	0.0154
MAR05464	0.226197058012964	0.242693311305144	0.0154
MAR05502	0.221222882837264	0.23762063145541	0.0154
MAR09134	0.0290685182394132	0.0416034480901493	0.0154
MAR09213	0.0461492745811849	0.0590149332680185	0.0154
MAR10168	0.235664523596335	0.252337403416113	0.0154
MAR10501	0.00630036819332358	0.0184075463853767	0.0154
MAR10511	0.00470055534343292	0.0167498436013129	0.0154
MAR10565	0.00653213006195164	0.0185478238550008	0.0154
MAR10601	0.00130629714214953	0.0132146715965135	0.0154
MAR10698	0.00607081517143595	0.0181078733731497	0.0154
MAR10737	0.00762389606266848	0.0196466818909004	0.0154
MAR11867	0.0228472428481355	0.035301437595524	0.0154
MAR11956	0.0210871676031688	0.0335101603906436	0.0154
MAR12791	0.126104889093734	0.140620782011489	0.0154
MAR13028	0.137304825022044	0.151997163368267	0.0154
MAR13029	0.137304825022044	0.151997163368267	0.0154
PM20D2	0.0382893346372665	0.0509956227194215	0.0154
SAR1A	0.0540410491666097	0.0670394927050985	0.0154
USP37	0.136461307014921	0.15112621636372	0.0154
C3orf38	0.138453198182192	0.153034257532631	0.0153
CD276	0.0452619268613281	0.0580073938125312	0.0153
MAR00124	0.0941923297338223	0.10781132101463	0.0153
MAR01676	0.24137066161151	0.257996982286085	0.0153
MAR01923	0.0347028686119265	0.047253750545293	0.0153
MAR05476	0.226150834435955	0.242472275133691	0.0153
MAR05477	0.226150834435955	0.242472275133691	0.0153
MAR05478	0.226150834435955	0.242472275133691	0.0153
MAR05501	0.226150834435955	0.242472275133691	0.0153
MAR05503	0.226150834435955	0.242472275133691	0.0153
MAR05536	0.185864683620473	0.201369603909082	0.0153
MAR06986	0.141873970911942	0.156522660436209	0.0153
MAR09396	0.0132440983479634	0.0253410792533714	0.0153
MAR09982	0.146701047253841	0.161472690430616	0.0153
MAR09984	0.146701047253841	0.161472690430616	0.0153
MAR09991	0.223323759688426	0.239606050366708	0.0153
MAR10059	0.120827683019507	0.135051038507661	0.0153
MAR10455	0.110747793785526	0.124772067954247	0.0153
MAR10502	0.00394051443833677	0.0158116449269772	0.0153
MAR10526	0.00402007112664401	0.0158348644565318	0.0153
MAR10551	0.00284936548430886	0.0146407629099854	0.0153
MAR10595	0.00652258974144996	0.0183835312215885	0.0153
MAR10598	0.00759077326212798	0.0195535423172498	0.0153
MAR10603	0.00106033096774714	0.0128114764684084	0.0153
MAR10641	0.00781043507598193	0.0197541008435901	0.0153
MAR10685	0.00400593117076841	0.0158876209831532	0.0153
MAR10693	0.00330279717712332	0.0151814773241826	0.0153
MAR11844	0.223323759688426	0.239606050366708	0.0153
MAR12088	0.223323759688426	0.239606050366708	0.0153
MAR12456	0.126130622624923	0.140464350137828	0.0153
MAR12648	0.0520047457344444	0.0647705094876107	0.0153
MAR12652	0.0501102633140563	0.0629033081289493	0.0153
NDP	0.331390271348434	0.349933097135953	0.0153
RYBP	0.220159069585154	0.236390820299724	0.0153
TBC1D15	0.0593768524417393	0.0723101650898452	0.0153
TFDP2	0.590143389917913	0.613782852589557	0.0153
ARAF	0.0547631045163534	0.0675178711956152	0.0152
MAR04118	0.249552537538999	0.266220617725421	0.0152
MAR04875	0.126628346277044	0.140863790398559	0.0152
MAR07149	0.1618315258545	0.176698215362746	0.0152
MAR09010	0.0486746814786879	0.0613370774789881	0.0152
MAR09383	0.0455152685506112	0.0580433123042693	0.0152
MAR09572	0.278981452411758	0.296268519318605	0.0152
MAR09612	0.209292683209154	0.225206379832375	0.0152
MAR09855	0.0191190398194862	0.0312065750160995	0.0152
MAR10202	0.0219830418643171	0.0340822423632959	0.0152
MAR10544	0.00296075203914382	0.0146488558781304	0.0152
MAR10558	0.00535572630068484	0.0170546924038719	0.0152
MAR10560	0.00481216967366289	0.0165228454892578	0.0152
MAR10561	0.00632686317403578	0.0181062135440435	0.0152
MAR10597	0.00633554891148313	0.018095839140908	0.0152
MAR10683	0.00625301164133542	0.0180597298832199	0.0152
MAR10694	0.00462404138242758	0.0163698955821187	0.0152
MAR10695	0.00321703441698729	0.0149538981219928	0.0152
MAR10702	0.00293180045034869	0.0145875073684877	0.0152
MAR10709	0.00290195148811893	0.0146467261976069	0.0152
MAR10726	0.0079512415979509	0.0198077776727411	0.0152
MAR11432	0.0409186719842715	0.053446409935221	0.0152
MAR11930	0.036254832356152	0.0486631491304014	0.0152
MAR12505	0.148941264945902	0.163560360437893	0.0152
OR5A2	0.27770024299725	0.294924065070585	0.0152
PPP6R3	0.0572397238737028	0.0700589536647851	0.0152
TM9SF4	0.0567522240286986	0.069492303758286	0.0152
UROS	0.0541857114192609	0.0669789640145895	0.0152
ZNF419	0.0358353461649091	0.0482010754408892	0.0152
ADD3	0.0576328306952081	0.0703577360108093	0.0151
FLT3	0.366456858258701	0.385367038917144	0.0151
GATA6	0.133893694072861	0.148139952984458	0.0151
GGA1	0.0542434111265103	0.0668988859604694	0.0151
HOXD13	0.223003149678966	0.239077264592723	0.0151
LAT	0.187041810538519	0.202270601801779	0.0151
MAR05519	0.21789760412881	0.233780789854341	0.0151
MAR09042	0.0176158342067013	0.0294512583260376	0.0151
MAR10440	0.039146836942886	0.0514690359366935	0.0151
MAR10543	0.00201862352284474	0.0136299497734019	0.0151
MAR10554	0.00671932962728698	0.0183243028148975	0.0151
MAR10571	0.00663226239573545	0.0182260826978172	0.0151
MAR10585	0.00473835644415257	0.0163669525063456	0.0151
MAR10610	0.00333078038336683	0.0148518701228897	0.0151
MAR10626	0.00280300136421154	0.0143187730770239	0.0151
MAR10633	0.00314767304256015	0.0147203932487574	0.0151
MAR10634	0.00798985165101672	0.0196922020821209	0.0151
MAR10707	0.00324370230138631	0.0148237986411456	0.0151
MAR10722	0.00265533165271766	0.0142064256757135	0.0151
MAR10736	0.000565678337928949	0.0120600344887733	0.0151
MAR10738	0.00331523487990394	0.0148829119560927	0.0151
MAR11477	0.138170473803179	0.152489494102069	0.0151
MAR11480	0.138177934377896	0.15248919317278	0.0151
MAR11865	0.0227047491151589	0.0346511318720142	0.0151
MAR11871	0.0229669585421548	0.034887876513401	0.0151
MAR11936	0.0476595772930858	0.0600813828752098	0.0151
MAR12533	0.294165638444885	0.311603347070114	0.0151
MAR12640	0.0583908743339343	0.0710465347234284	0.0151
MAR12643	0.0556868903267373	0.068367013623229	0.0151
MAR12983	0.131949537764602	0.146109200600028	0.0151
PATZ1	0.515382588487237	0.537324688775405	0.0151
SAMM50	0.14911728890887	0.163594679376032	0.0151
SLCO4A1	0.0400417630810032	0.0523355279382138	0.0151
SMEK1	0.0591241585994555	0.0718336006851093	0.0151
ZNF688	0.477146758479683	0.498293446677603	0.0151
ABL2	0.415903260843033	0.435682984295692	0.015
ACAT1	0.0537283976713883	0.0661066964064762	0.015
ACTR2	0.0604173905725899	0.072948597747689	0.015
AEBP2	0.409979261414415	0.429573872667281	0.015
ARHGAP5	0.255133471661637	0.271648265030487	0.015
GPX4	0.0597966603708097	0.0722977619201022	0.015
GZMH	0.227523157269224	0.243448902642097	0.015
LSM14A	0.055588936916337	0.0681024008925383	0.015
MAR03955	0.198955947219896	0.214334297542358	0.015
