nodeLabel	mIDH1_filtered_25k	Cluster_NR_filtered_25k	distance
CRYM	0.229404688712049	0.3310206193124	0.076
SRM	0.234862706360396	0.33652874579194	0.076
PSMD8	0.437093536744907	0.540567874073163	0.0759
F5	0.139390749998481	0.239815574162186	0.0758
MAR12522	0	0.0990452570005429	0.0758
AKT1S1	0.230841509310584	0.331971125720219	0.0757
DUSP11	0	0.0988750899798152	0.0757
MAR04477	0	0.0989032784315249	0.0757
MAR08711	0	0.0988660684082746	0.0757
ZNF837	0.270073174317716	0.371588805920091	0.0757
ZNRF3	0.047964857465109	0.147289983775675	0.0757
AKT1	0.354519699006813	0.456773263304492	0.0756
GRIA1	0.134817101150108	0.234900138711633	0.0756
COMMD2	0.143950588021555	0.244022394468006	0.0755
MAR05423	0	0.0986098249232367	0.0755
MAR05424	0	0.0986098249232367	0.0755
MN1	0.395528816144498	0.497997835850054	0.0755
TGIF2	0.405277320811328	0.507809263544738	0.0755
DBP	0	0.0985711760759202	0.0754
GALNT11	0.0458011203226461	0.144787732407682	0.0754
GUK1	0.0468864595535013	0.145832922899356	0.0754
JMJD7-PLA2G4B	0.265391313958618	0.366433632861393	0.0754
TBC1D5	0.0447445344943252	0.143673614834498	0.0754
CLDN3	0.23176107026378	0.332337814782855	0.0753
PDE3A	0.136450729029211	0.236140601424583	0.0753
PSMD3	0.479570624711683	0.58248803043505	0.0753
FOSL1	0	0.0981933609773121	0.0752
ZNF585A	0.352686185824329	0.454289945087757	0.0752
HOXD4	0.0473244103964244	0.14578655675412	0.0751
MAR05077	0	0.0980152855559737	0.0751
MAR05079	0	0.0980152855559737	0.0751
MAR05084	0	0.0980443383970652	0.0751
MAR05091	0	0.0980152855559737	0.0751
MAR09997	0	0.0981078692813617	0.0751
RALGAPA1	0.0434070594250218	0.141899699497123	0.0751
DUOX1	0	0.0978753795703268	0.075
SF3A1	0.600766357694579	0.704350941681817	0.0749
CACNA1E	0.0474441331926847	0.145534186140519	0.0748
FCGBP	0.142305384698971	0.241366912561158	0.0748
TOPBP1	0.138809838902273	0.237836476707236	0.0748
CKAP5	0.46317636978908	0.565120338188214	0.0747
ARHGEF3	0.184257623034404	0.283351492476226	0.0746
DCTPP1	0.0538721533023951	0.151783442088484	0.0746
PGK1	0.325334694150033	0.425806321252443	0.0746
MAR12555	0	0.0972078872372125	0.0745
MAR12851	0	0.0972145103239103	0.0745
MAR12783	0	0.0971498639771629	0.0744
MAR12785	0	0.0971457511280794	0.0744
PRPF40A	0.578614083849087	0.681300471984724	0.0744
ZNF226	0.336085480827395	0.436265045570617	0.0743
ZNF503	0.36792389397439	0.468290852404135	0.0742
ALDH3A2	0	0.0965365553554815	0.074
RAB3GAP2	0.284545775298989	0.383763953658602	0.074
CCR10	0.130581659672209	0.228234819044761	0.0739
SPTAN1	0.284018508167384	0.383133657143752	0.0739
TRIB2	0.299905619049376	0.398980160880902	0.0738
CTSA	0.0463490837850279	0.142913176075725	0.0737
P2RY1	0.32157949361634	0.42069334865058	0.0737
CALM1	0.406385965247811	0.50624588407321	0.0736
NUP62	0.561358360960229	0.662679798187838	0.0736
TPI1	0.261043327546299	0.359561677199323	0.0736
KRR1	0.259283476554801	0.357583432744158	0.0735
MAR00229	0	0.0957713305500915	0.0735
MAR06251	0	0.0958348068568439	0.0735
MAR06252	0	0.0958348068568439	0.0735
SATB2	0.319591958430677	0.4184897401783	0.0735
CREB1	0.378490458823928	0.4777333686978	0.0734
MAR09720	0	0.0957226062805822	0.0734
DDX6	0.284322875824143	0.38254195565311	0.0733
GSTM3	0	0.0951037986064541	0.073
ITGA7	0.298186164086591	0.396202243168594	0.073
MAR08356	0	0.0950863941168147	0.073
IDH3G	0.259998558515751	0.357324045326903	0.0728
MAR05013	0	0.0948180758085215	0.0728
MAR00057	0	0.0947087342356644	0.0727
MAR01454	0	0.0946549609179917	0.0727
MAR11841	0	0.0946549609179917	0.0727
METAP2	0.308944387685444	0.406512443212849	0.0727
NPR3	0.416905115450947	0.515564833277779	0.0727
SUMO3	0.480520665256542	0.579737209169133	0.0727
DAZAP2	0.0537768531414713	0.148820014451302	0.0726
MAR08164	0	0.0944620354548782	0.0726
MAR11840	0	0.0945781040074456	0.0726
MAS1L	0.138663129014677	0.234477844287198	0.0726
MAR03789	0	0.0944377833969346	0.0725
COL19A1	0.0512140962321033	0.145970659614166	0.0724
APRT	0.0689276942790822	0.163660386400576	0.0723
MAR08158	0	0.0940552266541061	0.0723
MAR08161	0	0.0940552266541061	0.0723
ZNF230	0.35110124360554	0.448644804882743	0.0723
FAS	0.190515852460215	0.286311204445431	0.0722
MAR01447	0	0.0939218429724493	0.0722
MAR01468	0	0.0939585953903315	0.0722
STYX	0.050282323185929	0.14466583986059	0.0722
VCPIP1	0.223349488187282	0.319415110285823	0.0722
EDA	0.317573480981643	0.414431152352999	0.0721
MAR08202	0	0.0938595512622688	0.0721
MAR09993	0	0.0937416789171625	0.0721
GREM1	0.280345491642182	0.376711552625132	0.072
MAR12345	0	0.0937182325475157	0.072
MAR12351	0	0.0937182325475157	0.072
MAR12361	0	0.0937182325475157	0.072
MAR12377	0	0.0937182325475157	0.072
MAR12384	0	0.0937182325475157	0.072
MAR12395	0	0.0937182325475157	0.072
MAR12400	0	0.0937182325475157	0.072
MAR12429	0	0.0937182325475157	0.072
MAP4K4	0.319994545642657	0.416544986547572	0.0719
OR5K1	0.0483305395421914	0.142254860082972	0.0719
ZNF432	0.282758337083804	0.378961555931406	0.0719
YY2	0.194975694839267	0.290128250510179	0.0717
IFNB1	0.339996270798126	0.436312375986027	0.0716
MAR00770	0	0.0930720613744062	0.0716
ACVR2A	0.281643960236766	0.3773733563645	0.0715
MAR09647	0	0.0929084324153903	0.0715
QRFPR	0.222481222410952	0.317527009402791	0.0715
ZNF275	0.404939460176295	0.501760096934892	0.0715
ENO1	0.232759952009038	0.327854682873251	0.0714
MAR11566	0	0.09280411370429	0.0714
MAR11567	0	0.09280411370429	0.0714
MLXIP	0.319667163424866	0.415504476185487	0.0714
RHEB	0.345924268248595	0.442099017903138	0.0714
CCAR2	0.331329423660115	0.427180411696825	0.0713
TNFSF14	0.302968921237374	0.39856100547094	0.0713
GNB1	0.488041277342887	0.585149596502045	0.0711
MAR08121	0	0.0923222862118416	0.0711
MAR08123	0	0.0923222862118416	0.0711
OR5K4	0.0526527476876346	0.14557001941262	0.0711
PTGES3	0.153707595602847	0.247527494774253	0.0711
MAR07918	0	0.0922013771152307	0.071
YY1AP1	0.303500462927792	0.398673895308402	0.071
ZNF780A	0.284239841088509	0.379184060864539	0.071
MAR04953	0	0.0920454549159383	0.0709
XAB2	0.612648233162314	0.710637804361106	0.0709
ATRX	0.228865889754697	0.32298207123742	0.0708
BAX	0.339851761257416	0.435074116736449	0.0708
NSUN3	0	0.0920062675221631	0.0708
OPN5	0.134649466922491	0.227925281340249	0.0708
RSU1	0.304608011080643	0.399307902280844	0.0707
COTL1	0.352662594064857	0.447711165555751	0.0706
LSM6	0.610789982498094	0.708340625145513	0.0706
RGS18	0.334119854826522	0.428754429224852	0.0704
ZNF546	0.303486537619268	0.397832540409755	0.0704
ERH	0.0660042884965601	0.157782640612669	0.0702
KCNK2	0.18262341862638	0.275503132493039	0.0702
LOC401127	0	0.0910629930984891	0.0702
NDUFC2	0.36713041033801	0.461811013804502	0.0702
AZU1	0.36079532526589	0.455280449997772	0.0701
COX7A2L	0.0582541447970745	0.149852255335895	0.0701
CD58	0.302771246280012	0.396497577181556	0.07
ETFB	0.204500984372961	0.297308831107099	0.07
PPIE	0.610760970625973	0.707461796322098	0.07
RLF	0.302279397075829	0.396023577370413	0.07
ANKRD49	0.0559874533666805	0.147209211460504	0.0699
NDUFS1	0.408335050083105	0.502998635147357	0.0699
HOXD8	0.143849251024907	0.235754353642526	0.0698
MS4A3	0.147597260110755	0.239588120304167	0.0698
SEH1L	0.571383847881804	0.667436681081436	0.0698
STX16-NPEPL1	0.322932472641214	0.416596839123632	0.0698
MIER1	0.358095950582688	0.451912305249006	0.0697
RNF141	0.128227503392985	0.219878679041058	0.0697
ATF4	0.333313052551358	0.426788046960668	0.0696
ZNF630	0	0.0902552808895851	0.0696
FFAR3	0.335607817756547	0.428963452128514	0.0695
NDUFS3	0.408321564483117	0.502411371113442	0.0695
RBM10	0.367406083748295	0.46100189943163	0.0695
ATP6V1E1	0.322262774100944	0.415272873429413	0.0694
CD101	0.32115611306948	0.414243351494439	0.0694
CDK5	0.18995404069908	0.281440095341515	0.0692
OR10K1	0.185974155457887	0.2774839170191	0.0692
UNC13B	0.352467180505034	0.44546928299648	0.0691
ATG12	0.233400435639928	0.325044648820857	0.069
MAPK6	0.336667205913241	0.429300480945339	0.069
MEF2C	0.45478058059647	0.548499872381953	0.069
HMGXB4	0.281767771600838	0.373756116351414	0.0689
GPN1	0.189193827627503	0.279911340946535	0.0686
FLII	0.452920410917069	0.54589593682784	0.0684
PHIP	0.375959590717814	0.468142773067999	0.0684
TNIP2	0.463692124953944	0.556767601434537	0.0684
ZNF664	0.256181059921586	0.347205222239401	0.0684
SCRT1	0.224667757030863	0.31518491660092	0.0683
CD2	0	0.0883336609727589	0.0682
KHDRBS1	0.41559135013524	0.507871005057463	0.0682
OR51S1	0.230883375199113	0.321338519697605	0.0682
TP53RK	0	0.0880588817544583	0.0681
JDP2	0.379208262192678	0.470878585083094	0.068
NODAL	0.22671660806104	0.316694577598223	0.0679
SDHB	0.347565565043281	0.438696270675899	0.0679
PSMD5	0.437637280974682	0.529413887101807	0.0677
TBC1D2	0.379329002691744	0.470505773591917	0.0677
ZMIZ2	0.186254129202981	0.27555068232146	0.0677
ELMO1	0.373087607835081	0.464054829511895	0.0676
EN2	0.258137609084396	0.347973165556198	0.0676
OSTF1	0.37185115843303	0.462909362444528	0.0676
HES2	0.188761565679367	0.277900833333255	0.0675
MPEG1	0.373806734179339	0.4646270070616	0.0675
PHB	0.19154492991336	0.280667632380432	0.0675
MTOR	0.438573183384	0.529916571294839	0.0674
STK11	0.346449984366472	0.436959175852313	0.0674
EBNA1BP2	0.189104728771338	0.277866383700555	0.0673
GCNT1	0	0.0869068881863303	0.0672
TXK	0.226646204671285	0.315694147498153	0.0672
TRA2A	0.190789585341708	0.279355278932044	0.0671
ARRB1	0.366874254339992	0.456972379589194	0.067
ESR2	0.307217145965857	0.396800106482395	0.067
RAB5B	0.194147714850991	0.282536019170558	0.067
RBAK	0.23073523486937	0.319488490804374	0.067
SDCBP2	0.258814876166793	0.34780071438203	0.067
ZNF528	0.229710033179195	0.31849655610602	0.067
ATP6V1A	0.365631374440177	0.455545364557363	0.0669
COPS8	0.0451113341968879	0.131975792327052	0.0669
OR52N4	0.227958525195057	0.316385810425083	0.0668
KPNA3	0.49471827677082	0.585626940228629	0.0667
ZNF101	0.0622481216844107	0.149036713502161	0.0667
ZNF488	0.287946744685625	0.376917684919461	0.0667
CLIC1	0.2353455816316	0.323535487863074	0.0666
STIP1	0.192552670554672	0.280428425551321	0.0666
AHCTF1	0.39677417186754	0.486388718678001	0.0665
PNPLA3	0	0.0858578007243054	0.0665
SLC11A2	0.227710273334184	0.315731888053648	0.0665
ZNF157	0.227255399094648	0.315235575529485	0.0665
OR5AN1	0	0.0857233700518062	0.0664
USP24	0	0.0852907735310195	0.0661
ZFAND5	0.367106460165449	0.455955828595457	0.0661
GOPC	0.260162889639021	0.347819312732237	0.066
KDM3B	0.288842891386639	0.376818947455418	0.066
NUB1	0.35219953618142	0.440704668036084	0.066
PKD2	0.229738183534545	0.317135979397168	0.066
NDUFS2	0.305781943465901	0.393669709476778	0.0659
SIN3A	0.465794175422651	0.555212981618308	0.0659
MED13	0.45556245465636	0.544844062085972	0.0658
SP6	0.259388637706363	0.346738699269378	0.0658
ZNF10	0.394394268627551	0.483069835098221	0.0658
ZNF625	0.405387661772359	0.494105046351032	0.0658
OR5M10	0.258178026737155	0.345422854474817	0.0657
DGKQ	0.249857359962817	0.336831798145189	0.0656
TRA2B	0.548514102482207	0.638314634288691	0.0656
CCT3	0.463339726173817	0.552168733315994	0.0655
LPAR2	0.0447256969736154	0.129566360603323	0.0655
MC5R	0.334792261084783	0.422436099521502	0.0655
TRIM28	0.501351751382307	0.590545305366312	0.0655
DDX24	0.191922558802191	0.278009378656138	0.0654
MAP4	0	0.08435640791682	0.0654
MT-CO2	0.285100364519513	0.372153456904108	0.0654
SNRPC	0.351679516708752	0.439299455831827	0.0654
CRTC3	0.321221396761943	0.40844784283693	0.0653
PSKH1	0.255779202564365	0.342446076984831	0.0653
CEBPE	0.294751590408894	0.381630209209777	0.0652
RPGR	0	0.0839743476433305	0.0652
DEPDC4	0.282613374594357	0.369222340061919	0.0651
BHLHE23	0.385622195969289	0.473014874701049	0.065
BTN2A1	0	0.0836931477478208	0.065
COG4	0.43819840383472	0.526073997770016	0.065
SMAD9	0.336270659614234	0.423295834990577	0.065
ACACB	0	0.0835195317631094	0.0649
AKT2	0.30243524798514	0.38890212309607	0.0649
ETV6	0.259900111676989	0.345943636358399	0.0649
HSPB1	0.304343146063193	0.390840399638236	0.0649
CRX	0.315457418840387	0.401818825847325	0.0647
PKIG	0.319783667114648	0.40611626931817	0.0647
ONECUT3	0.320038188710119	0.406210492890397	0.0646
CD38	0.377649942716382	0.464345657080925	0.0645
PTPRJ	0.446530030764535	0.533852213545828	0.0645
SERPINA11	0.186953654168422	0.271819523582076	0.0645
USF1	0.354273331878843	0.440698347702415	0.0645
DOCK7	0.302688117082931	0.388460167732528	0.0644
DDI2	0.194230438757942	0.278889621293068	0.0643
DZIP3	0.336504312646837	0.422385306508213	0.0642
RELA	0.576392714016355	0.664535580594929	0.0642
GRM5	0.33642436949226	0.422008359576944	0.064
TPSAB1	0	0.0822745451928768	0.064
ARX	0.188512404454797	0.272446395262051	0.0639
CDK11B	0.394396537420322	0.480251170615426	0.0638
PSMA4	0.37617986761596	0.4618516458705	0.0638
ENPP1	0.226623795779728	0.310714037533727	0.0637
HLA-DOB	0.280310207009103	0.364847464384981	0.0637
MUTYH	0.263870016429878	0.348321512959876	0.0637
ZNF343	0.185149266169234	0.268755030989966	0.0637
CBX2	0.535204441297554	0.621893852052251	0.0635
MAPKAPK5	0.192476138592733	0.275849261469949	0.0635
MBD3L1	0.188492152923729	0.271869635985913	0.0635
METRNL	0.23133376248816	0.315109112289563	0.0635
PNRC2	0.336570895277839	0.421451489009426	0.0635
CWC25	0.429223533484677	0.514840630264727	0.0634
ZNF678	0.334080951441849	0.418722244102283	0.0634
OR4F15	0.183744944131902	0.266877023886776	0.0633
STXBP3	0.267243293324377	0.351121489969911	0.0633
ZFP57	0.304007965776691	0.388136685437253	0.0632
EP400	0.196670500578515	0.279655208544843	0.0631
PSMA1	0.507498668030244	0.593427171292663	0.0631
SNX27	0.385614440861251	0.470386776239803	0.0631
TAF1D	0.413210957065571	0.498147384446717	0.0631
TIMP2	0	0.0808703016908222	0.063
CCNT2	0.388655390596932	0.473150924421902	0.0629
ZNF195	0.325784145962017	0.409215713913998	0.0626
LMF1	0	0.0801859334835695	0.0625
MAP3K9	0.190998961970069	0.273070314405737	0.0625
CIAPIN1	0.134018068380555	0.215027735567064	0.0622
RBM14	0.364883265013346	0.448181633009578	0.0622
TRAPPC3	0.367398302626471	0.450697863404603	0.0622
DAD1	0.259637438358287	0.34178920451238	0.0621
PPT2	0.189640542912479	0.270752285297003	0.0619
CRHR2	0.186132662553188	0.266924601281941	0.0617
CXXC5	0.420828761958503	0.503936691074071	0.0617
HMBOX1	0.343035665227079	0.425321829659797	0.0617
DNAJC2	0.065342511876383	0.144808621571277	0.0616
NUDC	0.322240145557524	0.404269321281325	0.0616
IGF2R	0.336064733188786	0.417970787901561	0.0614
ENG	0	0.0784938460013245	0.0613
IKZF1	0.355248464049687	0.437140389137557	0.0613
RARS	0.262351934433534	0.343401998095549	0.0613
COPB1	0.547166187023835	0.630794251810703	0.0612
C20orf27	0	0.0780765291886962	0.061
LIN28B	0.18762270062455	0.267470832471905	0.061
OR5P2	0.266392374250752	0.346957261524451	0.061
PPP1CA	0.561151147610397	0.644464823925667	0.0609
ZFP14	0.399523087831067	0.481209567773076	0.0609
CAP1	0.423863408015571	0.505651950015859	0.0608
CHD5	0.189654280504016	0.269295027579281	0.0608
ZBP1	0	0.0777967925195413	0.0608
NCBP2	0.694489130411102	0.778843158863816	0.0607
MADD	0.415926220136504	0.497432459052437	0.0606
ZNF280C	0.394951455235671	0.476204357232639	0.0606
COX6B1	0.305038960657714	0.385074644871809	0.0603
CSPG4	0	0.0770053715113925	0.0603
MRAS	0.254379311929322	0.333871817545088	0.0603
STAG2	0.365585180790712	0.446121853746387	0.0603
ULK1	0.320271238318172	0.400388455945151	0.0603
DLX6	0.195801582258124	0.274612587802296	0.0602
UBE2U	0	0.0769353909879994	0.0602
ZNF532	0.363160743643243	0.443541557269462	0.0602
DPEP1	0	0.0766588326370786	0.06
G3BP1	0.432649959350986	0.513399973354131	0.06
NOTCH1	0.197173763261787	0.275698572019538	0.06
UBXN1	0.265645270782062	0.344762288719334	0.06
BASP1	0.516189238798621	0.597577195160788	0.0599
HOXB4	0.19059981511563	0.268890080417253	0.0599
POLR3K	0.315712966090878	0.395213334887755	0.0599
RABEP1	0.306740608953953	0.386191915039231	0.0599
DDOST	0.564248133659572	0.646073258008298	0.0598
NBAS	0.13131228356813	0.20888035899844	0.0598
OR5B21	0.31549395564781	0.394810091544588	0.0598
ASXL1	0.416180336185631	0.496350539452276	0.0597
IFI16	0.18893910103853	0.266992448799807	0.0597
SART3	0.415160171156992	0.495290258701502	0.0597
ZDHHC9	0.416051989178529	0.496046056714555	0.0596
CACNA1I	0.432786558487948	0.512811564254194	0.0595
LLGL1	0	0.0759555158419957	0.0595
RSC1A1	0.281003490533139	0.359663125014488	0.0595
TXNDC12	0.363023536272299	0.442372896694083	0.0595
GNL1	0.224288715782161	0.302266487233272	0.0594
GPR4	0.19299136201378	0.270677089159274	0.0594
HNRNPDL	0.304502841620212	0.383219627686689	0.0594
SRGAP3	0.188660466724706	0.266239107733007	0.0594
ZNF219	0.131167233675961	0.208030282587623	0.0593
APOOL	0	0.0754835682017263	0.0592
RAB10	0.341740498964118	0.420473237063691	0.0592
ZBTB10	0.387077938819358	0.466255354944009	0.0592
PLCXD1	0.38424563733498	0.463075813604962	0.059
SLC47A1	0	0.0750685216364335	0.0589
EXOSC3	0.423431807801936	0.502418875407071	0.0588
THOP1	0.425083772699046	0.504137899928308	0.0588
GRN	0.424011323038747	0.502716559896414	0.0586
HTR2C	0.258490848035699	0.335626357241357	0.0586
ZNF280B	0.254712846328265	0.331794396193284	0.0586
BRD8	0.355001918435834	0.432901926483913	0.0585
GDF7	0	0.0744340105907935	0.0585
GNG5	0.308677221632768	0.386075863923991	0.0585
NLRC4	0.426883726067431	0.505440456071192	0.0585
ZNF580	0.319319033366564	0.396674890753445	0.0584
HSF2	0.258923547664249	0.335684116447099	0.0583
HYOU1	0.137154147075936	0.21271506959261	0.0583
MRPL35	0	0.0742067967771949	0.0583
VGLL1	0.322210488537383	0.399409426341529	0.0582
ARL1	0.192247314578026	0.268075824614656	0.0581
TOP1	0.340418309427319	0.417555622041507	0.0581
ATF1	0.391001950122455	0.468475061176751	0.058
DYNC1I2	0.593141043408922	0.672649010625076	0.058
GIMAP4	0.131320473760911	0.206383725746343	0.058
POLRMT	0	0.073626272678174	0.0579
ADIPOR1	0.254890951056318	0.330768997877526	0.0578
MTMR14	0	0.0734271875348298	0.0578
NAA30	0	0.0735080592862871	0.0578
SEC61A1	0.13471814266256	0.209476684882136	0.0578
HLA-DRA	0	0.0733640404652613	0.0577
PRKCB	0.20158277658715	0.276881078175031	0.0577
TBPL2	0.130914288651763	0.205523472587696	0.0577
ZNF629	0.456079117911667	0.533763399641286	0.0577
GPSM1	0.44446016324888	0.521871564814345	0.0576
TP53	0.304106372853617	0.380278615212438	0.0576
DIRAS1	0.282819740948913	0.358468243764009	0.0574
NAA10	0	0.072720468123262	0.0573
BOP1	0.135491566844698	0.209476684882136	0.0572
CSNK1G1	0.260257412559722	0.335441207113692	0.0572
DDX39B	0.135324462697033	0.209300420590357	0.0572
FGL2	0.351039035464998	0.427085032485853	0.0572
RHOB	0.195106599491419	0.269681969664723	0.0572
NAGS	0	0.0724809350860619	0.0571
ZNF827	0.256070124777972	0.330975261030079	0.0571
ECD	0.305320613258967	0.380583928469588	0.057
FBLN7	0	0.0722991401074245	0.057
RPUSD1	0	0.0723357946278012	0.057
TNK1	0.259273456871717	0.334069488633034	0.057
ATP5B	0.232158605571298	0.306610716010555	0.0569
BAG6	0.368264487599693	0.443952723550633	0.0569
NPSR1	0.253999988909433	0.328610098456272	0.0569
NR2F6	0.0679516418345307	0.140771769302035	0.0569
DMAP1	0.415321372728619	0.491324026177707	0.0568
DUS1L	0	0.0720044332478414	0.0568
HDAC10	0.459435686305408	0.535918634230146	0.0568
NT5C2	0	0.072030674391874	0.0568
ZNF519	0.349668762673022	0.425077187921029	0.0568
ATP6V1C1	0.228784802684256	0.302875162196639	0.0567
CLEC17A	0.129242267856431	0.202374924362749	0.0567
FBL	0.386041268437718	0.461675920920302	0.0567
GPR22	0.128731343465425	0.201932279901764	0.0567
KIAA0232	0	0.0719021813201264	0.0567
REEP6	0	0.0719403277554027	0.0567
SETDB1	0.366896851569689	0.442305239504873	0.0567
HTR3B	0.325216084309432	0.400120709077236	0.0566
P2RX3	0.136249631372924	0.209339610706822	0.0566
ZFP42	0	0.071837196519684	0.0566
HIVEP3	0.131184615219548	0.204063593742595	0.0565
HTR1F	0.398606995703112	0.474067382737685	0.0565
JMJD1C	0.381576272393646	0.456877016498082	0.0565
ANK3	0.128965628671634	0.201647088010367	0.0564
BTBD6	0	0.0715331422411152	0.0564
ADAP2	0.47382210586077	0.549805384397728	0.0563
ATP10A	0	0.0713908445362772	0.0563
MRPL15	0	0.0713519842902334	0.0563
SEC16A	0.231210096518982	0.304775172334597	0.0563
SSBP3	0.410706549408899	0.485832201512331	0.0562
B3GAT3	0.138107669579543	0.210448768527633	0.0561
MRPS28	0	0.0711046772091526	0.0561
RPL37	0.53297040611845	0.609151056979872	0.0561
HDAC1	0.560812436872956	0.637074092490442	0.056
NEXN	0	0.0709791799478608	0.056
PARK7	0.462001018092051	0.537348573514912	0.056
GNL2	0.340037579195403	0.414074499595391	0.0559
MRPL37	0	0.0708357282140198	0.0559
DNAJA2	0.287283210693857	0.360684603947485	0.0558
LARS	0.231499757879774	0.304198164476755	0.0557
TBP	0	0.070479910906934	0.0557
CLCN5	0	0.0703076592825681	0.0556
CLINT1	0.197932554136753	0.270197171806048	0.0556
HRH2	0	0.0703851443030768	0.0556
LUC7L2	0.230344315335535	0.302954432827874	0.0556
MRPS6	0	0.0703314410948567	0.0556
SNORD114-24	0	0.070397448222559	0.0556
AMFR	0.22226802335675	0.294692313723073	0.0555
HOXC6	0.258545642180284	0.331273714749798	0.0555
SGTA	0.286526571897006	0.359520697981995	0.0555
STX8	0.325043892948727	0.39836409827213	0.0555
TIGD4	0.396028626704701	0.470068698280472	0.0555
DYRK1A	0.232206966909011	0.304586297523234	0.0554
L3MBTL4	0.132630456217878	0.204020771531019	0.0554
LEMD3	0.39802409931464	0.471932752886903	0.0554
MGA	0.385606685301267	0.459416160926386	0.0554
ABHD12	0	0.0699276909485905	0.0553
ANAPC13	0	0.0699661296119818	0.0553
CD34	0.429764680661923	0.503904893298803	0.0553
FBXL15	0	0.0699599577316049	0.0553
KHSRP	0.405874117765965	0.479782713563874	0.0553
NEDD4	0.397603518389206	0.471298900175524	0.0553
CCT6A	0.44019779268397	0.514288007098897	0.0552
PCF11	0.496941529352645	0.571478167908908	0.0552
SNORA22	0	0.0697960171417682	0.0552
GTF3C6	0.133327361626212	0.204288692366504	0.0551
MRPL4	0	0.0696985110584077	0.0551
AP1S2	0.325594807726891	0.398216107850608	0.055
TFE3	0.395576947855018	0.468927632803323	0.055
CLASRP	0	0.0693573780216347	0.0549
DEFA1B	0.265425402203015	0.337351252990025	0.0549
DPP9	0	0.0693480774495287	0.0549
DRD4	0.302824078612054	0.375036543101962	0.0549
EPC2	0.410728424809325	0.484000734875739	0.0549
ZNF319	0.289688204018776	0.361891648329007	0.0549
ESCO1	0.294989310080099	0.367113559858269	0.0548
OMP	0.224589759524255	0.295934192340496	0.0548
SLC27A5	0	0.0691681379206466	0.0548
UBE2K	0.142458982942403	0.213000295859697	0.0548
FLNC	0	0.06913878290234	0.0547
MIER3	0.280205367163707	0.35197263514524	0.0547
RNASEK	0	0.0691297492801458	0.0547
ZNF385A	0.472136442157721	0.545771573948604	0.0547
CHORDC1	0	0.0689240677711206	0.0546
PDLIM4	0	0.0689692998875878	0.0546
FLNA	0.132203362621963	0.202323289799162	0.0545
JAKMIP1	0.135468229348016	0.205634332461578	0.0545
PDZK1	0	0.0688097878956445	0.0545
RBMS2	0.129779245603473	0.199770325409832	0.0545
TMEM115	0	0.0688341230608096	0.0545
ZBED2	0.131983677874711	0.202009953066188	0.0545
MAP3K4	0.364623877722531	0.436825037852736	0.0544
NAA35	0.131168709555594	0.201073812942535	0.0544
CHRM5	0.130861373687614	0.20059121623564	0.0543
FXN	0	0.0684152747181082	0.0542
SUCLG1	0.138135840050132	0.207829294469179	0.0542
HOXC5	0	0.0682792469363015	0.0541
LMO2	0.282527688465432	0.35348458202237	0.0541
PAK4	0.32222648854028	0.393556129202143	0.0541
SAP18	0.37891243020629	0.450798886472921	0.0541
SNRNP27	0	0.068247420699049	0.0541
TUFM	0.329767125862373	0.401200894257548	0.0541
ARHGEF6	0	0.0680554487087501	0.054
CELA1	0	0.0681180479230283	0.054
KLRC4	0.133723685074017	0.203038184720048	0.054
PTTG1	0.365127448746164	0.436700975601244	0.054
XRCC5	0.542205788235793	0.615563415291974	0.054
ZNF682	0.27930495196893	0.350037448909513	0.054
DPP7	0.143559568297297	0.212882082568013	0.0539
KL	0.166763703153684	0.236278959733047	0.0539
LRCH4	0.356027453351389	0.427377764727129	0.0539
OR2AT4	0.225244007406362	0.295352583525967	0.0539
ANKRD13A	0	0.0677482842243958	0.0538
COPA	0.53469628786175	0.607615814353569	0.0538
GSS	0	0.067867188365319	0.0538
RRP8	0	0.0677368729394994	0.0538
SYNGR2	0	0.067856927467856	0.0538
KHNYN	0	0.0676021454885575	0.0537
VPS26A	0	0.0676018599035321	0.0537
DMRTC1	0.334500792036238	0.405180380324005	0.0536
PYGB	0	0.0675235864015183	0.0536
NOSIP	0	0.0673586035717477	0.0535
PPP2R5C	0.362914645690053	0.433655118416676	0.0534
TOR1AIP2	0	0.0673093834666108	0.0534
CCR5	0.130063295151564	0.198452820497695	0.0533
CSNK1G3	0	0.0670687431063837	0.0533
MAP1S	0	0.0671169061626465	0.0533
RING1	0.143617226758204	0.212104398593238	0.0533
SAR1A	0	0.0670394927050985	0.0533
DYNLRB1	0	0.0669844155986395	0.0532
EML3	0.136172423812887	0.204397539492849	0.0532
GGA1	0	0.0668988859604694	0.0532
IMPAD1	0	0.066950267768579	0.0532
KEAP1	0.328557389688474	0.398693834657234	0.0532
LRRFIP1	0.193686173704885	0.262556308905604	0.0532
MMP8	0.226645404418701	0.295779210140597	0.0532
NCOR1	0.536929764501494	0.609112257189442	0.0532
PEG10	0.135531881856244	0.203756394897475	0.0532
TLR7	0.43930906839517	0.510547432566917	0.0532
DGKH	0	0.0668816585472263	0.0531
FBXL18	0	0.0668313991246861	0.0531
GPR34	0.224735967369791	0.293647755352937	0.0531
OTP	0.282063605454834	0.351620050077416	0.0531
THEG	0.132952994036063	0.201065471230582	0.0531
VTN	0	0.0668305373683152	0.0531
CGGBP1	0	0.0666341980986196	0.053
IARS2	0.138791257366461	0.206837724378426	0.053
