"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"66" "Signal Transduction R-HSA-162582" "127/2465" 7.59653067168283e-11 6.9888082179482e-09 0 0 2.02537439157866 47.1927309525974 "SH3GL3;OXTR;RTKN;NAB1;NPY2R;FZD10;CXCL16;CRHBP;STK10;GNAT3;OXER1;WLS;RGS7;FOXH1;SOX13;GPR37L1;LEMD3;TIAM2;PCP2;ADCYAP1;PYGO2;MTNR1A;ADAM17;SRFBP1;AGTR2;DGKI;NOTCH3;CALCA;CALCRL;ARHGEF28;LHB;ADRB1;IQGAP3;RASGRP1;CRHR1;MCHR2;HCAR3;CALCR;SHARPIN;HRH3;PRKAR2A;PDGFC;DRD2;SRGAP1;NTSR1;NTSR2;JAG2;CCR1;GPR17;PPAN-P2RY11;EGR4;TGFB3;CBX2;PTCH2;IGF2;NMBR;TAS2R38;PBX1;GRIN2D;ARHGAP33;ARHGAP32;BMP2;GPR183;NMUR1;GPR27;GPSM1;GABRB2;OTUD7B;ADM;HTR2A;OSBPL11;CXCL3;CXCL2;RND1;MC4R;GRM3;LYL1;SPRED1;GRM6;GRM8;BDKRB2;CCR8;CCR7;TAS2R1;PRKG1;CCR3;TGIF2;TRPC3;AVPR1B;ARHGEF17;TACR2;KREMEN1;SSTR1;IL17RD;SSTR3;ADRA2A;GAL;CCKBR;ELF3;KIT;ANGPTL3;OPRD1;CCL13;CXXC1;TULP3;CXXC5;ACVR1B;PROKR2;P2RY6;P2RY2;GNG7;NRIP1;NHS;SLITRK5;CCL25;MBD4;NTRK3;DAB2IP;GZMB;CFLAR;CDC42BPA;MPP7;TSHR;EPOR;NEDD4;CCL27;CDK5R1"
"67" "Expression And Translocation Of Olfactory Receptors R-HSA-9752946" "37/393" 4.38254398819403e-10 3.52794791049619e-08 0 0 3.61469183137866 77.8901804353789 "OR2G6;OR10H1;OR51B2;OR2G3;OR11H1;OR5K2;OR52D1;OR4Q3;OR52N5;OR2T35;OR52N2;OR2T33;OR1S1;OR51Q1;OR56B1;OR13D1;OR5D16;OR52B6;OR5AU1;OR6F1;OR2L8;OR1L8;OR51M1;OR2L3;OR4N2;OR10Q1;OR2T8;OR10A7;OR2L13;OR2A12;OR2Z1;OR10G8;OR13C3;OR7C2;OR2A4;OR4A15;OR5C1"
"68" "Olfactory Signaling Pathway R-HSA-381753" "37/401" 7.6961240343005e-10 5.50700430898836e-08 0 0 3.53376413732253 74.1565142994272 "OR2G6;OR10H1;OR51B2;OR2G3;OR11H1;OR5K2;OR52D1;OR4Q3;OR52N5;OR2T35;OR52N2;OR2T33;OR1S1;OR51Q1;OR56B1;OR13D1;OR5D16;OR52B6;OR5AU1;OR6F1;OR2L8;OR1L8;OR51M1;OR2L3;OR4N2;OR10Q1;OR2T8;OR10A7;OR2L13;OR2A12;OR2Z1;OR10G8;OR13C3;OR7C2;OR2A4;OR4A15;OR5C1"
"69" "Sensory Perception R-HSA-9709957" "42/616" 3.65643639535927e-07 2.35474503861137e-05 0 0 2.53887616224229 37.6302237852719 "OR2G6;OR10H1;OR51B2;OR2G3;OR11H1;OR5K2;OR52D1;OR4Q3;OR52N5;GUCY2F;OR2T35;OR52N2;OR2T33;OR1S1;OR51Q1;GNAT3;OR56B1;TAS2R1;OR13D1;OR5D16;OR52B6;OR5AU1;OR6F1;OR2L8;OR1L8;OR51M1;OR2L3;OR4N2;TAS2R38;OR10Q1;OR2T8;OR10A7;OR2L13;C1D;OR2Z1;OR2A12;OR10G8;OR13C3;OR7C2;OR2A4;OR4A15;OR5C1"
"70" "G Alpha (Q) Signaling Events R-HSA-416476" "20/212" 4.49024093864564e-06 0.000241442079850902 0 0 3.54406342182891 43.6401942236291 "GPR17;OXTR;PPAN-P2RY11;AVPR1B;TRPC3;TACR2;NMBR;HTR2A;RASGRP1;MCHR2;PROKR2;P2RY6;CCKBR;GNG7;P2RY2;BDKRB2;NMUR1;NTSR1;DGKI;NTSR2"
"71" "Chemokine Receptors Bind Chemokines R-HSA-380108" "10/56" 4.49892074256339e-06 0.000241442079850902 0 0 7.32287334593573 90.1568222382011 "CCL25;CCR1;CCL13;CCR8;CCR7;CXCL3;CXCL2;CCR3;CCL27;CXCL16"
"72" "ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821" "15/131" 6.87018701487581e-06 0.000332025012925243 0 0 4.37817604355717 52.0491544515545 "GPR27;CALCA;CALCRL;PPAN-P2RY11;LHB;ADRB1;ADM;CRHR1;TSHR;MC4R;ADCYAP1;CALCR;GNAT3;PRKAR2A;GNG7"
"73" "Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851" "17/165" 7.21793506359224e-06 0.000332025012925243 0 0 3.89630519604111 46.1281298596593 "GPR27;CALCA;CALCRL;PPAN-P2RY11;PLK2;LHB;ADRB1;ADM;CRHR1;TSHR;MC4R;ADCYAP1;ADAM17;CALCR;GNAT3;PRKAR2A;GNG7"
"74" "G Alpha (S) Signaling Events R-HSA-418555" "15/153" 4.42520702544113e-05 0.00189988888292273 0 0 3.67601067887109 36.854243548646 "GPR27;CALCA;CALCRL;PPAN-P2RY11;LHB;ADRB1;ADM;CRHR1;TSHR;MC4R;ADCYAP1;CALCR;GNAT3;PRKAR2A;GNG7"
"75" "Calcitonin-like Ligand Receptors R-HSA-419812" "4/10" 0.000132201334518344 0.00532110371436334 0 0 22.2707974756168 198.904602016504 "CALCA;CALCR;CALCRL;ADM"
"76" "P2Y Receptors R-HSA-417957" "4/12" 0.00029738955499889 0.0112658160834873 0 0 16.7013769363167 135.62299104846 "GPR17;P2RY6;PPAN-P2RY11;P2RY2"
"77" "Class B/2 (Secretin Family Receptors) R-HSA-373080" "10/92" 0.000355525796311368 0.0127199229346956 0 0 4.10031813361612 32.5643688557696 "CRHBP;ADCYAP1;CALCA;CALCRL;CALCR;GNG7;PTCH2;ADM;FZD10;CRHR1"
"78" "Nucleotide-like (Purinergic) Receptors R-HSA-418038" "4/16" 0.000996140889055297 0.0326776157077316 0 0 11.1319563970166 76.9398731281898 "GPR17;P2RY6;PPAN-P2RY11;P2RY2"
"79" "Leishmania Infection R-HSA-9658195" "17/247" 0.0010148327859544 0.0326776157077316 0 0 2.4965171463564 17.2085711377982 "GPR27;CALCA;CALCRL;PPAN-P2RY11;PLK2;LHB;ADM;ADRB1;CRHR1;TSHR;MC4R;ADCYAP1;ADAM17;CALCR;GNAT3;PRKAR2A;GNG7"
"80" "Gastrulation R-HSA-9758941" "4/17" 0.00127272396478342 0.0390302015866916 0 0 10.2751224678936 68.5000885074696 "BMP4;GSC;FOXH1;TBXT"
"81" "Transcriptional Regulation Of Pluripotent Stem Cells R-HSA-452723" "5/30" 0.00163602273084904 0.0478908472121266 0 0 6.68620689655172 42.8952744052458 "HHEX;LIN28A;GSC;PRDM14;PBX1"
"82" "Elastic Fibre Formation R-HSA-1566948" "5/39" 0.00532809136442971 0.142970451612197 0 0 4.91404665314402 25.7238656586569 "BMP4;BMP2;TGFB3;SMIM6;BMP7"
"83" "NGF-stimulated Transcription R-HSA-9031628" "5/39" 0.00532809136442971 0.142970451612197 0 0 4.91404665314402 25.7238656586569 "SH3GL3;LYL1;EGR4;NAB1;CDK5R1"
"84" "Amine Ligand-Binding Receptors R-HSA-375280" "5/40" 0.00594569945109528 0.147270401788668 0 0 4.77339901477832 24.4640857237479 "HRH3;ADRB1;HTR2A;DRD2;ADRA2A"
"85" "Class C/3 (Metabotropic Glutamate/Pheromone Receptors) R-HSA-420499" "5/40" 0.00594569945109528 0.147270401788668 0 0 4.77339901477832 24.4640857237479 "GRM3;GRM6;GRM8;TAS2R1;TAS2R38"
"86" "Molecules Associated With Elastic Fibres R-HSA-2129379" "4/28" 0.00849314734880996 0.202577292319763 0 0 5.56253585771658 26.5249279564566 "BMP4;BMP2;TGFB3;BMP7"
"87" "RUNX3 Regulates Immune Response And Cell Migration R-HSA-8949275" "2/6" 0.0118480984636497 0.263109496916911 0 0 16.647512864494 73.8415064850036 "CXXC1;RORC"
"88" "Vasopressin-like Receptors R-HSA-388479" "2/6" 0.0118480984636497 0.263109496916911 0 0 16.647512864494 73.8415064850036 "OXTR;AVPR1B"
"89" "FOXO-mediated Transcription Of Cell Cycle Genes R-HSA-9617828" "3/17" 0.0124689992009807 0.267667849514386 0 0 7.14322533136966 31.3195413193347 "BTG1;MSTN;FOXG1"
"90" "RHOB GTPase Cycle R-HSA-9013026" "6/69" 0.0154406632202539 0.320767326253016 0 0 3.18315650958138 13.2761524971988 "STK10;ARHGAP32;RTKN;ARHGEF17;ARHGEF28;IQGAP3"
"91" "Constitutive Signaling By NOTCH1 t(7;9)(NOTCH1:M1580 K2555) Translocation Mutant R-HSA-2660826" "2/7" 0.0162681440069536 0.327396398139941 0 0 13.3173241852487 54.8480180977067 "JAG2;ADAM17"
"92" "Nuclear Receptor Transcription Pathway R-HSA-383280" "5/53" 0.0190507919487486 0.371779091363457 0 0 3.47826867816092 13.7761930354732 "MBD4;RORC;RORB;HNF1A;NR2E3"
"93" "RHOC GTPase Cycle R-HSA-9013106" "6/73" 0.0199043991508714 0.374476703736313 0 0 2.99249864666306 11.7210621168879 "STK10;ARHGAP32;RTKN;ARHGEF17;ARHGEF28;IQGAP3"
"94" "Platelet Aggregation (Plug Formation) R-HSA-76009" "4/36" 0.0203519947682779 0.374476703736313 0 0 4.17018072289157 16.241087213955 "THPO;GP1BA;RASGRP1;ADRA2A"
"95" "Netrin Mediated Repulsion Signals R-HSA-418886" "2/8" 0.0212744967187309 0.380577107968409 0 0 11.0971983990852 42.726946641393 "DCC;UNC5D"
"96" "POU5F1 (OCT4), SOX2, NANOG Repress Genes Related To Differentiation R-HSA-2892245" "2/9" 0.0268291962616336 0.421414692499805 0 0 9.51139426611125 34.4147409005146 "HHEX;GSC"
"97" "Adrenoceptors R-HSA-390696" "2/9" 0.0268291962616336 0.421414692499805 0 0 9.51139426611125 34.4147409005146 "ADRB1;ADRA2A"
"98" "CD163 Mediating An Anti-Inflammatory Response R-HSA-9662834" "2/9" 0.0268291962616336 0.421414692499805 0 0 9.51139426611125 34.4147409005146 "ADAM17;PLK2"
"99" "Highly Calcium Permeable Nicotinic Acetylcholine Receptors R-HSA-629597" "2/9" 0.0268291962616336 0.421414692499805 0 0 9.51139426611125 34.4147409005146 "CHRNB3;CHRNA4"
"100" "NR1H2 And NR1H3 Regulate Gene Expression Linked To Lipogenesis R-HSA-9029558" "2/9" 0.0268291962616336 0.421414692499805 0 0 9.51139426611125 34.4147409005146 "NRIP1;ANGPTL3"
"101" "RHOQ GTPase Cycle R-HSA-9013406" "5/59" 0.0288617135840457 0.442546274955367 0 0 3.09083652618135 10.9577552821431 "ARHGAP33;ARHGAP32;CDC42BPA;IQGAP3;MPP7"
"102" "Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725" "5/61" 0.0327265670055637 0.481477741808771 0 0 2.98014162561576 10.1907971895952 "SH3GL3;LYL1;EGR4;NAB1;CDK5R1"
"103" "Role Of Second Messengers In Netrin-1 Signaling R-HSA-418890" "2/10" 0.0328959947819657 0.481477741808771 0 0 8.32204116638079 28.4148137072656 "TRPC3;DCC"
"104" "TNF Signaling R-HSA-75893" "4/44" 0.0391333387036241 0.540415881374219 0 0 3.33476764199656 10.8072500229987 "ADAM17;SHARPIN;OTUD7B;CFLAR"
"105" "Caspase Activation Via Extrinsic Apoptotic Signaling Pathway R-HSA-5357769" "3/26" 0.0393015566623204 0.540415881374219 0 0 4.34603316898252 14.0658978940733 "DCC;LY96;CFLAR"
"106" "Highly Calcium Permeable Postsynaptic Nicotinic Acetylcholine Receptors R-HSA-629594" "2/11" 0.0394402894791744 0.540415881374219 0 0 7.39698875547932 23.9142235751909 "CHRNB3;CHRNA4"
"107" "FOXO-mediated Transcription R-HSA-9614085" "5/65" 0.0413838190430956 0.551934355937766 0 0 2.7808908045977 8.85676267926705 "MAP4K2;BTG1;TRIM63;MSTN;FOXG1"
"108" "Heme Signaling R-HSA-9707616" "4/45" 0.0419950053430909 0.551934355937766 0 0 3.25326392678729 10.3135122272386 "MBD4;CRTC1;NRIP1;LY96"
"109" "Effects Of PIP2 Hydrolysis R-HSA-114508" "3/27" 0.0432831360862598 0.557486792791027 0 0 4.16473367697594 13.0772312052477 "TRPC3;RASGRP1;DGKI"
"110" "Protein-protein Interactions At Synapses R-HSA-6794362" "6/88" 0.0441969037286821 0.558094235319044 0 0 2.44319474282826 7.62057005081706 "SHARPIN;NRXN1;NTRK3;SLITRK5;GRIA4;GRIN2D"
"111" "Presynaptic Nicotinic Acetylcholine Receptors R-HSA-622323" "2/12" 0.0464290576695283 0.56415685168257 0 0 6.65694682675815 20.4356935652639 "CHRNB3;CHRNA4"
"112" "Hormone Ligand-Binding Receptors R-HSA-375281" "2/12" 0.0464290576695283 0.56415685168257 0 0 6.65694682675815 20.4356935652639 "LHB;TSHR"
"113" "Neuroactive ligand-receptor interaction" "48/341" 1.22641543920216e-19 2.47735918718835e-17 0 0 5.83354624668713 254.021894571019 "OPRD1;GABRB2;OXTR;CALCA;CALCRL;CHRNA4;GRIK5;LHB;NPY2R;ADM;ADRB1;HTR2A;CRHR1;MCHR2;MC4R;GRM3;P2RY6;CALCR;HRH3;CNR2;GRM6;P2RY2;GRM8;LEPR;BDKRB2;DRD2;NTSR1;NTSR2;GRIA4;GABRP;CHRNB3;AVPR1B;TACR2;GPR50;NMBR;TRPV1;SSTR1;SSTR3;ADRA2A;TSHR;GRIN2D;ADCYAP1;MTNR1A;GAL;CCKBR;P2RX3;NMUR1;AGTR2"
"114" "Olfactory transduction" "40/440" 2.4198092647202e-10 2.4440073573674e-08 0 0 3.48899082568807 77.2538008084797 "OR2G6;OR10H1;OR51B2;OR2G3;OR11H1;OR5K2;OR52D1;OR4Q3;OR52N5;OR2T35;OR52N2;OR2T33;OR1S1;OR51Q1;GNG7;OR56B1;OR13D1;OR5D16;PRKG1;OR52B6;OR4F5;OR5AU1;OR6F1;OR2L8;OR1L8;OR51M1;OR2L3;OR4N2;OR10Q1;OR2T8;OR10A7;OR2L13;OR2A12;OR2Z1;OR10G8;OR13C3;OR7C2;OR2A4;OR4A15;OR5C1"
"115" "Cytokine-cytokine receptor interaction" "27/295" 1.83095847253812e-07 1.232845371509e-05 0 0 3.45696918632643 53.6288481988261 "IL21;CCL13;MSTN;IL23R;CXCL3;ACVR1B;IFNA8;CXCL2;CXCL16;THPO;LEPR;CCR8;CCR7;CCR4;CCR10;CCR3;CCR1;CCL25;TNFSF15;GDF15;TGFB3;BMP7;EPOR;BMP4;BMP2;CCL27;CCL26"
"116" "Viral protein interaction with cytokine and cytokine receptor" "12/100" 3.53224071369827e-05 0.00178378156041763 0 0 4.59947643979058 47.1492009365882 "CCR1;CCL25;CCL13;CCR8;CCR7;CXCL3;CXCL2;CCR4;CCR10;CCR3;CCL27;CCL26"
"117" "Chemokine signaling pathway" "14/192" 0.00160199350238248 0.0647205374962521 0 0 2.64977665833645 17.0553046485897 "CCR1;CCL25;CCL13;CXCL3;CXCL2;CXCL16;GNG7;CCR8;CCR7;CCR4;CCR10;CCR3;CCL27;CCL26"
"118" "Nicotine addiction" "5/40" 0.00594569945109528 0.200171881520208 0 0 4.77339901477832 24.4640857237479 "GABRB2;GABRP;CHRNA4;GRIA4;GRIN2D"
"119" "Cocaine addiction" "5/49" 0.0139136417835594 0.401507948611287 0 0 3.79525862068966 16.2242960343766 "GPSM1;GRM3;DRD2;GRIN2D;CDK5R1"
"120" "Circadian entrainment" "7/97" 0.0236813692127427 0.597954572621754 0 0 2.60044213763937 9.7336282384523 "ADCYAP1;GUCY1A1;MTNR1A;GNG7;PRKG1;GRIA4;GRIN2D"
"121" "Basal cell carcinoma" "5/63" 0.0368991127287596 0.600836496685413 0 0 2.87708085612366 9.49312327466493 "BMP4;FZD3;BMP2;PTCH2;FZD10"
"122" "Pathways in cancer" "23/531" 0.0403719469650755 0.600836496685413 0 0 1.52317720738644 4.88882020698324 "JAG2;NOTCH3;ZBTB17;FZD3;TGFB3;DCC;IL23R;PTCH2;IGF2;FZD10;IFNA8;ETS1;RASGRP1;EPOR;BMP4;BMP2;CCND2;GNG7;KIT;BDKRB2;PMAIP1;PIM2;BIRC7"
"123" "Inflammatory bowel disease" "5/65" 0.0413838190430956 0.600836496685413 0 0 2.7808908045977 8.85676267926705 "IL21;TGFB3;IL23R;TBX21;RORC"
"124" "Axon guidance" "10/182" 0.0418797225525622 0.600836496685413 0 0 1.94570273003033 6.17362432188402 "EPHA7;FZD3;TRPC3;DCC;SEMA3D;UNC5D;SRGAP1;BMP7;NFATC4;RND1"
"125" "Gap junction" "6/88" 0.0441969037286821 0.600836496685413 0 0 2.44319474282826 7.62057005081706 "GUCY1A1;PDGFC;ADRB1;HTR2A;DRD2;PRKG1"
"126" "Phototransduction" "3/28" 0.0474579404175741 0.600836496685413 0 0 3.9979381443299 12.1853613469075 "SAG;GUCA1A;GUCY2F"
"127" "GPCRs Class A Rhodopsin Like WP455" "37/259" 1.30566656025046e-15 4.45232297045409e-13 0 0 5.83728710462287 200.055869708235 "GPR27;OPRD1;OXTR;OR10H1;NPY2R;ADRB1;HTR2A;MC4R;HCAR3;P2RY6;HRH3;CNR2;P2RY2;BDKRB2;CCR8;CCR7;DRD2;CCR4;NTSR1;CCR10;CCR3;NTSR2;CCR1;GPR17;AVPR1B;GPR50;GPR37L1;NMBR;SSTR1;SSTR3;ADRA2A;MTNR1A;CCKBR;NMUR1;AGTR2;OR7C2;OR2A4"
"128" "Peptide GPCRs WP24" "20/72" 1.15276827090011e-14 1.96546990188469e-12 0 0 13.1810755616065 423.033769393274 "OPRD1;CCR1;OXTR;AVPR1B;NPY2R;TACR2;SSTR1;NMBR;SSTR3;TSHR;MC4R;CCKBR;BDKRB2;CCR8;CCR7;AGTR2;CCR4;CCR3;NTSR1;CCR10"
"129" "Markers Of Kidney Cell Lineage WP5236" "9/59" 5.0249036730986e-05 0.00571164050842208 0 0 6.0515625 59.9015074797056 "BMP4;EYA1;NPHS1;KIT;TCF21;HNF1A;BMP7;PBX1;TBX18"
"130" "GPCRs Other WP117" "10/91" 0.000325236008408761 0.0277263697168469 0 0 4.15115405260333 33.3377499064146 "GPR17;PROKR2;CCKBR;GPR183;GRM8;GPR88;HTR2A;OR2A4;MCHR2;NTSR1"
"131" "Chemokine Signaling Pathway WP3929" "13/165" 0.00115832955765139 0.0789980758318245 0 0 2.88023325358852 19.472612858219 "CCR1;CCL25;CXCL3;CXCL16;TIAM2;GNG7;CCR8;CCR7;CCR4;CCR10;CCR3;CCL27;CCL26"
"132" "Selective Expression Of Chemokine Receptors During T Cell Polarization WP4494" "5/29" 0.00139653518453413 0.0793697496543566 0 0 6.96515804597701 45.7872841689383 "CCR1;TGFB3;CCR7;CCR4;CCR3"
"133" "Heart Development WP1591" "6/44" 0.00167445672112248 0.0815699631289664 0 0 5.28415598581947 33.7777333518892 "BMP4;BMP2;HAND2;FOXH1;NFATC4;TBX2"
"134" "Endoderm Differentiation WP2853" "11/140" 0.00276342710785286 0.117791080472228 0 0 2.86505685654863 16.8788626548096 "ZBTB17;ZNF462;HHEX;CRTC1;SFMBT1;TBX21;FOXH1;PRDM14;TET1;BMP7;PBX1"
"135" "Soluble ACE2 Mediated Cell Entry Of SARS CoV 2 WP5076" "2/4" 0.00492775489146487 0.186707157554391 0 0 33.2984562607204 176.910428982102 "ADAM17;AVPR1B"
"136" "Serotonin And Anxiety Related Events WP3944" "3/14" 0.00712291908777005 0.242891540892959 0 0 9.09278350515464 44.9587011365687 "HTR2A;CRHR1;GRIN2D"
"137" "GPCRs Class C Metabotropic Glutamate Pheromone WP501" "3/15" 0.00871248192834129 0.247579694797032 0 0 8.33462199312715 39.5311002542317 "GRM3;GRM6;GRM8"
"138" "OSX And miRNAs In Tooth Development WP3971" "3/15" 0.00871248192834129 0.247579694797032 0 0 8.33462199312715 39.5311002542317 "NOTCH3;HNF1A;BMP7"
"139" "NRXN1 Deletion Syndrome WP5398" "3/17" 0.0124689992009807 0.322634701400711 0 0 7.14322533136966 31.3195413193347 "NRXN1;GRIN2D;GRIA4"
"140" "Overview Of Proinflammatory And Profibrotic Mediators WP5095" "9/129" 0.0136151099172939 0.322634701400711 0 0 2.51236979166667 10.7945854377137 "IL21;CCL25;CCL13;CXCL3;IFNA8;CXCL2;CCL27;CXCL16;CCL26"
"141" "Purinergic Signaling WP4900" "4/33" 0.0151382851097108 0.322634701400711 0 0 4.6022909371476 19.2860304456304 "P2RY6;P2RX3;GNAT3;P2RY2"
"142" "Monoamine GPCRs WP58" "4/33" 0.0151382851097108 0.322634701400711 0 0 4.6022909371476 19.2860304456304 "ADRB1;HTR2A;DRD2;ADRA2A"
"143" "Small Ligand GPCRs WP247" "3/19" 0.0170176056634529 0.34135314889632 0 0 6.24967783505155 25.4581054311024 "MTNR1A;CNR2;GPR50"
"144" "Cardiac Progenitor Differentiation WP2406" "5/53" 0.0190507919487486 0.351664820134359 0 0 3.47826867816092 13.7761930354732 "BMP4;LIN28A;KIT;IGF2;TBXT"
"145" "Imatinib And Chronic Myeloid Leukemia WP3640" "3/20" 0.0195942275148176 0.351664820134359 0 0 5.88174651303821 23.1300873894872 "LYL1;KIT;PIM2"
"146" "Overlap Between Signal Transduction Pathways Contributing To LMNA Laminopathies WP4879" "5/55" 0.0220312569448499 0.366901058129392 0 0 3.33879310344828 12.7384741688572 "BMP2;MSTN;LEMD3;TARBP2;CSNK1A1L"
"147" "22Q11 2 Copy Number Variation Syndrome WP4657" "8/118" 0.0226432393216498 0.366901058129392 0 0 2.43327556325823 9.2169898000878 "AIFM3;HAND2;RORC;SEPTIN5;GP1BA;GNB1L;ZDHHC8;DRD2"
"148" "Sleep Regulation WP3591" "4/38" 0.0243706020498234 0.366901058129392 0 0 3.92447099321656 14.5769675693746 "OXTR;NPY2R;HTR2A;DRD2"
"149" "Hippo YAP Signaling WP4537" "3/22" 0.0253563574932225 0.366901058129392 0 0 5.26207270754205 19.3366742962049 "MAP4K2;STK38L;TEAD3"
"150" "Tgif Disruption Of Shh Signaling WP3674" "2/9" 0.0268291962616336 0.366901058129392 0 0 9.51139426611125 34.4147409005146 "TGIF2;FOXG1"
"151" "Mesodermal Commitment Pathway WP2857" "9/145" 0.0268989045549408 0.366901058129392 0 0 2.21495863970588 8.00855887592817 "BMP4;ZNF462;ARL4A;CRTC1;FOXH1;TET1;BMP7;PBX1;TBX3"
"152" "GDNF RET Signaling Axis WP4830" "3/23" 0.0285416509171537 0.37007639530903 0 0 4.99871134020619 17.7773711365143 "BMP4;EYA1;AGTR2"
"153" "Development Of Ureteric Collection System WP5053" "5/60" 0.0307560046045933 0.37007639530903 0 0 3.03448275862069 10.5650676836094 "BMP4;BMP2;EYA1;BMP7;PBX1"
"154" "GPCRs Class B Secretin Like WP334" "3/24" 0.0319286698073786 0.37007639530903 0 0 4.76043200785469 16.3961223834566 "CALCRL;CALCR;CRHR1"
"155" "Leptin And Adiponectin WP3934" "2/10" 0.0328959947819657 0.37007639530903 0 0 8.32204116638079 28.4148137072656 "LEPR;ADIPOR1"
"156" "Inflammatory Bowel Disease Signaling WP5198" "4/42" 0.0337553169557594 0.37007639530903 0 0 3.51064408007972 11.8962293855155 "IL21;IL23R;TBX21;RORC"
"157" "Circadian Rhythm Genes WP3594" "11/201" 0.0347670126226408 0.37007639530903 0 0 1.93907023656703 6.5135041789341 "PROKR2;MTNR1A;CRTC1;NTRK3;NPY2R;NRIP1;RORC;CREM;RORB;ATF5;DRD2"
"158" "Differentiation Of White And Brown Adipocyte WP2895" "3/25" 0.0355159487579307 0.37007639530903 0 0 4.54381443298969 15.1662230516656 "BMP4;BMP2;BMP7"
"159" "Hedgehog Signaling Pathway WP4249" "4/43" 0.0363868239539252 0.37007639530903 0 0 3.42045103490887 11.3338305641866 "CSNK1G3;CCND2;PTCH2;CSNK1A1L"
"160" "Lung Fibrosis WP3624" "5/63" 0.0368991127287596 0.37007639530903 0 0 2.87708085612366 9.49312327466493 "CALCA;ELN;CXCL2;BMP7;CCR3"
"161" "Nucleotide GPCRs WP80" "2/11" 0.0394402894791744 0.380320953947337 0 0 7.39698875547932 23.9142235751909 "P2RY6;P2RY2"
"162" "Myometrial Relaxation And Contraction Pathways WP289" "9/156" 0.0401511857539711 0.380320953947337 0 0 2.04804421768708 6.58467373496693 "OXTR;GUCY1A1;CALCA;PRKAR2A;GNG7;ADM;ATF5;CRHR1;RGS7"
