nodeLabel	mIDH1_filtered_25k	mIDH2_filtered_25k	distance
HUS1	0.177186663571416	0.246175423045204	0.0526
INPP4B	0.287145128457681	0.357594092901715	0.0526
ACAT1	0.13777789654953	0.206070890146978	0.0525
CCDC22	0.432604678890403	0.505049935676922	0.0525
ONECUT1	0.299596068497511	0.370091024409049	0.0525
UBQLN2	0.365568558421042	0.437076217984387	0.0525
APOO	0.139185403464077	0.20725919097914	0.0524
RERE	0	0.0660617034078916	0.0524
ATP6V0D1	0.256000823554693	0.325668767763785	0.0523
WIZ	0	0.0659754458484205	0.0523
ZNF367	0.340820690992822	0.411654719920103	0.0523
FOXRED1	0	0.0658608157032083	0.0522
RRP8	0	0.0657850886345102	0.0522
DLX4	0.191359364232231	0.259779495724912	0.0521
NEDD9	0.347741569737094	0.418440967114935	0.0521
NENF	0	0.0657233530941801	0.0521
TIGD4	0.396028626704701	0.467391909176123	0.0521
CFL1	0.339464947936263	0.409790636410431	0.052
UBE3A	0.390912082568604	0.462070264562168	0.052
FBXL15	0	0.0654384361169968	0.0519
PCNA	0.398376653647491	0.469469600319789	0.0519
CCR10	0.130581659672209	0.197776670889545	0.0518
DNMT1	0.332337231344839	0.402293167985039	0.0518
RPA3	0.512108004295248	0.584611777956942	0.0518
RPS6KA4	0	0.0652470239034303	0.0518
ZMYND8	0.32204491218514	0.391866565035243	0.0518
HNRNPA0	0.568076220356271	0.641309484833819	0.0517
SLC10A1	0	0.0651297882499465	0.0517
MEF2C	0.45478058059647	0.526179247164701	0.0516
NSUN5P2	0	0.0650079336868259	0.0516
RB1	0.400263041323895	0.470905705129921	0.0516
SNX27	0.385614440861251	0.456117435144017	0.0516
FHL2	0.25562674444738	0.324071499533546	0.0515
GALR1	0.128678388613018	0.195381635125902	0.0515
USP13	0.131996553032071	0.198773114799717	0.0515
CD1D	0.257167065766191	0.325530069149571	0.0514
GTF2H1	0.138869591920061	0.205599801465488	0.0514
OR11H12	0.341394288307226	0.410903592387518	0.0514
TFAM	0.453384801725765	0.52456050220381	0.0514
CWC22	0.625503397111205	0.698882229967882	0.0513
DIAPH2	0.137688767514867	0.204179368838943	0.0513
DNPEP	0	0.064319555666599	0.0511
HERPUD1	0.387132819627139	0.456842616000735	0.0511
NAA10	0	0.0642267631790186	0.0511
CREB1	0.378490458823928	0.44796396686869	0.051
FTL	0	0.0641790647030644	0.051
JMJD6	0.14847776034318	0.214725654701004	0.051
LARS	0.231499757879774	0.298876234737613	0.051
OR6C65	0.284603253891438	0.352714467280205	0.051
ZNF462	0.42999962467542	0.500179403531692	0.051
ACIN1	0.415647639369428	0.485499034698066	0.0509
ASB12	0.132538135606881	0.198442485939485	0.0509
GLRX3	0	0.0639858239149237	0.0509
GPSM1	0.44446016324888	0.51481781645389	0.0509
NR3C1	0.548799548529406	0.620578723800721	0.0509
RNF141	0.128227503392985	0.194025959656971	0.0509
SMC3	0.499240775871265	0.570299219537257	0.0509
TRADD	0.36719193694901	0.436383690513756	0.0509
TXK	0.226646204671285	0.293788577733988	0.0509
CTDSPL2	0	0.0637803388483003	0.0508
EFNA1	0.405811247566544	0.475379281053081	0.0508
FBXW11	0.302180990183336	0.370321895392032	0.0508
LGALS1	0	0.0638469713977107	0.0508
TRNT1	0	0.0637797691949417	0.0508
ZNF502	0.259680524868837	0.327200177048951	0.0508
ZNF319	0.289688204018776	0.357540070167918	0.0507
RBM34	0	0.0636079069726621	0.0506
ARID1B	0.330667448699178	0.398815107375502	0.0505
HOXC13	0.302068890027195	0.369767750975811	0.0505
INPP5E	0	0.0634441028270323	0.0505
CHP1	0	0.0631153135002159	0.0503
HMBOX1	0.343035665227079	0.411001762158671	0.0503
PPP2R5E	0.447958683082969	0.51748785495514	0.0503
TPP1	0	0.0630843939615697	0.0503
FCGR2A	0.260002918400296	0.326690102945874	0.0502
RASAL3	0	0.062963222944026	0.0502
SGTA	0.286526571897006	0.353631071848683	0.0502
UBR5	0.195293093669073	0.261000298762587	0.0502
ABHD8	0	0.0628995852955642	0.0501
ATM	0.423735894764225	0.492640636574037	0.0501
CALM1	0.406385965247811	0.474998327697618	0.0501
CHPT1	0	0.0628623058174034	0.0501
ELOF1	0.410955796201574	0.479638822193286	0.0501
IKZF1	0.355248464049687	0.423126870174363	0.0501
MRPL18	0.228850148557369	0.29494490590798	0.0501
PLXNC1	0.279753504929291	0.346536146927133	0.0501
PYGB	0	0.0628723436314188	0.0501
WWC1	0.303363842104364	0.370457746243672	0.0501
BCKDK	0	0.0626498996232237	0.05
PSPN	0	0.0627148057316645	0.05
CC2D1A	0	0.0625519058760428	0.0499
RPRD1A	0.230086442200177	0.295940576408788	0.0499
ZDHHC15	0	0.0625863987408877	0.0499
CLASRP	0	0.062451538085288	0.0498
GPR107	0	0.0624506749953818	0.0498
NCAM1	0.224334322917231	0.290014085482916	0.0498
NPR3	0.416905115450947	0.485245694362167	0.0498
PTGFR	0.131960206028374	0.196280921514266	0.0498
ZNRF2	0	0.0624388788700692	0.0498
CCT6A	0.44019779268397	0.508744285792515	0.0497
FRMD4A	0.198752191700086	0.263801032138656	0.0497
CNOT4	0.335226147790973	0.402135768057321	0.0496
RPN2	0.582318289967294	0.652673150044768	0.0496
TBC1D24	0.302369124251663	0.368743242616654	0.0496
ACBD4	0	0.0619872481397651	0.0495
JOSD1	0	0.0620279493185086	0.0495
MT-CO3	0	0.0620256403661631	0.0495
PRPSAP1	0	0.0619797415929583	0.0495
PTPRCAP	0	0.0620068786372556	0.0495
RIC8A	0	0.0620207337088839	0.0495
TRIAP1	0.395638324265321	0.463226191846399	0.0495
ATP6AP2	0.410116163086341	0.477760202219144	0.0494
OR2F2	0.300542318759587	0.36663218184134	0.0494
TRUB1	0	0.0619205404643967	0.0494
ELMO1	0.373087607835081	0.440059215476354	0.0493
FGF9	0.128798133412972	0.192300290416512	0.0493
OR4F29	0.259148147140451	0.324534780123621	0.0493
SLIRP	0	0.061649900304219	0.0493
XRCC5	0.542205788235793	0.611667059996249	0.0493
FBXL6	0	0.0615668047398721	0.0492
SCYL2	0	0.0615676736040838	0.0492
TAF12	0.399645063711862	0.466859360456183	0.0492
DUSP22	0.325471479016527	0.391497648785125	0.0491
EPC2	0.410728424809325	0.478026994541819	0.0491
OR6C3	0.128694761764059	0.192001821246195	0.0491
SAR1A	0	0.0613865371135492	0.0491
RNF213	0	0.0612156072369239	0.049
SNORD15B	0	0.0612353523349869	0.049
C11orf65	0	0.0611659411209001	0.0489
NGDN	0	0.0611351445921385	0.0489
SNRPA	0.641654608578049	0.711870168229004	0.0489
TOMM20	0	0.061112478424986	0.0489
GABARAPL2	0.196826785736942	0.260587299094163	0.0488
NPC1	0	0.0609621443565681	0.0488
PHKG2	0	0.0609950172366984	0.0488
TACO1	0	0.0609778545375778	0.0488
ITPA	0	0.0609283902630808	0.0487
PSMG1	0	0.0607932878704631	0.0487
SGPL1	0.139446390458635	0.202279501263724	0.0487
U2AF1	0.472238868916081	0.53986600594371	0.0487
DNAJC1	0	0.0607758076749157	0.0486
MLF2	0	0.0606991589420902	0.0486
SAP18	0.37891243020629	0.445055728678447	0.0486
THEMIS	0.387783907730734	0.45406238657821	0.0486
ADCYAP1	0.129274208367562	0.191749328492146	0.0485
MT1L	0	0.0606055465853395	0.0485
POU6F1	0.222860499456074	0.286622460895342	0.0485
RBM28	0	0.060536096587978	0.0485
USP35	0	0.0605290912068031	0.0485
AMFR	0.22226802335675	0.285841782677607	0.0484
DNAJB1	0.236398358889009	0.300139162968129	0.0484
HGH1	0	0.0604601852315181	0.0484
PRDM1	0.421218250993206	0.487622624934447	0.0484
TOR1AIP2	0	0.0604628136588229	0.0484
ZEB2	0.28927396689755	0.353818680923403	0.0484
COMMD5	0	0.0602579321504667	0.0483
FNBP1L	0	0.0602175615098997	0.0483
HS1BP3	0	0.0602690465450327	0.0483
IBTK	0.261554649590599	0.32555734615211	0.0483
PDP1	0	0.0602827920071947	0.0483
SPTLC2	0	0.0603582204437435	0.0483
YTHDF2	0	0.0602272164773371	0.0483
ABCB8	0	0.0601464441768761	0.0482
MMP8	0.226645404418701	0.290045608932489	0.0482
PAFAH1B1	0.595087090665769	0.66364962519042	0.0482
PDHB	0	0.0601192163332026	0.0482
TTC19	0	0.0601130673363219	0.0482
DISP1	0	0.0600720667326011	0.0481
EREG	0	0.0598835937629444	0.048
GRWD1	0	0.059816112178875	0.048
HIST2H2BF	0	0.0598134708965762	0.048
MZF1	0.451614292126153	0.517929376646443	0.048
OTUD4	0.282069937560262	0.345966035355679	0.048
SNAPC4	0.426166591970188	0.492083616322956	0.048
TMEM33	0	0.0598213945855863	0.048
MDH1	0	0.0597712032204775	0.0479
PLA2G15	0.0873993947430533	0.148328831437532	0.0479
POLRMT	0	0.0597788358813538	0.0479
LAMP1	0	0.0596281563372541	0.0478
LHPP	0	0.0596434377007399	0.0478
MTA1	0.474599265891793	0.54088699045444	0.0478
ARHGAP25	0.320702175523338	0.38463785613148	0.0477
PEF1	0	0.0594305154472325	0.0477
PPIL3	0	0.059374581358392	0.0477
SCRIB	0.297321326931348	0.360933308475635	0.0477
ZDHHC9	0.416051989178529	0.48146314887944	0.0477
ASAP2	0	0.0592408326676216	0.0476
OR8B8	0	0.0593047778434102	0.0476
CTAGE4	0	0.0591069488861571	0.0475
LRRC47	0	0.0591010478112908	0.0475
MAP1S	0	0.0590954415468256	0.0475
PPM1B	0	0.0592036890498521	0.0475
UBQLN4	0.18662110853983	0.248408317983782	0.0475
CIRBP	0	0.0589425056491317	0.0474
GRN	0.424011323038747	0.489017764039774	0.0474
RBPJL	0.43815154333246	0.50332945433888	0.0474
PNPLA7	0	0.0587926463590691	0.0473
CLTA	0.470285564424685	0.535683744410266	0.0472
CNPY4	0	0.0587003409758333	0.0472
KMT2A	0	0.0587751961019866	0.0472
MYDGF	0	0.0586852464817698	0.0472
SLC27A5	0	0.0587512352268804	0.0472
ZNF260	0.420782437812796	0.485540422833203	0.0472
ZNF559	0.316837594702058	0.380039216280472	0.0472
GRIA1	0.134817101150108	0.195292954145322	0.0471
TERF2	0.423926846261546	0.488553962056554	0.0471
ARL5A	0.232131730565626	0.293905568931108	0.047
BCL7C	0	0.0584734464234812	0.047
CEBPE	0.294751590408894	0.357433512555571	0.047
PKMYT1	0.230884925534673	0.292545529183703	0.047
RBMXL1	0	0.0584277836202266	0.047
TFE3	0.395576947855018	0.459613613848091	0.047
RAB7A	0.546539159261144	0.612558921488538	0.0469
RBBP7	0.585019075629744	0.651676224738753	0.0469
TET1	0.428399142065676	0.492794079299149	0.0469
TMEM173	0	0.0582423021673428	0.0469
ARRDC3	0	0.0581502069847303	0.0468
BCL10	0	0.0581374274369048	0.0468
ETHE1	0	0.0581683339973162	0.0468
EXOSC2	0.364130356700841	0.427439787012377	0.0468
NPM1	0.552746615539943	0.618793065684797	0.0468
NUP93	0.600012107982958	0.666615593192434	0.0468
REEP5	0	0.0582126010344788	0.0468
TBCD	0	0.0582167595937377	0.0468
UFC1	0	0.0581080000724142	0.0468
UQCRFS1	0.390022714744959	0.4536500523686	0.0468
ALKBH7	0	0.0580497205582765	0.0467
ATF3	0.229913988474928	0.291138596018604	0.0467
CABIN1	0.379481360594321	0.442847560349966	0.0467
SATB1	0	0.0579536223553445	0.0467
TNFRSF6B	0.140403271384591	0.200424160956799	0.0467
ZNF10	0.394394268627551	0.457951686615535	0.0467
AQP10	0.136162631514889	0.195997594904302	0.0466
FOXJ3	0.131979277218847	0.191680975235213	0.0466
HDAC4	0.433485219096236	0.497504764053634	0.0466
CRISP3	0	0.0576705761193512	0.0465
DNAJC5	0	0.0577153078314199	0.0465
GRHPR	0	0.0577525727305446	0.0465
PAM16	0	0.0576834007536188	0.0465
PDE1C	0	0.0576544690069857	0.0465
SNORD111B	0	0.0577379661385018	0.0465
TBL1X	0.130984590274462	0.190558425708987	0.0465
ACTR10	0	0.0575285274479754	0.0464
CHI3L1	0	0.0575321103779654	0.0464
EFCAB7	0.132968526097369	0.192425533670585	0.0464
IST1	0.259721100854437	0.321045206089683	0.0464
ITPKA	0.384455561376013	0.447480518860782	0.0464
TIMM8B	0	0.0575601733127659	0.0464
ZNF555	0.306127665356425	0.368087839574851	0.0464
DUSP12	0	0.0574227874208214	0.0463
PCSK1N	0	0.0574218909583535	0.0463
RPL14	0.647987934061266	0.714578758860456	0.0463
SNORD111	0	0.0574541597882612	0.0463
GPD2	0	0.0573193554221787	0.0462
MED25	0.362838167919803	0.425305152834586	0.0462
CTSG	0.144392883854928	0.20366481911587	0.0461
DEAF1	0.404839444741076	0.467776943849654	0.0461
ANXA3	0.311692589917159	0.373145376076145	0.046
CAD	0	0.0569453108846165	0.046
CATSPER2P1	0	0.0569887889839941	0.046
PAFAH1B2	0.228177838527656	0.288462271890107	0.046
RRN3	0.130268010615475	0.189120163340094	0.046
SGK3	0	0.0569878895815703	0.046
SLC15A4	0.283014785717449	0.344003054047318	0.046
ADSS	0	0.0568210948705078	0.0459
CD151	0	0.0568222955823027	0.0459
GSS	0	0.0569156176429951	0.0459
OR5P2	0.266392374250752	0.326981367241058	0.0459
SUGP2	0.195409519954893	0.255090416124876	0.0459
ZBTB41	0.452692803785117	0.515976900151752	0.0459
CBX2	0.535204441297554	0.599537337629506	0.0458
NIP7	0.337034646766555	0.39859589296483	0.0458
SPOCK3	0.133546935306284	0.192138162288381	0.0458
TBX4	0.33741569817013	0.398992853152019	0.0458
ZNF79	0	0.0566799354604036	0.0458
PCNP	0.308235806865594	0.369225497721088	0.0457
POLK	0	0.0566132078574458	0.0457
ZNF428	0.451095079714548	0.514022894560495	0.0457
LIG1	0.137906879617525	0.196248422179177	0.0456
RPS10	0.624273026409562	0.689602621530955	0.0456
SNRPB2	0.621976361801104	0.687251516716764	0.0456
CHST11	0.417102864538794	0.479263734552574	0.0455
CXCL2	0.320857208499383	0.381748828535674	0.0455
MINPP1	0.134886168865951	0.193038165385987	0.0455
PLA2G1B	0.228930409204469	0.288472729988247	0.0455
SUMO1P3	0	0.0563281856628013	0.0455
ADPGK	0	0.0560968887063251	0.0454
APPL1	0.451386508076301	0.513966613112	0.0454
NAP1L1	0.284288630273245	0.34451006537521	0.0454
RCSD1	0	0.0561858968435423	0.0454
APLP2	0	0.055958581265018	0.0453
NCLN	0.281371063007117	0.341365538823879	0.0453
NKX6-2	0	0.0559739894539784	0.0453
SPTBN2	0.134551822490892	0.192509682473648	0.0453
TIGD7	0.133942927564259	0.19185883720122	0.0453
UACA	0	0.0559712704919524	0.0453
GCNT7	0	0.0558391826362783	0.0452
YARS2	0	0.0558536975785821	0.0452
ALG14	0.0514543073449896	0.107871000706892	0.0451
CAMK2D	0	0.055674265990705	0.0451
POU3F4	0.287118206041524	0.346922938294756	0.0451
SMAD1	0.136028625775176	0.193748451663535	0.0451
SNORA71B	0	0.0557184656201705	0.0451
SNRNP27	0	0.0557904854909496	0.0451
TESK1	0	0.0557505465300748	0.0451
AKR7A2	0	0.0555761264654963	0.045
ANKRD40	0.135802343033314	0.193287145144114	0.045
CAST	0	0.0555779445245879	0.045
CPO	0	0.0555215730943557	0.045
DBI	0	0.0556315660528545	0.045
DGKZ	0	0.0555749144122488	0.045
ECI1	0	0.0555761264654963	0.045
EGFL8	0.227454399060578	0.286343795225317	0.045
GNG5	0.308677221632768	0.368655319134544	0.045
HBS1L	0.323275935177042	0.383405505616203	0.045
MRPL52	0	0.0556273255919384	0.045
DUS3L	0	0.0554767012747589	0.0449
TEAD3	0	0.0555124786826194	0.0449
TRIM16	0.137384874609865	0.194845478201685	0.0449
WNT16	0	0.0555124786826194	0.0449
BCCIP	0.355845106453124	0.416193992660847	0.0448
PPP1R14B	0.144470513108004	0.201795724146391	0.0448
SCAMP1	0	0.0552773231889489	0.0448
SCAMP2	0	0.0552773231889489	0.0448
YWHAH	0.283534033762888	0.342817405019466	0.0448
VGLL1	0.322210488537383	0.381973708055178	0.0447
ZC3H11A	0.545999241680548	0.608927864942607	0.0447
DAD1	0.259637438358287	0.318383284669838	0.0446
NOL7	0	0.0549577540485673	0.0446
PPP1R2	0.285012652496306	0.344062884080144	0.0446
SPOCK1	0.388003325740204	0.44849226127544	0.0446
SYMPK	0.63505311003188	0.699150338782102	0.0446
TRIM37	0	0.0550484428008838	0.0446
UBE2N	0.459116885681688	0.520588003596527	0.0446
ALX1	0.415508129995711	0.476248297380966	0.0445
CUX1	0.230970166188854	0.289126810452543	0.0445
GDI2	0.435345311998544	0.496451629683364	0.0445
KRTAP21-1	0.282803474307446	0.341656066811432	0.0445
UNC13A	0	0.0549120818611296	0.0445
PI4K2B	0	0.0547588128278174	0.0444
MOGS	0	0.0546224586600709	0.0443
ATXN1	0.257828387085898	0.315981176802939	0.0442
CCKBR	0.229374115697425	0.287144243504935	0.0442
CD276	0	0.054514984762408	0.0442
DHX29	0	0.0544358502731124	0.0442
GABRA4	0.137012818955362	0.193453229160714	0.0442
GMPPA	0	0.0544994060304082	0.0442
PPCDC	0	0.0544685486272963	0.0442
RARS	0.262351934433534	0.320487021967711	0.0442
SLC16A4	0	0.0545168174340412	0.0442
MARVELD2	0	0.0543609498170327	0.0441
STAMBPL1	0	0.0543052820677094	0.0441
STX2	0	0.0543086472658816	0.0441
ADAP2	0.47382210586077	0.534696813667342	0.044
CCDC17	0	0.0541580475211807	0.044
CDC25B	0	0.0541071967838887	0.044
ECE1	0.353769373506401	0.412897081006125	0.044
LANCL1	0.423261879914994	0.483482642509616	0.044
PLK1	0	0.0541828531504194	0.044
SPDYE4	0	0.05420000000761	0.044
SPTBN1	0.397092702911795	0.456748769286015	0.0439
LIME1	0	0.0538870270872668	0.0438
OR3A2	0	0.0538870270872668	0.0438
TCP10L2	0	0.0538940855495868	0.0438
XKRY2	0	0.0539217020071385	0.0438
GPR174	0.375927273610587	0.434984396314957	0.0437
MVK	0	0.0536916962140048	0.0437
PEG3	0.430014208112139	0.489806643675434	0.0437
WBP2	0	0.0536932329571682	0.0437
DOK6	0	0.0536295968863173	0.0436
ELAC2	0.14257854320651	0.19814824421116	0.0436
HOXC4	0.390180177168393	0.449306885855514	0.0436
PYROXD2	0	0.0536612650301202	0.0436
ZNF534	0	0.05366218728986	0.0436
C17orf50	0	0.0534849956578811	0.0435
FBXL12	0	0.0534261870725897	0.0435
HLA-B	0.140589027532488	0.195995493927477	0.0435
PPP1R3E	0	0.0534003153482319	0.0435
HOXC12	0.384610467603286	0.443424546715004	0.0434
IGF2R	0.336064733188786	0.39417399319938	0.0434
TAF11	0.190730900806591	0.246731093528991	0.0434
XPNPEP1	0.104303565180028	0.159102079648144	0.0434
GRK4	0.31975266244081	0.377522767285572	0.0433
ZBTB44	0.35536350450963	0.413556462554252	0.0433
COL1A1	0.34038256645027	0.398302585343999	0.0432
GCNT1	0	0.0529828985768079	0.0432
MBIP	0.393913092263666	0.452513797877899	0.0432
NINJ1	0	0.0529529223530387	0.0432
PCDHGA7	0	0.0530165751126131	0.0432
PDE11A	0	0.0530900776423671	0.0432
PTPRJ	0.446530030764535	0.505948002014907	0.0432
STAC2	0	0.0530480811876958	0.0432
ZNF35	0	0.0530156483499721	0.0432
CYB5D2	0	0.0529142831994248	0.0431
FBXO11	0.309389478721684	0.366685812188689	0.0431
MBD6	0	0.0529368498332805	0.0431
NT5M	0	0.0528626437082326	0.0431
ROR2	0	0.0528477974968804	0.0431
ZNF384	0	0.0529368498332805	0.0431
PAQR6	0	0.0528038677167164	0.043
POMT1	0	0.0527079140607819	0.043
SLC7A1	0.227764246035144	0.283717521873423	0.043
ZNF417	0.283316227660872	0.340086893792776	0.043
HAUS1	0	0.0525424630977662	0.0429
IKZF2	0.300379635572852	0.357285805755087	0.0429
POLR2A	0.630129458902391	0.691692004014348	0.0429
SLC30A5	0	0.0526506182832196	0.0429
SLURP1	0	0.0526242848904127	0.0429
SSH1	0	0.0526648671144598	0.0429
GFI1	0.284400155360894	0.340892816698995	0.0428
ILK	0	0.0523870486435872	0.0428
ING2	0.39885602899406	0.456952093270542	0.0428
STAG2	0.365585180790712	0.423258392319994	0.0428
TRIP10	0.25483592595113	0.310920952062227	0.0428
TTC9B	0	0.0523997740398147	0.0428
ZBTB16	0.363905448447354	0.421589109381954	0.0428
C3orf38	0	0.0522678051048075	0.0427
TXNDC11	0	0.0522432599209738	0.0427
JTB	0	0.0521372595406948	0.0426
NCOA2	0	0.0521441008334813	0.0426
OR2T4	0.135598359074747	0.18962483624391	0.0426
ZNF488	0.287946744685625	0.344250108176457	0.0426
ANO9	0	0.0520072078457839	0.0425
CKAP4	0.322947221748239	0.379620044704907	0.0425
MED12L	0.446353878381357	0.504773086981082	0.0425
P4HTM	0	0.0520084529644737	0.0425
STK17B	0.361052074191555	0.418278064817107	0.0425
DNAJC27	0.254898717474085	0.310367575762128	0.0424
DUSP16	0.228922542653396	0.284068262184083	0.0424
HEATR4	0	0.0519489854888435	0.0424
NCR1	0.255780488387874	0.311270100511168	0.0424
OR52R1	0	0.0519477398114294	0.0424
OR8D2	0	0.051839321040153	0.0424
THOP1	0.425083772699046	0.48294236964128	0.0424
TRIM48	0	0.0518408794091888	0.0424
ZNF197	0.315018192935821	0.371349711609207	0.0424
ALMS1	0.450072040934385	0.508147464526157	0.0423
CLN6	0	0.051770110983121	0.0423
CUEDC2	0.28355908210629	0.339358703306471	0.0423
NKX2-8	0.350807541845713	0.407462585282663	0.0423
NMI	0.336898416945813	0.393468520627616	0.0423
C21orf62	0	0.0516400105381155	0.0422
FAM110B	0	0.0516584257922463	0.0422
HMOX1	0.444676472864077	0.502663017607683	0.0422
IGBP1	0.425505387849844	0.483094205367253	0.0422
MYT1	0.351460100155597	0.408117053514341	0.0422
OR5D18	0	0.0516141000013117	0.0422
SLC6A20	0	0.0516141000013117	0.0422
SRSF3	0.673854855280626	0.735042918116353	0.0422
TRMT5	0	0.0515375875379052	0.0422
TSPY2	0	0.0515688224493023	0.0422
ACSL3	0	0.0514875963654426	0.0421
BMP7	0.228868250773714	0.283591179725583	0.0421
SSBP3	0.410706549408899	0.468043807449534	0.0421
TMX3	0	0.0514066331725343	0.0421
TRIM23	0.336606275646656	0.392811878795329	0.0421
CCDC18	0	0.0513034037400984	0.042
DNAJA1	0.362996250165597	0.419474156833342	0.042
THOC2	0.53662233301602	0.595511820348099	0.042
CEMP1	0	0.0511546746395618	0.0419
LAMTOR5	0.406488969051748	0.463440500938515	0.0419
OR6K6	0	0.051144648992495	0.0419
TRAM1	0.497944591356815	0.556226989936321	0.0419
ANP32A	0.448972291825416	0.506319481401814	0.0418
GALNT6	0	0.0509612338631105	0.0418
IRX5	0.333258468851345	0.389053404924556	0.0418
JAK1	0.286705051919874	0.341748453662759	0.0418
NELFB	0.45144267784105	0.50895353090996	0.0418
POLL	0	0.0509609201155871	0.0418
RBBP4	0.529306841683594	0.587873322565738	0.0418
ST14	0	0.0509991918331995	0.0418
GRAMD1C	0	0.0509537037175757	0.0417
KANK2	0	0.050938014540316	0.0417
SUPT3H	0.437163477287558	0.494322135371577	0.0417
ZNF33A	0	0.0508918776009704	0.0417
CD46	0	0.0506842196207521	0.0416
ESRRA	0.351741426247402	0.407533523370822	0.0416
FAM135A	0	0.0506813899589192	0.0416
NKTR	0.302902611002478	0.357928605247335	0.0416
RGS18	0.334119854826522	0.389618493113763	0.0416
SF3A3	0.644755947495902	0.704628308440569	0.0416
CNTRL	0.322993399169492	0.378128193700026	0.0415
DAB1	0	0.050625098577535	0.0415
IL7	0	0.050625098577535	0.0415
JMJD7-PLA2G4B	0.265391313958618	0.319797736315005	0.0415
KRR1	0.259283476554801	0.313569353809649	0.0415
RHEB	0.345924268248595	0.401472416817011	0.0415
TAS2R9	0	0.0506052808383605	0.0415
TMED2	0	0.0505429772191904	0.0415
CCT2	0.473359137299277	0.530530012764844	0.0414
LAMB3	0	0.0504031595202269	0.0414
NFIL3	0	0.0504604900182129	0.0414
NUDCD1	0	0.0504837931320215	0.0414
PRKRIP1	0	0.0504056800631945	0.0414
SETBP1	0	0.0505272393497104	0.0414
ADCYAP1R1	0	0.0503568360094621	0.0413
GPR61	0.334345555469377	0.389402807708855	0.0413
PLAA	0.303262634322816	0.357900116239432	0.0413
PPP2R5B	0	0.0502906314705242	0.0413
SEBOX	0.346909787765702	0.402161053320829	0.0413
SIGLEC11	0	0.0502691867212526	0.0413
XRCC3	0	0.0502859013093592	0.0413
ADORA2B	0	0.0501562291750306	0.0412
CPXCR1	0	0.0502193458157456	0.0412
OPRK1	0.399522214613199	0.455409340864933	0.0412
OR6S1	0	0.0501098192740766	0.0412
SARNP	0.5399496803424	0.597816636937111	0.0412
SMARCE1	0.415190253656476	0.471322280089314	0.0412
ZNF613	0.388279406619087	0.443963604406157	0.0412
EVC	0	0.0500453867637173	0.0411
FKBP3	0.258525490635059	0.31223865604043	0.0411
CCHCR1	0	0.0498569631465517	0.041
COQ2	0	0.0498718317879025	0.041
GATA6	0.138546668484126	0.190475218986104	0.041
KRT5	0	0.0498819541639311	0.041
NOBOX	0	0.0498946060470491	0.041
PDXK	0.140972103895452	0.192826379449447	0.041
RHBDL3	0.36312372881055	0.418163127739842	0.041
ABLIM1	0	0.049711035443919	0.0409
FEV	0.41513804162315	0.470715438411085	0.0409
MUC17	0	0.0496860121785627	0.0409
NBR2	0	0.0497268705129659	0.0409
CMPK1	0	0.0496001369618757	0.0408
PDCD10	0.194709429481083	0.247132395862731	0.0408
RILPL1	0.140494576559218	0.192047283843872	0.0408
TMED7	0	0.0496156683358999	0.0408
ITSN2	0.141213648015532	0.192721974607812	0.0407
MAP3K5	0	0.0494847040338392	0.0407
OSCAR	0	0.0494812141108431	0.0407
PCDHGB6	0	0.0494973938884128	0.0407
ARHGAP26	0	0.0492576677038764	0.0406
LTB	0.34898340525767	0.40321518204361	0.0406
RPS28	0.521998654960688	0.578664744610215	0.0406
TOX	0	0.0493243900460042	0.0406
ZNF836	0	0.0493199429345892	0.0406
ADAMTS4	0	0.0491078967719708	0.0405
CBR4	0	0.049249404505473	0.0405
CEP120	0	0.0492290621299451	0.0405
KCNH7	0.146274053473931	0.197497565419187	0.0405
OSTF1	0.37185115843303	0.426375473623569	0.0405
PDE7B	0	0.0491078967719708	0.0405
PTPN22	0.421445436777328	0.476619357276777	0.0405
TPPP	0	0.0491428902700464	0.0405
ASMT	0	0.0490467950681521	0.0404
C2orf50	0	0.0490872144527134	0.0404
COL15A1	0	0.049026421572985	0.0404
COQ4	0	0.0490095474016364	0.0404
CSK	0.391544057086209	0.446083210632217	0.0404
DYNC2LI1	0	0.0490060449459335	0.0404
ELMOD2	0	0.0490184623258484	0.0404
KEAP1	0.328557389688474	0.382328860098024	0.0404
KIF5C	0	0.0490865780224817	0.0404
NDFIP1	0	0.048983117495721	0.0404
SERTAD1	0.40277845879435	0.457519308617393	0.0404
ID2	0.300750208440249	0.353926268488712	0.0403
KIF19	0	0.0488709706171907	0.0403
TMEM199	0	0.0489601860791262	0.0403
ATP8B3	0	0.0487976415410564	0.0402
FTO	0	0.0487985982684229	0.0402
GPR31	0	0.0487545816609942	0.0402
PKN2	0.401571306764589	0.456000174297125	0.0402
RNASE4	0	0.0487430966635122	0.0402
SRP68	0.577564758102103	0.63456809195794	0.0402
UBE2MP1	0	0.0487631947561139	0.0402
PPP2R2A	0.600008236442826	0.657085322205961	0.0401
PRKD1	0.340903124112521	0.394344424386752	0.0401
SNORA36A	0	0.0485828409814537	0.0401
TBCK	0	0.0486655468913419	0.0401
CST4	0	0.0485282076252168	0.04
DGAT2L6	0	0.0484207922364859	0.04
DYTN	0	0.0484166345343912	0.04
HSF2	0.258923547664249	0.31112252998551	0.04
IFI27L1	0	0.0484607634870546	0.04
KLKP1	0	0.0485320422796883	0.04
MEFV	0.395167046797761	0.449309061454042	0.04
