	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0043001	BP	GO:0043001	Golgi to plasma membrane protein transport	3/255	27/10096	0.0297918447959634	0.0297918447959634	0.686966398747875	ANK3/CLN3/CNST	3
GO:0009164	BP	GO:0009164	nucleoside catabolic process	2/255	11/10096	0.0300723018248357	0.0300723018248357	0.686966398747875	ADA/APOBEC3B	2
GO:0032196	BP	GO:0032196	transposition	2/255	11/10096	0.0300723018248357	0.0300723018248357	0.686966398747875	APOBEC3B/SIRT6	2
GO:0032488	BP	GO:0032488	Cdc42 protein signal transduction	2/255	11/10096	0.0300723018248357	0.0300723018248357	0.686966398747875	ABCA1/ABL1	2
GO:0072109	BP	GO:0072109	glomerular mesangium development	2/255	11/10096	0.0300723018248357	0.0300723018248357	0.686966398747875	EGR1/SERPINB7	2
GO:0097094	BP	GO:0097094	craniofacial suture morphogenesis	2/255	11/10096	0.0300723018248357	0.0300723018248357	0.686966398747875	INSIG1/NEUROG1	2
GO:0001707	BP	GO:0001707	mesoderm formation	4/255	47/10096	0.0303442481014505	0.0303442481014505	0.686966398747875	ETV2/NF2/SIX2/WLS	4
GO:0006641	BP	GO:0006641	triglyceride metabolic process	4/255	47/10096	0.0303442481014505	0.0303442481014505	0.686966398747875	CPT1A/INSIG1/PNPLA2/RGN	4
GO:0006942	BP	GO:0006942	regulation of striated muscle contraction	4/255	47/10096	0.0303442481014505	0.0303442481014505	0.686966398747875	BIN1/KCNJ2/NKX2-5/SMAD7	4
GO:0006470	BP	GO:0006470	protein dephosphorylation	9/255	173/10096	0.0313364117548501	0.0313364117548501	0.68746004689593	DUSP3/DUSP4/FKBP1A/PPM1B/PPP3CC/RGN/SSU72/STYX/UBLCP1	9
GO:0098660	BP	GO:0098660	inorganic ion transmembrane transport	17/255	412/10096	0.0320031900494874	0.0320031900494874	0.68746004689593	ABL1/ANK3/ATP6V0C/BIN1/CHRNA7/CLCN5/COX7A2L/EDN1/FKBP1A/GABRA5/KCNH1/KCNH8/KCNIP1/KCNJ2/PMPCB/PPP3CC/RGN	17
GO:0032387	BP	GO:0032387	negative regulation of intracellular transport	4/255	48/10096	0.0324682694439738	0.0324682694439738	0.68746004689593	GDI1/INSIG1/SIAH3/SIRT6	4
GO:0048844	BP	GO:0048844	artery morphogenesis	4/255	48/10096	0.0324682694439738	0.0324682694439738	0.68746004689593	EDN1/ENG/SMAD7/TBX1	4
GO:0021587	BP	GO:0021587	cerebellum morphogenesis	3/255	28/10096	0.0327609489526572	0.0327609489526572	0.68746004689593	ABL1/LDB1/ZNF365	3
GO:0042304	BP	GO:0042304	regulation of fatty acid biosynthetic process	3/255	28/10096	0.0327609489526572	0.0327609489526572	0.68746004689593	INSIG1/KLHL25/RGN	3
GO:0050885	BP	GO:0050885	neuromuscular process controlling balance	3/255	28/10096	0.0327609489526572	0.0327609489526572	0.68746004689593	ABL1/CLN3/NEUROG1	3
GO:1902003	BP	GO:1902003	regulation of amyloid-beta formation	3/255	28/10096	0.0327609489526572	0.0327609489526572	0.68746004689593	BIN1/CHRNA7/RTN2	3
GO:0030855	BP	GO:0030855	epithelial cell differentiation	18/255	446/10096	0.0335877846628094	0.0335877846628094	0.68746004689593	ABL1/AKR1B1/CPT1A/CTSB/EMX1/ETV2/FRS2/GDF7/HOXB5/KRT14/MTSS1/NF2/NKX2-5/PTCH2/SAFB2/SIX2/ST14/TBX1	18
GO:0007389	BP	GO:0007389	pattern specification process	14/255	322/10096	0.0338710249229623	0.0338710249229623	0.68746004689593	EDN1/EMX1/ENG/FKBP8/FRS2/GALNT11/HOXB5/LDB1/MEOX1/NEUROG1/NKX2-5/SIX2/TBX1/WLS	14
GO:0007610	BP	GO:0007610	behavior	16/255	384/10096	0.0341475537054054	0.0341475537054054	0.68746004689593	ABL1/ADA/ADRB1/ALK/CAPN2/CHRNA7/CLN3/CPT1A/EFNB3/EGR1/GABRA5/NEUROG1/NGF/NTF3/PTN/TBX1	16
GO:0072655	BP	GO:0072655	establishment of protein localization to mitochondrion	6/255	96/10096	0.0344177903143217	0.0344177903143217	0.68746004689593	BBC3/HK1/MTX1/PMPCB/SIAH3/UBE2J2	6
GO:0048332	BP	GO:0048332	mesoderm morphogenesis	4/255	49/10096	0.0346772967361927	0.0346772967361927	0.68746004689593	ETV2/NF2/SIX2/WLS	4
GO:0070373	BP	GO:0070373	negative regulation of ERK1 and ERK2 cascade	4/255	49/10096	0.0346772967361927	0.0346772967361927	0.68746004689593	ABL1/DUSP3/DUSP4/TBC1D10C	4
GO:0001710	BP	GO:0001710	mesodermal cell fate commitment	2/255	12/10096	0.0354950623263755	0.0354950623263755	0.68746004689593	ETV2/SIX2	2
GO:0003222	BP	GO:0003222	ventricular trabecula myocardium morphogenesis	2/255	12/10096	0.0354950623263755	0.0354950623263755	0.68746004689593	ENG/NKX2-5	2
GO:0007350	BP	GO:0007350	blastoderm segmentation	2/255	12/10096	0.0354950623263755	0.0354950623263755	0.68746004689593	FRS2/NEUROG1	2
GO:0010996	BP	GO:0010996	response to auditory stimulus	2/255	12/10096	0.0354950623263755	0.0354950623263755	0.68746004689593	NEUROG1/PTN	2
GO:0015701	BP	GO:0015701	bicarbonate transport	2/255	12/10096	0.0354950623263755	0.0354950623263755	0.68746004689593	CA4/CYB5R2	2
GO:0060347	BP	GO:0060347	heart trabecula formation	2/255	12/10096	0.0354950623263755	0.0354950623263755	0.68746004689593	FKBP1A/NKX2-5	2
GO:0060841	BP	GO:0060841	venous blood vessel development	2/255	12/10096	0.0354950623263755	0.0354950623263755	0.68746004689593	ENG/NKX2-5	2
GO:0060973	BP	GO:0060973	cell migration involved in heart development	2/255	12/10096	0.0354950623263755	0.0354950623263755	0.68746004689593	EDN1/ENG	2
GO:1901722	BP	GO:1901722	regulation of cell proliferation involved in kidney development	2/255	12/10096	0.0354950623263755	0.0354950623263755	0.68746004689593	EGR1/SERPINB7	2
GO:0051604	BP	GO:0051604	protein maturation	10/255	206/10096	0.0361597718469237	0.0361597718469237	0.68746004689593	BAG2/CAPN2/CASP1/CLN3/FKBP1A/FKRP/PCSK1N/PMPCB/SDE2/SEC11C	10
GO:0016358	BP	GO:0016358	dendrite development	8/255	150/10096	0.0363083902039379	0.0363083902039379	0.68746004689593	ABL1/ALK/CHRNA7/MAP1S/PTN/RAB21/TRAPPC4/ZNF365	8
GO:0003002	BP	GO:0003002	regionalization	12/255	265/10096	0.0365624896416293	0.0365624896416293	0.68746004689593	EDN1/EMX1/FKBP8/FRS2/HOXB5/LDB1/MEOX1/NEUROG1/NKX2-5/SIX2/TBX1/WLS	12
GO:1901379	BP	GO:1901379	regulation of potassium ion transmembrane transport	4/255	50/10096	0.0369716046550052	0.0369716046550052	0.68746004689593	ANK3/BIN1/KCNIP1/KCNJ2	4
GO:1903321	BP	GO:1903321	negative regulation of protein modification by small protein conjugation or removal	5/255	73/10096	0.0369825826697573	0.0369825826697573	0.68746004689593	ABL1/BAG2/NXN/SMAD7/VPS28	5
GO:1905952	BP	GO:1905952	regulation of lipid localization	6/255	98/10096	0.0375119656840328	0.0375119656840328	0.68746004689593	ABCA1/EDN1/PLTP/PNPLA2/SAR1B/SURF4	6
GO:0043009	BP	GO:0043009	chordate embryonic development	19/255	484/10096	0.0375285171964416	0.0375285171964416	0.68746004689593	ABL1/ADA/ASCL2/CAPN2/EDN1/EMX1/ETV2/FKBP8/GDF7/HOXB5/MEOX1/MTHFD1L/NKX2-5/NXN/PTH1R/SEC24D/SIX2/ST14/TBX1	19
GO:0090316	BP	GO:0090316	positive regulation of intracellular protein transport	7/255	124/10096	0.0375323445149537	0.0375323445149537	0.68746004689593	ANK3/ANP32B/BBC3/OAZ1/SAR1B/SIRT6/UBE2J2	7
GO:0034762	BP	GO:0034762	regulation of transmembrane transport	14/255	327/10096	0.0378132785413294	0.0378132785413294	0.68746004689593	ABL1/ANK3/BIN1/EDN1/FKBP1A/KCNH1/KCNH8/KCNIP1/KCNJ2/OAZ1/PPP3CC/RGN/RTN2/SIRT6	14
GO:0051346	BP	GO:0051346	negative regulation of hydrolase activity	10/255	208/10096	0.0382332078523036	0.0382332078523036	0.68746004689593	ABL1/BIN1/CTSB/FKBP1A/LRCH1/NGF/PCSK1N/RGN/SERPINA1/SERPINB7	10
GO:0032388	BP	GO:0032388	positive regulation of intracellular transport	8/255	152/10096	0.0387971922125324	0.0387971922125324	0.68746004689593	ANK3/ANP32B/BBC3/OAZ1/RAB21/SAR1B/SIRT6/UBE2J2	8
GO:0021575	BP	GO:0021575	hindbrain morphogenesis	3/255	30/10096	0.0391429826112548	0.0391429826112548	0.68746004689593	ABL1/LDB1/ZNF365	3
GO:1903829	BP	GO:1903829	positive regulation of protein localization	14/255	329/10096	0.039478990326028	0.039478990326028	0.68746004689593	ANK3/ANP32B/BBC3/CLN3/CNST/DNM1L/GLIS2/GPR68/OAZ1/SAR1B/SIRT6/UBE2J2/VPS28/WLS	14
GO:0006936	BP	GO:0006936	muscle contraction	9/255	181/10096	0.0400610126725234	0.0400610126725234	0.68746004689593	ADA/BIN1/CHRNE/EDN1/KCNJ2/NEUROG1/NKX2-5/SMAD7/SPHK1	9
GO:0009110	BP	GO:0009110	vitamin biosynthetic process	2/255	13/10096	0.0412623796056628	0.0412623796056628	0.68746004689593	PLTP/RGN	2
GO:0009219	BP	GO:0009219	pyrimidine deoxyribonucleotide metabolic process	2/255	13/10096	0.0412623796056628	0.0412623796056628	0.68746004689593	DCTPP1/MBD4	2
GO:0010714	BP	GO:0010714	positive regulation of collagen metabolic process	2/255	13/10096	0.0412623796056628	0.0412623796056628	0.68746004689593	ENG/SERPINB7	2
GO:0032967	BP	GO:0032967	positive regulation of collagen biosynthetic process	2/255	13/10096	0.0412623796056628	0.0412623796056628	0.68746004689593	ENG/SERPINB7	2
GO:0035809	BP	GO:0035809	regulation of urine volume	2/255	13/10096	0.0412623796056628	0.0412623796056628	0.68746004689593	AKR1B1/EDN1	2
GO:0042572	BP	GO:0042572	retinol metabolic process	2/255	13/10096	0.0412623796056628	0.0412623796056628	0.68746004689593	AKR1B1/PNPLA2	2
GO:0045717	BP	GO:0045717	negative regulation of fatty acid biosynthetic process	2/255	13/10096	0.0412623796056628	0.0412623796056628	0.68746004689593	INSIG1/KLHL25	2
GO:0070932	BP	GO:0070932	histone H3 deacetylation	2/255	13/10096	0.0412623796056628	0.0412623796056628	0.68746004689593	PER1/SIRT6	2
GO:0090208	BP	GO:0090208	positive regulation of triglyceride metabolic process	2/255	13/10096	0.0412623796056628	0.0412623796056628	0.68746004689593	PNPLA2/RGN	2
GO:0097254	BP	GO:0097254	renal tubular secretion	2/255	13/10096	0.0412623796056628	0.0412623796056628	0.68746004689593	CLN3/EDN1	2
GO:1902644	BP	GO:1902644	tertiary alcohol metabolic process	2/255	13/10096	0.0412623796056628	0.0412623796056628	0.68746004689593	AKR1B1/AKR7A2	2
GO:0060411	BP	GO:0060411	cardiac septum morphogenesis	4/255	52/10096	0.04181670057233	0.04181670057233	0.68746004689593	ENG/NKX2-5/SMAD7/TBX1	4
GO:0006813	BP	GO:0006813	potassium ion transport	6/255	101/10096	0.0424776232245118	0.0424776232245118	0.68746004689593	ANK3/BIN1/KCNH1/KCNH8/KCNIP1/KCNJ2	6
GO:0048562	BP	GO:0048562	embryonic organ morphogenesis	10/255	212/10096	0.0426240579108158	0.0426240579108158	0.68746004689593	EDN1/ENG/FRS2/HOXB5/INSIG1/MTHFD1L/NEUROG1/NKX2-5/SIX2/TBX1	10
GO:0006839	BP	GO:0006839	mitochondrial transport	7/255	128/10096	0.0433682874480211	0.0433682874480211	0.68746004689593	ACAA2/BBC3/CPT1A/MTX1/PMPCB/SIAH3/UBE2J2	7
GO:0007517	BP	GO:0007517	muscle organ development	10/255	213/10096	0.0437734636230091	0.0437734636230091	0.68746004689593	EGR1/ENG/FGF3/FKBP1A/FOXN2/NEUROG1/NKX2-5/SMAD7/TBX1/ZNF689	10
GO:1905114	BP	GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	16/255	397/10096	0.0440746835810646	0.0440746835810646	0.68746004689593	ABL1/ATP6V0C/CHRNA7/CHRNE/EDN1/EGR1/ETV2/GABRA5/LDB1/NKX2-5/NXN/PPM1B/ROR2/TLE2/WLS/ZNRF3	16
GO:0006694	BP	GO:0006694	steroid biosynthetic process	6/255	102/10096	0.0442204223652012	0.0442204223652012	0.68746004689593	ACAA2/AKR1B1/CYB5R2/EGR1/INSIG1/MVD	6
GO:0035914	BP	GO:0035914	skeletal muscle cell differentiation	4/255	53/10096	0.0443675835070103	0.0443675835070103	0.68746004689593	EGR1/FOXN2/TBX1/ZNF689	4
GO:0034763	BP	GO:0034763	negative regulation of transmembrane transport	5/255	77/10096	0.0449155218016545	0.0449155218016545	0.68746004689593	ANK3/BIN1/OAZ1/PPP3CC/SIRT6	5
GO:0000387	BP	GO:0000387	spliceosomal snRNP assembly	3/255	32/10096	0.0461072731540981	0.0461072731540981	0.68746004689593	GEMIN2/LSM4/TGS1	3
GO:1900271	BP	GO:1900271	regulation of long-term synaptic potentiation	3/255	32/10096	0.0461072731540981	0.0461072731540981	0.68746004689593	ABL1/CHRNA7/PTN	3
GO:1902622	BP	GO:1902622	regulation of neutrophil migration	3/255	32/10096	0.0461072731540981	0.0461072731540981	0.68746004689593	CD99/DNM1L/EDN1	3
GO:0003279	BP	GO:0003279	cardiac septum development	5/255	78/10096	0.0470457093789467	0.0470457093789467	0.68746004689593	ENG/FRS2/NKX2-5/SMAD7/TBX1	5
GO:0003228	BP	GO:0003228	atrial cardiac muscle tissue development	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	ENG/NKX2-5	2
GO:0006700	BP	GO:0006700	C21-steroid hormone biosynthetic process	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	AKR1B1/EGR1	2
GO:0009065	BP	GO:0009065	glutamine family amino acid catabolic process	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	GOT1/OAT	2
GO:0034656	BP	GO:0034656	nucleobase-containing small molecule catabolic process	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	ADA/APOBEC3B	2
GO:0042953	BP	GO:0042953	lipoprotein transport	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	SAR1B/SURF4	2
GO:0046321	BP	GO:0046321	positive regulation of fatty acid oxidation	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	CPT1A/KLHL25	2
GO:0048634	BP	GO:0048634	regulation of muscle organ development	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	FGF3/NEUROG1	2
GO:0060384	BP	GO:0060384	innervation	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	EDN1/GABRA5	2
GO:0086091	BP	GO:0086091	regulation of heart rate by cardiac conduction	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	BIN1/KCNJ2	2
GO:0099563	BP	GO:0099563	modification of synaptic structure	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	ABL1/CLN3	2
GO:1901380	BP	GO:1901380	negative regulation of potassium ion transmembrane transport	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	ANK3/BIN1	2
GO:1901658	BP	GO:1901658	glycosyl compound catabolic process	2/255	14/10096	0.0473535353060175	0.0473535353060175	0.68746004689593	ADA/APOBEC3B	2
GO:0009612	BP	GO:0009612	response to mechanical stimulus	7/255	131/10096	0.0481104610450221	0.0481104610450221	0.68746004689593	CAPN2/CASP1/EDN1/ENG/KCNJ2/NEUROG1/PTN	7
GO:0000904	BP	GO:0000904	cell morphogenesis involved in differentiation	18/255	467/10096	0.0489354193641254	0.0489354193641254	0.68746004689593	ABL1/ANK3/CDHR1/CHRNA7/EDN1/EFNB3/GDF7/GDI1/KIF13B/KIF5A/MAP1S/NGF/PTN/RAB21/ST14/TUBB2B/TUBB3/ZNF365	18
GO:0009792	BP	GO:0009792	embryo development ending in birth or egg hatching	19/255	500/10096	0.049284862517682	0.049284862517682	0.68746004689593	ABL1/ADA/ASCL2/CAPN2/EDN1/EMX1/ETV2/FKBP8/GDF7/HOXB5/MEOX1/MTHFD1L/NKX2-5/NXN/PTH1R/SEC24D/SIX2/ST14/TBX1	19
GO:1904064	BP	GO:1904064	positive regulation of cation transmembrane transport	6/255	105/10096	0.0497146422865512	0.0497146422865512	0.68746004689593	ABL1/ANK3/EDN1/KCNJ2/PPP3CC/RGN	6
GO:0007369	BP	GO:0007369	gastrulation	7/255	132/10096	0.0497617882046531	0.0497617882046531	0.68746004689593	DUSP4/ETV2/FRS2/LDB1/NF2/SIX2/WLS	7
GO:0048588	BP	GO:0048588	developmental cell growth	7/255	132/10096	0.0497617882046531	0.0497617882046531	0.68746004689593	ABL1/EDN1/EMX1/GDI1/NGF/RAB21/SMAD7	7
GO:0019752	BP	GO:0019752	carboxylic acid metabolic process	18/255	468/10096	0.0497734893094698	0.0497734893094698	0.68746004689593	ACAA2/ACAD11/AKR1B1/CASP1/CLN3/CPT1A/EDN1/GOT1/HIBCH/HK1/INSIG1/KLHL25/LARS2/MTHFD1L/OAT/PRKAB1/RGN/SIRT6	18
GO:0018208	BP	GO:0018208	peptidyl-proline modification	3/255	33/10096	0.049803389469243	0.049803389469243	0.68746004689593	FKBP1A/FKBP5/PPIL3	3
GO:0051646	BP	GO:0051646	mitochondrion localization	3/255	33/10096	0.049803389469243	0.049803389469243	0.68746004689593	ACTR10/DNM1L/MAP1S	3
GO:0090102	BP	GO:0090102	cochlea development	3/255	33/10096	0.049803389469243	0.049803389469243	0.68746004689593	GABRA5/NEUROG1/TBX1	3
GO:0006897	BP	GO:0006897	endocytosis	15/255	372/10096	0.0500545071701408	0.0500545071701408	0.68746004689593	ABCA1/ABL1/BIN1/CLCN5/CLN3/DNM1L/NTF3/PPP3CC/RAB21/RABEP2/SNX2/SPHK1/SURF4/USP20/VPS28	15
GO:0014013	BP	GO:0014013	regulation of gliogenesis	5/255	80/10096	0.0514835191085569	0.0514835191085569	0.68746004689593	ASCL2/BIN1/NF2/PTN/ZNF365	5
GO:0032368	BP	GO:0032368	regulation of lipid transport	5/255	80/10096	0.0514835191085569	0.0514835191085569	0.68746004689593	ABCA1/EDN1/PLTP/SAR1B/SURF4	5
GO:0003151	BP	GO:0003151	outflow tract morphogenesis	4/255	56/10096	0.0525323314883754	0.0525323314883754	0.68746004689593	EDN1/ENG/NKX2-5/TBX1	4
GO:0072384	BP	GO:0072384	organelle transport along microtubule	4/255	56/10096	0.0525323314883754	0.0525323314883754	0.68746004689593	ACTR10/CLN3/KIF5A/MAP1S	4
GO:0016055	BP	GO:0016055	Wnt signaling pathway	13/255	312/10096	0.0529748286189482	0.0529748286189482	0.68746004689593	ABL1/ATP6V0C/EDN1/EGR1/ETV2/LDB1/NKX2-5/NXN/PPM1B/ROR2/TLE2/WLS/ZNRF3	13
GO:0198738	BP	GO:0198738	cell-cell signaling by wnt	13/255	312/10096	0.0529748286189482	0.0529748286189482	0.68746004689593	ABL1/ATP6V0C/EDN1/EGR1/ETV2/LDB1/NKX2-5/NXN/PPM1B/ROR2/TLE2/WLS/ZNRF3	13
GO:0051495	BP	GO:0051495	positive regulation of cytoskeleton organization	7/255	134/10096	0.0531713175092192	0.0531713175092192	0.68746004689593	ABL1/BIN1/CLIP1/EDN1/MTSS1/NF2/NTF3	7
GO:0006940	BP	GO:0006940	regulation of smooth muscle contraction	3/255	34/10096	0.0536394343431193	0.0536394343431193	0.68746004689593	ADA/EDN1/SPHK1	3
GO:0034205	BP	GO:0034205	amyloid-beta formation	3/255	34/10096	0.0536394343431193	0.0536394343431193	0.68746004689593	BIN1/CHRNA7/RTN2	3
GO:0043124	BP	GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	3/255	34/10096	0.0536394343431193	0.0536394343431193	0.68746004689593	ABL1/PER1/PPM1B	3
GO:0097009	BP	GO:0097009	energy homeostasis	3/255	34/10096	0.0536394343431193	0.0536394343431193	0.68746004689593	ALK/RRP8/SUV39H1	3
GO:0048511	BP	GO:0048511	rhythmic process	10/255	221/10096	0.0537338894922182	0.0537338894922182	0.68746004689593	ADRB1/DNM1L/EGR1/KDM5C/PER1/PTN/PTPRN/RAI1/SIRT6/SUV39H1	10
GO:0008090	BP	GO:0008090	retrograde axonal transport	2/255	15/10096	0.0537486306877565	0.0537486306877565	0.68746004689593	ACTR10/KIF5A	2
GO:0014821	BP	GO:0014821	phasic smooth muscle contraction	2/255	15/10096	0.0537486306877565	0.0537486306877565	0.68746004689593	EDN1/NEUROG1	2
GO:0016540	BP	GO:0016540	protein autoprocessing	2/255	15/10096	0.0537486306877565	0.0537486306877565	0.68746004689593	CAPN2/CASP1	2
GO:0032515	BP	GO:0032515	negative regulation of phosphoprotein phosphatase activity	2/255	15/10096	0.0537486306877565	0.0537486306877565	0.68746004689593	FKBP1A/RGN	2
GO:0034505	BP	GO:0034505	tooth mineralization	2/255	15/10096	0.0537486306877565	0.0537486306877565	0.68746004689593	TBX1/WLS	2
GO:0042693	BP	GO:0042693	muscle cell fate commitment	2/255	15/10096	0.0537486306877565	0.0537486306877565	0.68746004689593	NKX2-5/TBX1	2
GO:0044872	BP	GO:0044872	lipoprotein localization	2/255	15/10096	0.0537486306877565	0.0537486306877565	0.68746004689593	SAR1B/SURF4	2
GO:0060253	BP	GO:0060253	negative regulation of glial cell proliferation	2/255	15/10096	0.0537486306877565	0.0537486306877565	0.68746004689593	ASCL2/NF2	2
GO:0065005	BP	GO:0065005	protein-lipid complex assembly	2/255	15/10096	0.0537486306877565	0.0537486306877565	0.68746004689593	ABCA1/BIN1	2
GO:0090110	BP	GO:0090110	COPII-coated vesicle cargo loading	2/255	15/10096	0.0537486306877565	0.0537486306877565	0.68746004689593	INSIG1/SEC24D	2
GO:2000251	BP	GO:2000251	positive regulation of actin cytoskeleton reorganization	2/255	15/10096	0.0537486306877565	0.0537486306877565	0.68746004689593	ABL1/NTF3	2
GO:0003206	BP	GO:0003206	cardiac chamber morphogenesis	5/255	81/10096	0.0537912942705683	0.0537912942705683	0.68746004689593	ENG/FKBP1A/NKX2-5/SMAD7/TBX1	5
GO:0044282	BP	GO:0044282	small molecule catabolic process	9/255	192/10096	0.0545547375076126	0.0545547375076126	0.692650193157535	ACAA2/ACAD11/ADA/APOBEC3B/CPT1A/GOT1/HIBCH/HK1/OAT	9
GO:0043408	BP	GO:0043408	regulation of MAPK cascade	18/255	476/10096	0.0568489431383417	0.0568489431383417	0.692650193157535	ABL1/ALK/BCAR3/CCL16/CHRNA7/DUSP3/DUSP4/EDN1/FRS2/NBR1/NF2/NTF3/PER1/ROR2/SPHK1/STYX/TBC1D10C/TBX1	18
GO:0045687	BP	GO:0045687	positive regulation of glial cell differentiation	3/255	35/10096	0.0576131547988956	0.0576131547988956	0.692650193157535	BIN1/PTN/ZNF365	3
GO:1901607	BP	GO:1901607	alpha-amino acid biosynthetic process	3/255	35/10096	0.0576131547988956	0.0576131547988956	0.692650193157535	CLN3/GOT1/OAT	3
GO:0008361	BP	GO:0008361	regulation of cell size	6/255	109/10096	0.0576665121693415	0.0576665121693415	0.692650193157535	ABL1/CLN3/EDN1/GDI1/NGF/RAB21	6
GO:0031214	BP	GO:0031214	biomineral tissue development	6/255	109/10096	0.0576665121693415	0.0576665121693415	0.692650193157535	NBR1/PTH1R/PTN/ROR2/TBX1/WLS	6
GO:0048754	BP	GO:0048754	branching morphogenesis of an epithelial tube	6/255	109/10096	0.0576665121693415	0.0576665121693415	0.692650193157535	ABL1/EDN1/ENG/GDF7/SIRT6/SIX2	6
GO:0032922	BP	GO:0032922	circadian regulation of gene expression	4/255	58/10096	0.0583995701397925	0.0583995701397925	0.692650193157535	EGR1/PER1/RAI1/SIRT6	4
GO:1903533	BP	GO:1903533	regulation of protein targeting	4/255	58/10096	0.0583995701397925	0.0583995701397925	0.692650193157535	ANK3/GDI1/SIAH3/UBE2J2	4
GO:0006633	BP	GO:0006633	fatty acid biosynthetic process	5/255	83/10096	0.0585846757138582	0.0585846757138582	0.692650193157535	EDN1/INSIG1/KLHL25/PRKAB1/RGN	5
GO:0016125	BP	GO:0016125	sterol metabolic process	5/255	83/10096	0.0585846757138582	0.0585846757138582	0.692650193157535	ABCA1/ACAA2/CYB5R2/INSIG1/MVD	5
GO:0007018	BP	GO:0007018	microtubule-based movement	9/255	195/10096	0.0590321621741151	0.0590321621741151	0.692650193157535	ACTR10/CLN3/KIF13B/KIF5A/MAP1S/MAP4/PLTP/RAB21/RGN	9
GO:0001890	BP	GO:0001890	placenta development	6/255	110/10096	0.0597670525522414	0.0597670525522414	0.692650193157535	ADA/ASCL2/CTSB/ETV2/PTN/ST14	6
GO:0006536	BP	GO:0006536	glutamate metabolic process	2/255	16/10096	0.0604285587077657	0.0604285587077657	0.692650193157535	GOT1/OAT	2
GO:0034643	BP	GO:0034643	establishment of mitochondrion localization, microtubule-mediated	2/255	16/10096	0.0604285587077657	0.0604285587077657	0.692650193157535	ACTR10/MAP1S	2
GO:0038083	BP	GO:0038083	peptidyl-tyrosine autophosphorylation	2/255	16/10096	0.0604285587077657	0.0604285587077657	0.692650193157535	ABL1/ALK	2
GO:0047497	BP	GO:0047497	mitochondrion transport along microtubule	2/255	16/10096	0.0604285587077657	0.0604285587077657	0.692650193157535	ACTR10/MAP1S	2
GO:1901028	BP	GO:1901028	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	2/255	16/10096	0.0604285587077657	0.0604285587077657	0.692650193157535	ACAA2/BBC3	2
GO:0043436	BP	GO:0043436	oxoacid metabolic process	18/255	480/10096	0.0606390353650588	0.0606390353650588	0.692650193157535	ACAA2/ACAD11/AKR1B1/CASP1/CLN3/CPT1A/EDN1/GOT1/HIBCH/HK1/INSIG1/KLHL25/LARS2/MTHFD1L/OAT/PRKAB1/RGN/SIRT6	18
GO:0001704	BP	GO:0001704	formation of primary germ layer	5/255	84/10096	0.0610702033145357	0.0610702033145357	0.692650193157535	DUSP4/ETV2/NF2/SIX2/WLS	5
GO:0003231	BP	GO:0003231	cardiac ventricle development	5/255	84/10096	0.0610702033145357	0.0610702033145357	0.692650193157535	ENG/FKBP1A/FRS2/NKX2-5/SMAD7	5
GO:0050905	BP	GO:0050905	neuromuscular process	5/255	84/10096	0.0610702033145357	0.0610702033145357	0.692650193157535	ABL1/CLN3/KCNH1/KCNJ2/NEUROG1	5
GO:0007611	BP	GO:0007611	learning or memory	8/255	167/10096	0.061128495061726	0.061128495061726	0.692650193157535	ABL1/CHRNA7/CLN3/GABRA5/NEUROG1/NGF/NTF3/PTN	8
GO:0050848	BP	GO:0050848	regulation of calcium-mediated signaling	4/255	59/10096	0.0614592000656169	0.0614592000656169	0.692650193157535	ADA/PPP3CC/RGN/TBC1D10C	4
GO:0008652	BP	GO:0008652	cellular amino acid biosynthetic process	3/255	36/10096	0.0617221440200249	0.0617221440200249	0.692650193157535	CLN3/GOT1/OAT	3
GO:0010883	BP	GO:0010883	regulation of lipid storage	3/255	36/10096	0.0617221440200249	0.0617221440200249	0.692650193157535	ABCA1/CPT1A/PNPLA2	3
GO:0046173	BP	GO:0046173	polyol biosynthetic process	3/255	36/10096	0.0617221440200249	0.0617221440200249	0.692650193157535	GOT1/PTH1R/SPHK1	3
GO:0048701	BP	GO:0048701	embryonic cranial skeleton morphogenesis	3/255	36/10096	0.0617221440200249	0.0617221440200249	0.692650193157535	MTHFD1L/SIX2/TBX1	3
GO:0060393	BP	GO:0060393	regulation of pathway-restricted SMAD protein phosphorylation	3/255	36/10096	0.0617221440200249	0.0617221440200249	0.692650193157535	ENG/GDF7/SMAD7	3
