A	B	nOverlap
cellular component morphogenesis	regulation of neutrophil migration	2
cellular component morphogenesis	response to mechanical stimulus	2
cellular component morphogenesis	cell morphogenesis involved in differentiation	16
cellular component morphogenesis	embryo development ending in birth or egg hatching	5
cellular component morphogenesis	positive regulation of cation transmembrane transport	3
cellular component morphogenesis	developmental cell growth	6
cellular component morphogenesis	mitochondrion localization	2
cellular component morphogenesis	endocytosis	5
cellular component morphogenesis	regulation of gliogenesis	2
cellular component morphogenesis	outflow tract morphogenesis	2
cellular component morphogenesis	organelle transport along microtubule	2
cellular component morphogenesis	Wnt signaling pathway	3
cellular component morphogenesis	cell-cell signaling by wnt	3
cellular component morphogenesis	positive regulation of cytoskeleton organization	3
cellular component morphogenesis	rhythmic process	2
cellular component morphogenesis	positive regulation of actin cytoskeleton reorganization	2
cellular component morphogenesis	regulation of MAPK cascade	4
cellular component morphogenesis	positive regulation of glial cell differentiation	2
cellular component morphogenesis	regulation of cell size	5
cellular component morphogenesis	branching morphogenesis of an epithelial tube	3
cellular component morphogenesis	regulation of protein targeting	2
cellular component morphogenesis	microtubule-based movement	4
cellular component morphogenesis	learning or memory	5
cellular component morphogenesis	regulation of Ras protein signal transduction	2
cellular component morphogenesis	regulation of striated muscle cell differentiation	2
cellular component morphogenesis	muscle structure development	2
cellular component morphogenesis	positive regulation of ion transmembrane transport	3
cellular component morphogenesis	regulation of extent of cell growth	4
cellular component morphogenesis	regulation of neuron differentiation	4
cellular component morphogenesis	regulation of ion transmembrane transport	3
cellular component morphogenesis	positive regulation of angiogenesis	2
cellular component morphogenesis	positive regulation of vasculature development	2
cellular component morphogenesis	metal ion transport	6
cellular component morphogenesis	cellular response to growth factor stimulus	5
cellular component morphogenesis	regulation of metal ion transport	3
cellular component morphogenesis	Rab protein signal transduction	2
cellular component morphogenesis	connective tissue development	2
cellular component morphogenesis	gland development	5
cellular component morphogenesis	axon extension	4
cellular component morphogenesis	positive regulation of neutrophil chemotaxis	2
cellular component morphogenesis	positive regulation of protein phosphorylation	6
cellular component morphogenesis	regulation of developmental growth	6
cellular component morphogenesis	epithelial tube morphogenesis	4
cellular component morphogenesis	positive regulation of supramolecular fiber organization	2
cellular component morphogenesis	positive regulation of oxidoreductase activity	2
cellular component morphogenesis	axonal transport	2
cellular component morphogenesis	positive regulation of cation channel activity	2
cellular component morphogenesis	negative regulation of neurogenesis	3
cellular component morphogenesis	calcium ion transmembrane transport	3
cellular component morphogenesis	positive regulation of ion transmembrane transporter activity	2
cellular component morphogenesis	negative regulation of transport	3
cellular component morphogenesis	negative regulation of nervous system development	3
cellular component morphogenesis	memory	4
cellular component morphogenesis	positive regulation of neuron differentiation	3
cellular component morphogenesis	regulation of cation transmembrane transport	3
cellular component morphogenesis	positive regulation of oligodendrocyte differentiation	2
cellular component morphogenesis	regulation of protein targeting to membrane	2
cellular component morphogenesis	response to growth factor	5
cellular component morphogenesis	positive regulation of cell development	6
cellular component morphogenesis	negative regulation of epithelial cell apoptotic process	2
cellular component morphogenesis	regulation of neuron projection development	9
cellular component morphogenesis	transport vesicle	4
cellular component morphogenesis	presynapse	4
cellular component morphogenesis	synaptic vesicle	3
cellular component morphogenesis	axon	9
cellular component morphogenesis	dendrite	7
cellular component morphogenesis	exocytic vesicle	3
cellular component morphogenesis	dendritic tree	7
cellular component morphogenesis	microtubule	6
cellular component morphogenesis	neuronal cell body	5
cellular component morphogenesis	early endosome	2
cellular component morphogenesis	early endosome membrane	2
cellular component morphogenesis	cell body	5
cellular component morphogenesis	postsynaptic membrane	3
cellular component morphogenesis	axon cytoplasm	2
cellular component morphogenesis	microtubule associated complex	3
cellular component morphogenesis	growth factor activity	4
cellular component morphogenesis	structural constituent of cytoskeleton	3
cellular component morphogenesis	enzyme inhibitor activity	2
cellular component morphogenesis	lipid binding	3
cellular component morphogenesis	death receptor binding	2
cellular component morphogenesis	cytokine receptor binding	2
cell projection morphogenesis	tissue morphogenesis	3
cell projection morphogenesis	muscle tissue development	2
cell projection morphogenesis	striated muscle tissue development	2
cell projection morphogenesis	neuron projection arborization	3
cell projection morphogenesis	neuron projection morphogenesis	18
cell projection morphogenesis	regulation of intracellular protein transport	2
cell projection morphogenesis	negative regulation of catalytic activity	3
cell projection morphogenesis	BMP signaling pathway	2
cell projection morphogenesis	cation transmembrane transport	4
cell projection morphogenesis	morphogenesis of a branching epithelium	3
cell projection morphogenesis	embryonic organ development	2
cell projection morphogenesis	embryonic morphogenesis	3
cell projection morphogenesis	response to BMP	2
cell projection morphogenesis	cellular response to BMP stimulus	2
cell projection morphogenesis	cytosolic transport	3
cell projection morphogenesis	inorganic cation transmembrane transport	4
cell projection morphogenesis	regulation of intracellular transport	3
cell projection morphogenesis	negative regulation of long-term synaptic potentiation	2
cell projection morphogenesis	regulation of endocytosis	3
cell projection morphogenesis	regulation of blood circulation	2
cell projection morphogenesis	axonogenesis	13
cell projection morphogenesis	axon development	14
cell projection morphogenesis	morphogenesis of a branching structure	3
cell projection morphogenesis	inorganic ion transmembrane transport	4
cell projection morphogenesis	cerebellum morphogenesis	2
cell projection morphogenesis	epithelial cell differentiation	3
cell projection morphogenesis	pattern specification process	2
cell projection morphogenesis	behavior	6
cell projection morphogenesis	dendrite development	6
cell projection morphogenesis	regionalization	2
cell projection morphogenesis	chordate embryonic development	4
cell projection morphogenesis	regulation of transmembrane transport	3
cell projection morphogenesis	negative regulation of hydrolase activity	2
cell projection morphogenesis	positive regulation of intracellular transport	2
cell projection morphogenesis	hindbrain morphogenesis	2
cell projection morphogenesis	cell surface receptor signaling pathway involved in cell-cell signaling	3
cell projection morphogenesis	regulation of long-term synaptic potentiation	3
cell projection morphogenesis	response to mechanical stimulus	2
cell projection morphogenesis	cell morphogenesis involved in differentiation	16
cell projection morphogenesis	embryo development ending in birth or egg hatching	4
cell projection morphogenesis	positive regulation of cation transmembrane transport	3
cell projection morphogenesis	developmental cell growth	6
cell projection morphogenesis	endocytosis	4
cell projection morphogenesis	regulation of gliogenesis	2
cell projection morphogenesis	organelle transport along microtubule	2
cell projection morphogenesis	Wnt signaling pathway	2
cell projection morphogenesis	cell-cell signaling by wnt	2
cell projection morphogenesis	positive regulation of cytoskeleton organization	3
cell projection morphogenesis	positive regulation of actin cytoskeleton reorganization	2
cell projection morphogenesis	regulation of MAPK cascade	4
cell projection morphogenesis	positive regulation of glial cell differentiation	2
cell projection morphogenesis	regulation of cell size	5
cell projection morphogenesis	branching morphogenesis of an epithelial tube	3
cell projection morphogenesis	regulation of protein targeting	2
cell projection morphogenesis	microtubule-based movement	4
cell projection morphogenesis	learning or memory	5
cell projection morphogenesis	regulation of Ras protein signal transduction	2
cell projection morphogenesis	positive regulation of ion transmembrane transport	3
cell projection morphogenesis	regulation of extent of cell growth	4
cell projection morphogenesis	regulation of neuron differentiation	3
cell projection morphogenesis	regulation of ion transmembrane transport	3
cell projection morphogenesis	positive regulation of angiogenesis	2
cell projection morphogenesis	positive regulation of vasculature development	2
cell projection morphogenesis	metal ion transport	4
cell projection morphogenesis	cellular response to growth factor stimulus	5
cell projection morphogenesis	regulation of metal ion transport	2
cell projection morphogenesis	Rab protein signal transduction	2
cell projection morphogenesis	connective tissue development	2
cell projection morphogenesis	gland development	4
cell projection morphogenesis	axon extension	4
cell projection morphogenesis	positive regulation of protein phosphorylation	6
cell projection morphogenesis	regulation of developmental growth	5
cell projection morphogenesis	epithelial tube morphogenesis	3
cell projection morphogenesis	positive regulation of supramolecular fiber organization	2
cell projection morphogenesis	positive regulation of oxidoreductase activity	2
cell projection morphogenesis	axonal transport	2
cell projection morphogenesis	positive regulation of cation channel activity	2
cell projection morphogenesis	negative regulation of neurogenesis	3
cell projection morphogenesis	calcium ion transmembrane transport	3
cell projection morphogenesis	positive regulation of ion transmembrane transporter activity	2
cell projection morphogenesis	negative regulation of transport	3
cell projection morphogenesis	negative regulation of nervous system development	3
cell projection morphogenesis	memory	4
cell projection morphogenesis	positive regulation of neuron differentiation	2
cell projection morphogenesis	regulation of cation transmembrane transport	3
cell projection morphogenesis	positive regulation of oligodendrocyte differentiation	2
cell projection morphogenesis	regulation of protein targeting to membrane	2
cell projection morphogenesis	response to growth factor	5
cell projection morphogenesis	positive regulation of cell development	6
cell projection morphogenesis	regulation of neuron projection development	9
cell projection morphogenesis	transport vesicle	3
cell projection morphogenesis	presynapse	3
cell projection morphogenesis	synaptic vesicle	2
cell projection morphogenesis	axon	9
cell projection morphogenesis	dendrite	7
cell projection morphogenesis	exocytic vesicle	2
cell projection morphogenesis	dendritic tree	7
cell projection morphogenesis	microtubule	5
cell projection morphogenesis	neuronal cell body	5
cell projection morphogenesis	early endosome	2
cell projection morphogenesis	early endosome membrane	2
cell projection morphogenesis	cell body	5
cell projection morphogenesis	postsynaptic membrane	3
cell projection morphogenesis	axon cytoplasm	2
cell projection morphogenesis	microtubule associated complex	3
cell projection morphogenesis	growth factor activity	4
cell projection morphogenesis	structural constituent of cytoskeleton	3
cell projection morphogenesis	enzyme inhibitor activity	2
cell projection morphogenesis	lipid binding	2
cell projection morphogenesis	death receptor binding	2
cell projection morphogenesis	cytokine receptor binding	2
pharyngeal system development	tissue morphogenesis	3
pharyngeal system development	muscle tissue development	3
pharyngeal system development	striated muscle tissue development	2
pharyngeal system development	heart contraction	2
pharyngeal system development	regulation of muscle system process	2
pharyngeal system development	regulation of heart contraction	2
pharyngeal system development	embryonic organ development	3
pharyngeal system development	embryonic morphogenesis	3
pharyngeal system development	thyroid gland development	3
pharyngeal system development	regulation of blood circulation	2
pharyngeal system development	heart process	2
pharyngeal system development	artery morphogenesis	2
pharyngeal system development	epithelial cell differentiation	2
pharyngeal system development	pattern specification process	3
pharyngeal system development	regionalization	3
pharyngeal system development	chordate embryonic development	3
pharyngeal system development	muscle contraction	2
pharyngeal system development	cardiac septum morphogenesis	2
pharyngeal system development	embryonic organ morphogenesis	3
pharyngeal system development	muscle organ development	2
pharyngeal system development	cell surface receptor signaling pathway involved in cell-cell signaling	2
pharyngeal system development	cardiac septum development	2
pharyngeal system development	embryo development ending in birth or egg hatching	3
pharyngeal system development	outflow tract morphogenesis	3
pharyngeal system development	Wnt signaling pathway	2
pharyngeal system development	cell-cell signaling by wnt	2
pharyngeal system development	muscle cell fate commitment	2
pharyngeal system development	cardiac chamber morphogenesis	2
pharyngeal system development	regulation of MAPK cascade	2
pharyngeal system development	cardiac chamber development	2
pharyngeal system development	ear morphogenesis	2
pharyngeal system development	regulation of striated muscle cell differentiation	3
pharyngeal system development	muscle structure development	3
pharyngeal system development	metal ion transport	2
pharyngeal system development	cellular response to growth factor stimulus	2
pharyngeal system development	skeletal system development	2
pharyngeal system development	ear development	2
pharyngeal system development	gland development	3
pharyngeal system development	positive regulation of protein phosphorylation	2
pharyngeal system development	regulation of developmental growth	2
pharyngeal system development	epithelial tube morphogenesis	2
pharyngeal system development	response to growth factor	2
ventricular cardiac muscle tissue development	tissue morphogenesis	4
ventricular cardiac muscle tissue development	muscle tissue development	4
ventricular cardiac muscle tissue development	striated muscle tissue development	4
ventricular cardiac muscle tissue development	negative regulation of catalytic activity	2
ventricular cardiac muscle tissue development	BMP signaling pathway	2
ventricular cardiac muscle tissue development	heart contraction	2
ventricular cardiac muscle tissue development	regulation of muscle system process	2
ventricular cardiac muscle tissue development	regulation of heart contraction	2
ventricular cardiac muscle tissue development	embryonic organ development	2
ventricular cardiac muscle tissue development	embryonic morphogenesis	2
ventricular cardiac muscle tissue development	regulation of cardiac muscle contraction	2
ventricular cardiac muscle tissue development	response to BMP	2
ventricular cardiac muscle tissue development	cellular response to BMP stimulus	2
ventricular cardiac muscle tissue development	regulation of blood circulation	2
ventricular cardiac muscle tissue development	cardiac ventricle morphogenesis	4
ventricular cardiac muscle tissue development	heart process	2
ventricular cardiac muscle tissue development	heart trabecula morphogenesis	3
ventricular cardiac muscle tissue development	regulation of striated muscle contraction	2
ventricular cardiac muscle tissue development	artery morphogenesis	2
ventricular cardiac muscle tissue development	pattern specification process	2
ventricular cardiac muscle tissue development	ventricular trabecula myocardium morphogenesis	2
ventricular cardiac muscle tissue development	heart trabecula formation	2
ventricular cardiac muscle tissue development	venous blood vessel development	2
ventricular cardiac muscle tissue development	muscle contraction	2
ventricular cardiac muscle tissue development	cardiac septum morphogenesis	3
ventricular cardiac muscle tissue development	embryonic organ morphogenesis	2
ventricular cardiac muscle tissue development	muscle organ development	4
ventricular cardiac muscle tissue development	cardiac septum development	3
ventricular cardiac muscle tissue development	atrial cardiac muscle tissue development	2
ventricular cardiac muscle tissue development	outflow tract morphogenesis	2
ventricular cardiac muscle tissue development	cardiac chamber morphogenesis	4
ventricular cardiac muscle tissue development	cardiac ventricle development	4
ventricular cardiac muscle tissue development	regulation of pathway-restricted SMAD protein phosphorylation	2
ventricular cardiac muscle tissue development	cardiac chamber development	4
ventricular cardiac muscle tissue development	muscle structure development	4
ventricular cardiac muscle tissue development	trabecula morphogenesis	3
ventricular cardiac muscle tissue development	activin receptor signaling pathway	2
ventricular cardiac muscle tissue development	metal ion transport	2
ventricular cardiac muscle tissue development	cellular response to growth factor stimulus	3
ventricular cardiac muscle tissue development	skeletal system development	2
ventricular cardiac muscle tissue development	regulation of metal ion transport	2
ventricular cardiac muscle tissue development	pathway-restricted SMAD protein phosphorylation	2
ventricular cardiac muscle tissue development	regulation of BMP signaling pathway	2
ventricular cardiac muscle tissue development	cardiac atrium morphogenesis	2
ventricular cardiac muscle tissue development	regulation of developmental growth	2
ventricular cardiac muscle tissue development	epithelial tube morphogenesis	2
ventricular cardiac muscle tissue development	regulation of protein ubiquitination	2
ventricular cardiac muscle tissue development	trabecula formation	2
ventricular cardiac muscle tissue development	cardiac muscle contraction	2
ventricular cardiac muscle tissue development	response to growth factor	3
ventricular cardiac muscle tissue development	activin binding	3
ventricular cardiac muscle tissue development	transforming growth factor beta receptor binding	3
ventricular cardiac muscle tissue development	cytokine receptor binding	3
regulation of amyloid precursor protein catabolic process	amyloid precursor protein metabolic process	4
regulation of amyloid precursor protein catabolic process	negative regulation of catalytic activity	2
regulation of amyloid precursor protein catabolic process	cation transmembrane transport	3
regulation of amyloid precursor protein catabolic process	inorganic cation transmembrane transport	3
regulation of amyloid precursor protein catabolic process	inorganic ion transmembrane transport	3
regulation of amyloid precursor protein catabolic process	regulation of amyloid-beta formation	3
regulation of amyloid precursor protein catabolic process	regulation of transmembrane transport	3
regulation of amyloid precursor protein catabolic process	negative regulation of hydrolase activity	2
regulation of amyloid precursor protein catabolic process	amyloid-beta formation	3
regulation of amyloid precursor protein catabolic process	muscle structure development	2
regulation of amyloid precursor protein catabolic process	regulation of ion transmembrane transport	2
regulation of amyloid precursor protein catabolic process	metal ion transport	3
regulation of amyloid precursor protein catabolic process	regulation of metal ion transport	2
regulation of amyloid precursor protein catabolic process	amyloid-beta metabolic process	3
regulation of amyloid precursor protein catabolic process	calcium ion transmembrane transport	3
regulation of amyloid precursor protein catabolic process	regulation of cation transmembrane transport	2
regulation of amyloid precursor protein catabolic process	T-tubule	2
regulation of amyloid precursor protein catabolic process	sarcoplasmic reticulum membrane	2
regulation of amyloid precursor protein catabolic process	sarcoplasmic reticulum	2
regulation of amyloid precursor protein catabolic process	sarcolemma	2
regulation of amyloid precursor protein catabolic process	sarcoplasm	2
regulation of amyloid precursor protein catabolic process	ion channel complex	2
regulation of amyloid precursor protein catabolic process	Z disc	3
glycosyl compound metabolic process	organic hydroxy compound metabolic process	2
glycosyl compound metabolic process	alcohol metabolic process	2
glycosyl compound metabolic process	glycoside metabolic process	2
glycosyl compound metabolic process	ribonucleoside catabolic process	2
glycosyl compound metabolic process	nucleoside catabolic process	2
glycosyl compound metabolic process	tertiary alcohol metabolic process	2
glycosyl compound metabolic process	nucleobase-containing small molecule catabolic process	2
glycosyl compound metabolic process	glycosyl compound catabolic process	2
glycosyl compound metabolic process	small molecule catabolic process	2
glycosyl compound metabolic process	primary alcohol metabolic process	2
glycosyl compound metabolic process	ribonucleoside metabolic process	2
glycosyl compound metabolic process	quinone metabolic process	2
glycosyl compound metabolic process	aldo-keto reductase (NADP) activity	2
glycosyl compound metabolic process	deaminase activity	2
glycosyl compound metabolic process	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	2
cranial skeletal system development	tissue morphogenesis	3
cranial skeletal system development	embryonic organ development	5
cranial skeletal system development	embryonic morphogenesis	5
cranial skeletal system development	axis specification	2
cranial skeletal system development	mesoderm development	2
cranial skeletal system development	craniofacial suture morphogenesis	2
cranial skeletal system development	epithelial cell differentiation	2
cranial skeletal system development	pattern specification process	3
cranial skeletal system development	behavior	2
cranial skeletal system development	regionalization	3
cranial skeletal system development	chordate embryonic development	3
cranial skeletal system development	embryonic organ morphogenesis	5
cranial skeletal system development	muscle organ development	2
cranial skeletal system development	embryo development ending in birth or egg hatching	3
cranial skeletal system development	carboxylic acid metabolic process	2
cranial skeletal system development	cochlea development	2
cranial skeletal system development	oxoacid metabolic process	2
cranial skeletal system development	embryonic cranial skeleton morphogenesis	3
cranial skeletal system development	organic acid metabolic process	2
cranial skeletal system development	ear morphogenesis	4
cranial skeletal system development	anterior/posterior pattern specification	3
cranial skeletal system development	muscle structure development	2
cranial skeletal system development	cochlea morphogenesis	2
cranial skeletal system development	skeletal system development	5
cranial skeletal system development	ear development	4
cranial skeletal system development	cell fate specification	2
cranial skeletal system development	epithelial tube morphogenesis	2
cranial skeletal system development	negative regulation of transport	2
tissue morphogenesis	muscle tissue development	9
tissue morphogenesis	striated muscle tissue development	8
tissue morphogenesis	negative regulation of ubiquitin-protein transferase activity	2
tissue morphogenesis	positive regulation of stem cell differentiation	2
tissue morphogenesis	neuron projection morphogenesis	3
tissue morphogenesis	negative regulation of catalytic activity	4
tissue morphogenesis	BMP signaling pathway	5
tissue morphogenesis	cation transmembrane transport	3
tissue morphogenesis	morphogenesis of a branching epithelium	8
tissue morphogenesis	heart contraction	3
tissue morphogenesis	regulation of muscle system process	3
tissue morphogenesis	regulation of heart contraction	3
tissue morphogenesis	embryonic organ development	8
tissue morphogenesis	embryonic morphogenesis	13
tissue morphogenesis	regulation of cardiac muscle contraction	2
tissue morphogenesis	response to BMP	5
tissue morphogenesis	cellular response to BMP stimulus	5
tissue morphogenesis	thyroid gland development	3
tissue morphogenesis	negative regulation of protein ubiquitination	2
tissue morphogenesis	inorganic cation transmembrane transport	3
tissue morphogenesis	axis specification	3
tissue morphogenesis	biomineralization	3
tissue morphogenesis	mesodermal cell fate specification	2
tissue morphogenesis	regulation of blood circulation	4
tissue morphogenesis	axonogenesis	3
tissue morphogenesis	cardiac ventricle morphogenesis	4
tissue morphogenesis	regulation of ubiquitin-protein transferase activity	2
tissue morphogenesis	heart process	3
tissue morphogenesis	axon development	3
tissue morphogenesis	response to fluid shear stress	2
tissue morphogenesis	heart trabecula morphogenesis	3
tissue morphogenesis	mesoderm development	5
tissue morphogenesis	morphogenesis of a branching structure	8
tissue morphogenesis	mesoderm formation	4
tissue morphogenesis	regulation of striated muscle contraction	2
tissue morphogenesis	inorganic ion transmembrane transport	3
tissue morphogenesis	artery morphogenesis	4
tissue morphogenesis	epithelial cell differentiation	10
tissue morphogenesis	pattern specification process	7
tissue morphogenesis	behavior	2
tissue morphogenesis	mesoderm morphogenesis	4
tissue morphogenesis	mesodermal cell fate commitment	2
tissue morphogenesis	ventricular trabecula myocardium morphogenesis	2
tissue morphogenesis	heart trabecula formation	2
tissue morphogenesis	venous blood vessel development	2
tissue morphogenesis	cell migration involved in heart development	2
tissue morphogenesis	regionalization	6
tissue morphogenesis	negative regulation of protein modification by small protein conjugation or removal	2
tissue morphogenesis	chordate embryonic development	9
tissue morphogenesis	regulation of transmembrane transport	4
tissue morphogenesis	negative regulation of hydrolase activity	2
tissue morphogenesis	positive regulation of protein localization	2
tissue morphogenesis	muscle contraction	3
tissue morphogenesis	cardiac septum morphogenesis	4
tissue morphogenesis	embryonic organ morphogenesis	7
tissue morphogenesis	muscle organ development	5
tissue morphogenesis	cell surface receptor signaling pathway involved in cell-cell signaling	7
tissue morphogenesis	cardiac septum development	5
tissue morphogenesis	atrial cardiac muscle tissue development	2
tissue morphogenesis	response to mechanical stimulus	2
tissue morphogenesis	cell morphogenesis involved in differentiation	4
tissue morphogenesis	embryo development ending in birth or egg hatching	9
tissue morphogenesis	positive regulation of cation transmembrane transport	2
tissue morphogenesis	gastrulation	5
tissue morphogenesis	developmental cell growth	3
tissue morphogenesis	carboxylic acid metabolic process	3
tissue morphogenesis	outflow tract morphogenesis	4
tissue morphogenesis	Wnt signaling pathway	7
tissue morphogenesis	cell-cell signaling by wnt	7
tissue morphogenesis	positive regulation of cytoskeleton organization	4
tissue morphogenesis	tooth mineralization	2
tissue morphogenesis	muscle cell fate commitment	2
tissue morphogenesis	cardiac chamber morphogenesis	5
tissue morphogenesis	regulation of MAPK cascade	6
tissue morphogenesis	regulation of cell size	2
tissue morphogenesis	biomineral tissue development	3
tissue morphogenesis	branching morphogenesis of an epithelial tube	6
tissue morphogenesis	placenta development	2
tissue morphogenesis	oxoacid metabolic process	3
tissue morphogenesis	formation of primary germ layer	4
tissue morphogenesis	cardiac ventricle development	5
tissue morphogenesis	embryonic cranial skeleton morphogenesis	3
tissue morphogenesis	regulation of pathway-restricted SMAD protein phosphorylation	3
tissue morphogenesis	regulation of morphogenesis of a branching structure	3
tissue morphogenesis	cardiac chamber development	6
tissue morphogenesis	organic acid metabolic process	3
tissue morphogenesis	ear morphogenesis	3
tissue morphogenesis	regulation of striated muscle cell differentiation	4
tissue morphogenesis	anterior/posterior pattern specification	4
tissue morphogenesis	muscle structure development	8
tissue morphogenesis	Wnt signaling pathway, planar cell polarity pathway	3
tissue morphogenesis	trabecula morphogenesis	3
tissue morphogenesis	positive regulation of ion transmembrane transport	2
tissue morphogenesis	regulation of non-canonical Wnt signaling pathway	2
tissue morphogenesis	regulation of neuron differentiation	2
tissue morphogenesis	regulation of ion transmembrane transport	3
tissue morphogenesis	positive regulation of angiogenesis	3
tissue morphogenesis	positive regulation of vasculature development	3
tissue morphogenesis	regulation of chondrocyte differentiation	2
tissue morphogenesis	activin receptor signaling pathway	3
tissue morphogenesis	regulation of establishment of planar polarity	3
tissue morphogenesis	metal ion transport	4
tissue morphogenesis	cellular response to growth factor stimulus	9
tissue morphogenesis	skeletal system development	6
tissue morphogenesis	regulation of metal ion transport	3
tissue morphogenesis	positive regulation of fibroblast proliferation	2
tissue morphogenesis	pathway-restricted SMAD protein phosphorylation	3
tissue morphogenesis	peptide secretion	2
tissue morphogenesis	ear development	3
tissue morphogenesis	cell fate specification	3
tissue morphogenesis	connective tissue development	4
tissue morphogenesis	regulation of BMP signaling pathway	3
tissue morphogenesis	gland development	7
tissue morphogenesis	axon extension	2
tissue morphogenesis	amide transport	2
tissue morphogenesis	cardiac atrium morphogenesis	2
tissue morphogenesis	aorta morphogenesis	2
tissue morphogenesis	positive regulation of protein phosphorylation	6
tissue morphogenesis	regulation of developmental growth	4
tissue morphogenesis	epithelial tube morphogenesis	10
tissue morphogenesis	positive regulation of supramolecular fiber organization	4
tissue morphogenesis	regulation of protein ubiquitination	3
tissue morphogenesis	positive regulation of oxidoreductase activity	2
tissue morphogenesis	trabecula formation	2
tissue morphogenesis	regulation of cardiocyte differentiation	2
tissue morphogenesis	negative regulation of cellular senescence	2
tissue morphogenesis	calcium ion transmembrane transport	3
tissue morphogenesis	cell differentiation involved in kidney development	2
tissue morphogenesis	negative regulation of transport	2
tissue morphogenesis	chondrocyte differentiation	2
tissue morphogenesis	positive regulation of neuron differentiation	2
tissue morphogenesis	cardiac muscle contraction	2
tissue morphogenesis	negative regulation of MAPK cascade	2
tissue morphogenesis	regulation of cation transmembrane transport	3
tissue morphogenesis	regulation of osteoblast proliferation	2
tissue morphogenesis	response to growth factor	9
tissue morphogenesis	positive regulation of cell development	2
tissue morphogenesis	lens development in camera-type eye	2
tissue morphogenesis	negative regulation of epithelial cell apoptotic process	2
tissue morphogenesis	regulation of neuron projection development	2
tissue morphogenesis	dendrite	2
tissue morphogenesis	dendritic tree	2
tissue morphogenesis	neuronal cell body	2
tissue morphogenesis	early endosome	2
tissue morphogenesis	cell body	3
tissue morphogenesis	activin binding	3
tissue morphogenesis	transforming growth factor beta receptor binding	3
tissue morphogenesis	transmembrane receptor protein kinase activity	2
tissue morphogenesis	actin monomer binding	2
tissue morphogenesis	cytokine receptor binding	4
tissue morphogenesis	Wnt-protein binding	2
muscle tissue development	striated muscle tissue development	9
muscle tissue development	negative regulation of ubiquitin-protein transferase activity	2
muscle tissue development	positive regulation of stem cell differentiation	2
muscle tissue development	neuron projection morphogenesis	2
muscle tissue development	negative regulation of catalytic activity	3
muscle tissue development	BMP signaling pathway	4
muscle tissue development	cation transmembrane transport	3
muscle tissue development	morphogenesis of a branching epithelium	5
muscle tissue development	heart contraction	3
muscle tissue development	regulation of muscle system process	3
muscle tissue development	regulation of heart contraction	3
muscle tissue development	embryonic organ development	5
muscle tissue development	embryonic morphogenesis	6
muscle tissue development	regulation of cardiac muscle contraction	2
muscle tissue development	response to BMP	4
muscle tissue development	cellular response to BMP stimulus	4
muscle tissue development	thyroid gland development	3
muscle tissue development	negative regulation of protein ubiquitination	2
muscle tissue development	lipid biosynthetic process	2
muscle tissue development	inorganic cation transmembrane transport	3
muscle tissue development	regulation of blood circulation	4
muscle tissue development	axonogenesis	2
muscle tissue development	cardiac ventricle morphogenesis	4
muscle tissue development	regulation of ubiquitin-protein transferase activity	2
muscle tissue development	heart process	3
muscle tissue development	axon development	2
muscle tissue development	heart trabecula morphogenesis	3
muscle tissue development	morphogenesis of a branching structure	5
muscle tissue development	regulation of striated muscle contraction	2
muscle tissue development	inorganic ion transmembrane transport	3
muscle tissue development	artery morphogenesis	4
muscle tissue development	epithelial cell differentiation	4
muscle tissue development	pattern specification process	5
muscle tissue development	behavior	3
muscle tissue development	ventricular trabecula myocardium morphogenesis	2
muscle tissue development	heart trabecula formation	2
muscle tissue development	venous blood vessel development	2
muscle tissue development	cell migration involved in heart development	2
muscle tissue development	regionalization	4
muscle tissue development	negative regulation of protein modification by small protein conjugation or removal	2
muscle tissue development	chordate embryonic development	4
muscle tissue development	regulation of transmembrane transport	4
muscle tissue development	negative regulation of hydrolase activity	2
muscle tissue development	muscle contraction	3
muscle tissue development	cardiac septum morphogenesis	4
muscle tissue development	embryonic organ morphogenesis	5
muscle tissue development	muscle organ development	9
muscle tissue development	cell surface receptor signaling pathway involved in cell-cell signaling	4
muscle tissue development	skeletal muscle cell differentiation	4
muscle tissue development	cardiac septum development	5
muscle tissue development	atrial cardiac muscle tissue development	2
muscle tissue development	response to mechanical stimulus	2
muscle tissue development	cell morphogenesis involved in differentiation	2
muscle tissue development	embryo development ending in birth or egg hatching	4
muscle tissue development	positive regulation of cation transmembrane transport	2
muscle tissue development	developmental cell growth	3
muscle tissue development	carboxylic acid metabolic process	2
muscle tissue development	outflow tract morphogenesis	4
muscle tissue development	Wnt signaling pathway	4
muscle tissue development	cell-cell signaling by wnt	4
muscle tissue development	positive regulation of cytoskeleton organization	2
muscle tissue development	rhythmic process	2
muscle tissue development	muscle cell fate commitment	2
muscle tissue development	cardiac chamber morphogenesis	5
muscle tissue development	regulation of MAPK cascade	4
muscle tissue development	regulation of cell size	2
muscle tissue development	branching morphogenesis of an epithelial tube	4
muscle tissue development	circadian regulation of gene expression	2
muscle tissue development	oxoacid metabolic process	2
muscle tissue development	cardiac ventricle development	5
muscle tissue development	regulation of pathway-restricted SMAD protein phosphorylation	2
muscle tissue development	regulation of morphogenesis of a branching structure	2
muscle tissue development	cardiac chamber development	6
muscle tissue development	organic acid metabolic process	2
muscle tissue development	ear morphogenesis	2
