nodeLabel	Cluster_IDH1_R_25k	Cluster_IDH2_R_25k	distance
NKD2	0	0.168736555154741	0.1239
NOC3L	0.140672051288146	0.316478126154777	0.1239
GPR55	0.0465523722453209	0.217512313458389	0.1238
TAF4	0.145012404097762	0.320849197459013	0.1238
ZNRF2	0.0533387933602886	0.224678336533186	0.1238
DSCC1	0.147192898517477	0.323106930049262	0.1237
DUSP26	0	0.168275287849723	0.1236
KLRG1	0.197208168526565	0.375297609659203	0.1235
NR2F1	0.264816937701604	0.445736902693464	0.1231
TNS1	0.138896586159743	0.313465490828906	0.1231
HEMK1	0.0592489996060424	0.229695777054743	0.123
STK24	0.0582283279085311	0.228632224736871	0.123
ANKZF1	0.138022008039354	0.312118414780406	0.1228
EIF2AK2	0.262427461598156	0.442699576090226	0.1227
MAR03935	0	0.167078273780478	0.1227
MAR05409	0	0.166946925159601	0.1227
CRYAB	0.141313827363608	0.31478491458688	0.1223
ARL5A	0.264900650834841	0.444306105192629	0.1221
PUSL1	0	0.166100491483755	0.1221
STAT2	0.194149588718616	0.37002171789927	0.1221
SEC23B	0.13890087651128	0.311879687183903	0.122
APOL4	0.141002238497614	0.313945019819875	0.1219
NRL	0	0.165820862382802	0.1219
OR52N4	0.236405856805644	0.414159348802741	0.1219
TUBA4A	0.148906223215197	0.322256923039934	0.1219
ZNF792	0	0.165709341902253	0.1218
RAB19	0.199961665493398	0.375583021199633	0.1217
DOCK9	0.191750217935824	0.366761826814409	0.1216
GCLM	0.145557853068652	0.31800644007191	0.1214
TPPP2	0	0.165078112563847	0.1214
CHAC2	0.0532165046283659	0.220902609835619	0.1213
FAF2	0.142621377206661	0.314570373310379	0.1212
PDE6A	0	0.164747637591922	0.1211
DTX4	0.0527259373581483	0.219695894555042	0.1208
RUSC1	0.237716997032406	0.413959629917502	0.1208
SEC23IP	0.140094162186987	0.311273513353302	0.1207
DUOX1	0.0595222835926361	0.226487918330819	0.1206
ARL8B	0.140060925539872	0.31059320845795	0.1203
ELK3	0.270025650231953	0.447181506476167	0.1203
RASAL2	0	0.163123294496932	0.12
ATP6V1B2	0.262794618403698	0.438803335850512	0.1198
POMT1	0.0583074712220622	0.223861574791434	0.1197
TTC17	0.0574665874897671	0.223032517682837	0.1197
NOTCH1	0.210770935362923	0.383856487911076	0.1196
ELAC2	0.142057227680886	0.31152452158617	0.1195
PSKH1	0.196366993636128	0.368589654576124	0.1195
OPHN1	0.0606834209525321	0.225476667312376	0.1191
TP53BP2	0.151101840721055	0.320473420272664	0.1191
C4BPB	0	0.161555641337122	0.1189
P2RY2	0.150667401193549	0.319449858615649	0.1187
SIGLEC1	0	0.161186798802504	0.1187
SIN3B	0.265624411314054	0.439742946412085	0.1184
COPG1	0.341826169928376	0.518991695533424	0.1178
ARL1	0.194083101957351	0.363066816630571	0.1173
TBC1D26	0.0645873949107994	0.227034084801525	0.1173
HOXD8	0.0581234059179662	0.219411338761985	0.1167
PPP1R7	0.0437041201554542	0.204254378470351	0.1167
SEC31A	0.329059210730084	0.50397816632251	0.1167
NAA35	0.138769561741236	0.303783909696416	0.1165
ZNF414	0.164007800865404	0.330093480743951	0.1164
ITLN1	0.265050455108134	0.436078252611547	0.1163
TXNDC5	0.043369389317697	0.203291395548927	0.1163
NUDT5	0	0.157208681900401	0.1159
UQCRQ	0.238221011358893	0.407331219475138	0.1159
CIAPIN1	0.0527981473281905	0.212126357485876	0.1156
RFFL	0.0641368193966352	0.224131988299326	0.1156
TGFA	0.139528180840376	0.303077370903068	0.1155
CDKN1B	0.193717367216095	0.359836965741052	0.1154
TPRKB	0.0706206661093781	0.230623080475752	0.1154
IDH3G	0.262763531384137	0.43202513144394	0.1151
ODF2	0.193922554443695	0.359617366682534	0.1151
TCEA1	0.37016153496226	0.544576268473489	0.115
BCAM	0.239249109398995	0.407000664161705	0.1149
ASAP2	0	0.15553015460103	0.1148
SOCS1	0	0.155408996262927	0.1147
MAR01449	0	0.155197877253686	0.1146
FARSA	0.0473016718777275	0.204764703354745	0.1145
HEG1	0.139663341906933	0.30187239344597	0.1145
OR52K2	0.143249199817542	0.305435127687317	0.1144
SENP1	0.141754665006952	0.303799724223115	0.1144
ACAT2	0	0.154843114277992	0.1143
PKD1	0.291880365201363	0.461383927640186	0.1143
MRPL2	0.287274708249947	0.456406411001734	0.1142
MAR02026	0	0.154228069021733	0.1139
OGDH	0	0.154255362721854	0.1139
IMPDH2	0.14423750697765	0.305482848373132	0.1137
VPS33A	0.0434999654682186	0.199633671516434	0.1137
ZNF585A	0.235898100377191	0.401763534479726	0.1137
ZNF785	0.195661464549765	0.359512200268207	0.1137
OSGEP	0.142102856206789	0.30300624517505	0.1136
PTPRH	0.195832462072183	0.359506997574515	0.1136
DGKG	0.0627410701737355	0.219583468453437	0.1135
GRPEL1	0.0478525819831779	0.20379796985003	0.1134
CNIH3	0.140591104220196	0.300598825506629	0.113
PRDM14	0.0519496511623456	0.207539306477153	0.113
GUCA1A	0	0.152777396716646	0.1129
BTAF1	0.199056167136102	0.361582258848134	0.1127
NCOA1	0.270749418675176	0.436845953048703	0.1127
PHF3	0.205866853852101	0.368623397599232	0.1126
RPA2	0.402595560566924	0.575001575212868	0.1125
ITSN1	0.146452547504094	0.305842804685234	0.1124
NOD1	0.141284168347815	0.300525912356069	0.1124
STX17	0	0.151996971241347	0.1123
DMRTA1	0.143113272962041	0.302080805226108	0.1122
TBC1D17	0	0.151789174514498	0.1122
LBX2	0.136142503708022	0.294508183624684	0.112
NET1	0	0.151561615250888	0.112
MTMR14	0	0.151284216624865	0.1119
PKD2	0.198601639281777	0.360007834833699	0.1119
TRAF7	0	0.151278966700565	0.1119
CASP8AP2	0.156101462098014	0.315087517485475	0.1118
NIPSNAP1	0	0.151058559462121	0.1117
RTCB	0	0.151072397502265	0.1117
ARHGAP32	0.237153570736408	0.39999333070157	0.1116
CCT6B	0.0645079908428332	0.21872974131714	0.1116
ERP44	0	0.150963730187076	0.1116
AAK1	0.0467815308327294	0.199900488828359	0.1115
PANK2	0	0.150724071877501	0.1115
BET1	0.369203797750418	0.538327912547956	0.1114
NARS2	0.0457069819372811	0.198592978319658	0.1114
TGIF1	0.270171675820783	0.434453416181485	0.1114
THY1	0.143333181254277	0.301222354304396	0.1114
DNAJC19	0	0.150428097061892	0.1113
MAR00983	0	0.150446171638038	0.1113
RELB	0.141427563866291	0.298674003528948	0.1111
ZNF251	0.140179500331698	0.297426001636696	0.1111
BATF2	0.140659347693869	0.297815738725155	0.111
SKA2	0.145582050862264	0.302806802189968	0.1109
ANKRD39	0	0.149732030287743	0.1108
GINS2	0.194616183847469	0.354179632557856	0.1108
SIK2	0.134865136690327	0.291381341881973	0.1108
XRN2	0.392763119849842	0.562325371304745	0.1108
ZNF740	0.192016311324648	0.351469264553319	0.1108
ADD3	0.1425185439015	0.299321585831213	0.1107
DDRGK1	0.0519054509003981	0.203948729871615	0.1106
NRIP2	0.203036979856483	0.362751820855397	0.1106
GABPB2	0.0475717800860902	0.199272906626575	0.1105
PDIA4	0	0.149247252059092	0.1105
HP1BP3	0	0.149117426358415	0.1104
RXRG	0.0725610476935688	0.225346056196169	0.1104
XPNPEP1	0.0784596363135871	0.231646736207566	0.1104
HOOK3	0	0.148659852607419	0.11
LAMP2	0.137813447980552	0.293391419932111	0.11
MIOS	0.261984018906877	0.42382302235939	0.11
NR1H2	0.231544424058782	0.391823754428297	0.11
MAR03379	0	0.148251308782506	0.1098
PPP4R2	0.140683499181813	0.295998146047108	0.1098
TUFM	0.333619702816211	0.498656886540796	0.1098
KRTCAP2	0	0.14819928649504	0.1097
CTSC	0.0463029406443787	0.19669426214248	0.1096
MAGT1	0.137760256005923	0.292770104381733	0.1096
CNPY3	0.0492065043508512	0.199600041469019	0.1095
MAR04399	0	0.147849304415762	0.1095
OSBPL7	0	0.147859369336547	0.1095
C2CD5	0	0.147753011288396	0.1094
GANAB	0.14167187435504	0.29649421042615	0.1094
VPS29	0.138682371925556	0.293327755460587	0.1094
CCDC93	0	0.147621719208428	0.1093
FNTA	0.0520764195128504	0.202333634138485	0.1093
VPS11	0.237174281533973	0.396655163729702	0.1093
MAR03775	0	0.147439256688699	0.1092
RGN	0	0.147363014471506	0.1092
WDR45	0.0455331397930866	0.195170049494887	0.1091
FGFRL1	0.214627439615713	0.372546453791803	0.109
CCNDBP1	0.0468579353970776	0.196229859380857	0.1089
PRRC2C	0.139832773734408	0.293907686309909	0.1089
PTPRA	0.0459366301755933	0.195245534219439	0.1089
SNORD111B	0	0.147015674029973	0.1089
DUSP12	0	0.146808662701843	0.1088
NLGN2	0	0.14688879286077	0.1088
FGFR1	0	0.146717046694728	0.1087
GPR162	0.140771129637564	0.294575523272164	0.1087
GRWD1	0	0.146676006288379	0.1087
COX7C	0.193918326928258	0.350216202372949	0.1086
EIF2AK1	0	0.146588019926298	0.1086
HINT2	0	0.146597465151616	0.1086
IGF1R	0.0776461882952334	0.228075521356632	0.1086
MGAT5B	0	0.146534197974341	0.1086
MRPL42P5	0	0.146567839244644	0.1086
GXYLT1	0.044642660469943	0.193258804725086	0.1085
VPS26B	0	0.14648035425003	0.1085
MRPS22	0.295665918024119	0.456848954265722	0.1084
PDSS2	0	0.146240083430919	0.1084
PPP2R5B	0.0408167977314732	0.189129665348892	0.1084
ZNF552	0	0.146236783139609	0.1084
PTPN23	0	0.146089047187469	0.1083
UBE2U	0.0440653024619552	0.192451070328584	0.1083
OR7C2	0	0.145930936048565	0.1082
DISP1	0	0.145855983267868	0.1081
ENDOU	0	0.145871092310997	0.1081
IFRD1	0	0.145768892973438	0.1081
SPTBN2	0.151842303329211	0.305278396755205	0.1081
KCNN4	0	0.145679151971088	0.108
MRPL19	0.365645979819076	0.529755162903544	0.108
SNORD119	0	0.145684771562262	0.108
SNORD96A	0	0.145645429440721	0.108
SRSF5	0.524120367716143	0.69623127837324	0.108
DNMBP	0.0428652451822203	0.19052581345257	0.1079
GDI1	0.142981988232759	0.295725383999674	0.1079
ABHD8	0	0.145351653469634	0.1078
GGA1	0	0.145432232231695	0.1078
VN1R4	0	0.145457781974017	0.1078
FAM135A	0	0.145242259800184	0.1077
FOXB1	0	0.145198303606091	0.1077
LRRC14	0	0.145263509727876	0.1077
PTTG3P	0.0439037896804447	0.191335054933264	0.1077
C1orf53	0	0.145087336413985	0.1076
MAFA	0.0426241421609555	0.18993604730438	0.1076
KIAA1143	0.0505634905762014	0.198122532961561	0.1075
NDUFV1	0.370618753912459	0.534294921621104	0.1075
TRAPPC6B	0	0.144922523441401	0.1075
TRO	0	0.144992644586019	0.1075
CHID1	0.0438346943762447	0.190912073290547	0.1074
MRPL35	0	0.144869328433032	0.1074
THNSL1	0.0434248593188086	0.190394064581683	0.1074
MASP1	0	0.144705406357298	0.1073
SLA2	0.199569994976816	0.354118847464716	0.1072
AMHR2	0.0436313811979626	0.190146683406302	0.1071
NIFK	0	0.144438928916385	0.1071
DNAJC13	0	0.144189695525136	0.107
JAGN1	0	0.144176434650791	0.107
NDUFV3	0	0.144197855406572	0.107
SMC6	0.0474863929576185	0.194147794696399	0.107
SPC25	0.270874948034783	0.428733599342965	0.107
TRMT5	0	0.144306945758544	0.107
DYNLRB1	0	0.144159237263775	0.1069
ELOVL6	0	0.1439432063207	0.1068
FAM98B	0	0.143960139704461	0.1068
ATXN7L2	0	0.143748171211442	0.1067
PSMA7	0.368760262740496	0.531090982320157	0.1067
SLC35E3	0	0.143768053035546	0.1067
AIDA	0.0458169451064878	0.191745483792989	0.1066
EZH1	0.344009526538585	0.504929569081285	0.1066
MALT1	0.0437633123072511	0.189563521443805	0.1066
STAP1	0	0.143647693345394	0.1066
USP11	0.0551253605374818	0.201602007038671	0.1066
ZAP70	0.267963911575333	0.425035870577367	0.1066
AKAP17A	0.0569361371449471	0.203266156385264	0.1065
OXA1L	0.392162594099093	0.555469649028354	0.1065
PPP1R12A	0.272059318983307	0.429219837240838	0.1065
MARS	0.194135871910701	0.347258042667832	0.1064
SECISBP2L	0	0.14330048331326	0.1064
MAPKAP1	0	0.14318160861559	0.1063
RMND1	0	0.143271141405305	0.1063
MMAB	0.0437633123072511	0.189061032296561	0.1062
PLEKHG3	0.0459125750364051	0.191331987268837	0.1062
RHOF	0.0471562218467451	0.192635491468383	0.1062
TAX1BP1	0	0.143080995856714	0.1062
UBE2MP1	0	0.143131532062507	0.1062
CCDC9	0.0457088840793425	0.190995136978712	0.1061
CCT7	0.193935236195313	0.346615711192797	0.1061
IGFL2	0	0.142891902591901	0.1061
SNORA71B	0	0.142977513071301	0.1061
SSB	0.193001001082368	0.345717234808317	0.1061
FBXO22	0.140995354795008	0.290849353731171	0.106
LETM1	0	0.142856436076555	0.106
MRPL47	0	0.142783118468383	0.106
SLC7A3	0	0.142845249654998	0.106
HRG	0.0436494086653202	0.188536799364745	0.1059
HTR1A	0	0.142656852777122	0.1059
IL34	0.0457462874246181	0.190746817319668	0.1059
MTFMT	0.046612847473194	0.191597589407728	0.1059
SNAR-F	0	0.142686919885402	0.1059
TSSK3	0	0.142594191145306	0.1059
NMB	0	0.142569855736485	0.1058
TMEM129	0	0.142505677414389	0.1058
TSEN54	0.0453161575515883	0.190049667003052	0.1058
GPAA1	0	0.142320345653685	0.1057
GSTM2	0	0.142303793536962	0.1057
AIMP1	0.232059240042393	0.386012175596734	0.1056
CTPS2	0	0.142178995271257	0.1056
RAMP2	0.0434461382664545	0.187872032100544	0.1056
ATXN10	0	0.142111520000514	0.1055
B4GALT5	0	0.142027720194236	0.1055
GPC3	0	0.142093609634239	0.1055
JTB	0	0.142011872249971	0.1055
MS4A13	0	0.142109595861836	0.1055
XPNPEP2	0	0.141904589823107	0.1054
C12orf4	0	0.141775410221422	0.1053
ETHE1	0	0.141757157760072	0.1053
FRMD8	0	0.141763093794497	0.1053
FSTL1	0.311334621236313	0.468828137448602	0.1053
IDH2	0.243448278726182	0.397422388990195	0.1053
C19orf47	0	0.141613573510511	0.1052
DPP8	0	0.141624269713639	0.1052
IFT88	0.0491447084109864	0.193310196195585	0.1052
KCNIP1	0	0.141572117602786	0.1052
SCRN3	0	0.141669718990042	0.1052
DARS2	0.195234066847708	0.34658004123475	0.1051
ABHD4	0	0.141283947101699	0.105
CD81	0	0.141382504062837	0.105
ISLR2	0	0.14136732330422	0.105
PCGF6	0.298253214756938	0.454590959273848	0.105
CIB2	0	0.141156101452446	0.1049
CTNS	0	0.141197090995093	0.1049
LYPLA1	0.0434251817521459	0.186858568232591	0.1049
MCCC2	0.0462056919662177	0.189708516528358	0.1049
TMEM139	0.0468315288355288	0.190419807032919	0.1049
TRAM1L1	0.0448316936496227	0.188284892628698	0.1049
SLC25A11	0	0.141098844018158	0.1048
CHCHD5	0	0.140892423450587	0.1047
GABRR2	0	0.140938869866062	0.1047
PREPL	0.0448221206332929	0.187968550746279	0.1047
GSTTP2	0	0.140775264688844	0.1046
ITCH	0.204815153414219	0.355893312719358	0.1046
RFX7	0.102879653651537	0.248779364952723	0.1046
ZGPAT	0.0469848662320791	0.190040374488083	0.1046
FNDC3B	0	0.14059544068554	0.1045
GIPC2	0	0.140614900925869	0.1045
NLRP3	0	0.140660097582123	0.1045
PSPN	0	0.140638997741965	0.1045
RHBDD3	0	0.140653663233572	0.1045
RNPEPL1	0.0445429282028003	0.187444200303648	0.1045
WDR90	0.152048589605629	0.30013952684494	0.1044
DRD3	0	0.140262529676175	0.1043
UBE2D4	0	0.140305445637619	0.1043
ARHGAP21	0.0430406165772748	0.185384718845451	0.1042
CAMK1G	0	0.140119276292496	0.1042
GMDS	0	0.140205787342142	0.1042
GPN2	0	0.140109209723683	0.1042
ITGA4	0.233695147952589	0.385633379972618	0.1042
FNBP1L	0	0.140028499409466	0.1041
GABRR1	0.0480524415019694	0.190537129538491	0.1041
KRTAP9-8	0	0.139976169372133	0.1041
R3HCC1	0	0.140007750304501	0.1041
TRMT61A	0	0.140026695267865	0.1041
CDC123	0.0439452298850247	0.186044970677251	0.104
TMEM151A	0	0.139816044052891	0.104
CNST	0	0.139775982606047	0.1039
EDEM3	0	0.139738169203201	0.1039
SORCS1	0.138805980216102	0.285467641985497	0.1039
ATP6V1C1	0.2316874925088	0.382991658763409	0.1038
DALRD3	0	0.13964803659252	0.1038
GHDC	0	0.139547281119757	0.1038
PHF21A	0	0.139590126599163	0.1038
PHPT1	0	0.139665525282387	0.1038
PPHLN1	0.0453231521722965	0.187233458561069	0.1038
UBLCP1	0.0496231962409235	0.191691444898504	0.1038
ADH1A	0	0.139479363903397	0.1037
IFNA8	0	0.13939071754847	0.1037
KIF26A	0.174464693009509	0.322633806650126	0.1037
NCAPH2	0.0447397646427797	0.186387138997045	0.1037
TPM3	0.0464653915893736	0.188269198014971	0.1037
VTN	0	0.139514987031731	0.1037
FUT4	0	0.139315465294372	0.1036
LRRC4C	0	0.139261795633398	0.1036
P2RX5	0	0.139314407228491	0.1036
IFNA21	0	0.139221113220083	0.1035
TMPRSS6	0	0.139221566995865	0.1035
ATP2B1	0	0.139023725389898	0.1034
GALNT3	0	0.139063862420118	0.1034
LPAR4	0	0.138975393433649	0.1034
MRPL14	0	0.139070222649768	0.1034
COQ4	0	0.138920525245019	0.1033
LRRC8C	0	0.138864572781431	0.1033
NUMBL	0	0.138925376383057	0.1033
PREB	0.0576657678216194	0.19943561238542	0.1033
PTCD2	0.0464086348501063	0.187595728018002	0.1033
R3HDML	0	0.138810569241409	0.1033
RIPK3	0.0442974392175332	0.185431759406072	0.1033
WNT8A	0	0.138809658881607	0.1033
WRNIP1	0	0.138926892327436	0.1033
ACOT7	0	0.138690803470758	0.1032
C16orf91	0	0.138770507518808	0.1032
DBR1	0.0468286992545249	0.187936035976936	0.1032
EMP3	0.047448530090581	0.188546197442094	0.1032
HP	0	0.138747588005582	0.1032
UQCRC1	0.310585296204925	0.464976677748028	0.1032
COMMD5	0	0.138549800226921	0.1031
MIB2	0.234695695570905	0.385044191530655	0.1031
RPUSD4	0	0.138635513966799	0.1031
SLC43A1	0	0.138619408858391	0.1031
SPAG16	0.05376503725219	0.194982145093065	0.1031
SUMO4	0	0.138550864388285	0.1031
TBCEL	0	0.138545695524819	0.1031
CA12	0	0.138453990847235	0.103
GNL1	0.0523543481280721	0.193405872532207	0.103
RABEP2	0.0482227586525383	0.189156692898172	0.103
COL11A2	0	0.138235043430681	0.1029
CUL9	0.0481337348220675	0.188814285124635	0.1029
FAHD2B	0.0480789217166316	0.188821579575231	0.1029
FAM13B	0.195448457420933	0.343580067932973	0.1029
FNDC7	0	0.138255156544008	0.1029
SLC39A12	0.0442189293528633	0.184764154058911	0.1029
TMEM213	0	0.138231995724116	0.1029
ANKRD36B	0	0.138164776054263	0.1028
CLTCL1	0.171700731675786	0.318419151910323	0.1028
PTPRCAP	0	0.138205477732047	0.1028
UNC13A	0.0453431802167792	0.185708320809707	0.1028
ACADS	0	0.137963371206909	0.1027
CBR4	0	0.138062280759541	0.1027
NLGN1	0	0.137981693336862	0.1027
SAMD9L	0	0.138016193168578	0.1027
SNX29	0.196753571311464	0.34469220005945	0.1027
ST6GALNAC5	0.0544391873667593	0.195177003825442	0.1027
TLR6	0.194288788166709	0.341999128956873	0.1027
TMEM132B	0	0.138018787927078	0.1027
TNFRSF12A	0	0.138029624312885	0.1027
UBD	0	0.137968715422013	0.1027
COX19	0	0.137859650951195	0.1026
FASTKD3	0	0.137898612807689	0.1026
KHDC1	0	0.137814257465845	0.1026
KLRC1	0	0.137885626789357	0.1026
SLC25A24	0	0.137904570674465	0.1026
ARRDC3	0	0.13765395732242	0.1025
LSR	0	0.137725412626697	0.1025
PCDHA12	0	0.137703536383116	0.1025
RPL3L	0	0.13767339329078	0.1025
TRAF3IP1	0	0.137649059622873	0.1025
ANKLE1	0.0501404939540587	0.190195165103315	0.1024
DCAF8	0	0.137589507547186	0.1024
DNAJB7	0	0.13749714148028	0.1024
FBXO32	0	0.137571743929042	0.1024
SNORA19	0	0.137576644474286	0.1024
TTLL6	0	0.137624415337341	0.1024
ZNF691	0	0.137595632383112	0.1024
CCDC85A	0	0.137371586323746	0.1023
LMAN1L	0	0.137440434036671	0.1023
NACA2	0.142789452944359	0.287391048970526	0.1023
SCN10A	0	0.137357935219656	0.1023
AKAP8L	0	0.137209984042786	0.1022
ATG4D	0	0.137214437256271	0.1022
CCHCR1	0	0.137321423140478	0.1022
CSRP3	0	0.137266329242316	0.1022
MDFI	0	0.137345509964041	0.1022
POF1B	0	0.137337992888278	0.1022
SNORD86	0.0497718572585256	0.189615323536377	0.1022
VPS37C	0	0.137308994475819	0.1022
AGPAT2	0	0.137160067146233	0.1021
CPXCR1	0	0.137167747887347	0.1021
LPIN1	0	0.137154843989098	0.1021
PXDNL	0	0.137154843989098	0.1021
TAPBPL	0	0.1371967770853	0.1021
ZNF440	0	0.137199234292893	0.1021
CUEDC1	0.0437530198851782	0.182908877326059	0.102
IPO4	0	0.137036038639596	0.102
KLC4	0.061683221976893	0.201756219054095	0.102
KLHL25	0.0475727181060764	0.186905090878445	0.102
OGFOD1	0.141155622643339	0.285288555444439	0.102
PTER	0	0.136917588851036	0.102
TRPT1	0.041896606710851	0.181043946746184	0.102
VPREB3	0	0.137052490206802	0.102
ZNFX1	0.0561441601065983	0.195886420020453	0.102
GFM2	0	0.136851241692857	0.1019
ITGBL1	0.0439532594603043	0.182952444935724	0.1019
NAA20	0.0516317531105959	0.191033062410811	0.1019
OR13A1	0	0.13686109579813	0.1019
PAGE3	0	0.136772844777678	0.1019
PER3	0	0.136860941833345	0.1019
ATP8B4	0.0503743627418341	0.189677459447081	0.1018
BAG3	0	0.136700567822714	0.1018
CCDC107	0	0.136760364780851	0.1018
DLST	0	0.136626555011284	0.1018
MAGEA9B	0	0.136633958144685	0.1018
PIK3IP1	0	0.136664337525931	0.1018
PIM3	0.0428985897661231	0.181769986138555	0.1018
PJA1	0	0.136656627679641	0.1018
RRP7A	0.138640984778832	0.282294943990466	0.1018
F13A1	0	0.136550031845732	0.1017
KCTD19	0.0507450241175063	0.189869896639864	0.1017
SLC41A2	0	0.136508666336536	0.1017
SOX4	0	0.136558210815902	0.1017
ZNF141	0	0.136518700196925	0.1017
AARSD1	0	0.136347403376852	0.1016
ARSD	0	0.136365794751794	0.1016
ATP11B	0	0.136391136684739	0.1016
CCDC160	0.0477748655394034	0.186628888849666	0.1016
CTBP1	0.328065686063903	0.481029788351998	0.1016
FBXL6	0	0.136395153865194	0.1016
MFNG	0	0.136369658163035	0.1016
MS4A1	0	0.136373675991774	0.1016
MTIF2	0.136702487439381	0.279968458502769	0.1016
NODAL	0.201450125063541	0.347992187127769	0.1016
OSCAR	0	0.136421880479077	0.1016
P4HTM	0	0.136411684831773	0.1016
RNH1	0	0.136465126057734	0.1016
SMUG1	0.139896985362405	0.283324053411106	0.1016
ADAMTS4	0	0.136264997367721	0.1015
ANKRD1	0	0.136259738967782	0.1015
ANP32D	0	0.136326381550485	0.1015
CHST7	0	0.136249685566132	0.1015
COX7B2	0	0.136225090197987	0.1015
LY6E	0	0.136308912360226	0.1015
PERP	0	0.13622957648452	0.1015
PPARGC1A	0	0.136279688854739	0.1015
GLI4	0	0.136075099342939	0.1014
OR2AG2	0	0.136110406517889	0.1014
OR6A2	0	0.136110406517889	0.1014
RAC3	0	0.136100341830288	0.1014
SNED1	0	0.136104058111257	0.1014
SNORD114-11	0	0.136158242088665	0.1014
ZBTB38	0.233426499071789	0.381349006024628	0.1014
ARG2	0.0453876763412864	0.183654094078631	0.1013
ATP13A1	0	0.135950830340606	0.1013
COX18	0	0.135938738134976	0.1013
FGF12	0	0.136017627729307	0.1013
PAFAH1B3	0	0.136011119944971	0.1013
PARP15	0	0.136030952199764	0.1013
ZNF24	0.0505558449169039	0.189077673862312	0.1013
DGAT2L6	0	0.135881207600167	0.1012
DPP7	0	0.135802237084985	0.1012
FHAD1	0	0.135784388533035	0.1012
KIF3B	0	0.135872831810061	0.1012
SLC38A7	0	0.135816514203491	0.1012
SNORD115-33	0	0.135889272677711	0.1012
C2orf27A	0	0.135640581594508	0.1011
DAB1	0	0.13568998421722	0.1011
INTS8	0.0525479553770008	0.19090694420335	0.1011
RHBDF1	0	0.13565456532935	0.1011
SLC36A1	0.0455318700485349	0.183530542100886	0.1011
XIRP2	0	0.135646175264741	0.1011
ACBD4	0	0.13554778560743	0.101
FBXL22	0	0.135591937829943	0.101
GMEB1	0.0472885125943279	0.185186752570342	0.101
HERPUD2	0	0.135473906711972	0.101
IL2RA	0	0.135567376077048	0.101
NEUROD6	0.0516966663677886	0.18985025183087	0.101
PIP5KL1	0	0.135554782534726	0.101
SHISA9	0	0.135544520248815	0.101
TRIM52	0	0.135503307647868	0.101
UPB1	0	0.135529902899783	0.101
WBP4	0	0.135600331313954	0.101
WDR53	0	0.135491330272738	0.101
DYTN	0	0.135378659095027	0.1009
MRPS36	0	0.13543080471405	0.1009
PIGN	0	0.135344247365022	0.1009
PPM1K	0	0.13543889712806	0.1009
RPL26L1	0.147351049994131	0.290102635423109	0.1009
TMEM191A	0	0.135364334930845	0.1009
UCK1	0	0.13538550923736	0.1009
WNT5A	0	0.135411038480644	0.1009
ABCG1	0	0.135248595204367	0.1008
ABLIM1	0	0.135257166198109	0.1008
CMPK1	0	0.135242673104465	0.1008
EYS	0	0.135200899231938	0.1008
HLA-DPA1	0	0.135213370417368	0.1008
HSF1	0.33192862328812	0.483829362085081	0.1008
OR5M9	0	0.135317926508463	0.1008
RANBP3	0.0477720556729012	0.185354775285044	0.1008
SCARNA22	0	0.135235971463101	0.1008
SEC63	0.045032888867379	0.18248552980627	0.1008
USP22	0.139321145757033	0.281579510699842	0.1008
USP35	0	0.135255607876662	0.1008
ALDH6A1	0	0.135039291746224	0.1007
ANO6	0	0.13513337865547	0.1007
DAZAP1	0	0.1351024917796	0.1007
DISC1	0	0.135169872088803	0.1007
IGFL1	0.0496158050846542	0.187202873291076	0.1007
IQCF3	0	0.13517423815424	0.1007
MMADHC	0	0.135168468680211	0.1007
PRG2	0	0.135118872076095	0.1007
SNORD99	0	0.135166285570768	0.1007
TSPAN8	0.19152878905543	0.336326186258452	0.1007
ARHGDIG	0.138711335376453	0.280694147813936	0.1006
CCDC146	0	0.1349743439114	0.1006
CD72	0	0.134889989329279	0.1006
CMTM8	0	0.134907333247881	0.1006
FBRS	0	0.134953260277207	0.1006
POM121L10P	0	0.134995424206466	0.1006
TBCD	0	0.13495654017299	0.1006
WDR7	0	0.134964192948857	0.1006
APTX	0	0.13483731871673	0.1005
INF2	0	0.134816526061095	0.1005
PMS2CL	0	0.134872330585902	0.1005
STEAP3	0	0.134833097914057	0.1005
DCAF4L1	0	0.134609829989095	0.1004
DMP1	0	0.134718303304549	0.1004
FOXP4	0.0466229240430629	0.183686588704605	0.1004
PRTFDC1	0.047977645771824	0.185122484008171	0.1004
SNX32	0	0.13460012099614	0.1004
TTYH2	0	0.134722214831742	0.1004
UBE2NL	0	0.134602470010993	0.1004
GRID2	0	0.134523833783415	0.1003
MYLK	0	0.13447572059763	0.1003
MYPOP	0.0469481188413581	0.18383055274634	0.1003
PPIP5K2	0	0.134532921618052	0.1003
RRM2B	0.0459565673693835	0.182833689666199	0.1003
TANK	0	0.13458821868372	0.1003
TRIM67	0	0.134583676731314	0.1003
B4GALT7	0	0.134384932084566	0.1002
C2	0	0.134370971190091	0.1002
ISOC2	0	0.134418965432369	0.1002
SNORA65	0	0.134363754872829	0.1002
TMEM64	0	0.134370657445302	0.1002
C9orf131	0	0.134231124611289	0.1001
GALNT6	0	0.134200341777282	0.1001
HYAL3	0	0.134268494198502	0.1001
POLR2F	0	0.134221073856414	0.1001
ANKRD11	0	0.134106535887241	0.1
COX8A	0	0.134114394864026	0.1
