source	target	Annotation	Direction	Score
DAP3	MRPL30	catalyze; complex; input	->	1
DAP3	MRPL33	catalyze; complex; input	->	1
DAP3	MRPL34	catalyze; complex; input	->	1
DAP3	MRPL37	catalyze; complex; input	->	1
DAP3	MRPL38	catalyze; complex; input	->	1
DAP3	MRPL39	catalyze; complex; input	->	1
DAP3	MRPL40	catalyze; complex; input	->	1
DAP3	MRPL42	catalyze; complex; input	->	1
DAP3	MRPL43	catalyze; complex; input	->	1
DAP3	MRPL45	catalyze; complex; input	->	1
DAP3	MRPL46	catalyze; complex; input	->	1
DAP3	MRPL53	catalyze; complex; input	->	1
DAP3	MRPL55	catalyze; complex; input	->	1
DAP3	MRPL57	catalyze; complex; input	->	1
DAP3	MRPS10	complex	-	1
DAP3	MRPS14	complex	-	1
DAP3	MRPS16	complex	-	1
DAP3	MRPS18B	complex	-	1
DAP3	MRPS2	complex	-	1
DAP3	MRPS22	complex	-	1
DAP3	MRPS23	complex	-	1
DAP3	MRPS24	complex	-	1
DAP3	MRPS26	complex	-	1
DAP3	MRPS27	complex	-	1
DAP3	MRPS28	complex	-	1
DAP3	MRPS31	complex	-	1
DAP3	MRPS34	complex	-	1
DAP3	MRPS35	complex	-	1
DAP3	MRPS5	complex	-	1
DAP3	MRPS6	complex	-	1
DAP3	MRPS7	complex	-	1
DAP3	MRPS9	complex	-	1
DAP3	MTIF2	complex; input	-	1
DAP3	PTCD3	complex	-	1
DAP3	TUFM	complex; input	-	1
DCAF13	DDX49	complex	-	1
DCAF13	DHX37	complex	-	1
DCAF13	EMG1	complex	-	1
DCAF13	EXOSC10	activated by; catalyzed by	<-	1
DCAF13	EXOSC3	catalyzed by	<-	1
DCAF13	EXOSC4	catalyzed by	<-	1
DCAF13	EXOSC5	activated by; catalyzed by	<-	1
DCAF13	EXOSC6	catalyzed by	<-	1
DCAF13	EXOSC9	catalyzed by	<-	1
DCAF13	HEATR1	activated by; complex; input	<-	1
DCAF13	IMP3	complex	-	1
DCAF13	MPHOSPH10	complex	-	1
DCAF13	NCL	activated by	<-	1
DCAF13	NOL11	activated by; complex; input	<-	1
DCAF13	NOL6	activated by; complex; input	<-	1
DCAF13	NOP14	complex	-	1
DCAF13	PDCD11	complex	-	1
DCAF13	RCL1	complex	-	1
DCAF13	RPS27	activated by	<-	1
DCAF13	RRP7A	activated by; complex; input	<-	1
DCAF13	RRP9	complex; predicted	-	1
DCAF13	TBL3	complex	-	1
DCAF13	UTP15	activated by; complex; input	<-	1
DCAF13	WDR3	complex	-	1
DCAF13	WDR36	complex	-	1
DCAF13	WDR46	complex	-	1
DCAF13	WDR75	activated by; complex; input	<-	1
DCAF7	RNF2	predicted	-	0.77
DDX10	DDX54	predicted	-	0.98
DDX17	EXOSC3	predicted	-	0.64
DDX17	EXOSC5	predicted	-	0.64
DDX17	HNRNPH1	predicted	-	1
DDX17	HNRNPH3	predicted	-	0.64
DDX17	RBM4	predicted	-	0.64
DDX17	SFPQ	predicted	-	0.64
DDX17	SRSF3	predicted	-	0.64
DDX39A	DDX39B	predicted	-	0.64
DDX39A	FIP1L1	complex; input	-	1
DDX39A	MCM3AP	predicted	-	0.64
DDX39A	NUDT21	catalyzed by; complex; input	<-	1
DDX39A	NXF1	catalyze; input	->	1
DDX39A	SARNP	complex; input	-	1
DDX39A	SRSF1	complex; input	-	1
DDX39A	SRSF11	complex; input	-	1
DDX39A	SRSF3	complex; input	-	1
DDX39A	SRSF4	complex; input	-	1
DDX39A	SRSF6	complex; input	-	1
DDX39A	THOC6	complex; input	-	1
DDX39A	UPF3B	complex; input	-	1
DDX39B	FIP1L1	complex; input	-	1
DDX39B	NUDT21	catalyzed by; complex; input	<-	1
DDX39B	NXF1	catalyze; input	->	1
DDX39B	SARNP	complex; input	-	1
DDX39B	SRSF1	complex; input	-	1
DDX39B	SRSF11	complex; input	-	1
DDX39B	SRSF3	complex; input	-	1
DDX39B	SRSF4	complex; input	-	1
DDX39B	SRSF6	complex; input	-	1
DDX39B	SUZ12	predicted	-	0.58
DDX39B	THOC6	complex; input	-	1
DDX39B	UPF3B	complex; input	-	1
DDX41	PRKDC	reaction	-	1
DDX49	DDX54	predicted	-	0.92
DDX49	DHX37	complex	-	1
DDX49	EMG1	complex	-	1
DDX49	EXOSC10	activated by; catalyzed by	<-	1
DDX49	EXOSC3	catalyzed by	<-	1
DDX49	EXOSC4	catalyzed by	<-	1
DDX49	EXOSC5	activated by; catalyzed by	<-	1
DDX49	EXOSC6	catalyzed by	<-	1
DDX49	EXOSC9	catalyzed by	<-	1
DDX49	HEATR1	activated by; complex; input	<-	1
DDX49	IMP3	complex	-	1
DDX49	MPHOSPH10	complex	-	1
DDX49	NCL	activated by	<-	1
DDX49	NOL11	activated by; complex; input	<-	1
DDX49	NOL6	activated by; complex; input	<-	1
DDX49	NOP14	complex	-	1
DDX49	PDCD11	complex	-	1
DDX49	RCL1	complex	-	1
DDX49	RPS27	activated by	<-	1
DDX49	RRP7A	activated by; complex; input	<-	1
DDX49	RRP9	complex	-	1
DDX49	TBL3	complex	-	1
DDX49	UTP15	activated by; complex; input	<-	1
DDX49	WDR3	complex	-	1
DDX49	WDR36	complex	-	1
DDX49	WDR46	complex	-	1
DDX49	WDR75	activated by; complex; input	<-	1
DDX54	LYAR	predicted	-	0.64
DDX54	NOP2	predicted	-	0.99
DDX54	RBM4	predicted	-	0.64
DDX54	WDR12	predicted	-	0.73
DEK	IQGAP1	predicted	-	0.65
DEK	MYBBP1A	complex; input	-	1
DEK	PCNP	predicted	-	0.59
DEK	POLR1B	complex; input	-	1
DEK	POLR1C	complex; input	-	1
DEK	TARDBP	predicted	-	0.98
DHX37	EMG1	complex	-	1
DHX37	EXOSC10	activated by; catalyzed by	<-	1
DHX37	EXOSC3	catalyzed by	<-	1
DHX37	EXOSC4	catalyzed by	<-	1
DHX37	EXOSC5	activated by; catalyzed by	<-	1
DHX37	EXOSC6	catalyzed by	<-	1
DHX37	EXOSC9	catalyzed by	<-	1
DHX37	HEATR1	activated by; complex; input	<-	1
DHX37	IMP3	complex	-	1
DHX37	MPHOSPH10	complex	-	1
DHX37	NCL	activated by	<-	1
DHX37	NOL11	activated by; complex; input	<-	1
DHX37	NOL6	activated by; complex; input	<-	1
DHX37	NOP14	complex	-	1
DHX37	PDCD11	complex	-	1
DHX37	RCL1	complex	-	1
DHX37	RPS27	activated by	<-	1
DHX37	RRP7A	activated by; complex; input	<-	1
DHX37	RRP9	complex	-	1
DHX37	TBL3	complex	-	1
DHX37	UTP15	activated by; complex; input	<-	1
DHX37	WDR3	complex	-	1
DHX37	WDR36	complex	-	1
DHX37	WDR46	complex	-	1
DHX37	WDR75	activated by; complex; input	<-	1
DIMT1	PNO1	activated by	<-	1
DIS3	EXOSC10	predicted; reaction	-	1
DIS3	EXOSC3	activate; complex; predicted	->	1
DIS3	EXOSC4	activate; complex; predicted	->	1
DIS3	EXOSC5	activate; complex; predicted	->	1
DIS3	EXOSC6	activate; complex; predicted	->	1
DIS3	EXOSC9	activate; complex; predicted	->	1
DIS3	KHSRP	complex; input	-	1
DIS3	PARN	complex; input	-	1
DIS3	SENP3	activate	->	1
DNAJA1	HSP90AA1	input	-	1
DNAJA1	HSPA9	predicted	-	0.98
DPYSL2	DPYSL3	predicted	-	1
DR1	ELF1	expression regulated by	<-	1
DR1	NFYC	predicted	-	0.64
DYNLL1	DYRK1A	predicted	-	0.64
DYNLL1	HAUS5	complex	-	1
DYNLL1	HDAC6	complex; input	-	1
DYNLL1	HSP90AA1	activate; complex	->	1
DYNLL1	HTT	complex	-	1
DYNLL1	MCM2	predicted	-	0.64
DYNLL1	MIS12	complex; input	-	1
DYNLL1	NDC1	input	-	1
DYNLL1	NME7	complex; input	-	1
DYNLL1	NR3C1	activate	->	1
DYNLL1	NUP188	input	-	1
DYNLL1	NUP214	input	-	1
DYNLL1	NUP43	complex; input	-	1
DYNLL1	NUP85	complex; input	-	1
DYNLL1	RAB1B	complex; input	-	1
DYNLL1	RAE1	input	-	1
DYNLL1	RCC2	complex; input	-	1
DYNLL1	RPS27	complex; input	-	1
DYNLL1	TUBA4A	complex	-	1
DYNLL1	YKT6	complex; input	-	1
DYRK1A	RBBP4	catalyze	->	1
DYRK1A	SRSF4	predicted	-	0.98
EEFSEC	RPL18	complex; input	-	1
EEFSEC	RPL19	complex; input	-	1
EEFSEC	RPL21	complex; input	-	1
EEFSEC	RPL23	complex; input	-	1
EEFSEC	RPL30	complex; input	-	1
EEFSEC	RPL7	complex; input	-	1
EEFSEC	RPL7A	complex; input	-	1
EEFSEC	RPS27	complex; input	-	1
EEFSEC	RPS4Y1	complex; input	-	1
EEFSEC	RPSA	complex; input	-	1
EIF4A1	H2AFX	predicted	-	0.64
EIF4A1	PARN	catalyzed by	<-	1
EIF4A1	RPS27	complex; input	-	1
EIF4A1	RPS4Y1	complex; input	-	1
EIF4A1	RPSA	complex; input	-	1
ELAC2	TRMT10C	reaction	-	1
ELANE	MMP8	catalyze	->	1
ELANE	MMP9	predicted	-	0.64
ELANE	PRTN3	predicted	-	0.92
ELF1	HMGA1	predicted	-	0.64
ELF1	PRKDC	expression regulates	->	1
EMG1	EXOSC10	activated by; catalyzed by	<-	1
EMG1	EXOSC3	catalyzed by	<-	1
EMG1	EXOSC4	catalyzed by	<-	1
EMG1	EXOSC5	activated by; catalyzed by	<-	1
EMG1	EXOSC6	catalyzed by	<-	1
EMG1	EXOSC9	catalyzed by	<-	1
EMG1	HEATR1	activated by; complex; input	<-	1
EMG1	IMP3	complex	-	1
EMG1	MPHOSPH10	complex	-	1
EMG1	NCL	activated by	<-	1
EMG1	NOL11	activated by; complex; input	<-	1
EMG1	NOL6	activated by; complex; input	<-	1
EMG1	NOP14	complex	-	1
EMG1	PDCD11	complex	-	1
EMG1	RCL1	complex	-	1
EMG1	RPS27	activated by	<-	1
EMG1	RRP7A	activated by; complex; input	<-	1
EMG1	RRP9	complex	-	1
EMG1	TBL3	complex	-	1
EMG1	UTP15	activated by; complex; input	<-	1
EMG1	WDR3	complex	-	1
EMG1	WDR36	complex	-	1
EMG1	WDR46	complex	-	1
EMG1	WDR75	activated by; complex; input	<-	1
ENY2	MCM3AP	predicted	-	0.99
ERAL1	MRPL1	catalyze; complex; input	->	1
ERAL1	MRPL13	catalyze; complex; input	->	1
ERAL1	MRPL14	catalyze; complex; input	->	1
ERAL1	MRPL16	catalyze; complex; input	->	1
ERAL1	MRPL17	catalyze; complex; input	->	1
ERAL1	MRPL18	catalyze; complex; input	->	1
ERAL1	MRPL19	catalyze; complex; input	->	1
ERAL1	MRPL2	catalyze; complex; input	->	1
ERAL1	MRPL23	catalyze; complex; input	->	1
ERAL1	MRPL27	catalyze; complex; input	->	1
ERAL1	MRPL30	catalyze; complex; input	->	1
ERAL1	MRPL33	catalyze; complex; input	->	1
ERAL1	MRPL34	catalyze; complex; input	->	1
ERAL1	MRPL37	catalyze; complex; input	->	1
ERAL1	MRPL38	catalyze; complex; input	->	1
ERAL1	MRPL39	catalyze; complex; input	->	1
ERAL1	MRPL40	catalyze; complex; input	->	1
ERAL1	MRPL42	catalyze; complex; input	->	1
ERAL1	MRPL43	catalyze; complex; input	->	1
ERAL1	MRPL45	catalyze; complex; input	->	1
ERAL1	MRPL46	catalyze; complex; input	->	1
ERAL1	MRPL53	catalyze; complex; input	->	1
ERAL1	MRPL55	catalyze; complex; input	->	1
ERAL1	MRPL57	catalyze; complex; input	->	1
ERAL1	MRPS10	complex	-	1
ERAL1	MRPS14	complex	-	1
ERAL1	MRPS16	complex	-	1
ERAL1	MRPS18B	complex	-	1
ERAL1	MRPS2	complex	-	1
ERAL1	MRPS22	complex	-	1
ERAL1	MRPS23	complex	-	1
ERAL1	MRPS24	complex	-	1
ERAL1	MRPS26	complex	-	1
ERAL1	MRPS27	complex	-	1
ERAL1	MRPS28	complex	-	1
ERAL1	MRPS31	complex	-	1
ERAL1	MRPS34	complex	-	1
ERAL1	MRPS35	complex	-	1
ERAL1	MRPS5	complex	-	1
ERAL1	MRPS6	complex	-	1
ERAL1	MRPS7	complex	-	1
ERAL1	MRPS9	complex	-	1
ERAL1	MTIF2	complex; input	-	1
ERAL1	PTCD3	complex	-	1
ERAL1	TUFM	complex; input	-	1
EVI2B	PTPRC	predicted	-	0.59
EXOSC10	EXOSC3	activate; complex; predicted	->	1
EXOSC10	EXOSC4	activate; complex; predicted	->	1
EXOSC10	EXOSC5	activate; complex; predicted; reaction	->	1
EXOSC10	EXOSC6	activate; complex; predicted	->	1
EXOSC10	EXOSC9	activate; complex; predicted	->	1
EXOSC10	HEATR1	activate; catalyze	->	1
EXOSC10	IMP3	activate; catalyze	->	1
EXOSC10	MPHOSPH10	activate; catalyze	->	1
EXOSC10	NOL11	activate; catalyze	->	1
EXOSC10	NOL6	activate; catalyze	->	1
EXOSC10	NOP14	activate; catalyze	->	1
EXOSC10	PDCD11	activate; catalyze	->	1
EXOSC10	RCL1	activate; catalyze	->	1
EXOSC10	RRP7A	activate; catalyze	->	1
EXOSC10	RRP9	activate; catalyze	->	1
EXOSC10	SENP3	activate; catalyze	->	1
EXOSC10	TBL3	activate; catalyze	->	1
EXOSC10	UTP15	activate; catalyze	->	1
EXOSC10	WDR3	activate; catalyze	->	1
EXOSC10	WDR36	activate; catalyze	->	1
EXOSC10	WDR46	activate; catalyze	->	1
EXOSC10	WDR75	activate; catalyze	->	1
EXOSC3	EXOSC4	complex; predicted	-	1
EXOSC3	EXOSC5	activated by; complex; predicted	<-	1
EXOSC3	EXOSC6	complex	-	1
EXOSC3	EXOSC9	complex; predicted	-	1
EXOSC3	HEATR1	catalyze	->	1
EXOSC3	IMP3	catalyze	->	1
EXOSC3	KHSRP	complex; input	-	1
EXOSC3	MPHOSPH10	catalyze	->	1
EXOSC3	NOL11	catalyze	->	1
EXOSC3	NOL6	catalyze	->	1
EXOSC3	NOP14	catalyze	->	1
EXOSC3	PARN	complex; input	-	1
EXOSC3	PDCD11	catalyze	->	1
EXOSC3	RCL1	catalyze	->	1
EXOSC3	RRP7A	catalyze	->	1
EXOSC3	RRP9	catalyze	->	1
EXOSC3	SENP3	catalyze	->	1
EXOSC3	TBL3	catalyze	->	1
EXOSC3	UTP15	catalyze	->	1
EXOSC3	WDR3	catalyze	->	1
EXOSC3	WDR36	catalyze	->	1
EXOSC3	WDR46	catalyze	->	1
EXOSC3	WDR75	catalyze	->	1
EXOSC4	EXOSC5	activated by; complex; predicted	<-	1
EXOSC4	EXOSC6	complex; predicted	-	1
EXOSC4	EXOSC9	complex; predicted	-	1
EXOSC4	HEATR1	catalyze	->	1
EXOSC4	IMP3	catalyze	->	1
EXOSC4	KHSRP	complex; input	-	1
EXOSC4	MPHOSPH10	catalyze	->	1
EXOSC4	NOL11	catalyze	->	1
EXOSC4	NOL6	catalyze	->	1
EXOSC4	NOP14	catalyze	->	1
EXOSC4	PARN	complex; input	-	1
EXOSC4	PDCD11	catalyze	->	1
EXOSC4	RCL1	catalyze	->	1
EXOSC4	RRP7A	catalyze	->	1
EXOSC4	RRP9	catalyze	->	1
EXOSC4	SDCBP	predicted	-	0.64
EXOSC4	SENP3	catalyze	->	1
EXOSC4	TBL3	catalyze	->	1
EXOSC4	UTP15	catalyze	->	1
EXOSC4	WDR3	catalyze	->	1
EXOSC4	WDR36	catalyze	->	1
EXOSC4	WDR46	catalyze	->	1
EXOSC4	WDR75	catalyze	->	1
EXOSC5	EXOSC6	activate; complex; predicted	->	1
EXOSC5	EXOSC9	activate; complex; predicted	->	1
EXOSC5	HEATR1	activate; catalyze	->	1
EXOSC5	IMP3	activate; catalyze	->	1
EXOSC5	KHSRP	complex; input	-	1
EXOSC5	MPHOSPH10	activate; catalyze	->	1
EXOSC5	NOL11	activate; catalyze	->	1
EXOSC5	NOL6	activate; catalyze	->	1
EXOSC5	NOP14	activate; catalyze	->	1
EXOSC5	PARN	complex; input	-	1
EXOSC5	PDCD11	activate; catalyze	->	1
EXOSC5	RCL1	activate; catalyze	->	1
EXOSC5	RRP7A	activate; catalyze	->	1
EXOSC5	RRP9	activate; catalyze	->	1
EXOSC5	SENP3	catalyze	->	1
EXOSC5	TBL3	activate; catalyze	->	1
EXOSC5	UTP15	activate; catalyze	->	1
EXOSC5	WDR3	activate; catalyze	->	1
EXOSC5	WDR36	activate; catalyze	->	1
EXOSC5	WDR46	activate; catalyze	->	1
EXOSC5	WDR75	activate; catalyze	->	1
EXOSC6	EXOSC9	complex; predicted	-	1
EXOSC6	HEATR1	catalyze	->	1
EXOSC6	IMP3	catalyze	->	1
EXOSC6	KHSRP	complex; input	-	1
EXOSC6	MPHOSPH10	catalyze	->	1
EXOSC6	NOL11	catalyze	->	1
EXOSC6	NOL6	catalyze	->	1
EXOSC6	NOP14	catalyze	->	1
EXOSC6	PARN	complex; input	-	1
EXOSC6	PDCD11	catalyze	->	1
EXOSC6	RCL1	catalyze	->	1
EXOSC6	RRP7A	catalyze	->	1
EXOSC6	RRP9	catalyze	->	1
EXOSC6	SENP3	catalyze	->	1
EXOSC6	TBL3	catalyze	->	1
EXOSC6	UTP15	catalyze	->	1
EXOSC6	WDR3	catalyze	->	1
EXOSC6	WDR36	catalyze	->	1
EXOSC6	WDR46	catalyze	->	1
EXOSC6	WDR75	catalyze	->	1
EXOSC9	HEATR1	catalyze	->	1
EXOSC9	IMP3	catalyze	->	1
EXOSC9	KHSRP	complex; input	-	1
EXOSC9	MPHOSPH10	catalyze	->	1
EXOSC9	NOL11	catalyze	->	1
EXOSC9	NOL6	catalyze	->	1
EXOSC9	NOP14	catalyze	->	1
EXOSC9	PARN	complex; input	-	1
EXOSC9	PDCD11	catalyze	->	1
EXOSC9	RCL1	catalyze	->	1
EXOSC9	RRP7A	catalyze	->	1
EXOSC9	RRP9	catalyze	->	1
EXOSC9	SENP3	catalyze	->	1
EXOSC9	TBL3	catalyze	->	1
EXOSC9	UTP15	catalyze	->	1
EXOSC9	WDR3	catalyze	->	1
EXOSC9	WDR36	catalyze	->	1
EXOSC9	WDR46	catalyze	->	1
EXOSC9	WDR75	catalyze	->	1
F13A1	ITGB1	complex; input	-	1
FCER1G	ITGB2	predicted	-	0.98
FCER1G	NCF1	predicted	-	0.98
FCER1G	NCF2	predicted	-	0.92
FCER1G	PTPRC	predicted	-	0.92
FEN1	NBN	complex; input	-	1
FEN1	PARP1	complex; input	-	1
FEN1	POLB	complex; input	-	1
FEN1	POLD2	catalyze; complex; input	->	1
FEN1	RFC2	complex; input	-	1
FEN1	RFC4	complex; input	-	1
FEN1	RPA1	complex; input	-	1
FEN1	RPA3	complex; input	-	1
FIP1L1	FUS	complex; input	-	1
FIP1L1	GPKOW	complex; input	-	1
FIP1L1	GTF2F2	complex; input	-	1
FIP1L1	HNRNPD	complex; input	-	1
FIP1L1	HNRNPH1	complex; input	-	1
FIP1L1	HNRNPL	complex; input	-	1
FIP1L1	HNRNPM	complex; input	-	1
FIP1L1	HNRNPU	complex; input	-	1
FIP1L1	NDC1	activated by	<-	1
FIP1L1	NUDT21	catalyzed by; complex; input	<-	1
FIP1L1	NUP188	activated by	<-	1
FIP1L1	NUP214	activated by	<-	1
FIP1L1	NUP43	activated by	<-	1
FIP1L1	NUP85	activated by	<-	1
FIP1L1	NXF1	input	-	1
FIP1L1	POLR2G	complex; input	-	1
FIP1L1	PPWD1	complex; input	-	1
FIP1L1	PQBP1	complex; input	-	1
FIP1L1	PRCC	complex; input	-	1
FIP1L1	PRPF4	input	-	1
FIP1L1	RAE1	activated by	<-	1
FIP1L1	SARNP	complex; input	-	1
FIP1L1	SART1	input	-	1
FIP1L1	SMNDC1	complex; input	-	1
FIP1L1	SNRNP40	complex; input	-	1
FIP1L1	SNRPE	complex; input	-	1
FIP1L1	SNW1	complex; input	-	1
FIP1L1	SRSF1	complex; input	-	1
FIP1L1	SRSF11	complex; input	-	1
FIP1L1	SRSF3	complex; input	-	1
FIP1L1	SRSF4	complex; input	-	1
FIP1L1	SRSF6	complex; input	-	1
FIP1L1	SUGP1	complex; input	-	1
FIP1L1	SYF2	complex; input	-	1
FIP1L1	THOC6	complex; input	-	1
FIP1L1	U2SURP	complex; input	-	1
FIP1L1	UPF3B	complex; input	-	1
FOXK2	HIRA	predicted	-	0.64
FUS	GPKOW	complex; input	-	1
FUS	GTF2F2	complex; input	-	1
FUS	HNRNPD	complex; input	-	1
FUS	HNRNPH1	complex; input	-	1
FUS	HNRNPL	complex; input	-	1
FUS	HNRNPM	complex; input	-	1
FUS	HNRNPU	complex; input	-	1
FUS	NUDT21	complex; input	-	1
FUS	POLR2G	complex; input	-	1
FUS	PPWD1	complex; input	-	1
FUS	PQBP1	complex; input	-	1
FUS	PRCC	complex; input	-	1
FUS	PRMT1	predicted	-	0.64
FUS	PRPF4	complex; input	-	1
FUS	SART1	complex; input	-	1
FUS	SFPQ	predicted	-	1
FUS	SMNDC1	complex; input	-	1
FUS	SNRNP40	complex; input	-	1
FUS	SNRPE	complex; input	-	1
FUS	SNW1	complex; input	-	1
FUS	SRSF1	complex; input	-	1
FUS	SRSF11	complex; input	-	1
FUS	SRSF3	complex; input	-	1
FUS	SRSF4	complex; input	-	1
FUS	SRSF6	complex; input	-	1
FUS	SUGP1	complex; input	-	1
FUS	SYF2	complex; input	-	1
FUS	TAF15	predicted	-	0.92
FUS	U2SURP	complex; input	-	1
FUS	UPF3B	complex; input	-	1
FUS	ZMYM2	predicted	-	0.64
GAA	GYG1	catalyze	->	1
GINS3	MCM2	complex; input; predicted	-	1
GINS3	MCM3	complex; input; predicted	-	1
GINS3	MCM4	complex; input; predicted	-	1
GLE1	NDC1	reaction	-	1
GLE1	NUP188	reaction	-	1
GLE1	NUP214	reaction	-	1
GLE1	NUP43	reaction	-	1
GLE1	NUP85	reaction	-	1
GLE1	NXF1	activate	->	1
GLE1	RAE1	reaction	-	1
GLE1	UPF3B	activate	->	1
GNAI2	GNAI3	catalyze; catalyzed by; input	<->	1
GNAI2	GNAS	inhibit	-|	1
GNAI2	GNG2	PPrel: binding/association; PPrel: dissociation; activated by; catalyze; complex; inhibit; input; reaction	<-	1
GNAI2	HCK	PPrel: activation; activate; activated by; complex; inhibit; input	<-	1
GNAI2	PRKCB	PPrel: activated by, phosphorylation	<-	1
GNAI2	PSAP	complex; input	-	1
GNAI3	GNAS	inhibit	-|	1
GNAI3	GNG2	PPrel: binding/association; PPrel: dissociation; activated by; catalyze; complex; inhibit; input; reaction	<-	1
GNAI3	HCK	PPrel: activation; activated by; inhibite	<-	1
GNAI3	PRKCB	PPrel: activated by, phosphorylation	<-	1
GNAI3	PSAP	complex; input	-	1
GNAQ	GNAS	complex	-	1
GNAQ	GNG2	complex; input	-	1
GNAS	GNG2	PPrel: binding/association; PPrel: dissociation; complex; input	-	1
GNAS	PRKCB	activated by	<-	1
GNG2	HCK	reaction	-	1
GNG2	PREX1	PPrel: activation	->	1
GNG2	PRKCB	PPrel: activated by, phosphorylation	<-	1
GNG2	PSAP	complex; input	-	1
GNL3	LYAR	predicted	-	0.58
GNL3	SENP3	activate	->	1
GNL3	WDR12	reaction	-	1
GPI	IDH2	predicted	-	0.64
GPI	TRAP1	predicted	-	0.99
GPKOW	GTF2F2	complex; input	-	1
GPKOW	HNRNPD	complex; input	-	1
GPKOW	HNRNPH1	complex; input	-	1
GPKOW	HNRNPL	complex; input	-	1
GPKOW	HNRNPM	complex; input	-	1
GPKOW	HNRNPU	complex; input	-	1
GPKOW	NUDT21	complex; input	-	1
GPKOW	POLR2G	complex; input	-	1
GPKOW	PPWD1	complex; input	-	1
GPKOW	PQBP1	complex; input	-	1
GPKOW	PRCC	complex; input	-	1
GPKOW	PRPF4	input	-	1
GPKOW	SART1	input	-	1
GPKOW	SMNDC1	complex; input	-	1
GPKOW	SNRNP40	complex; input	-	1
GPKOW	SNRPE	complex; input	-	1
GPKOW	SNW1	complex; input	-	1
GPKOW	SRSF1	complex; input	-	1
GPKOW	SRSF11	complex; input	-	1
GPKOW	SRSF3	complex; input	-	1
GPKOW	SRSF4	complex; input	-	1
GPKOW	SRSF6	complex; input	-	1
GPKOW	SUGP1	complex; input	-	1
GPKOW	SYF2	complex; input	-	1
GPKOW	U2SURP	complex; input	-	1
GPKOW	UPF3B	complex; input	-	1
GSPT2	RPL18	complex; input	-	1
GSPT2	RPL19	complex; input	-	1
GSPT2	RPL21	complex; input	-	1
GSPT2	RPL23	complex; input	-	1
GSPT2	RPL30	complex; input	-	1
GSPT2	RPL7	complex; input	-	1
GSPT2	RPL7A	complex; input	-	1
GSPT2	RPS27	complex; input	-	1
GSPT2	RPS4Y1	complex; input	-	1
GSPT2	RPSA	complex; input	-	1
GSPT2	UPF3B	PCrel: binding/association; complex; input	-	1
GTF2E2	GTF2F2	catalyzed by; complex; input	<-	1
GTF2E2	INTS1	catalyze; complex; input	->	1
GTF2E2	INTS10	catalyze; complex; input	->	1
GTF2E2	INTS4	catalyze; complex; input	->	1
GTF2E2	PHAX	complex; input	-	1
GTF2E2	POLR2G	catalyzed by; complex; input	<-	1
GTF2E2	SUPT16H	predicted	-	0.73
GTF2E2	SUPT5H	activated by	<-	1
GTF2E2	TAF15	complex; input	-	1
GTF2F2	HMGA1	predicted	-	0.64
GTF2F2	HNRNPD	complex; input	-	1
GTF2F2	HNRNPH1	activate; complex; inhibit; input	-	1
GTF2F2	HNRNPL	complex; input	-	1
GTF2F2	HNRNPM	activate; complex; inhibit; input	-	1
GTF2F2	HNRNPU	complex; input	-	1
GTF2F2	INTS1	catalyze; complex; input	->	1
GTF2F2	INTS10	catalyze; complex; input	->	1
GTF2F2	INTS4	catalyze; complex; input	->	1
GTF2F2	IWS1	complex; input	-	1
GTF2F2	LEO1	complex; input	-	1
GTF2F2	METTL3	catalyzed by	<-	1
GTF2F2	NUDT21	complex; input	-	1
GTF2F2	PAF1	complex; input	-	1
GTF2F2	PHAX	complex; input	-	1
GTF2F2	POLR1B	predicted	-	0.66
GTF2F2	POLR1C	predicted	-	0.66
GTF2F2	POLR2G	catalyze; catalyzed by; complex; input	<->	1
GTF2F2	PPWD1	complex; input	-	1
GTF2F2	PQBP1	complex; input	-	1
GTF2F2	PRCC	complex; input	-	1
GTF2F2	PRPF4	complex; input	-	1
GTF2F2	SART1	complex; input	-	1
GTF2F2	SMNDC1	complex; input	-	1
GTF2F2	SNRNP40	complex; input	-	1
GTF2F2	SNRPE	complex; input	-	1
GTF2F2	SNW1	complex; input	-	1
GTF2F2	SRSF1	complex; input	-	1
GTF2F2	SRSF11	complex; input	-	1
GTF2F2	SRSF3	complex; input	-	1
GTF2F2	SRSF4	complex; input	-	1
GTF2F2	SRSF6	complex; input	-	1
GTF2F2	SSRP1	complex; input	-	1
GTF2F2	SUGP1	complex; input	-	1
GTF2F2	SUPT16H	complex; input	-	1
GTF2F2	SUPT5H	activated by; complex; input	<-	1
GTF2F2	SUPT6H	complex; input	-	1
GTF2F2	SYF2	complex; input	-	1
GTF2F2	TAF15	catalyze; complex; input	->	1
GTF2F2	TIAL1	activate; complex; inhibit; input	-	1
GTF2F2	U2SURP	complex; input	-	1
GTF2F2	UPF3B	complex; input	-	1
GTF3C2	GTF3C3	complex	-	1
GTF3C2	GTF3C5	complex	-	1
GTF3C2	POLR1C	complex; input	-	1
GTF3C3	GTF3C5	complex; input	-	1
GTF3C3	NR3C1	complex; input	-	1
GTF3C3	POLR1C	complex; input	-	1
GTF3C5	NR3C1	complex; input	-	1
GTF3C5	POLR1C	complex; input	-	1
GZMA	NR3C1	predicted	-	0.64
GZMA	PRF1	activated by	<-	1
GZMM	PARP1	predicted	-	0.64
H2AFX	HDAC6	PPrel: binding/association	-	1
H2AFX	HSPA9	predicted	-	0.73
H2AFX	HUWE1	predicted	-	0.73
