source	target	Annotation	Direction	Score
CCNK	INTS11	catalyze; complex; input	->	1
CCNK	INTS12	catalyze; complex; input	->	1
CCNK	INTS13	catalyze; complex; input	->	1
CCNK	INTS14	catalyze; complex; input	->	1
CCNK	INTS2	catalyze; complex; input	->	1
CCNK	INTS3	catalyze; complex; input	->	1
CCNK	INTS4	catalyze; complex; input	->	1
CCNK	INTS5	catalyze; complex; input	->	1
CCNK	INTS6	catalyze; complex; input	->	1
CCNK	INTS7	catalyze; complex; input	->	1
CCNK	INTS8	catalyze; complex; input	->	1
CCNK	INTS9	catalyze; complex; input	->	1
CCNK	IWS1	complex; input	-	1
CCNK	LEO1	complex; input	-	1
CCNK	MLLT1	catalyze; complex; input	->	1
CCNK	MLLT3	catalyze; complex; input	->	1
CCNK	MNAT1	complex; input	-	1
CCNK	NABP1	catalyze; complex; input	->	1
CCNK	NABP2	catalyze; complex; input	->	1
CCNK	NCBP1	catalyze; complex; input	->	1
CCNK	NCBP2	catalyze; complex; input	->	1
CCNK	NDC80	predicted	-	0.64
CCNK	NELFA	catalyze; complex; input	->	1
CCNK	NELFB	catalyze; complex; input	->	1
CCNK	NELFCD	catalyze; complex; input	->	1
CCNK	NELFE	catalyze; complex; input	->	1
CCNK	PAF1	complex; input	-	1
CCNK	PAN3	predicted	-	0.56
CCNK	PARD6B	predicted	-	0.64
CCNK	PCF11	activated by	<-	1
CCNK	PHAX	complex; input	-	1
CCNK	PIN1	predicted	-	0.64
CCNK	PLK4	predicted	-	0.97
CCNK	POLR2A	catalyze; complex; input	->	1
CCNK	POLR2B	catalyze; complex; input	->	1
CCNK	POLR2C	catalyze; complex; input	->	1
CCNK	POLR2D	catalyze; complex; input	->	1
CCNK	POLR2E	catalyze; complex; input	->	1
CCNK	POLR2F	catalyze; complex; input	->	1
CCNK	POLR2G	catalyze; complex; input	->	1
CCNK	POLR2H	catalyze; complex; input	->	1
CCNK	POLR2I	catalyze; complex; input	->	1
CCNK	POLR2J	catalyze; complex; input	->	1
CCNK	POLR2K	catalyze; complex; input	->	1
CCNK	POLR2L	catalyze; complex; input	->	1
CCNK	POU2F1	complex; input	-	1
CCNK	POU2F2	complex; input	-	1
CCNK	RAD21	expression regulated by	<-	1
CCNK	RFX6	predicted	-	0.64
CCNK	RHOXF2	predicted	-	0.64
CCNK	RPAP2	complex; input	-	1
CCNK	RPRD1A	complex; input	-	1
CCNK	RPRD1B	complex; input	-	1
CCNK	RPRD2	complex; input	-	1
CCNK	RTF1	complex; input	-	1
CCNK	RXRA	expression regulated by	<-	1
CCNK	SIRT2	predicted	-	0.56
CCNK	SMAD2	catalyze	->	1
CCNK	SMAD3	catalyze	->	1
CCNK	SMAD4	catalyze	->	1
CCNK	SMC3	expression regulated by	<-	1
CCNK	SNAPC1	complex; input	-	1
CCNK	SNAPC2	complex; input	-	1
CCNK	SNAPC3	complex; input	-	1
CCNK	SNAPC4	complex; input	-	1
CCNK	SNAPC5	complex; input	-	1
CCNK	SP1	complex; expression regulated by; input	<-	1
CCNK	SPI1	expression regulated by	<-	1
CCNK	SRRT	complex; input	-	1
CCNK	SSRP1	complex; input	-	1
CCNK	SSU72	activated by	<-	1
CCNK	SUPT16H	complex; input	-	1
CCNK	SUPT4H1	activated by; catalyze; complex; input	<->	1
CCNK	SUPT5H	activated by; catalyze; complex; input	<->	1
CCNK	SUPT6H	complex; input	-	1
CCNK	TAF11	complex; input	-	1
CCNK	TAF13	complex; input	-	1
CCNK	TAF5	complex; input	-	1
CCNK	TAF6	complex; input	-	1
CCNK	TAF8	complex; input	-	1
CCNK	TAF9	complex; input	-	1
CCNK	TBP	complex; input	-	1
CCNK	TCEA1	complex; input	-	1
CCNK	TCF12	expression regulated by	<-	1
CCNK	TLK1	predicted	-	0.97
CCNK	TLK2	predicted	-	0.97
CCNK	TP53	predicted	-	0.56
CCNK	TP73	predicted	-	0.56
CCNK	TSC22D4	predicted	-	0.64
CCNK	USF1	expression regulated by	<-	1
CCNK	WDR61	complex; input	-	1
CCNK	YY1	expression regulated by	<-	1
CCNK	ZC3H8	catalyze; complex; input	->	1
CCNK	ZEB1	expression regulated by	<-	1
CCNK	ZNF143	complex; expression regulated by; input	<-	1
CCNL2	CDK11A	predicted	-	0.77
CCNL2	ELF1	expression regulated by	<-	1
CCNL2	FOS	expression regulated by	<-	1
CCNL2	NFYB	expression regulated by	<-	1
CCNL2	SP2	expression regulated by	<-	1
CCNT1	CDK12	complex; input	-	1
CCNT1	INTS1	catalyze; complex; input	->	1
CCNT1	INTS10	catalyze; complex; input	->	1
CCNT1	PHAX	complex; input	-	1
CCNT1	SSRP1	complex; input	-	1
CCNT1	SUPT16H	complex; input	-	1
CCNT1	SUPT6H	complex; input	-	1
CCNT2	CDK12	complex; input	-	1
CCNT2	INTS1	catalyze; complex; input	->	1
CCNT2	INTS10	catalyze; complex; input	->	1
CCNT2	PHAX	complex; input	-	1
CCNT2	SSRP1	complex; input	-	1
CCNT2	SUPT16H	complex; input	-	1
CCNT2	SUPT6H	complex; input	-	1
CCP110	DYNLL1	complex	-	1
CCP110	NME7	complex; input	-	1
CCR1	GNG2	complex; input	-	1
CCR10	GNG2	complex; input	-	1
CCR2	GNG2	complex; input	-	1
CCR3	GNAQ	complex	-	1
CCR3	GNAS	complex	-	1
CCR3	GNG2	complex; input	-	1
CCR4	GNG2	complex; input	-	1
CCR5	GNAQ	PPrel: activation; complex	->	1
CCR5	GNAS	complex	-	1
CCR5	GNG2	PPrel: activation; complex; input	->	1
CCR6	GNG2	complex; input	-	1
CCR7	GNG2	complex; input	-	1
CCR8	GNG2	complex; input	-	1
CCR9	GNG2	complex; input	-	1
CCT2	TRAP1	predicted	-	0.56
CCT3	DCAF13	predicted	-	0.73
CCT3	MCM2	predicted	-	0.73
CCT3	SNW1	predicted	-	0.73
CCT3	TRAP1	predicted	-	0.99
CCT3	UQCRC2	predicted	-	0.58
CCT6A	MCM2	predicted	-	0.58
CCT6A	UQCRC2	predicted	-	0.58
CCT6B	TRAP1	predicted	-	0.56
CCT8	TRAP1	predicted	-	0.66
CCT8	UQCRC2	predicted	-	0.58
CD14	CD180	inhibited by	|-	1
CD14	CD36	complex; input	-	1
CD14	CD55	predicted	-	0.64
CD14	CEBPA	expression regulated by	<-	1
CD14	CEBPB	expression regulated by	<-	1
CD14	CHUK	activate; complex; input	->	1
CD14	EHHADH	complex	-	1
CD14	EIF2AK2	complex; input	-	1
CD14	FADD	complex; inhibit; input	-|	1
CD14	FCGR1A	predicted	-	0.58
CD14	FCGR2A	predicted	-	0.58
CD14	HSPD1	activate	->	1
CD14	ICAM5	predicted	-	0.64
CD14	IKBKB	activate; complex; input	->	1
CD14	IKBKE	complex; input	-	1
CD14	IKBKG	activate; complex; input	->	1
CD14	IRAK1	complex; input	-	1
CD14	IRAK2	complex; input	-	1
CD14	IRAK3	inhibited by	|-	1
CD14	IRAK4	complex; input	-	1
CD14	IRF3	complex; input	-	1
CD14	IRF7	complex; input	-	1
CD14	ITGA4	complex; input	-	1
CD14	ITGAM	complex; input	-	1
CD14	ITGB1	complex; input	-	1
CD14	ITGB2	complex; input	-	1
CD14	LBP	input	-	1
CD14	LY86	inhibited by	|-	1
CD14	LY96	PPrel: activation; activate; complex; input	->	1
CD14	LYN	predicted	-	0.98
CD14	MAP3K7	complex; input	-	1
CD14	MYD88	complex; input	-	1
CD14	MYO18A	predicted	-	0.77
CD14	NFKB1	PPrel: activation, indirect effect	->	1
CD14	PLCG2	activated by	<-	1
CD14	PTPN11	inhibited by	|-	1
CD14	RELA	PPrel: activation, indirect effect	->	1
CD14	RIPK1	complex; inhibit; input	-|	1
CD14	RIPK3	complex; input; reaction	-	1
CD14	RPS27A	catalyze; catalyzed by; input	<->	1
CD14	SARM1	complex; input; reaction	-	1
CD14	SFTPA1	activate	->	1
CD14	SIGIRR	inhibited by	|-	1
CD14	SNAP23	activate	->	1
CD14	SOCS1	inhibited by	|-	1
CD14	SP1	expression regulated by	<-	1
CD14	SP2	expression regulated by	<-	1
CD14	SP3	expression regulated by	<-	1
CD14	SPI1	GErel: expression by	<-	1
CD14	TAB1	PPrel: indirect effect; complex; input	-	1
CD14	TAB2	complex; input	-	1
CD14	TAB3	complex; input	-	1
CD14	TANK	complex; input	-	1
CD14	TBK1	complex; input	-	1
CD14	TICAM1	complex; input	-	1
CD14	TICAM2	complex; input	-	1
CD14	TIRAP	complex; input; reaction	-	1
CD14	TLR1	activate; complex; input	->	1
CD14	TLR2	PPrel: activation; activate; complex; input	->	1
CD14	TLR3	predicted	-	0.99
CD14	TLR4	PPrel: activation; activate; complex; input	->	1
CD14	TLR6	activate; complex; input	->	1
CD14	TLR7	predicted	-	0.99
CD14	TLR8	predicted	-	0.99
CD14	TLR9	predicted	-	0.99
CD14	TNFRSF1B	predicted	-	0.64
CD14	TOLLIP	complex; input	-	1
CD14	TRAF3	complex; inhibit; input	-|	1
CD14	TRAF6	activate; complex; inhibit; input	-	1
CD14	UBA52	catalyze; catalyzed by; input	<->	1
CD14	UBB	catalyze; catalyzed by; input	<->	1
CD14	UBC	catalyze; catalyzed by; input	<->	1
CD14	UBE2D1	catalyzed by	<-	1
CD14	UBE2D2	catalyzed by	<-	1
CD14	UBE2D3	catalyzed by	<-	1
CD14	VCAN	activate	->	1
CD151	CD63	predicted	-	0.92
CD163	HP	complex; input	-	1
CD177	ITGB2	predicted	-	0.64
CD177	PRTN3	complex	-	1
CD2	CD58	PPrel: activated by; PPrel: binding/association; complex; input	<-	1
CD2	PTPRC	predicted	-	1
CD209	ITGAM	predicted	-	0.64
CD22	PTPRC	PPrel: binding/association	-	1
CD226	ITGB2	PPrel: activated by	<-	1
CD247	CRK	complex; input	-	1
CD247	FCER1G	predicted	-	0.97
CD247	GNG2	activated by	<-	1
CD247	PTPRC	activated by; catalyzed by; inhibited by	-	1
CD247	PTPRJ	catalyzed by; inhibited by	-	1
CD28	CDC42	catalyze	->	1
CD2AP	IQGAP1	predicted	-	0.64
CD2AP	PSTPIP1	predicted	-	0.98
CD2BP2	CLP1	complex; input	-	1
CD2BP2	CSTF1	complex; input	-	1
CD2BP2	CSTF2	complex; input	-	1
CD2BP2	CSTF3	complex; input	-	1
CD2BP2	FIP1L1	complex; input	-	1
CD2BP2	HNRNPD	complex; input	-	1
CD2BP2	HNRNPH1	complex; input	-	1
CD2BP2	HNRNPU	complex; input	-	1
CD2BP2	NUDT21	complex; input	-	1
CD2BP2	PPWD1	complex; input	-	1
CD2BP2	PQBP1	complex; input	-	1
CD2BP2	PRCC	complex; input	-	1
CD2BP2	PRPF4	complex; input	-	1
CD2BP2	SMNDC1	complex; input	-	1
CD2BP2	SNRNP40	complex; input	-	1
CD2BP2	SNW1	complex; input	-	1
CD2BP2	SRSF4	complex; input	-	1
CD2BP2	SRSF6	complex; input	-	1
CD2BP2	U2SURP	complex; input	-	1
CD2BP2	UPF3B	complex; input	-	1
CD300A	FCER1G	predicted	-	0.59
CD37	ITGB2	predicted	-	0.59
CD3D	GNG2	activated by	<-	1
CD3D	NR3C1	predicted	-	0.64
CD3D	PTPRC	activated by; catalyzed by; inhibited by	-	1
CD3D	PTPRJ	catalyzed by; inhibited by	-	1
CD3E	GNG2	activated by	<-	1
CD3E	PTPRC	activated by; catalyzed by; inhibited by	-	1
CD3E	PTPRJ	catalyzed by; inhibited by	-	1
CD3EAP	DEK	complex; input	-	1
CD3EAP	MYBBP1A	complex; input	-	1
CD3G	CRK	complex; input	-	1
CD3G	GNG2	activated by	<-	1
CD3G	PTPRC	activated by; catalyzed by; inhibited by	-	1
CD3G	PTPRJ	catalyzed by; inhibited by	-	1
CD4	GNG2	activated by	<-	1
CD4	NR3C1	predicted	-	0.64
CD4	PTPRC	catalyzed by; inhibited by	-	1
CD4	PTPRJ	catalyzed by; inhibited by	-	1
CD40	ELANE	predicted	-	0.64
CD40LG	ITGAM	complex; input	-	1
CD40LG	ITGB2	complex; input	-	1
CD40LG	PSTPIP1	predicted	-	0.54
CD44	CDC42	PPrel: binding/association	-	1
CD44	COL2A1	PPrel: activated by	<-	1
CD44	IQGAP1	PPrel: binding/association	-	1
CD44	MMP9	complex; input	-	1
CD47	ITGB2	predicted	-	0.54
CD47	SIRPA	complex; input	-	1
CD48	PTPRC	predicted	-	0.97
CD52	ITGB2	predicted	-	0.59
CD53	CYBB	predicted	-	0.59
CD53	EVI2B	predicted	-	0.59
CD53	ITGB2	predicted	-	0.59
CD53	PTPRC	predicted	-	0.59
CD55	DYNLL1	complex; input	-	1
CD55	RAB1B	complex; input	-	1
CD55	STX5	complex; input	-	1
CD55	YKT6	complex; input	-	1
CD58	EGFR	predicted	-	0.64
CD58	JUN	GErel: expression by	<-	1
CD58	NFKB1	GErel: expression by	<-	1
CD58	NFKB2	GErel: expression by	<-	1
CD58	RELA	GErel: expression by	<-	1
CD58	RELB	GErel: expression by	<-	1
CD59	DYNLL1	complex; input	-	1
CD59	RAB1B	complex; input	-	1
CD59	STX5	complex; input	-	1
CD59	YKT6	complex; input	-	1
CD63	EGFR	PPrel: indirect effect	-	1
CD63	ITGB1	predicted	-	0.64
CD63	LGALS3	predicted	-	0.58
CD63	SRF	predicted	-	0.64
CD63	TSC1	predicted	-	0.64
CD79A	PTPRC	activated by	<-	1
CD79B	PTPRC	activated by	<-	1
CD80	CDC42	catalyze	->	1
CD86	CDC42	catalyze	->	1
CD8A	PTPRC	predicted	-	0.92
CDC2	RPL19	predicted	-	0.66
CDC20	CDC42	complex; input; reaction	-	1
CDC20	CENPC	complex; input	-	1
CDC20	DYNLL1	complex; input	-	1
CDC20	HSPA9	predicted	-	0.73
CDC20	NUP43	complex; input	-	1
CDC20	RAE1	predicted	-	0.96
CDC20	RPL23	predicted	-	0.64
CDC23	SNW1	predicted	-	0.73
CDC25B	CSNK2A1	predicted	-	0.64
CDC37	TRAP1	predicted	-	1
CDC37L1	TRAP1	predicted	-	1
CDC40	CHTOP	complex; input	-	1
CDC40	CLP1	catalyzed by; complex; input	<-	1
CDC40	CSTF1	complex; input	-	1
CDC40	CSTF2	complex; input	-	1
CDC40	CSTF3	complex; input	-	1
CDC40	DDX39A	complex; input	-	1
CDC40	FIP1L1	complex; input	-	1
CDC40	HNRNPD	complex; input	-	1
CDC40	HNRNPH1	complex; input	-	1
CDC40	HNRNPU	complex; input	-	1
CDC40	NDC1	activated by; input	<-	1
CDC40	NUDT21	catalyzed by; complex; input	<-	1
CDC40	NUP214	activated by; input	<-	1
CDC40	NUP43	activated by; input	<-	1
CDC40	PPWD1	complex; input	-	1
CDC40	PQBP1	complex; input	-	1
CDC40	PRCC	complex; input	-	1
CDC40	PRPF4	complex; input	-	1
CDC40	RAE1	activated by; input	<-	1
CDC40	SARNP	complex; input	-	1
CDC40	SMNDC1	complex; input	-	1
CDC40	SNRNP40	complex; input	-	1
CDC40	SNW1	complex; input; predicted	-	1
CDC40	SRSF4	complex; input	-	1
CDC40	SRSF6	complex; input	-	1
CDC40	U2SURP	complex; input	-	1
CDC40	UPF3B	complex; input	-	1
CDC42	CDC42BPA	activate	->	1
CDC42	CDC42EP4	predicted	-	0.97
CDC42	CDC42EP5	predicted	-	0.97
CDC42	CDCA8	complex; input; reaction	-	1
CDC42	CDH1	inhibite	-|	1
CDC42	CDH15	complex; input	-	1
CDC42	CDH2	complex; inhibited by; input	|-	1
CDC42	CDK4	activate	->	1
CDC42	CDON	complex; input	-	1
CDC42	CENPA	complex; input; reaction	-	1
CDC42	CENPC	complex; input; reaction	-	1
CDC42	CENPE	complex; input; reaction	-	1
CDC42	CENPF	complex; input; reaction	-	1
CDC42	CENPH	complex; input; reaction	-	1
CDC42	CENPI	complex; input; reaction	-	1
CDC42	CENPK	complex; input; reaction	-	1
CDC42	CENPL	complex; input; reaction	-	1
CDC42	CENPM	complex; input; reaction	-	1
CDC42	CENPN	complex; input; reaction	-	1
CDC42	CENPO	complex; input; reaction	-	1
CDC42	CENPP	complex; input; reaction	-	1
CDC42	CENPQ	complex; input; reaction	-	1
CDC42	CENPS	complex; input; reaction	-	1
CDC42	CENPT	complex; input; reaction	-	1
CDC42	CENPU	complex; input; reaction	-	1
CDC42	CHN1	catalyzed by	<-	1
CDC42	CHN2	catalyzed by	<-	1
CDC42	CKAP5	complex; input; reaction	-	1
CDC42	CLASP1	complex; input; reaction	-	1
CDC42	CLASP2	complex; input; reaction	-	1
CDC42	CLIP1	complex; input; reaction	-	1
CDC42	CRK	PPrel: activated, indirect effect	<-	1
CDC42	CRKL	PPrel: activated, indirect effect	<-	1
CDC42	CSNK1A1	activate	->	1
CDC42	CTNNA1	complex; inhibite; inhibited by; input	|-|	1
CDC42	CTNNA2	complex; input	-	1
CDC42	CTNNB1	complex; inhibite; inhibited by; input	|-|	1
CDC42	CTNND1	PPrel: activated by; inhibite; inhibited by	-|	1
CDC42	CXCL12	activated by	<-	1
CDC42	CXCR4	activated by	<-	1
CDC42	DAG1	activated by	<-	1
CDC42	DCC	activated by; catalyzed by; complex; input	<-	1
CDC42	DEPDC1B	catalyzed by	<-	1
CDC42	DEPDC7	catalyzed by	<-	1
CDC42	DIAPH1	PPrel: activated, indirect effect	<-	1
CDC42	DIAPH2	complex; input	-	1
CDC42	DIAPH3	PPrel: activation; activate	->	1
CDC42	DLC1	catalyzed by	<-	1
CDC42	DLG4	catalyzed by	<-	1
CDC42	DMD	activated by	<-	1
CDC42	DNMBP	activated by	<-	1
CDC42	DOCK1	catalyzed by; complex; input	<-	1
CDC42	DOCK10	activated by	<-	1
CDC42	DOCK11	activated by; complex; input; reaction	<-	1
CDC42	DOCK6	activated by; complex; input	<-	1
CDC42	DOCK7	activated by	<-	1
CDC42	DOCK9	activated by; complex; input	<-	1
CDC42	DSN1	complex; input; reaction	-	1
CDC42	DVL1	activate; activated by	<->	1
CDC42	DYNC1H1	complex; input; reaction	-	1
CDC42	DYNC1I1	complex; input; reaction	-	1
CDC42	DYNC1I2	complex; input; reaction	-	1
CDC42	DYNC1LI1	complex; input; reaction	-	1
CDC42	DYNC1LI2	complex; input; reaction	-	1
CDC42	DYNLL1	complex; input; reaction	-	1
CDC42	DYNLL2	complex; input; reaction	-	1
CDC42	ECT2	catalyzed by	<-	1
CDC42	EFNB1	activated by; inhibited by	-	1
CDC42	EFNB2	activated by	<-	1
CDC42	EFNB3	activated by	<-	1
CDC42	EGF	complex; input	-	1
CDC42	EGFR	complex; input	-	1
CDC42	ENAH	complex; input	-	1
CDC42	EP300	expression regulated by	<-	1
CDC42	EPGN	complex; input	-	1
CDC42	EPHB2	activated by	<-	1
CDC42	EPHB3	inhibited by	|-	1
CDC42	EPS8	complex; input	-	1
CDC42	ERCC6L	complex; input; reaction	-	1
CDC42	EREG	complex; input	-	1
CDC42	EXOC7	inhibit	-|	1
CDC42	F2RL2	complex; input	-	1
CDC42	FAM13A	catalyzed by	<-	1
CDC42	FAM13B	catalyzed by	<-	1
CDC42	FARP2	PPrel: activated by; activated by	<-	1
CDC42	FGD1	PPrel: activated by; activated by; catalyzed by	<-	1
CDC42	FGD2	catalyzed by	<-	1
CDC42	FGD3	PPrel: activated by; catalyzed by	<-	1
CDC42	FGD4	catalyzed by	<-	1
CDC42	FMNL1	complex; input	-	1
CDC42	FMNL2	complex; input	-	1
CDC42	FYN	PPrel: activated by; activated by; catalyzed by; complex; input	<-	1
CDC42	GDI1	complex; input	-	1
CDC42	GDI2	complex; input	-	1
CDC42	GIT1	activated by	<-	1
CDC42	GIT2	PPrel: activated by	<-	1
CDC42	GMIP	catalyzed by	<-	1
CDC42	GNA13	catalyzed by	<-	1
CDC42	GNAI1	activated by	<-	1
CDC42	GNAI2	activated by	<-	1
CDC42	GNAI3	activated by	<-	1
CDC42	GNAO1	activated by	<-	1
CDC42	GNAZ	activated by	<-	1
CDC42	GNB1	activated by; complex; input	<-	1
CDC42	GNG2	activated by; complex; input	<-	1
CDC42	GRAP2	activated by; catalyzed by	<-	1
CDC42	GRB2	catalyzed by; complex; input	<-	1
CDC42	GRIK1	catalyzed by	<-	1
CDC42	GRIK2	catalyzed by	<-	1
CDC42	GRIK3	catalyzed by	<-	1
CDC42	GRIK4	catalyzed by	<-	1
CDC42	GRIK5	catalyzed by	<-	1
CDC42	GRIN1	catalyzed by	<-	1
CDC42	GRIN2A	catalyzed by	<-	1
CDC42	GRIN2B	catalyzed by	<-	1
CDC42	GRIN2C	catalyzed by	<-	1
CDC42	GRIN2D	catalyzed by	<-	1
CDC42	GRIN3A	catalyzed by	<-	1
CDC42	HAP1	catalyzed by	<-	1
CDC42	HBEGF	complex; input	-	1
CDC42	HGF	activated by	<-	1
CDC42	HTT	activate; catalyzed by	<->	1
CDC42	INCENP	complex; input; reaction	-	1
CDC42	INPP5B	catalyzed by	<-	1
CDC42	IQGAP1	PPrel: activation; PPrel: inhibition; activated by; complex; input; predicted; reaction	<-	1
CDC42	IQGAP2	PPrel: activation; complex; input; predicted	->	1
CDC42	IQGAP3	PPrel: activation; activate; complex; input; predicted	->	1
CDC42	ITGB1	activated by	<-	1
CDC42	ITGB3BP	complex; input; reaction	-	1
CDC42	ITSN1	activated by; catalyzed by; complex; input	<-	1
CDC42	ITSN2	activated by	<-	1
CDC42	JAK2	activated by	<-	1
CDC42	JUP	inhibited by	|-	1
CDC42	KALRN	catalyzed by	<-	1
CDC42	KDR	PPrel: activated by; activated by; complex; input	<-	1
CDC42	KIAA0142	PPrel: activated by	<-	1
CDC42	KIF18A	complex; input; reaction	-	1
CDC42	KIF2A	complex; input; reaction	-	1
CDC42	KIF2B	complex; input; reaction	-	1
CDC42	KIF2C	complex; input; reaction	-	1
CDC42	KIF5A	complex; input	-	1
CDC42	KLC1	complex; input	-	1
CDC42	KLC2	complex; input	-	1
CDC42	KNL1	complex; input; reaction	-	1
CDC42	KNTC1	complex; input; reaction	-	1
CDC42	KTN1	complex; input	-	1
CDC42	LAMA3	activated by	<-	1
CDC42	LAMA5	activated by	<-	1
CDC42	LAMC1	activated by	<-	1
CDC42	LAMC2	activated by	<-	1
CDC42	LAT	activated by; catalyzed by	<-	1
CDC42	LCK	catalyzed by	<-	1
CDC42	LCP2	activated by; catalyzed by	<-	1
CDC42	LIMK2	activate	->	1
CDC42	LRRK2	predicted	-	0.97
CDC42	MAD1L1	complex; input; reaction	-	1
CDC42	MAD2L1	complex; input; reaction	-	1
CDC42	MAGI1	PPrel: binding/association	-	1
CDC42	MAP2K3	activate	->	1
CDC42	MAP2K6	catalyzed by	<-	1
CDC42	MAP3K1	PPrel: activation; PPrel: indirect effect; activate	->	1
CDC42	MAP3K11	PPrel: activation; activate	->	1
CDC42	MAP3K5	PPrel: activation	->	1
CDC42	MAP3K9	activate	->	1
CDC42	MAPK10	PPrel: activation; PPrel: activation, indirect effect; activate	->	1
CDC42	MAPK11	PPrel: activation; PPrel: activation, indirect effect; activate; catalyze; complex; input	->	1
CDC42	MAPK12	PPrel: activation; PPrel: activation, indirect effect; catalyze; complex; input	->	1
CDC42	MAPK13	PPrel: activation; PPrel: activation, indirect effect; catalyze	->	1
CDC42	MAPK14	PPrel: activation; PPrel: activation, indirect effect; activate; catalyze; complex; input	->	1
CDC42	MAPK8	PPrel: activation; PPrel: activation, indirect effect; activate	->	1
CDC42	MAPK9	PPrel: activation; PPrel: activation, indirect effect; activate	->	1
CDC42	MAPRE1	complex; input; reaction	-	1
CDC42	MCF2	activated by; catalyzed by	<-	1
CDC42	MCF2L	activated by; catalyzed by	<-	1
CDC42	MEN1	inhibite	-|	1
CDC42	MET	activated by	<-	1
CDC42	MIS12	complex; input; reaction	-	1
CDC42	MTOR	activate	->	1
CDC42	MUSK	activate; activated by	<->	1
CDC42	MYO9A	catalyzed by	<-	1
CDC42	MYO9B	catalyzed by	<-	1
CDC42	NCK1	activated by; catalyzed by; complex; input	<-	1
CDC42	NCK2	activated by; catalyzed by; complex; input	<-	1
CDC42	NCKIPSD	complex; input	-	1
CDC42	NDC80	complex; input; reaction	-	1
CDC42	NDE1	complex; input; reaction	-	1
CDC42	NDEL1	complex; input; reaction	-	1
CDC42	NET1	catalyzed by	<-	1
CDC42	NF2	inhibited by	|-	1
CDC42	NFATC2	activate	->	1
CDC42	NGEF	PPrel: inhibited by; activated by; catalyzed by	-	1
CDC42	NGFR	PPrel: activated by	<-	1
CDC42	NME1	inhibited by	|-	1
CDC42	NOD1	PPrel: activation, indirect effect	->	1
CDC42	NSL1	complex; input; reaction	-	1
CDC42	NTN1	activated by; catalyzed by; complex; input	<-	1
CDC42	NTRK2	activated by	<-	1
CDC42	NUDC	complex; input; reaction	-	1
CDC42	NUF2	complex; input; reaction	-	1
CDC42	NUP107	complex; input; reaction	-	1
CDC42	NUP133	complex; input; reaction	-	1
CDC42	NUP160	complex; input; reaction	-	1
CDC42	NUP37	complex; input; reaction	-	1
CDC42	NUP43	complex; input; reaction	-	1
CDC42	NUP85	complex; input; reaction	-	1
CDC42	NUP98	complex; input; reaction	-	1
CDC42	OBSCN	catalyzed by	<-	1
CDC42	OCRL	catalyzed by	<-	1
CDC42	OPHN1	catalyzed by	<-	1
CDC42	PAFAH1B1	activated by; complex; input; reaction	<-	1
CDC42	PAK1	PPrel: activation; PPrel: activation, indirect effect; activate; catalyzed by; complex; input	<->	1
CDC42	PAK2	PPrel: activation; activate; activated by; complex; input	<->	1
CDC42	PAK3	PPrel: activation; PPrel: activation, indirect effect; activate; activated by; complex; input	<->	1
CDC42	PAK4	PPrel: activation; activate; activated by	<->	1
CDC42	PAK5	PPrel: activation; activate; activated by	<->	1
CDC42	PAK6	PPrel: activation; activate; activated by	<->	1
CDC42	PARD3	PPrel: activation; complex	->	1
CDC42	PARD6A	PPrel: activation; activate; complex; input; predicted	->	1
CDC42	PARD6B	PPrel: activation; complex; predicted	->	1
CDC42	PARD6G	PPrel: activation; complex; predicted	->	1
CDC42	PIK3CA	PPrel: activated by; activate; activated by	<->	1
CDC42	PIK3CA	PPrel: activated by	<-	1
CDC42	PIK3CB	PPrel: activated by	<-	1
CDC42	PIK3CD	PPrel: activated by	<-	1
CDC42	PIK3R1	PPrel: activated by; activate; activated by	<->	1
CDC42	PIK3R2	PPrel: activated by; catalyzed by	<-	1
CDC42	PIK3R3	PPrel: activated by	<-	1
CDC42	PLCG1	activated by	<-	1
CDC42	PLD1	activate	->	1
CDC42	PLEKHG2	catalyzed by	<-	1
CDC42	PLEKHG5	catalyzed by	<-	1
CDC42	PLK1	complex; input; reaction	-	1
CDC42	PMF1	complex; input; reaction	-	1
CDC42	POTEKP	activate	->	1
CDC42	PPP1CC	complex; input; reaction	-	1
CDC42	PREX1	catalyzed by	<-	1
CDC42	PRKCE	complex; input	-	1
CDC42	PRKCI	PPrel: activation; complex	->	1
CDC42	PRKCZ	PPrel: activation; activate; complex; input	->	1
CDC42	PTEN	PPrel: binding/association	-	1
CDC42	PTK2	catalyzed by; complex; input	<-	1
CDC42	RAB1A	predicted	-	0.92
CDC42	RAC1	PPrel: activation, indirect effect; PPrel: indirect effect; catalyzed by; input; reaction	<->	1
CDC42	RAC2	PPrel: activation, indirect effect; PPrel: indirect effect; catalyzed by	<->	1
CDC42	RAC3	PPrel: activation, indirect effect; PPrel: indirect effect; catalyzed by	<->	1
CDC42	RACGAP1	activated by; catalyzed by	<-	1
CDC42	RALBP1	PPrel: activated by; PPrel: inhibited by; activated by; catalyzed by	-	1
CDC42	RANBP2	complex; input; reaction	-	1
CDC42	RANGAP1	complex; input; reaction	-	1
CDC42	RAP1A	PPrel: activated, indirect effect; activated by	<-	1
CDC42	RAP1B	PPrel: activated, indirect effect; activated by	<-	1
CDC42	RASGRF1	inhibit	-|	1
CDC42	RASGRF2	catalyzed by	<-	1
CDC42	RCC2	complex; input; reaction	-	1
