source	target	Annotation	Direction	Score
CRK	GGA3	complex; input	-	1
CRK	GRAP2	complex; input	-	1
CRK	GRB2	complex; input	-	1
CRK	HCLS1	PPrel: activated by	<-	1
CRK	HGF	activated by; complex; input	<-	1
CRK	HSP90AA1	complex; input	-	1
CRK	HSP90AB1	predicted	-	0.64
CRK	HSPA5	predicted	-	0.64
CRK	ID4	predicted	-	0.64
CRK	IGF1	activated by	<-	1
CRK	IGF1R	PPrel: activated by; activated by	<-	1
CRK	IGHG1	complex; input	-	1
CRK	IGHG2	complex; input	-	1
CRK	IGHG3	complex; input	-	1
CRK	IGHG4	complex; input	-	1
CRK	IGHV	complex; input	-	1
CRK	IGHV1-2	complex; input	-	1
CRK	IGHV1-46	complex; input	-	1
CRK	IGHV1-69	complex; input	-	1
CRK	IGHV2-5	complex; input	-	1
CRK	IGHV2-70	complex; input	-	1
CRK	IGHV3-11	complex; input	-	1
CRK	IGHV3-13	complex; input	-	1
CRK	IGHV3-23	complex; input	-	1
CRK	IGHV3-30	complex; input	-	1
CRK	IGHV3-33	complex; input	-	1
CRK	IGHV3-48	complex; input	-	1
CRK	IGHV3-53	complex; input	-	1
CRK	IGHV3-7	complex; input	-	1
CRK	IGHV3-9	complex; input	-	1
CRK	IGHV4-34	complex; input	-	1
CRK	IGHV4-39	complex; input	-	1
CRK	IGHV4-59	complex; input	-	1
CRK	IGHV7-81	complex; input	-	1
CRK	IGKC	complex; input	-	1
CRK	IGKV1-12	complex; input	-	1
CRK	IGKV1-16	complex; input	-	1
CRK	IGKV1-17	complex; input	-	1
CRK	IGKV1-33	complex; input	-	1
CRK	IGKV1-39	complex; input	-	1
CRK	IGKV1-5	complex; input	-	1
CRK	IGKV1D-12	complex; input	-	1
CRK	IGKV1D-16	complex; input	-	1
CRK	IGKV2-29	complex; input	-	1
CRK	IGKV2-30	complex; input	-	1
CRK	IGKV2D-28	complex; input	-	1
CRK	IGKV2D-30	complex; input	-	1
CRK	IGKV2D-40	complex; input	-	1
CRK	IGKV3-11	complex; input	-	1
CRK	IGKV3-15	complex; input	-	1
CRK	IGKV3-20	complex; input	-	1
CRK	IGKV3D-20	complex; input	-	1
CRK	IGKV4-1	complex; input	-	1
CRK	IGKV5-2	complex; input	-	1
CRK	IGLC1	complex; input	-	1
CRK	IGLC2	complex; input	-	1
CRK	IGLC3	complex; input	-	1
CRK	IGLC6	complex; input	-	1
CRK	IGLC7	complex; input	-	1
CRK	IGLV	complex; input	-	1
CRK	IGLV1-40	complex; input	-	1
CRK	IGLV1-44	complex; input	-	1
CRK	IGLV1-47	complex; input	-	1
CRK	IGLV1-51	complex; input	-	1
CRK	IGLV2-11	complex; input	-	1
CRK	IGLV2-14	complex; input	-	1
CRK	IGLV2-23	complex; input	-	1
CRK	IGLV2-8	complex; input	-	1
CRK	IGLV3-1	complex; input	-	1
CRK	IGLV3-19	complex; input	-	1
CRK	IGLV3-21	complex; input	-	1
CRK	IGLV3-25	complex; input	-	1
CRK	IGLV3-27	complex; input	-	1
CRK	IGLV6-57	complex; input	-	1
CRK	IGLV7-43	complex; input	-	1
CRK	IKZF3	predicted	-	0.64
CRK	INSR	PPrel: activated by	<-	1
CRK	IRS1	activated by; complex; input	<-	1
CRK	IRS2	complex	-	1
CRK	ITGA1	PPrel: activated by	<-	1
CRK	ITGA10	PPrel: activated by	<-	1
CRK	ITGA11	PPrel: activated by	<-	1
CRK	ITGA2	PPrel: activated by	<-	1
CRK	ITGA2B	PPrel: activated by; complex; input	<-	1
CRK	ITGA3	PPrel: activated by	<-	1
CRK	ITGA4	PPrel: activated by	<-	1
CRK	ITGA5	PPrel: activated by	<-	1
CRK	ITGA6	PPrel: activated by	<-	1
CRK	ITGA7	PPrel: activated by	<-	1
CRK	ITGA7 VARIANT PROTEIN	PPrel: activated by	<-	1
CRK	ITGA8	PPrel: activated by	<-	1
CRK	ITGA9	PPrel: activated by	<-	1
CRK	ITGAD	PPrel: activated by	<-	1
CRK	ITGAE	PPrel: activated by	<-	1
CRK	ITGAL	PPrel: activated by	<-	1
CRK	ITGAM	PPrel: activated by	<-	1
CRK	ITGAV	PPrel: activated by; activated by	<-	1
CRK	ITGAX	PPrel: activated by	<-	1
CRK	ITGB1	PPrel: activated by	<-	1
CRK	ITGB2	PPrel: activated by	<-	1
CRK	ITGB3	PPrel: activated by; activated by; complex; input	<-	1
CRK	ITGB4	PPrel: activated by	<-	1
CRK	ITGB5	PPrel: activated by	<-	1
CRK	ITGB6	PPrel: activated by	<-	1
CRK	ITGB7	PPrel: activated by	<-	1
CRK	ITGB8	PPrel: activated by	<-	1
CRK	KDR	PPrel: activated by; complex; input	<-	1
CRK	KIDINS220	PPrel: binding/association; complex	-	1
CRK	KIT	PPrel: activated by	<-	1
CRK	KLF15	predicted	-	0.64
CRK	LAT	complex; input	-	1
CRK	LCP2	complex; input	-	1
CRK	MAP2K4	PPrel: binding/association; activate	->	1
CRK	MAP3K1	PPrel: activation; activate	->	1
CRK	MAP3K7	activate	->	1
CRK	MAP4K1	complex; input	-	1
CRK	MAPK10	PPrel: binding/association	-	1
CRK	MAPK8	PPrel: binding/association; activate; interaction	->	1
CRK	MAPK9	PPrel: binding/association	-	1
CRK	MET	PPrel: activated by; activated by; complex; input	<-	1
CRK	NCK1	predicted	-	0.98
CRK	NEDD9	predicted	-	1
CRK	NGF	complex; input	-	1
CRK	NGFR	PPrel: activated by	<-	1
CRK	NKX2-1	predicted	-	0.64
CRK	NTRK1	complex; input	-	1
CRK	PDGFA	complex; input	-	1
CRK	PDGFB	activated by; complex; input	<-	1
CRK	PDGFRA	PPrel: activated by; complex; input	<-	1
CRK	PDGFRB	PPrel: activated by; activated by; complex; input	<-	1
CRK	PIK3CA	PPrel: activation; activated by	<->	1
CRK	PIK3CA VARIANT PROTEIN	PPrel: activation	->	1
CRK	PIK3CB	PPrel: activation	->	1
CRK	PIK3CD	PPrel: activation	->	1
CRK	PIK3R1	PPrel: activation; activated by	<->	1
CRK	PIK3R2	PPrel: activation	->	1
CRK	PIK3R3	PPrel: activation	->	1
CRK	PRKCA	activated by	<-	1
CRK	PRKCB	activated by	<-	1
CRK	PRKCD	activated by	<-	1
CRK	PRKCE	activated by	<-	1
CRK	PRKCG	activated by	<-	1
CRK	PRKCH	activated by	<-	1
CRK	PRKCQ	activated by	<-	1
CRK	PTK2	PPrel: activated by; complex; input	<-	1
CRK	PTK2B	PPrel: activated by; PPrel: binding/association; complex; input	<-	1
CRK	PTPN1	activated by; inhibited by	-	1
CRK	PTPN11	complex; input	-	1
CRK	PTTG1	predicted	-	0.64
CRK	PXN	PPrel: activation; complex; input	->	1
CRK	RAB4A	activated by	<-	1
CRK	RAC1	PPrel: activation; activate; activated by; catalyze	<->	1
CRK	RAC2	catalyze	->	1
CRK	RAC3	catalyze	->	1
CRK	RAP1A	activate; catalyze; complex; input	->	1
CRK	RAP1B	activate; activated by; catalyze; complex; input	<->	1
CRK	RAP2A	catalyze	->	1
CRK	RAP2B	catalyze	->	1
CRK	RAP2C	catalyze	->	1
CRK	RAPGEF1	PPrel: activation; PPrel: binding/association; activate; complex; input	->	1
CRK	RET	activated by	<-	1
CRK	RHOA	activate	->	1
CRK	RHOQ	PPrel: activation; activate	->	1
CRK	RPS6KB1	activated by	<-	1
CRK	SEMA4D	predicted	-	0.64
CRK	SH2B2	complex; input	-	1
CRK	SH3BP1	predicted	-	0.64
CRK	SHB	complex; input	-	1
CRK	SORBS1	complex; input	-	1
CRK	SOS1	predicted	-	0.77
CRK	SP1	predicted	-	0.64
CRK	SRC	activated by; complex; input	<-	1
CRK	STAT5A	predicted	-	0.98
CRK	STAT5B	predicted	-	0.98
CRK	SYK	complex; input	-	1
CRK	TAL1	predicted	-	0.64
CRK	TEK	PPrel: activated by; activated by	<-	1
CRK	TLN1	complex; input	-	1
CRK	TRIP6	complex; input	-	1
CRK	TUBB2A	predicted	-	0.64
CRK	TXK	predicted	-	0.98
CRK	UBASH3B	predicted	-	0.98
CRK	V1-11	complex; input	-	1
CRK	V1-13	complex; input	-	1
CRK	V1-16	complex; input	-	1
CRK	V1-20	complex; input	-	1
CRK	V1-3	complex; input	-	1
CRK	V1-5	complex; input	-	1
CRK	V1-7	complex; input	-	1
CRK	V1-9	complex; input	-	1
CRK	V2-11	complex; input	-	1
CRK	V2-15	complex; input	-	1
CRK	V2-17	complex; input	-	1
CRK	V2-19	complex; input	-	1
CRK	V2-8	complex; input	-	1
CRK	V3-2	complex; input	-	1
CRK	V3-3	complex; input	-	1
CRK	V3-4	complex; input	-	1
CRK	V4-1	complex; input	-	1
CRK	V4-2	complex; input	-	1
CRK	V4-6	complex; input	-	1
CRK	V5-1	complex; input	-	1
CRK	V5-4	complex; input	-	1
CRK	V5-6	complex; input	-	1
CRK	VAV1	predicted	-	0.98
CRK	VEGFA	complex; input	-	1
CRK	VEGFC	complex; input	-	1
CRK	VEGFD	complex; input	-	1
CRK	VWF	complex; input	-	1
CRK	WASL	predicted	-	0.64
CRK	YES1	complex; input	-	1
CRK	YWHAB	complex; input	-	1
CRK	YWHAG	predicted	-	0.64
CRK	ZAP70	predicted	-	0.99
CRKL	ITGAM	PPrel: activated by	<-	1
CRKL	ITGB2	PPrel: activated by	<-	1
CRLF3	PTPRC	predicted	-	0.59
CRMP1	DPYSL2	predicted	-	1
CRNKL1	PQBP1	complex; input	-	1
CRNKL1	SMNDC1	complex; input	-	1
CRNKL1	SNRNP40	complex; input	-	1
CRP	RPL23	predicted	-	0.64
CRY1	CSNK2B	predicted	-	0.77
CS	TRAP1	predicted	-	0.99
CSF1R	PTPRC	predicted	-	0.92
CSF2RB	CYBB	predicted	-	0.59
CSK	PTPRC	activated by; inhibite; inhibited by	-|	1
CSK	PTPRJ	inhibited by	|-	1
CSNK1A1	CSNK2B	inhibited by	|-	1
CSNK1A1L	CSNK2B	inhibited by	|-	1
CSNK1D	CSNK2B	inhibited by	|-	1
CSNK1D	NME7	complex; input	-	1
CSNK1D	STX5	catalyze	->	1
CSNK1E	CSNK2B	inhibited by	|-	1
CSNK1E	NME7	complex; input	-	1
CSNK1G2	CSNK2B	inhibited by	|-	1
CSNK1G3	CSNK2B	inhibited by	|-	1
CSNK2A1	CSNK2B	complex; predicted	-	1
CSNK2A1	MCM2	predicted	-	0.64
CSNK2A1	NOP2	predicted	-	0.97
CSNK2A2	CSNK2B	complex; predicted	-	1
CSNK2A2	NOP2	predicted	-	0.73
CSNK2A3	CSNK2B	predicted	-	1
CSNK2B	CSNK2B-LY6G5B-1072	predicted	-	0.98
CSNK2B	CTNNB1	PPrel: activation, phosphorylation; inhibite	-	1
CSNK2B	DACT1	predicted	-	0.99
CSNK2B	DACT3	predicted	-	0.54
CSNK2B	DEC1	predicted	-	0.64
CSNK2B	DEK	predicted	-	0.98
CSNK2B	DVL1	PPrel: binding/association; catalyze	->	1
CSNK2B	DVL2	PPrel: binding/association; catalyze	->	1
CSNK2B	DVL3	PPrel: binding/association; catalyze	->	1
CSNK2B	EIF3F	predicted	-	0.58
CSNK2B	ENG	complex; input	-	1
CSNK2B	ESR1	predicted	-	0.64
CSNK2B	ETS1	expression regulated by	<-	1
CSNK2B	EZH2	predicted	-	0.64
CSNK2B	FAF1	predicted	-	0.64
CSNK2B	FGB	predicted	-	0.64
CSNK2B	FGF1	predicted	-	0.64
CSNK2B	FGF2	predicted	-	0.54
CSNK2B	FKBP1A	complex; input	-	1
CSNK2B	FOSL1	expression regulated by	<-	1
CSNK2B	FRAT1	complex; input	-	1
CSNK2B	FRAT2	complex; input	-	1
CSNK2B	FTH1	predicted	-	0.64
CSNK2B	FUNDC1	PPrel: inhibition, phosphorylation; catalyze	-	1
CSNK2B	GDF2	complex; input	-	1
CSNK2B	GNB5	predicted	-	0.64
CSNK2B	GRK2	predicted	-	0.98
CSNK2B	GSK3A	predicted	-	0.96
CSNK2B	GSK3B	inhibite	-|	1
CSNK2B	HDAC1	predicted	-	0.58
CSNK2B	HHEX	predicted	-	0.64
CSNK2B	IRF1	predicted	-	0.64
CSNK2B	L1CAM	catalyze; complex; input	->	1
CSNK2B	LYN	predicted	-	0.64
CSNK2B	NAP1L1	predicted	-	0.58
CSNK2B	NCAPD2	catalyze	->	1
CSNK2B	NCAPG	catalyze	->	1
CSNK2B	NCAPH	catalyze	->	1
CSNK2B	NFKBIA	PPrel: activation, phosphorylation	->	1
CSNK2B	NTRK1	predicted	-	0.64
CSNK2B	NUDT6	predicted	-	0.56
CSNK2B	OGA	predicted	-	0.58
CSNK2B	PCGF5	complex	-	1
CSNK2B	PDCL	catalyze	->	1
CSNK2B	PML	predicted	-	0.64
CSNK2B	PPP1CC	predicted	-	0.58
CSNK2B	PPP2CA	inhibite	-|	1
CSNK2B	PPP2CB	inhibite	-|	1
CSNK2B	PPP2R5A	inhibit	-|	1
CSNK2B	PPP2R5B	inhibit	-|	1
CSNK2B	PPP2R5C	inhibit	-|	1
CSNK2B	PPP2R5D	inhibit	-|	1
CSNK2B	PPP2R5E	inhibit	-|	1
CSNK2B	PPP3CC	predicted	-	0.58
CSNK2B	PPP6C	inhibite	-|	1
CSNK2B	PRKAB2	predicted	-	0.64
CSNK2B	PRKAG1	predicted	-	0.97
CSNK2B	PRKCZ	predicted	-	0.98
CSNK2B	PRPF38A	predicted	-	0.78
CSNK2B	PSMB2	predicted	-	0.59
CSNK2B	PTEN	PPrel: inhibition; catalyze	-	1
CSNK2B	PTPN11	PPrel: inhibited, indirect effect	|-	1
CSNK2B	PTPN6	PPrel: inhibited, indirect effect	|-	1
CSNK2B	PTPRK	predicted	-	0.64
CSNK2B	RASSF10	predicted	-	0.64
CSNK2B	RASSF9	predicted	-	0.64
CSNK2B	RING1	complex	-	1
CSNK2B	RNF2	complex	-	1
CSNK2B	RPL41	predicted	-	0.58
CSNK2B	RPL5	predicted	-	0.58
CSNK2B	RPS6KA3	predicted	-	0.98
CSNK2B	RPS6KB1	predicted	-	0.98
CSNK2B	RPS6KB2	predicted	-	0.98
CSNK2B	RYBP	complex	-	1
CSNK2B	SAG	complex; input	-	1
CSNK2B	SHMT2	predicted	-	0.58
CSNK2B	SIRT1	predicted	-	0.78
CSNK2B	SMAD1	activate	->	1
CSNK2B	SMAD5	activate	->	1
CSNK2B	SMAD9	activate	->	1
CSNK2B	SMC2	catalyze	->	1
CSNK2B	SMC4	catalyze	->	1
CSNK2B	SRF	expression regulated by	<-	1
CSNK2B	SSRP1	complex; input	-	1
CSNK2B	STARD10	catalyze	->	1
CSNK2B	SUMO2	predicted	-	0.58
CSNK2B	SUPT16H	complex; input	-	1
CSNK2B	SUPT5H	predicted	-	0.99
CSNK2B	TAF1	expression regulated by	<-	1
CSNK2B	TGFB1	complex; input	-	1
CSNK2B	TGFBR1	complex; input	-	1
CSNK2B	TGFBR2	complex; input	-	1
CSNK2B	TLE1	predicted	-	0.64
CSNK2B	TP53	catalyze	->	1
CSNK2B	TP53BP2	predicted	-	0.64
CSNK2B	TRIM54	predicted	-	0.64
CSNK2B	VDAC1	predicted	-	0.58
CSNK2B	VRK3	predicted	-	0.98
CSNK2B	WDR12	predicted	-	0.78
CSNK2B	WDR18	predicted	-	0.58
CSNK2B	XPO1	predicted	-	0.73
CSNK2B	YAF2	complex	-	1
CSTA	KRT1	predicted	-	0.64
CSTA	S100A9	predicted	-	0.59
CSTF1	PQBP1	complex; input	-	1
CSTF1	SARNP	complex; input	-	1
CSTF1	SMNDC1	complex; input	-	1
CSTF1	SNRNP40	complex; input	-	1
CSTF2	PQBP1	complex; input	-	1
CSTF2	SARNP	complex; input	-	1
CSTF2	SMNDC1	complex; input	-	1
CSTF2	SNRNP40	complex; input	-	1
CSTF2T	PQBP1	complex; input	-	1
CSTF2T	SARNP	complex; input	-	1
CSTF2T	SMNDC1	complex; input	-	1
CSTF2T	SNRNP40	complex; input	-	1
CSTF3	PQBP1	complex; input	-	1
CSTF3	SARNP	complex; input	-	1
CSTF3	SMNDC1	complex; input	-	1
CSTF3	SNRNP40	complex; input	-	1
CTCF	MAP2K1	expression regulates	->	1
CTCF	MTF2	expression regulates	->	1
CTCF	RUNX3	expression regulates	->	1
CTCF	TESC	expression regulates	->	1
CTCFL	MAP2K1	expression regulates	->	1
CTNNA1	IQGAP1	complex; inhibited by; input	|-	1
CTNNA1	MMP8	catalyzed by	<-	1
CTNNA1	MMP9	catalyzed by	<-	1
CTNNA1	PTPRJ	activate	->	1
CTNNA2	MMP8	catalyzed by	<-	1
CTNNA2	MMP9	catalyzed by	<-	1
CTNNB1	IQGAP1	PPrel: inhibited by; complex; inhibited by; input	|-	1
CTNNB1	MMP8	catalyzed by	<-	1
CTNNB1	MMP9	catalyzed by	<-	1
CTNNB1	PTPRC	predicted	-	0.64
CTNNB1	PTPRJ	activate	->	1
CTNNB1	RUNX3	complex; inhibited by; input	|-	1
CTNNB1	SMARCAL1	complex; input	-	1
CTNNBL1	PQBP1	complex	-	1
CTNNBL1	SMNDC1	complex; input	-	1
CTNNBL1	SNRNP40	complex; input	-	1
CTNND1	IQGAP1	inhibited by; input	|-	1
CTNND1	PTPRJ	PPrel: activated by, dephosphorylation	<-	1
CTPS1	MCM2	predicted	-	0.58
CTR9	FOXK2	predicted	-	0.64
CTR9	KMT2A	predicted	-	0.64
CTSC	STX5	input	-	1
CTSD	ELANE	predicted	-	0.64
CTSD	PSAP	predicted	-	0.58
CTSG	CXCR4	predicted	-	0.64
CTSG	ELANE	predicted	-	0.92
CTSG	F2R	PPrel: activation	->	1
CTSG	F2RL1	PPrel: activation	->	1
CTSG	F2RL2	PPrel: activation	->	1
CTSG	F2RL3	PPrel: activation	->	1
CTSG	IGF1	catalyze	->	1
CTSG	IGF2	catalyze	->	1
CTSG	IGFALS	catalyze	->	1
CTSG	IGFBP3	catalyze	->	1
CTSG	MMP1	catalyze	->	1
CTSG	NFKB1	predicted	-	0.54
CTSG	NOTCH1	predicted	-	0.97
CTSG	PARD3	PPrel: activation	->	1
CTSG	PICK1	predicted	-	0.98
CTSG	PLAUR	activate	->	1
CTSG	PPBP	predicted	-	0.64
CTSG	PRTN3	predicted	-	0.92
CTSG	SERPINB10	PPrel: inhibited by	|-	1
CTSG	SERPINB13	PPrel: inhibited by	|-	1
CTSG	SERPINB3	PPrel: inhibited by	|-	1
CTSG	SERPINB4	PPrel: inhibited by	|-	1
CTSG	SERPINB6	PPrel: inhibited by	|-	1
CTSG	SERPINB9	PPrel: inhibited by	|-	1
CTSG	THBS1	predicted	-	0.64
CTSG	TPSB2	predicted	-	0.92
CTSZ	STX5	input	-	1
CUL1	RUNX2	complex; input	-	1
CUL4A	DCAF13	complex	-	1
CUL4B	DCAF13	complex	-	1
CUX1	STX5	complex; input	-	1
CWC15	PQBP1	complex	-	1
CWC15	SMNDC1	complex; input	-	1
CWC15	SNRNP40	complex; input	-	1
CWC22	PQBP1	complex; input	-	1
CWC22	SMNDC1	complex; input	-	1
CWC22	SNRNP40	complex; input	-	1
CWC25	PQBP1	complex; input	-	1
CWC25	SMNDC1	complex; input	-	1
CWC25	SNRNP40	complex; input	-	1
CWC27	PQBP1	complex; input	-	1
CWC27	SMNDC1	complex; input	-	1
CWC27	SNRNP40	complex; input	-	1
CWF19L1	DBR1	predicted	-	0.99
CX3CL1	GNG2	complex; input	-	1
CX3CL1	ITGB2	predicted	-	0.64
CX3CR1	GNG2	complex; input	-	1
CXCL1	GNG2	complex; input	-	1
CXCL10	GNG2	complex; input	-	1
CXCL11	GNG2	complex; input	-	1
CXCL12	GNG2	activate; activated by; complex; input; reaction	<->	1
CXCL12	PTPRC	complex; input	-	1
CXCL12	RALB	activate	->	1
CXCL13	GNG2	complex; input	-	1
CXCL16	GNG2	complex; input	-	1
CXCL2	GNG2	complex; input	-	1
CXCL3	GNG2	complex; input	-	1
CXCL5	GNG2	complex; input	-	1
CXCL6	GNG2	complex; input	-	1
CXCL8	GNG2	complex; input	-	1
CXCL9	GNG2	complex; input	-	1
CXCR1	GNG2	complex; input	-	1
CXCR2	GNG2	complex; input	-	1
CXCR2	IQGAP1	predicted	-	0.64
CXCR3	GNG2	activate; complex; input	->	1
CXCR4	GNAQ	PPrel: activation; complex	->	1
CXCR4	GNG2	PPrel: activation; activate; activated by; complex; input; reaction	<->	1
CXCR4	PTPRC	complex; input	-	1
CXCR4	RALB	activate	->	1
CXCR5	GNG2	complex; input	-	1
CXCR6	GNG2	complex; input	-	1
CYB5A	STX5	catalyze; catalyzed by; input	<->	1
CYBA	CYBB	PPrel: binding/association; complex; reaction	-	1
CYBA	MMP9	ECrel: activation	->	1
CYBA	NCF2	PPrel: dissociation; complex; input; reaction	-	1
CYBA	S100A8	complex; input; reaction	-	1
CYBA	S100A9	complex; input; reaction	-	1
CYBB	EVI2B	predicted	-	0.59
CYBB	IL18RAP	predicted	-	0.65
CYBB	IL2RG	predicted	-	0.59
CYBB	IQGAP1	predicted	-	0.64
CYBB	IRF1	predicted	-	0.58
CYBB	IRF8	predicted	-	0.99
CYBB	LTB4R	predicted	-	0.64
CYBB	MAPK11	ECrel: activation	->	1
CYBB	MAPK12	ECrel: activation	->	1
CYBB	MAPK13	ECrel: activation	->	1
CYBB	MAPK14	ECrel: activation	->	1
CYBB	MMP2	ECrel: activation	->	1
CYBB	MMP9	ECrel: activation	->	1
CYBB	NAMPT	PPrel: activated by	<-	1
CYBB	NCF1	PPrel: dissociation; complex; input; reaction	-	1
CYBB	NCF2	PPrel: dissociation; complex; input; reaction	-	1
CYBB	NCF4	PPrel: dissociation; complex; reaction	-	1
CYBB	NOX4	complex	-	1
CYBB	NRROS	predicted	-	0.54
CYBB	PRKCA	PPrel: activated, indirect effect	<-	1
CYBB	PRKCB	PPrel: activated, indirect effect	<-	1
CYBB	PRKCD	PPrel: activated, indirect effect	<-	1
CYBB	PRKCE	PPrel: activated, indirect effect	<-	1
CYBB	PRKCZ	PPrel: activated, indirect effect	<-	1
CYBB	RAC1	PPrel: activated by; complex; input	<-	1
CYBB	RAC2	complex; input; reaction	-	1
CYBB	RIPK3	PPrel: activated by	<-	1
CYBB	RNASE6	predicted	-	0.98
CYBB	S100A8	complex; input; reaction	-	1
CYBB	S100A9	complex; input; reaction	-	1
CYBB	SELL	predicted	-	0.59
CYBB	SPI1	expression regulated by	<-	1
CYBB	STAT1	predicted	-	0.64
CYBB	TLR2	predicted	-	0.64
CYBB	TNFRSF1A	predicted	-	0.64
CYBB	VCAM1	ECrel: activated	<-	1
CYC1	MT-CYB	complex	-	1
CYCS	MT-CYB	catalyzed by	<-	1
CYFIP1	DPYSL2	predicted	-	0.64
CYSLTR1	GNAQ	PPrel: activation; catalyze; complex; input	->	1
CYSLTR1	GNG2	catalyze; complex; input	->	1
CYSLTR2	GNAQ	PPrel: activation; catalyze; complex; input	->	1
CYSLTR2	GNG2	catalyze; complex; input	->	1
CYTH1	ITGB2	predicted	-	0.58
CYTH2	GNAQ	complex; input	-	1
CYTIP	PTPRC	predicted	-	0.59
DAB2	ITGB2	predicted	-	0.97
DAP3	ERAL1	complex	-	1
DAP3	FADD	complex; input	-	1
DAP3	GADD45GIP1	catalyze; complex; input	->	1
DAP3	GFM1	complex; input	-	1
DAP3	GFM2	complex; input	-	1
DAP3	MAPK1	activate; inhibited by	|->	1
DAP3	MAPK3	activate; inhibited by	|->	1
DAP3	MRPL1	catalyze; complex; input	->	1
DAP3	MRPL10	catalyze; complex; input	->	1
DAP3	MRPL11	catalyze; complex; input	->	1
DAP3	MRPL12	catalyze; complex; input	->	1
DAP3	MRPL13	catalyze; complex; input	->	1
DAP3	MRPL14	catalyze; complex; input	->	1
DAP3	MRPL15	catalyze; complex; input	->	1
DAP3	MRPL16	catalyze; complex; input	->	1
DAP3	MRPL17	catalyze; complex; input	->	1
DAP3	MRPL18	catalyze; complex; input	->	1
DAP3	MRPL19	catalyze; complex; input	->	1
DAP3	MRPL2	catalyze; complex; input	->	1
DAP3	MRPL20	catalyze; complex; input	->	1
DAP3	MRPL21	catalyze; complex; input	->	1
DAP3	MRPL22	catalyze; complex; input	->	1
DAP3	MRPL23	catalyze; complex; input	->	1
DAP3	MRPL24	catalyze; complex; input	->	1
DAP3	MRPL27	catalyze; complex; input	->	1
DAP3	MRPL28	catalyze; complex; input	->	1
DAP3	MRPL3	catalyze; complex; input	->	1
DAP3	MRPL30	catalyze; complex; input	->	1
DAP3	MRPL32	catalyze; complex; input	->	1
DAP3	MRPL33	catalyze; complex; input	->	1
DAP3	MRPL34	catalyze; complex; input	->	1
DAP3	MRPL35	catalyze; complex; input	->	1
DAP3	MRPL36	catalyze; complex; input	->	1
DAP3	MRPL37	catalyze; complex; input	->	1
DAP3	MRPL38	catalyze; complex; input	->	1
DAP3	MRPL39	catalyze; complex; input	->	1
DAP3	MRPL4	catalyze; complex; input	->	1
DAP3	MRPL40	catalyze; complex; input	->	1
DAP3	MRPL41	catalyze; complex; input	->	1
DAP3	MRPL42	catalyze; complex; input	->	1
DAP3	MRPL43	catalyze; complex; input	->	1
DAP3	MRPL44	catalyze; complex; input	->	1
DAP3	MRPL45	catalyze; complex; input	->	1
DAP3	MRPL46	catalyze; complex; input	->	1
DAP3	MRPL47	catalyze; complex; input	->	1
DAP3	MRPL48	catalyze; complex; input	->	1
DAP3	MRPL49	catalyze; complex; input	->	1
DAP3	MRPL50	catalyze; complex; input	->	1
DAP3	MRPL51	catalyze; complex; input	->	1
DAP3	MRPL52	catalyze; complex; input	->	1
DAP3	MRPL53	catalyze; complex; input	->	1
DAP3	MRPL54	catalyze; complex; input	->	1
DAP3	MRPL55	catalyze; complex; input	->	1
DAP3	MRPL57	catalyze; complex; input	->	1
DAP3	MRPL58	catalyze; complex; input	->	1
DAP3	MRPL9	catalyze; complex; input	->	1
DAP3	MRPS10	complex	-	1
DAP3	MRPS11	complex	-	1
DAP3	MRPS12	complex	-	1
DAP3	MRPS14	complex	-	1
DAP3	MRPS15	complex	-	1
DAP3	MRPS16	complex	-	1
DAP3	MRPS17	complex	-	1
DAP3	MRPS18A	complex	-	1
DAP3	MRPS18B	complex	-	1
DAP3	MRPS18C	complex	-	1
DAP3	MRPS2	complex	-	1
DAP3	MRPS21	complex	-	1
DAP3	MRPS22	complex	-	1
DAP3	MRPS23	complex	-	1
DAP3	MRPS24	complex	-	1
DAP3	MRPS25	complex	-	1
DAP3	MRPS26	complex	-	1
DAP3	MRPS27	complex	-	1
DAP3	MRPS28	complex	-	1
DAP3	MRPS30	complex	-	1
DAP3	MRPS31	complex	-	1
DAP3	MRPS33	complex	-	1
DAP3	MRPS34	complex	-	1
DAP3	MRPS35	complex	-	1
DAP3	MRPS36	complex	-	1
DAP3	MRPS5	complex	-	1
DAP3	MRPS6	complex	-	1
DAP3	MRPS7	complex	-	1
DAP3	MRPS9	complex	-	1
DAP3	MRRF	complex; input	-	1
DAP3	MTIF2	complex; input	-	1
DAP3	MTIF3	complex; input	-	1
DAP3	MTRF1L	complex; input	-	1
DAP3	OXA1L	catalyze; complex; input	->	1
DAP3	PTCD3	complex	-	1
DAP3	TNFRSF10A	complex; input	-	1
DAP3	TNFSF10	complex; input	-	1
DAP3	TUFM	complex; input	-	1
DAPK3	IQGAP1	predicted	-	0.64
DBF4	MCM2	PPrel: activation, phosphorylation; catalyze; complex; input; predicted	->	1
DBF4B	MCM2	predicted	-	0.64
DBR1	DHX38	predicted	-	0.64
DBR1	MTREX	predicted	-	0.64
DBR1	XPO1	predicted	-	0.73
DBT	DLD	complex	-	1
DBT	GCSH	input	-	1
DBT	LIPT1	catalyzed by	<-	1
DBT	PPM1K	catalyzed by	<-	1
DCAF13	DDB1	complex	-	1
DCAF13	DDX47	complex	-	1
DCAF13	DDX49	complex	-	1
DCAF13	DDX52	complex	-	1
DCAF13	DHX37	complex	-	1
