ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0002819	regulation of adaptive immune response	17/325	115/5738	0.000225078043335456	0.000225078043335456	0.0115211793497637	GATA3/IRF1/B2M/CD274/FOXP3/CD48/JAK2/LTA/IL6ST/FCGR2B/NOD2/KLRD1/JUNB/NFKBIZ/CD40/IL6/KLRC1	17
BP	GO:0071222	cellular response to lipopolysaccharide	18/325	126/5738	0.000229662571562852	0.000229662571562852	0.0115211793497637	NOS3/BCL10/IRAK2/MAP2K7/CD274/CX3CR1/LILRA2/JAK2/MAPK3/PRKCA/LY96/NOD2/SIGIRR/CCL2/PDCD1LG2/IL6/PTAFR/CD86	18
BP	GO:0046651	lymphocyte proliferation	23/325	183/5738	0.00023289585061753	0.00023289585061753	0.0115211793497637	LEF1/CD24/IRF1/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/BLK/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/IL5/PDCD1LG2/CD40/FLT3/IL6/CD70/PLCL2/CD86	23
BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	10/325	47/5738	0.000233822510709854	0.000233822510709854	0.0115211793497637	NOS3/BCL10/IRAK2/LILRA2/MAPK3/PRKCA/LY96/SIGIRR/CCL2/PTAFR	10
BP	GO:0050671	positive regulation of lymphocyte proliferation	15/325	95/5738	0.000251660901471304	0.000251660901471304	0.0120455058868994	CD24/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/IL6ST/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	15
BP	GO:0010595	positive regulation of endothelial cell migration	13/325	75/5738	0.000252224478981362	0.000252224478981362	0.0120455058868994	NOS3/SP1/ETS1/GATA3/FLT4/STAT5A/MET/PDGFB/ITGB1BP1/PRKCA/PIK3CG/PLCG1/CD40	13
BP	GO:0031349	positive regulation of defense response	21/325	161/5738	0.000259877646936355	0.000259877646936355	0.0122229534420305	IL16/ETS1/NPAS2/LILRA2/PAK3/JAK2/LTA/MAPK3/IL6ST/RASGRP1/PIK3CG/NOD2/PDE2A/KLRD1/GPSM3/TLR3/IFNG/CCR7/NFKBIZ/IL6/GRPR	21
BP	GO:0042113	B cell activation	22/325	173/5738	0.000268746041424673	0.000268746041424673	0.0124514073238234	LEF1/LAT2/CARD11/FOXP3/BLK/FCGR2B/SP3/RASGRP1/NOD2/PRKCB/IL5/CXCR5/CD27/YY1/CD40/FLT3/IL2RG/IL6/CD79B/CD70/PLCL2/CD86	22
BP	GO:0070661	leukocyte proliferation	25/325	209/5738	0.00027436273529336	0.00027436273529336	0.0125247013371535	LEF1/CD24/IRF1/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/MAPK3/BLK/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/IL5/PDCD1LG2/JUNB/CD40/FLT3/IL6/CD70/PLCL2/CD86	25
BP	GO:0071216	cellular response to biotic stimulus	20/325	151/5738	0.000295823447280863	0.000295823447280863	0.013308670420004	NOS3/BCL10/IRAK2/MAP2K7/CD274/CX3CR1/LILRA2/JAK2/TLR6/MAPK3/PRKCA/FCGR2B/LY96/NOD2/SIGIRR/CCL2/PDCD1LG2/IL6/PTAFR/CD86	20
BP	GO:0032946	positive regulation of mononuclear cell proliferation	15/325	97/5738	0.000318205090074387	0.000318205090074387	0.014032871456473	CD24/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/IL6ST/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	15
BP	GO:0032943	mononuclear cell proliferation	23/325	187/5738	0.000320962081973246	0.000320962081973246	0.014032871456473	LEF1/CD24/IRF1/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/BLK/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/IL5/PDCD1LG2/CD40/FLT3/IL6/CD70/PLCL2/CD86	23
BP	GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	6/325	18/5738	0.000327333995522649	0.000327333995522649	0.0141126893683669	BCL10/CARD11/PRKCH/PRKCB/CCR7/LCK	6
BP	GO:0070665	positive regulation of leukocyte proliferation	16/325	109/5738	0.000372466149662806	0.000372466149662806	0.0158385389380766	CD24/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/MAPK3/IL6ST/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	16
BP	GO:0048872	homeostasis of number of cells	22/325	179/5738	0.000436888294032476	0.000436888294032476	0.0183269356913481	ARNT/NOS3/BCL10/ETS1/GATA3/B2M/CARD11/CX3CR1/FOXP3/JAK2/HIPK2/RCOR1/HCLS1/GPR174/SP3/IL2RA/CCR7/FLT3/IL6/SMAP1/ARHGEF5/ACVR2A	22
BP	GO:0045058	T cell selection	9/325	42/5738	0.000453764768965554	0.000453764768965554	0.0187810849639217	GATA3/CD3G/CARD11/FOXP3/IRF4/BCL11B/GLI3/CCR7/IL6	9
BP	GO:0018108	peptidyl-tyrosine phosphorylation	28/325	256/5738	0.000532766190765994	0.000532766190765994	0.0212219314286997	CD24/CBLC/CD44/MAP2K7/IGF2/FLT4/ITK/MET/PDGFB/JAK2/MAPK3/BLK/HIPK2/HCLS1/MAP2K1/IL6ST/TNK1/MATK/NOD2/PARP14/IL5/FBXW7/IFNG/EPHA4/CD40/FLT3/LCK/IL6	28
BP	GO:0018212	peptidyl-tyrosine modification	28/325	256/5738	0.000532766190765994	0.000532766190765994	0.0212219314286997	CD24/CBLC/CD44/MAP2K7/IGF2/FLT4/ITK/MET/PDGFB/JAK2/MAPK3/BLK/HIPK2/HCLS1/MAP2K1/IL6ST/TNK1/MATK/NOD2/PARP14/IL5/FBXW7/IFNG/EPHA4/CD40/FLT3/LCK/IL6	28
BP	GO:0031347	regulation of defense response	32/325	308/5738	0.000538253726807742	0.000538253726807742	0.0212219314286997	IL16/STAT2/ETS1/GATA3/NPAS2/IRF1/LILRA2/FOXP3/PAK3/NCR1/JAK2/LTA/MAPK3/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/NOD2/PDE2A/KLRD1/PARP14/PLCG1/GPSM3/TLR3/BIRC3/IFNG/CCR7/NFKBIZ/IL6/GRPR/KLRC1	32
BP	GO:0050853	B cell receptor signaling pathway	9/325	43/5738	0.000545812571643821	0.000545812571643821	0.0212219314286997	LAT2/ITK/BLK/PRKCH/FCGR2B/PRKCB/LCK/CD79B/PLCL2	9
BP	GO:0002697	regulation of immune effector process	23/325	194/5738	0.00054691990118046	0.00054691990118046	0.0212219314286997	BCL10/GATA3/B2M/CX3CR1/FOXP3/NCR1/LTA/BLK/IRF4/FCGR2B/RASGRP1/NOD2/KLRD1/IL5/TLR3/JUNB/IFNG/NFKBIZ/CD40/IL6/PTAFR/KLRC1/CD86	23
BP	GO:0010543	regulation of platelet activation	7/325	27/5738	0.000581156838843965	0.000581156838843965	0.0222720145256771	NOS3/PDGFB/JAK2/BLK/PRKCA/IL6ST/IL6	7
BP	GO:0002443	leukocyte mediated immunity	22/325	183/5738	0.00059466011430048	0.00059466011430048	0.0225115876389232	LAT2/BCL10/GATA3/B2M/CX3CR1/FOXP3/NCR1/LTA/BLK/FCGR2B/RASGRP1/PIK3CG/NOD2/IRAK4/KLRD1/CD27/TLR3/CD40/IL6/PTAFR/CD70/KLRC1	22
BP	GO:0030101	natural killer cell activation	9/325	44/5738	0.000652624966557028	0.000652624966557028	0.0241176820347954	GATA3/NCR1/JAK2/IL2RB/IL15RA/SP3/RASGRP1/KLRD1/KLRC1	9
BP	GO:0050854	regulation of antigen receptor-mediated signaling pathway	9/325	44/5738	0.000652624966557028	0.000652624966557028	0.0241176820347954	BCL10/CARD11/BLK/PRKCH/FCGR2B/PRKCB/CCR7/LCK/PLCL2	9
BP	GO:0010634	positive regulation of epithelial cell migration	15/325	104/5738	0.000683684029938726	0.000683684029938726	0.0249682254401152	NOS3/SP1/ETS1/GATA3/FLT4/STAT5A/MET/PDGFB/ITGB1BP1/PRKCA/IQSEC1/PIK3CG/PLCG1/IFNG/CD40	15
BP	GO:0071887	leukocyte apoptotic process	13/325	83/5738	0.00069917094339574	0.00069917094339574	0.0252369046765488	BCL10/CD3G/CD274/BLK/HCLS1/IL2RA/NOD2/BCL11B/CD27/FASLG/GLI3/CCR7/IL6	13
BP	GO:0001818	negative regulation of cytokine production	19/325	150/5738	0.000735375460366507	0.000735375460366507	0.0262386235041843	LEF1/CD24/GATA3/CD274/CX3CR1/FOXP3/TLR6/FCGR2B/NOD2/SIGIRR/CLEC4A/YY1/CMKLR1/PDCD1LG2/IFNG/CCR7/CD2AP/IL6/OTUD7B	19
BP	GO:0002287	alpha-beta T cell activation involved in immune response	10/325	54/5738	0.000758655845255986	0.000758655845255986	0.0264609827044341	LEF1/GATA3/EOMES/FOXP3/IRF4/JUNB/IFNG/NFKBIZ/IL6/CD86	10
BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	10/325	54/5738	0.000758655845255986	0.000758655845255986	0.0264609827044341	LEF1/GATA3/EOMES/FOXP3/IRF4/JUNB/IFNG/NFKBIZ/IL6/CD86	10
BP	GO:0050729	positive regulation of inflammatory response	13/325	84/5738	0.000785886596123816	0.000785886596123816	0.0271061938242004	IL16/ETS1/JAK2/LTA/IL6ST/PIK3CG/PDE2A/GPSM3/TLR3/IFNG/CCR7/NFKBIZ/IL6	13
BP	GO:0002821	positive regulation of adaptive immune response	11/325	64/5738	0.00080718349245562	0.00080718349245562	0.0273916239712839	GATA3/B2M/CD274/FOXP3/JAK2/LTA/IL6ST/NOD2/NFKBIZ/CD40/IL6	11
BP	GO:0046330	positive regulation of JNK cascade	12/325	74/5738	0.000811810083109601	0.000811810083109601	0.0273916239712839	MAP3K5/MAP2K7/FLT4/EDAR/HIPK2/FCGR2B/RASGRP1/NOD2/CD27/TLR3/CCR7/SDCBP	12
BP	GO:1904037	positive regulation of epithelial cell apoptotic process	6/325	21/5738	0.000827868831282984	0.000827868831282984	0.0276331090373913	JAK2/CCL2/PLCG1/FASLG/CD40/IL6	6
BP	GO:1902105	regulation of leukocyte differentiation	24/325	213/5738	0.000872656711448626	0.000872656711448626	0.0288181930802015	LEF1/GATA3/IRF1/CARD11/FOXP3/HCLS1/PRKCA/IRF4/FCGR2B/IL15RA/RASGRP1/IL2RA/GPR68/IL5/CD27/GLI3/FBXW7/TLR3/JUNB/IFNG/NFKBIZ/IL2RG/CAMK4/CD86	24
BP	GO:0098586	cellular response to virus	9/325	46/5738	0.000917568035498238	0.000917568035498238	0.0296363822615111	IFNAR1/POU2F2/CHUK/JAK2/IL10RB/TLR3/BIRC3/IFNG/IL6	9
BP	GO:0045639	positive regulation of myeloid cell differentiation	11/325	65/5738	0.000923542962717484	0.000923542962717484	0.0296363822615111	ARNT/LEF1/ETS1/RCOR1/HCLS1/PRKCA/GPR68/IL5/IFNG/SMAP1/ACVR2A	11
BP	GO:0046640	regulation of alpha-beta T cell proliferation	7/325	29/5738	0.000926074135435145	0.000926074135435145	0.0296363822615111	IRF1/CARD11/CD274/EBI3/FOXP3/JAK2/IL2RA	7
BP	GO:0010632	regulation of epithelial cell migration	19/325	154/5738	0.00101732542727602	0.00101732542727602	0.0316986336270131	NOS3/SP1/ETS1/GATA3/FLT4/EVL/STAT5A/MET/PDGFB/ITGB1BP1/PRKCA/IQSEC1/PIK3CG/PLCG1/FBXW7/IFNG/CD40/PTPRG/PTPRR	19
BP	GO:0002292	T cell differentiation involved in immune response	10/325	56/5738	0.00102052763081714	0.00102052763081714	0.0316986336270131	LEF1/GATA3/EOMES/FOXP3/IRF4/JUNB/IFNG/NFKBIZ/IL6/CD86	10
BP	GO:0007596	blood coagulation	15/325	108/5738	0.00102114960819473	0.00102114960819473	0.0316986336270131	NOS3/PDGFB/JAK2/BLK/PRKCA/IL6ST/ANXA5/PIK3CG/DGKH/CD40/MYH9/DGKK/LCK/IL6/DGKA	15
BP	GO:0050855	regulation of B cell receptor signaling pathway	5/325	15/5738	0.00105893178836199	0.00105893178836199	0.0320782055140521	BLK/PRKCH/FCGR2B/PRKCB/PLCL2	5
BP	GO:0090330	regulation of platelet aggregation	5/325	15/5738	0.00105893178836199	0.00105893178836199	0.0320782055140521	JAK2/BLK/PRKCA/IL6ST/IL6	5
BP	GO:0006968	cellular defense response	8/325	38/5738	0.00106437857224483	0.00106437857224483	0.0320782055140521	BCL10/RAB23/CCR3/CX3CR1/ITK/NCR1/KLRG1/LY96	8
BP	GO:0050817	coagulation	15/325	109/5738	0.00112466292604557	0.00112466292604557	0.0335691393614208	NOS3/PDGFB/JAK2/BLK/PRKCA/IL6ST/ANXA5/PIK3CG/DGKH/CD40/MYH9/DGKK/LCK/IL6/DGKA	15
BP	GO:0002221	pattern recognition receptor signaling pathway	13/325	88/5738	0.00122863012485332	0.00122863012485332	0.0363231101573177	BCL10/IRAK2/IRF1/LILRA2/TLR6/IRF4/LY96/NOD2/IRAK4/TLR5/TLR3/BIRC3/CD40	13
BP	GO:0007249	I-kappaB kinase/NF-kappaB signaling	23/325	207/5738	0.00134841987265028	0.00134841987265028	0.0392282463418695	TRIM25/BCL10/APOL3/CHUK/IRAK2/CARD11/CX3CR1/EDA/EDAR/TLR6/C18orf32/SLC20A1/CASP10/NOD2/IRAK4/PIM2/PRKCB/FASLG/TLR3/BIRC3/CCR7/CD40/OTUD7B	23
BP	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	10/325	58/5738	0.00135217064789794	0.00135217064789794	0.0392282463418695	GATA3/B2M/CD274/FOXP3/JAK2/LTA/NOD2/NFKBIZ/CD40/IL6	10
BP	GO:0046633	alpha-beta T cell proliferation	7/325	31/5738	0.00141482195007473	0.00141482195007473	0.0406657887989316	IRF1/CARD11/CD274/EBI3/FOXP3/JAK2/IL2RA	7
BP	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	21/325	183/5738	0.00144341925341239	0.00144341925341239	0.0410657300994971	TRIM25/BCL10/APOL3/CHUK/CARD11/EDA/EDAR/TLR6/C18orf32/SLC20A1/CASP10/NOD2/IRAK4/PIM2/PRKCB/FASLG/TLR3/BIRC3/CCR7/CD40/OTUD7B	21
BP	GO:0002285	lymphocyte activation involved in immune response	15/325	112/5738	0.00148978813960212	0.00148978813960212	0.0410657300994971	LEF1/GATA3/LCP1/EOMES/FOXP3/ITGAL/IRF4/FCGR2B/JUNB/IFNG/NFKBIZ/CD40/IL6/PLCL2/CD86	15
BP	GO:0007599	hemostasis	15/325	112/5738	0.00148978813960212	0.00148978813960212	0.0410657300994971	NOS3/PDGFB/JAK2/BLK/PRKCA/IL6ST/ANXA5/PIK3CG/DGKH/CD40/MYH9/DGKK/LCK/IL6/DGKA	15
BP	GO:0002437	inflammatory response to antigenic stimulus	8/325	40/5738	0.00151603647405145	0.00151603647405145	0.0410657300994971	GATA3/LTA/FCGR2B/RASGRP1/IL2RA/NOD2/PLCG1/CCR7	8
BP	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	8/325	40/5738	0.00151603647405145	0.00151603647405145	0.0410657300994971	JAK2/HCLS1/IL6ST/PARP14/IFNG/CD40/FLT3/IL6	8
BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	8/325	40/5738	0.00151603647405145	0.00151603647405145	0.0410657300994971	NOS3/SP1/ETS1/STAT5A/PDGFB/PRKCA/PLCG1/CD40	8
BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	14/325	101/5738	0.00152133978072908	0.00152133978072908	0.0410657300994971	GATA3/B2M/CD274/FOXP3/JAK2/LTA/FCGR2B/NOD2/KLRD1/JUNB/NFKBIZ/CD40/IL6/KLRC1	14
BP	GO:0033077	T cell differentiation in thymus	11/325	69/5738	0.00153650586776459	0.00153650586776459	0.0411175662798347	GATA3/CD3G/B2M/CARD11/FOXP3/RASGRP1/BCL11B/GLI3/CCR7/IL2RG/CAMK4	11
BP	GO:0002699	positive regulation of immune effector process	17/325	136/5738	0.00160477074817456	0.00160477074817456	0.04213945944568	BCL10/GATA3/B2M/FOXP3/LTA/BLK/RASGRP1/NOD2/KLRD1/IL5/TLR3/IFNG/NFKBIZ/CD40/IL6/PTAFR/CD86	17
BP	GO:0002922	positive regulation of humoral immune response	4/325	10/5738	0.00161541739244969	0.00161541739244969	0.04213945944568	LTA/FCGR2B/NOD2/CCR7	4
BP	GO:2000353	positive regulation of endothelial cell apoptotic process	4/325	10/5738	0.00161541739244969	0.00161541739244969	0.04213945944568	CCL2/PLCG1/FASLG/CD40	4
BP	GO:0007259	receptor signaling pathway via JAK-STAT	14/325	102/5738	0.00167520737399596	0.00167520737399596	0.0433349697010007	STAT2/IFNAR1/STAT5A/JAK2/IL10RB/HCLS1/IL6ST/PARP14/CCL2/IL5/IFNG/CD40/FLT3/IL6	14
BP	GO:0032735	positive regulation of interleukin-12 production	7/325	32/5738	0.00172463039640349	0.00172463039640349	0.0442447589299164	IL16/IRF1/NOD2/TLR3/IFNG/CCR7/CD40	7
BP	GO:0050670	regulation of lymphocyte proliferation	18/325	149/5738	0.00174879818204575	0.00174879818204575	0.044497030533675	CD24/IRF1/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/BLK/IL6ST/FCGR2B/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	18
BP	GO:0071706	tumor necrosis factor superfamily cytokine production	15/325	114/5738	0.00178469424440629	0.00178469424440629	0.0446779569333968	BCL10/CD274/CX3CR1/LILRA2/FOXP3/JAK2/LY96/RASGRP1/NOD2/CLEC4A/TLR3/IFNG/IL6/PTAFR/CD86	15
BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	15/325	114/5738	0.00178469424440629	0.00178469424440629	0.0446779569333968	BCL10/CD274/CX3CR1/LILRA2/FOXP3/JAK2/LY96/RASGRP1/NOD2/CLEC4A/TLR3/IFNG/IL6/PTAFR/CD86	15
BP	GO:0030218	erythrocyte differentiation	11/325	71/5738	0.00194949264650746	0.00194949264650746	0.0482409517621923	ARNT/ETS1/GATA3/B2M/JAK2/HIPK2/RCOR1/HCLS1/SP3/SMAP1/ACVR2A	11
BP	GO:0032101	regulation of response to external stimulus	42/325	473/5738	0.00197152562044816	0.00197152562044816	0.0482409517621923	NOS3/IL16/STAT2/ETS1/GATA3/IRF1/CX3CR1/LILRA2/MET/FOXP3/PDGFB/PAK3/NCR1/JAK2/LTA/MAPK3/MAP2K1/PRKCA/IL6ST/FCGR2B/LY96/RASGRP1/PIK3CG/IL2RA/NOD2/PDE2A/KLRD1/PARP14/SIGIRR/CCL2/PLCG1/PLXNA4/GPSM3/CMKLR1/TLR3/BIRC3/IFNG/EPHA4/CCR7/NFKBIZ/IL6/KLRC1	42
BP	GO:0046635	positive regulation of alpha-beta T cell activation	9/325	51/5738	0.00197364219400085	0.00197364219400085	0.0482409517621923	CARD11/EBI3/FOXP3/JAK2/GLI3/IFNG/NFKBIZ/IL2RG/CD86	9
BP	GO:0032944	regulation of mononuclear cell proliferation	18/325	151/5738	0.00203428739119128	0.00203428739119128	0.0493348151038084	CD24/IRF1/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/BLK/IL6ST/FCGR2B/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	18
BP	GO:0031295	T cell costimulation	7/325	33/5738	0.00208468279119856	0.00208468279119856	0.0501650718175811	CD24/CARD11/CD274/PDCD1LG2/CCR7/LCK/CD86	7
BP	GO:0034121	regulation of toll-like receptor signaling pathway	8/325	42/5738	0.00210772150100151	0.00210772150100151	0.0503293174611616	IRF1/LILRA2/TLR6/IRF4/NOD2/TLR5/TLR3/BIRC3	8
BP	GO:0002703	regulation of leukocyte mediated immunity	16/325	128/5738	0.00218478223524883	0.00218478223524883	0.0506729057734316	GATA3/B2M/CX3CR1/FOXP3/NCR1/LTA/BLK/FCGR2B/RASGRP1/NOD2/KLRD1/TLR3/CD40/IL6/PTAFR/KLRC1	16
BP	GO:0042098	T cell proliferation	16/325	128/5738	0.00218478223524883	0.00218478223524883	0.0506729057734316	CD24/IRF1/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/IL6ST/RASGRP1/PIK3CG/IL2RA/PDCD1LG2/IL6/CD70/CD86	16
BP	GO:0045580	regulation of T cell differentiation	16/325	128/5738	0.00218478223524883	0.00218478223524883	0.0506729057734316	LEF1/GATA3/IRF1/CARD11/FOXP3/IRF4/RASGRP1/IL2RA/CD27/GLI3/JUNB/IFNG/NFKBIZ/IL2RG/CAMK4/CD86	16
BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	11/325	72/5738	0.00218754040860807	0.00218754040860807	0.0506729057734316	BCL10/LILRA2/JAK2/LY96/RASGRP1/NOD2/TLR3/IFNG/IL6/PTAFR/CD86	11
BP	GO:0002274	myeloid leukocyte activation	17/325	140/5738	0.00220373013409379	0.00220373013409379	0.0506729057734316	LAT2/CX3CR1/LILRA2/JAK2/TLR6/BLK/IRF4/FCGR2B/RASGRP1/PIK3CG/CRTC3/TLR3/IFNG/LCP2/IL6/CAMK4/PTAFR	17
BP	GO:0006959	humoral immune response	10/325	62/5738	0.00227843553560637	0.00227843553560637	0.0516258654975273	POU2F2/GATA3/EBI3/LTA/FCGR2B/NOD2/CCL2/IFNG/CCR7/IL6	10
BP	GO:0043367	CD4-positive, alpha-beta T cell differentiation	10/325	62/5738	0.00227843553560637	0.00227843553560637	0.0516258654975273	LEF1/GATA3/FOXP3/IRF4/JUNB/IFNG/NFKBIZ/IL2RG/IL6/CD86	10
BP	GO:0097696	receptor signaling pathway via STAT	14/325	106/5738	0.00242625434541982	0.00242625434541982	0.0545768425983452	STAT2/IFNAR1/STAT5A/JAK2/IL10RB/HCLS1/IL6ST/PARP14/CCL2/IL5/IFNG/CD40/FLT3/IL6	14
BP	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	8/325	43/5738	0.00246472925628328	0.00246472925628328	0.0550434424595183	GATA3/FOXP3/IRF4/JUNB/IFNG/NFKBIZ/IL2RG/CD86	8
BP	GO:0031294	lymphocyte costimulation	7/325	34/5738	0.00250021740524807	0.00250021740524807	0.0554371513389214	CD24/CARD11/CD274/PDCD1LG2/CCR7/LCK/CD86	7
BP	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	9/325	53/5738	0.00260206390870278	0.00260206390870278	0.0572278862894712	LEF1/GATA3/FOXP3/IRF4/JUNB/IFNG/NFKBIZ/IL6/CD86	9
BP	GO:0002710	negative regulation of T cell mediated immunity	5/325	18/5738	0.00262456614371425	0.00262456614371425	0.0572278862894712	FOXP3/FCGR2B/NOD2/KLRD1/KLRC1	5
BP	GO:0042129	regulation of T cell proliferation	14/325	107/5738	0.00265212847186688	0.00265212847186688	0.0572278862894712	CD24/IRF1/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/IL6ST/IL2RA/PDCD1LG2/IL6/CD70/CD86	14
BP	GO:0070663	regulation of leukocyte proliferation	19/325	167/5738	0.00265472188687679	0.00265472188687679	0.0572278862894712	CD24/IRF1/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/MAPK3/BLK/IL6ST/FCGR2B/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	19
BP	GO:0002456	T cell mediated immunity	9/325	54/5738	0.00297074552139214	0.00297074552139214	0.0635987553000756	GATA3/B2M/FOXP3/FCGR2B/NOD2/KLRD1/IL6/CD70/KLRC1	9
BP	GO:0034101	erythrocyte homeostasis	11/325	75/5738	0.00304659886796152	0.00304659886796152	0.0647759196944378	ARNT/ETS1/GATA3/B2M/JAK2/HIPK2/RCOR1/HCLS1/SP3/SMAP1/ACVR2A	11
BP	GO:0043410	positive regulation of MAPK cascade	32/325	342/5738	0.00307538976146621	0.00307538976146621	0.0649432467351512	CD24/RAP1B/CD44/MAP3K5/MAP2K7/IGF2/FLT4/EDAR/PDGFB/JAK2/TLR6/MAPK3/KL/HIPK2/MAP2K1/PRKCA/FCGR2B/RASGRP1/PIK3CG/NOD2/CCL2/CD27/FBXW7/TLR3/EPHA4/CCR7/CD40/FLT3/SDCBP/IL6/IQGAP1/ARHGEF5	32
BP	GO:0001934	positive regulation of protein phosphorylation	40/325	456/5738	0.00315543683167041	0.00315543683167041	0.0661569826056298	S1PR2/CD24/CD44/MAP3K5/MAP2K7/IGF2/FLT4/CX3CR1/PDGFB/JAK2/TLR6/MAPK3/ITGB1BP1/HIPK2/HCLS1/MAP2K1/IL6ST/RASGRP1/PIK3CG/NOD2/PARP14/CREBL2/CALM1/IL5/FBXW7/TLR3/IFNG/EPHA4/CCR7/CD40/FLT3/SDCBP/LCP2/IL6/TNFRSF10A/SH2D3C/IQGAP1/ARHGEF5/ACVR2A/CD86	40
BP	GO:0045619	regulation of lymphocyte differentiation	17/325	145/5738	0.00320560815836418	0.00320560815836418	0.0661569826056298	LEF1/GATA3/IRF1/CARD11/FOXP3/IRF4/IL15RA/RASGRP1/IL2RA/CD27/GLI3/JUNB/IFNG/NFKBIZ/IL2RG/CAMK4/CD86	17
BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	16/325	133/5738	0.00323942634393114	0.00323942634393114	0.0661569826056298	CD24/CD44/IGF2/PDGFB/JAK2/HCLS1/IL6ST/NOD2/PARP14/IL5/FBXW7/IFNG/EPHA4/CD40/FLT3/IL6	16
BP	GO:1902107	positive regulation of leukocyte differentiation	16/325	133/5738	0.00323942634393114	0.00323942634393114	0.0661569826056298	LEF1/GATA3/FOXP3/HCLS1/PRKCA/IL15RA/RASGRP1/IL2RA/GPR68/IL5/CD27/GLI3/IFNG/NFKBIZ/IL2RG/CD86	16
BP	GO:1903708	positive regulation of hemopoiesis	16/325	133/5738	0.00323942634393114	0.00323942634393114	0.0661569826056298	LEF1/GATA3/FOXP3/HCLS1/PRKCA/IL15RA/RASGRP1/IL2RA/GPR68/IL5/CD27/GLI3/IFNG/NFKBIZ/IL2RG/CD86	16
BP	GO:0002262	myeloid cell homeostasis	13/325	98/5738	0.00330008944040545	0.00330008944040545	0.0664828428740655	ARNT/ETS1/GATA3/B2M/FOXP3/JAK2/HIPK2/RCOR1/HCLS1/SP3/IL6/SMAP1/ACVR2A	13
BP	GO:0032615	interleukin-12 production	8/325	45/5738	0.00331963330390171	0.00331963330390171	0.0664828428740655	IL16/IRF1/NOD2/CMKLR1/TLR3/IFNG/CCR7/CD40	8
BP	GO:0032655	regulation of interleukin-12 production	8/325	45/5738	0.00331963330390171	0.00331963330390171	0.0664828428740655	IL16/IRF1/NOD2/CMKLR1/TLR3/IFNG/CCR7/CD40	8
BP	GO:0032814	regulation of natural killer cell activation	5/325	19/5738	0.00339910745242022	0.00339910745242022	0.0667819312270969	JAK2/IL15RA/RASGRP1/KLRD1/KLRC1	5
BP	GO:0034110	regulation of homotypic cell-cell adhesion	5/325	19/5738	0.00339910745242022	0.00339910745242022	0.0667819312270969	JAK2/BLK/PRKCA/IL6ST/IL6	5
BP	GO:0046629	gamma-delta T cell activation	5/325	19/5738	0.00339910745242022	0.00339910745242022	0.0667819312270969	LEF1/CD3G/ITK/NOD2/KLRC1	5
BP	GO:0032103	positive regulation of response to external stimulus	25/325	249/5738	0.00347242979579882	0.00347242979579882	0.0670644021571088	IL16/ETS1/CX3CR1/LILRA2/MET/PDGFB/PAK3/JAK2/LTA/MAPK3/PRKCA/IL6ST/LY96/RASGRP1/PIK3CG/NOD2/PDE2A/KLRD1/GPSM3/CMKLR1/TLR3/IFNG/CCR7/NFKBIZ/IL6	25
BP	GO:0002830	positive regulation of type 2 immune response	4/325	12/5738	0.00347829783313998	0.00347829783313998	0.0670644021571088	GATA3/NOD2/IL6/CD86	4
