	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
WP536	WP536	Calcium regulation in cardiac cells	2/115	152/8701	0.600603770327784	801/10971	2
WP2882	WP2882	Nuclear receptors meta-pathway	4/115	314/8701	0.600683402907694	4259/5272/6714/6774	4
WP176	WP176	Folate metabolism	1/115	69/8701	0.602147898209048	6648	1
WP5158	WP5158	Urotensin-II-mediated signaling pathway	1/115	69/8701	0.602147898209048	6774	1
WP2880	WP2880	Glucocorticoid receptor pathway	1/115	70/8701	0.607448291131425	5272	1
WP1982	WP1982	Sterol regulatory element-binding proteins (SREBP) signaling	1/115	71/8701	0.612678675388161	47	1
WP4341	WP4341	Non-genomic actions of 1,25 dihydroxyvitamin D3	1/115	75/8701	0.632918281875329	3716	1
WP2059	WP2059	Alzheimer's disease and miRNA effects	4/115	328/8701	0.635261356710493	801/2597/5532/7277	4
WP4016	WP4016	DNA IR-damage and cellular response via ATR	1/115	81/8701	0.661327941627013	79184	1
WP2261	WP2261	Glioblastoma signaling pathways	1/115	83/8701	0.670304674056117	6714	1
WP4022	WP4022	Pyrimidine metabolism	1/115	84/8701	0.674704182350796	1633	1
WP15	WP15	Selenium micronutrient network	1/115	86/8701	0.683329350266555	6648	1
WP477	WP477	Cytoplasmic ribosomal proteins	1/115	88/8701	0.691727759481304	6199	1
WP5098	WP5098	T-cell activation SARS-CoV-2	1/115	88/8701	0.691727759481304	57521	1
WP2446	WP2446	Retinoblastoma gene in cancer	1/115	90/8701	0.699905320632056	1633	1
WP4223	WP4223	Ras signaling	2/115	184/8701	0.703726710352033	801/5908	2
WP702	WP702	Metapathway biotransformation Phase I and II	2/115	185/8701	0.706565138230613	8514/4259	2
WP1772	WP1772	Apoptosis modulation and signaling	1/115	92/8701	0.707867791618722	8682	1
WP2355	WP2355	Corticotropin-releasing hormone signaling pathway	1/115	92/8701	0.707867791618722	5908	1
WP2877	WP2877	Vitamin D receptor pathway	2/115	187/8701	0.712174759526603	4650/7168	2
WP4963	WP4963	p53 transcriptional gene network	1/115	96/8701	0.723169754389876	57521	1
WP23	WP23	B cell receptor signaling pathway	1/115	97/8701	0.726869403227199	4690	1
WP3594	WP3594	Circadian rhythm genes	2/115	201/8701	0.748993302673995	100/1859	2
WP5094	WP5094	Orexin receptor pathway	2/115	201/8701	0.748993302673995	7798/6774	2
WP5366	WP5366	NF1 copy number variation syndrome 	1/115	110/8701	0.770730290922792	51466	1
WP3998	WP3998	Prader-Willi and Angelman syndrome	1/115	111/8701	0.773799318573109	23191	1
WP710	WP710	DNA damage response (only ATM dependent)	1/115	111/8701	0.773799318573109	6648	1
WP5345	WP5345	1p36 copy number variation syndrome	1/115	112/8701	0.776827616403621	55229	1
WP428	WP428	Wnt signaling	1/115	115/8701	0.785673454687786	5532	1
WP179	WP179	Cell cycle	1/115	120/8701	0.799650583259716	10971	1
WP2431	WP2431	Spinal cord injury	1/115	121/8701	0.802335606325224	4155	1
WP2884	WP2884	NRF2 pathway	1/115	141/8701	0.849134101619824	4259	1
WP4673	WP4673	Male infertility	1/115	145/8701	0.857080827263398	6648	1
WP4262	WP4262	Breast cancer pathway	1/115	155/8701	0.87517815579096	6199	1
WP481	WP481	Insulin signaling	1/115	160/8701	0.883355392840077	6199	1
