	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0140097	GO:0140097	catalytic activity, acting on DNA	2/147	93/3928	0.870154910882378	CHD1/MPG	2
GO:0030674	GO:0030674	protein-macromolecule adaptor activity	3/147	130/3928	0.872749894736872	CRK/NOLC1/STX5	3
GO:0016614	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	1/147	57/3928	0.888087659641428	L2HGDH	1
GO:0008135	GO:0008135	translation factor activity, RNA binding	1/147	58/3928	0.892337495351248	DHX29	1
GO:0008094	GO:0008094	ATP-dependent activity, acting on DNA	1/147	59/3928	0.896427001341782	CHD1	1
GO:0061134	GO:0061134	peptidase regulator activity	1/147	63/3928	0.91129859676205	CLPX	1
GO:0030246	GO:0030246	carbohydrate binding	1/147	64/3928	0.914672233573429	MANBA	1
GO:0090079	GO:0090079	translation regulator activity, nucleic acid binding	1/147	66/3928	0.921041876572497	DHX29	1
GO:0016829	GO:0016829	lyase activity	1/147	69/3928	0.929721398773263	ECHS1	1
GO:0016853	GO:0016853	isomerase activity	1/147	73/3928	0.939837052103941	ECHS1	1
GO:0004842	GO:0004842	ubiquitin-protein transferase activity	1/147	74/3928	0.942131203424491	RNF220	1
GO:0022890	GO:0022890	inorganic cation transmembrane transporter activity	1/147	74/3928	0.942131203424491	SLC25A5	1
GO:0008324	GO:0008324	monoatomic cation transmembrane transporter activity	1/147	76/3928	0.946462050630289	SLC25A5	1
GO:0046982	GO:0046982	protein heterodimerization activity	1/147	78/3928	0.950470821368002	NOLC1	1
GO:0045182	GO:0045182	translation regulator activity	1/147	80/3928	0.954181315946337	DHX29	1
GO:0015318	GO:0015318	inorganic molecular entity transmembrane transporter activity	1/147	83/3928	0.959235584209178	SLC25A5	1
GO:0042277	GO:0042277	peptide binding	1/147	83/3928	0.959235584209178	NOLC1	1
GO:0140677	GO:0140677	molecular function activator activity	6/147	284/3928	0.96147483027821	CCNK/CLPX/NKRF/PARP16/PITRM1/RUNX2	6
GO:0046983	GO:0046983	protein dimerization activity	6/147	286/3928	0.963291831545906	CISD2/CLPX/DNPH1/KMT2A/NOLC1/PDK2	6
GO:0060090	GO:0060090	molecular adaptor activity	3/147	179/3928	0.968104456103174	CRK/NOLC1/STX5	3
GO:0042803	GO:0042803	protein homodimerization activity	4/147	223/3928	0.972102022916178	CISD2/DNPH1/KMT2A/PDK2	4
GO:0140678	GO:0140678	molecular function inhibitor activity	3/147	184/3928	0.972541269845275	NOLC1/RPL23/ZNF451	3
GO:0015075	GO:0015075	monoatomic ion transmembrane transporter activity	1/147	96/3928	0.975461526188645	SLC25A5	1
GO:0045296	GO:0045296	cadherin binding	3/147	188/3928	0.975665868967875	DHX29/STX5/UBAP2	3
GO:0004857	GO:0004857	enzyme inhibitor activity	1/147	97/3928	0.976402850732035	RPL23	1
GO:0044877	GO:0044877	protein-containing complex binding	10/147	455/3928	0.98193365029695	ACTL6A/DDX17/DHX29/ERAL1/GTPBP6/MRPS27/NOLC1/PQBP1/PTCD3/SSRP1	10
GO:0022804	GO:0022804	active transmembrane transporter activity	1/147	106/3928	0.983413159239367	SLC25A5	1
GO:0098772	GO:0098772	molecular function regulator activity	10/147	464/3928	0.98525400525546	CCNK/CLPX/CSNK2B/NKRF/NOLC1/PARP16/PITRM1/RPL23/RUNX2/ZNF451	10
GO:0030234	GO:0030234	enzyme regulator activity	7/147	360/3928	0.985696629952728	CCNK/CLPX/CSNK2B/PARP16/PITRM1/RPL23/RUNX2	7
GO:0033218	GO:0033218	amide binding	1/147	111/3928	0.986368253842386	NOLC1	1
GO:0005215	GO:0005215	transporter activity	3/147	210/3928	0.987658462875743	SFXN3/SLC25A5/TIMM8B	3
GO:0003924	GO:0003924	GTPase activity	1/147	114/3928	0.987883713750911	NTPCR	1
GO:0050839	GO:0050839	cell adhesion molecule binding	3/147	228/3928	0.993035071100698	DHX29/STX5/UBAP2	3
GO:0022857	GO:0022857	transmembrane transporter activity	2/147	183/3928	0.993349850055509	SFXN3/SLC25A5	2
GO:0016788	GO:0016788	hydrolase activity, acting on ester bonds	2/147	196/3928	0.995791063809735	DBR1/PARN	2
GO:0005102	GO:0005102	signaling receptor binding	3/147	260/3928	0.997560884946689	CRK/CSNK2B/TRAP1	3
GO:0016491	GO:0016491	oxidoreductase activity	2/147	273/3928	0.999745922924835	L2HGDH/RTN4IP1	2
GO:0008092	GO:0008092	cytoskeletal protein binding	2/147	283/3928	0.999825420083116	AATF/CRK	2
