name	mIDH_vs_wtIDH_diff	mIDH_vs_wtIDH_p.val
NOP9	-0.365623577582948	0.0665932621923413
NDUFAF6	-0.365813907981483	0.0855177417884029
L2HGDH	-0.367314867536095	0.0511067430738241
NAT10	-0.367962207268157	0.0582507608740792
NCSTN	-0.368315396421888	0.0241617328639121
MDN1	-0.368851000014249	0.0898933249016907
SSR1	-0.369648869058224	0.0348852946162154
MRPS16	-0.372285660658857	0.0439446596688571
SMARCAL1	-0.37238246407518	0.0702518147394147
MRPS9	-0.374413405220249	0.0725084135389229
MRPS35	-0.37714059182801	0.0366736492220489
SRPRB	-0.37981874598761	0.0826796363442584
SURF4	-0.381866640602105	0.089308244922893
ATL2	-0.383378424354099	0.0808343597791105
SPTLC2	-0.385039544979264	0.0230009684249223
SCFD2	-0.385252495539731	0.0167529992641037
CSNK1G1	-0.386667565927777	0.0341089884737393
NT5C2	-0.386691056131244	0.0259528762576079
MRPS7	-0.386958489401955	0.046714113806175
MFSD10	-0.390381711049116	0.0990970753997684
VAMP8	-0.391246869302094	0.0358280120326595
DIEXF	-0.392074490563012	0.0722800951922364
APAF1	-0.394139699773159	0.0665902308187634
MRPS34	-0.395243352627865	0.00997826918795551
UTP6	-0.397047808371905	0.0524471012133687
LMAN2	-0.397197286895569	0.0199526517766682
CALR	-0.397526201716538	0.0473634610594436
ACADSB	-0.398056320830875	0.0418019054244403
COMT	-0.399946376764234	0.0362475571324331
PSMD14	-0.400519179173905	0.0920542205049386
TEX2	-0.400781554843849	0.0781489078848191
ATP13A1	-0.401549432159971	0.00764588168783376
DSCR3	-0.403565400503783	0.0117624488312989
MRPS10	-0.404909472779249	0.0454480185984751
CCDC88A	-0.405385069489068	0.0334524037990851
BDH1	-0.40725572384487	0.0509072988097403
HM13	-0.40808290368814	0.0422681124254708
PSAP	-0.408847411427587	0.0753562161528492
VWA8	-0.409249022848439	0.0720255025237502
TRAP1	-0.409336791695264	0.0275355128505375
SLC38A10	-0.411807243540267	0.0712937169607273
C9orf64	-0.414649632758799	0.0821366468615151
USP32	-0.414768972805	0.0511424396914994
CLCN7	-0.415108823541097	0.0365172726304695
RER1	-0.415248104916312	0.0615395049198303
DENND4A	-0.415417674537121	0.0733725313977799
SDF2L1	-0.415747878824657	0.0308925586904676
SPCS3	-0.422266655745148	0.0100269497042995
RRP15	-0.425903885128466	0.0906420659815953
WDR46	-0.427722963593528	0.0700852827611665
MTDH	-0.427970654067654	0.0525458215236276
HSD17B12	-0.428314162529166	0.0520608813853138
GPD2	-0.428889810352857	0.0300923200838135
LRPAP1	-0.428963094906717	0.0791595601834545
DCUN1D1	-0.429003127793962	0.0479021314277593
ATP6AP1	-0.432167641192667	0.039441096507563
CHP1	-0.433094430165628	0.0505045147392447
ARSB	-0.436079313595659	0.0855548620505314
AP5B1	-0.437015594592904	0.0366357468747071
LMAN1	-0.438954073995159	0.0102088243783299
MGAT2	-0.440153404011454	0.0123399539396474
INIP	-0.44272113790532	0.056205124014919
LAMP2	-0.443679224212804	0.0576374437944639
ARL8A	-0.444135496697445	0.0408167051989345
ATP6V0A1	-0.444211324950086	0.0359223288062969
ZNF592	-0.447424864023425	0.0452028615269098
OS9	-0.449248693724076	0.0480599916541694
FAM107B	-0.449946540554279	0.095703584971344
GCDH	-0.451063857031063	0.095618231452209
HSD17B8	-0.451537131262764	0.0188592896856579
DNAJC3	-0.455674228976676	0.0201132462132906
CIRH1A	-0.457266605533825	0.0265213908731983
SRPK1	-0.457539824737996	0.0423654331250415
PLBD2	-0.457570874891928	0.098527427551102
GALE	-0.45994426208696	0.041635883412193
SFXN2	-0.46377442973586	0.0859871785716263
PARN	-0.466494232567428	0.00749262559195846
LSM14B	-0.466821367179008	0.0902740256702605
ALG11	-0.468267787302945	0.00917801669961959
HSPA13	-0.468890329839265	0.00920713449404747
CTSA	-0.468974941148641	0.0280941728634424
ATP6V0D1	-0.469932777668273	0.0684617809787989
GLS	-0.4701972297574	0.00984879337112425
MCAT	-0.470389328546403	0.0712996749298812
HEATR1	-0.47164853546148	0.0234633782511694
ALG2	-0.472205434975386	0.0439492872582561
AIM1	-0.473614780899666	0.0886884988590671
FYCO1	-0.475410177701235	0.0435985098088501
DDX10	-0.477324063995631	0.0369546730550737
PLD1	-0.477975690963426	0.0969359555511742
RTN3	-0.48100266696143	0.0286475301162671
N6AMT1	-0.483735996597073	0.0193994819239818
HYOU1	-0.485227031595048	0.00525209891344321
GID8	-0.485919381969154	0.0114239706926298
SMIM12	-0.48750271543706	0.0419740425944679
FTH1	-0.488463791492602	0.043849938833952
TSPO	-0.490135407285869	0.0376609417103042
AGTPBP1	-0.491204541184988	0.0931677615590359
BAZ1A	-0.491511870093333	0.00539190219870988
ZNF217	-0.492869855827575	0.0543865798486943
HSPA5	-0.493336596026886	0.00759868057378028
ACAD9	-0.494333176275994	0.000913978616091494
PPIB	-0.496037962098896	0.00155697216742858
MYO1F	-0.496256809799345	0.0463598455386573
WDR7	-0.49640841084733	0.0822150938679071
CBFA2T3	-0.50035294455186	0.0797428468564353
S1PR4	-0.500506479177311	0.0928019773587208
DNAJC13	-0.500706503294289	0.016586301247784
SEC61A1	-0.501096209094055	0.00689608658594609
RBKS	-0.502679410218185	0.0883109520687629
RAB32	-0.503630044263577	0.0454994375674808
HMGB3	-0.504929372610547	0.0654837916265265
RRP12	-0.506548690599313	0.00267433643486516
IKBIP	-0.513695868334782	0.0933605864534766
NDUFB2	-0.514867908470691	0.0638820091944653
LRPPRC	-0.517270195563746	0.00251669616779571
NPM3	-0.517917781430913	0.0824828606173704
STT3A	-0.522387333208865	0.00361387846115193
HAX1	-0.526920725377352	0.00835108961079708
DDX52	-0.527245313254539	0.050531108513897
NOL11	-0.529147203663495	0.00743024964862217
FCGRT	-0.529498239861422	0.0818539049527081
MGAT1	-0.533920635748451	0.015750744924859
TMED3	-0.534665051488318	0.0274923964949676
UNC13D	-0.535704651749395	0.00565301865053649
RMND1	-0.539644012744183	0.000548182717866305
TGFBR1	-0.544191645977733	0.0313184404760926
FUCA2	-0.547397920074449	0.0201694281515322
RALB	-0.547399661478906	0.0460082610590215
MB21D1	-0.553475662840924	0.0466102388216142
ARF6	-0.555875713279107	0.0713495475733653
OSBPL5	-0.556514256214456	0.0569469499152134
SUDS3	-0.556855709906245	0.0636608202061299
DNAJB11	-0.557469816511354	0.000397227966659424
PIGN	-0.560763734469813	0.0341211402003261
GADD45GIP1	-0.561340168887483	0.0769384718093238
ANO10	-0.563684078411576	0.0282866931278912
SLC15A4	-0.565912839641076	0.0217075164688503
TMEM2	-0.568272993213846	0.0728096817467164
TCIRG1	-0.575908411100027	0.077338045557854
TAGAP	-0.578716513729383	0.0395928398222904
ANAPC7	-0.580229318648371	0.00216140924236736
PIK3C3	-0.583816744708713	0.0611277551887101
PPP2R1B	-0.586002126099313	0.0466347162568181
LPIN2	-0.587830908036761	0.0663377361316764
CBR4	-0.591127833671369	0.0191893079160542
COLGALT1	-0.594107289130267	0.00391979145742578
INTS3	-0.59550695752537	0.00651302610820394
ARMCX2	-0.595933675123362	0.0884015625023807
FLOT2	-0.596697162445384	0.030152041953492
GM2A	-0.596724276927628	0.0554905209096424
C3orf58	-0.597181330612671	0.0502106781679997
LYST	-0.597270337357433	0.0183711690741686
ARL2	-0.602159626987913	0.00887345554049562
SIRPA	-0.604548249708692	0.0905511348682537
CPNE2	-0.608194368362213	0.0353307545277253
SERPINA1	-0.610932241160466	0.0749171393283052
CLN3	-0.612485757859293	0.0531246018600188
HGSNAT	-0.612665598552137	0.00769021838734207
GLA	-0.61837343927477	0.0634505287536396
HSP90B1	-0.621020765889906	0.000244453559527826
RNF170	-0.631466552975262	0.0420189162993691
GALNS	-0.634298333543157	0.0479710967002448
ATP8A1	-0.634304814391232	0.0488754382572181
BUD31	-0.634967357223154	0.0396760955278789
P4HB	-0.636739986529779	0.00751189976635771
GRN	-0.637119475776231	0.058224333967777
SLC12A6	-0.639423968769542	0.0405094418325182
ORM2	-0.653175891045553	0.083244927390857
TMEM39A	-0.654429297438146	0.0405793706521408
CANX	-0.654651532055389	5.73103714320751e-05
FLOT1	-0.658849369567832	0.0924298030045533
SMDT1	-0.662030816375857	0.0530377096739772
DOPEY2	-0.669230511824633	0.00887157063084238
CARD6	-0.671803636878057	0.0296771257439706
HK2	-0.672012831020716	0.0226291609502677
SLC33A1	-0.675216861869092	0.00379423367354025
TFB2M	-0.675933317110957	0.0105681032013366
DNMT3A	-0.676025905986897	0.0170080316083044
DNAJC5	-0.676772487312611	0.0121245339955595
FTL	-0.678626617991299	0.0414670036319213
MOSPD2	-0.684560423737622	0.00174462180725517
C2CD2L	-0.688585679621294	0.0341243425724016
RAB27A	-0.689996071891962	0.0227197171095867
CEBPB	-0.696756133647035	0.0694819818406471
IGF2R	-0.696962547854966	0.0444993133748383
RACGAP1	-0.702583336193328	0.0845350873079517
RNASET2	-0.704072374400255	0.0102497518815475
GALC	-0.707414268076054	0.0216302718414377
HVCN1	-0.708214488370793	0.0929060813612784
CDC16	-0.711089498168409	0.00118664343313635
FHIT	-0.713625829994953	0.0150130874800854
CST7	-0.715946999713346	0.0672072237247325
GTF2H1	-0.723376461411551	0.0462324079180015
TMCC3	-0.723890052444354	0.0223262430088714
CREG1	-0.724645799422206	0.0942531107488831
CLEC11A	-0.726139067610827	0.0471544147059973
UHRF1	-0.726316311386007	0.0311450314779267
AGTRAP	-0.732869342111307	0.00836622188216793
HSD17B11	-0.73310489331757	0.000291578813603898
SIGLEC5	-0.734142964465907	0.0820434534468878
PINX1	-0.739974913715656	0.0141684532535462
CALCOCO2	-0.742650667912212	0.0227196905083908
SLC27A3	-0.742740317766756	0.00406481724239922
FAM105A	-0.7464429729751	0.0845870670477851
CTSS	-0.746782668781968	0.00665385710771188
GCA	-0.752523576478282	0.0505437231476236
ALOX5AP	-0.753789521880705	0.0426467494710741
EPHX1	-0.756289996732043	0.00835232192227412
TMEM179B	-0.768286329043068	0.0522506261920651
DYSF	-0.771736064275814	0.0761261859531363
CD180	-0.777497045822816	0.0636441242385444
GNG2	-0.783090683809302	0.0639487285734923
CRELD2	-0.789999697315125	0.0155938078687195
MNDA	-0.790017177992066	0.0857141620538542
MX1	-0.804086320751161	0.0993475595973375
NME3	-0.805878792806858	0.000512431976392733
ITGAM	-0.80625784257289	0.0989921325211125
VAT1	-0.811740621998272	0.00971681714553939
RAB31	-0.819222255165627	0.0768718873799702
STX3	-0.819432900344918	0.0018129640494487
MAN2B1	-0.825114054520924	0.00224905636298069
TYMP	-0.829949709109002	0.0739610639223072
CPNE8	-0.840357249789069	0.0359625160445422
GDE1	-0.840624805451728	0.00102314971065347
ALOX5	-0.846584178984216	0.0457205449003665
HLA-DRB1	-0.84929908356731	0.0422562961950501
SORL1	-0.852665508518268	0.00105389731331762
HLA-DRA	-0.862823880418446	0.0445327689830152
MOB3A	-0.878888683116053	0.0259088979348529
STOM	-0.895024334644713	0.0429475850186143
PLD3	-0.903335851955617	0.0324696831965938
KCTD12	-0.911078992168569	0.0604552296010127
MCEMP1	-0.917389856745313	0.0581267440068311
MGMT	-0.927257847687176	0.00139971459678379
KDELR2	-0.948185634876513	0.0702799288810096
NCF4	-0.951718545544466	0.00641253573986573
TM7SF3	-0.960789443558252	0.00225463729753676
PLD4	-0.976045788061501	0.0359512295352013
SCPEP1	-0.985090734304734	0.00716421081908389
ABCD1	-0.996574383560038	0.000146928265268127
FBP1	-1.02429292422701	0.031414615583125
SIAE	-1.02874845044445	0.00923690440757015
AOAH	-1.0495636355889	0.00194233513935382
BST1	-1.06454428485176	0.00339316190988924
MYOF	-1.0736796947288	0.0326459188624884
MGAM	-1.09388094212842	0.0387916387672202
CECR1	-1.15209686153845	0.0051722769784851
CYBB	-1.16302487299421	0.0367764592903681
RAB22A	-1.17709279069946	0.0085109812430389
ZNF185	-1.19551775780447	0.00669804107410501
AZU1	-1.2164745778815	0.0499063738537945
HLA-DPB1	-1.2348352463238	0.00731025016183725
ELANE	-1.25799316478051	0.0408540230199864
PRTN3	-1.26405538735591	0.0497674155890662
CEACAM6	-1.30335648317958	0.0369510211072488
PADI4	-1.3488312764037	0.0271970446988078
MAP2K7	-1.37192806272565	0.0284121534616221
LCN2	-1.38302074383793	0.0486643484816347
RNASE3	-1.39860448265255	0.0227196895437797
HLA-DRB5	-1.41682586897144	0.00340628721259498
CAMP	-1.47352761490071	0.0509900120642151
CTSG	-1.5197837726929	0.0399569255469425
CLC	-1.66181098265672	0.00607983246390374
BPI	-1.68199395941618	0.0153336393852837
ZNHIT6	-1.78978088833343	0.000541110032562019
CD63	-1.79576692268573	0.000197096120701951
RETN	-1.89459852759226	0.0243246815066131
LYZ	-1.92597716496318	0.000466488291082408
S100P	-2.02043249194048	0.00365116951351923
HLA-DPA1	-2.24863737882729	9.89722532883041e-06
RNASE2	-2.254877963282	7.06594697109826e-05
LGALS3BP	-2.66563024911513	1.96868111607087e-05
EPX	-3.01176165013116	0.000150519856346887
