ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0042742	defense response to bacterium	16/345	89/6032	3.53471610712457e-05	3.53471610712457e-05	0.00177315267013134	AZU1/PRKCD/TLR2/NOD2/PYCARD/TLR4/CD4/FCGR1A/P2RX7/CEBPB/AKIRIN2/CARD9/TFEB/NLRP1/ELANE/C5AR1	16
BP	GO:0032717	negative regulation of interleukin-8 production	6/345	13/6032	4.08269767184807e-05	4.08269767184807e-05	0.00201500885094437	KLF4/ANXA1/CD33/PTPN22/ANXA4/ELANE	6
BP	GO:0046649	lymphocyte activation	48/345	470/6032	4.25062466441389e-05	4.25062466441389e-05	0.00201943035218764	BID/TNFSF13B/ZBTB16/PRKCD/TNFSF13/SMARCD3/CCND3/NCSTN/NFIL3/NOD2/PYCARD/TLR4/CD4/HDAC4/LGALS1/SPI1/PTPN6/P2RX7/TNIP2/GPS2/CEBPB/RIPK3/TYROBP/IRS2/LILRB2/ANXA1/NLRP3/AKIRIN2/BCL6/PTPN22/IL4R/RAB27A/NKX2-3/TYK2/SIRPB1/ZBTB7B/TNFAIP3/IL21/PLCG2/BST2/PTPN2/ELF4/BAX/HLX/PSEN1/TYRO3/CDKN1A/NDFIP1	48
BP	GO:0032611	interleukin-1 beta production	13/345	63/6032	4.31076282963828e-05	4.31076282963828e-05	0.00201943035218764	AZU1/NOD2/PYCARD/TLR4/P2RX7/TYROBP/NLRP3/CD33/NLRP1/TNFAIP3/TLR8/CASP1/NLRP12	13
BP	GO:0032651	regulation of interleukin-1 beta production	13/345	63/6032	4.31076282963828e-05	4.31076282963828e-05	0.00201943035218764	AZU1/NOD2/PYCARD/TLR4/P2RX7/TYROBP/NLRP3/CD33/NLRP1/TNFAIP3/TLR8/CASP1/NLRP12	13
BP	GO:0002224	toll-like receptor signaling pathway	14/345	72/6032	4.42701815860894e-05	4.42701815860894e-05	0.00201943035218764	GFI1/TLR2/NOD2/TLR4/TNIP2/GPS2/IRAK1/NFKBIA/PTPN22/TNFAIP3/PLCG2/TLR8/TYRO3/IRF3	14
BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	14/345	72/6032	4.42701815860894e-05	4.42701815860894e-05	0.00201943035218764	AZU1/TLR2/NOD2/PTAFR/PYCARD/TLR4/CLU/TYROBP/ABCC8/CARD9/IFNGR1/PLCG2/PSEN1/TNFRSF8	14
BP	GO:0071216	cellular response to biotic stimulus	22/345	152/6032	4.48762300486143e-05	4.48762300486143e-05	0.00201943035218764	GFI1/TLR2/NOD2/PTAFR/PYCARD/TLR4/SPI1/TNIP2/CEBPB/IRAK1/TSPO/LILRB2/TRIB1/NLRP3/NFKBIA/PTPN22/TNFAIP3/PLCG2/TXNIP/CASP1/ZFP36/IRF3	22
BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	11/345	47/6032	4.94030778306998e-05	4.94030778306998e-05	0.00215941983968876	TLR2/PTAFR/TLR4/SPI1/IRAK1/TRIB1/NFKBIA/PTPN22/TNFAIP3/PLCG2/IRF3	11
BP	GO:0070661	leukocyte proliferation	27/345	209/6032	4.95159517558134e-05	4.95159517558134e-05	0.00215941983968876	BID/TNFSF13B/PRKCD/CCND3/NCSTN/PYCARD/TLR4/CLU/PTPN6/P2RX7/CEBPB/RIPK3/TYROBP/IRS2/LILRB2/ANXA1/BCL6/PTPN22/TYK2/ZBTB7B/TNFAIP3/IL21/BST2/ELF4/BAX/CDKN1A/NDFIP1	27
BP	GO:0002269	leukocyte activation involved in inflammatory response	9/345	32/6032	5.11584565084847e-05	5.11584565084847e-05	0.00215941983968876	AZU1/TLR2/CLU/JUN/TYROBP/IFNGR2/ITGAM/IFNGR1/C5AR1	9
BP	GO:0042116	macrophage activation	13/345	64/6032	5.1349595329306e-05	5.1349595329306e-05	0.00215941983968876	AZU1/TLR2/TLR4/CLU/JUN/TNIP2/TYROBP/IFNGR2/ITGAM/IL4R/IFNGR1/C5AR1/PLCG2	13
BP	GO:0002703	regulation of leukocyte mediated immunity	20/345	132/6032	5.15155713389803e-05	5.15155713389803e-05	0.00215941983968876	TNFSF13/NOD2/PTAFR/TLR4/FCGR1A/SPI1/PTPN6/P2RX7/RIPK3/TYROBP/ITGAM/NLRP3/BCL6/PRAM1/IL4R/CRK/IL21/PLCG2/BST2/NDFIP1	20
BP	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	25/345	187/6032	5.34417908804347e-05	5.34417908804347e-05	0.0022098902715423	NOD2/PYCARD/TLR4/CD4/VAPA/LGALS1/TNIP2/TNFRSF10B/IRAK1/LTBR/ZFAND6/CARD9/TANK/IKBKG/PER1/TNFAIP3/CFLAR/PLCG2/BST2/PINK1/CASP1/CARD19/NLRP12/IRF3/NDFIP1	25
BP	GO:0022408	negative regulation of cell-cell adhesion	17/345	102/6032	5.55471880030598e-05	5.55471880030598e-05	0.00226632527052484	PRKCD/MAPK7/KLF4/JAG1/SPI1/PTPN6/CEBPB/LILRB2/ANXA1/BCL6/PTPN22/IL4R/ZBTB7B/ZNF703/PTPN2/HLX/NDFIP1	17
BP	GO:0002697	regulation of immune effector process	26/345	199/6032	5.63785691524743e-05	5.63785691524743e-05	0.00226997923166541	TNFSF13/NOD2/PTAFR/PYCARD/TLR4/FCGR1A/SPI1/PTPN6/P2RX7/RIPK3/TYROBP/ITGAM/ANXA1/NLRP3/CARD9/BCL6/PTPN22/PRAM1/IL4R/CRK/ZBTB7B/IL21/PLCG2/BST2/HLX/NDFIP1	26
BP	GO:0050728	negative regulation of inflammatory response	15/345	83/6032	5.8208923765228e-05	5.8208923765228e-05	0.00231323774963114	PRKCD/MAPK7/KLF4/NOD2/PPARG/GPS2/NLRP3/TEK/ELANE/TNFAIP3/PTPN2/TYRO3/ZFP36/NLRP12/NDFIP1	15
BP	GO:0042113	B cell activation	24/345	177/6032	5.99959297443909e-05	5.99959297443909e-05	0.00235368647458764	TNFSF13B/PRKCD/TNFSF13/NOD2/TLR4/HDAC4/LGALS1/SPI1/PTPN6/TNIP2/GPS2/TYROBP/IRS2/AKIRIN2/BCL6/NKX2-3/TNFAIP3/IL21/PLCG2/BST2/PTPN2/BAX/CDKN1A/NDFIP1	24
BP	GO:0048705	skeletal system morphogenesis	21/345	145/6032	6.62795557291843e-05	6.62795557291843e-05	0.00256728405735828	SATB2/HOXA7/HOXB7/HOXB3/HOXA2/HOXA4/HOXA5/HOXB4/HOXB6/HOXA3/HOXB5/ZFAND5/HOXB8/P2RX7/UNCX/HOXB2/HOXA1/HOXB9/THRA/HOXA9/PSEN1	21
BP	GO:0007162	negative regulation of cell adhesion	22/345	156/6032	6.71475937201837e-05	6.71475937201837e-05	0.00256839545979703	HOXA7/PRKCD/MAPK7/KLF4/JAG1/SPI1/PTPN6/CEBPB/SPOCK1/LILRB2/ANXA1/BCL6/PTPN22/IL4R/ARHGDIA/PLXNB2/ZBTB7B/ZNF703/PTPN2/DUSP1/HLX/NDFIP1	22
BP	GO:0045088	regulation of innate immune response	19/345	125/6032	7.58765937745734e-05	7.58765937745734e-05	0.0028153232133734	NOD2/PYCARD/TLR4/PPARG/SPI1/PTPN6/EREG/TYROBP/AKIRIN2/CARD9/PTPN22/CRK/TNFAIP3/IL21/PLCG2/PTPN2/TLR8/TYRO3/IRF3	19
BP	GO:0002446	neutrophil mediated immunity	7/345	20/6032	7.63633420620891e-05	7.63633420620891e-05	0.0028153232133734	AZU1/PTAFR/SPI1/ITGAM/CARD9/PRAM1/ELANE	7
BP	GO:0009620	response to fungus	7/345	20/6032	7.63633420620891e-05	7.63633420620891e-05	0.0028153232133734	TLR4/SPI1/IL17RA/CARD9/CRK/ELANE/PLCG2	7
BP	GO:0051607	defense response to virus	18/345	115/6032	7.92558587018561e-05	7.92558587018561e-05	0.00285321091326682	AZU1/TLR2/PYCARD/RIPK3/IFNGR2/CARD9/IRF2/PTPN22/NLRP1/TANK/IRF5/TNFAIP3/IL21/BST2/TLR8/ITGAX/CASP1/IRF3	18
BP	GO:0140546	defense response to symbiont	18/345	115/6032	7.92558587018561e-05	7.92558587018561e-05	0.00285321091326682	AZU1/TLR2/PYCARD/RIPK3/IFNGR2/CARD9/IRF2/PTPN22/NLRP1/TANK/IRF5/TNFAIP3/IL21/BST2/TLR8/ITGAX/CASP1/IRF3	18
BP	GO:0002521	leukocyte differentiation	41/345	389/6032	8.02062449102122e-05	8.02062449102122e-05	0.00285385010959592	HOXA7/TNFSF13B/ZBTB16/FOS/SMARCD3/TLR2/NFIL3/TLR4/CD4/MITF/HDAC4/BATF2/LGALS1/PPARG/JUN/SPI1/PTPN6/PDE1B/RASSF2/GPS2/CEBPB/RIPK3/TYROBP/LILRB2/ANXA1/TRIB1/NLRP3/LTBR/BCL6/PTPN22/IL4R/NKX2-3/ZBTB7B/IL21/PLCG2/PTPN2/BAX/HLX/PSEN1/TYRO3/NDFIP1	41
BP	GO:0052547	regulation of peptidase activity	24/345	181/6032	8.62044304909893e-05	8.62044304909893e-05	0.0030320179000279	BID/NCSTN/KLF4/APLP2/PYCARD/F3/PPARG/SPOCK1/NLRP3/AKIRIN2/CARD9/NLRP1/TANK/MICAL1/ANTXR1/PRDX3/CFLAR/BST2/MTCH1/BAX/PINK1/CASP1/CTSH/NLRP12	24
BP	GO:1901652	response to peptide	34/345	303/6032	0.000100182026346856	0.000100182026346856	0.00347153864025446	PRKCD/FOS/TLR2/CCND3/USF1/NOD2/KLF11/TLR4/JAG1/PPARG/ADRB2/SH2B2/EREG/IRS2/KLF2/ABCC8/ANXA1/CARD9/NFKBIA/PTPN22/CRK/NLRP1/TYK2/IRF5/IGF1R/ZBTB7B/TNFAIP3/CFLAR/TSHR/BAIAP2L1/PTPN2/PSEN1/SORT1/IDE	34
BP	GO:0002694	regulation of leukocyte activation	38/345	354/6032	0.000100969587902826	0.000100969587902826	0.00347153864025446	BID/TNFSF13B/ZBTB16/TNFSF13/SMARCD3/NOD2/PTAFR/PYCARD/TLR4/CD4/LGALS1/SPI1/PTPN6/TNIP2/CEBPB/RIPK3/TYROBP/IRS2/LILRB2/ITGAM/ANXA1/NLRP3/AKIRIN2/BCL6/CD33/PTPN22/PRAM1/IL4R/TYK2/SIRPB1/ZBTB7B/TNFAIP3/IL21/PTPN2/HLX/TYRO3/CDKN1A/NDFIP1	38
BP	GO:0046651	lymphocyte proliferation	24/345	183/6032	0.000102809168804292	0.000102809168804292	0.00349551173934594	BID/TNFSF13B/PRKCD/CCND3/NCSTN/PYCARD/TLR4/PTPN6/P2RX7/CEBPB/RIPK3/TYROBP/IRS2/LILRB2/ANXA1/BCL6/PTPN22/TYK2/ZBTB7B/IL21/ELF4/BAX/CDKN1A/NDFIP1	24
BP	GO:0042098	T cell proliferation	19/345	128/6032	0.000105335526212882	0.000105335526212882	0.00354205176056505	BID/TNFSF13B/CCND3/NCSTN/PYCARD/PTPN6/P2RX7/CEBPB/RIPK3/LILRB2/ANXA1/BCL6/PTPN22/TYK2/ZBTB7B/IL21/ELF4/BAX/NDFIP1	19
BP	GO:0050865	regulation of cell activation	40/345	381/6032	0.00010752045458842	0.00010752045458842	0.00357622381565831	BID/TNFSF13B/ZBTB16/PRKCD/TNFSF13/SMARCD3/NOD2/PTAFR/PYCARD/TLR4/CD4/PLEK/LGALS1/SPI1/PTPN6/TNIP2/CEBPB/RIPK3/TYROBP/IRS2/LILRB2/ITGAM/ANXA1/NLRP3/AKIRIN2/BCL6/CD33/PTPN22/PRAM1/IL4R/TYK2/SIRPB1/ZBTB7B/TNFAIP3/IL21/PTPN2/HLX/TYRO3/CDKN1A/NDFIP1	40
BP	GO:0060759	regulation of response to cytokine stimulus	15/345	88/6032	0.000116851149783631	0.000116851149783631	0.00380171107973198	GFI1/MAPK7/TLR2/KLF4/PYCARD/TLR4/PPARG/PTPN6/GPS2/CXCR4/IRAK1/TNFAIP3/PTPN2/CASP1/IRF3	15
BP	GO:0045628	regulation of T-helper 2 cell differentiation	5/345	10/6032	0.000118026977965535	0.000118026977965535	0.00380171107973198	ANXA1/NLRP3/BCL6/IL4R/HLX	5
BP	GO:0070269	pyroptosis	5/345	10/6032	0.000118026977965535	0.000118026977965535	0.00380171107973198	PYCARD/NLRP3/NLRP1/ELANE/CASP1	5
BP	GO:0030155	regulation of cell adhesion	44/345	436/6032	0.000121238096513804	0.000121238096513804	0.00385605868441909	HOXA7/AZU1/TNFSF13B/ZBTB16/PRKCD/SMARCD3/MAPK7/KLF4/NOD2/PTAFR/PYCARD/CD4/JAG1/LGALS1/SPI1/PTPN6/CEBPB/S100A10/CXCR4/IRAK1/SPOCK1/LILRB2/ANXA1/NLRP3/BCL6/PTPN22/IL4R/CRK/ARHGDIA/TEK/RAC1/TYK2/PLXNB2/SIRPB1/ELANE/ZBTB7B/ZNF703/IL21/PTPN2/ILK/DUSP1/HLX/MINK1/NDFIP1	44
BP	GO:0022407	regulation of cell-cell adhesion	32/345	281/6032	0.000122234539996291	0.000122234539996291	0.00385605868441909	TNFSF13B/ZBTB16/PRKCD/SMARCD3/MAPK7/KLF4/NOD2/PTAFR/PYCARD/CD4/JAG1/LGALS1/SPI1/PTPN6/CEBPB/IRAK1/LILRB2/ANXA1/NLRP3/BCL6/PTPN22/IL4R/TYK2/SIRPB1/ELANE/ZBTB7B/ZNF703/IL21/PTPN2/HLX/MINK1/NDFIP1	32
BP	GO:1903131	mononuclear cell differentiation	35/345	319/6032	0.000124486307864326	0.000124486307864326	0.00385975466764285	HOXA7/TNFSF13B/ZBTB16/FOS/SMARCD3/NFIL3/CD4/HDAC4/BATF2/LGALS1/PPARG/JUN/SPI1/PTPN6/PDE1B/GPS2/CEBPB/RIPK3/LILRB2/ANXA1/NLRP3/LTBR/BCL6/PTPN22/IL4R/NKX2-3/ZBTB7B/IL21/PLCG2/PTPN2/BAX/HLX/PSEN1/TYRO3/NDFIP1	35
BP	GO:0010952	positive regulation of peptidase activity	18/345	119/6032	0.000124874415717857	0.000124874415717857	0.00385975466764285	BID/NCSTN/PYCARD/F3/PPARG/NLRP3/AKIRIN2/CARD9/NLRP1/TANK/ANTXR1/CFLAR/MTCH1/BAX/PINK1/CASP1/CTSH/NLRP12	18
BP	GO:0032088	negative regulation of NF-kappaB transcription factor activity	11/345	52/6032	0.000132361235801364	0.000132361235801364	0.00401905905340711	GFI1/KLF4/NOD2/PYCARD/SPI1/IRAK1/NLRP3/NFKBIA/ANXA4/TNFAIP3/NLRP12	11
BP	GO:0002573	myeloid leukocyte differentiation	20/345	141/6032	0.000132655217122261	0.000132655217122261	0.00401905905340711	HOXA7/FOS/TLR2/TLR4/CD4/MITF/BATF2/PPARG/JUN/SPI1/PDE1B/RASSF2/CEBPB/TYROBP/TRIB1/LTBR/NKX2-3/PTPN2/PSEN1/NDFIP1	20
BP	GO:0002366	leukocyte activation involved in immune response	22/345	164/6032	0.000143121010003618	0.000143121010003618	0.00429363030010853	TNFSF13/PTAFR/PYCARD/TLR4/LGALS1/SPI1/PTPN6/TYROBP/ITGAM/ANXA1/NLRP3/BCL6/PRAM1/IL4R/RAB27A/NKX2-3/ZBTB7B/IL21/PLCG2/HLX/PSEN1/NDFIP1	22
BP	GO:0032943	mononuclear cell proliferation	24/345	187/6032	0.00014481184960879	0.00014481184960879	0.00430217727963979	BID/TNFSF13B/PRKCD/CCND3/NCSTN/PYCARD/TLR4/PTPN6/P2RX7/CEBPB/RIPK3/TYROBP/IRS2/LILRB2/ANXA1/BCL6/PTPN22/TYK2/ZBTB7B/IL21/ELF4/BAX/CDKN1A/NDFIP1	24
BP	GO:0009612	response to mechanical stimulus	18/345	122/6032	0.000172890801567909	0.000172890801567909	0.005086979353825	MAP3K1/FOS/TLR4/JUN/P2RX7/TNFRSF10B/CXCR4/LTBR/NFKBIA/MBD2/IGF1R/FOSL1/TLR8/TXNIP/FOSB/CASP1/TNFRSF8/P2RX3	18
BP	GO:0050867	positive regulation of cell activation	29/345	250/6032	0.000185788640803624	0.000185788640803624	0.00540148499761197	TNFSF13B/ZBTB16/TNFSF13/SMARCD3/NOD2/PTAFR/PYCARD/TLR4/CD4/PLEK/LGALS1/PTPN6/TNIP2/TYROBP/IRS2/LILRB2/ITGAM/ANXA1/NLRP3/AKIRIN2/BCL6/PTPN22/IL4R/TYK2/SIRPB1/ZBTB7B/IL21/HLX/CDKN1A	29
BP	GO:0002263	cell activation involved in immune response	22/345	167/6032	0.00018711026462316	0.00018711026462316	0.00540148499761197	TNFSF13/PTAFR/PYCARD/TLR4/LGALS1/SPI1/PTPN6/TYROBP/ITGAM/ANXA1/NLRP3/BCL6/PRAM1/IL4R/RAB27A/NKX2-3/ZBTB7B/IL21/PLCG2/HLX/PSEN1/NDFIP1	22
BP	GO:0032637	interleukin-8 production	12/345	63/6032	0.000190844268595239	0.000190844268595239	0.00540725427686509	TLR2/KLF4/NOD2/PYCARD/TLR4/F3/ANXA1/CD33/PTPN22/ANXA4/ELANE/TLR8	12
BP	GO:0032677	regulation of interleukin-8 production	12/345	63/6032	0.000190844268595239	0.000190844268595239	0.00540725427686509	TLR2/KLF4/NOD2/PYCARD/TLR4/F3/ANXA1/CD33/PTPN22/ANXA4/ELANE/TLR8	12
BP	GO:0042326	negative regulation of phosphorylation	27/345	227/6032	0.000205315455734334	0.000205315455734334	0.00573823794107622	PRKCD/TSG101/PRKAR2B/PYCARD/HDAC4/RGS14/PPARG/VPS25/JUN/PTPN6/RASSF2/IRS2/TRIB1/PTPN22/SMPD1/MLXIPL/CDKN2B/MICAL1/ZGPAT/PRDX3/TNFAIP3/PTPN2/DUSP1/BAX/PSEN1/NLRP12/CDKN1A	27
BP	GO:0034134	toll-like receptor 2 signaling pathway	5/345	11/6032	0.00020627652729359	0.00020627652729359	0.00573823794107622	TLR2/NOD2/TNIP2/IRAK1/TNFAIP3	5
BP	GO:0001906	cell killing	13/345	73/6032	0.000211120502944427	0.000211120502944427	0.00582007872981934	AZU1/FCGR1A/SPI1/PTPN6/P2RX7/RIPK3/TYROBP/ITGAM/CRK/RAB27A/ELANE/IL21/CTSH	13
BP	GO:0002696	positive regulation of leukocyte activation	28/345	240/6032	0.000217909178902155	0.000217909178902155	0.00595359006643389	TNFSF13B/ZBTB16/TNFSF13/SMARCD3/NOD2/PTAFR/PYCARD/TLR4/CD4/LGALS1/PTPN6/TNIP2/TYROBP/IRS2/LILRB2/ITGAM/ANXA1/NLRP3/AKIRIN2/BCL6/PTPN22/IL4R/TYK2/SIRPB1/ZBTB7B/IL21/HLX/CDKN1A	28
BP	GO:0051251	positive regulation of lymphocyte activation	26/345	216/6032	0.000222142007363641	0.000222142007363641	0.00601552692506852	TNFSF13B/ZBTB16/TNFSF13/SMARCD3/NOD2/PYCARD/TLR4/CD4/LGALS1/PTPN6/TNIP2/TYROBP/IRS2/LILRB2/ANXA1/NLRP3/AKIRIN2/BCL6/PTPN22/IL4R/TYK2/SIRPB1/ZBTB7B/IL21/HLX/CDKN1A	26
BP	GO:0002449	lymphocyte mediated immunity	19/345	136/6032	0.00023849039012306	0.00023849039012306	0.00640158415593478	PRKCD/TNFSF13/NOD2/CLU/JAG1/FCGR1A/PTPN6/P2RX7/RIPK3/NLRP3/CARD9/BCL6/IL4R/CRK/RAB27A/IL21/TLR8/CTSH/NDFIP1	19
BP	GO:0002534	cytokine production involved in inflammatory response	8/345	31/6032	0.00026064517147023	0.00026064517147023	0.00683226705385089	NOD2/PYCARD/TLR4/IL17RA/CARD9/GPSM3/PER1/ADCY7	8
BP	GO:1900015	regulation of cytokine production involved in inflammatory response	8/345	31/6032	0.00026064517147023	0.00026064517147023	0.00683226705385089	NOD2/PYCARD/TLR4/IL17RA/CARD9/GPSM3/PER1/ADCY7	8
BP	GO:1903706	regulation of hemopoiesis	31/345	280/6032	0.000261233740294299	0.000261233740294299	0.00683226705385089	HOXA7/ZBTB16/FOS/HOXA5/SMARCD3/TLR4/CD4/MITF/JAG1/HOXB8/SPI1/ACVR1B/PTPN6/RASSF2/CEBPB/TYROBP/LILRB2/ANXA1/TRIB1/NLRP3/NFKBIA/BCL6/IL4R/ZBTB7B/PTPN2/HOXA9/HLX/MEIS1/ZFP36/NDFIP1/H4C4	31
BP	GO:0002828	regulation of type 2 immune response	7/345	24/6032	0.000279374847078237	0.000279374847078237	0.00724480535643565	NOD2/ANXA1/NLRP3/BCL6/IL4R/HLX/NDFIP1	7
BP	GO:0051249	regulation of lymphocyte activation	33/345	309/6032	0.000324244260657102	0.000324244260657102	0.00833770955975406	BID/TNFSF13B/ZBTB16/TNFSF13/SMARCD3/NOD2/PYCARD/TLR4/CD4/LGALS1/PTPN6/TNIP2/CEBPB/RIPK3/TYROBP/IRS2/LILRB2/ANXA1/NLRP3/AKIRIN2/BCL6/PTPN22/IL4R/TYK2/SIRPB1/ZBTB7B/TNFAIP3/IL21/PTPN2/HLX/TYRO3/CDKN1A/NDFIP1	33
BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	9/345	40/6032	0.000331948217559277	0.000331948217559277	0.00838697206152475	PRKCD/TLR4/RIPK3/TYROBP/TSPO/ITGAM/RAB27A/PLCG2/CDKN1A	9
BP	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	5/345	12/6032	0.000337123386786779	0.000337123386786779	0.00838697206152475	PTAFR/FCGR1A/SPI1/TYROBP/ITGAM	5
BP	GO:0050832	defense response to fungus	5/345	12/6032	0.000337123386786779	0.000337123386786779	0.00838697206152475	SPI1/IL17RA/CARD9/ELANE/PLCG2	5
BP	GO:0071985	multivesicular body sorting pathway	5/345	12/6032	0.000337123386786779	0.000337123386786779	0.00838697206152475	TSG101/VPS25/RAB27A/CHMP1A/SORT1	5
BP	GO:0002699	positive regulation of immune effector process	19/345	140/6032	0.000348619719925758	0.000348619719925758	0.00853657029012756	TNFSF13/NOD2/PTAFR/PYCARD/TLR4/FCGR1A/SPI1/PTPN6/P2RX7/TYROBP/ITGAM/ANXA1/NLRP3/CARD9/PTPN22/IL4R/IL21/PLCG2/HLX	19
BP	GO:0045638	negative regulation of myeloid cell differentiation	12/345	67/6032	0.000348716106622858	0.000348716106622858	0.00853657029012756	HOXA7/ZBTB16/HOXA5/TLR4/HOXB8/TRIB1/NFKBIA/PTPN2/HOXA9/MEIS1/ZFP36/H4C4	12
BP	GO:0009611	response to wounding	32/345	298/6032	0.000362595035113213	0.000362595035113213	0.00880587942417804	PRKCD/USF1/KLF4/TLR4/F3/PLEK/PPARG/JUN/PTPN6/S100A10/CXCR4/EREG/TYROBP/TSPO/ABCC8/GRIN2C/ANXA1/CRK/RAB27A/RAC1/SMPD1/IGF1R/TNFAIP3/CHMP1A/CFLAR/PLCG2/ILK/ARHGAP24/BAX/TYRO3/ZFP36/CDKN1A	32
BP	GO:0042119	neutrophil activation	7/345	25/6032	0.000369212934764642	0.000369212934764642	0.00889599669590396	PRKCD/PTAFR/SPI1/TYROBP/ITGAM/ANXA1/PRAM1	7
BP	GO:0006909	phagocytosis	18/345	130/6032	0.000387769462817276	0.000387769462817276	0.0092025790047309	AZU1/PRKCD/TLR2/NOD2/PYCARD/TLR4/FCGR1A/P2RX7/TYROBP/ITGAM/ANXA1/CDC42SE1/RAB27A/RAC1/SIRPB1/ELANE/PLCG2/TYRO3	18
BP	GO:0051348	negative regulation of transferase activity	21/345	164/6032	0.000387951860003361	0.000387951860003361	0.0092025790047309	PRKCD/TSG101/PRKAR2B/PYCARD/RGS14/PPARG/VPS25/PTPN6/IRS2/TRIB1/PTPN22/SMPD1/CDKN2B/ZGPAT/PRDX3/TNFAIP3/PTPN2/DUSP1/PSEN1/ZFP36/CDKN1A	21
BP	GO:0008154	actin polymerization or depolymerization	12/345	68/6032	0.000402106345061654	0.000402106345061654	0.00939601192768967	PRKCD/PYCARD/CCL24/PLEK/PFN1/RAC1/PSTPIP1/CDC42EP3/MICAL1/CCL26/BAIAP2L1/FLII	12
BP	GO:0061515	myeloid cell development	9/345	41/6032	0.000404258880350308	0.000404258880350308	0.00939601192768967	TLR2/PTPN6/CEBPB/TYROBP/KLF2/BCL6/ZNF385A/WASF2/MEIS1	9
BP	GO:0033673	negative regulation of kinase activity	20/345	153/6032	0.000405318161586613	0.000405318161586613	0.00939601192768967	PRKCD/TSG101/PRKAR2B/PYCARD/RGS14/PPARG/VPS25/PTPN6/IRS2/TRIB1/PTPN22/SMPD1/CDKN2B/ZGPAT/PRDX3/TNFAIP3/PTPN2/DUSP1/PSEN1/CDKN1A	20
BP	GO:0001501	skeletal system development	32/345	300/6032	0.000408814640404741	0.000408814640404741	0.00940581052359781	HOXA10/SATB2/HOXA7/HOXB7/HOXB3/HOXA2/HOXA4/ZBTB16/HOXA5/HOXB4/HOXB6/HOXA3/HOXB5/ZFAND5/HOXB8/PTPN6/P2RX7/RASSF2/TYROBP/SHOX/UNCX/HOXB2/ZNF385A/VDR/HOXA1/HOXB9/THRA/HOXA9/WASF2/HOXA6/MEIS1/PSEN1	32
BP	GO:0031334	positive regulation of protein-containing complex assembly	15/345	99/6032	0.000446209390510913	0.000446209390510913	0.0101895577236074	BID/MPP7/PYCARD/TLR4/CLU/CCL24/PLEK/PFN1/RAC1/CDC42EP3/CCL26/PLCG2/BAIAP2L1/BAX/PINK1	15
BP	GO:1903037	regulation of leukocyte cell-cell adhesion	26/345	226/6032	0.000456119163618625	0.000456119163618625	0.0103387010420222	TNFSF13B/ZBTB16/SMARCD3/KLF4/NOD2/PTAFR/PYCARD/CD4/LGALS1/PTPN6/CEBPB/IRAK1/LILRB2/ANXA1/NLRP3/BCL6/PTPN22/IL4R/TYK2/SIRPB1/ELANE/ZBTB7B/IL21/PTPN2/HLX/NDFIP1	26
BP	GO:0036230	granulocyte activation	7/345	26/6032	0.000480769653481892	0.000480769653481892	0.0107482042607603	PRKCD/PTAFR/SPI1/TYROBP/ITGAM/ANXA1/PRAM1	7
BP	GO:0060907	positive regulation of macrophage cytokine production	6/345	19/6032	0.000481210452197436	0.000481210452197436	0.0107482042607603	NOD2/PYCARD/TLR4/P2RX7/CARD9/PLCG2	6
BP	GO:0051050	positive regulation of transport	42/345	437/6032	0.000502313823408755	0.000502313823408755	0.0111382630408028	TCF7L2/AZU1/PRKCD/TSG101/STAC3/TLR2/NOD2/CLTCL1/PTAFR/PYCARD/P2RY2/TLR4/CLU/FCGR1A/PPARG/P2RX7/GPS2/CEBPB/S100A10/ADRB2/TSPO/IRS2/IFNGR2/ITGAM/ABCC8/ANXA1/NFKBIA/CD33/IL4R/RAB27A/SSTR4/RXRA/SMPD1/SIRPB1/NPSR1/PLCG2/SCT/BAX/PINK1/PSEN1/RAB3D/P2RX3	42
BP	GO:0002283	neutrophil activation involved in immune response	5/345	13/6032	0.000522308643079466	0.000522308643079466	0.0112055750327771	PTAFR/SPI1/TYROBP/ITGAM/PRAM1	5
BP	GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	5/345	13/6032	0.000522308643079466	0.000522308643079466	0.0112055750327771	NOD2/TLR4/NFKBIA/PTPN22/TNFAIP3	5
BP	GO:0070423	nucleotide-binding oligomerization domain containing signaling pathway	5/345	13/6032	0.000522308643079466	0.000522308643079466	0.0112055750327771	NOD2/TLR4/NFKBIA/PTPN22/TNFAIP3	5
BP	GO:1903902	positive regulation of viral life cycle	5/345	13/6032	0.000522308643079466	0.000522308643079466	0.0112055750327771	TSG101/CD4/LGALS1/SMPD1/TYRO3	5
BP	GO:0050864	regulation of B cell activation	14/345	90/6032	0.000523659225387949	0.000523659225387949	0.0112055750327771	TNFSF13B/TNFSF13/NOD2/TLR4/PTPN6/TNIP2/TYROBP/IRS2/AKIRIN2/BCL6/TNFAIP3/IL21/CDKN1A/NDFIP1	14
