ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1903706	regulation of hemopoiesis	30/329	264/5740	0.000211819205304285	0.000211819205304285	0.011212624123779	ARNT/LEF1/ETS1/GATA3/FOXP3/IRF4/IRF1/B2M/GLI3/CARD11/MAFB/RCOR1/HCLS1/PRKCA/FCGR2B/IL15RA/RASGRP1/IL2RA/GPR68/IL5/CD27/FBXW7/TLR3/IFNG/NFKBIZ/IL2RG/CAMK4/SMAP1/ACVR2A/CD86	30
BP	GO:0030217	T cell differentiation	26/329	216/5740	0.000226285456324391	0.000226285456324391	0.0117787534897275	LEF1/GATA3/FOXP3/IRF4/IRF1/CD3G/B2M/GLI3/CARD11/MAFB/ITK/EOMES/RASGRP1/IL2RA/SP3/BCL11B/CD27/IFNG/CCR7/NFKBIZ/IL2RG/LCK/IL6/CAMK4/KLRC1/CD86	26
BP	GO:0050729	positive regulation of inflammatory response	14/329	84/5740	0.00025531008506834	0.00025531008506834	0.0129769669271928	IL16/ETS1/CLOCK/JAK2/LTA/IL6ST/PIK3CG/PDE2A/GPSM3/TLR3/IFNG/CCR7/NFKBIZ/IL6	14
BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	10/329	47/5740	0.000257614881028533	0.000257614881028533	0.0129769669271928	NOS3/BCL10/IRAK2/LILRA2/MAPK3/PRKCA/LY96/SIGIRR/CCL2/PTAFR	10
BP	GO:0046651	lymphocyte proliferation	23/329	183/5740	0.000277234662404609	0.000277234662404609	0.0137286304228992	LEF1/CD24/FOXP3/IRF1/IGF2/CARD11/CD274/EBI3/JAK2/BLK/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/IL5/PDCD1LG2/CD40/FLT3/IL6/CD70/PLCL2/CD86	23
BP	GO:0010595	positive regulation of endothelial cell migration	13/329	75/5740	0.000283520305469243	0.000283520305469243	0.0137286304228992	NOS3/SP1/ETS1/GATA3/FLT4/MET/PDGFB/STAT5A/ITGB1BP1/PRKCA/PIK3CG/PLCG1/CD40	13
BP	GO:0050671	positive regulation of lymphocyte proliferation	15/329	95/5740	0.000286439055388594	0.000286439055388594	0.0137286304228992	CD24/FOXP3/IGF2/CARD11/CD274/EBI3/JAK2/IL6ST/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	15
BP	GO:0046632	alpha-beta T cell differentiation	14/329	85/5740	0.000290119692455605	0.000290119692455605	0.0137286304228992	LEF1/GATA3/FOXP3/IRF4/IRF1/GLI3/ITK/EOMES/BCL11B/IFNG/NFKBIZ/IL2RG/IL6/CD86	14
BP	GO:0031347	regulation of defense response	33/329	308/5740	0.000311086578394159	0.000311086578394159	0.0145010821381849	IL16/STAT2/ETS1/GATA3/FOXP3/CLOCK/NPAS2/IRF1/LILRA2/PAK3/NCR1/JAK2/LTA/MAPK3/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/NOD2/PDE2A/KLRD1/PARP14/PLCG1/GPSM3/TLR3/BIRC3/IFNG/CCR7/NFKBIZ/IL6/GRPR/KLRC1	33
BP	GO:0032735	positive regulation of interleukin-12 production	8/329	32/5740	0.000334427707969117	0.000334427707969117	0.0153598608288602	IL16/IRF1/NOD2/TLR3/IFNG/CCR7/CD40/IRF8	8
BP	GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	6/329	18/5740	0.000349188544231625	0.000349188544231625	0.0158053762125893	BCL10/CARD11/PRKCH/PRKCB/CCR7/LCK	6
BP	GO:0032946	positive regulation of mononuclear cell proliferation	15/329	97/5740	0.000361712502435048	0.000361712502435048	0.0161383608229291	CD24/FOXP3/IGF2/CARD11/CD274/EBI3/JAK2/IL6ST/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	15
BP	GO:0032943	mononuclear cell proliferation	23/329	187/5740	0.000381050871994197	0.000381050871994197	0.0167617188614794	LEF1/CD24/FOXP3/IRF1/IGF2/CARD11/CD274/EBI3/JAK2/BLK/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/IL5/PDCD1LG2/CD40/FLT3/IL6/CD70/PLCL2/CD86	23
BP	GO:0070665	positive regulation of leukocyte proliferation	16/329	109/5740	0.000425488262261481	0.000425488262261481	0.0184564864638861	CD24/FOXP3/IGF2/CARD11/CD274/EBI3/JAK2/MAPK3/IL6ST/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	16
BP	GO:0033077	T cell differentiation in thymus	12/329	69/5740	0.000469009918222194	0.000469009918222194	0.0200656442302127	GATA3/FOXP3/CD3G/B2M/GLI3/CARD11/MAFB/RASGRP1/BCL11B/CCR7/IL2RG/CAMK4	12
BP	GO:0045058	T cell selection	9/329	42/5740	0.000495251143676272	0.000495251143676272	0.0209019935033784	GATA3/FOXP3/IRF4/CD3G/GLI3/CARD11/BCL11B/CCR7/IL6	9
BP	GO:0050853	B cell receptor signaling pathway	9/329	43/5740	0.000595346997065255	0.000595346997065255	0.0247915023198963	LAT2/ITK/BLK/PRKCH/FCGR2B/PRKCB/LCK/CD79B/PLCL2	9
BP	GO:0030218	erythrocyte differentiation	12/329	71/5740	0.00061425982658445	0.00061425982658445	0.025242505616012	ARNT/ETS1/GATA3/B2M/MAFB/JAK2/HIPK2/RCOR1/HCLS1/SP3/SMAP1/ACVR2A	12
BP	GO:0010543	regulation of platelet activation	7/329	27/5740	0.000624359066425261	0.000624359066425261	0.0253243110059296	NOS3/PDGFB/JAK2/BLK/PRKCA/IL6ST/IL6	7
BP	GO:0018108	peptidyl-tyrosine phosphorylation	28/329	256/5740	0.000644569928584506	0.000644569928584506	0.0254821982426413	CD24/CBLC/CD44/MAP2K7/IGF2/FLT4/ITK/MET/PDGFB/JAK2/MAPK3/BLK/HIPK2/HCLS1/MAP2K1/IL6ST/TNK1/MATK/NOD2/PARP14/IL5/FBXW7/IFNG/EPHA4/CD40/FLT3/LCK/IL6	28
BP	GO:0018212	peptidyl-tyrosine modification	28/329	256/5740	0.000644569928584506	0.000644569928584506	0.0254821982426413	CD24/CBLC/CD44/MAP2K7/IGF2/FLT4/ITK/MET/PDGFB/JAK2/MAPK3/BLK/HIPK2/HCLS1/MAP2K1/IL6ST/TNK1/MATK/NOD2/PARP14/IL5/FBXW7/IFNG/EPHA4/CD40/FLT3/LCK/IL6	28
BP	GO:0002443	leukocyte mediated immunity	22/329	183/5740	0.000698788425429821	0.000698788425429821	0.0270958480454461	LAT2/BCL10/GATA3/FOXP3/B2M/CX3CR1/NCR1/LTA/BLK/FCGR2B/RASGRP1/PIK3CG/NOD2/IRAK4/KLRD1/CD27/TLR3/CD40/IL6/PTAFR/CD70/KLRC1	22
BP	GO:0030101	natural killer cell activation	9/329	44/5740	0.000711414412787412	0.000711414412787412	0.0270958480454461	GATA3/NCR1/JAK2/IL2RB/IL15RA/RASGRP1/SP3/KLRD1/KLRC1	9
BP	GO:0050854	regulation of antigen receptor-mediated signaling pathway	9/329	44/5740	0.000711414412787412	0.000711414412787412	0.0270958480454461	BCL10/CARD11/BLK/PRKCH/FCGR2B/PRKCB/CCR7/LCK/PLCL2	9
BP	GO:0010634	positive regulation of epithelial cell migration	15/329	104/5740	0.000773675732122243	0.000773675732122243	0.0285870001400392	NOS3/SP1/ETS1/GATA3/FLT4/MET/PDGFB/STAT5A/ITGB1BP1/PRKCA/IQSEC1/PIK3CG/PLCG1/IFNG/CD40	15
BP	GO:0002819	regulation of adaptive immune response	16/329	115/5740	0.000780430186680194	0.000780430186680194	0.0285870001400392	GATA3/FOXP3/IRF1/B2M/CD274/CD48/JAK2/LTA/IL6ST/FCGR2B/NOD2/KLRD1/NFKBIZ/CD40/IL6/KLRC1	16
BP	GO:0071887	leukocyte apoptotic process	13/329	83/5740	0.000781933913283687	0.000781933913283687	0.0285870001400392	BCL10/CD3G/GLI3/CD274/BLK/HCLS1/IL2RA/NOD2/BCL11B/CD27/FASLG/CCR7/IL6	13
BP	GO:0070661	leukocyte proliferation	24/329	209/5740	0.000787178264725717	0.000787178264725717	0.0285870001400392	LEF1/CD24/FOXP3/IRF1/IGF2/CARD11/CD274/EBI3/JAK2/MAPK3/BLK/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/IL5/PDCD1LG2/CD40/FLT3/IL6/CD70/PLCL2/CD86	24
BP	GO:0032615	interleukin-12 production	9/329	45/5740	0.000845304914818967	0.000845304914818967	0.0298207470298443	IL16/IRF1/NOD2/CMKLR1/TLR3/IFNG/CCR7/CD40/IRF8	9
BP	GO:0032655	regulation of interleukin-12 production	9/329	45/5740	0.000845304914818967	0.000845304914818967	0.0298207470298443	IL16/IRF1/NOD2/CMKLR1/TLR3/IFNG/CCR7/CD40/IRF8	9
BP	GO:0001818	negative regulation of cytokine production	19/329	150/5740	0.000849795807675543	0.000849795807675543	0.0298207470298443	LEF1/CD24/GATA3/FOXP3/CD274/CX3CR1/TLR6/FCGR2B/NOD2/SIGIRR/CLEC4A/CMKLR1/PDCD1LG2/IFNG/YY1/CCR7/CD2AP/IL6/OTUD7B	19
BP	GO:1904037	positive regulation of epithelial cell apoptotic process	6/329	21/5740	0.000881572801909495	0.000881572801909495	0.0299593397224882	JAK2/CCL2/PLCG1/FASLG/CD40/IL6	6
BP	GO:0002821	positive regulation of adaptive immune response	11/329	64/5740	0.000891000095453612	0.000891000095453612	0.0299593397224882	GATA3/FOXP3/B2M/CD274/JAK2/LTA/IL6ST/NOD2/NFKBIZ/CD40/IL6	11
BP	GO:0002286	T cell activation involved in immune response	12/329	74/5740	0.000901708472267677	0.000901708472267677	0.0299593397224882	LEF1/GATA3/FOXP3/IRF4/LCP1/ITGAL/EOMES/FCGR2B/IFNG/NFKBIZ/IL6/CD86	12
BP	GO:0035710	CD4-positive, alpha-beta T cell activation	12/329	74/5740	0.000901708472267677	0.000901708472267677	0.0299593397224882	LEF1/GATA3/FOXP3/IRF4/CARD11/CD274/IL2RA/IFNG/NFKBIZ/IL2RG/IL6/CD86	12
BP	GO:0046330	positive regulation of JNK cascade	12/329	74/5740	0.000901708472267677	0.000901708472267677	0.0299593397224882	MAP3K5/MAP2K7/FLT4/EDAR/HIPK2/FCGR2B/RASGRP1/NOD2/CD27/TLR3/CCR7/SDCBP	12
BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	10/329	55/5740	0.000966517268155686	0.000966517268155686	0.0317745898572623	GATA3/FOXP3/IRF4/CARD11/CD274/IL2RA/IFNG/NFKBIZ/IL2RG/CD86	10
BP	GO:0046640	regulation of alpha-beta T cell proliferation	7/329	29/5740	0.000993721915887126	0.000993721915887126	0.0321609108352427	FOXP3/IRF1/CARD11/CD274/EBI3/JAK2/IL2RA	7
BP	GO:0098586	cellular response to virus	9/329	46/5740	0.000998994804854712	0.000998994804854712	0.0321609108352427	IFNAR1/POU2F2/CHUK/JAK2/IL10RB/TLR3/BIRC3/IFNG/IL6	9
BP	GO:0045639	positive regulation of myeloid cell differentiation	11/329	65/5740	0.00101880588942932	0.00101880588942932	0.0321609108352427	ARNT/LEF1/ETS1/RCOR1/HCLS1/PRKCA/GPR68/IL5/IFNG/SMAP1/ACVR2A	11
BP	GO:0034101	erythrocyte homeostasis	12/329	75/5740	0.0010194585992769	0.0010194585992769	0.0321609108352427	ARNT/ETS1/GATA3/B2M/MAFB/JAK2/HIPK2/RCOR1/HCLS1/SP3/SMAP1/ACVR2A	12
BP	GO:1902105	regulation of leukocyte differentiation	24/329	213/5740	0.00103154360814029	0.00103154360814029	0.0322167356352867	LEF1/GATA3/FOXP3/IRF4/IRF1/GLI3/CARD11/MAFB/HCLS1/PRKCA/FCGR2B/IL15RA/RASGRP1/IL2RA/GPR68/IL5/CD27/FBXW7/TLR3/IFNG/NFKBIZ/IL2RG/CAMK4/CD86	24
BP	GO:0050855	regulation of B cell receptor signaling pathway	5/329	15/5740	0.00111762766804388	0.00111762766804388	0.0342208595571332	BLK/PRKCH/FCGR2B/PRKCB/PLCL2	5
BP	GO:0090330	regulation of platelet aggregation	5/329	15/5740	0.00111762766804388	0.00111762766804388	0.0342208595571332	JAK2/BLK/PRKCA/IL6ST/IL6	5
BP	GO:0006968	cellular defense response	8/329	38/5740	0.00115012901548486	0.00115012901548486	0.03461330503059	BCL10/RAB23/CCR3/CX3CR1/ITK/NCR1/KLRG1/LY96	8
BP	GO:0007596	blood coagulation	15/329	108/5740	0.00115261022481372	0.00115261022481372	0.03461330503059	NOS3/PDGFB/JAK2/BLK/PRKCA/IL6ST/ANXA5/PIK3CG/DGKH/CD40/MYH9/DGKK/LCK/IL6/DGKA	15
BP	GO:0010632	regulation of epithelial cell migration	19/329	154/5740	0.00117256113816927	0.00117256113816927	0.0348770816736663	NOS3/SP1/ETS1/GATA3/FLT4/EVL/MET/PDGFB/STAT5A/ITGB1BP1/PRKCA/IQSEC1/PIK3CG/PLCG1/FBXW7/IFNG/CD40/PTPRG/PTPRR	19
BP	GO:0002262	myeloid cell homeostasis	14/329	98/5740	0.00126611591586516	0.00126611591586516	0.0370295705354714	ARNT/ETS1/GATA3/FOXP3/B2M/MAFB/JAK2/HIPK2/RCOR1/HCLS1/SP3/IL6/SMAP1/ACVR2A	14
BP	GO:0050817	coagulation	15/329	109/5740	0.00126864032522099	0.00126864032522099	0.0370295705354714	NOS3/PDGFB/JAK2/BLK/PRKCA/IL6ST/ANXA5/PIK3CG/DGKH/CD40/MYH9/DGKK/LCK/IL6/DGKA	15
BP	GO:0002221	pattern recognition receptor signaling pathway	13/329	88/5740	0.00136973272267375	0.00136973272267375	0.0396101070972029	BCL10/IRF4/IRAK2/IRF1/LILRA2/TLR6/LY96/NOD2/IRAK4/TLR5/TLR3/BIRC3/CD40	13
BP	GO:0032101	regulation of response to external stimulus	43/329	473/5740	0.00138382561830628	0.00138382561830628	0.0396505128876363	NOS3/IL16/STAT2/ETS1/GATA3/FOXP3/CLOCK/IRF1/CX3CR1/LILRA2/MET/PDGFB/PAK3/NCR1/JAK2/LTA/MAPK3/MAP2K1/PRKCA/IL6ST/FCGR2B/LY96/RASGRP1/PIK3CG/IL2RA/NOD2/PDE2A/KLRD1/PARP14/SIGIRR/CCL2/PLCG1/PLXNA4/GPSM3/CMKLR1/TLR3/BIRC3/IFNG/EPHA4/CCR7/NFKBIZ/IL6/KLRC1	43
BP	GO:0032609	interferon-gamma production	12/329	78/5740	0.00145187492091424	0.00145187492091424	0.0408507623551688	GATA3/FOXP3/CD274/EBI3/JAK2/LTA/RASGRP1/NOD2/PDCD1LG2/TLR3/CCR7/IRF8	12
BP	GO:0032649	regulation of interferon-gamma production	12/329	78/5740	0.00145187492091424	0.00145187492091424	0.0408507623551688	GATA3/FOXP3/CD274/EBI3/JAK2/LTA/RASGRP1/NOD2/PDCD1LG2/TLR3/CCR7/IRF8	12
BP	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	10/329	58/5740	0.00147960709160794	0.00147960709160794	0.0412593443684281	GATA3/FOXP3/B2M/CD274/JAK2/LTA/NOD2/NFKBIZ/CD40/IL6	10
BP	GO:0046633	alpha-beta T cell proliferation	7/329	31/5740	0.00151635624553991	0.00151635624553991	0.0418154505576074	FOXP3/IRF1/CARD11/CD274/EBI3/JAK2/IL2RA	7
BP	GO:0002697	regulation of immune effector process	22/329	194/5740	0.00152632736615736	0.00152632736615736	0.0418154505576074	BCL10/GATA3/FOXP3/IRF4/B2M/CX3CR1/NCR1/LTA/BLK/FCGR2B/RASGRP1/NOD2/KLRD1/IL5/TLR3/IFNG/NFKBIZ/CD40/IL6/PTAFR/KLRC1/CD86	22
BP	GO:0007249	I-kappaB kinase/NF-kappaB signaling	23/329	207/5740	0.0015798234042963	0.0015798234042963	0.0425853190510874	TRIM25/BCL10/APOL3/CHUK/IRAK2/CARD11/CX3CR1/EDA/EDAR/TLR6/C18orf32/SLC20A1/CASP10/NOD2/IRAK4/PIM2/PRKCB/FASLG/TLR3/BIRC3/CCR7/CD40/OTUD7B	23
BP	GO:0002437	inflammatory response to antigenic stimulus	8/329	40/5740	0.00163619212284591	0.00163619212284591	0.0425853190510874	GATA3/LTA/FCGR2B/RASGRP1/IL2RA/NOD2/PLCG1/CCR7	8
BP	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	8/329	40/5740	0.00163619212284591	0.00163619212284591	0.0425853190510874	JAK2/HCLS1/IL6ST/PARP14/IFNG/CD40/FLT3/IL6	8
BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	8/329	40/5740	0.00163619212284591	0.00163619212284591	0.0425853190510874	NOS3/SP1/ETS1/PDGFB/STAT5A/PRKCA/PLCG1/CD40	8
BP	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	21/329	183/5740	0.00167460732132152	0.00167460732132152	0.0425853190510874	TRIM25/BCL10/APOL3/CHUK/CARD11/EDA/EDAR/TLR6/C18orf32/SLC20A1/CASP10/NOD2/IRAK4/PIM2/PRKCB/FASLG/TLR3/BIRC3/CCR7/CD40/OTUD7B	21
BP	GO:0002285	lymphocyte activation involved in immune response	15/329	112/5740	0.00167730243594667	0.00167730243594667	0.0425853190510874	LEF1/GATA3/FOXP3/IRF4/LCP1/ITGAL/EOMES/FCGR2B/IFNG/NFKBIZ/CD40/IL6/PLCL2/IRF8/CD86	15
BP	GO:0007599	hemostasis	15/329	112/5740	0.00167730243594667	0.00167730243594667	0.0425853190510874	NOS3/PDGFB/JAK2/BLK/PRKCA/IL6ST/ANXA5/PIK3CG/DGKH/CD40/MYH9/DGKK/LCK/IL6/DGKA	15
BP	GO:0002922	positive regulation of humoral immune response	4/329	10/5740	0.00168874025750117	0.00168874025750117	0.0425853190510874	LTA/FCGR2B/NOD2/CCR7	4
BP	GO:2000353	positive regulation of endothelial cell apoptotic process	4/329	10/5740	0.00168874025750117	0.00168874025750117	0.0425853190510874	CCL2/PLCG1/FASLG/CD40	4
BP	GO:0034341	response to interferon-gamma	11/329	69/5740	0.00169078213151941	0.00169078213151941	0.0425853190510874	RAB20/IRF1/JAK2/PARP14/CCL2/FASLG/IFITM1/TLR3/IFNG/CD40/IRF8	11
BP	GO:0002699	positive regulation of immune effector process	17/329	136/5740	0.00182453877301608	0.00182453877301608	0.0455865813855891	BCL10/GATA3/FOXP3/B2M/LTA/BLK/RASGRP1/NOD2/KLRD1/IL5/TLR3/IFNG/NFKBIZ/CD40/IL6/PTAFR/CD86	17
BP	GO:0007259	receptor signaling pathway via JAK-STAT	14/329	102/5740	0.00187444900036515	0.00187444900036515	0.0464619062997779	IFNAR1/STAT2/STAT5A/JAK2/IL10RB/HCLS1/IL6ST/PARP14/CCL2/IL5/IFNG/CD40/FLT3/IL6	14
BP	GO:0032103	positive regulation of response to external stimulus	26/329	249/5740	0.00197282608729594	0.00197282608729594	0.0482114071379435	IL16/ETS1/CLOCK/CX3CR1/LILRA2/MET/PDGFB/PAK3/JAK2/LTA/MAPK3/PRKCA/IL6ST/LY96/RASGRP1/PIK3CG/NOD2/PDE2A/KLRD1/GPSM3/CMKLR1/TLR3/IFNG/CCR7/NFKBIZ/IL6	26
BP	GO:0050670	regulation of lymphocyte proliferation	18/329	149/5740	0.00199675120182299	0.00199675120182299	0.0482114071379435	CD24/FOXP3/IRF1/IGF2/CARD11/CD274/EBI3/JAK2/BLK/IL6ST/FCGR2B/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	18
BP	GO:0071706	tumor necrosis factor superfamily cytokine production	15/329	114/5740	0.00200677747945265	0.00200677747945265	0.0482114071379435	BCL10/FOXP3/CD274/CX3CR1/LILRA2/JAK2/LY96/RASGRP1/NOD2/CLEC4A/TLR3/IFNG/IL6/PTAFR/CD86	15
BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	15/329	114/5740	0.00200677747945265	0.00200677747945265	0.0482114071379435	BCL10/FOXP3/CD274/CX3CR1/LILRA2/JAK2/LY96/RASGRP1/NOD2/CLEC4A/TLR3/IFNG/IL6/PTAFR/CD86	15
BP	GO:0046635	positive regulation of alpha-beta T cell activation	9/329	51/5740	0.00214223020005008	0.00214223020005008	0.051072695890306	FOXP3/GLI3/CARD11/EBI3/JAK2/IFNG/NFKBIZ/IL2RG/CD86	9
BP	GO:0031295	T cell costimulation	7/329	33/5740	0.00223162975747417	0.00223162975747417	0.0524040007156775	CD24/CARD11/CD274/PDCD1LG2/CCR7/LCK/CD86	7
BP	GO:0097028	dendritic cell differentiation	7/329	33/5740	0.00223162975747417	0.00223162975747417	0.0524040007156775	IRF4/BLK/FCGR2B/CCR7/FLT3/CAMK4/IRF8	7
BP	GO:0034121	regulation of toll-like receptor signaling pathway	8/329	42/5740	0.0022720304976028	0.0022720304976028	0.0529545521318736	IRF4/IRF1/LILRA2/TLR6/NOD2/TLR5/TLR3/BIRC3	8
BP	GO:0032944	regulation of mononuclear cell proliferation	18/329	151/5740	0.00231973486853739	0.00231973486853739	0.0536659130990288	CD24/FOXP3/IRF1/IGF2/CARD11/CD274/EBI3/JAK2/BLK/IL6ST/FCGR2B/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	18
BP	GO:0050727	regulation of inflammatory response	21/329	188/5740	0.00234272252562749	0.00234272252562749	0.0537992084639068	IL16/ETS1/GATA3/FOXP3/CLOCK/JAK2/LTA/IL6ST/FCGR2B/PIK3CG/IL2RA/NOD2/PDE2A/PLCG1/GPSM3/TLR3/BIRC3/IFNG/CCR7/NFKBIZ/IL6	21
BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	11/329	72/5740	0.00240271776136097	0.00240271776136097	0.0547742112789705	BCL10/LILRA2/JAK2/LY96/RASGRP1/NOD2/TLR3/IFNG/IL6/PTAFR/CD86	11
BP	GO:0002703	regulation of leukocyte mediated immunity	16/329	128/5740	0.00246556477614988	0.00246556477614988	0.0553556252343512	GATA3/FOXP3/B2M/CX3CR1/NCR1/LTA/BLK/FCGR2B/RASGRP1/NOD2/KLRD1/TLR3/CD40/IL6/PTAFR/KLRC1	16
BP	GO:0042098	T cell proliferation	16/329	128/5740	0.00246556477614988	0.00246556477614988	0.0553556252343512	CD24/FOXP3/IRF1/IGF2/CARD11/CD274/EBI3/JAK2/IL6ST/RASGRP1/PIK3CG/IL2RA/PDCD1LG2/IL6/CD70/CD86	16
BP	GO:0006959	humoral immune response	10/329	62/5740	0.00248704508866229	0.00248704508866229	0.0553556252343512	POU2F2/GATA3/EBI3/LTA/FCGR2B/NOD2/CCL2/IFNG/CCR7/IL6	10
BP	GO:0002274	myeloid leukocyte activation	17/329	140/5740	0.00249911897544366	0.00249911897544366	0.0553556252343512	LAT2/IRF4/CX3CR1/LILRA2/JAK2/TLR6/BLK/FCGR2B/RASGRP1/PIK3CG/CRTC3/TLR3/IFNG/LCP2/IL6/CAMK4/PTAFR	17
BP	GO:0031294	lymphocyte costimulation	7/329	34/5740	0.00267486703218522	0.00267486703218522	0.0588312118939477	CD24/CARD11/CD274/PDCD1LG2/CCR7/LCK/CD86	7
BP	GO:0097696	receptor signaling pathway via STAT	14/329	106/5740	0.00270798896779616	0.00270798896779616	0.0591431966687612	IFNAR1/STAT2/STAT5A/JAK2/IL10RB/HCLS1/IL6ST/PARP14/CCL2/IL5/IFNG/CD40/FLT3/IL6	14
BP	GO:0002710	negative regulation of T cell mediated immunity	5/329	18/5740	0.00276528628600232	0.00276528628600232	0.0599751784398311	FOXP3/FCGR2B/NOD2/KLRD1/KLRC1	5
BP	GO:0045637	regulation of myeloid cell differentiation	16/329	130/5740	0.00289175049566463	0.00289175049566463	0.0622854716561666	ARNT/LEF1/ETS1/B2M/MAFB/RCOR1/HCLS1/PRKCA/GPR68/IL5/FBXW7/TLR3/IFNG/CAMK4/SMAP1/ACVR2A	16
BP	GO:0042129	regulation of T cell proliferation	14/329	107/5740	0.00295823231171591	0.00295823231171591	0.0632810041013779	CD24/FOXP3/IRF1/IGF2/CARD11/CD274/EBI3/JAK2/IL6ST/IL2RA/PDCD1LG2/IL6/CD70/CD86	14
BP	GO:0070663	regulation of leukocyte proliferation	19/329	167/5740	0.00303421495845357	0.00303421495845357	0.0644648462709039	CD24/FOXP3/IRF1/IGF2/CARD11/CD274/EBI3/JAK2/MAPK3/BLK/IL6ST/FCGR2B/IL2RA/IL5/PDCD1LG2/CD40/IL6/CD70/CD86	19
BP	GO:0002287	alpha-beta T cell activation involved in immune response	9/329	54/5740	0.00321864017210312	0.00321864017210312	0.0667477737456663	LEF1/GATA3/FOXP3/IRF4/EOMES/IFNG/NFKBIZ/IL6/CD86	9
BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	9/329	54/5740	0.00321864017210312	0.00321864017210312	0.0667477737456663	LEF1/GATA3/FOXP3/IRF4/EOMES/IFNG/NFKBIZ/IL6/CD86	9
BP	GO:0002456	T cell mediated immunity	9/329	54/5740	0.00321864017210312	0.00321864017210312	0.0667477737456663	GATA3/FOXP3/B2M/FCGR2B/NOD2/KLRD1/IL6/CD70/KLRC1	9
BP	GO:0051092	positive regulation of NF-kappaB transcription factor activity	14/329	108/5740	0.00322715475019071	0.00322715475019071	0.0667477737456663	TRIM25/BCL10/CLOCK/CHUK/IRAK2/CARD11/CX3CR1/EDA/TLR6/PRKCH/NOD2/PRKCB/TLR3/CD40	14
BP	GO:0030099	myeloid cell differentiation	24/329	232/5740	0.00329502188410425	0.00329502188410425	0.0677031158596766	ARNT/LEF1/ETS1/GATA3/IRF4/B2M/MAFB/JAK2/HIPK2/RCOR1/HCLS1/PRKCA/GPR68/SP3/IL5/FBXW7/TLR3/IFNG/CCR7/MYH9/CAMK4/SMAP1/IRF8/ACVR2A	24
BP	GO:0032814	regulation of natural killer cell activation	5/329	19/5740	0.00357931831838849	0.00357931831838849	0.071133326653506	JAK2/IL15RA/RASGRP1/KLRD1/KLRC1	5
BP	GO:0034110	regulation of homotypic cell-cell adhesion	5/329	19/5740	0.00357931831838849	0.00357931831838849	0.071133326653506	JAK2/BLK/PRKCA/IL6ST/IL6	5
BP	GO:0046629	gamma-delta T cell activation	5/329	19/5740	0.00357931831838849	0.00357931831838849	0.071133326653506	LEF1/CD3G/ITK/NOD2/KLRC1	5
BP	GO:0002830	positive regulation of type 2 immune response	4/329	12/5740	0.00363215977901967	0.00363215977901967	0.071133326653506	GATA3/NOD2/IL6/CD86	4
BP	GO:0050862	positive regulation of T cell receptor signaling pathway	4/329	12/5740	0.00363215977901967	0.00363215977901967	0.071133326653506	BCL10/CARD11/CCR7/LCK	4
BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	16/329	133/5740	0.00364417446961002	0.00364417446961002	0.071133326653506	CD24/CD44/IGF2/PDGFB/JAK2/HCLS1/IL6ST/NOD2/PARP14/IL5/FBXW7/IFNG/EPHA4/CD40/FLT3/IL6	16
BP	GO:1902107	positive regulation of leukocyte differentiation	16/329	133/5740	0.00364417446961002	0.00364417446961002	0.071133326653506	LEF1/GATA3/FOXP3/GLI3/HCLS1/PRKCA/IL15RA/RASGRP1/IL2RA/GPR68/IL5/CD27/IFNG/NFKBIZ/IL2RG/CD86	16
BP	GO:1903708	positive regulation of hemopoiesis	16/329	133/5740	0.00364417446961002	0.00364417446961002	0.071133326653506	LEF1/GATA3/FOXP3/GLI3/HCLS1/PRKCA/IL15RA/RASGRP1/IL2RA/GPR68/IL5/CD27/IFNG/NFKBIZ/IL2RG/CD86	16
