nodeLabel	Cluster_IDH2_R_25k	Cluster_IDH2_NR_25k	distance
TPH2	0.0866430466575643	0.159526943920653	0.0561
EPHX1	0	0.072264981424863	0.056
LAT	0	0.0723003111722574	0.056
PDK3	0	0.0722441266534662	0.056
TLX2	0	0.0721803833607135	0.0559
TNFRSF1A	0	0.0721134198266284	0.0559
IGF2BP1	0	0.0719764884128541	0.0558
LCE1D	0	0.0719764884128541	0.0558
MINK1	0.372009963392049	0.445815685401953	0.0558
ZP2	0	0.0719764884128541	0.0558
C11orf1	0	0.0718324414740869	0.0557
GABBR2	0	0.0718420301148934	0.0557
HYAL4	0	0.0718373811637322	0.0557
LGALS12	0	0.0717978584804767	0.0557
PELI3	0.132430185902841	0.204892997706048	0.0557
USP5	0.200421063865093	0.273328841460994	0.0557
GNL2	0.353739668724059	0.427170974638896	0.0556
MRPS36	0.13543080471405	0.207793826055064	0.0556
PABPN1L	0.228593586250313	0.301509814001362	0.0556
TPRX1	0.134440133862434	0.206878954439882	0.0556
ACSS3	0.0850728892271104	0.157137528724407	0.0555
CPS1	0.309604039192518	0.38269350867933	0.0555
FAAH2	0	0.0715604740684707	0.0555
MBP	0	0.0715677532048379	0.0555
PLXDC1	0.134540128769865	0.206777375940083	0.0555
TMEM143	0	0.0715561063943668	0.0555
TRPS1	0.305202787349202	0.378253779644261	0.0555
ZNF100	0	0.0715365956890831	0.0555
FOXRED1	0	0.0714961090749033	0.0554
MS4A6A	0.385668767212773	0.458981597056457	0.0554
PPIP5K1	0	0.071450947512321	0.0554
ZSCAN29	0	0.0714626035853325	0.0554
HOXC12	0.347589430456006	0.420667192393136	0.0553
RGS5	0.227610724972794	0.300097201717954	0.0553
ARV1	0	0.0712071002251268	0.0552
PRCC	0.143235629046117	0.215068814706438	0.0552
OR52J3	0.132758321037426	0.204413945907566	0.0551
SNORA31	0	0.0710578283632892	0.0551
TLN1	0.136626555011284	0.20836332985278	0.0551
CDH13	0	0.0707007627769567	0.0549
DOT1L	0.231066114229662	0.302984970669188	0.0549
THBS4	0	0.0706940219470028	0.0549
ZDHHC18	0.0811042944614782	0.152276752273312	0.0549
PHF6	0.455815690763334	0.528657767268529	0.0548
TRIP10	0.134391049318502	0.205659059600844	0.0548
ATP2C2	0	0.0704998558937674	0.0547
ECSCR	0	0.0704058969081978	0.0547
EML3	0.136927591933691	0.207981857028707	0.0547
PADI4	0.474678138316629	0.547536483210246	0.0547
SYNGR2	0	0.0704202887060603	0.0547
HLA-DRA	0	0.0702921760214924	0.0546
EHBP1	0	0.0700909415447189	0.0545
OR6C76	0.132351529561649	0.20311069536077	0.0545
SLC35C2	0	0.0701295057751423	0.0545
USP24	0	0.0702254260005132	0.0545
DUSP9	0.228854564315007	0.300014396518768	0.0544
KDELR1	0.134239761372446	0.204924872889576	0.0544
RASSF9	0.228903151629127	0.300020091035898	0.0544
ARMC6	0	0.0698911696955356	0.0543
CYP4F12	0.0339172745949519	0.103900704151954	0.0543
OR13H1	0	0.0699180002678137	0.0543
TBC1D10B	0.134131211515471	0.204726058845447	0.0543
TYK2	0.429969800265961	0.502052541084396	0.0543
DDX20	0.482753922933729	0.554879229519276	0.0542
ME1	0	0.0697660851154873	0.0542
MMP26	0	0.0697684462970806	0.0542
MPHOSPH10	0.3263576949012	0.397530229057646	0.0541
PROC	0	0.0695383282393536	0.0541
MPO	0	0.06947326726679	0.054
DCT	0	0.0692506350797992	0.0539
EPO	0.331655805351705	0.402680106867496	0.0539
ABCC5	0	0.0691139689462687	0.0538
DDX1	0.504246375522373	0.575868039809943	0.0538
NIT1	0	0.0691626038838556	0.0538
CCDC28B	0	0.0689632056771095	0.0537
CELF1	0	0.0690659095548792	0.0537
SH2D4A	0	0.0690145675839779	0.0537
TARP	0	0.069034453833165	0.0537
TMEM39B	0	0.0690095213436926	0.0537
ZNF397	0.3256964242238	0.396325962563898	0.0537
ENGASE	0	0.0688737943327235	0.0536
HSPA6	0	0.0689088531588833	0.0536
RAC1	0.135760172758196	0.205313132897472	0.0536
SCUBE2	0	0.0689046941229346	0.0536
TEAD3	0.132852764240128	0.202336187975244	0.0536
PDLIM1	0.250206858376106	0.320219665762295	0.0535
FBLN7	0	0.0686102587880697	0.0534
GLYATL2	0	0.0686114497454391	0.0534
LUC7L	0.233491314064639	0.303254499361738	0.0534
OR5M9	0.135317926508463	0.204572757485195	0.0534
RSL1D1	0.143021767687763	0.212332879431789	0.0534
MTRR	0	0.0685206084687577	0.0533
OMD	0.249079211764971	0.31874688963662	0.0533
BTAF1	0.361582258848134	0.431727280484657	0.0532
FGD2	0.482844352276992	0.553568609456305	0.0532
NEUROD1	0.178242888594204	0.247375012743964	0.0532
DUSP11	0	0.0681888807378915	0.0531
PBXIP1	0.451893498569382	0.522351689671157	0.0531
UBXN10	0	0.0681494476899679	0.0531
UCK2	0	0.0682393498346174	0.0531
ZNF326	0.397978846236022	0.468147283640354	0.0531
KRT5	0.136471611682841	0.205222004782121	0.053
MUC17	0	0.0680056565058266	0.053
NETO2	0	0.0680708452675083	0.053
POP7	0	0.0680218071743796	0.053
TPD52L3	0	0.0680839987366014	0.053
ENPP5	0	0.0678374527554352	0.0529
LPCAT4	0	0.0679565942348576	0.0529
MRPL11	0	0.0678590139400839	0.0529
RANBP10	0	0.0678772783051151	0.0529
CD300A	0	0.0677574659995746	0.0528
FANCL	0.398383714779045	0.468164564477905	0.0528
LAPTM4B	0	0.0677352888225213	0.0528
SNORD8	0	0.0676999175223036	0.0528
STXBP5L	0	0.0678170861867833	0.0528
ZNF274	0.230410539762252	0.299247022406297	0.0528
FDX1	0	0.0676420440688936	0.0527
SCARNA2	0	0.0676501418786671	0.0527
FAM13B	0.343580067932973	0.412742155497239	0.0526
ZSWIM7	0.251436399341233	0.320160552804962	0.0526
C4orf48	0	0.0673240382940691	0.0525
KCTD10	0	0.0672987812832392	0.0525
MRPL9	0	0.0672587811504461	0.0525
TPRKB	0.230623080475752	0.299042747772578	0.0525
AGR2	0	0.0671474389103218	0.0524
DAB1	0.13568998421722	0.203574090938731	0.0524
LSM12	0	0.0671742297948365	0.0524
MAP6	0	0.0671703168579652	0.0524
OR2T4	0	0.0671474389103218	0.0524
PTP4A2	0	0.0671775406510123	0.0524
C20orf141	0	0.0669932105820491	0.0523
MGRN1	0	0.0670805885516934	0.0523
SLCO4C1	0	0.067054682484071	0.0523
TMEM208	0	0.066978441016238	0.0523
ZNF681	0	0.067054682484071	0.0523
C1orf50	0	0.0668442336952157	0.0522
CARM1	0.393654691840026	0.462490543370572	0.0522
KDM4B	0.370090876050196	0.438761160921374	0.0522
KPTN	0	0.0668617336045942	0.0522
MCTS1	0.250797539889516	0.319007247113567	0.0522
RING1	0.183914910405184	0.251696061343185	0.0522
SERPINB4	0	0.0668864709059597	0.0522
EIF5A2	0	0.0667627381107487	0.0521
FASN	0	0.0668074159824065	0.0521
HUNK	0	0.0667325418144368	0.0521
SH2B3	0	0.06672710574895	0.0521
CEP170	0	0.0666682007154182	0.052
DOK6	0	0.0666071534683964	0.052
FEZ1	0	0.066556964830068	0.052
LASP1	0.254344316776811	0.322183304482568	0.052
MTA1	0.451954559448343	0.520779738752969	0.052
NMI	0.327827141454055	0.396024427599192	0.052
TSEN15	0	0.0666594382385742	0.052
UNG	0	0.0665844802370175	0.052
ZSCAN12	0.250340170953168	0.318135281904978	0.052
COL4A1	0	0.0665028244093557	0.0519
SERTAD3	0.18307000629974	0.250452686261756	0.0519
SH3GLB2	0	0.066470450555624	0.0519
TMEM87B	0	0.0665209745055662	0.0519
TRPM7	0	0.0665406342997741	0.0519
ACTR3B	0	0.0662721012669846	0.0518
ANKRD50	0	0.0662711921123579	0.0518
ELOVL5	0	0.0662808894395648	0.0518
ETV3	0	0.0663369381810419	0.0518
LINGO3	0	0.0663369381810419	0.0518
MVK	0	0.0663968991828805	0.0518
PROX2	0	0.0663090682619929	0.0518
SMYD1	0.372482493150289	0.440599237825481	0.0518
ARMC7	0	0.0662069293567832	0.0517
EDN3	0	0.0661669009204161	0.0517
GALNT11	0.138509203719451	0.205378790987402	0.0517
LAMB4	0	0.0662311831211628	0.0517
NTHL1	0	0.0662433083358743	0.0517
RNF186	0	0.0661662943357889	0.0517
SPTLC1	0.143643889199611	0.210589658581698	0.0517
GPR119	0	0.0661062286842043	0.0516
INCA1	0	0.0660904493432763	0.0516
KIAA0319	0	0.0659902673167415	0.0516
MORF4L2	0.497111591379058	0.565632875694699	0.0516
OST4	0	0.0659951263777475	0.0516
PDPN	0.178417650081205	0.245410545055971	0.0516
SLC35A2	0	0.065873596271664	0.0515
FLYWCH2	0	0.0657613856490188	0.0514
NAV2	0	0.065816134429874	0.0514
PLAA	0.15169513997769	0.218189218355185	0.0514
PPP1R11	0	0.0658100523509259	0.0514
IFFO1	0	0.0655604460214981	0.0513
PLOD3	0	0.0655945663793808	0.0513
RAB23	0.346702298457596	0.413988083198141	0.0513
SPAG8	0	0.0655674535988717	0.0513
TAAR1	0	0.0655674535988717	0.0513
UCN	0	0.0656569960312215	0.0513
ZNF101	0.17700398091915	0.243479978251682	0.0513
C15orf48	0	0.065533630993073	0.0512
FUBP1	0.413243671248732	0.480822174074149	0.0512
OR5L1	0	0.065448884151164	0.0512
UBAC2	0	0.0655025431338421	0.0512
CCIN	0	0.0653213567593658	0.0511
CDNF	0	0.0653280717934866	0.0511
ESRRA	0.396531129576151	0.463906201466695	0.0511
OPLAH	0	0.0653076204004349	0.0511
SHROOM2	0	0.0653961185876201	0.0511
ZNF177	0	0.0654046601066305	0.0511
ZNF479	0.274882313194739	0.341627663837156	0.0511
ZNF606	0	0.0654046601066305	0.0511
BMP3	0	0.0652560199992595	0.051
CNTNAP3	0.180885875209756	0.24695738813207	0.051
FAM185A	0	0.0652208957875687	0.051
PRICKLE1	0	0.0652560199992595	0.051
PTPN11	0.442115500978363	0.509442015887902	0.051
ZNF358	0.392751940998446	0.459943412095213	0.051
CCDC116	0	0.0650778592283054	0.0509
FOXP1	0.382581069406066	0.449504579523534	0.0509
HDHD2	0.236736696770865	0.302953076356536	0.0509
P2RX2	0	0.065103238109109	0.0509
SNORD18A	0	0.0650035291948412	0.0509
UROD	0	0.065030451891478	0.0509
CDH7	0	0.0649643591241955	0.0508
EIF1AD	0	0.0649551769607655	0.0508
GABPA	0.457776903938806	0.524984039886875	0.0508
OR1L4	0	0.0649713983511878	0.0508
WNT9A	0	0.0648921088838104	0.0508
AKR7L	0	0.0648008212343656	0.0507
C5AR1	0.439520984923117	0.506426666780907	0.0507
EFCAB5	0	0.0647358399691453	0.0507
EGLN3	0	0.0647373729137813	0.0507
IL3RA	0	0.0647462636423525	0.0507
KHK	0	0.0648241086338212	0.0507
MKKS	0	0.0647655759247672	0.0507
NDUFAF3	0	0.0648207383429075	0.0507
RXRB	0.37327693355996	0.43988854095021	0.0507
ZFYVE16	0.375070484721185	0.441710770709092	0.0507
ANP32A	0.453623918607059	0.520503376232763	0.0506
DRGX	0.0883007147331759	0.15331441159521	0.0506
LOXL4	0	0.0646383081769713	0.0506
SELPLG	0	0.0646103848965347	0.0506
ZNF468	0.321287872455308	0.387467512155802	0.0506
AGT	0	0.0645425466644489	0.0505
COL19A1	0	0.0644617707347746	0.0505
DHX58	0	0.0644421067702001	0.0505
FAM174A	0	0.0645370198460268	0.0505
FAS	0.236128980837192	0.301842625413502	0.0505
MARVELD3	0	0.0644808174132127	0.0505
PRSS27	0	0.0644162933796404	0.0505
SLC25A46	0	0.0645397832841035	0.0505
SNORA15	0	0.0645063110933826	0.0505
TBCCD1	0	0.0645453099870646	0.0505
ABHD12B	0	0.064338822969284	0.0504
DGCR2	0	0.0643016087457808	0.0504
FBXO36	0	0.0643883231873683	0.0504
FBXO9	0	0.0642831515280579	0.0504
GPHA2	0	0.0643397455029857	0.0504
MAF	0.277355944860098	0.343014660031016	0.0504
PCDHGA5	0	0.0643634216663697	0.0504
PTOV1	0.440740986085439	0.50723966610401	0.0504
TMEM163	0	0.0643052998802894	0.0504
ACADSB	0	0.0641766646277391	0.0503
NRG4	0	0.064168967165684	0.0503
SMPDL3B	0	0.0641609613299449	0.0503
CDK3	0	0.0640217054657699	0.0502
CREB3L1	0.253026371314326	0.318393691099071	0.0502
DCAF8L1	0	0.0641045988513602	0.0502
PTGER1	0	0.0640586903458378	0.0502
RENBP	0	0.0640099914308948	0.0502
VPS13B	0	0.0641129161373291	0.0502
OR52E2	0	0.0639689841375581	0.0501
PAK3	0.18178646606269	0.246552401254345	0.0501
THADA	0	0.0638573058674782	0.0501
FAM184A	0	0.0637523287372549	0.05
GOPC	0.288170876540949	0.353372976453869	0.05
PEX12	0	0.0637730219992625	0.05
RNF103	0	0.0637804337235899	0.05
SLC2A7	0	0.0637291607971641	0.05
SYNGAP1	0.178170662027071	0.242848222644167	0.05
ALDH16A1	0	0.0636772498814375	0.0499
CAMSAP1	0	0.063609858904718	0.0499
DAB2IP	0.21720368286052	0.281884766710037	0.0499
DDX21	0.14363935334523	0.208032714500286	0.0499
FST	0.475464227304291	0.541474942111431	0.0499
HOMER3	0.371910200029748	0.4374648528924	0.0499
ID3	0.274029685353523	0.339017206866245	0.0499
IPPK	0	0.063616042993803	0.0499
KLHL7	0	0.0636831217806359	0.0499
SNORD4B	0	0.0636846669739441	0.0499
WASH3P	0	0.0636333569052913	0.0499
WFDC6	0	0.0636194441195673	0.0499
KIDINS220	0	0.0635093269142288	0.0498
PTGIS	0	0.0634724976206514	0.0498
SLC37A4	0	0.0634399926671886	0.0498
TTC3	0	0.0635124213458355	0.0498
ADAMTS19	0	0.0634149119585067	0.0497
ARID3A	0.336262869229931	0.401278596420522	0.0497
CAST	0	0.0633582306202049	0.0497
METTL9	0	0.0633424298529936	0.0497
OR8A1	0.179576526946257	0.243890510747303	0.0497
SLC13A1	0	0.0633820831049711	0.0497
ZNF507	0	0.0633752685482116	0.0497
ABCC3	0	0.0631594993109471	0.0496
AGAP4	0.142184172881025	0.206139947369473	0.0496
DIO1	0	0.0632482057103026	0.0496
OTOP2	0	0.0631635327108289	0.0496
PLIN2	0	0.0631591890443234	0.0496
SNORA21	0	0.0632255695207278	0.0496
ARHGAP10	0.257820130500467	0.322130318720816	0.0495
C3orf14	0	0.0631269173411949	0.0495
MTHFD2	0	0.0630794263845911	0.0495
SPEG	0	0.0631315723996953	0.0495
COMMD8	0	0.0629626440918076	0.0494
GIPC1	0	0.0629871893540986	0.0494
ICAM5	0	0.0629865680112447	0.0494
PARP11	0	0.0629365403347149	0.0494
USP50	0	0.0628846282731276	0.0494
ALDH8A1	0	0.0628267860567418	0.0493
GALK1	0	0.0627536696519223	0.0493
PCDHGB3	0	0.0627542920897475	0.0493
SNORD114-12	0	0.062816210013444	0.0493
AEN	0	0.0625936059480365	0.0492
NPTN	0	0.0626836266902814	0.0492
NUDT12	0	0.0626717935504742	0.0492
PRNP	0	0.0626160389919093	0.0492
SEC14L1	0	0.0626998176926764	0.0492
SLC25A41	0	0.0626643194430362	0.0492
ARPP21	0	0.0625558974000682	0.0491
DNAL4	0	0.062549663546826	0.0491
FSD1L	0	0.0624997821416289	0.0491
HDAC7	0.30069148457929	0.364690198871	0.0491
HMG20A	0.375275787556267	0.439641963782527	0.0491
HMX2	0.180157208160606	0.24358867936879	0.0491
PHLDA2	0	0.0625375066879256	0.0491
GCA	0	0.062313183678655	0.049
GPR52	0.180635672445358	0.243848564922845	0.049
PNPLA4	0	0.0623019419215573	0.049
RNF150	0	0.0623765568206278	0.049
SERPINE1	0	0.062376868928453	0.049
SLIT2	0	0.062376868928453	0.049
BDKRB2	0	0.0622372832706549	0.0489
BLMH	0	0.0621528983725388	0.0489
CTRL	0	0.0621854085598236	0.0489
MATN4	0	0.0622372832706549	0.0489
MSLN	0	0.0621963476914803	0.0489
MTHFR	0	0.0622054108581424	0.0489
ZBED5	0	0.0622519669940971	0.0489
ITPRIPL1	0	0.0620731520634261	0.0488
MSRA	0	0.0621275724019872	0.0488
P2RX1	0.257284792641198	0.320706674338809	0.0488
CCDC134	0	0.0619454578824853	0.0487
DBN1	0	0.0619529727182474	0.0487
FXYD2	0	0.0619141414705076	0.0487
LIM2	0	0.0619808365076277	0.0487
LSM14B	0	0.0618806246967375	0.0487
MMEL1	0	0.0619539120426993	0.0487
NPBWR1	0	0.0619210317173141	0.0487
PI15	0	0.0619016128294298	0.0487
ZNF445	0.410011405209217	0.473971311212842	0.0487
CECR7	0	0.0618527397874009	0.0486
CYP26C1	0.326863598615644	0.390319782006431	0.0486
FCRL4	0	0.0618235953416714	0.0486
MAP3K4	0.385516226223967	0.449255875710654	0.0486
NDOR1	0	0.0617787693071844	0.0486
NLRC4	0.443792901080197	0.507783207822289	0.0486
PCOTH	0	0.0618474127876767	0.0486
PDZD2	0	0.0618568132306779	0.0486
PMS2	0	0.0618633931433011	0.0486
RAF1	0	0.0617734393276066	0.0486
RBP3	0	0.061833937654233	0.0486
THEM5	0	0.0618235953416714	0.0486
ATG16L2	0	0.0617082080641533	0.0485
DLEC1	0	0.0615977433583587	0.0485
EMB	0	0.0617179320714598	0.0485
RAP2A	0.280992182894545	0.344017330649493	0.0485
STX6	0	0.061667422182719	0.0485
TLE2	0.22004579117432	0.282837844197997	0.0485
VWA5A	0	0.0616711875602104	0.0485
APCS	0	0.0614903284249773	0.0484
CDR1	0	0.0615069803113555	0.0484
MCOLN2	0.185664579083951	0.248141209207924	0.0484
MYLK3	0	0.0614689606699335	0.0484
S100B	0.231863346795325	0.294472932945806	0.0484
TP73	0.34220995560996	0.405360234545298	0.0484
ZNF277	0.30559080749666	0.36860133135613	0.0484
CDK12	0.224562873141017	0.287037702886216	0.0483
CSMD1	0	0.0613998060394338	0.0483
CXXC1	0.411055519514433	0.47441721169299	0.0483
HDHD3	0	0.0613315589896162	0.0483
PDLIM4	0	0.0613334464782379	0.0483
QKI	0.142380034405696	0.204470457783394	0.0483
SYT7	0	0.0613922597102435	0.0483
GALNT9	0	0.061272089307258	0.0482
MFRP	0	0.0612591849467617	0.0482
OR4A16	0.178048690752216	0.240216571445481	0.0482
PRDM12	0.263197843724431	0.325685428481475	0.0482
PRKACA	0.459493255785362	0.522971054644303	0.0482
PVR	0	0.0612673683457953	0.0482
RNF144B	0	0.0612875099405915	0.0482
BEX5	0	0.061081858593377	0.0481
HS3ST3A1	0	0.0610408790937689	0.0481
HSPB9	0	0.0610809130557112	0.0481
NGEF	0	0.0610547504996173	0.0481
NR1H2	0.391823754428297	0.454787589420526	0.0481
PANK4	0	0.061052228534023	0.0481
RHBG	0	0.0610531742767559	0.0481
DKK1	0	0.0610109245056009	0.048
EDEM2	0	0.0609115528330881	0.048
GFRAL	0	0.0609544653164449	0.048
HEBP2	0	0.0609506794808022	0.048
ITGAX	0.447559128766742	0.510771292236304	0.048
KLHL28	0	0.060915970937458	0.048
PPM1F	0	0.0609109216632744	0.048
PTGER3	0	0.0609667685340137	0.048
SALL3	0	0.0609131307444463	0.048
ATP7A	0	0.0607359715617418	0.0479
CEP350	0.257704664787125	0.319784367162795	0.0479
ELFN2	0	0.0608702048470663	0.0479
HKDC1	0	0.0608629439429595	0.0479
NUDT9	0	0.0608686264235564	0.0479
OR10AG1	0.184663132513099	0.246359150663062	0.0479
OR5A2	0.292215378542899	0.354513829274499	0.0479
P2RY2	0.319449858615649	0.381799105363222	0.0479
PRMT1	0.423427536994342	0.486372916381727	0.0479
TUT1	0.228972531325705	0.290869422704536	0.0479
JAKMIP2	0	0.0606076119461791	0.0478
RYBP	0.258064388847096	0.319987951873448	0.0478
SCRN2	0	0.0606737042504068	0.0478
SQSTM1	0.35372487756202	0.416161158418092	0.0478
ANXA2P2	0	0.0604515790551177	0.0477
LMOD2	0	0.0604756448103647	0.0477
PIP5K1A	0.0451303549247453	0.10588456121334	0.0477
WDR47	0	0.0605297767562182	0.0477
ZNF394	0	0.0604756448103647	0.0477
HPCAL1	0	0.0604037512036104	0.0476
KRT36	0	0.0603746025753625	0.0476
MIP	0	0.0603467152670075	0.0476
RMST	0	0.0603784049346427	0.0476
SLC32A1	0	0.0603115308429764	0.0476
SMAD5	0.334816297043428	0.396821686086272	0.0476
TAF2	0.321329465704554	0.383260043306282	0.0476
TRIM32	0.402873073819356	0.465196131908965	0.0476
ARHGAP11A	0.279847037043756	0.3414669333292	0.0475
ATG2B	0	0.0602978983254797	0.0475
CALHM2	0	0.060262700912244	0.0475
GPRASP2	0	0.0602205150972164	0.0475
JPH4	0	0.0601675258784878	0.0475
NOL12	0	0.0602699948392529	0.0475
PI4KA	0.0922690736035011	0.152996227855398	0.0475
SULF1	0	0.0602125839303433	0.0475
TAS2R13	0	0.0602940936512222	0.0475
TUBA3C	0	0.060175459747415	0.0475
AIMP1	0.386012175596734	0.448019160257006	0.0474
HCN1	0	0.060134515875318	0.0474
SGCD	0	0.0601510219066364	0.0474
SLC25A25	0	0.0600316241786341	0.0474
ACTR5	0.453137750745753	0.515373645116562	0.0473
CSRNP1	0.373169768836471	0.434927241558692	0.0473
CSRNP3	0	0.0599801483012948	0.0473
KCNJ14	0	0.0599178420528971	0.0473
NHEJ1	0	0.0599801483012948	0.0473
POM121L12	0	0.059943276719602	0.0473
SEC61A2	0	0.059983644210917	0.0473
ZNF658	0.186628888849666	0.247560628869468	0.0473
C9orf152	0	0.0597762723841223	0.0472
FBLN5	0	0.0598717292501093	0.0472
ME3	0	0.0597692695021114	0.0472
NCF1	0.179795276352008	0.240435246792108	0.0472
P2RY4	0.412689868837312	0.47451302130141	0.0472
PCSK1	0	0.0598539158636339	0.0472
PGC	0	0.0597870942907728	0.0472
RRN3	0	0.0598294185395766	0.0472
ADAM32	0	0.0596788353613752	0.0471
CTSS	0.430432043214748	0.492211982162656	0.0471
DLG2	0	0.0596597216434272	0.0471
LEPROTL1	0	0.0596629074548928	0.0471
MOSPD3	0	0.0596699159700397	0.0471
PLEKHJ1	0	0.059616705677031	0.0471
PPP1R12C	0	0.0597339311238618	0.0471
TAGAP	0.279873853908233	0.340969133258597	0.0471
WDFY1	0	0.0597281996863154	0.0471
ALKBH4	0	0.059471941863382	0.047
C11orf94	0	0.0595784575151668	0.047
FUCA2	0	0.0594802365802321	0.047
HCCS	0	0.0595692125498014	0.047
PHACTR1	0	0.0594856597677217	0.047
SLC14A1	0	0.0594955485372398	0.047
SLC24A1	0	0.0595363717591796	0.047
ZNF471	0	0.0595583728019625	0.047
ZNF785	0.359512200268207	0.42078275616291	0.047
ABCA2	0	0.0594515218825386	0.0469
CD276	0	0.0594081189536346	0.0469
COL13A1	0	0.0593183957054038	0.0469
DHRSX	0	0.0593934353274508	0.0469
FLRT1	0.257072798831085	0.317708003759272	0.0469
HECTD3	0	0.0593228673436742	0.0469
IL1R2	0	0.0593413910920007	0.0469
MAL2	0	0.0593880083574121	0.0469
MAX	0.422679425619284	0.484150126563611	0.0469
OR7G1	0	0.0593768344826502	0.0469
SATL1	0	0.0593991812883422	0.0469
ELP2	0.280092918754972	0.340689270661773	0.0468
FAT2	0	0.0592608897430981	0.0468
IL7R	0.297869485304969	0.35855034414479	0.0468
LMTK2	0	0.059170427008466	0.0468
MED23	0.381486548177369	0.44266750505496	0.0468
SLC5A5	0	0.0591921692848178	0.0468
TMEM209	0	0.0592388391605679	0.0468
XKR5	0	0.0591995224813029	0.0468
BOK	0	0.0590418187205569	0.0467
CDHR4	0	0.0590514206727859	0.0467
CEP78	0	0.0591314098467669	0.0467
FGFR1	0.146717046694728	0.20658972191633	0.0467
FHL5	0	0.0591374870466506	0.0467
GBGT1	0	0.0590965405140823	0.0467
MT1E	0	0.0591189347195511	0.0467
MYH13	0	0.0591278913402659	0.0467
MYO5B	0	0.0591102974037387	0.0467
PSCA	0	0.0590587816974891	0.0467
SLC36A2	0.0893663860477687	0.148848556286263	0.0467
SLC39A2	0	0.0591502802390894	0.0467
SLC8A2	0	0.0590984601659744	0.0467
TAS2R42	0	0.0591278913402659	0.0467
TEX13B	0	0.0591240528627927	0.0467
TRPV3	0	0.0591701072424418	0.0467
CARS2	0	0.0589143668145164	0.0466
CHI3L2	0	0.0589319868294862	0.0466
HBM	0.220563171007798	0.280628996394457	0.0466
KCNK13	0	0.0589156483492963	0.0466
MORC4	0.278802772876802	0.339129722932799	0.0466
OPN5	0	0.05890539572339	0.0466
OR11A1	0	0.0589015507837867	0.0466
PARL	0	0.0590024434274938	0.0466
STAG3L2	0	0.0590190913230623	0.0466
TAS2R9	0.188661009245652	0.248531436086403	0.0466
ZNF775	0	0.0590040442777348	0.0466
HMGN1	0.456772701004662	0.517906063772231	0.0465
LILRB5	0.292645970145028	0.352870200001308	0.0465
LILRP2	0	0.0588826448716075	0.0465
LXN	0	0.0588390548456973	0.0465
MAP3K12	0.0941430207403956	0.153484737575575	0.0465
NF2	0	0.058785829898261	0.0465
NT5E	0.0447359596208421	0.10379942525003	0.0465
SLC16A2	0	0.0588118037831034	0.0465
SLC26A7	0	0.058865659290278	0.0465
AKAP9	0.427925976808488	0.488660987752116	0.0464
BAD	0.330355324887566	0.39069563612853	0.0464
MGLL	0	0.058738679076146	0.0464
NHLRC1	0	0.0587200707254141	0.0464
PEX14	0	0.0586497845467009	0.0464
SLC38A11	0	0.058687981213131	0.0464
TMEM45B	0	0.0586391902400564	0.0464
UBE2B	0.412947036140688	0.473635409003073	0.0464
ZNF347	0	0.058738679076146	0.0464
ADRA2C	0	0.0585071718227425	0.0463
CHRNE	0.296888069454493	0.356867857416913	0.0463
ENTPD5	0	0.0585881330475418	0.0463
ETNK2	0	0.0585071718227425	0.0463
HORMAD1	0	0.0585540839671491	0.0463
NECAP2	0	0.0584795308532376	0.0463
OLFML1	0	0.058544445843446	0.0463
PLA2G2F	0	0.0585084573086674	0.0463
ABCC8	0	0.0583293330344146	0.0462
C1QTNF4	0	0.0584100815401072	0.0462
CLDN19	0	0.0583412392986749	0.0462
ITPR2	0.298192426161075	0.358053216030343	0.0462
KAT2A	0.460553677440375	0.52129090125641	0.0462
LRRC49	0	0.0583409175218397	0.0462
OLFM2	0	0.0583827419482948	0.0462
PDE4DIP	0	0.0583412392986749	0.0462
PIK3AP1	0	0.0583283676146647	0.0462
SIRPB1	0	0.0583528227434529	0.0462
SON	0	0.0583605444764674	0.0462
BOC	0	0.0583148509982638	0.0461
CCDC154	0	0.058238230738177	0.0461
CCL16	0	0.0582298577679473	0.0461
CDK2AP1	0	0.0581866963606608	0.0461
CHRM1	0	0.05821343232519	0.0461
GIP	0	0.0582733270382752	0.0461
IER2	0	0.0582726831533232	0.0461
IFFO2	0	0.0581786423001894	0.0461
LANCL3	0	0.058187984964828	0.0461
OR9K2	0	0.0582826630178796	0.0461
SLC12A9	0	0.0582868478982948	0.0461
TAS2R43	0	0.0582433830718177	0.0461
TRNP1	0	0.0582543311144871	0.0461
CD37	0	0.058101943077467	0.046
COL2A1	0	0.0581328859308393	0.046
DYSF	0	0.0581725208862329	0.046
EPHA10	0	0.058162210496029	0.046
LOXL1	0	0.0580858241407629	0.046
NME1-NME2	0.277877335615813	0.337411169996549	0.046
WDR86	0	0.0581386869100922	0.046
WDR88	0	0.0581151591399988	0.046
ZIC2	0	0.0580542253257929	0.046
CTNNA1	0	0.0579442154794362	0.0459
DSCR9	0	0.0580142323304385	0.0459
FRK	0	0.0579061262380639	0.0459
MFN1	0	0.0580271346178952	0.0459
OR10T2	0	0.0579719685268838	0.0459
PRELID1	0	0.0579296912150637	0.0459
ALAS1	0	0.0578851401904629	0.0458
LOC441666	0	0.0577568915479708	0.0458
MYEOV	0	0.0578783593710979	0.0458
NEK5	0	0.0577555987372681	0.0458
OR4F4	0	0.0577740200970161	0.0458
PMP2	0	0.057815378014312	0.0458
RASSF1	0	0.0578383131595485	0.0458
