tf	confidence	target	mor
E2F1	A	TYMS	1
E2F1	A	UBN1	1
E2F1	A	UBP1	1
E2F1	A	UHRF1	1
E2F1	A	ULK1	1
E2F1	A	UTRN	1
E2F1	A	VCP	1
E2F1	A	VEGFA	-1
E2F1	A	VMP1	1
E2F1	A	VPS35L	1
E2F1	A	WDR25	1
E2F1	A	WRAP73	1
E2F1	A	WWOX	-1
E2F1	A	XRCC1	1
E2F1	A	YBX3	1
E2F1	A	YME1L1	1
E2F1	A	ZEB1	1
E2F1	A	ZMYM2	1
E2F1	A	ZNF292	1
E2F1	A	ZNF350	-1
E2F1	A	ZNF616	1
E2F1	A	ZNF654	1
E2F2	A	ASF1B	1
E2F2	A	CDC6	1
E2F2	A	CDCA4	1
E2F2	A	CDCA7	1
E2F2	A	CDT1	1
E2F2	A	E2F1	1
E2F2	A	MAP3K5	1
E2F2	A	MCM10	1
E2F2	A	MCM5	1
E2F2	A	MCM6	1
E2F2	A	MCM7	1
E2F2	A	MYCN	1
E2F2	A	PLK1	1
E2F2	A	PLK4	1
E2F3	A	AURKA	1
E2F3	A	CDC6	1
E2F3	A	CDKN1A	1
E2F3	A	CDKN2A	1
E2F3	A	E2F1	1
E2F3	A	MAP3K5	1
E2F3	A	MCM5	1
E2F3	A	MCM6	1
E2F3	A	MCM7	1
E2F3	A	MYCN	1
E2F3	A	PLK1	1
E2F3	A	TP53BP2	1
E2F3	A	TP73	1
E2F4	A	ACTG1	1
E2F4	A	ACTR5	1
E2F4	A	ADARB1	1
E2F4	A	AKR7A2	1
E2F4	A	ALDH5A1	1
E2F4	A	ANAPC15	1
E2F4	A	ANLN	1
E2F4	A	ANTKMT	1
E2F4	A	APRT	1
E2F4	A	ASF1B	1
E2F4	A	AURKB	1
E2F4	A	BACH1	1
E2F4	A	BARD1	1
E2F4	A	BCL11A	1
E2F4	A	BIRC5	1
E2F4	A	BORA	1
E2F4	A	BRCA1	-1
E2F4	A	BUB3	1
E2F4	A	CALM1	1
E2F4	A	CALR	1
E2F4	A	CAV1	1
E2F4	A	CBX5	1
E2F4	A	CCNA2	1
E2F4	A	CCNB1	1
E2F4	A	CCND1	1
E2F4	A	CDC25A	1
E2F4	A	CDC25C	1
E2F4	A	CDC37L1	1
E2F4	A	CDC45	1
E2F4	A	CDC6	1
E2F4	A	CDCA4	1
E2F4	A	CDCA7	1
E2F4	A	CDK1	1
E2F4	A	CDK2	1
E2F4	A	CDKN2C	1
E2F4	A	CDT1	1
E2F4	A	CENPE	1
E2F4	A	CENPO	1
E2F4	A	CFAP20	1
E2F4	A	CHEK1	1
E2F4	A	CIB2	1
E2F4	A	CKS2	1
E2F4	A	CREG1	1
E2F4	A	CSE1L	1
E2F4	A	CTH	1
E2F4	A	CUTC	1
E2F4	A	CUX1	1
E2F4	A	CYP27B1	1
E2F4	A	DBF4	1
E2F4	A	DDX11	1
E2F4	A	DERL2	1
E2F4	A	DHFR	1
E2F4	A	DHPS	1
E2F4	A	DIRAS3	-1
E2F4	A	DLEU1	1
E2F4	A	DROSHA	1
E2F4	A	DUT	1
E2F4	A	E2F1	-1
E2F4	A	E2F2	1
E2F4	A	E2F3	1
E2F4	A	E2F8	1
E2F4	A	EIF2B2	1
E2F4	A	EIF4H	1
E2F4	A	EPAS1	1
E2F4	A	EXOSC9	1
E2F4	A	FAM210B	1
E2F4	A	FANCC	1
E2F4	A	FBXO5	1
E2F4	A	FDFT1	1
E2F4	A	FEN1	1
E2F4	A	FOXM1	1
E2F4	A	FST	1
E2F4	A	GABPA	1
E2F4	A	GADD45A	1
E2F4	A	GINS1	1
E2F4	A	GMNN	1
E2F4	A	GNAS	1
E2F4	A	GNPTG	1
E2F4	A	GPANK1	1
E2F4	A	H2AZ1	1
E2F4	A	H2BC11	1
E2F4	A	H2BC21	1
E2F4	A	H3C2	1
E2F4	A	HAGHL	1
E2F4	A	HCFC1	1
E2F4	A	HLTF	1
E2F4	A	HMGB1	1
E2F4	A	HMGB3	1
E2F4	A	HMGN2	1
E2F4	A	HMMR	1
E2F4	A	HNRNPD	1
E2F4	A	ID3	1
E2F4	A	IFNAR2	1
E2F4	A	IKBKG	-1
E2F4	A	INSIG1	1
E2F4	A	ITGB3BP	1
E2F4	A	JUN	1
E2F4	A	KATNAL1	-1
E2F4	A	KDM6A	1
E2F4	A	KHDRBS1	1
E2F4	A	KLF10	1
E2F4	A	KLHL21	1
E2F4	A	LGALS1	1
E2F4	A	LIN54	1
E2F4	A	LUC7L	-1
E2F4	A	MAD2L1	1
E2F4	A	MAP3K5	1
E2F4	A	MAP3K7	1
E2F4	A	MAPRE1	1
E2F4	A	MBP	1
E2F4	A	MCM10	-1
E2F4	A	MCM3	1
E2F4	A	MCM5	1
E2F4	A	MCM6	1
E2F4	A	MCM7	1
E2F4	A	MCM8	1
E2F4	A	METTL3	1
E2F4	A	MFAP1	1
E2F4	A	MKI67	1
E2F4	A	MLH1	1
E2F4	A	MSH2	1
E2F4	A	MTHFD1	1
E2F4	A	MYBL2	1
E2F4	A	MYC	1
E2F4	A	MYCL	1
E2F4	A	NAP1L4	1
E2F4	A	NASP	1
E2F4	A	NCL	1
E2F4	A	NDC80	1
E2F4	A	NEK2	1
E2F4	A	NFE2L1	1
E2F4	A	NFKB2	1
E2F4	A	NPAT	1
E2F4	A	NUSAP1	1
E2F4	A	NXT1	1
E2F4	A	OGFR	1
E2F4	A	ORC1	1
E2F4	A	P4HA2	-1
E2F4	A	PARK7	1
E2F4	A	PCLAF	-1
E2F4	A	PCNA	1
E2F4	A	PCNT	1
E2F4	A	PDXK	1
E2F4	A	PDXP	1
E2F4	A	PGRMC1	1
E2F4	A	PIGQ	1
E2F4	A	PIM2	1
E2F4	A	PKN2	1
E2F4	A	PLCG1	1
E2F4	A	PLK1	-1
E2F4	A	PLK4	1
E2F4	A	PLSCR1	1
E2F4	A	POLA2	1
E2F4	A	POLD1	1
E2F4	A	POLD2	1
E2F4	A	POLE2	1
E2F4	A	POLR2D	1
E2F4	A	PPARG	-1
E2F4	A	PPIA	1
E2F4	A	PRC1	1
E2F4	A	PRIM2	1
E2F4	A	PRKCSH	1
E2F4	A	PRPSAP1	1
E2F4	A	PRR11	1
E2F4	A	PTGS2	1
E2F4	A	RABIF	1
E2F4	A	RAD51	-1
E2F4	A	RAD54L	1
E2F4	A	RB1	1
E2F4	A	RBBP5	1
E2F4	A	RBL1	1
E2F4	A	RECQL	1
E2F4	A	REL	1
E2F4	A	RFC2	1
E2F4	A	RFC3	1
E2F4	A	RFC4	1
E2F4	A	RIPK2	1
E2F4	A	RPA3	1
E2F4	A	RPL23A	1
E2F4	A	RPS15	1
E2F4	A	RPS4X	1
E2F4	A	RPS6	1
E2F4	A	RPS8	1
E2F4	A	RRM1	1
E2F4	A	SAYSD1	1
E2F4	A	SFPQ	1
E2F4	A	SH3BGR	1
E2F4	A	SIRPA	1
E2F4	A	SKP1	1
E2F4	A	SLC25A14	1
E2F4	A	SLC25A4	1
E2F4	A	SLC2A13	1
E2F4	A	SLC35F6	1
E2F4	A	SLC44A4	1
E2F4	A	SLCO4A1	1
E2F4	A	SMARCA4	1
E2F4	A	SMARCA5	1
E2F4	A	SMC2	1
E2F4	A	SMC4	1
E2F4	A	SP1	1
E2F4	A	SRPRA	1
E2F4	A	SRRM2	1
E2F4	A	SRSF8	1
E2F4	A	SS18L1	1
E2F4	A	STAM	1
E2F4	A	STMN1	1
E2F4	A	SUV39H1	1
E2F4	A	SUZ12	1
E2F4	A	TERT	1
E2F4	A	TFAM	1
E2F4	A	TFRC	1
E2F4	A	THOP1	1
E2F4	A	TK1	1
E2F4	A	TMPO	1
E2F4	A	TOP1	1
E2F4	A	TOP2A	1
E2F4	A	TOPBP1	-1
E2F4	A	TRAF2	1
E2F4	A	TSNAX	1
E2F4	A	TTK	-1
E2F4	A	TYMS	1
E2F4	A	UBE2C	1
E2F4	A	UMPS	1
E2F4	A	UNG	1
E2F4	A	USP25	1
E2F4	A	UXT	1
E2F4	A	VARS2	1
E2F4	A	VCP	1
E2F4	A	VHL	1
E2F4	A	VPS4A	1
E2F4	A	WDR76	1
E2F4	A	WEE1	1
E2F4	A	XRCC2	1
E2F4	A	YBX3	1
E2F4	A	YWHAH	1
E2F4	A	ZFP36L1	1
E2F4	A	ZNF267	1
EGR1	A	ABCA2	1
EGR1	A	ABCB1	1
EGR1	A	ACE	1
EGR1	A	ACHE	1
EGR1	A	AKR1B1	1
EGR1	A	ALOX5	1
EGR1	A	ANGPTL4	1
EGR1	A	APEX1	1
EGR1	A	APOA1	1
EGR1	A	AR	-1
EGR1	A	AREG	1
EGR1	A	ATF3	1
EGR1	A	ATP2A2	1
EGR1	A	BAX	1
EGR1	A	BCAR1	1
EGR1	A	BCL2	1
EGR1	A	CACNA1H	1
EGR1	A	CAT	1
EGR1	A	CCND1	1
EGR1	A	CD19	1
EGR1	A	CD28	1
EGR1	A	CD44	1
EGR1	A	CD9	1
EGR1	A	CDH13	1
EGR1	A	CDK5	1
EGR1	A	CDK5R1	1
EGR1	A	CDKN1A	1
EGR1	A	CEBPB	1
EGR1	A	CHGA	1
EGR1	A	CHRNA7	1
EGR1	A	COL2A1	-1
EGR1	A	CRABP2	1
EGR1	A	CTNNB1	1
EGR1	A	CYP2B6	1
EGR1	A	DMRT1	1
EGR1	A	EAPP	1
EGR1	A	EGFR	1
EGR1	A	ELK1	1
EGR1	A	EP300	1
EGR1	A	EPX	1
EGR1	A	F3	1
EGR1	A	FAS	-1
EGR1	A	FASLG	1
EGR1	A	FASN	1
EGR1	A	FCER2	-1
EGR1	A	FGF13	1
EGR1	A	FGF2	1
EGR1	A	FGFR3	1
EGR1	A	FLT1	1
EGR1	A	FN1	1
EGR1	A	FOSL1	1
EGR1	A	GDF15	1
EGR1	A	GDNF	1
EGR1	A	GGPS1	1
EGR1	A	HIF1A	1
EGR1	A	HSD11B2	-1
EGR1	A	HYAL1	1
EGR1	A	IFNG	1
EGR1	A	IGF2	1
EGR1	A	IL2	1
EGR1	A	IL2RB	1
EGR1	A	IL3	1
EGR1	A	IL6	-1
EGR1	A	IMPDH2	1
EGR1	A	JUN	1
EGR1	A	KCNH8	1
EGR1	A	LDLR	1
EGR1	A	LHB	1
EGR1	A	LMTK2	1
EGR1	A	LTB	1
EGR1	A	MMP14	1
EGR1	A	MYB	-1
EGR1	A	MYC	1
EGR1	A	NAB2	1
EGR1	A	NFKB1	1
EGR1	A	PCSK2	1
EGR1	A	PDGFA	1
EGR1	A	PDGFB	1
EGR1	A	PDGFC	1
EGR1	A	PLAU	1
EGR1	A	PLAUR	1
EGR1	A	POR	1
EGR1	A	PPARG	1
EGR1	A	PSEN2	1
EGR1	A	PTEN	1
EGR1	A	PTGES	1
EGR1	A	PTGS2	-1
EGR1	A	PTP4A1	1
EGR1	A	RBL2	1
EGR1	A	RELA	-1
EGR1	A	RET	1
EGR1	A	SERPINE1	1
EGR1	A	SLC1A4	1
EGR1	A	SLC4A2	1
EGR1	A	SLC5A5	1
EGR1	A	SLC9A3	1
EGR1	A	SOD1	1
EGR1	A	SOS1	1
EGR1	A	SPP1	1
EGR1	A	SPRY1	1
EGR1	A	STIM1	1
EGR1	A	STMN1	1
EGR1	A	SYN1	1
EGR1	A	SYN2	1
EGR1	A	TBXA2R	1
EGR1	A	TCF4	1
EGR1	A	TFPI2	1
EGR1	A	TGFB1	1
EGR1	A	TGFBR2	1
EGR1	A	TH	1
EGR1	A	THBS1	1
EGR1	A	TIMP2	1
EGR1	A	TIMP3	1
EGR1	A	TMPO	1
EGR1	A	TNF	1
EGR1	A	TOE1	1
EGR1	A	TP53	1
EGR1	A	TP73	1
EGR1	A	TPO	1
EGR1	A	UBE2S	1
EGR1	A	VAMP2	1
EGR1	A	VEGFA	1
EGR1	A	WNT4	-1
EGR1	A	WT1	1
ELK1	A	ACTA2	1
ELK1	A	CDKN1B	1
ELK1	A	CITED2	1
ELK1	A	DDIT4	1
ELK1	A	EGR1	1
ELK1	A	ERBB2	1
ELK1	A	F2	1
ELK1	A	FOS	1
ELK1	A	FOSL1	1
ELK1	A	FUT4	1
ELK1	A	IER2	1
ELK1	A	JUNB	1
ELK1	A	LY96	1
ELK1	A	MCL1	1
ELK1	A	MDM4	1
ELK1	A	MMP13	1
ELK1	A	MYLK	1
ELK1	A	NR1H2	1
ELK1	A	NR4A1	1
ELK1	A	PDGFB	1
ELK1	A	PRKCA	1
ELK1	A	PSEN1	1
ELK1	A	PTPRZ1	1
ELK1	A	SLU7	1
ELK1	A	SOD1	1
ELK1	A	SRF	1
ELK1	A	TAGLN	1
ELK1	A	TBP	1
ELK1	A	TLR9	1
ELK1	A	TNF	1
ELK1	A	VIL1	1
EPAS1	A	ADORA2A	1
EPAS1	A	BHLHE40	1
EPAS1	A	CA9	1
EPAS1	A	EGLN3	1
EPAS1	A	EPO	1
EPAS1	A	FLT1	1
EPAS1	A	PDGFB	1
EPAS1	A	POU5F1	1
EPAS1	A	SERPINE1	1
EPAS1	A	SLC11A2	1
EPAS1	A	SPHK1	1
EPAS1	A	TERT	1
EPAS1	A	VEGFA	1
ERG	A	CDH5	1
ERG	A	ENG	1
ERG	A	FGF2	-1
ERG	A	HMOX1	1
ERG	A	ICAM1	-1
ERG	A	ICAM2	1
ERG	A	MMP3	1
ERG	A	MMP9	1
ERG	A	NOS3	1
ERG	A	TMPRSS2	1
ERG	A	VIM	1
ERG	A	VWF	1
ESR1	A	ABCG2	1
ESR1	A	ADORA1	1
ESR1	A	AKT1	1
ESR1	A	AKT2	1
ESR1	A	ANGPTL4	1
ESR1	A	APOA1	1
ESR1	A	AR	1
ESR1	A	ARID5B	1
ESR1	A	ATP2B1	1
ESR1	A	ATP2B2	1
ESR1	A	ATP2B4	1
ESR1	A	AVP	1
ESR1	A	AXIN2	1
ESR1	A	B4GALNT2	1
ESR1	A	BCL2	1
ESR1	A	BCL9	1
ESR1	A	BLM	1
ESR1	A	BMP6	1
ESR1	A	BTG2	-1
ESR1	A	C3	1
ESR1	A	CAD	1
ESR1	A	CAPN2	1
ESR1	A	CAV1	1
ESR1	A	CAV2	1
ESR1	A	CCN5	1
ESR1	A	CCND1	1
ESR1	A	CCT6B	1
ESR1	A	CD24	-1
ESR1	A	CD86	1
ESR1	A	CDH1	1
ESR1	A	CDKN1A	1
ESR1	A	CDKN1B	-1
ESR1	A	CEACAM3	1
ESR1	A	CEBPB	1
ESR1	A	CHAT	1
ESR1	A	CLDN4	1
ESR1	A	CRH	-1
ESR1	A	CRHBP	1
ESR1	A	CRYZ	1
ESR1	A	CTNNB1	-1
ESR1	A	CTSD	1
ESR1	A	CXCL12	1
ESR1	A	CXCL8	1
ESR1	A	CYP19A1	1
ESR1	A	CYP1A1	-1
ESR1	A	CYP1B1	1
ESR1	A	CYP2C19	-1
ESR1	A	E2F1	1
ESR1	A	EBAG9	1
ESR1	A	EDN3	1
ESR1	A	EGF	1
ESR1	A	EGFR	1
ESR1	A	ERG	1
ESR1	A	ESRRA	1
ESR1	A	F12	1
ESR1	A	FBLN1	1
ESR1	A	FBLN2	1
ESR1	A	FOS	1
ESR1	A	FOSL1	1
ESR1	A	FOXC1	1
ESR1	A	FOXO1	1
ESR1	A	FOXP1	1
ESR1	A	GADD45G	1
ESR1	A	GREB1	1
ESR1	A	GRIN2D	1
ESR1	A	GSN	1
ESR1	A	HOXA10	1
ESR1	A	HSPB1	1
ESR1	A	IGF1	1
ESR1	A	IGFBP4	1
ESR1	A	ITGA2	1
ESR1	A	ITGB1	1
ESR1	A	JUN	1
ESR1	A	JUNB	1
ESR1	A	KAT2B	1
ESR1	A	KDR	1
ESR1	A	KRT13	1
ESR1	A	KRT15	1
ESR1	A	KRT18	1
ESR1	A	KRT19	1
ESR1	A	KRT37	1
ESR1	A	LGALS8	1
ESR1	A	LTF	1
ESR1	A	MACROD1	1
ESR1	A	MB	1
ESR1	A	MDM2	1
ESR1	A	MICB	1
ESR1	A	MMP13	1
ESR1	A	MTA3	1
ESR1	A	MYB	1
ESR1	A	MYC	1
ESR1	A	NBPF1	1
ESR1	A	NBPF15	1
ESR1	A	NBPF4	1
ESR1	A	NCOA1	1
ESR1	A	NCOA3	1
ESR1	A	NEK6	1
ESR1	A	NFIB	1
ESR1	A	NID2	1
ESR1	A	NOL3	1
ESR1	A	NOS3	1
ESR1	A	NOTCH2	1
ESR1	A	NOTCH2NLA	1
ESR1	A	NQO1	-1
ESR1	A	NR5A2	1
ESR1	A	NRF1	1
ESR1	A	OXT	-1
ESR1	A	PBX1	1
ESR1	A	PELP1	1
ESR1	A	PGR	1
ESR1	A	PLAC1	1
ESR1	A	PMAIP1	1
ESR1	A	POFUT1	1
ESR1	A	POR	1
ESR1	A	PPARD	1
ESR1	A	PPARG	1
ESR1	A	PRL	1
ESR1	A	PSG1	1
ESR1	A	PTMA	-1
ESR1	A	PTPRG	1
ESR1	A	RARA	1
ESR1	A	REN	1
ESR1	A	RET	1
ESR1	A	RUNX2	1
ESR1	A	SEC61B	1
ESR1	A	SERPINB9	1
ESR1	A	SERPINE1	1
ESR1	A	SLC8A1	1
ESR1	A	SLC8A2	1
ESR1	A	SLC8A3	1
ESR1	A	SMARCA2	1
ESR1	A	SOCS3	1
ESR1	A	SP1	1
ESR1	A	SP3	1
ESR1	A	SPARC	1
ESR1	A	SPATA2	1
ESR1	A	SRC	1
ESR1	A	STAT5A	1
ESR1	A	TAC3	1
ESR1	A	TERT	1
ESR1	A	TFAP2C	1
ESR1	A	TFF1	1
ESR1	A	TGFA	1
ESR1	A	TNFRSF11B	1
ESR1	A	TNIP1	1
ESR1	A	TP53	-1
ESR1	A	TRH	1
ESR1	A	TRIM16	1
ESR1	A	TSC22D3	1
ESR1	A	TYMS	1
ESR1	A	UGT2B15	1
ESR1	A	VEGFA	1
ESR1	A	WNT7A	1
ESR1	A	YWHAQ	1
ESR1	A	ZFHX3	1
ESR1	A	ZMYND8	1
ESR2	A	CD68	1
ESR2	A	COLEC12	1
ESR2	A	CTSD	1
ESR2	A	EBAG9	1
ESR2	A	FOS	1
ESR2	A	IL1RAP	1
ESR2	A	JUN	1
ESR2	A	MKNK2	1
ESR2	A	OXT	1
ESR2	A	PGR	1
ESR2	A	PTPRC	1
ESR2	A	RARA	1
ESR2	A	SERPINE1	-1
ESR2	A	TERT	1
ESR2	A	TFF1	1
ESR2	A	TGFA	1
ESR2	A	TMSB4X	1
ETS1	A	ABCB1	1
ETS1	A	ABCC1	1
ETS1	A	ANGPT2	1
ETS1	A	ANPEP	1
ETS1	A	ASAP1	1
ETS1	A	ATP2A3	1
ETS1	A	ATP5F1B	1
ETS1	A	ATXN2	1
ETS1	A	B3GAT3	1
ETS1	A	BAX	-1
ETS1	A	BCL2	1
ETS1	A	BID	1
ETS1	A	BIRC2	1
ETS1	A	BMP4	1
ETS1	A	CASP8	1
ETS1	A	CCND1	1
ETS1	A	CD3D	1
ETS1	A	CD4	1
ETS1	A	CD5	1
ETS1	A	CD53	1
ETS1	A	CD6	1
ETS1	A	CD8A	1
ETS1	A	CDC37	1
ETS1	A	CDH13	1
ETS1	A	CDK11A	1
ETS1	A	CDK4	1
ETS1	A	CDKN1A	1
ETS1	A	CDKN1B	1
ETS1	A	CDKN2A	1
ETS1	A	CHUK	1
ETS1	A	CIP2A	1
ETS1	A	COL1A1	1
ETS1	A	COPS2	1
ETS1	A	COX4I1	1
ETS1	A	CSF2	1
ETS1	A	CSF3R	1
ETS1	A	CSNK2A1	1
ETS1	A	CSNK2A2	1
ETS1	A	CSNK2B	1
ETS1	A	CTSB	1
ETS1	A	CXCR4	1
ETS1	A	DAD1	1
ETS1	A	DNTT	1
ETS1	A	DUSP6	1
ETS1	A	ECE1	1
ETS1	A	EGR1	1
ETS1	A	EGR2	1
ETS1	A	EMSY	1
ETS1	A	ERG	1
ETS1	A	ETS2	1
ETS1	A	ETV4	1
ETS1	A	F13A1	1
ETS1	A	FAS	1
ETS1	A	FASLG	1
ETS1	A	FGFBP1	1
ETS1	A	FLI1	1
ETS1	A	FLT1	1
ETS1	A	FOS	1
ETS1	A	FOSL1	1
ETS1	A	FOXD1	1
ETS1	A	GABPA	1
ETS1	A	GP5	1
ETS1	A	GP6	1
ETS1	A	GP9	1
ETS1	A	GRPR	1
ETS1	A	GZMB	1
ETS1	A	HMOX1	1
ETS1	A	HPGD	1
ETS1	A	IER5	1
ETS1	A	IL10	1
ETS1	A	IL12B	1
ETS1	A	IL2	-1
ETS1	A	IL2RB	1
ETS1	A	IL3	1
ETS1	A	IL5	1
ETS1	A	ITGA4	1
ETS1	A	ITGA5	1
ETS1	A	ITGB3	1
ETS1	A	JAK3	1
ETS1	A	LCK	1
ETS1	A	LCP1	1
ETS1	A	LTB	1
ETS1	A	LTF	1
ETS1	A	MCL1	1
ETS1	A	MDM2	-1
ETS1	A	MET	1
ETS1	A	MGAT5	1
ETS1	A	MGAT5B	1
ETS1	A	MMP1	1
ETS1	A	MMP13	1
ETS1	A	MMP2	1
ETS1	A	MMP3	1
ETS1	A	MMP9	1
ETS1	A	MPL	1
ETS1	A	MYB	1
ETS1	A	NDRG1	-1
ETS1	A	NFKB1	1
ETS1	A	NOS3	1
ETS1	A	NRP1	1
ETS1	A	OAS2	1
ETS1	A	PARP1	1
ETS1	A	PCSK6	1
ETS1	A	PF4	1
ETS1	A	PLAU	1
ETS1	A	POLD1	1
ETS1	A	POR	1
ETS1	A	PRL	1
ETS1	A	PSEN1	1
ETS1	A	PTGS2	1
ETS1	A	PTHLH	1
ETS1	A	PTPA	1
ETS1	A	RAD51	1
ETS1	A	RUNX1	1
ETS1	A	SLC19A1	1
ETS1	A	SLC26A3	1
ETS1	A	SMAD4	1
ETS1	A	SOCS1	1
ETS1	A	SPRY2	1
ETS1	A	SURF1	1
ETS1	A	TAF12	1
ETS1	A	TBXA2R	1
ETS1	A	TBXAS1	-1
ETS1	A	TCEAL1	1
ETS1	A	TERT	-1
ETS1	A	TFAP2A	1
ETS1	A	TFRC	1
ETS1	A	TGFBR2	1
ETS1	A	THBS1	1
ETS1	A	TIMP1	-1
ETS1	A	TNC	1
ETS1	A	TNF	1
ETS1	A	TNFRSF10A	1
ETS1	A	TNFRSF10B	1
ETS1	A	TNFRSF8	1
ETS1	A	TNFSF14	1
ETS1	A	TOM1	1
ETS1	A	TP53	1
ETS1	A	TRA	1
ETS1	A	TRB	-1
ETS1	A	TTYH3	1
ETS1	A	VEGFA	1
ETS1	A	VWF	1
ETS1	A	WAS	1
ETS1	A	WT1	1
ETS1	A	ZNF175	1
ETS2	A	ANGPT2	1
ETS2	A	ANPEP	1
ETS2	A	BRCA1	1
ETS2	A	CD163	1
ETS2	A	CDK1	1
ETS2	A	CDKN2A	1
ETS2	A	CGA	1
ETS2	A	CHRNE	1
ETS2	A	CSF2	1
ETS2	A	CSF3R	1
ETS2	A	EGR1	1
ETS2	A	ERG	1
ETS2	A	FLI1	1
ETS2	A	FOS	1
ETS2	A	FOSL1	1
ETS2	A	ICAM1	1
ETS2	A	IL12B	1
ETS2	A	IL5	1
ETS2	A	JAK3	1
ETS2	A	MDM2	1
ETS2	A	MMP3	1
ETS2	A	MMP9	1
ETS2	A	MSR1	1
ETS2	A	MYC	1
ETS2	A	PDE7A	1
ETS2	A	PSEN1	1
ETS2	A	PTHLH	1
ETS2	A	TERT	1
ETS2	A	TP53	1
ETS2	A	VWF	1
ETV4	A	AGTR1	1
ETV4	A	BDKRB1	1
ETV4	A	ERBB2	-1
ETV4	A	ETS1	1
ETV4	A	MMP2	1
ETV4	A	MMP7	1
ETV4	A	MUC4	1
ETV4	A	PLAUR	1
ETV4	A	PTGS2	1
ETV4	A	SYN2	1
ETV4	A	TGFBR2	1
ETV4	A	TIMP2	1
ETV4	A	TNF	1
ETV4	A	VIM	1
ETV4	A	WT1	1
FLI1	A	ERG	1
FLI1	A	EYA3	1
FLI1	A	FOS	1
FLI1	A	GATA1	1
FLI1	A	GP6	1
FLI1	A	GP9	1
FLI1	A	HMOX1	1
FLI1	A	ID2	1
FLI1	A	IGFBP3	-1
FLI1	A	ITGA2B	1
FLI1	A	MPL	1
FLI1	A	TERT	1
FLI1	A	TGFBR2	1
FOS	A	ACP5	1
FOS	A	ACTA1	1
FOS	A	ARNT	1
FOS	A	BATF3	1
FOS	A	BCL2L1	1
FOS	A	BCL2L11	1
FOS	A	CCL2	1
FOS	A	CCL5	1
FOS	A	CCND1	-1
FOS	A	CD40LG	1
FOS	A	CD69	1
FOS	A	CDH1	1
FOS	A	CDK4	1
FOS	A	CDKN1A	1
FOS	A	CLU	-1
FOS	A	CREM	1
FOS	A	CSF2	1
FOS	A	CSTA	1
FOS	A	CTSL	1
FOS	A	CXCL8	1
FOS	A	DDIT3	1
FOS	A	ERCC1	1
FOS	A	ERCC4	1
FOS	A	EZR	1
FOS	A	FAS	1
FOS	A	FASLG	1
FOS	A	FASN	1
FOS	A	FGF2	1
FOS	A	FOSL1	1
FOS	A	FOXA1	1
FOS	A	GATA3	1
FOS	A	GREB1	1
FOS	A	GSTP1	1
FOS	A	HLA-DRA	1
FOS	A	HSPA1A	1
FOS	A	HSPH1	1
FOS	A	IL12A	1
FOS	A	IL12B	1
FOS	A	IL1A	1
FOS	A	IL1B	1
FOS	A	IL2	1
FOS	A	IL2RA	1
FOS	A	IL4R	1
FOS	A	IL6	1
FOS	A	ITGA5	1
FOS	A	LOXL4	1
FOS	A	LRIG2	1
FOS	A	MAF	1
FOS	A	MELTF	1
FOS	A	MMP1	1
FOS	A	MMP2	1
FOS	A	MMP3	1
FOS	A	MMP7	1
FOS	A	MMP9	1
FOS	A	MYC	-1
FOS	A	NAT1	1
FOS	A	NEFL	1
FOS	A	NFATC1	1
FOS	A	NFKB1	-1
FOS	A	NGF	1
FOS	A	NOS1	1
FOS	A	NOS2	1
FOS	A	NPPA	1
FOS	A	NQO1	1
FOS	A	NR3C1	1
FOS	A	NTF3	1
FOS	A	NTS	1
FOS	A	PDGFB	1
FOS	A	PDHA1	1
FOS	A	PENK	1
FOS	A	PGR	1
FOS	A	PLA2G4A	1
FOS	A	PLAU	1
FOS	A	PLAUR	1
FOS	A	PPARD	1
FOS	A	PTGS2	1
FOS	A	RUNX2	1
FOS	A	SMAD4	1
FOS	A	SMAD7	1
FOS	A	SP3	1
FOS	A	SPRR3	1
FOS	A	SRR	1
FOS	A	STAR	1
FOS	A	STIM1	1
FOS	A	TNFAIP6	1
FOS	A	TP53	1
FOS	A	UBP1	1
FOS	A	VDR	1
FOS	A	VEGFA	1
FOS	A	VEGFD	1
FOSL1	A	CDKN2A	1
FOSL1	A	CLU	1
FOSL1	A	ELN	1
FOSL1	A	GCLC	1
FOSL1	A	IL6	1
FOSL1	A	ITGB3	-1
FOSL1	A	IVL	1
FOSL1	A	MMP1	1
FOSL1	A	MMP9	1
FOSL1	A	NQO1	1
FOSL1	A	PLAUR	1
FOSL2	A	BCL6	1
FOSL2	A	BRCA1	1
FOSL2	A	CCR4	1
FOSL2	A	CLU	1
FOSL2	A	FOSL1	1
FOSL2	A	IVL	1
FOSL2	A	MMP13	1
FOSL2	A	NOS2	1
FOSL2	A	PLAUR	1
FOSL2	A	UGT2B15	1
FOXA1	A	ABCA1	-1
FOXA1	A	AGR2	1
FOXA1	A	APOA1	1
FOXA1	A	APOB	1
FOXA1	A	BCL2	-1
FOXA1	A	BRCA1	1
FOXA1	A	CCNG2	1
FOXA1	A	CEBPA	1
FOXA1	A	CFTR	-1
FOXA1	A	CYP7A1	1
FOXA1	A	ERBB3	1
FOXA1	A	ESR1	1
FOXA1	A	FOXC1	1
FOXA1	A	G6PC	1
FOXA1	A	GREB1	1
FOXA1	A	HSPA1A	1
FOXA1	A	IFI27	1
FOXA1	A	KLK3	1
