tf	target	mor	likelihood	weight_corr
LILRB3	LILRA5	0.999999996931646	0.999999128522663	0.905402408532324
YBX2	MAMLD1	0.953490013839063	0.979958910585332	0.905380625137875
MAMLD1	YBX2	0.852725403776582	0.977240886117441	0.905380625137875
MADD	MYCBP	-0.99829310372706	0.966459084126717	0.905373181542777
NEO1	PDGFB	0.80298908605742	0.859845143536846	0.905363461170601
PDGFB	NEO1	0.979278966800727	0.905402271028199	0.905363461170601
MED15	TYK2	0.998389897028904	0.99996266759863	0.905353154935926
SOX7	NMUR1	-0.108870224797541	0.78824885487159	0.905332421907069
TYMS	ACTL6A	0.999740362604529	0.995539688367187	0.905332157679646
NACC2	KLF4	0.997070742117494	0.998666508833703	0.905327757218913
OR7A5	SRGAP1	0.0151240033821427	0.732629413612153	0.905326301430561
SRGAP1	OR7A5	0.0151240033821427	0.732629413612153	0.905326301430561
IRX5	OBSL1	0.651666999628248	0.978203272435383	0.905314201447313
PIK3C3	SOS1	0.99994663541827	0.998377264095004	0.90531181809558
SOS1	PIK3C3	0.999946618101071	0.998377271139204	0.90531181809558
KLF4	MS4A6A	0.999997807541241	0.999989043960081	0.905309230277722
RASSF5	CCT2	-0.99988167243511	0.986019323552188	0.905307775272099
ZCRB1	EIF2S2	0.998971162052058	0.982779666761631	0.90529832607198
HDAC2	PRKCI	0.991315800071291	0.99332935206404	0.90529739601457
PRKCI	HDAC2	0.998284505488023	0.994140968104904	0.90529739601457
TCEAL3	MAML3	-0.0616838130193346	0.769899807422528	0.905285841316503
MAML3	TCEAL3	-0.204235948705607	0.843122245118858	0.905285841316503
KDM5B	ZNF385A	-0.999699023790497	0.998797991134347	0.905278059148326
ZNF385A	KDM5B	-0.999699023790497	0.998797991134347	0.905278059148326
EOMES	IFNG	0.999879977391098	0.999373584847871	0.905272200164108
IFNG	EOMES	0.997770836101637	0.999316753018969	0.905272200164108
ING5	CD86	-0.995257427113139	0.994592347931003	0.90523575436541
CD86	ING5	-0.995257427113139	0.994592347931003	0.90523575436541
CDC42BPA	PKLR	0.999976043269377	0.997431085996971	0.905226437397867
ZNF277	BZW1	0.992937504951775	0.970497842752683	0.905223202652182
OR10G4	ANKRD29	0.228816767848102	0.147717763198905	0.905190505039925
PIM2	PRDM1	0.999616105012342	0.993881542419851	0.905165059369641
ZNF639	SET	0.99963665579974	0.984221433218598	0.905160998144628
STK3	TDP2	0.960826984987937	0.944795926872752	0.905142307571737
DNMT3B	MSI2	0.999902514660748	0.999670720210373	0.905140467976199
MSI2	DNMT3B	0.999994818639118	0.999548111373609	0.905140467976199
NCOA7	ARL5B	0.99214355479285	0.984689874743688	0.905126188785931
ARL5B	NCOA7	0.999915347622186	0.988715954677707	0.905126188785931
LBH	KLRF1	0.913769619873427	0.875808045447211	0.905116046820146
ACAP1	AP1G2	0.999945728304857	0.997207312235098	0.90511462469106
PNN	MORF4L2	0.964834025084313	0.875808045447211	0.905102722120809
MORF4L2	PNN	0.964834025084313	0.875808045447211	0.905102722120809
NR3C1	GNA13	0.999284987409359	0.977238354440761	0.905097578383258
BLM	ACTL6A	0.999918570364202	0.991037568773364	0.905097348299517
ACTL6A	BLM	0.999918462165491	0.991037568773364	0.905097348299517
MAFB	SLC11A1	0.99999844972948	0.999994976516425	0.905056099841425
SLC11A1	MAFB	0.999855470388369	0.999997579600181	0.905056099841425
CD247	PLXDC1	0.999990632984368	0.995663161812166	0.905045059949243
DNAJB6	CDK6	0.661746657921328	0.827641226804266	0.905042765780462
KDM1A	TAF4B	0.999652588344373	0.997018125487409	0.905040431708136
TAF4B	KDM1A	0.999661851745914	0.996606356111342	0.905040431708136
SMARCAD1	ZNF320	0.998000901055781	0.997480127406104	0.905028684940858
CBX7	IL6	0.844844234677349	0.964151180046773	0.905025893640961
TRIP13	CDKN3	0.993682456758811	0.996944632418398	0.904993808011858
ZNF462	RHPN1	0.179419678066201	0.379722971201325	0.904978385824535
ZNF488	GRIA2	0.0247746962488682	0.454027862291126	0.904941587269863
GRIA2	ZNF488	0.07863608787818	0.488183081513453	0.904941587269863
CCAR1	RAD17	0.985940890396932	0.978135797137756	0.904941203863654
TAOK1	STRN	0.999998042683448	0.999804720070731	0.904936729942319
MNDA	S100A11	0.999426892980257	0.999698889497684	0.904932216342659
TSSK4	TBC1D3H	0.342418816102101	0.75915761112304	0.904923507400415
TBC1D3H	TSSK4	0.793762324007704	0.835027523596599	0.904923507400415
ZMYND11	RPS6KA2	0.988050867917807	0.961344534420767	0.904919560172694
RPS6KA2	ZMYND11	0.997472389018942	0.968837387307092	0.904919560172694
TCEAL4	ZMYM3	0.787990935908598	0.93671154217634	0.904917639489003
HLTF	CEP57	0.999931739782599	0.999851872892644	0.904912541695964
CEP290	DBNL	-0.999335390708494	0.99992832605939	0.904894546412482
SMARCB1	HNRNPUL1	0.837395718156816	0.754335750654957	0.904878043309057
TAS2R3	CHD6	0.999951157710919	0.992628552217345	0.904848931710722
HMGA1	HSPE1	0.862562830626119	0.879606992639607	0.904843265281058
ZNF696	YPEL5	-0.919595608583039	0.823246748308978	0.90483659084731
WDR77	ZNF502	-0.00555522979703586	0.121356407807864	0.904820138466234
KCNH3	SH3BP2	0.999719548134105	0.996016680965988	0.904784103524536
SH3BP2	KCNH3	0.999719207176112	0.996016662925555	0.904784103524536
P2RY2	AZU1	0.999967394855498	0.999123950637343	0.904773752319021
AZU1	P2RY2	0.999967394855498	0.999123950637343	0.904773752319021
FOXM1	TRAIP	0.999879743701462	0.997627197943756	0.904765682963194
BCLAF1	GABPA	0.989239910604515	0.996511187390582	0.90476510227231
MTF1	PTAFR	0.999838446515632	0.992209071769778	0.904753484291252
ZNF81	MYSM1	0.99997763244397	0.999993791889567	0.904740188331326
APPL2	ZMAT1	0.998852986575667	0.978146192910882	0.904708809888498
APC	ZNF613	0.88403247519334	0.87438155924436	0.904700609346086
KAT2B	XBP1	-0.710295085126225	0.723485158625343	0.90468208128092
EGR2	CLEC4E	0.974636835973893	0.840999651077164	0.904676332799604
CDS1	CHKA	-0.00324064553808858	0.0683489932699232	0.904668588574069
CHKA	CDS1	-0.00255082704869894	0.723530270577292	0.904668588574069
NUFIP1	FKBP7	0.993771893513011	0.993936434737398	0.904638611022911
ZNF76	EHMT1	0.999300908054552	0.996239178292831	0.904601343519777
EHMT1	ZNF76	0.992839160003088	0.99585111964031	0.904601343519777
ALS2	PTPRM	0.0386349146691942	0.9608949361743	0.90457728491744
PTPRM	ALS2	0.0386349146691942	0.9608949361743	0.90457728491744
MORF4L2	RAD17	0.973221981689494	0.960595882107646	0.904576521633946
ATAD2	GEN1	0.999896171465618	0.998671013634443	0.904535347441415
CAMTA2	IRS2	0.894738649900188	0.953731133434526	0.904511058663714
TADA2B	DNMT3A	-0.988501737713616	0.995522523191205	0.9044991810476
PRKDC	POLA1	0.9999931846121	0.999975363779111	0.904498758513967
TOP2A	CENPE	0.999999757444243	0.999998229463274	0.904481460856172
FH	IARS2	0.999994493708834	0.998788749938073	0.904476032906302
KDM4A	RGS12	0.0298681023456401	0.153444762317712	0.904469221266607
MYSM1	MACF1	0.99708132756833	0.998023002361824	0.904448187838747
SUZ12	ATG2A	-0.993745199834767	0.998963145344237	0.904432382243299
GPR157	HOXA3	0.952396276565746	0.952869241366902	0.904430545196923
KEAP1	KHSRP	0.973147403021004	0.941996049089989	0.904386406382043
CBX7	TBX21	0.971374198559193	0.875808045447211	0.90438093174779
CAND1	RFC1	0.99937969139512	0.999818471508361	0.904374167926145
RFC1	CAND1	0.99937969139512	0.999818473140515	0.904374167926145
PAX7	PCGF2	0.00773628643354662	0.213818927951243	0.904365872644128
PCGF2	PAX7	0.00773628643354662	0.213818927951243	0.904365872644128
CDK11B	NEDD1	-0.977038739390359	0.968052927799939	0.904358507208015
ZBTB7C	NOLC1	-0.000363854176223967	0.0958659379935501	0.904349555183902
NOLC1	ZBTB7C	-0.000363854176223967	0.0958659379935501	0.904349555183902
CDK11B	TNIP2	0.99058391537408	0.990831082019842	0.904333664231
TNIP2	CDK11B	0.999880689320758	0.99291611588325	0.904333664231
GTPBP1	TAF12	-0.995376053523126	0.981591549002632	0.904330588647509
PPP1R8	FANCF	0.850108525144935	0.980760558974925	0.904329647192423
NACC2	PILRA	0.997437348386767	0.999750174726687	0.904321119132465
CDC5L	PPP2R2A	0.74568658144881	0.94376067067778	0.904312835580925
MEIS1	MPEG1	0.0208918840758935	0.942040878378351	0.904310056260998
LRPPRC	PRKDC	0.999245952980462	0.999519121105469	0.904308617360983
NR1H3	SSBP2	0.899618209542002	0.979483960456539	0.904304941625605
SSBP2	NR1H3	0.742604772971249	0.976723821009739	0.904304941625605
TCEAL8	PHACTR1	-0.000180115520692616	0.0933122227561397	0.904281368892976
JAZF1	PNN	-0.955460698085132	0.949575607685854	0.904271674511173
PNN	JAZF1	-0.886942916390327	0.940133663417864	0.904271674511173
ZMYND8	ATF7IP2	0.99601506387479	0.994317347450283	0.904266206774458
ATF7IP2	ZMYND8	0.975913939465669	0.993645281484103	0.904266206774458
ZNF646	SHARPIN	0.586417983579643	0.850849599268122	0.904259843461742
SHARPIN	ZNF646	0.80509101953587	0.875289037778102	0.904259843461742
SETD7	KCNQ5	-0.962166491073304	0.986804224753583	0.904258614413213
ZNF383	ZNF345	0.999808229443052	0.996687016155423	0.904257809268117
PIKFYVE	TAS2R20	0.989419523240838	0.898907658890818	0.904254295347702
TAS2R20	PIKFYVE	0.989419523240838	0.898907658890818	0.904254295347702
TNNI2	S100A6	0.982115870921461	0.992250025734682	0.904242483817983
ZNF517	PSMA5	-0.987635603185259	0.983912766203827	0.904215335472215
DDX1	NGLY1	0.863388872762148	0.980719011192846	0.904195880338256
ILF2	CCT2	0.999971160931384	0.999792568390186	0.904193819780823
NKIRAS1	FIBP	-0.999857011152677	0.988233170548287	0.904188185062022
MTF1	FPR1	0.99987660366311	0.998848069847412	0.904159776996066
BRDT	GPR141	0.0104647603471662	0.220681067279617	0.904151280902325
HMGN1	NUCB2	0.99624007281197	0.995995507396954	0.904144590754718
CENPF	FBXO5	0.996446742043793	0.997819734823696	0.904129548672527
MED23	PIKFYVE	0.998015991942023	0.998888882952463	0.904101692580951
PIKFYVE	MED23	0.999994622909001	0.998864003532163	0.904101692580951
NCOR1	GON4L	0.0313700340060774	0.841371980855835	0.904091873479499
ZSCAN29	CNOT6	0.999527243920348	0.99272151135872	0.904088651518638
TCEAL4	FXR1	0.966873296516329	0.974051980619187	0.904084750748182
IRF9	ZNF467	0.997757469003828	0.97900760557754	0.904075675497426
ZNF467	IRF9	0.997757469003828	0.97900760557754	0.904075675497426
ZFPL1	PTGES2	0.999378802064104	0.997651858385419	0.904074641018692
PTGES2	ZFPL1	0.993401435873041	0.997412550296639	0.904074641018692
TFAM	RFC1	0.999472281883002	0.993395809387299	0.904064236588948
CREB3L4	CALM1	-0.999944606027802	0.999713556792322	0.90405385728814
ZFYVE1	VIP	0.0430494018514118	0.454027862291126	0.904050218560519
HOXA3	RPS6KA2	-0.999823106263012	0.9953875230089	0.904016051650704
RPS6KA2	HOXA3	-0.999988231329582	0.995785445932229	0.904016051650704
SRA1	TYROBP	0.999111178780532	0.999889662298462	0.904006289770766
PIAS3	KREMEN1	0.00925217588877339	0.867034313025836	0.903989742670995
NR2F2	NTRK2	0.99999329031535	0.999878320195472	0.903987704336506
NTRK2	NR2F2	0.999999864317654	0.99978949255684	0.903987704336506
TNXB	PAQR9	0.999981901040161	0.999496595516353	0.903984009188877
ZNF713	ZNF133	-0.000124854385169195	0.956900552756321	0.903961693390329
ZNF133	ZNF713	-0.000124854385169195	0.956900552756321	0.903961693390329
DNM2	CORO7	0.999998267844082	0.999836017420198	0.903960885260842
RAD21	DEK	0.99986442068687	0.997910199718687	0.90393714165579
DEK	RAD21	0.999981302014142	0.999129236010294	0.90393714165579
OR5L2	ZNF706	0.0892440819863507	0.234846527611783	0.903932332137941
MYBBP1A	SNAPC4	0.988423535900558	0.952056756296836	0.90391357485011
CREB3L4	IQGAP1	-0.999701194417586	0.995111288435266	0.903900507093556
BRIP1	KNTC1	0.999999931269427	0.999967451861268	0.903899835921251
PAX5	CD19	0.99995563336983	0.999911775038018	0.903880453502517
CD19	PAX5	0.99999821119547	0.999828434872585	0.903880453502517
TADA2B	PRKACA	0.996388767760035	0.998463142230399	0.90385865814348
ACTR5	STMN3	0.895858960559477	0.989131999800446	0.903856778630819
STMN3	ACTR5	0.992612371391743	0.991722878554708	0.903856778630819
FOXM1	CENPA	0.999967029276362	0.999830595546486	0.903853659497197
PIR	HOXD8	0.418329347834273	0.6063104047362	0.903851624081833
JARID2	IRF2BP2	0.718842691956583	0.912797812875903	0.903842495135013
ARNT	SP1	0.957880638564294	0.983696361959455	0.903839389872546
SP1	ARNT	0.957844888783053	0.983696361959455	0.903839389872546
SETD7	CD86	0.93861493897607	0.993594301372745	0.903826991447513
CD86	SETD7	0.93861493897607	0.99359436726024	0.903826991447513
ITPR1	MAP3K7	0.976030708254252	0.971397918300565	0.90382443042438
MAP3K7	ITPR1	0.976028792739564	0.971398072925034	0.90382443042438
HMGB2	FAM72B	0.998619792559454	0.998552742119034	0.903812697542735
EGR2	POU2F2	0.998687106626847	0.989247301810488	0.90380246489196
POU2F2	EGR2	0.998687106626847	0.989247301810488	0.90380246489196
ZNF232	USP6	0.945039495276533	0.994115339426096	0.903796151314363
USP6	ZNF232	0.98423311349691	0.99474653308069	0.903796151314363
ZNF503	PRKCD	0.999609171556984	0.9994367635787	0.903776502304259
PRKCD	ZNF503	0.999967034664515	0.999293388436783	0.903776502304259
NBN	NMI	0.998745340741552	0.985234248872364	0.903758858130038
NMI	NBN	0.99898404220054	0.978382643761359	0.903758858130038
PRDX2	PPOX	0.9995221631452	0.988615735890044	0.90372683206256
MED21	IRAK1	-0.994608256208181	0.99668763399144	0.903719035475244
FOXB2	LHX8	0.00369506140378484	0.0958659379935501	0.903706664602685
APEX1	BZW2	0.988834435200207	0.990631685483428	0.903684882711296
CDK7	BRIX1	0.999195079266418	0.998051738416636	0.903683828141382
BARX1	GNG3	0.084479645924419	0.213818927951243	0.90367528844788
GNG3	BARX1	0.218213206113619	0.234846527611783	0.90367528844788
ZNF610	GRN	-0.999927617602912	0.999558086573252	0.903674222821822
GRN	ZNF610	-0.999996470085605	0.999426722112439	0.903674222821822
HSP90AB1	LDHB	0.999994252591213	0.997365091359935	0.903672415338789
BASP1	IL1RN	0.996345192081404	0.998498376302979	0.903670311557532
TET1	ATP11C	0.999999201128097	0.999687165604972	0.903660399326121
RPS27A	RPLP0	0.999990805690133	0.998725326919733	0.9036578933282
ZNF695	SUPT16H	0.943478836390661	0.912123239504544	0.903647624932691
TOP2A	CENPL	0.999995443918205	0.99998399487355	0.903629553035403
CDC37	SOS1	-0.999947607385929	0.994852377459427	0.903618582148035
SOS1	CDC37	-0.999947607385929	0.99485240114783	0.903618582148035
SLTM	MED4	0.937253916814629	0.95770134311239	0.903618127751604
MED4	SLTM	0.996728211269973	0.970787659614968	0.903618127751604
HNRNPAB	INPP4A	-0.875089311808198	0.714094923633407	0.903596309637283
MAK	ZNF320	0.931095016002802	0.904390433434785	0.903589884100744
ZMYND19	THOP1	0.999797066952181	0.998547814075905	0.903579712225426
THOP1	ZMYND19	0.99998617046608	0.998499615513387	0.903579712225426
CDK7	DDX10	0.998273749012046	0.932033025480659	0.903567830842865
KLF7	SLC38A6	-0.000142138042565702	0.17090588716552	0.903562096715771
ZFYVE16	PDCD11	-0.858319685187306	0.823246748308978	0.903523259591867
FRY	MMP26	0.00109300555452353	0.0431744244362291	0.903513324726805
FCGRT	HDAC8	-0.907095968322034	0.812825588596342	0.903501123300137
RPS27A	HINT1	0.999281162835611	0.987259390485668	0.903497646430856
ACAP1	ZGLP1	0.844043149930551	0.927005153701522	0.903483469905546
FRY	MAK	0.246339174338733	0.619641553054855	0.903452455934396
MAK	FRY	0.389254749747292	0.582377470655197	0.903452455934396
CAND1	GTF3C3	0.998963586482079	0.999630416314831	0.903436895360516
ZNF341	TYK2	0.999891238514719	0.999462265054659	0.903407163944944
TYK2	ZNF341	0.999993997226593	0.999325107824216	0.903407163944944
DPF3	TGM2	0.995632626064411	0.996882224771244	0.903379136685403
TGM2	DPF3	0.999973079463492	0.997274529481615	0.903379136685403
PRDM16	MSI2	0.968125968840618	0.945666898610894	0.903356747347582
ZNF571	STX18	-0.755361640104207	0.98566402166007	0.903344670701724
ZFYVE1	EXT1	0.0213738207400036	0.454027862291126	0.903305132837872
ICAM1	EHD1	0.883711159068395	0.754335750654957	0.903300367000183
TRIM28	ZNF574	0.999988364684904	0.999966411106032	0.903284887314597
ZNF574	TRIM28	0.999988364684904	0.999966410909352	0.903284887314597
PRMT6	ABCE1	0.97224404835491	0.925457975607802	0.903259821993416
BZW1	GMFB	0.991511828626674	0.996097050923785	0.903258560618029
MAFB	MAP3K3	0.999842541910642	0.999711420632264	0.903252846108973
ZFHX3	RUNX1	0.00293668585221899	0.0958659379935501	0.903235384211187
RUNX1	ZFHX3	0.00293668585221899	0.0958659379935501	0.903235384211187
DNAJA1	TAGAP	-0.275462202776728	0.521986756173518	0.903231197960727
CRYM	SETD4	-0.000152300689577229	0.153444762317712	0.903230899600372
E2F6	CAND1	0.993569879896251	0.966794597155321	0.903223802435605
CAND1	E2F6	0.965950565752227	0.96137757053944	0.903223802435605
ACSL6	MYL4	0.999999700290573	0.999700642519426	0.903216948879105
KALRN	SNORA74B	-0.00626221455724712	0.44855007475452	0.903212259484171
RBL1	CENPF	0.999412964414892	0.994146270094824	0.903202367823697
ZBTB7B	RASSF4	0.999992686938093	0.999637947876281	0.903197097467602
LZTFL1	CD300C	-0.999911476565056	0.996228387323564	0.903197009299158
CD300C	LZTFL1	-0.99999536387116	0.996479972385435	0.903197009299158
SIRT5	TAS2R5	0.98782018498332	0.973990188352886	0.903172971563428
MTF2	CCND2	0.999154480786367	0.999045590564172	0.903162947756354
CCND2	MTF2	0.999909510982782	0.998939426281165	0.903162947756354
IL10	IFNGR2	0.864695639990997	0.84753780401196	0.903160367488152
CCNE1	CENPN	0.999995732957153	0.999130779162651	0.903156274752696
PSIP1	THAP11	-0.975064298172433	0.973427060683648	0.903155027599288
CNOT2	FXR1	0.994939984830231	0.998259108227334	0.903125339430228
PRMT5	TFAP4	0.991727851158344	0.997937265886729	0.903107721946515
MCM6	DTL	0.999886194524964	0.999999193910656	0.903105859432629
ZNF513	RAB4B	0.999274103987489	0.999208667657803	0.903099989029441
RAB4B	ZNF513	0.999925715466149	0.999075280561441	0.903099989029441
JARID2	EXT2	0.779053431444245	0.622378904060269	0.903098529825008
HMGB2	NUF2	0.999921656666218	0.999748533120231	0.903096904407072
OR51B6	CCKBR	-0.00321610679046753	0.366341828116379	0.903091952558852
CCKBR	OR51B6	-0.00321610679046753	0.366341828116379	0.903091952558852
GABPA	PTPN11	0.999931391922377	0.998330184215854	0.903091447981383
PTPN11	GABPA	0.999996050595312	0.999441266562962	0.903091447981383
SOX21	RAB6B	0.0731798880387062	0.254095206657247	0.903084049152369
RAB6B	SOX21	0.194348812316298	0.277351424152632	0.903084049152369
GTSE1	INCENP	0.99999997991088	0.999970963480369	0.903058187188172
RREB1	PRDM9	-0.00243488708929454	0.337138976479169	0.903032073090556
ATAD2	MCM8	0.999988919476993	0.999972086261363	0.903030950664644
MCM8	ATAD2	0.999723991192697	0.999942271724299	0.903030950664644
TP73	UNC13C	0.0758340562393652	0.213818927951243	0.903025610102201
UNC13C	TP73	0.200041297044552	0.234846527611783	0.903025610102201
SCML4	PLCG1	0.999830373013534	0.999883451725662	0.903012348694071
PLCG1	SCML4	0.999989112096692	0.999793384905186	0.903012348694071
DRGX	OR6C76	0.00714939731242668	0.379722971201325	0.903001415909451
KLHL31	KLF6	-0.819038516299735	0.648258566776058	0.902952907888725
FAM13B	TRAF4	-0.0123457399784287	0.106134431428373	0.902948456796216
FOXM1	KIFC1	0.999999494616354	0.999999115003511	0.902947318609177
ZNF517	ZSCAN18	0.998274400738071	0.996557471879044	0.902936000890427
ZSCAN18	ZNF517	0.998274400738071	0.996557471879044	0.902936000890427
ZBTB41	PAF1	-0.998917863330704	0.997515535992154	0.902934198507447
PAF1	ZBTB41	-0.99108606768279	0.997258151730716	0.902934198507447
ZNF560	FLRT3	0.317987670384671	0.298358031811235	0.90292258080402
CCNC	MED4	0.973355688783887	0.97074436221763	0.902922142570073
RHEB	NOP58	0.86905067845935	0.932580423373764	0.902916642096163
PCGF2	RHBDL2	0.0108489983224653	0.718045546297826	0.902907329468921
ZNF639	BZW2	0.99426610925325	0.987419612486191	0.902901310937886
HMG20A	ATP2C1	0.999665608487012	0.998511213093203	0.902900926281193
ZNF467	CASK	0.0371443042588137	0.814196699781265	0.902892012389954
CASK	ZNF467	0.0153014660574767	0.769019003063284	0.902892012389954
TAF10	DCAF16	-0.99984055325808	0.999385557423348	0.902890697091826
FFAR2	FCGR3B	0.999980720956659	0.998023387682341	0.902885465832799
DDX1	ACADM	0.994342643364999	0.999166538479247	0.902881032915534
IKBKB	FLT3LG	0.342957235153574	0.410535615338013	0.90287662800519
IRF9	PDE4A	0.99811539655549	0.976734282134721	0.902848920017763
PDE4A	IRF9	0.999746151703911	0.981130077845046	0.902848920017763
NAMPT	VAPA	0.999817178572667	0.977855660187258	0.902845080066638
TBL1XR1	SHARPIN	-0.999880089621208	0.998078526173262	0.902840822466341
SHARPIN	TBL1XR1	-0.999993016994847	0.998068702133928	0.902840822466341
DDX1	HSPD1	0.999223632059537	0.999882235673825	0.902836974609134
MED1	CSNK2A2	0.995539297140664	0.948966970046011	0.90282779517842
PNN	ZNF131	0.980763320044267	0.941996049089989	0.902827350788463
AKAP9	CHD6	0.999811255669762	0.996747336806888	0.902810887695254
ZNF821	CDC42EP4	0.291065554118053	0.888638531613057	0.902806110207439
GTF2H2	VN1R5	-0.00758870238531624	0.415022956613895	0.902783111939073
ECE1	PLD2	0.991203341517542	0.965815531300791	0.902779217943269
PLD2	ECE1	0.991203341517542	0.965815531300791	0.902779217943269
ILF2	ADSL	0.999942704246219	0.998309973986652	0.902770125568125
KDM1A	ZNF639	0.999623005728176	0.994266591908973	0.902761213681539
GAS7	TLR8	0.999274796131051	0.998950491090648	0.902760740366655
CDCA7L	GPR4	0.00112877697591359	0.0203200969911422	0.902749269944904
ZNF131	NRGN	-0.998296772507054	0.98964035477798	0.902741396068137
NRGN	ZNF131	-0.999775970658385	0.991281808777068	0.902741396068137
ZNF680	ZMYM4	0.995126594542508	0.971553105425001	0.902727259078993
ZMYM4	ZNF680	0.995126594542508	0.971552885085195	0.902727259078993
THOP1	TIMM50	0.999993292856952	0.997931656966569	0.902711877535763
TAF7	GATAD1	0.913872295827674	0.622378904060269	0.902705856386707
CNOT1	UNC50	-0.652085607724857	0.847846539490239	0.902704569488732
TCFL5	BAG4	-0.705923959865037	0.415022956613895	0.902699056663926
BAG4	TCFL5	-0.80826248669671	0.748109116893407	0.902699056663926
TAF3	IKBKB	-0.8223155773177	0.94722589744175	0.902684600423351
RERG	GTF2A2	0.0132374935896493	0.18862437609299	0.902678721247816
PILRA	IFNGR2	0.999999934003003	0.999980033756854	0.902673049630171
IFNGR2	PILRA	0.999999934003003	0.999980033756854	0.902673049630171
GNA15	ITPR1	-0.0556296874435997	0.99300918041632	0.902660385754712
ITPR1	GNA15	-0.0556296874435997	0.99300918041632	0.902660385754712
PALB2	ABCE1	0.99999835268661	0.999435867892795	0.902645753281022
LZTR1	RHOT2	0.999992220408028	0.999952950498225	0.902640565982786
EPHB6	PIGZ	0.930607967170672	0.658487850508436	0.902636075636004
ARHGAP23	ZC4H2	0.999755970887425	0.994189543800875	0.902634284588306
NHLH2	SFRP4	0.0120936178436156	0.213818927951243	0.902622419624112
KAT2B	STMN3	-0.905292756909513	0.78132643269541	0.902614836197047
RAD17	RCN2	0.999979803752852	0.995781080648857	0.902608510488832
C1QBP	TRIAP1	0.985035046987622	0.994865359346363	0.902602021631149
SCML4	FGFBP2	0.999588284295518	0.993788276345238	0.90259385814297
E2F8	CCNB2	0.99996310058882	0.99979531779955	0.902579242742686
TNXB	PKLR	0.999992184688667	0.999333910589162	0.902575315191644
MAK	ZNF721	0.938504195023562	0.893067150255202	0.90256188758201
BCL11B	THEMIS	0.999999852141961	0.999999410108434	0.902560452097941
THEMIS	BCL11B	0.999999999293147	0.999999854802688	0.902560452097941
FANCG	SSRP1	0.999797434222029	0.994771375701317	0.902555176915917
TSC22D2	CCL13	0.0197505251467972	0.0621085901267295	0.902549656691585
LHX6	ZRSR2	-0.186027961315204	0.875137162343985	0.902545026927517
ZRSR2	LHX6	-0.186027961315204	0.875139201583933	0.902545026927517
ZNF692	RXRB	0.99909331803051	0.997189450936051	0.902544933747517
RXRB	ZNF692	0.99909331803051	0.99718943295294	0.902544933747517
GNAL	KLRF1	0.86058360504712	0.658487850508436	0.90253424836329
KLRF1	GNAL	0.86058360504712	0.658487850508436	0.90253424836329
NR2C1	GSK3A	-0.99755582833166	0.944685157107538	0.9025306286324
GMNN	BUB1B	0.999035022026116	0.999215566960464	0.902521632245966
BUB1B	GMNN	0.999998832808563	0.999136391807209	0.902521632245966
BCL11A	GPR78	0.00252247850575689	0.298358031811235	0.902519301135618
GPR78	BCL11A	0.0113156797854261	0.324725133751023	0.902519301135618
PALB2	CKAP5	0.999492754114086	0.947466088774029	0.902514387627782
EGLN2	DEK	-0.999969689992304	0.991819257787799	0.902503925258927
DEK	EGLN2	-0.999969689992304	0.991819257787799	0.902503925258927
DDX1	PHKA1	0.300327104405472	0.961718871375263	0.902478445384286
GNRHR2	CDX2	0.234407511958394	0.147717763198905	0.902475915687427
BCL11B	FCGBP	0.999398508656942	0.992251982981958	0.902454843503673
JAK3	CTNNAL1	-0.917895322625223	0.953560960292299	0.902452376189315
CTNNAL1	JAK3	-0.917895322625223	0.953560692681009	0.902452376189315
AKT2	FBRSL1	0.999999358022836	0.998159965825777	0.9024503922461
SSBP2	PTPN14	0.581546331529853	0.793091833829956	0.902438093973531
PTPN14	SSBP2	0.581546331529853	0.793091833829956	0.902438093973531
MTF1	MEFV	0.999958591139409	0.999918097406242	0.902427616952332
KAT2B	SKIL	0.950342863503583	0.992733800006328	0.902426793038763
SKIL	KAT2B	0.997771563132807	0.994261844375563	0.902426793038763
ZNF556	OR10K2	-0.0315486170988226	0.951752910140722	0.902411756124662
TSC1	ZNF397	0.999969154783498	0.998553397223679	0.902387577157339
OR4K2	CST1	-0.000993952146184408	0.753423139072319	0.902383852247503
OR4K2	NANOS2	-0.01435849406795	0.0683489932699232	0.902383852247503
OR4K2	KRTAP4-2	-0.00468908847437418	0.106134431428373	0.902383852247503
OR4K2	DEFB123	-0.00558810975377941	0.277351424152632	0.902383852247503
OR4K2	GAGE10	0.0261704168511771	0.0683489932699232	0.902383852247503
DDX5	RRH	-0.00025311117829261	0.359256802036917	0.902380215776748
RRH	DDX5	-0.00104432476154804	0.488183081513453	0.902380215776748
NHLH1	KCNH2	-0.000241934956260397	0.298358031811235	0.902344360871473
RBL1	PLK4	0.999917548323008	0.998481584754583	0.902333837612782
SRA1	PKDREJ	0.00246085909898594	0.0431744244362291	0.902323905141657
TLR8	MAST3	0.999948843854913	0.996996199067671	0.902309865197687
ANK1	GYPE	0.999999976615519	0.999992873240062	0.90230176335425
RBL1	TMEM150A	-0.999825402236044	0.99302109506037	0.902284243852399
ZNF224	PSMA5	-0.949332574303209	0.939511459013939	0.902278910685741
IL16	PBX3	-0.82312477553433	0.984086023222968	0.902271356431143
ZNF257	ZFP3	0.453747535468957	0.876211340471449	0.902263663064275
ZFP3	ZNF257	0.453747535468957	0.876211340471449	0.902263663064275
ZNF395	TCEAL4	0.999359418578358	0.996897008703701	0.90225712325399
