	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0016491	GO:0016491	oxidoreductase activity	11/153	278/3981	0.506486227884252	ALOX5/ALOX5AP/CYBB/DHRS7/EPX/MPO/MSRA/NCF2/P4HB/PCYOX1/VAT1	11
GO:0001784	GO:0001784	phosphotyrosine residue binding	1/153	18/3981	0.506864340904586	HCK	1
GO:0004177	GO:0004177	aminopeptidase activity	1/153	18/3981	0.506864340904586	RNPEP	1
GO:0004715	GO:0004715	non-membrane spanning protein tyrosine kinase activity	1/153	18/3981	0.506864340904586	HCK	1
GO:0005507	GO:0005507	copper ion binding	1/153	18/3981	0.506864340904586	S100A12	1
GO:0015485	GO:0015485	cholesterol binding	1/153	18/3981	0.506864340904586	ANXA6	1
GO:0017022	GO:0017022	myosin binding	1/153	18/3981	0.506864340904586	RAB27A	1
GO:0031593	GO:0031593	polyubiquitin modification-dependent protein binding	1/153	18/3981	0.506864340904586	WDR81	1
GO:0004540	GO:0004540	ribonuclease activity	2/153	44/3981	0.509341471903317	RNASE2/RNASE3	2
GO:0001046	GO:0001046	core promoter sequence-specific DNA binding	1/153	19/3981	0.525902886410919	CEBPB	1
GO:0004521	GO:0004521	RNA endonuclease activity	1/153	19/3981	0.525902886410919	RNASE2	1
GO:0005261	GO:0005261	monoatomic cation channel activity	1/153	19/3981	0.525902886410919	ANXA6	1
GO:0008194	GO:0008194	UDP-glycosyltransferase activity	1/153	19/3981	0.525902886410919	EOGT	1
GO:0015085	GO:0015085	calcium ion transmembrane transporter activity	1/153	19/3981	0.525902886410919	ANXA6	1
GO:0016790	GO:0016790	thiolester hydrolase activity	1/153	19/3981	0.525902886410919	ABCD1	1
GO:0043531	GO:0043531	ADP binding	1/153	19/3981	0.525902886410919	ABCD1	1
GO:0003774	GO:0003774	cytoskeletal motor activity	1/153	20/3981	0.544211028354162	MYO1F	1
GO:0003823	GO:0003823	antigen binding	1/153	20/3981	0.544211028354162	SIRPA	1
GO:0004867	GO:0004867	serine-type endopeptidase inhibitor activity	1/153	20/3981	0.544211028354162	SERPINB10	1
GO:0005080	GO:0005080	protein kinase C binding	1/153	20/3981	0.544211028354162	PKN1	1
GO:0008173	GO:0008173	RNA methyltransferase activity	1/153	20/3981	0.544211028354162	NSUN5	1
GO:0008235	GO:0008235	metalloexopeptidase activity	1/153	20/3981	0.544211028354162	RNPEP	1
GO:0032934	GO:0032934	sterol binding	1/153	20/3981	0.544211028354162	ANXA6	1
GO:0008092	GO:0008092	cytoskeletal protein binding	11/153	289/3981	0.560276099148826	ANXA6/ARL8A/ARPC2/HTT/MYO1F/P4HB/PLS3/RAB27A/S100A8/S100A9/VPS41	11
GO:0015035	GO:0015035	protein-disulfide reductase activity	1/153	21/3981	0.561816610949924	P4HB	1
GO:0016298	GO:0016298	lipase activity	1/153	21/3981	0.561816610949924	GDE1	1
GO:0004842	GO:0004842	ubiquitin-protein transferase activity	3/153	76/3981	0.564999023697621	CDC42/HUWE1/UBR5	3
GO:0003779	GO:0003779	actin binding	5/153	130/3981	0.56513256526131	ANXA6/ARPC2/MYO1F/P4HB/PLS3	5
GO:0016922	GO:0016922	nuclear receptor binding	2/153	49/3981	0.567944965902938	CEBPB/PKN1	2
GO:0004672	GO:0004672	protein kinase activity	5/153	131/3981	0.572074611830446	HCK/IGF2R/PIK3C3/PKN1/TBK1	5
GO:0016765	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	1/153	22/3981	0.578746423708677	ALOX5AP	1
GO:0097110	GO:0097110	scaffold protein binding	1/153	22/3981	0.578746423708677	PSAP	1
GO:0044389	GO:0044389	ubiquitin-like protein ligase binding	5/153	132/3981	0.578960037310068	CEBPB/HSPA5/RALB/SH3KBP1/TOLLIP	5
GO:0008168	GO:0008168	methyltransferase activity	2/153	50/3981	0.579048547256263	FAM98A/NSUN5	2
GO:0008047	GO:0008047	enzyme activator activity	7/153	186/3981	0.579411626504057	ALOX5AP/GM2A/GNAQ/GNAS/NCF2/NCF4/PSAP	7
GO:0016651	GO:0016651	oxidoreductase activity, acting on NAD(P)H	2/153	51/3981	0.589943510244225	CYBB/NCF2	2
GO:0008276	GO:0008276	protein methyltransferase activity	1/153	23/3981	0.595026241130393	FAM98A	1
GO:0030374	GO:0030374	nuclear receptor coactivator activity	1/153	23/3981	0.595026241130393	PKN1	1
GO:0043178	GO:0043178	alcohol binding	1/153	23/3981	0.595026241130393	ANXA6	1
GO:0022804	GO:0022804	active transmembrane transporter activity	4/153	108/3981	0.602577643496062	ABCD1/ATP6V0D1/SLC16A3/TCIRG1	4
GO:0015399	GO:0015399	primary active transmembrane transporter activity	3/153	81/3981	0.608782308178201	ABCD1/ATP6V0D1/TCIRG1	3
GO:0002039	GO:0002039	p53 binding	1/153	24/3981	0.610680860914892	HTT	1
GO:0005496	GO:0005496	steroid binding	1/153	24/3981	0.610680860914892	ANXA6	1
GO:0030695	GO:0030695	GTPase regulator activity	5/153	137/3981	0.612496721998698	DENND1C/EIF2B2/GNAQ/RIC8A/SIRPA	5
GO:0060589	GO:0060589	nucleoside-triphosphatase regulator activity	5/153	137/3981	0.612496721998698	DENND1C/EIF2B2/GNAQ/RIC8A/SIRPA	5
GO:0015036	GO:0015036	disulfide oxidoreductase activity	1/153	25/3981	0.625734140743051	P4HB	1
GO:0016705	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	1/153	25/3981	0.625734140743051	P4HB	1
GO:0016741	GO:0016741	transferase activity, transferring one-carbon groups	2/153	55/3981	0.631432849058818	FAM98A/NSUN5	2
GO:0045309	GO:0045309	protein phosphorylated amino acid binding	1/153	26/3981	0.640209033681957	HCK	1
GO:0019787	GO:0019787	ubiquitin-like protein transferase activity	3/153	85/3981	0.641654386612231	CDC42/HUWE1/UBR5	3
GO:0042578	GO:0042578	phosphoric ester hydrolase activity	3/153	85/3981	0.641654386612231	FBP1/GDE1/RNGTT	3
GO:0019207	GO:0019207	kinase regulator activity	2/153	57/3981	0.650928788627571	DNAJC3/WDR81	2
GO:0005506	GO:0005506	iron ion binding	1/153	27/3981	0.654127622265183	ALOX5	1
GO:0015291	GO:0015291	secondary active transmembrane transporter activity	1/153	27/3981	0.654127622265183	SLC16A3	1
GO:0016860	GO:0016860	intramolecular oxidoreductase activity	1/153	28/3981	0.667511151297411	P4HB	1
GO:1990782	GO:1990782	protein tyrosine kinase binding	1/153	28/3981	0.667511151297411	SIRPA	1
GO:0008135	GO:0008135	translation factor activity, RNA binding	2/153	59/3981	0.669602788923972	EIF2B2/EIF4A1	2
GO:0019901	GO:0019901	protein kinase binding	7/153	206/3981	0.687421594939694	CDC42/DNAJC3/MVP/NBEAL2/NSF/PKN1/SIRPA	7
GO:0001217	GO:0001217	DNA-binding transcription repressor activity	1/153	30/3981	0.692754009559162	CEBPB	1
GO:0001227	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	1/153	30/3981	0.692754009559162	CEBPB	1
GO:0031625	GO:0031625	ubiquitin protein ligase binding	4/153	122/3981	0.697895030200091	HSPA5/RALB/SH3KBP1/TOLLIP	4
GO:0019842	GO:0019842	vitamin binding	1/153	31/3981	0.704651918072817	TKT	1
GO:0140098	GO:0140098	catalytic activity, acting on RNA	5/153	158/3981	0.735257184521935	EIF4A1/NSUN5/RNASE2/RNASE3/RNGTT	5
GO:0004518	GO:0004518	nuclease activity	2/153	67/3981	0.736364286837226	RNASE2/RNASE3	2
GO:0090079	GO:0090079	translation regulator activity, nucleic acid binding	2/153	68/3981	0.743853947119756	EIF2B2/EIF4A1	2
GO:0008238	GO:0008238	exopeptidase activity	1/153	35/3981	0.747836883859535	RNPEP	1
GO:0070063	GO:0070063	RNA polymerase binding	1/153	35/3981	0.747836883859535	STOM	1
GO:0016773	GO:0016773	phosphotransferase activity, alcohol group as acceptor	5/153	162/3981	0.755139686411711	HCK/IGF2R/PIK3C3/PKN1/TBK1	5
GO:0009055	GO:0009055	electron transfer activity	2/153	70/3981	0.758291407143712	CYBB/NCF2	2
GO:0003714	GO:0003714	transcription corepressor activity	2/153	71/3981	0.765244832808965	CREG1/ELANE	2
GO:0016791	GO:0016791	phosphatase activity	2/153	73/3981	0.778635504476028	FBP1/RNGTT	2
GO:0016810	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	1/153	40/3981	0.793097402947574	PADI4	1
GO:0044325	GO:0044325	transmembrane transporter binding	1/153	40/3981	0.793097402947574	HTT	1
GO:0003725	GO:0003725	double-stranded RNA binding	1/153	41/3981	0.801129906715405	EIF4A1	1
GO:0008757	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	1/153	42/3981	0.808852527089147	NSUN5	1
GO:0050839	GO:0050839	cell adhesion molecule binding	7/153	235/3981	0.80964613044053	HSPA5/ITGAM/P4HB/S100A11/S100P/SDCBP/SIRPA	7
GO:0001216	GO:0001216	DNA-binding transcription activator activity	1/153	43/3981	0.816277143325593	CEBPB	1
GO:0001228	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	1/153	43/3981	0.816277143325593	CEBPB	1
GO:0005200	GO:0005200	structural constituent of cytoskeleton	1/153	43/3981	0.816277143325593	ARPC2	1
GO:0019904	GO:0019904	protein domain specific binding	7/153	237/3981	0.816532344493284	CDC42/CHMP1B/HSPA5/NSF/RAB27A/SH3KBP1/SIRPA	7
GO:0043022	GO:0043022	ribosome binding	1/153	44/3981	0.823415182195879	HSPA5	1
GO:0005516	GO:0005516	calmodulin binding	1/153	45/3981	0.830277635110288	MYO1F	1
GO:0031490	GO:0031490	chromatin DNA binding	1/153	45/3981	0.830277635110288	CEBPB	1
GO:0045182	GO:0045182	translation regulator activity	2/153	82/3981	0.830966883221463	EIF2B2/EIF4A1	2
GO:0000981	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	2/153	83/3981	0.836041069164826	CEBPB/USF2	2
GO:0003724	GO:0003724	RNA helicase activity	1/153	46/3981	0.836875074599141	EIF4A1	1
GO:0008186	GO:0008186	ATP-dependent activity, acting on RNA	1/153	46/3981	0.836875074599141	EIF4A1	1
GO:0016301	GO:0016301	kinase activity	5/153	185/3981	0.848393772359701	HCK/IGF2R/PIK3C3/PKN1/TBK1	5
GO:0106310	GO:0106310	protein serine kinase activity	2/153	86/3981	0.850452950866062	PKN1/TBK1	2
GO:0061629	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	3/153	121/3981	0.852106939320757	CEBPB/FBP1/PKN1	3
GO:0003700	GO:0003700	DNA-binding transcription factor activity	2/153	87/3981	0.854996460509751	CEBPB/USF2	2
GO:0004721	GO:0004721	phosphoprotein phosphatase activity	1/153	50/3981	0.860812359793632	RNGTT	1
GO:0005524	GO:0005524	ATP binding	15/153	490/3981	0.863101868103251	ABCD1/ATP11A/ATP11B/EIF2B2/EIF4A1/HCK/HSP90B1/HSPA5/MORC2/MYO1F/NSF/PIK3C3/PKN1/RNGTT/TBK1	15
GO:0019887	GO:0019887	protein kinase regulator activity	1/153	51/3981	0.86622973678462	DNAJC3	1
GO:0016616	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	1/153	54/3981	0.88125660827418	DHRS7	1
GO:0016779	GO:0016779	nucleotidyltransferase activity	1/153	54/3981	0.88125660827418	RNGTT	1
GO:0043021	GO:0043021	ribonucleoprotein complex binding	2/153	95/3981	0.887065077088912	HSPA5/SRP9	2
GO:0030674	GO:0030674	protein-macromolecule adaptor activity	3/153	131/3981	0.887164177978	SDCBP/VAMP8/VTI1B	3
GO:0140297	GO:0140297	DNA-binding transcription factor binding	4/153	166/3981	0.889548476748806	CEBPB/FBP1/PKN1/USF2	4
GO:0000978	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	2/153	97/3981	0.893993126271761	CEBPB/USF2	2
GO:0016614	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	1/153	57/3981	0.894605250196366	DHRS7	1
GO:0004674	GO:0004674	protein serine/threonine kinase activity	2/153	103/3981	0.9124898389349	PKN1/TBK1	2
GO:0000987	GO:0000987	cis-regulatory region sequence-specific DNA binding	2/153	104/3981	0.915263941486249	CEBPB/USF2	2
GO:0016772	GO:0016772	transferase activity, transferring phosphorus-containing groups	6/153	246/3981	0.920201097769118	HCK/IGF2R/PIK3C3/PKN1/RNGTT/TBK1	6
GO:0042393	GO:0042393	histone binding	2/153	107/3981	0.923101899448599	MORC2/PKN1	2
GO:0000977	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	2/153	114/3981	0.938828950772021	CEBPB/USF2	2
GO:0016853	GO:0016853	isomerase activity	1/153	73/3981	0.944291789267133	P4HB	1
GO:0140030	GO:0140030	modification-dependent protein binding	1/153	74/3981	0.946472791376173	WDR81	1
GO:0005096	GO:0005096	GTPase activator activity	1/153	78/3981	0.954380468042121	GNAQ	1
GO:0140640	GO:0140640	catalytic activity, acting on a nucleic acid	5/153	239/3981	0.958554349629535	EIF4A1/NSUN5/RNASE2/RNASE3/RNGTT	5
GO:0004386	GO:0004386	helicase activity	1/153	83/3981	0.962651860449464	EIF4A1	1
GO:0003682	GO:0003682	chromatin binding	4/153	209/3981	0.964781506872899	CEBPB/MORC2/MPO/PKN1	4
GO:0008134	GO:0008134	transcription factor binding	4/153	212/3981	0.967632524889535	CEBPB/FBP1/PKN1/USF2	4
GO:0003712	GO:0003712	transcription coregulator activity	3/153	178/3981	0.971484843736291	CREG1/ELANE/PKN1	3
GO:0060090	GO:0060090	molecular adaptor activity	3/153	180/3981	0.973191451505244	SDCBP/VAMP8/VTI1B	3
GO:0140110	GO:0140110	transcription regulator activity	5/153	264/3981	0.978720283752161	CEBPB/CREG1/ELANE/PKN1/USF2	5
GO:0045296	GO:0045296	cadherin binding	3/153	194/3981	0.98270221069455	HSPA5/S100A11/S100P	3
GO:0003713	GO:0003713	transcription coactivator activity	1/153	104/3981	0.983926169070443	PKN1	1
GO:0000976	GO:0000976	transcription cis-regulatory region binding	2/153	158/3981	0.986348418331257	CEBPB/USF2	2
GO:0001067	GO:0001067	transcription regulatory region nucleic acid binding	2/153	159/3981	0.9868196381599	CEBPB/USF2	2
GO:0003690	GO:0003690	double-stranded DNA binding	3/153	214/3981	0.990907102533703	CEBPB/MNDA/USF2	3
GO:1990837	GO:1990837	sequence-specific double-stranded DNA binding	2/153	174/3981	0.992254241213368	CEBPB/USF2	2
GO:0003735	GO:0003735	structural constituent of ribosome	1/153	126/3981	0.993387625894602	RPS15A	1
GO:0043565	GO:0043565	sequence-specific DNA binding	2/153	215/3981	0.998258525347862	CEBPB/USF2	2
GO:0003729	GO:0003729	mRNA binding	1/153	185/3981	0.999404862074909	EIF4A1	1
GO:0005198	GO:0005198	structural molecule activity	2/153	248/3981	0.999494397413188	ARPC2/RPS15A	2
GO:0003677	GO:0003677	DNA binding	4/153	490/3981	0.999997407384548	CEBPB/HUWE1/MNDA/USF2	4
