	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0016757	GO:0016757	glycosyltransferase activity	1/101	53/3981	0.746167253225903	COLGALT1	1
GO:1901702	GO:1901702	salt transmembrane transporter activity	1/101	53/3981	0.746167253225903	SEC61A1	1
GO:0016616	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	1/101	54/3981	0.752694011735115	HSD17B11	1
GO:0019903	GO:0019903	protein phosphatase binding	1/101	54/3981	0.752694011735115	HSP90B1	1
GO:0008092	GO:0008092	cytoskeletal protein binding	6/101	289/3981	0.753247930342438	ARL8A/LRPPRC/MICAL1/MYO1F/RAB27A/SYNE3	6
GO:0022804	GO:0022804	active transmembrane transporter activity	2/101	108/3981	0.766640021329741	ABCD1/ATP6V0D1	2
GO:0016614	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	1/101	57/3981	0.77129373385808	HSD17B11	1
GO:0000976	GO:0000976	transcription cis-regulatory region binding	3/101	158/3981	0.772777718219445	CEBPB/HMGA1/MAFG	3
GO:0001067	GO:0001067	transcription regulatory region nucleic acid binding	3/101	159/3981	0.776489932523354	CEBPB/HMGA1/MAFG	3
GO:1901681	GO:1901681	sulfur compound binding	1/101	60/3981	0.788507395302697	GNS	1
GO:0016887	GO:0016887	ATP hydrolysis activity	3/101	166/3981	0.801119772994036	ABCD1/HSP90B1/TRAP1	3
GO:0003690	GO:0003690	double-stranded DNA binding	4/101	214/3981	0.801563027339436	CEBPB/HMGA1/HMGB3/MAFG	4
GO:0140110	GO:0140110	transcription regulator activity	5/101	264/3981	0.810650950225139	CEBPB/CREG1/HMGA1/MAFG/RCOR1	5
GO:0003697	GO:0003697	single-stranded DNA binding	1/101	65/3981	0.814391234920056	LRPPRC	1
GO:0019902	GO:0019902	phosphatase binding	1/101	65/3981	0.814391234920056	HSP90B1	1
GO:0061134	GO:0061134	peptidase regulator activity	1/101	65/3981	0.814391234920056	CTSS	1
GO:0008017	GO:0008017	microtubule binding	1/101	66/3981	0.819178386419819	LRPPRC	1
GO:0061629	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	2/101	121/3981	0.81930198875086	CEBPB/HMGA1	2
GO:0031625	GO:0031625	ubiquitin protein ligase binding	2/101	122/3981	0.822881871979221	ERLIN1/LRPPRC	2
GO:1990837	GO:1990837	sequence-specific double-stranded DNA binding	3/101	174/3981	0.826480749734683	CEBPB/HMGA1/MAFG	3
GO:0009055	GO:0009055	electron transfer activity	1/101	70/3981	0.837134763831284	ETFDH	1
GO:0003712	GO:0003712	transcription coregulator activity	3/101	178/3981	0.838105854956436	CREG1/HMGA1/RCOR1	3
GO:0005543	GO:0005543	phospholipid binding	2/101	131/3981	0.85236708098398	ANXA11/DYSF	2
GO:0140030	GO:0140030	modification-dependent protein binding	1/101	74/3981	0.853323898134851	WDR81	1
GO:0000287	GO:0000287	magnesium ion binding	1/101	81/3981	0.877911445204746	RP2	1
GO:0042578	GO:0042578	phosphoric ester hydrolase activity	1/101	85/3981	0.890080201159636	PLD3	1
GO:0003682	GO:0003682	chromatin binding	3/101	209/3981	0.907598218548287	CEBPB/HMGA1/RCOR1	3
GO:0140097	GO:0140097	catalytic activity, acting on DNA	1/101	94/3981	0.913243014387605	PLD3	1
GO:0140098	GO:0140098	catalytic activity, acting on RNA	2/101	158/3981	0.916129185733017	PARN/RNASE2	2
GO:0043565	GO:0043565	sequence-specific DNA binding	3/101	215/3981	0.917464737758889	CEBPB/HMGA1/MAFG	3
GO:0140297	GO:0140297	DNA-binding transcription factor binding	2/101	166/3981	0.929410645419627	CEBPB/HMGA1	2
GO:0003713	GO:0003713	transcription coactivator activity	1/101	104/3981	0.933345297719852	HMGA1	1
GO:0050839	GO:0050839	cell adhesion molecule binding	3/101	235/3981	0.943870167687056	ARHGAP1/ITGB2/S100A11	3
GO:0140640	GO:0140640	catalytic activity, acting on a nucleic acid	3/101	239/3981	0.948118831568964	PARN/PLD3/RNASE2	3
GO:0003729	GO:0003729	mRNA binding	2/101	185/3981	0.953488208998457	LRPPRC/PARN	2
GO:0140678	GO:0140678	molecular function inhibitor activity	2/101	189/3981	0.957453796739758	STX7/VAMP8	2
GO:0045296	GO:0045296	cadherin binding	2/101	194/3981	0.961961320687533	ARHGAP1/S100A11	2
GO:0004672	GO:0004672	protein kinase activity	1/101	131/3981	0.967397476808782	PIK3C3	1
GO:0008134	GO:0008134	transcription factor binding	2/101	212/3981	0.97471329453014	CEBPB/HMGA1	2
GO:0016773	GO:0016773	phosphotransferase activity, alcohol group as acceptor	1/101	162/3981	0.985746336229427	PIK3C3	1
GO:0046914	GO:0046914	transition metal ion binding	2/101	237/3981	0.985833895755584	ISCA2/TBXAS1	2
GO:0003677	GO:0003677	DNA binding	6/101	490/3981	0.98952108874761	BAZ1A/CEBPB/HMGA1/HMGB3/LRPPRC/MAFG	6
GO:0016301	GO:0016301	kinase activity	1/101	185/3981	0.992319039384223	PIK3C3	1
GO:0005524	GO:0005524	ATP binding	5/101	490/3981	0.9965667285454	ABCD1/HSP90B1/MYO1F/PIK3C3/TRAP1	5
GO:0016772	GO:0016772	transferase activity, transferring phosphorus-containing groups	1/101	246/3981	0.998537106125537	PIK3C3	1
GO:0005244	GO:0005244	voltage-gated monoatomic ion channel activity	0/101	12/3981	1		0
GO:0016405	GO:0016405	CoA-ligase activity	0/101	11/3981	1		0
GO:0016779	GO:0016779	nucleotidyltransferase activity	0/101	54/3981	1		0
GO:0016810	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	0/101	40/3981	1		0
GO:0016811	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	0/101	23/3981	1		0
GO:0016874	GO:0016874	ligase activity	0/101	70/3981	1		0
GO:0016877	GO:0016877	ligase activity, forming carbon-sulfur bonds	0/101	23/3981	1		0
GO:0016878	GO:0016878	acid-thiol ligase activity	0/101	14/3981	1		0
GO:0022832	GO:0022832	voltage-gated channel activity	0/101	12/3981	1		0
GO:0022836	GO:0022836	gated channel activity	0/101	21/3981	1		0
GO:0022839	GO:0022839	monoatomic ion gated channel activity	0/101	21/3981	1		0
