node	layer	module	flow	log_flow	nodeLabel	DNA_methylation_logFC	DNA_methylation_P.Value	GRN_logFC	GRN_AveExpr	GRN_t	GRN_P.Value	GRN_adj.P.Val	GRN_B	GRN_eigenvalue	GRN_Page_Rank	GRN_degree	GRN_closeness	GRN_betweenness	GRN_size	GRN_nes	GRN_pval	GRN_pval.fdr	GRN_TF	Metabolism_pvalue	Metabolism_mean.diff
41322	3	234	4.61E-05	9.98438529231212	FGB	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
13928	1	1323	4.61E-05	9.98455445118089	frag_331429	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52522	3	20	4.61E-05	9.984864650112	NGEF	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
37272	1	793	4.60E-05	9.98589355058177	frag_97133	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54054	3	95	4.60E-05	9.98593481550366	POLA1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54055	3	95	4.60E-05	9.98593481550366	POLA2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54290	3	95	4.60E-05	9.98593481550366	PRIM1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52146	3	28	4.60E-05	9.98612378716173	MTMR2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52189	3	63	4.60E-05	9.98680177244152	MVB12A	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52190	3	63	4.60E-05	9.98680177244152	MVB12B	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57501	3	63	4.60E-05	9.98680177244152	UBAP1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
58224	2	872	4.60E-05	9.98684524871761	ZNF346	0	1	0.4742783	2.301971	2.558137	0.01442183	0.1437377	-3.056115	-47.70602	-7.467647	4	0.25	21	13	1.969816	0.04885949	0.4466006	TF	NA	NA
27176	1	33	4.60E-05	9.98693438099323	frag_598687	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57607	4	37	4.60E-05	9.98726706671593	UGT3A1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57608	4	37	4.60E-05	9.98726706671593	UGT3A2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54291	3	95	4.60E-05	9.98736493652524	PRIM2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
25151	1	825	4.59E-05	9.98837899635461	frag_555602	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
10590	1	556	4.59E-05	9.98864247199172	frag_280264	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
9968	1	1065	4.59E-05	9.9892655086839	frag_276741	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
38968	3	399	4.59E-05	9.98930473377053	CAPN1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
43674	4	342	4.59E-05	9.98939190613868	LPO	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
58084	2	903	4.59E-05	9.98947472692762	ZEB1	0	1	0.1246454	-6.758256	0.2618691	0.7947681	0.9036242	-5.899247	-40.06214	-7.854419	2	0.5	1	12	2.078872	0.03762909	0.4466006	TF	NA	NA
28083	1	392	4.59E-05	9.98963820914275	frag_609575	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
55029	3	19	4.59E-05	9.98980171808869	RNF8	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
36336	1	421	4.58E-05	9.99176809821608	frag_784947	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
3320	1	52	4.57E-05	9.99330723275692	frag_158054	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
6916	1	208	4.57E-05	9.99336630925991	frag_234668	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
55254	3	21	4.57E-05	9.99338381407921	RPS6KA3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53351	3	21	4.57E-05	9.99353480586576	OXTR	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
56889	3	11	4.57E-05	9.99365736668672	THBS1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
26703	1	869	4.57E-05	9.99449161697734	frag_596427	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39334	3	1	4.56E-05	9.99486188794761	CDK12	0.3040548	6.00E-07	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
58157	2	1353	4.56E-05	9.99490352461945	ZNF205	0	1	0.3973947	2.788779	1.680719	0.1006226	0.2951902	-4.632725	-47.70602	-7.366067	4	0.25	6	11	1.713978	0.08653285	0.4625362	TF	NA	NA
8060	1	361	4.56E-05	9.99501310309308	frag_249484	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
204	1	553	4.56E-05	9.99538356724067	frag_102282	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
42980	3	77	4.56E-05	9.99545372975462	IRF2	0	1	0.3505001	7.333446	1.699194	0.09705948	0.2891501	-4.605054	-5.43085	-6.035432	2	0.09090909	0	20	1.073499	0.2830473	0.5512144	TF	NA	NA
42255	3	48	4.56E-05	9.99552389719169	HDAC10	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39381	2	1046	4.56E-05	9.99570591693147	CEBPA	0	1	0.3080615	5.132649	0.6546716	0.5164315	0.7240186	-5.728597	-40.44265	-7.854419	2	0.5	1	13	-1.739199	0.08199979	0.4625362	TF	NA	NA
52734	3	86	4.56E-05	9.99656602445404	NRXN2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52735	3	86	4.56E-05	9.99656602445404	NRXN3	0	1	-1.445144	-2.730303	-1.499349	0.141646	0.3568916	-4.890375	-3.823196	-8.847671	2	0	812.6455	0	0	1	1	Gene	NA	NA
53435	3	63	4.55E-05	9.99702490472838	PARK7	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39184	3	49	4.55E-05	9.99758067325741	CCT7	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
38371	3	14	4.54E-05	9.99908697416684	ATF1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57840	3	18	4.54E-05	9.9992432315605	VTI1A	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
41999	3	17	4.54E-05	9.99949417480021	GPS2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54754	3	56	4.54E-05	9.99958003826195	RBL1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39507	3	19	4.54E-05	10.0003178871906	CHEK2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
23769	1	147	4.54E-05	10.0005624886072	frag_512430	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
22438	1	922	4.53E-05	10.0024088445651	frag_484716	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
27119	1	33	4.53E-05	10.0025037913011	frag_598611	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
28973	1	1351	4.53E-05	10.0026760432753	frag_619164	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
38254	3	63	4.53E-05	10.0030869177589	ARL13B	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
56014	4	127	4.52E-05	10.003895905971	SLC7A1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
56018	4	127	4.52E-05	10.003895905971	SLC7A3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40861	2	1274	4.52E-05	10.0051526823285	ELK1	0	1	0.150824	4.154475	0.9591258	0.3432654	0.5804301	-5.498315	-47.70602	-7.189443	5	0.2	10	14	2.644236	0.008187558	0.3561365	TF	NA	NA
15815	1	286	4.52E-05	10.0052766754382	frag_36101	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54731	3	21	4.51E-05	10.0062625247052	RASGRP2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
58043	2	1401	4.51E-05	10.0068456299678	ZBTB49	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40742	3	4	4.51E-05	10.0075999585181	EDN3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
28533	1	519	4.50E-05	10.0079218306178	frag_613688	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
2061	1	934	4.50E-05	10.0085303408968	frag_136871	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
54097	3	79	4.50E-05	10.0090236391612	POLR3B	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54098	3	79	4.50E-05	10.0090236391612	POLR3C	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54105	3	79	4.50E-05	10.0090236391612	POLR3K	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
31398	1	1312	4.50E-05	10.0091369988193	frag_674458	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52207	2	1408	4.50E-05	10.0091503360945	MYC	0	1	-3.641917	-0.3832584	-3.457757	0.001307615	0.06145174	-0.9900312	-47.70602	-7.366067	4	0.25	6	14	-0.6206081	0.5348575	0.7021477	TF	NA	NA
54101	3	79	4.50E-05	10.0092036869744	POLR3F	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53476	3	77	4.50E-05	10.0093570866107	PBX3	0	1	0.5972991	4.288654	1.855256	0.07095032	0.2401826	-4.36113	-38.75511	-6.286889	2	0.06666667	0	15	0.4831442	0.6289934	0.7475176	TF	NA	NA
54104	3	79	4.50E-05	10.0093948843373	POLR3H	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
37762	3	4	4.50E-05	10.0094593661096	ADORA2B	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54100	3	79	4.50E-05	10.0095905659995	POLR3E	0	1	0.2317862	5.857558	1.437482	0.1583695	0.3799386	-4.972323	-4.265002	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
39908	3	79	4.50E-05	10.0096950934853	CRCP	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
55629	3	671	4.50E-05	10.0097484734371	SGK1	0	1	-1.423676	4.621086	-2.616529	0.01247973	0.1362342	-2.934047	-16.56173	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
54099	3	79	4.50E-05	10.0098530174308	POLR3D	0.3272553	7.62E-08	0.5998023	4.22068	3.160661	0.003000083	0.08172337	-1.712469	-19.02502	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
38538	4	523	4.49E-05	10.0099820442352	B4GALT3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57823	3	63	4.49E-05	10.010335841046	VPS37A	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57824	3	63	4.49E-05	10.010335841046	VPS37B	0.3264036	1.45E-06	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57825	3	63	4.49E-05	10.010335841046	VPS37C	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57826	3	63	4.49E-05	10.010335841046	VPS37D	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54335	3	45	4.48E-05	10.0121891991164	PRMT5	0	1	0.3642408	5.540059	2.146028	0.0380004	0.2104227	-3.860237	-39.26211	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
58188	2	1114	4.48E-05	10.0127333840456	ZNF267	0	1	0.5401547	3.333366	2.421873	0.02007313	0.16178	-3.333406	-13.93551	-6.018706	5	0.1666667	3937	9	1.858417	0.06310983	0.4526919	TF	NA	NA
42923	3	28	4.48E-05	10.0127891574272	INPP5F	0	1	0.5064808	4.007538	2.825974	0.007326025	0.1097673	-2.481088	-39.39325	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
53781	3	28	4.48E-05	10.0127891574272	PI4K2B	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53834	3	28	4.48E-05	10.0127891574272	PIK4CA	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
55357	3	28	4.48E-05	10.0127891574272	SACM1L	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57881	3	19	4.48E-05	10.0130636077752	WDR48	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
23532	1	157	4.48E-05	10.0133403656919	frag_508554	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52729	3	289	4.48E-05	10.013436356084	NRP1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40772	3	154	4.47E-05	10.0147118935295	EFNB3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52141	3	28	4.47E-05	10.0151053821916	MTM1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
51971	4	342	4.47E-05	10.0152149605722	MPO	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52119	3	15	4.47E-05	10.0153290242936	MTA1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
12855	1	755	4.47E-05	10.0154878405536	frag_320571	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
42193	4	398	4.46E-05	10.0172185587633	HACD3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
42194	4	398	4.46E-05	10.0172185587633	HACD4	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
42333	4	398	4.46E-05	10.0172185587633	HIGD2A	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
37773	3	4	4.46E-05	10.0172925112433	ADRB1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39496	3	19	4.46E-05	10.0177565197697	CHD1L	0	1	0.3521398	7.219052	2.332172	0.02481878	0.1784421	-3.509938	-5.41557	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
58022	2	1369	4.46E-05	10.0177766989383	ZBTB16	0	1	0.2974037	5.653033	1.192285	0.2401847	0.4759061	-5.266246	-40.41568	-7.854419	2	0.5	1	13	1.659634	0.09698809	0.4625362	TF	NA	NA
40619	3	4	4.46E-05	10.018406942343	DRD4	0.3686652	3.22E-06	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
43470	3	11	4.46E-05	10.0184540583392	LAMA4	0	1	-1.708939	-3.027834	-1.946132	0.05869784	0.2391024	-4.210912	-39.25837	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
40140	3	34	4.46E-05	10.0186268359871	CYP1A1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52242	3	44	4.45E-05	10.0193923531807	MYLK	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57544	3	15	4.45E-05	10.0205271146375	UBE3A	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
55753	3	6	4.45E-05	10.0209386432923	SLBP	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
55322	2	1063	4.44E-05	10.0217937250047	RUNX3	0	1	0.4380445	7.226142	1.413666	0.1652068	0.3892222	-5.003047	-9.727389	-7.522588	4	0.25	2955	10	2.228784	0.0258283	0.4466006	TF	NA	NA
41194	3	19	4.44E-05	10.0218500060226	FANCM	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
31972	1	1149	4.44E-05	10.0228996644169	frag_687778	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57795	3	7	4.44E-05	10.0232467895928	VEGFD	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
29554	1	982	4.43E-05	10.0244243059367	frag_631621	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
37497	4	67	4.43E-05	10.0250745641437	ABCC11	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52767	3	7	4.43E-05	10.0250813398924	NTF3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
55844	4	563	4.43E-05	10.025106184697	SLC25A15	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
32755	1	912	4.43E-05	10.025467633478	frag_698909	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40703	3	184	4.42E-05	10.0258789403549	E2F6	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
42029	3	21	4.42E-05	10.0261004833804	GRIA3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
51913	3	31	4.42E-05	10.0267178978807	MMP13	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
37873	4	594	4.42E-05	10.0269418896641	AKR1C3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
56861	3	41	4.42E-05	10.0274511485676	TGFB3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
26262	1	1247	4.42E-05	10.027514541158	frag_584851	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39183	3	49	4.41E-05	10.0279674622804	CCT6A	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
16203	1	109	4.41E-05	10.028153219252	frag_36864	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
32029	1	1385	4.41E-05	10.0292730224287	frag_688869	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54660	3	19	4.41E-05	10.0293841644127	RAD51C	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
58273	2	1031	4.41E-05	10.0298061627854	ZNF468	0	1	-1.414321	1.920568	-1.687476	0.09930701	0.2928386	-4.622634	-47.70602	-7.854419	2	0.5	1	10	-1.835949	0.06636527	0.4526919	TF	NA	NA
44787	4	130	4.40E-05	10.0306052710958	MAR01098	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
45239	4	130	4.40E-05	10.0306052710958	MAR01813	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
48843	4	130	4.40E-05	10.0306052710958	MAR06670	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
49025	4	130	4.40E-05	10.0306052710958	MAR06925	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
50582	4	130	4.40E-05	10.0306052710958	MAR09804	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40726	4	572	4.39E-05	10.032979116269	ECI2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
51674	3	95	4.39E-05	10.0334185771282	MCM3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
51676	3	95	4.39E-05	10.0334185771282	MCM4	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57782	3	46	4.39E-05	10.033744312627	VCAN	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54102	3	79	4.39E-05	10.0339767202802	POLR3G	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54103	3	79	4.39E-05	10.0339767202802	POLR3GL	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
38540	4	523	4.39E-05	10.0344713359317	B4GALT5	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39007	3	24	4.38E-05	10.0356370432842	CASP2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
43375	3	6	4.38E-05	10.0358858730437	KPNA1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
41111	3	19	4.38E-05	10.0359406695659	FAAP24	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57426	3	49	4.38E-05	10.0362786478198	TUBA3E	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57429	3	49	4.38E-05	10.0362786478198	TUBA8	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57430	3	49	4.38E-05	10.0362786478198	TUBAL3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57303	3	20	4.37E-05	10.0372566877049	TRIO	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
42474	3	15	4.37E-05	10.0380274535343	HOXB3	0	1	-1.488002	2.092286	-1.479786	0.146775	0.3631678	-4.91662	-47.70602	-6.915582	5	0.04166667	0.6666667	24	-1.399578	0.1616399	0.4767552	TF	NA	NA
54898	3	19	4.37E-05	10.0389018595891	RHNO1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
38564	3	6	4.37E-05	10.0390461413923	BANF1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
41938	3	46	4.36E-05	10.0402332483599	GPC5	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
56086	3	45	4.36E-05	10.0403777224001	SMARCD1	0	1	0.4857282	8.116915	4.16107	0.0001634836	0.04307376	0.8366289	-7.967962	-8.847671	2	0	27782	0	0	1	1	Gene	NA	NA
38164	3	14	4.36E-05	10.0405015739069	ARAF	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39599	3	12	4.36E-05	10.0407860317299	CISH	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
