A	B
MAR02623	pentadecanoylcarnitine[c]
MAR02623	L-carnitine[c]
MAR02623	pentadecanoyl-CoA[c]
MAR02642	CoA[c]
MAR02642	heptadecanoylcarnitine[c]
MAR02642	heptadecanoyl-CoA[c]
MAR02642	L-carnitine[c]
MAR02606	L-carnitine[c]
MAR02606	tridecanoylcarnitine[m]
MAR02606	L-carnitine[m]
MAR02606	tridecanoylcarnitine[c]
MAR02607	CoA[m]
MAR02607	tridecanoylcarnitine[m]
MAR02607	L-carnitine[m]
MAR02607	tridecanoyl-CoA[m]
MAR02625	CoA[m]
MAR02625	pentadecanoylcarnitine[m]
MAR02625	L-carnitine[m]
MAR02625	pentadecanoyl-CoA[m]
MAR03030	CoA[x]
MAR03030	O-acetylcarnitine[x]
MAR03030	acetyl-CoA[x]
MAR03030	L-carnitine[x]
MAR03106	acetyl-CoA[c]
MAR03106	acetyl-CoA[x]
MAR03178	FAD[m]
MAR03178	heptadecanoyl-CoA[m]
MAR03178	(2E)-heptadecenoyl-CoA[m]
MAR03178	FADH2[m]
MAR03179	(2E)-heptadecenoyl-CoA[m]
MAR03179	H2O[m]
MAR03179	3-hydroxyheptadecanoyl-CoA[m]
MAR03180	3-hydroxyheptadecanoyl-CoA[m]
MAR03180	NAD+[m]
MAR03180	3-oxoheptadecanoyl-CoA[m]
MAR03180	H+[m]
MAR03180	NADH[m]
MAR03181	3-oxoheptadecanoyl-CoA[m]
MAR03181	CoA[m]
MAR03181	acetyl-CoA[m]
MAR03181	pentadecanoyl-CoA[m]
MAR03182	FAD[m]
MAR03182	pentadecanoyl-CoA[m]
MAR03182	(2E)-pentadecenoyl-CoA[m]
MAR03182	FADH2[m]
MAR03183	(2E)-pentadecenoyl-CoA[m]
MAR03183	H2O[m]
MAR03183	3-hydroxypentadecanoyl-CoA[m]
MAR03184	3-hydroxypentadecanoyl-CoA[m]
MAR03184	NAD+[m]
MAR03184	3-oxopentadecanoyl-CoA[m]
MAR03184	H+[m]
MAR03184	NADH[m]
MAR03185	3-oxopentadecanoyl-CoA[m]
MAR03185	CoA[m]
MAR03185	acetyl-CoA[m]
MAR03185	tridecanoyl-CoA[m]
MAR03186	FAD[m]
MAR03186	tridecanoyl-CoA[m]
MAR03186	(2E)-tridecenoyl-CoA[m]
MAR03186	FADH2[m]
MAR03187	(2E)-tridecenoyl-CoA[m]
MAR03187	H2O[m]
MAR03187	3-hydroxytridecanoyl-CoA[m]
MAR03188	3-hydroxytridecanoyl-CoA[m]
MAR03188	NAD+[m]
MAR03188	3-oxotridecanoyl-CoA[m]
MAR03188	H+[m]
MAR03188	NADH[m]
MAR03189	3-oxotridecanoyl-CoA[m]
MAR03189	CoA[m]
MAR03189	acetyl-CoA[m]
MAR03189	undecanoyl-CoA[m]
MAR03190	FAD[m]
MAR03190	undecanoyl-CoA[m]
MAR03190	(2E)-undecenoyl-CoA[m]
MAR03190	FADH2[m]
MAR03191	(2E)-undecenoyl-CoA[m]
MAR03191	H2O[m]
MAR03191	3-hydroxyundecanoyl-CoA[m]
MAR03192	3-hydroxyundecanoyl-CoA[m]
MAR03192	NAD+[m]
MAR03192	3-oxoundecanoyl-CoA[m]
MAR03192	H+[m]
MAR03192	NADH[m]
MAR03193	3-oxoundecanoyl-CoA[m]
MAR03193	CoA[m]
MAR03193	acetyl-CoA[m]
MAR03193	nonanoyl-CoA[m]
MAR03194	FAD[m]
MAR03194	nonanoyl-CoA[m]
MAR03194	(2E)-nonenoyl-CoA[m]
MAR03194	FADH2[m]
MAR03195	(2E)-nonenoyl-CoA[m]
MAR03195	H2O[m]
MAR03195	3-hydroxynonanoyl-CoA[m]
MAR03196	3-hydroxynonanoyl-CoA[m]
MAR03196	NAD+[m]
MAR03196	3-oxononanoyl-CoA[m]
MAR03196	H+[m]
MAR03196	NADH[m]
MAR03197	3-oxononanoyl-CoA[m]
MAR03197	CoA[m]
MAR03197	acetyl-CoA[m]
MAR03197	heptanoyl-CoA[m]
MAR03198	FAD[m]
MAR03198	heptanoyl-CoA[m]
MAR03198	(2E)-heptenoyl-CoA[m]
MAR03198	FADH2[m]
MAR03199	(2E)-heptenoyl-CoA[m]
MAR03199	H2O[m]
MAR03199	3-hydroxyheptanoyl-CoA[m]
MAR03200	3-hydroxyheptanoyl-CoA[m]
MAR03200	NAD+[m]
MAR03200	3-oxoheptanoyl-CoA[m]
MAR03200	H+[m]
MAR03200	NADH[m]
MAR03201	3-oxoheptanoyl-CoA[m]
MAR03201	CoA[m]
MAR03201	acetyl-CoA[m]
MAR03201	pentanoyl-CoA[m]
MAR01573	acetoacetyl-CoA[m]
MAR01573	acetyl-CoA[m]
MAR01573	H2O[m]
MAR01573	CoA[m]
MAR01573	H+[m]
MAR01573	HMG-CoA[m]
MAR07980	etiocholanolone[r]
MAR07980	UDP-glucuronate[r]
MAR07980	etiocholan-3alpha-ol-17-one 3-glucuronide[r]
MAR07980	UDP[r]
MAR01576	acetoacetate[m]
MAR01576	ATP[m]
MAR01576	CoA[m]
MAR01576	acetoacetyl-CoA[m]
MAR01576	AMP[m]
MAR01576	PPi[m]
MAR01577	HMG-CoA[m]
MAR01577	acetoacetate[m]
MAR01577	acetyl-CoA[m]
MAR00736	ceramide pool[c]
MAR00736	PC-LD pool[c]
MAR00736	1,2-diacylglycerol-LD-PC pool[c]
MAR00736	SM pool[c]
MAR00763	CDP-choline[r]
MAR00763	ceramide pool[r]
MAR00763	CMP[r]
MAR00763	H+[r]
MAR00763	SM pool[r]
MAR04296	ethanolamine-phosphate[c]
MAR04296	H2O[c]
MAR04296	acetaldehyde[c]
MAR04296	H+[c]
MAR04296	NH3[c]
MAR04296	Pi[c]
MAR00622	PE-LD pool[c]
MAR00622	serine[c]
MAR00622	ethanolamine[c]
MAR00622	PS-LD pool[c]
MAR00625	1,2-diacylglycerol-LD-PC pool[c]
MAR00625	CDP-choline[c]
MAR00625	CMP[c]
MAR00625	H+[c]
MAR00625	PC-LD pool[c]
MAR00627	H+[c]
MAR00627	PS-LD pool[c]
MAR00627	CO2[c]
MAR00627	PE-LD pool[c]
MAR00641	acetylcholine[c]
MAR00641	H2O[c]
MAR00641	acetate[c]
MAR00641	choline[c]
MAR00641	H+[c]
MAR00647	ethanolamine[c]
MAR00647	acetaldehyde[c]
MAR00647	H+[c]
MAR00647	NH3[c]
MAR08362	acetylcholine[n]
MAR08362	CoA[n]
MAR08362	acetyl-CoA[n]
MAR08362	choline[n]
MAR08421	acetylcholine[e]
MAR08421	H2O[e]
MAR08421	acetate[e]
MAR08421	choline[e]
MAR08421	H+[e]
MAR08643	cocaine[c]
MAR08643	H2O[c]
MAR08643	benzoate[c]
MAR08643	ecgonine-methyl ester[c]
MAR08643	H+[c]
MAR01682	5beta-cholestane-3alpha,7alpha-diol[m]
MAR01682	H+[m]
MAR01682	NADPH[m]
MAR01682	O2[m]
MAR01682	5beta-cholestane-3alpha,7alpha,26-triol[m]
MAR01682	H2O[m]
MAR01682	NADP+[m]
MAR01694	3alpha,7alpha-dihydroxy-5beta-cholestanate[c]
MAR01694	3alpha,7alpha-dihydroxy-5beta-cholestanate[m]
MAR01720	chenodeoxycholoyl-CoA[x]
MAR01720	taurine[x]
MAR01720	CoA[x]
MAR01720	taurochenodeoxycholate[x]
MAR01843	PAPS[c]
MAR01843	taurolithocholate[c]
MAR01843	H+[c]
MAR01843	PAP[c]
MAR01843	sulfotaurolithocholate[c]
MAR01844	AMP[c]
MAR01844	glycolithocholate[c]
MAR01844	H+[c]
MAR01844	PPi[c]
MAR01844	ATP[c]
MAR01844	glycine[c]
MAR01844	lithocholate[c]
MAR01853	ATP[c]
MAR01853	chenodiol[c]
MAR01853	H2O[c]
MAR01853	ADP[c]
MAR01853	chenodiol[e]
MAR01853	H+[c]
MAR01853	Pi[c]
MAR01872	ATP[c]
MAR01872	H2O[c]
MAR01872	taurochenodeoxycholate[c]
MAR01872	ADP[c]
MAR01872	H+[c]
MAR01872	Pi[c]
MAR01872	taurochenodeoxycholate[e]
MAR01878	HCO3-[c]
MAR01878	taurocholate[e]
MAR01878	HCO3-[e]
MAR01878	taurocholate[c]
MAR08788	H2O[e]
MAR08788	NADP+[e]
MAR08788	ADP-ribose-2-phosphate[e]
MAR08788	H+[e]
MAR08788	nicotinamide[e]
MAR04446	5,10-methylene-THF[c]
MAR04446	H+[c]
MAR04446	NADPH[c]
MAR04446	5-methyl-THF[c]
MAR04446	NADP+[c]
MAR04448	5,10-methylene-THF[c]
MAR04448	H+[c]
MAR04448	NADH[c]
MAR04448	5-methyl-THF[c]
MAR04448	NAD+[c]
MAR07920	10-formyl-THF-glu(5)[e]
MAR07920	H2O[e]
MAR07920	10-formyl-THF[e]
MAR07920	glutamate[e]
MAR08129	H2O[e]
MAR08129	pentaglutamyl-folate(DHF)[e]
MAR08129	dihydrofolate[e]
MAR08129	glutamate[e]
MAR08132	H2O[e]
MAR08132	pentaglutamyl-folate(THF)[e]
MAR08132	glutamate[e]
MAR08132	THF[e]
MAR08143	5-formyl-THF[c]
MAR08143	ATP[c]
MAR08143	5,10-methenyl-THF[c]
MAR08143	ADP[c]
MAR08143	Pi[c]
MAR08740	5-methyl-THF[c]
MAR08740	dihydrobiopterin[c]
MAR08740	5,10-methylene-THF[c]
MAR08740	H+[c]
MAR08740	tetrahydrobiopterin[c]
MAR03991	Fe2+[e]
MAR03991	H+[e]
MAR03991	O2[e]
MAR03991	Fe3+[e]
MAR03991	H2O[e]
MAR06395	ascorbate[e]
MAR06395	Fe3+[e]
MAR06395	dehydroascorbic acid[e]
MAR06395	Fe2+[e]
MAR06395	H+[e]
MAR04069	H2O[c]
MAR04069	O2[c]
MAR04069	pyridoxamine-phosphate[c]
MAR04069	H+[c]
MAR04069	H2O2[c]
MAR04069	NH3[c]
MAR04069	pyridoxal-phosphate[c]
MAR08102	H2O[c]
MAR08102	O2[c]
MAR08102	pyridoxal[c]
MAR08102	4-pyridoxate[c]
MAR08102	H2O2[c]
MAR07996	H+[m]
MAR07996	NADPH[m]
MAR07996	O2[m]
MAR07996	vitamin D2[m]
MAR07996	25-hydroxyvitamin D2[m]
MAR07996	H2O[m]
MAR07996	NADP+[m]
MAR07688	PAPS[c]
MAR07688	PNP[c]
MAR07688	4-nitrophenyl-sulfate[c]
MAR07688	H+[c]
MAR07688	PAP[c]
MAR08052	H+[c]
MAR08052	NADPH[c]
MAR08052	O2[c]
MAR08052	tolbutamide[c]
MAR08052	4-hydroxy-tolbutamide[c]
MAR08052	H2O[c]
MAR08052	NADP+[c]
MAR05409	carbonate[e]
MAR05409	H+[e]
MAR05409	HCO3-[e]
MAR00155	butyrate[e]
MAR00155	butyrate[c]
MAR00164	valeric acid[e]
MAR00164	valeric acid[c]
MAR00170	heptylic acid[e]
MAR00170	heptylic acid[c]
MAR00176	nonanoic acid[e]
MAR00176	nonanoic acid[c]
MAR00183	undecylic acid[e]
MAR00183	undecylic acid[c]
MAR00444	glycerol[c]
MAR00444	glycerol[e]
MAR00782	sphingosine-1-phosphate[c]
MAR00782	sphingosine-1-phosphate[e]
MAR01082	leukotriene C4[c]
MAR01082	leukotriene C4[e]
MAR03916	5-methyl-THF[c]
MAR03916	5-methyl-THF[e]
MAR03951	Na+[c]
MAR03951	sulfite[c]
MAR03951	Na+[e]
MAR03951	sulfite[e]
MAR04062	pyridoxal[c]
MAR04062	pyridoxal[e]
MAR04432	methylimidazoleacetic acid[c]
MAR04432	methylimidazoleacetic acid[e]
MAR04844	adenosine[c]
MAR04844	inosine[e]
MAR04844	adenosine[e]
MAR04844	inosine[c]
MAR04848	hypoxanthine[c]
MAR04848	hypoxanthine[e]
MAR04873	NH3[c]
MAR04873	NH3[e]
MAR04910	Na+[e]
MAR04910	Pi[e]
MAR04910	Na+[c]
MAR04910	Pi[c]
MAR04911	Na+[e]
MAR04911	Pi[e]
MAR04911	Na+[c]
MAR04911	Pi[c]
MAR04938	Na+[e]
MAR04938	succinate[e]
MAR04938	Na+[c]
MAR04938	succinate[c]
MAR04939	Na+[e]
MAR04939	succinate[e]
MAR04939	Na+[c]
MAR04939	succinate[c]
MAR04946	HCO3-[c]
MAR04946	sulfate[e]
MAR04946	HCO3-[e]
MAR04946	sulfate[c]
MAR04954	choline[c]
MAR04954	choline[e]
MAR04956	chloride[e]
MAR04956	K+[e]
MAR04956	Na+[e]
MAR04956	chloride[c]
MAR04956	K+[c]
MAR04956	Na+[c]
MAR04996	glucosamine[e]
MAR04996	glucosamine[c]
MAR05002	ribitol[c]
MAR05002	ribitol[e]
MAR05005	bilirubin[e]
MAR05005	Na+[e]
MAR05005	bilirubin[c]
MAR05005	Na+[c]
MAR05007	folate[e]
MAR05007	folate[c]
MAR05023	NH4+[c]
MAR05023	NH4+[e]
MAR05042	inosine[c]
MAR05042	inosine[e]
MAR05314	Na+[e]
MAR05314	valine[e]
MAR05314	Na+[c]
MAR05314	valine[c]
MAR05316	isoleucine[e]
MAR05316	Na+[e]
MAR05316	isoleucine[c]
MAR05316	Na+[c]
MAR05317	Na+[e]
MAR05317	tryptophan[e]
MAR05317	Na+[c]
MAR05317	tryptophan[c]
MAR05318	Na+[e]
MAR05318	tyrosine[e]
MAR05318	Na+[c]
MAR05318	tyrosine[c]
MAR05333	histidine[e]
MAR05333	Na+[e]
MAR05333	histidine[c]
MAR05333	Na+[c]
MAR05413	H+[e]
MAR05413	Pi[e]
MAR05413	H+[c]
MAR05413	Pi[c]
MAR05442	ATP[c]
MAR05442	GSH[c]
MAR05442	H2O[c]
MAR05442	ADP[c]
MAR05442	GSH[e]
MAR05442	H+[c]
MAR05442	Pi[c]
MAR05443	ATP[c]
MAR05443	glutathionyl-leukotriene C4[c]
MAR05443	H2O[c]
MAR05443	ADP[c]
MAR05443	glutathionyl-leukotriene C4[e]
MAR05443	H+[c]
MAR05443	Pi[c]
MAR05444	ATP[c]
MAR05444	H2O[c]
MAR05444	S-glutathionyl-2-4-dinitrobenzene[c]
MAR05444	ADP[c]
MAR05444	H+[c]
MAR05444	Pi[c]
MAR05444	S-glutathionyl-2-4-dinitrobenzene[e]
MAR05445	ATP[c]
MAR05445	H2O[c]
MAR05445	S-glutathionyl-ethacrynic acid[c]
MAR05445	ADP[c]
MAR05445	H+[c]
MAR05445	Pi[c]
MAR05445	S-glutathionyl-ethacrynic acid[e]
MAR05451	Na+[e]
MAR05451	taurine[e]
MAR05451	Na+[c]
MAR05451	taurine[c]
MAR05458	alanine[c]
MAR05458	glycine[e]
MAR05458	alanine[e]
MAR05458	glycine[c]
MAR05460	glycine[c]
MAR05460	serine[e]
MAR05460	glycine[e]
MAR05460	serine[c]
MAR05470	glycine[c]
MAR05470	threonine[e]
MAR05470	glycine[e]
MAR05470	threonine[c]
MAR05473	alanine[c]
MAR05473	glutamine[e]
MAR05473	alanine[e]
MAR05473	glutamine[c]
MAR05474	alanine[c]
MAR05474	serine[e]
MAR05474	alanine[e]
MAR05474	serine[c]
MAR05484	alanine[c]
MAR05484	threonine[e]
MAR05484	alanine[e]
MAR05484	threonine[c]
MAR05487	glutamine[c]
MAR05487	serine[e]
MAR05487	glutamine[e]
MAR05487	serine[c]
MAR05492	cysteine[c]
MAR05492	glutamine[e]
MAR05492	cysteine[e]
MAR05492	glutamine[c]
MAR05497	glutamine[c]
MAR05497	threonine[e]
MAR05497	glutamine[e]
MAR05497	threonine[c]
MAR05509	serine[c]
MAR05509	threonine[e]
MAR05509	serine[e]
MAR05509	threonine[c]
MAR05587	alanine[c]
MAR05587	glycine[e]
MAR05587	Na+[e]
MAR05587	alanine[e]
MAR05587	glycine[c]
MAR05587	Na+[c]
MAR05588	glutamine[c]
MAR05588	glycine[e]
MAR05588	Na+[e]
MAR05588	glutamine[e]
MAR05588	glycine[c]
MAR05588	Na+[c]
MAR05589	glycine[e]
MAR05589	Na+[e]
MAR05589	serine[c]
MAR05589	glycine[c]
MAR05589	Na+[c]
MAR05589	serine[e]
MAR05599	glycine[e]
MAR05599	Na+[e]
MAR05599	threonine[c]
MAR05599	glycine[c]
MAR05599	Na+[c]
MAR05599	threonine[e]
MAR05602	alanine[e]
MAR05602	glycine[c]
MAR05602	Na+[e]
MAR05602	alanine[c]
MAR05602	glycine[e]
MAR05602	Na+[c]
MAR05603	alanine[e]
MAR05603	glutamine[c]
MAR05603	Na+[e]
MAR05603	alanine[c]
MAR05603	glutamine[e]
MAR05603	Na+[c]
MAR05604	alanine[e]
MAR05604	Na+[e]
MAR05604	serine[c]
MAR05604	alanine[c]
MAR05604	Na+[c]
MAR05604	serine[e]
MAR05609	alanine[e]
MAR05609	cysteine[c]
MAR05609	Na+[e]
MAR05609	alanine[c]
MAR05609	cysteine[e]
MAR05609	Na+[c]
MAR05614	alanine[e]
MAR05614	Na+[e]
MAR05614	threonine[c]
MAR05614	alanine[c]
MAR05614	Na+[c]
MAR05614	threonine[e]
MAR05618	alanine[c]
MAR05618	glutamine[e]
MAR05618	Na+[e]
MAR05618	alanine[e]
MAR05618	glutamine[c]
MAR05618	Na+[c]
MAR05619	glutamine[e]
MAR05619	Na+[e]
MAR05619	serine[c]
MAR05619	glutamine[c]
MAR05619	Na+[c]
MAR05619	serine[e]
MAR05624	cysteine[c]
MAR05624	glutamine[e]
MAR05624	Na+[e]
MAR05624	cysteine[e]
MAR05624	glutamine[c]
MAR05624	Na+[c]
MAR05629	glutamine[e]
MAR05629	Na+[e]
MAR05629	threonine[c]
MAR05629	glutamine[c]
MAR05629	Na+[c]
MAR05629	threonine[e]
MAR05632	glycine[c]
MAR05632	Na+[e]
MAR05632	serine[e]
MAR05632	glycine[e]
MAR05632	Na+[c]
MAR05632	serine[c]
MAR05633	alanine[c]
MAR05633	Na+[e]
MAR05633	serine[e]
MAR05633	alanine[e]
MAR05633	Na+[c]
MAR05633	serine[c]
MAR05634	glutamine[c]
MAR05634	Na+[e]
MAR05634	serine[e]
MAR05634	glutamine[e]
MAR05634	Na+[c]
MAR05634	serine[c]
MAR05639	cysteine[c]
MAR05639	Na+[e]
MAR05639	serine[e]
MAR05639	cysteine[e]
MAR05639	Na+[c]
MAR05639	serine[c]
MAR05644	Na+[e]
MAR05644	serine[e]
MAR05644	threonine[c]
MAR05644	Na+[c]
MAR05644	serine[c]
MAR05644	threonine[e]
MAR05708	alanine[c]
MAR05708	cysteine[e]
MAR05708	Na+[e]
MAR05708	alanine[e]
MAR05708	cysteine[c]
MAR05708	Na+[c]
MAR05709	cysteine[e]
MAR05709	glutamine[c]
MAR05709	Na+[e]
MAR05709	cysteine[c]
MAR05709	glutamine[e]
MAR05709	Na+[c]
MAR05710	cysteine[e]
MAR05710	Na+[e]
MAR05710	serine[c]
MAR05710	cysteine[c]
MAR05710	Na+[c]
MAR05710	serine[e]
MAR05719	cysteine[e]
MAR05719	Na+[e]
MAR05719	threonine[c]
MAR05719	cysteine[c]
MAR05719	Na+[c]
MAR05719	threonine[e]
MAR05782	glycine[c]
MAR05782	Na+[e]
MAR05782	threonine[e]
MAR05782	glycine[e]
MAR05782	Na+[c]
MAR05782	threonine[c]
MAR05783	alanine[c]
MAR05783	Na+[e]
MAR05783	threonine[e]
MAR05783	alanine[e]
MAR05783	Na+[c]
MAR05783	threonine[c]
MAR05784	glutamine[c]
MAR05784	Na+[e]
MAR05784	threonine[e]
MAR05784	glutamine[e]
MAR05784	Na+[c]
MAR05784	threonine[c]
MAR05785	Na+[e]
MAR05785	serine[c]
MAR05785	threonine[e]
MAR05785	Na+[c]
MAR05785	serine[e]
MAR05785	threonine[c]
MAR05790	cysteine[c]
MAR05790	Na+[e]
MAR05790	threonine[e]
MAR05790	cysteine[e]
MAR05790	Na+[c]
MAR05790	threonine[c]
MAR05990	chloride[c]
MAR05990	K+[c]
MAR05990	chloride[e]
MAR05990	K+[e]
MAR06096	HCO3-[c]
MAR06096	thyroxine[e]
MAR06096	HCO3-[e]
MAR06096	thyroxine[c]
MAR06101	HCO3-[c]
MAR06101	prostaglandin E2[e]
MAR06101	HCO3-[e]
MAR06101	prostaglandin E2[c]
MAR06129	estrone 3-sulfate[e]
MAR06129	HCO3-[c]
MAR06129	estrone 3-sulfate[c]
MAR06129	HCO3-[e]
MAR06130	estrone 3-sulfate[e]
MAR06130	glutathionyl-leukotriene C4[c]
MAR06130	HCO3-[c]
MAR06130	estrone 3-sulfate[c]
MAR06130	glutathionyl-leukotriene C4[e]
MAR06130	HCO3-[e]
MAR06131	estrone 3-sulfate[e]
MAR06131	HCO3-[c]
MAR06131	S-glutathionyl-2-4-dinitrobenzene[c]
MAR06131	estrone 3-sulfate[c]
MAR06131	HCO3-[e]
MAR06131	S-glutathionyl-2-4-dinitrobenzene[e]
MAR06132	estrone 3-sulfate[e]
MAR06132	HCO3-[c]
MAR06132	S-glutathionyl-ethacrynic acid[c]
MAR06132	estrone 3-sulfate[c]
MAR06132	HCO3-[e]
MAR06132	S-glutathionyl-ethacrynic acid[e]
MAR06242	Na+[e]
MAR06242	noradrenaline[e]
MAR06242	Na+[c]
MAR06242	noradrenaline[c]
MAR06380	glutamine[e]
MAR06380	H+[c]
MAR06380	Na+[e]
MAR06380	glutamine[c]
MAR06380	H+[e]
MAR06380	Na+[c]
MAR06392	ATP[c]
MAR06392	H2O[c]
MAR06392	sulfotaurolithocholate[c]
MAR06392	ADP[c]
MAR06392	H+[c]
MAR06392	Pi[c]
MAR06392	sulfotaurolithocholate[e]
MAR06524	chloride[e]
MAR06524	Na+[e]
MAR06524	chloride[c]
MAR06524	Na+[c]
MAR06525	chloride[e]
MAR06525	HCO3-[c]
MAR06525	chloride[c]
MAR06525	HCO3-[e]
MAR06534	chloride[e]
MAR06534	HCO3-[c]
MAR06534	chloride[c]
MAR06534	HCO3-[e]
MAR07631	Ca2+[c]
MAR07631	K+[c]
MAR07631	Na+[e]
MAR07631	Ca2+[e]
MAR07631	K+[e]
MAR07631	Na+[c]
MAR07643	D-alanine[c]
MAR07643	glutamine[e]
MAR07643	D-alanine[e]
MAR07643	glutamine[c]
MAR07644	D-alanine[c]
MAR07644	glycine[e]
MAR07644	D-alanine[e]
MAR07644	glycine[c]
MAR07645	D-alanine[e]
MAR07645	H+[e]
MAR07645	D-alanine[c]
MAR07645	H+[c]
MAR07682	5-formyl-THF[c]
MAR07682	hydroxide[e]
MAR07682	5-formyl-THF[e]
MAR07682	hydroxide[c]
MAR07683	5-methyl-THF[c]
MAR07683	hydroxide[e]
MAR07683	5-methyl-THF[e]
MAR07683	hydroxide[c]
MAR07684	folate[c]
MAR07684	hydroxide[e]
MAR07684	folate[e]
MAR07684	hydroxide[c]
MAR07685	hydroxide[e]
MAR07685	THF[c]
MAR07685	hydroxide[c]
MAR07685	THF[e]
MAR07686	hydroxide[c]
MAR07686	thiamin-P[e]
MAR07686	hydroxide[e]
MAR07686	thiamin-P[c]
MAR07687	hydroxide[e]
MAR07687	thiamin-PPP[c]
MAR07687	hydroxide[c]
MAR07687	thiamin-PPP[e]
MAR07735	heme[c]
MAR07735	heme[e]
MAR07736	ATP[c]
MAR07736	beta-alanine[c]
MAR07736	H2O[c]
MAR07736	ADP[c]
MAR07736	beta-alanine[e]
MAR07736	H+[c]
MAR07736	Pi[c]
MAR07737	ATP[c]
MAR07737	glycine[c]
MAR07737	H2O[c]
MAR07737	ADP[c]
MAR07737	glycine[e]
MAR07737	H+[c]
MAR07737	Pi[c]
MAR07977	20alpha-hydroxy-4-pregnen-3-one[c]
MAR07977	20alpha-hydroxy-4-pregnen-3-one[e]
MAR07982	ATP[c]
MAR07982	etiocholan-3alpha-ol-17-one 3-glucuronide[c]
MAR07982	H2O[c]
MAR07982	ADP[c]
MAR07982	etiocholan-3alpha-ol-17-one 3-glucuronide[e]
MAR07982	H+[c]
MAR07982	Pi[c]
MAR07994	vitamin D2[c]
MAR07994	vitamin D2[e]
MAR08010	calcidiol[c]
MAR08010	calcidiol[e]
MAR08051	tolbutamide[c]
MAR08051	tolbutamide[e]
MAR08053	4-hydroxy-tolbutamide[c]
MAR08053	4-hydroxy-tolbutamide[e]
MAR08076	HCO3-[c]
MAR08076	Na+[c]
MAR08076	HCO3-[e]
MAR08076	Na+[e]
MAR08077	HCO3-[c]
MAR08077	Na+[c]
MAR08077	HCO3-[e]
MAR08077	Na+[e]
MAR08101	4-nitrophenyl-sulfate[c]
MAR08101	4-nitrophenyl-sulfate[e]
MAR08103	4-pyridoxate[c]
MAR08103	ATP[c]
MAR08103	H2O[c]
MAR08103	4-pyridoxate[e]
MAR08103	ADP[c]
MAR08103	H+[c]
MAR08103	Pi[c]
MAR08214	digalactosylceramidesulfate[c]
MAR08214	digalactosylceramidesulfate[e]
MAR08247	sphingosylphosphorylcholine[c]
MAR08247	sphingosylphosphorylcholine[e]
MAR08551	HCO3-[c]
MAR08551	leukotriene C4[e]
MAR08551	HCO3-[e]
MAR08551	leukotriene C4[c]
MAR08567	maltodecaose[c]
MAR08567	maltodecaose[e]
MAR08586	maltose[c]
MAR08586	maltose[e]
MAR08618	ascorbate[c]
MAR08618	ascorbate[e]
MAR08629	arginine[e]
MAR08629	Na+[e]
MAR08629	arginine[c]
MAR08629	Na+[c]
MAR08631	bilirubin-bisglucuronoside[e]
MAR08631	HCO3-[c]
MAR08631	bilirubin-bisglucuronoside[c]
MAR08631	HCO3-[e]
MAR08633	ATP[c]
MAR08633	bilirubin-monoglucuronoside[c]
MAR08633	H2O[c]
MAR08633	ADP[c]
MAR08633	bilirubin-monoglucuronoside[e]
MAR08633	H+[c]
MAR08633	Pi[c]
MAR08635	bilirubin[e]
MAR08635	HCO3-[c]
MAR08635	bilirubin[c]
MAR08635	HCO3-[e]
MAR08636	cytosine[c]
MAR08636	cytosine[e]
MAR08658	ATP[c]
MAR08658	cholate[c]
MAR08658	H2O[c]
MAR08658	ADP[c]
MAR08658	cholate[e]
MAR08658	H+[c]
MAR08658	Pi[c]
MAR08659	cholate[e]
MAR08659	HCO3-[c]
MAR08659	cholate[c]
MAR08659	HCO3-[e]
MAR08676	L-carnitine[c]
MAR08676	L-carnitine[e]
MAR08679	corticosterone[c]
MAR08679	corticosterone[e]
MAR08733	D-serine[c]
MAR08733	glutamine[e]
MAR08733	D-serine[e]
MAR08733	glutamine[c]
MAR08734	D-serine[c]
MAR08734	glycine[e]
MAR08734	D-serine[e]
MAR08734	glycine[c]
MAR08846	dehydroascorbic acid[c]
MAR08846	dehydroascorbic acid[e]
MAR08847	dehydroepiandrosterone sulfate[e]
MAR08847	HCO3-[c]
MAR08847	dehydroepiandrosterone sulfate[c]
MAR08847	HCO3-[e]
MAR08853	Na+[e]
MAR08853	thiosulfate[e]
MAR08853	Na+[c]
MAR08853	thiosulfate[c]
MAR08872	fructose[e]
MAR08872	Na+[e]
MAR08872	fructose[c]
MAR08872	Na+[c]
MAR08879	glycocholate[e]
MAR08879	HCO3-[c]
MAR08879	glycocholate[c]
MAR08879	HCO3-[e]
MAR08925	Na+[e]
MAR08925	NH3[c]
MAR08925	Na+[c]
MAR08925	NH3[e]
MAR08936	HCO3-[c]
MAR08936	prostaglandin H2[e]
MAR08936	HCO3-[e]
MAR08936	prostaglandin H2[c]
MAR08937	HCO3-[c]
MAR08937	prostaglandin I2[e]
MAR08937	HCO3-[e]
MAR08937	prostaglandin I2[c]
MAR09185	D-ribulose[c]
MAR09185	D-ribulose[e]
MAR09190	D-alanine[e]
MAR09190	D-alanine[c]
MAR09191	D-serine[e]
MAR09191	D-serine[c]
MAR09193	agmatine[c]
MAR09193	agmatine[e]
MAR09610	Na+[e]
MAR09610	succinate[e]
MAR09610	Na+[c]
MAR09610	succinate[c]
MAR09617	chloride[e]
MAR09617	Na+[e]
MAR09617	proline[e]
MAR09617	chloride[c]
MAR09617	Na+[c]
MAR09617	proline[c]
MAR08022	AKG[c]
