A	B
MAR03851	sulfite[c]
MAR03861	3-sulfinoalanine[c]
MAR03861	AKG[c]
MAR03861	H+[c]
MAR03861	3-sulfinylpyruvic acid[c]
MAR03861	glutamate[c]
MAR03866	3-sulfinylpyruvic acid[m]
MAR03866	H2O[m]
MAR03866	H+[m]
MAR03866	pyruvate[m]
MAR03866	sulfite[m]
MAR03915	SAM[c]
MAR03915	THF[c]
MAR03915	5-methyl-THF[c]
MAR03915	SAH[c]
MAR04084	H2O[c]
MAR04084	PAP[c]
MAR04084	AMP[c]
MAR04084	Pi[c]
MAR04187	H2O[c]
MAR04187	PAPS[c]
MAR04187	adenylyl sulfate[c]
MAR04187	Pi[c]
MAR04701	dimethylglycine[c]
MAR04701	H+[c]
MAR04701	SAH[c]
MAR04701	SAM[c]
MAR04701	sarcosine[c]
MAR04840	H2O[c]
MAR04840	H2S2O3[c]
MAR04840	H+[c]
MAR04840	H2S[c]
MAR04840	sulfate[c]
MAR03787	acetoacetate[m]
MAR03787	succinyl-CoA[m]
MAR03787	acetoacetyl-CoA[m]
MAR03787	succinate[m]
MAR04149	ATP[c]
MAR04149	citrate[c]
MAR04149	CoA[c]
MAR04149	acetyl-CoA[c]
MAR04149	ADP[c]
MAR04149	OAA[c]
MAR04149	Pi[c]
MAR03975	H2O[r]
MAR03975	PPi[r]
MAR03975	H+[r]
MAR03975	Pi[r]
MAR03977	H2O[c]
MAR03977	PPi[c]
MAR03977	H+[c]
MAR03977	Pi[c]
MAR03979	H2O[x]
MAR03979	PPi[x]
MAR03979	H+[x]
MAR03979	Pi[x]
MAR06912	H2O[m]
MAR06912	PPi[m]
MAR06912	H+[m]
MAR06912	Pi[m]
MAR03960	H+[c]
MAR03960	O2-[c]
MAR03960	H2O2[c]
MAR03960	O2[c]
MAR08409	H+[e]
MAR08409	O2-[e]
MAR08409	H2O2[e]
MAR08409	O2[e]
MAR08410	H+[m]
MAR08410	O2-[m]
MAR08410	H2O2[m]
MAR08410	O2[m]
MAR08413	H+[n]
MAR08413	O2-[n]
MAR08413	H2O2[n]
MAR08413	O2[n]
MAR08415	H+[x]
MAR08415	O2-[x]
MAR08415	H2O2[x]
MAR08415	O2[x]
MAR00156	AMP[c]
MAR00156	butyryl-CoA[c]
MAR00156	PPi[c]
MAR00156	ATP[c]
MAR00156	butyrate[c]
MAR00156	CoA[c]
MAR00168	AMP[c]
MAR00168	hexanoyl-CoA[c]
MAR00168	PPi[c]
MAR00168	ATP[c]
MAR00168	CoA[c]
MAR00168	hexanoic acid[c]
MAR00171	AMP[c]
MAR00171	heptanoyl-CoA[c]
MAR00171	PPi[c]
MAR00171	ATP[c]
MAR00171	CoA[c]
MAR00171	heptylic acid[c]
MAR00177	AMP[c]
MAR00177	nonanoyl-CoA[c]
MAR00177	PPi[c]
MAR00177	ATP[c]
MAR00177	CoA[c]
MAR00177	nonanoic acid[c]
MAR00180	AMP[c]
MAR00180	decanoyl-CoA[c]
MAR00180	PPi[c]
MAR00180	ATP[c]
MAR00180	CoA[c]
MAR00180	decanoic acid[c]
MAR00184	AMP[c]
MAR00184	PPi[c]
MAR00184	undecanoyl-CoA[c]
MAR00184	ATP[c]
MAR00184	CoA[c]
MAR00184	undecylic acid[c]
MAR00188	AMP[c]
MAR00188	lauroyl-CoA[c]
MAR00188	PPi[c]
MAR00188	ATP[c]
MAR00188	CoA[c]
MAR00188	lauric acid[c]
MAR00192	AMP[c]
MAR00192	PPi[c]
MAR00192	tridecanoyl-CoA[c]
MAR00192	ATP[c]
MAR00192	CoA[c]
MAR00192	tridecylic acid[c]
MAR00196	AMP[c]
MAR00196	myristoyl-CoA[c]
MAR00196	PPi[c]
MAR00196	ATP[c]
MAR00196	CoA[c]
MAR00196	myristic acid[c]
MAR00204	(7Z)-tetradecenoic acid[c]
MAR00204	ATP[c]
MAR00204	CoA[c]
MAR00204	(7Z)-tetradecenoyl-CoA[c]
MAR00204	AMP[c]
MAR00204	PPi[c]
MAR00209	5-tetradecenoyl-CoA[c]
MAR00209	AMP[c]
MAR00209	PPi[c]
MAR00209	ATP[c]
MAR00209	CoA[c]
MAR00209	physeteric acid[c]
MAR00213	AMP[c]
MAR00213	pentadecanoyl-CoA[c]
MAR00213	PPi[c]
MAR00213	ATP[c]
MAR00213	CoA[c]
MAR00213	pentadecylic acid[c]
MAR00217	AMP[c]
MAR00217	palmitoyl-CoA[c]
MAR00217	PPi[c]
MAR00217	ATP[c]
MAR00217	CoA[c]
MAR00217	palmitate[c]
MAR00226	AMP[c]
MAR00226	palmitoleoyl-CoA[c]
MAR00226	PPi[c]
MAR00226	ATP[c]
MAR00226	CoA[c]
MAR00226	palmitolate[c]
MAR00233	7-hexadecenoyl-CoA[c]
MAR00233	AMP[c]
MAR00233	PPi[c]
MAR00233	7-palmitoleic acid[c]
MAR00233	ATP[c]
MAR00233	CoA[c]
MAR00237	AMP[c]
MAR00237	heptadecanoyl-CoA[c]
MAR00237	PPi[c]
MAR00237	ATP[c]
MAR00237	CoA[c]
MAR00237	margaric acid[c]
MAR00245	9-heptadecenoyl-CoA[c]
MAR00245	AMP[c]
MAR00245	PPi[c]
MAR00245	9-heptadecylenic acid[c]
MAR00245	ATP[c]
MAR00245	CoA[c]
MAR00249	AMP[c]
MAR00249	PPi[c]
MAR00249	stearoyl-CoA[c]
MAR00249	ATP[c]
MAR00249	CoA[c]
MAR00249	stearate[c]
MAR00255	(13Z)-octadecenoic acid[c]
MAR00255	ATP[c]
MAR00255	CoA[c]
MAR00255	(13Z)-octadecenoyl-CoA[c]
MAR00255	AMP[c]
MAR00255	PPi[c]
MAR00259	AMP[c]
MAR00259	cis-vaccenoyl-CoA[c]
MAR00259	PPi[c]
MAR00259	ATP[c]
MAR00259	cis-vaccenic acid[c]
MAR00259	CoA[c]
MAR00263	ATP[c]
MAR00263	CoA[c]
MAR00263	oleate[c]
MAR00263	AMP[c]
MAR00263	oleoyl-CoA[c]
MAR00263	PPi[c]
MAR00271	(13Z)-octadecenoyl-CoA[c]
MAR00271	AMP[c]
MAR00271	PPi[c]
MAR00271	(7Z)-octadecenoic acid[c]
MAR00271	ATP[c]
MAR00271	CoA[c]
MAR00275	(6Z,9Z)-octadecadienoic acid[c]
MAR00275	ATP[c]
MAR00275	CoA[c]
MAR00275	(6Z,9Z)-octadecadienoyl-CoA[c]
MAR00275	AMP[c]
MAR00275	PPi[c]
MAR00279	AMP[c]
MAR00279	nonadecanoyl-CoA[c]
MAR00279	PPi[c]
MAR00279	ATP[c]
MAR00279	CoA[c]
MAR00279	nonadecylic acid[c]
MAR00283	AMP[c]
MAR00283	eicosanoyl-CoA[c]
MAR00283	PPi[c]
MAR00283	ATP[c]
MAR00283	CoA[c]
MAR00283	eicosanoate[c]
MAR00289	(13Z)-eicosenoic acid[c]
MAR00289	ATP[c]
MAR00289	CoA[c]
MAR00289	(13Z)-eicosenoyl-CoA[c]
MAR00289	AMP[c]
MAR00289	PPi[c]
MAR00293	(11Z)-eicosenoyl-CoA[c]
MAR00293	AMP[c]
MAR00293	PPi[c]
MAR00293	ATP[c]
MAR00293	cis-gondoic acid[c]
MAR00293	CoA[c]
MAR00297	9-eicosenoic acid[c]
MAR00297	ATP[c]
MAR00297	CoA[c]
MAR00297	9-eicosenoyl-CoA[c]
MAR00297	AMP[c]
MAR00297	PPi[c]
MAR00301	(8Z,11Z)-eicosadienoyl-CoA[c]
MAR00301	AMP[c]
MAR00301	PPi[c]
MAR00301	8,11-eicosadienoic acid[c]
MAR00301	ATP[c]
MAR00301	CoA[c]
MAR00305	(5Z,8Z,11Z)-eicosatrienoyl-CoA[c]
MAR00305	AMP[c]
MAR00305	PPi[c]
MAR00305	ATP[c]
MAR00305	CoA[c]
MAR00305	mead acid[c]
MAR00309	AMP[c]
MAR00309	heneicosanoyl-CoA[c]
MAR00309	PPi[c]
MAR00309	ATP[c]
MAR00309	CoA[c]
MAR00309	henicosanoic acid[c]
MAR00313	AMP[c]
MAR00313	docosanoyl-CoA[c]
MAR00313	PPi[c]
MAR00313	ATP[c]
MAR00313	behenic acid[c]
MAR00313	CoA[c]
MAR00319	(13Z)-docosenoyl-CoA[c]
MAR00319	AMP[c]
MAR00319	PPi[c]
MAR00319	ATP[c]
MAR00319	cis-erucic acid[c]
MAR00319	CoA[c]
MAR00323	(11Z)-docosenoyl-CoA[c]
MAR00323	AMP[c]
MAR00323	PPi[c]
MAR00323	ATP[c]
MAR00323	cis-cetoleic acid[c]
MAR00323	CoA[c]
MAR00327	AMP[c]
MAR00327	PPi[c]
MAR00327	tricosanoyl-CoA[c]
MAR00327	ATP[c]
MAR00327	CoA[c]
MAR00327	tricosanoic acid[c]
MAR00331	AMP[c]
MAR00331	PPi[c]
MAR00331	tetracosanoyl-CoA[c]
MAR00331	ATP[c]
MAR00331	CoA[c]
MAR00331	lignocerate[c]
MAR00337	(15Z)-tetracosenoyl-CoA[c]
MAR00337	AMP[c]
MAR00337	PPi[c]
MAR00337	ATP[c]
MAR00337	CoA[c]
MAR00337	nervonic acid[c]
MAR00341	AMP[c]
MAR00341	hexacosanoyl-CoA[c]
MAR00341	PPi[c]
MAR00341	ATP[c]
MAR00341	cerotic acid[c]
MAR00341	CoA[c]
MAR00345	AMP[c]
MAR00345	hexacosenoyl-CoA[c]
MAR00345	PPi[c]
MAR00345	ATP[c]
MAR00345	CoA[c]
MAR00345	ximenic acid[c]
MAR00349	AMP[c]
MAR00349	linolenoyl-CoA[c]
MAR00349	PPi[c]
MAR00349	ATP[c]
MAR00349	CoA[c]
MAR00349	linolenate[c]
MAR00353	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c]
MAR00353	AMP[c]
MAR00353	PPi[c]
MAR00353	ATP[c]
MAR00353	CoA[c]
MAR00353	stearidonic acid[c]
MAR00357	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c]
MAR00357	AMP[c]
MAR00357	PPi[c]
MAR00357	ATP[c]
MAR00357	CoA[c]
MAR00357	omega-3-arachidonic acid[c]
MAR00361	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c]
MAR00361	AMP[c]
MAR00361	PPi[c]
MAR00361	ATP[c]
MAR00361	CoA[c]
MAR00361	EPA[c]
MAR00365	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c]
MAR00365	AMP[c]
MAR00365	PPi[c]
MAR00365	ATP[c]
MAR00365	CoA[c]
MAR00365	DPA[c]
MAR00369	(9Z,12Z,15Z,18Z,21Z)-TPA[c]
MAR00369	ATP[c]
MAR00369	CoA[c]
MAR00369	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c]
MAR00369	AMP[c]
MAR00369	PPi[c]
MAR00377	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c]
MAR00377	AMP[c]
MAR00377	PPi[c]
MAR00377	ATP[c]
MAR00377	CoA[c]
MAR00377	DHA[c]
MAR00381	(11Z,14Z,17Z)-eicosatrienoic acid[c]
MAR00381	ATP[c]
MAR00381	CoA[c]
MAR00381	(11Z,14Z,17Z)-eicosatrienoyl-CoA[c]
MAR00381	AMP[c]
MAR00381	PPi[c]
MAR00385	13,16,19-docosatrienoic acid[c]
MAR00385	ATP[c]
MAR00385	CoA[c]
MAR00385	13,16,19-docosatrienoyl-CoA[c]
MAR00385	AMP[c]
MAR00385	PPi[c]
MAR00389	10,13,16,19-docosatetraenoic acid[c]
MAR00389	ATP[c]
MAR00389	CoA[c]
MAR00389	10,13,16,19-docosatetraenoyl-CoA[c]
MAR00389	AMP[c]
MAR00389	PPi[c]
MAR00393	12,15,18,21-tetracosatetraenoic acid[c]
MAR00393	ATP[c]
MAR00393	CoA[c]
MAR00393	12,15,18,21-tetracosatetraenoyl-CoA[c]
MAR00393	AMP[c]
MAR00393	PPi[c]
MAR00397	AMP[c]
MAR00397	linoleoyl-CoA[c]
MAR00397	PPi[c]
MAR00397	ATP[c]
MAR00397	CoA[c]
MAR00397	linoleate[c]
MAR00401	AMP[c]
MAR00401	gamma-linolenoyl-CoA[c]
MAR00401	PPi[c]
MAR00401	ATP[c]
MAR00401	CoA[c]
MAR00401	gamma-linolenate[c]
MAR00405	AMP[c]
MAR00405	dihomo-gamma-linolenoyl-CoA[c]
MAR00405	PPi[c]
MAR00405	ATP[c]
MAR00405	CoA[c]
MAR00405	dihomo-gamma-linolenate[c]
MAR00409	AMP[c]
MAR00409	arachidonyl-CoA[c]
MAR00409	PPi[c]
MAR00409	arachidonate[c]
MAR00409	ATP[c]
MAR00409	CoA[c]
MAR00413	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c]
MAR00413	AMP[c]
MAR00413	PPi[c]
MAR00413	adrenic acid[c]
MAR00413	ATP[c]
MAR00413	CoA[c]
MAR00417	(9Z,12Z,15Z,18Z)-TTA[c]
MAR00417	ATP[c]
MAR00417	CoA[c]
MAR00417	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c]
MAR00417	AMP[c]
MAR00417	PPi[c]
MAR00425	(4Z,7Z,10Z,13Z,16Z)-DPA[c]
MAR00425	ATP[c]
MAR00425	CoA[c]
MAR00425	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c]
MAR00425	AMP[c]
MAR00425	PPi[c]
MAR00429	(11Z,14Z)-eicosadienoic acid[c]
MAR00429	ATP[c]
MAR00429	CoA[c]
MAR00429	(11Z,14Z)-eicosadienoyl-CoA[c]
MAR00429	AMP[c]
MAR00429	PPi[c]
MAR00433	(13Z,16Z)-docosadienoic acid[c]
MAR00433	ATP[c]
MAR00433	CoA[c]
MAR00433	(13Z,16Z)-docosadienoyl-CoA[c]
MAR00433	AMP[c]
MAR00433	PPi[c]
MAR00437	10,13,16-docosatrienoyl-CoA[c]
MAR00437	AMP[c]
MAR00437	PPi[c]
MAR00437	10,13,16-docosatriynoic acid[c]
MAR00437	ATP[c]
MAR00437	CoA[c]
MAR02942	AMP[r]
MAR02942	lauroyl-CoA[r]
MAR02942	PPi[r]
MAR02942	ATP[r]
MAR02942	CoA[r]
MAR02942	lauric acid[r]
MAR02943	AMP[r]
MAR02943	PPi[r]
MAR02943	tridecanoyl-CoA[r]
MAR02943	ATP[r]
MAR02943	CoA[r]
MAR02943	tridecylic acid[r]
MAR02944	AMP[r]
MAR02944	myristoyl-CoA[r]
MAR02944	PPi[r]
MAR02944	ATP[r]
MAR02944	CoA[r]
MAR02944	myristic acid[r]
MAR02945	5-tetradecenoyl-CoA[r]
MAR02945	AMP[r]
MAR02945	PPi[r]
MAR02945	ATP[r]
MAR02945	CoA[r]
MAR02945	physeteric acid[r]
MAR02946	(9E)-tetradecenoic acid[r]
MAR02946	ATP[r]
MAR02946	CoA[r]
MAR02946	(9E)-tetradecenoyl-CoA[r]
MAR02946	AMP[r]
MAR02946	PPi[r]
MAR02947	(7Z)-tetradecenoic acid[r]
MAR02947	ATP[r]
MAR02947	CoA[r]
MAR02947	(7Z)-tetradecenoyl-CoA[r]
MAR02947	AMP[r]
MAR02947	PPi[r]
MAR02948	AMP[r]
MAR02948	pentadecanoyl-CoA[r]
MAR02948	PPi[r]
MAR02948	ATP[r]
MAR02948	CoA[r]
MAR02948	pentadecylic acid[r]
MAR02949	AMP[r]
MAR02949	palmitoyl-CoA[r]
MAR02949	PPi[r]
MAR02949	ATP[r]
MAR02949	CoA[r]
MAR02949	palmitate[r]
MAR02951	7-hexadecenoyl-CoA[r]
MAR02951	AMP[r]
MAR02951	PPi[r]
MAR02951	7-palmitoleic acid[r]
MAR02951	ATP[r]
MAR02951	CoA[r]
MAR02952	AMP[r]
MAR02952	palmitoleoyl-CoA[r]
MAR02952	PPi[r]
MAR02952	ATP[r]
MAR02952	CoA[r]
MAR02952	palmitolate[r]
MAR02954	AMP[r]
MAR02954	heptadecanoyl-CoA[r]
MAR02954	PPi[r]
MAR02954	ATP[r]
MAR02954	CoA[r]
MAR02954	margaric acid[r]
MAR02955	(10Z)-heptadecenoic acid[r]
MAR02955	ATP[r]
MAR02955	CoA[r]
MAR02955	(10Z)-heptadecenoyl-CoA[r]
MAR02955	AMP[r]
MAR02955	PPi[r]
MAR02956	9-heptadecenoyl-CoA[r]
MAR02956	AMP[r]
MAR02956	PPi[r]
MAR02956	9-heptadecylenic acid[r]
MAR02956	ATP[r]
MAR02956	CoA[r]
MAR02957	AMP[r]
MAR02957	PPi[r]
MAR02957	stearoyl-CoA[r]
MAR02957	ATP[r]
MAR02957	CoA[r]
MAR02957	stearate[r]
MAR02959	ATP[r]
MAR02959	CoA[r]
MAR02959	oleate[r]
MAR02959	AMP[r]
MAR02959	oleoyl-CoA[r]
MAR02959	PPi[r]
MAR02961	(9E)-octadecenoyl-CoA[r]
MAR02961	AMP[r]
MAR02961	PPi[r]
MAR02961	ATP[r]
MAR02961	CoA[r]
MAR02961	elaidate[r]
MAR02962	(13Z)-octadecenoic acid[r]
MAR02962	ATP[r]
MAR02962	CoA[r]
MAR02962	(13Z)-octadecenoyl-CoA[r]
MAR02962	AMP[r]
MAR02962	PPi[r]
MAR02963	AMP[r]
MAR02963	cis-vaccenoyl-CoA[r]
MAR02963	PPi[r]
MAR02963	ATP[r]
MAR02963	cis-vaccenic acid[r]
MAR02963	CoA[r]
MAR02964	(6Z,9Z)-octadecadienoic acid[r]
MAR02964	ATP[r]
MAR02964	CoA[r]
MAR02964	(6Z,9Z)-octadecadienoyl-CoA[r]
MAR02964	AMP[r]
MAR02964	PPi[r]
MAR02965	AMP[r]
MAR02965	nonadecanoyl-CoA[r]
MAR02965	PPi[r]
MAR02965	ATP[r]
MAR02965	CoA[r]
MAR02965	nonadecylic acid[r]
MAR02966	AMP[r]
MAR02966	eicosanoyl-CoA[r]
MAR02966	PPi[r]
MAR02966	ATP[r]
MAR02966	CoA[r]
MAR02966	eicosanoate[r]
MAR02967	(11Z)-eicosenoyl-CoA[r]
MAR02967	AMP[r]
MAR02967	PPi[r]
MAR02967	ATP[r]
MAR02967	cis-gondoic acid[r]
MAR02967	CoA[r]
MAR02968	(13Z)-eicosenoic acid[r]
MAR02968	ATP[r]
MAR02968	CoA[r]
MAR02968	(13Z)-eicosenoyl-CoA[r]
MAR02968	AMP[r]
MAR02968	PPi[r]
MAR02969	9-eicosenoic acid[r]
MAR02969	ATP[r]
MAR02969	CoA[r]
MAR02969	9-eicosenoyl-CoA[r]
MAR02969	AMP[r]
MAR02969	PPi[r]
MAR02970	(8Z,11Z)-eicosadienoyl-CoA[r]
MAR02970	AMP[r]
MAR02970	PPi[r]
MAR02970	8,11-eicosadienoic acid[r]
MAR02970	ATP[r]
MAR02970	CoA[r]
MAR02971	(5Z,8Z,11Z)-eicosatrienoyl-CoA[r]
MAR02971	AMP[r]
MAR02971	PPi[r]
MAR02971	ATP[r]
MAR02971	CoA[r]
MAR02971	mead acid[r]
MAR02972	AMP[r]
MAR02972	heneicosanoyl-CoA[r]
MAR02972	PPi[r]
MAR02972	ATP[r]
MAR02972	CoA[r]
MAR02972	henicosanoic acid[r]
MAR02973	AMP[r]
MAR02973	docosanoyl-CoA[r]
MAR02973	PPi[r]
MAR02973	ATP[r]
MAR02973	behenic acid[r]
MAR02973	CoA[r]
MAR02974	(13Z)-docosenoyl-CoA[r]
MAR02974	AMP[r]
MAR02974	PPi[r]
MAR02974	ATP[r]
MAR02974	cis-erucic acid[r]
MAR02974	CoA[r]
MAR02975	(11Z)-docosenoyl-CoA[r]
MAR02975	AMP[r]
MAR02975	PPi[r]
MAR02975	ATP[r]
MAR02975	cis-cetoleic acid[r]
MAR02975	CoA[r]
MAR02976	AMP[r]
MAR02976	PPi[r]
MAR02976	tricosanoyl-CoA[r]
MAR02976	ATP[r]
MAR02976	CoA[r]
MAR02976	tricosanoic acid[r]
MAR02977	AMP[r]
MAR02977	PPi[r]
MAR02977	tetracosanoyl-CoA[r]
MAR02977	ATP[r]
MAR02977	CoA[r]
MAR02977	lignocerate[r]
MAR02978	(15Z)-tetracosenoyl-CoA[r]
MAR02978	AMP[r]
MAR02978	PPi[r]
MAR02978	ATP[r]
MAR02978	CoA[r]
MAR02978	nervonic acid[r]
MAR02979	AMP[r]
MAR02979	hexacosanoyl-CoA[r]
MAR02979	PPi[r]
MAR02979	ATP[r]
MAR02979	cerotic acid[r]
MAR02979	CoA[r]
MAR02980	AMP[r]
MAR02980	hexacosenoyl-CoA[r]
MAR02980	PPi[r]
MAR02980	ATP[r]
MAR02980	CoA[r]
MAR02980	ximenic acid[r]
MAR02981	AMP[r]
MAR02981	linolenoyl-CoA[r]
MAR02981	PPi[r]
MAR02981	ATP[r]
MAR02981	CoA[r]
MAR02981	linolenate[r]
MAR02982	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[r]
MAR02982	AMP[r]
MAR02982	PPi[r]
MAR02982	ATP[r]
MAR02982	CoA[r]
MAR02982	stearidonic acid[r]
MAR02983	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[r]
MAR02983	AMP[r]
MAR02983	PPi[r]
MAR02983	ATP[r]
MAR02983	CoA[r]
MAR02983	omega-3-arachidonic acid[r]
MAR02984	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[r]
MAR02984	AMP[r]
MAR02984	PPi[r]
MAR02984	ATP[r]
MAR02984	CoA[r]
MAR02984	EPA[r]
MAR02985	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[r]
MAR02985	AMP[r]
MAR02985	PPi[r]
MAR02985	ATP[r]
MAR02985	CoA[r]
MAR02985	DPA[r]
MAR02986	(9Z,12Z,15Z,18Z,21Z)-TPA[r]
MAR02986	ATP[r]
MAR02986	CoA[r]
MAR02986	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[r]
MAR02986	AMP[r]
MAR02986	PPi[r]
MAR02987	(6Z,9Z,12Z,15Z,18Z,21Z)-THA[r]
MAR02987	ATP[r]
MAR02987	CoA[r]
MAR02987	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[r]
MAR02987	AMP[r]
MAR02987	PPi[r]
MAR02988	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[r]
MAR02988	AMP[r]
MAR02988	PPi[r]
MAR02988	ATP[r]
MAR02988	CoA[r]
MAR02988	DHA[r]
MAR02989	(11Z,14Z,17Z)-eicosatrienoic acid[r]
MAR02989	ATP[r]
MAR02989	CoA[r]
MAR02989	(11Z,14Z,17Z)-eicosatrienoyl-CoA[r]
MAR02989	AMP[r]
MAR02989	PPi[r]
MAR02990	13,16,19-docosatrienoic acid[r]
MAR02990	ATP[r]
MAR02990	CoA[r]
MAR02990	13,16,19-docosatrienoyl-CoA[r]
MAR02990	AMP[r]
MAR02990	PPi[r]
MAR02991	AMP[r]
MAR02991	linoleoyl-CoA[r]
MAR02991	PPi[r]
MAR02991	ATP[r]
MAR02991	CoA[r]
MAR02991	linoleate[r]
MAR02992	AMP[r]
MAR02992	gamma-linolenoyl-CoA[r]
MAR02992	PPi[r]
MAR02992	ATP[r]
MAR02992	CoA[r]
MAR02992	gamma-linolenate[r]
MAR02994	AMP[r]
MAR02994	dihomo-gamma-linolenoyl-CoA[r]
MAR02994	PPi[r]
MAR02994	ATP[r]
MAR02994	CoA[r]
MAR02994	dihomo-gamma-linolenate[r]
MAR02996	AMP[r]
MAR02996	arachidonyl-CoA[r]
MAR02996	PPi[r]
MAR02996	arachidonate[r]
MAR02996	ATP[r]
MAR02996	CoA[r]
MAR02998	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[r]
MAR02998	AMP[r]
MAR02998	PPi[r]
MAR02998	adrenic acid[r]
MAR02998	ATP[r]
MAR02998	CoA[r]
MAR02999	(9Z,12Z,15Z,18Z)-TTA[r]
MAR02999	ATP[r]
MAR02999	CoA[r]
MAR02999	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[r]
MAR02999	AMP[r]
MAR02999	PPi[r]
MAR03000	(6Z,9Z,12Z,15Z,18Z)-TPA[r]
MAR03000	ATP[r]
MAR03000	CoA[r]
MAR03000	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[r]
MAR03000	AMP[r]
MAR03000	PPi[r]
MAR03001	(4Z,7Z,10Z,13Z,16Z)-DPA[r]
MAR03001	ATP[r]
MAR03001	CoA[r]
MAR03001	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[r]
MAR03001	AMP[r]
MAR03001	PPi[r]
MAR03002	(11Z,14Z)-eicosadienoic acid[r]
MAR03002	ATP[r]
MAR03002	CoA[r]
MAR03002	(11Z,14Z)-eicosadienoyl-CoA[r]
MAR03002	AMP[r]
MAR03002	PPi[r]
MAR03003	(13Z,16Z)-docosadienoic acid[r]
MAR03003	ATP[r]
MAR03003	CoA[r]
MAR03003	(13Z,16Z)-docosadienoyl-CoA[r]
MAR03003	AMP[r]
MAR03003	PPi[r]
MAR02152	acetyl-[ACP][c]
MAR02152	H+[c]
MAR02152	malonyl-[ACP][c]
MAR02152	[ACP][c]
MAR02152	acetoacetyl-[ACP][c]
MAR02152	CO2[c]
MAR02153	acetoacetyl-[ACP][c]
MAR02153	H+[c]
MAR02153	NADPH[c]
MAR02153	(R)-3-hydroxybutanoyl-[ACP][c]
MAR02153	NADP+[c]
MAR02154	(R)-3-hydroxybutanoyl-[ACP][c]
MAR02154	but-2-enoyl-[ACP][c]
MAR02154	H2O[c]
MAR02155	but-2-enoyl-[ACP][c]
MAR02155	H+[c]
MAR02155	NADPH[c]
MAR02155	butyryl-[ACP][c]
MAR02155	NADP+[c]
MAR02156	butyryl-[ACP][c]
MAR02156	H+[c]
MAR02156	malonyl-[ACP][c]
MAR02156	[ACP][c]
MAR02156	3-oxohexanoyl-[ACP][c]
MAR02156	CO2[c]
MAR02157	3-oxohexanoyl-[ACP][c]
MAR02157	H+[c]
MAR02157	NADPH[c]
MAR02157	D-3-hydroxyhexanoyl-[ACP][c]
MAR02157	NADP+[c]
MAR02158	D-3-hydroxyhexanoyl-[ACP][c]
MAR02158	(2E)-hexenoyl-[ACP][c]
MAR02158	H2O[c]
MAR02159	(2E)-hexenoyl-[ACP][c]
MAR02159	H+[c]
MAR02159	NADPH[c]
MAR02159	hexanoyl-[ACP][c]
MAR02159	NADP+[c]
MAR02160	H+[c]
MAR02160	hexanoyl-[ACP][c]
MAR02160	malonyl-[ACP][c]
MAR02160	[ACP][c]
MAR02160	3-oxooctanoyl-[ACP][c]
MAR02160	CO2[c]
MAR02161	3-oxooctanoyl-[ACP][c]
MAR02161	H+[c]
MAR02161	NADPH[c]
MAR02161	(R)-3-hydroxyoctanoyl-[ACP][c]
MAR02161	NADP+[c]
MAR02162	(R)-3-hydroxyoctanoyl-[ACP][c]
MAR02162	(2E)-octenoyl-[ACP][c]
MAR02162	H2O[c]
MAR02163	(2E)-octenoyl-[ACP][c]
MAR02163	H+[c]
MAR02163	NADPH[c]
MAR02163	NADP+[c]
MAR02163	octanoyl-[ACP][c]
MAR02164	H+[c]
MAR02164	malonyl-[ACP][c]
MAR02164	octanoyl-[ACP][c]
MAR02164	[ACP][c]
MAR02164	3-oxodecanoyl-[ACP][c]
MAR02164	CO2[c]
MAR02165	3-oxodecanoyl-[ACP][c]
MAR02165	H+[c]
MAR02165	NADPH[c]
MAR02165	(R)-3-hydroxydecanoyl-[ACP][c]
MAR02165	NADP+[c]
MAR02166	(R)-3-hydroxydecanoyl-[ACP][c]
MAR02166	(2E)-decenoyl-[ACP][c]
MAR02166	H2O[c]
MAR02167	(2E)-decenoyl-[ACP][c]
MAR02167	H+[c]
MAR02167	NADPH[c]
MAR02167	decanoyl-[ACP][c]
MAR02167	NADP+[c]
