A	B
MAR01108	H2O[r]
MAR01108	NADP+[r]
MAR01109	12-oxo-20-hydroxy-LTB4[c]
MAR01109	H+[c]
MAR01109	NADPH[c]
MAR01109	O2[c]
MAR01109	12-oxo-20-dihydroxy-LTB4[c]
MAR01109	H2O[c]
MAR01109	NADP+[c]
MAR01110	12-oxo-20-hydroxy-LTB4[r]
MAR01110	H+[r]
MAR01110	NADPH[r]
MAR01110	O2[r]
MAR01110	12-oxo-20-dihydroxy-LTB4[r]
MAR01110	H2O[r]
MAR01110	NADP+[r]
MAR01111	12-oxo-20-dihydroxy-LTB4[c]
MAR01111	H+[c]
MAR01111	NADPH[c]
MAR01111	O2[c]
MAR01111	12-oxo-20-trihydroxy-LTB4[c]
MAR01111	H2O[c]
MAR01111	NADP+[c]
MAR01112	12-oxo-20-dihydroxy-LTB4[r]
MAR01112	H+[r]
MAR01112	NADPH[r]
MAR01112	O2[r]
MAR01112	12-oxo-20-trihydroxy-LTB4[r]
MAR01112	H2O[r]
MAR01112	NADP+[r]
MAR01113	12,20-dioxo-LTB4[c]
MAR01113	H2O[c]
MAR01113	12-oxo-20-dihydroxy-LTB4[c]
MAR01114	12-oxo-20-carboxy-LTB4[c]
MAR01114	H+[c]
MAR01114	H2O[c]
MAR01114	12-oxo-20-trihydroxy-LTB4[c]
MAR01115	12-oxo-20-carboxy-LTB4[r]
MAR01115	H+[r]
MAR01115	H2O[r]
MAR01115	12-oxo-20-trihydroxy-LTB4[r]
MAR01116	12-oxo-10,11-dihydro-20-COOH-LTB4[c]
MAR01116	NADP+[c]
MAR01116	12-oxo-20-carboxy-LTB4[c]
MAR01116	H+[c]
MAR01116	NADPH[c]
MAR01117	12-oxo-10,11-dihydro-20-COOH-LTB4[r]
MAR01117	NADP+[r]
MAR01117	12-oxo-20-carboxy-LTB4[r]
MAR01117	H+[r]
MAR01117	NADPH[r]
MAR01119	12-keto-LTB4[c]
MAR01119	GSH[c]
MAR01119	12-oxo-c-LTB3[c]
MAR01120	12-keto-LTB4[m]
MAR01120	GSH[m]
MAR01120	12-oxo-c-LTB3[m]
MAR01121	12-keto-LTB4[r]
MAR01121	GSH[r]
MAR01121	12-oxo-c-LTB3[r]
MAR01122	12-keto-LTB4[x]
MAR01122	GSH[x]
MAR01122	12-oxo-c-LTB3[x]
MAR01123	10,11-dihydro-12R-hydroxy-LTC4[c]
MAR01123	NADP+[c]
MAR01123	12-oxo-c-LTB3[c]
MAR01123	H+[c]
MAR01123	NADPH[c]
MAR01124	10,11-dihydro-12R-hydroxy-LTC4[m]
MAR01124	NADP+[m]
MAR01124	12-oxo-c-LTB3[m]
MAR01124	H+[m]
MAR01124	NADPH[m]
MAR01125	10,11-dihydro-12R-hydroxy-LTC4[x]
MAR01125	NADP+[x]
MAR01125	12-oxo-c-LTB3[x]
MAR01125	H+[x]
MAR01125	NADPH[x]
MAR01126	H+[c]
MAR01126	leukotriene B4[c]
MAR01126	NADPH[c]
MAR01126	O2[c]
MAR01126	20-OH-LTB4[c]
MAR01126	H2O[c]
MAR01126	NADP+[c]
MAR01127	H+[m]
MAR01127	leukotriene B4[m]
MAR01127	NADPH[m]
MAR01127	O2[m]
MAR01127	20-OH-LTB4[m]
MAR01127	H2O[m]
MAR01127	NADP+[m]
MAR01128	H+[r]
MAR01128	leukotriene B4[r]
MAR01128	NADPH[r]
MAR01128	O2[r]
MAR01128	20-OH-LTB4[r]
MAR01128	H2O[r]
MAR01128	NADP+[r]
MAR01129	20-OH-LTB4[c]
MAR01129	NAD+[c]
MAR01129	20-oxo-LTB4[c]
MAR01129	H+[c]
MAR01129	NADH[c]
MAR01130	20-OH-LTB4[m]
MAR01130	NAD+[m]
MAR01130	20-oxo-LTB4[m]
MAR01130	H+[m]
MAR01130	NADH[m]
MAR01133	20-COOH-LTB4[m]
MAR01133	H+[m]
MAR01133	NADH[m]
MAR01133	20-oxo-LTB4[m]
MAR01133	H2O[m]
MAR01133	NAD+[m]
MAR01134	20-COOH-LTB4[r]
MAR01134	H+[r]
MAR01134	NADH[r]
MAR01134	20-oxo-LTB4[r]
MAR01134	H2O[r]
MAR01134	NAD+[r]
MAR01136	20-dihydroxy-LTB4[r]
MAR01136	20-oxo-LTB4[r]
MAR01136	H2O[r]
MAR01137	20-OH-LTB4[c]
MAR01137	H+[c]
MAR01137	NADPH[c]
MAR01137	O2[c]
MAR01137	20-dihydroxy-LTB4[c]
MAR01137	H2O[c]
MAR01137	NADP+[c]
MAR01138	20-OH-LTB4[r]
MAR01138	H+[r]
MAR01138	NADPH[r]
MAR01138	O2[r]
MAR01138	20-dihydroxy-LTB4[r]
MAR01138	H2O[r]
MAR01138	NADP+[r]
MAR01139	20-dihydroxy-LTB4[c]
MAR01139	H+[c]
MAR01139	NADPH[c]
MAR01139	O2[c]
MAR01139	20-trihydroxy-LTB4[c]
MAR01139	H2O[c]
MAR01139	NADP+[c]
MAR01140	20-dihydroxy-LTB4[r]
MAR01140	H+[r]
MAR01140	NADPH[r]
MAR01140	O2[r]
MAR01140	20-trihydroxy-LTB4[r]
MAR01140	H2O[r]
MAR01140	NADP+[r]
MAR01142	20-COOH-LTB4[r]
MAR01142	H+[r]
MAR01142	H2O[r]
MAR01142	20-trihydroxy-LTB4[r]
MAR01147	5-oxo-6-trans-LTB4[m]
MAR01147	H+[m]
MAR01147	NADPH[m]
MAR01147	6-trans-LTB4[m]
MAR01147	NADP+[m]
MAR01148	5-oxo-6-trans-LTB4[x]
MAR01148	H+[x]
MAR01148	NADPH[x]
MAR01148	6-trans-LTB4[x]
MAR01148	NADP+[x]
MAR01149	5-oxo-6-trans-LTB4[c]
MAR01149	H+[c]
MAR01149	NADPH[c]
MAR01149	6,7-dihydro-5-oxo-LTB4[c]
MAR01149	NADP+[c]
MAR01153	6,7-dihydro-5-oxo-LTB4[c]
MAR01153	H+[c]
MAR01153	NADPH[c]
MAR01153	6,7-dihydro-LTB4[c]
MAR01153	NADP+[c]
MAR01154	6,7-dihydro-5-oxo-LTB4[m]
MAR01154	H+[m]
MAR01154	NADPH[m]
MAR01154	6,7-dihydro-LTB4[m]
MAR01154	NADP+[m]
MAR01155	6,7-dihydro-5-oxo-LTB4[r]
MAR01155	H+[r]
MAR01155	NADPH[r]
MAR01155	6,7-dihydro-LTB4[r]
MAR01155	NADP+[r]
MAR01156	6,7-dihydro-5-oxo-LTB4[x]
MAR01156	H+[x]
MAR01156	NADPH[x]
MAR01156	6,7-dihydro-LTB4[x]
MAR01156	NADP+[x]
MAR01157	5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[c]
MAR01157	AMP[c]
MAR01157	PPi[c]
MAR01157	6,7-dihydro-5-oxo-LTB4[c]
MAR01157	ATP[c]
MAR01157	CoA[c]
MAR01190	5-oxo-(6E)-12-epi-LTB4[c]
MAR01190	H+[c]
MAR01190	NADPH[c]
MAR01190	6-trans-12-epi-LTB4[c]
MAR01190	NADP+[c]
MAR01191	5-oxo-(6E)-12-epi-LTB4[m]
MAR01191	H+[m]
MAR01191	NADPH[m]
MAR01191	6-trans-12-epi-LTB4[m]
MAR01191	NADP+[m]
MAR01192	5-oxo-(6E)-12-epi-LTB4[x]
MAR01192	H+[x]
MAR01192	NADPH[x]
MAR01192	6-trans-12-epi-LTB4[x]
MAR01192	NADP+[x]
MAR01193	5-oxo-(6E)-12-epi-LTB4[c]
MAR01193	H+[c]
MAR01193	NADPH[c]
MAR01193	6,7-dihydro-5-oxo-12-epi-LTB4[c]
MAR01193	NADP+[c]
MAR01197	6,7-dihydro-12-epi-LTB4[c]
MAR01197	NADP+[c]
MAR01197	6,7-dihydro-5-oxo-12-epi-LTB4[c]
MAR01197	H+[c]
MAR01197	NADPH[c]
MAR01198	6,7-dihydro-12-epi-LTB4[m]
MAR01198	NADP+[m]
MAR01198	6,7-dihydro-5-oxo-12-epi-LTB4[m]
MAR01198	H+[m]
MAR01198	NADPH[m]
MAR01199	6,7-dihydro-12-epi-LTB4[x]
MAR01199	NADP+[x]
MAR01199	6,7-dihydro-5-oxo-12-epi-LTB4[x]
MAR01199	H+[x]
MAR01199	NADPH[x]
MAR01200	5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[c]
MAR01200	AMP[c]
MAR01200	PPi[c]
MAR01200	6,7-dihydro-5-oxo-12-epi-LTB4[c]
MAR01200	ATP[c]
MAR01200	CoA[c]
MAR01202	5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[r]
MAR01202	AMP[r]
MAR01202	PPi[r]
MAR01202	6,7-dihydro-5-oxo-12-epi-LTB4[r]
MAR01202	ATP[r]
MAR01202	CoA[r]
MAR01228	12-keto-LTB4[c]
MAR01228	H+[c]
MAR01228	NADH[c]
MAR01228	10,11-dihydro-12-oxo-LTB4[c]
MAR01228	NAD+[c]
MAR01229	12-keto-LTB4[m]
MAR01229	H+[m]
MAR01229	NADH[m]
MAR01229	10,11-dihydro-12-oxo-LTB4[m]
MAR01229	NAD+[m]
MAR01230	12-keto-LTB4[x]
MAR01230	H+[x]
MAR01230	NADH[x]
MAR01230	10,11-dihydro-12-oxo-LTB4[x]
MAR01230	NAD+[x]
MAR01234	10,11-dihydro-LTB4[c]
MAR01234	H+[c]
MAR01234	NADPH[c]
MAR01234	O2[c]
MAR01234	20-OH-10,11-dihydro-LTB4[c]
MAR01234	H2O[c]
MAR01234	NADP+[c]
MAR01235	10,11-dihydro-LTB4[r]
MAR01235	H+[r]
MAR01235	NADPH[r]
MAR01235	O2[r]
MAR01235	20-OH-10,11-dihydro-LTB4[r]
MAR01235	H2O[r]
MAR01235	NADP+[r]
MAR01236	20-OH-10,11-dihydro-LTB4[c]
MAR01236	H+[c]
MAR01236	NADPH[c]
MAR01236	O2[c]
MAR01236	10,11-dihydro-20-dihydroxy-LTB4[c]
MAR01236	H2O[c]
MAR01236	NADP+[c]
MAR01237	20-OH-10,11-dihydro-LTB4[r]
MAR01237	H+[r]
MAR01237	NADPH[r]
MAR01237	O2[r]
MAR01237	10,11-dihydro-20-dihydroxy-LTB4[r]
MAR01237	H2O[r]
MAR01237	NADP+[r]
MAR01238	10,11-dihydro-20-dihydroxy-LTB4[c]
MAR01238	H+[c]
MAR01238	NADPH[c]
MAR01238	O2[c]
MAR01238	10,11-dihydro-20-trihydroxy-LTB4[c]
MAR01238	H2O[c]
MAR01238	NADP+[c]
MAR01239	10,11-dihydro-20-dihydroxy-LTB4[r]
MAR01239	H+[r]
MAR01239	NADPH[r]
MAR01239	O2[r]
MAR01239	10,11-dihydro-20-trihydroxy-LTB4[r]
MAR01239	H2O[r]
MAR01239	NADP+[r]
MAR01241	10,11-dihydro-20-trihydroxy-LTB4[c]
MAR01241	20-COOH-10,11-dihydro-LTB4[c]
MAR01241	H+[c]
MAR01241	H2O[c]
MAR01244	20-COOH-10,11-dihydro-LTB4[c]
MAR01244	NADP+[c]
MAR01244	20-COOH-LTB4[c]
MAR01244	H+[c]
MAR01244	NADPH[c]
MAR01245	20-COOH-10,11-dihydro-LTB4[m]
MAR01245	NADP+[m]
MAR01245	20-COOH-LTB4[m]
MAR01245	H+[m]
MAR01245	NADPH[m]
MAR01246	20-COOH-10,11-dihydro-LTB4[x]
MAR01246	NADP+[x]
MAR01246	20-COOH-LTB4[x]
MAR01246	H+[x]
MAR01246	NADPH[x]
MAR01247	20-COOH-LTB4[m]
MAR01247	CoA[m]
MAR01247	FAD[m]
MAR01247	H2O[m]
MAR01247	NAD+[m]
MAR01247	18-COOH-LTB4[m]
MAR01247	acetyl-CoA[m]
MAR01247	FADH2[m]
MAR01247	H+[m]
MAR01247	NADH[m]
MAR01248	20-COOH-LTB4[c]
MAR01248	ATP[c]
MAR01248	CoA[c]
MAR01248	20-CoA-20-oxo-LTB4[c]
MAR01248	AMP[c]
MAR01248	PPi[c]
MAR01249	20-COOH-LTB4[m]
MAR01249	ATP[m]
MAR01249	CoA[m]
MAR01249	20-CoA-20-oxo-LTB4[m]
MAR01249	AMP[m]
MAR01249	PPi[m]
MAR01251	20-COOH-LTB4[x]
MAR01251	ATP[x]
MAR01251	CoA[x]
MAR01251	20-CoA-20-oxo-LTB4[x]
MAR01251	AMP[x]
MAR01251	PPi[x]
MAR01253	20-CoA-20-oxo-LTB4[m]
MAR01253	O2[m]
MAR01253	(18E)-20-oxo-20-CoA-LTB4[m]
MAR01253	H2O2[m]
MAR01254	20-CoA-20-oxo-LTB4[x]
MAR01254	O2[x]
MAR01254	(18E)-20-oxo-20-CoA-LTB4[x]
MAR01254	H2O2[x]
MAR01255	(18E)-20-oxo-20-CoA-LTB4[m]
MAR01255	H2O[m]
MAR01255	20-CoA-20-oxo-18r-hydroxy-LTB4[m]
MAR01256	(18E)-20-oxo-20-CoA-LTB4[x]
MAR01256	H2O[x]
MAR01256	20-CoA-20-oxo-18r-hydroxy-LTB4[x]
MAR01257	20-CoA-20-oxo-18r-hydroxy-LTB4[m]
MAR01257	NAD+[m]
MAR01257	18,20-dioxo-20-CoA-LTB4[m]
MAR01257	H+[m]
MAR01257	NADH[m]
MAR01258	20-CoA-20-oxo-18r-hydroxy-LTB4[x]
MAR01258	NAD+[x]
MAR01258	18,20-dioxo-20-CoA-LTB4[x]
MAR01258	H+[x]
MAR01258	NADH[x]
MAR01259	18,20-dioxo-20-CoA-LTB4[m]
MAR01259	CoA[m]
MAR01259	18-CoA-18-oxo-dinor-LTB4[m]
MAR01259	acetyl-CoA[m]
MAR01260	18,20-dioxo-20-CoA-LTB4[x]
MAR01260	CoA[x]
MAR01260	18-CoA-18-oxo-dinor-LTB4[x]
MAR01260	acetyl-CoA[x]
MAR01261	18-CoA-18-oxo-dinor-LTB4[m]
MAR01261	H2O[m]
MAR01261	CoA[m]
MAR01261	H+[m]
MAR01261	omega-carboxy-trinor-LTB4[m]
MAR01262	18-CoA-18-oxo-dinor-LTB4[x]
MAR01262	H2O[x]
MAR01262	CoA[x]
MAR01262	H+[x]
MAR01262	omega-carboxy-trinor-LTB4[x]
MAR01265	10,11-dihydro-LTB4-CoA[r]
MAR01265	AMP[r]
MAR01265	PPi[r]
MAR01265	10,11-dihydro-LTB4[r]
MAR01265	ATP[r]
MAR01265	CoA[r]
MAR01270	10,11-dihydro-LTB4-CoA[m]
MAR01270	O2[m]
MAR01270	5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA[m]
MAR01270	H2O2[m]
MAR01271	10,11-dihydro-LTB4-CoA[x]
MAR01271	O2[x]
MAR01271	5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA[x]
MAR01271	H2O2[x]
MAR01272	5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA[m]
MAR01272	H2O[m]
MAR01272	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA[m]
MAR01273	5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA[x]
MAR01273	H2O[x]
MAR01273	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA[x]
MAR01274	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA[m]
MAR01274	NAD+[m]
MAR01274	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA[m]
MAR01274	H+[m]
MAR01274	NADH[m]
MAR01275	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA[x]
MAR01275	NAD+[x]
MAR01275	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA[x]
MAR01275	H+[x]
MAR01275	NADH[x]
MAR01276	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA[m]
MAR01276	CoA[m]
MAR01276	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA[m]
MAR01276	acetyl-CoA[m]
MAR01277	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA[x]
MAR01277	CoA[x]
MAR01277	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA[x]
MAR01277	acetyl-CoA[x]
MAR01278	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA[m]
MAR01278	H2O[m]
MAR01278	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate[m]
MAR01278	CoA[m]
MAR01278	H+[m]
MAR01279	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA[x]
MAR01279	H2O[x]
MAR01279	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate[x]
MAR01279	CoA[x]
MAR01279	H+[x]
MAR01280	10,11-dihydro-12-epi-LTB4[c]
MAR01280	NADP+[c]
MAR01280	10,11-dihydro-12-oxo-LTB4[c]
MAR01280	H+[c]
MAR01280	NADPH[c]
MAR01281	10,11-dihydro-12-epi-LTB4[m]
MAR01281	NADP+[m]
MAR01281	10,11-dihydro-12-oxo-LTB4[m]
MAR01281	H+[m]
MAR01281	NADPH[m]
MAR01282	10,11-dihydro-12-epi-LTB4[x]
MAR01282	NADP+[x]
MAR01282	10,11-dihydro-12-oxo-LTB4[x]
MAR01282	H+[x]
MAR01282	NADPH[x]
MAR01287	H+[x]
MAR01287	leukotriene E4[x]
MAR01287	NADPH[x]
MAR01287	O2[x]
MAR01287	20-hydroxy-LTE4[x]
MAR01287	H2O[x]
MAR01287	NADP+[x]
MAR01288	20-hydroxy-LTE4[x]
MAR01288	NAD+[x]
MAR01288	20-oxo-LTE4[x]
MAR01288	H+[x]
MAR01288	NADH[x]
MAR01289	20-oxo-LTE4[x]
MAR01289	H2O[x]
MAR01289	NAD+[x]
MAR01289	20-COOH-LTE4[x]
MAR01289	H+[x]
MAR01289	NADH[x]
MAR01290	20-COOH-LTE4-CoA[x]
MAR01290	AMP[x]
MAR01290	PPi[x]
MAR01290	20-COOH-LTE4[x]
MAR01290	ATP[x]
MAR01290	CoA[x]
MAR01291	20-COOH-LTE4-CoA[x]
MAR01291	O2[x]
MAR01291	(18E)-20-oxo-20-CoA-LTE4[x]
MAR01291	H2O2[x]
MAR01292	(18E)-20-oxo-20-CoA-LTE4[x]
MAR01292	H2O[x]
MAR01292	18(R)-hydroxy-20-oxo-20-CoA-LTE4[x]
MAR01293	18(R)-hydroxy-20-oxo-20-CoA-LTE4[x]
MAR01293	NAD+[x]
MAR01293	20-COOH-18-oxo-LTE4-CoA[x]
MAR01293	H+[x]
MAR01293	NADH[x]
MAR01294	20-COOH-18-oxo-LTE4-CoA[x]
MAR01294	CoA[x]
MAR01294	acetyl-CoA[x]
MAR01294	omega-COOH-dinor-LTE4-CoA[x]
MAR01295	18-COOH-LTE4[x]
MAR01295	CoA[x]
MAR01295	H+[x]
MAR01295	H2O[x]
MAR01295	omega-COOH-dinor-LTE4-CoA[x]
MAR01296	O2[x]
MAR01296	omega-COOH-dinor-LTE4-CoA[x]
MAR01296	18-COOH-(16E)-dinor-LTE5-CoA[x]
MAR01296	H2O2[x]
MAR01297	18-COOH-(15E)-dinor-LTE4-CoA[x]
MAR01297	NADP+[x]
MAR01297	18-COOH-(16E)-dinor-LTE5-CoA[x]
MAR01297	H+[x]
MAR01297	NADPH[x]
MAR01298	16e-18-oxo-18-CoA-dinor-LTE4[x]
MAR01298	18-COOH-(15E)-dinor-LTE4-CoA[x]
MAR01299	16e-18-oxo-18-CoA-dinor-LTE4[x]
MAR01299	H2O[x]
MAR01299	16(S)-hydroxy-18-oxo-18-CoA-LTE4[x]
MAR01300	16(S)-hydroxy-18-oxo-18-CoA-LTE4[x]
MAR01300	NAD+[x]
MAR01300	16,18-oxo-18-CoA-dinor-LTE4[x]
MAR01300	H+[x]
MAR01300	NADH[x]
MAR01301	16e-18-oxo-18-CoA-dinor-LTE4[x]
MAR01301	CoA[x]
MAR01301	H2O[x]
MAR01301	acetyl-CoA[x]
MAR01301	H+[x]
MAR01301	omega-COOH-tetranor-LTE3-CoA[x]
MAR01303	H+[x]
MAR01303	O2[x]
MAR01303	omega-COOH-tetranor-LTE3-CoA[x]
MAR01303	(13E)-tetranor-16-oxo-16-CoA-LTE4[x]
MAR01303	H2O2[x]
MAR01304	(13E)-tetranor-16-oxo-16-CoA-LTE4[x]
MAR01304	H2O[x]
MAR01304	(13E)-tetranor-16-carboxy-LTE4[x]
MAR01304	CoA[x]
MAR01304	H+[x]
MAR08545	arachidonate[c]
MAR08545	O2[c]
MAR08545	12(R)-HPETE[c]
MAR08546	(13E)-11alpha-hydroxy-9,15-dioxoprost-13-enoate[c]
MAR08546	H+[c]
MAR08546	NADPH[c]
MAR08546	NADP+[c]
MAR08546	prostaglandin E1[c]
MAR08557	arachidonate[c]
MAR08557	H+[c]
MAR08557	NADPH[c]
MAR08557	O2[c]
MAR08557	H2O[c]
MAR08557	NADP+[c]
MAR08557	prostaglandin H2[c]
MAR08558	arachidonate[r]
MAR08558	H+[r]
MAR08558	NADPH[r]
MAR08558	O2[r]
MAR08558	H2O[r]
MAR08558	NADP+[r]
MAR08558	prostaglandin H2[r]
MAR00189	H2O[c]
MAR00189	lauroyl-CoA[c]
MAR00189	CoA[c]
MAR00189	H+[c]
MAR00189	lauric acid[c]
MAR00193	H2O[c]
MAR00193	tridecanoyl-CoA[c]
MAR00193	CoA[c]
MAR00193	H+[c]
MAR00193	tridecylic acid[c]
MAR00197	H2O[c]
MAR00197	myristoyl-CoA[c]
MAR00197	CoA[c]
MAR00197	H+[c]
MAR00197	myristic acid[c]
MAR00201	(9E)-tetradecenoyl-CoA[c]
MAR00201	H2O[c]
MAR00201	(9E)-tetradecenoic acid[c]
MAR00201	CoA[c]
MAR00201	H+[c]
MAR00206	(7Z)-tetradecenoyl-CoA[c]
MAR00206	H2O[c]
MAR00206	(7Z)-tetradecenoic acid[c]
MAR00206	CoA[c]
MAR00206	H+[c]
MAR00210	5-tetradecenoyl-CoA[c]
MAR00210	H2O[c]
MAR00210	CoA[c]
MAR00210	H+[c]
MAR00210	physeteric acid[c]
MAR00214	H2O[c]
MAR00214	pentadecanoyl-CoA[c]
MAR00214	CoA[c]
MAR00214	H+[c]
MAR00214	pentadecylic acid[c]
MAR00223	H2O[c]
MAR00223	palmitoyl-CoA[c]
MAR00223	CoA[c]
MAR00223	H+[c]
MAR00223	palmitate[c]
MAR00230	H2O[c]
MAR00230	palmitoleoyl-CoA[c]
MAR00230	CoA[c]
MAR00230	H+[c]
MAR00230	palmitolate[c]
MAR00234	7-hexadecenoyl-CoA[c]
MAR00234	H2O[c]
MAR00234	7-palmitoleic acid[c]
MAR00234	CoA[c]
MAR00234	H+[c]
MAR00238	H2O[c]
MAR00238	heptadecanoyl-CoA[c]
MAR00238	CoA[c]
MAR00238	H+[c]
MAR00238	margaric acid[c]
MAR00242	(10Z)-heptadecenoyl-CoA[c]
MAR00242	H2O[c]
MAR00242	(10Z)-heptadecenoic acid[c]
MAR00242	CoA[c]
MAR00242	H+[c]
MAR00246	9-heptadecenoyl-CoA[c]
MAR00246	H2O[c]
MAR00246	9-heptadecylenic acid[c]
MAR00246	CoA[c]
MAR00246	H+[c]
MAR00250	H2O[c]
MAR00250	stearoyl-CoA[c]
MAR00250	CoA[c]
MAR00250	H+[c]
MAR00250	stearate[c]
MAR00256	(13Z)-octadecenoyl-CoA[c]
MAR00256	H2O[c]
MAR00256	(13Z)-octadecenoic acid[c]
MAR00256	CoA[c]
MAR00256	H+[c]
MAR00260	cis-vaccenoyl-CoA[c]
MAR00260	H2O[c]
MAR00260	cis-vaccenic acid[c]
MAR00260	CoA[c]
MAR00260	H+[c]
MAR00264	H2O[c]
MAR00264	oleoyl-CoA[c]
MAR00264	CoA[c]
MAR00264	H+[c]
MAR00264	oleate[c]
MAR00268	(9E)-octadecenoyl-CoA[c]
MAR00268	H2O[c]
MAR00268	CoA[c]
MAR00268	elaidate[c]
MAR00268	H+[c]
MAR00272	(7Z)-octadecenoyl-CoA[c]
MAR00272	H2O[c]
MAR00272	(7Z)-octadecenoic acid[c]
MAR00272	CoA[c]
MAR00272	H+[c]
MAR00276	(6Z,9Z)-octadecadienoyl-CoA[c]
MAR00276	H2O[c]
MAR00276	(6Z,9Z)-octadecadienoic acid[c]
MAR00276	CoA[c]
MAR00276	H+[c]
MAR00280	H2O[c]
MAR00280	nonadecanoyl-CoA[c]
MAR00280	CoA[c]
MAR00280	H+[c]
MAR00280	nonadecylic acid[c]
MAR00284	eicosanoyl-CoA[c]
MAR00284	H2O[c]
MAR00284	CoA[c]
MAR00284	eicosanoate[c]
MAR00284	H+[c]
MAR00290	(13Z)-eicosenoyl-CoA[c]
MAR00290	H2O[c]
MAR00290	(13Z)-eicosenoic acid[c]
MAR00290	CoA[c]
MAR00290	H+[c]
MAR00294	(11Z)-eicosenoyl-CoA[c]
MAR00294	H2O[c]
MAR00294	cis-gondoic acid[c]
MAR00294	CoA[c]
MAR00294	H+[c]
MAR00298	9-eicosenoyl-CoA[c]
MAR00298	H2O[c]
MAR00298	9-eicosenoic acid[c]
MAR00298	CoA[c]
MAR00298	H+[c]
MAR00302	(8Z,11Z)-eicosadienoyl-CoA[c]
MAR00302	H2O[c]
MAR00302	8,11-eicosadienoic acid[c]
MAR00302	CoA[c]
MAR00302	H+[c]
MAR00306	(5Z,8Z,11Z)-eicosatrienoyl-CoA[c]
MAR00306	H2O[c]
MAR00306	CoA[c]
MAR00306	H+[c]
MAR00306	mead acid[c]
MAR00310	H2O[c]
MAR00310	heneicosanoyl-CoA[c]
MAR00310	CoA[c]
MAR00310	H+[c]
MAR00310	henicosanoic acid[c]
MAR00314	docosanoyl-CoA[c]
MAR00314	H2O[c]
MAR00314	behenic acid[c]
MAR00314	CoA[c]
MAR00314	H+[c]
MAR00320	(13Z)-docosenoyl-CoA[c]
MAR00320	H2O[c]
MAR00320	cis-erucic acid[c]
MAR00320	CoA[c]
MAR00320	H+[c]
MAR00324	(11Z)-docosenoyl-CoA[c]
MAR00324	H2O[c]
MAR00324	cis-cetoleic acid[c]
MAR00324	CoA[c]
MAR00324	H+[c]
MAR00328	H2O[c]
MAR00328	tricosanoyl-CoA[c]
MAR00328	CoA[c]
MAR00328	H+[c]
MAR00328	tricosanoic acid[c]
MAR00332	H2O[c]
MAR00332	tetracosanoyl-CoA[c]
MAR00332	CoA[c]
MAR00332	H+[c]
MAR00332	lignocerate[c]
MAR00338	(15Z)-tetracosenoyl-CoA[c]
MAR00338	H2O[c]
MAR00338	CoA[c]
MAR00338	H+[c]
MAR00338	nervonic acid[c]
MAR00342	H2O[c]
MAR00342	hexacosanoyl-CoA[c]
MAR00342	cerotic acid[c]
MAR00342	CoA[c]
MAR00342	H+[c]
MAR00346	H2O[c]
MAR00346	hexacosenoyl-CoA[c]
MAR00346	CoA[c]
MAR00346	H+[c]
MAR00346	ximenic acid[c]
MAR00350	H2O[c]
MAR00350	linolenoyl-CoA[c]
MAR00350	CoA[c]
MAR00350	H+[c]
MAR00350	linolenate[c]
MAR00354	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c]
MAR00354	H2O[c]
MAR00354	CoA[c]
MAR00354	H+[c]
MAR00354	stearidonic acid[c]
MAR00358	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c]
MAR00358	H2O[c]
MAR00358	CoA[c]
MAR00358	H+[c]
MAR00358	omega-3-arachidonic acid[c]
MAR00362	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c]
MAR00362	H2O[c]
MAR00362	CoA[c]
MAR00362	EPA[c]
MAR00362	H+[c]
