""	"ONTOLOGY"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"GO:0045913"	"BP"	"GO:0045913"	"positive regulation of carbohydrate metabolic process"	3	0.801745635910224	1.72554923331777	0.0191484001007811	0.0191484001007811	0.783388332749541	162	"tags=100%, list=20%, signal=80%"	"RGN/IRS1/IGF2"
"GO:0016324"	"CC"	"GO:0016324"	"apical plasma membrane"	29	-0.351635050036846	-1.72405848081141	0.0199855526125692	0.0199855526125692	0.800453526943412	327	"tags=66%, list=41%, signal=40%"	"PDZK1P1/CYP4F2/SLC22A18/RHCG/IGFBP2/ABCC1/PTPRH/NAALADL1/ABCG2/RAPGEF6/GJB6/SPTBN2/PARD3/SLC4A11/PKHD1/AQP10/FZD3/ATP1B2/MPDZ"
"GO:0030246"	"MF"	"GO:0030246"	"carbohydrate binding"	11	-0.502203231774672	-1.73173195300831	0.0202797202797203	0.0202797202797203	0.800453526943412	131	"tags=55%, list=16%, signal=46%"	"PLA2R1/PKLR/CLEC4E/GALNT6/FREM1/PLOD2"
"GO:0001824"	"BP"	"GO:0001824"	"blastocyst development"	3	0.796758104738155	1.71481486794721	0.0204081632653061	0.0204081632653061	0.800453526943412	166	"tags=100%, list=21%, signal=80%"	"AGBL4/CDX2/NECAB1"
"GO:0048514"	"BP"	"GO:0048514"	"blood vessel morphogenesis"	31	0.245860280961815	1.73013105753162	0.0205992509363296	0.0205992509363296	0.800453526943412	168	"tags=48%, list=21%, signal=40%"	"CCL11/SLC12A6/ANGPT2/GREM1/PDCD10/FOXC1/CARD10/PTK2/WNT7B/S1PR1/TNFSF12/E2F2/RIN2/NGFR/CALD1"
"GO:0007422"	"BP"	"GO:0007422"	"peripheral nervous system development"	5	-0.6625	-1.68087283638878	0.0207585453410332	0.0207585453410332	0.800453526943412	276	"tags=100%, list=34%, signal=66%"	"FA2H/EDNRB/GSTM3/PARD3"
"GO:0001944"	"BP"	"GO:0001944"	"vasculature development"	37	0.219772283567215	1.66843378227377	0.0214338507021434	0.0214338507021434	0.817101461575729	424	"tags=78%, list=53%, signal=39%"	"CCL11/SLC12A6/ANGPT2/GREM1/CDX2/PDCD10/FOXC1/CARD10/PTK2/WNT7B/S1PR1/TNFSF12/E2F2/RIN2/NGFR/CALD1/COL22A1/NKX3-1/TGFA/PTGIS/FLT1/F3/EPHA2/XDH/ALDH1A2/HSPB6/ARHGEF15/CXCR2/COL15A1"
"GO:0048638"	"BP"	"GO:0048638"	"regulation of developmental growth"	7	0.527335635061617	1.7421545563653	0.0217724624348359	0.0217724624348359	0.820684065994348	162	"tags=71%, list=20%, signal=58%"	"AGR2/ERBB4/FOXC1/TP73/IGF2"
"GO:0005814"	"CC"	"GO:0005814"	"centriole"	5	0.6375	1.77427221792211	0.0222531293463143	0.0222531293463143	0.829482143002383	295	"tags=100%, list=37%, signal=64%"	"RP2/AGBL4/AKNA/MAGI2/HSPA6"
"GO:0010035"	"BP"	"GO:0010035"	"response to inorganic substance"	27	-0.355705275951926	-1.70321278913382	0.0226057365094798	0.0226057365094798	0.831406954361085	249	"tags=56%, list=31%, signal=40%"	"IGFBP2/HBA2/TRPM2/CPNE5/EDNRB/ALOX15/PLEKHA1/COL1A1/ALPL/PKLR/SLC25A23/MAOB/SYT11/RYR3/HBA1"
"GO:0006641"	"BP"	"GO:0006641"	"triglyceride metabolic process"	4	0.702871410736579	1.74464123571826	0.0228004291845494	0.0228004291845494	0.831406954361085	242	"tags=100%, list=30%, signal=70%"	"RGN/TNXB/SLC22A4/LPIN3"
"GO:0002313"	"BP"	"GO:0002313"	"mature B cell differentiation involved in immune response"	3	-0.775561097256858	-1.60410219245153	0.0241962214119987	0.0241962214119987	0.872606799871313	184	"tags=100%, list=23%, signal=77%"	"CR1/C17orf99"
"GO:0071840"	"BP"	"GO:0071840"	"cellular component organization or biogenesis"	227	-0.196303298346685	-1.5428412311955	0.0252219531880549	0.0252219531880549	0.872606799871313	284	"tags=42%, list=35%, signal=38%"	"TTN/AK7/SDC2/ACVRL1/DPF3/ISL2/TMOD4/YEATS2/LIN7A/RAB6C/LIMCH1/CDC42BPB/FA2H/LDB3/NCS1/NBL1/MMP28/TMEM126A/PRDM5/NAV3/CDH6/PMP2/CRMP1/TRPM2/CPNE5/ABCC1/WDR75/NUP62/RIC3/PRKD1/KEL/PPARGC1B/DOCK10/TEAD1/DAAM2/APBB2/EREG/FERMT2/ZNHIT1/ARHGAP5/ALOX15/PLSCR4/PRKG1/NFIB/KIF26A/TINF2/UBXN2A/TANC1/PLEKHA1/COL1A1/XKR5/RAPGEF6/TUBA3C/TSR2/EPB42/DSG2/SYCE1L/LDLRAP1/NFIA/GJB6/CR1/SPTBN2/CELF4/KLHDC8B/ESPNL/CDC14B/KREMEN1/SYT11/HSPA4/HOOK1/PARD3/RYR3/CDH10/A4GALT/TMF1/ADAMTS4/KIF5A/PKP2/PKHD1/GULP1/ANK1/AQP10/CPEB3/SEC16A/FZD3/KRT14/RAB3IP/FBLN2/MYC/ACHE/ATP1B2/PLS3/UCHL5/FRMD6/MPDZ"
"GO:0014074"	"BP"	"GO:0014074"	"response to purine-containing compound"	6	-0.614518147684606	-1.68283009000063	0.0255947003914484	0.0255947003914484	0.872606799871313	315	"tags=100%, list=39%, signal=61%"	"TRPM2/PPARGC1B/COL1A1/PKLR/RYR3"
"GO:0002028"	"BP"	"GO:0002028"	"regulation of sodium ion transport"	5	-0.651373687624132	-1.65264352885403	0.0255970032776651	0.0255970032776651	0.872606799871313	68	"tags=60%, list=8%, signal=55%"	"WNK2/PKP2/ATP1B2"
"GO:0010765"	"BP"	"GO:0010765"	"positive regulation of sodium ion transport"	5	-0.651373687624132	-1.65264352885403	0.0255970032776651	0.0255970032776651	0.872606799871313	68	"tags=60%, list=8%, signal=55%"	"WNK2/PKP2/ATP1B2"
"GO:0044419"	"BP"	"GO:0044419"	"biological process involved in interspecies interaction between organisms"	69	-0.261231724196909	-1.65569374427461	0.0256991685563114	0.0256991685563114	0.872606799871313	358	"tags=61%, list=44%, signal=37%"	"SMPDL3B/NLRP7/SUSD4/TRIB1/MALT1/ST6GALNAC1/CAV2/ARMC5/MCOLN2/ZNFX1/GATA1/PRDX2/TUBB/LCN2/CHIT1/S100A14/MID2/PI3/CLEC4D/CXCL5/EDNRB/PF4V1/IFIT1/CRISP3/PRKD1/EREG/PF4/LTF/PLSCR4/NFIB/ALPL/KIR3DL1/GJB6/CR1/CLEC4E/MAOB/SYT11/TRIM14/TMF1/GYPA/REL/DEFA1B"
"GO:0072273"	"BP"	"GO:0072273"	"metanephric nephron morphogenesis"	4	0.694403264926846	1.72362191960431	0.0257510729613734	0.0257510729613734	0.872606799871313	65	"tags=75%, list=8%, signal=69%"	"SALL1/GREM1/KIF26B"
"GO:0019003"	"MF"	"GO:0019003"	"GDP binding"	6	0.564455569461827	1.71437391765315	0.0267777447188337	0.0267777447188337	0.89832286756761	354	"tags=100%, list=44%, signal=56%"	"DIRAS1/GNAI1/RAB35/RHEBL1/RAB12/RAB31"
"GO:0005262"	"MF"	"GO:0005262"	"calcium channel activity"	6	-0.607008760951189	-1.66226597484787	0.0272508280638362	0.0272508280638362	0.900952300182082	321	"tags=100%, list=40%, signal=61%"	"CACNA2D1/NCS1/TRPM2/CACNA1E/RYR3"
"GO:0009605"	"BP"	"GO:0009605"	"response to external stimulus"	119	-0.221349811726762	-1.58659155130865	0.0276769980304758	0.0276769980304758	0.900952300182082	384	"tags=60%, list=48%, signal=37%"	"RBM4/F7/DNASE1/WNK4/PLA2G2D/SMPDL3B/NLRP7/SUSD4/TRIB1/MALT1/KCNJ2/ARMC5/PROK2/ARHGEF16/MCOLN2/MAP2K1/CYP26A1/ZNFX1/GATA1/PRDX2/NUAK1/NOVA2/TUBB/LCN2/CHIT1/TTN/S100A14/ISL2/MID2/CMTM5/PI3/CLEC4D/IGFBP2/NBL1/MMP28/CXCL5/CRMP1/TRPM2/EDNRB/ABCC1/PF4V1/IFIT1/CRISP3/PRKD1/EREG/PF4/LTF/PBK/ALOX15/PLSCR4/PRKG1/NFIB/KIF26A/COL1A1/ALPL/KIR3DL1/PKLR/GJB6/CR1/CLEC4E/MAOB/KREMEN1/SYT11/TRIM14/PROS1/TMF1/KIF5A/REL/FZD3/PLEKHG5/DEFA1B"
"GO:0045216"	"BP"	"GO:0045216"	"cell-cell junction organization"	16	-0.41931446375485	-1.66354243591143	0.0280386192302605	0.0280386192302605	0.900952300182082	121	"tags=50%, list=15%, signal=43%"	"FERMT2/DSG2/GJB6/PARD3/CDH10/PKP2/PKHD1/MPDZ"
"GO:0042770"	"BP"	"GO:0042770"	"signal transduction in response to DNA damage"	5	-0.646567587065546	-1.64044965130251	0.0280942718901202	0.0280942718901202	0.900952300182082	170	"tags=80%, list=21%, signal=64%"	"ZNHIT1/PBK/PLA2R1/CDC14B"
"GO:0046620"	"BP"	"GO:0046620"	"regulation of organ growth"	5	0.62375	1.73600360145712	0.0286509040333797	0.0286509040333797	0.900952300182082	306	"tags=100%, list=38%, signal=62%"	"ERBB4/FOXC1/TP73/IGF2/SASH3"
"GO:0003338"	"BP"	"GO:0003338"	"metanephros morphogenesis"	6	0.558801396781973	1.69720096960785	0.0288604581969652	0.0288604581969652	0.900952300182082	92	"tags=67%, list=11%, signal=59%"	"SALL1/GREM1/KIF26B/WNT7B"
"GO:0050829"	"BP"	"GO:0050829"	"defense response to Gram-negative bacterium"	3	-0.766832917705736	-1.58604959543037	0.0290023201856148	0.0290023201856148	0.900952300182082	191	"tags=100%, list=24%, signal=77%"	"LTF/DEFA1B"
"GO:1904019"	"BP"	"GO:1904019"	"epithelial cell apoptotic process"	4	-0.697199929343232	-1.62251638905178	0.0291633466135458	0.0291633466135458	0.900952300182082	131	"tags=75%, list=16%, signal=63%"	"PLA2R1/TMF1/PKHD1"
"GO:0033036"	"BP"	"GO:0033036"	"macromolecule localization"	102	-0.230094182001181	-1.59803119243825	0.0297525837770122	0.0297525837770122	0.900952300182082	340	"tags=54%, list=42%, signal=36%"	"TWF1/MTX3/RTN2/PDZK1P1/ARHGEF16/ABLIM3/MCOLN2/CYP4F2/FBN2/ASTN2/TTN/MID2/LIN7A/RAB6C/NBL1/PKIA/PMP2/TRPM2/EDNRB/ABCC1/IFIT1/NUP62/RIC3/PRKD1/FERMT2/PLSCR4/TINF2/PLEKHA1/COL1A1/ABCG2/XKR5/RAPGEF6/PLA2R1/STAC3/OSBPL10/HEPACAM/LDLRAP1/RHBDD1/SYT11/TRIM14/HSPA4/HOOK1/OSBPL7/PARD3/TMF1/KIF5A/PKP2/GULP1/ANK1/SEC16A/PKDCC/RAB3IP/ACHE/CTAGE4/FRMD6"
"GO:0051668"	"BP"	"GO:0051668"	"localization within membrane"	25	-0.356045524675632	-1.66132560601684	0.0297553178408951	0.0297553178408951	0.900952300182082	133	"tags=40%, list=17%, signal=34%"	"RAPGEF6/STAC3/LDLRAP1/HSPA4/PARD3/PKP2/ANK1/SEC16A/PKDCC/RAB3IP"
"GO:0043462"	"BP"	"GO:0043462"	"regulation of ATP-dependent activity"	6	-0.60149577367037	-1.64716890909496	0.029810298102981	0.029810298102981	0.900952300182082	242	"tags=83%, list=30%, signal=59%"	"MYL4/IFIT1/LTF/PXK/ATP1B2"
"GO:0042327"	"BP"	"GO:0042327"	"positive regulation of phosphorylation"	35	0.216883116883117	1.60747590105977	0.0313613684960798	0.0313613684960798	0.911109209028426	638	"tags=100%, list=79%, signal=22%"	"ERBB4/ADRA2C/GREM1/PDCD10/CARD10/PTK2/IRS1/IGF2/GFRA1/CD36/NKX3-1/TGFA/FLT1/EPHA2/NCKAP1L/CLEC6A/LRRK2/GDF1/GDF11/EPO/CARD14/WNK4/MALT1/SDC4/MAP2K1/GATA1/ACVRL1/FGF17/LIMCH1/EDNRB/PRKD1/PPARGC1B/EREG/FERMT2/LTF"
"GO:0001568"	"BP"	"GO:0001568"	"blood vessel development"	36	0.211557553502217	1.59290614449017	0.0318696883852691	0.0318696883852691	0.911109209028426	424	"tags=78%, list=53%, signal=39%"	"CCL11/SLC12A6/ANGPT2/GREM1/CDX2/PDCD10/FOXC1/CARD10/PTK2/WNT7B/S1PR1/TNFSF12/E2F2/RIN2/NGFR/CALD1/COL22A1/NKX3-1/TGFA/PTGIS/FLT1/F3/EPHA2/XDH/ALDH1A2/HSPB6/CXCR2/COL15A1"
"GO:0003674"	"MF"	"GO:0003674"	"molecular_function"	652	-0.203021513843743	-1.53304808146031	0.0321732092270336	0.0321732092270336	0.911109209028426	347	"tags=45%, list=43%, signal=135%"	"CRYM/KCNJ2/CLC/ST6GALNAC1/SLC2A4/MOCOS/AGTR2/TWF1/ZNF394/CAV2/MTX3/SDC4/MBOAT4/LAPTM4B/RTN2/DPY19L2P2/GPR84/ARMC5/PDZK1P1/LEPROTL1/PROK2/ARHGEF16/ABLIM3/ZNF737/MCOLN2/CYP4F2/MAP2K1/CYP26A1/ZNFX1/GATA1/BTNL3/PRDX2/NUAK1/GMPR2/IL1R2/NOVA2/TUBB/CDR1/CKAP4/CNN3/ST6GALNAC2/NMUR1/LCN2/LAMC1/TMC8/ACSS3/SH3BGR/SLC22A18/RHCG/FBN2/XIRP1/PLVAP/HOXB2/HBZ/C9orf152/ASTN2/CHIT1/TTN/S100A14/CTTNBP2NL/AK7/SDC2/ACVRL1/DPF3/ISL2/ABCB5/FGF17/CACNA2D1/MID2/TMOD4/YEATS2/LIN7A/RAB6C/FCRL5/SPRED3/CMTM5/LIMCH1/PI3/CYP27C1/CDC42BPB/FA2H/CLEC4D/ESM1/RNF151/SDR9C7/LDB3/IGFBP2/CA10/NCS1/NBL1/MMP28/CNNM1/HBA2/MYL4/GLT1D1/TMEM126A/PRDM5/NAV3/PKIA/CDH6/PMP2/CXCL5/ADAM29/CRMP1/ST18/TMEM171/TRPM2/PSCA/UGT1A10/GPR176/CPNE5/SHISA9/EDNRB/TMCO2/KIR2DS4/PTGES2/GYPB/ABCC1/WDR75/PF4V1/IFIT1/SYDE2/NUP62/RBM12B/PLBD1/ZNF213/BEX2/CRISP3/PTPRH/CYB5R2/FAM124A/RIC3/SLC47A2/ANKRD9/BGN/PRKD1/THNSL2/ADCY3/KEL/PPARGC1B/MPPED2/DOCK10/TEAD1/DAAM2/APBB2/EREG/ST6GALNAC4/GSTM3/OR2A7/FERMT2/BEST3/PTDSS2/DENND2C/PF4/ZNHIT1/LTF/FHIT/ADAM33/IGSF3/BEND2/PBK/ARHGAP5/SLC7A3/ALOX15/PLSCR4/SLC25A29/TGM6/PRKG1/NFIB/ARHGEF3/NAALADL1/KIF26A/PCYT2/TBC1D16/TINF2/FAM153A/UBXN2A/ARHGAP30/NUDT11/PCDH11X/TANC1/PLEKHA1/LY6G6F/RPL3/PXK/COL1A1/ABCG2/RAPGEF6/PCDHA10/PLA2R1/CACNA1E/GNAZ/MOCS1/SEC14L5/TUBA3C/TSR2/KIRREL2/EPB42/STAC3/DSG2/OSBPL10/ANO5/KLF11/RGS18/HOXB5/NUDT12/FCRL1/LDLRAP1/ALPL/KIR3DL1/PKLR/DPPA4/QPCT/PAQR9/NFIA/SLC25A23/BICC1/GJB6/RHBDD1/HBM/G0S2/CR1/TMTC4/PLAG1/ALAS2/SPTBN2/TMEM42/BEX1/KCNH2/CELF4/CLEC4E/MAOB/ESPNL/FAM83F/CDC14B/C17orf99/KREMEN1/SYT11/WNK2/TRIM14/HSPA4/HOOK1/OSBPL7/PARD3/RYR3/CDH10/SLC4A11/LRCH2/A4GALT/SLC7A10/HOXB6/PROS1/AHSP/TMF1/GYPA/ADAMTS4/KIF5A/PKP2/PKHD1/ANK1/PSKH2/AQP10/GCSH/REL/CPEB3/GIPC3/SEC16A/FZD3/GALNT6/SOX7/PKDCC/KRT14/FREM1/PLEKHG5/RAB3IP/FBLN2/ART5/NSUN7/SCNM1/LHFPL1/MYC/CLCN5/ACHE/ATP1B2/PBX1/PLS3/HBA1/BEND7/UCHL5/PLOD2/FRMD6/TOE1/MPDZ/DEFA1B"
"GO:0003008"	"BP"	"GO:0003008"	"system process"	97	0.126101673276648	1.55238839262383	0.0321888412017167	0.0321888412017167	0.911109209028426	72	"tags=21%, list=9%, signal=21%"	"ADRA2C/DLGAP2/OR13C9/CCL11/SLC38A5/MYH1/OR2T1/CYP2J2/CPLX4/HPN/ATP6V0A4/RP2/OR51I1/OR13C4/PTGER3/JPH4/OR52B6/NPR3/OR13F1/OR13D1"
"GO:0055065"	"BP"	"GO:0055065"	"metal ion homeostasis"	39	-0.300533494655443	-1.62319043867861	0.0333141872487076	0.0333141872487076	0.911109209028426	346	"tags=64%, list=43%, signal=38%"	"KCNJ2/CAV2/MCOLN2/CYP4F2/LCN2/TMC8/S100A14/CNNM1/TRPM2/EDNRB/ANKRD9/PRKD1/KEL/ZNHIT1/LTF/EPB42/ALPL/SLC25A23/TMTC4/ALAS2/KCNH2/RYR3/PKHD1/MYC/ATP1B2"
"GO:0016043"	"BP"	"GO:0016043"	"cellular component organization"	224	-0.191246268433562	-1.50107960202491	0.0341104046826118	0.0341104046826118	0.911109209028426	284	"tags=42%, list=35%, signal=37%"	"TTN/AK7/SDC2/ACVRL1/DPF3/ISL2/TMOD4/YEATS2/LIN7A/RAB6C/LIMCH1/CDC42BPB/FA2H/LDB3/NCS1/NBL1/MMP28/TMEM126A/PRDM5/NAV3/CDH6/PMP2/CRMP1/TRPM2/CPNE5/ABCC1/NUP62/RIC3/PRKD1/KEL/PPARGC1B/DOCK10/TEAD1/DAAM2/APBB2/EREG/FERMT2/ZNHIT1/ARHGAP5/ALOX15/PLSCR4/PRKG1/NFIB/KIF26A/TINF2/UBXN2A/TANC1/PLEKHA1/COL1A1/XKR5/RAPGEF6/TUBA3C/EPB42/DSG2/SYCE1L/LDLRAP1/NFIA/GJB6/CR1/SPTBN2/CELF4/KLHDC8B/ESPNL/CDC14B/KREMEN1/SYT11/HSPA4/HOOK1/PARD3/RYR3/CDH10/A4GALT/TMF1/ADAMTS4/KIF5A/PKP2/PKHD1/GULP1/ANK1/AQP10/CPEB3/SEC16A/FZD3/KRT14/RAB3IP/FBLN2/MYC/ACHE/ATP1B2/PLS3/UCHL5/FRMD6/MPDZ"
"GO:0060314"	"BP"	"GO:0060314"	"regulation of ryanodine-sensitive calcium-release channel activity"	3	0.760598503740648	1.63699071901064	0.0352733686067019	0.0352733686067019	0.911109209028426	195	"tags=100%, list=24%, signal=76%"	"JPH4/DMD/CLIC2"
"GO:0006109"	"BP"	"GO:0006109"	"regulation of carbohydrate metabolic process"	5	0.60125	1.67338222905987	0.035326842837274	0.035326842837274	0.911109209028426	324	"tags=100%, list=40%, signal=60%"	"RGN/SLC4A1/IRS1/IGF2/POMC"
"GO:0010675"	"BP"	"GO:0010675"	"regulation of cellular carbohydrate metabolic process"	5	0.60125	1.67338222905987	0.035326842837274	0.035326842837274	0.911109209028426	324	"tags=100%, list=40%, signal=60%"	"RGN/SLC4A1/IRS1/IGF2/POMC"
"GO:0048471"	"CC"	"GO:0048471"	"perinuclear region of cytoplasm"	30	-0.328635902846427	-1.62994844199074	0.0360295872106896	0.0360295872106896	0.911109209028426	81	"tags=30%, list=10%, signal=28%"	"KCNH2/OSBPL7/KIF5A/PKHD1/SEC16A/GALNT6/PLEKHG5/RAB3IP/ACHE"
"GO:0051117"	"MF"	"GO:0051117"	"ATPase binding"	5	-0.630705492273525	-1.60020487505477	0.0360543155923209	0.0360543155923209	0.911109209028426	88	"tags=60%, list=11%, signal=54%"	"TMTC4/ANK1/ATP1B2"
"GO:0086005"	"BP"	"GO:0086005"	"ventricular cardiac muscle cell action potential"	4	-0.686958259292214	-1.59868208154591	0.0363346613545817	0.0363346613545817	0.911109209028426	121	"tags=75%, list=15%, signal=64%"	"DSG2/KCNH2/PKP2"
"GO:0070971"	"CC"	"GO:0070971"	"endoplasmic reticulum exit site"	3	-0.749252370091606	-1.54968754081975	0.0364600596619158	0.0364600596619158	0.911109209028426	35	"tags=67%, list=4%, signal=64%"	"SEC16A/CTAGE4"
"GO:0006605"	"BP"	"GO:0006605"	"protein targeting"	5	-0.628971498398938	-1.59580544380608	0.0380833463399407	0.0380833463399407	0.911109209028426	65	"tags=60%, list=8%, signal=55%"	"HSPA4/PARD3/RAB3IP"
"GO:0019220"	"BP"	"GO:0019220"	"regulation of phosphate metabolic process"	57	0.164752921995889	1.5701812334524	0.0389189189189189	0.0389189189189189	0.911109209028426	643	"tags=96%, list=80%, signal=21%"	"ERBB4/ADRA2C/GREM1/PTPRQ/PDCD10/CARD10/PTK2/RGN/SLC4A1/IRS1/LDB2/MAGI2/IGF2/GFRA1/DMD/TNXB/CD36/NKX3-1/TGFA/FLT1/EPHA2/NCKAP1L/CLEC6A/XDH/TLR8/LRRK2/GDF1/SNX25/GDF11/EPO/CARD14/WNK4/TRIB1/MALT1/AGTR2/TWF1/SDC4/MAP2K1/GATA1/NUAK1/TTN/ACVRL1/FGF17/LIMCH1/NCS1/PKIA/EDNRB/NUP62/PTPRH/PRKD1/PPARGC1B/EREG/FERMT2/LTF/PBK"
"GO:0051174"	"BP"	"GO:0051174"	"regulation of phosphorus metabolic process"	57	0.164752921995889	1.5701812334524	0.0389189189189189	0.0389189189189189	0.911109209028426	643	"tags=96%, list=80%, signal=21%"	"ERBB4/ADRA2C/GREM1/PTPRQ/PDCD10/CARD10/PTK2/RGN/SLC4A1/IRS1/LDB2/MAGI2/IGF2/GFRA1/DMD/TNXB/CD36/NKX3-1/TGFA/FLT1/EPHA2/NCKAP1L/CLEC6A/XDH/TLR8/LRRK2/GDF1/SNX25/GDF11/EPO/CARD14/WNK4/TRIB1/MALT1/AGTR2/TWF1/SDC4/MAP2K1/GATA1/NUAK1/TTN/ACVRL1/FGF17/LIMCH1/NCS1/PKIA/EDNRB/NUP62/PTPRH/PRKD1/PPARGC1B/EREG/FERMT2/LTF/PBK"
"GO:0061024"	"BP"	"GO:0061024"	"membrane organization"	26	-0.342125381811931	-1.62041033725939	0.0394448502556611	0.0394448502556611	0.911109209028426	348	"tags=69%, list=43%, signal=41%"	"AP3B2/SLC2A4/CAV2/MTX3/LAPTM4B/FA2H/PMP2/ABCC1/ALOX15/PLSCR4/UBXN2A/XKR5/CR1/SYT11/HSPA4/A4GALT/GULP1/SEC16A"
"GO:0005737"	"CC"	"GO:0005737"	"cytoplasm"	435	-0.177119283011621	-1.44239944192688	0.0394499096566954	0.0394499096566954	0.911109209028426	409	"tags=55%, list=51%, signal=59%"	"IL7R/HSPB6/CCDC50/CHSY3/ARHGEF15/MAP9/FAM83A/CXCR2/ATP2C2/HBQ1/PERP/BMX/COL16A1/CSNK1A1/FN3KRP/SLC6A9/CARD14/RBM4/COL15A1/DUSP4/CRISPLD2/MIP/F7/IQSEC3/DNASE1/MYO3B/ID3/TK1/RGP1/DNAJA4/WNK4/GAD1/GUCY2C/AFAP1L1/NLRP7/P4HA2/TRIB1/MALT1/AP3B2/CRYM/KCNJ2/CLC/ST6GALNAC1/SLC2A4/MOCOS/TWF1/CAV2/MTX3/SDC4/MBOAT4/LAPTM4B/RTN2/GPR84/ARMC5/LEPROTL1/ARHGEF16/ABLIM3/MCOLN2/CYP4F2/MAP2K1/CYP26A1/ZNFX1/PRDX2/NUAK1/GMPR2/IL1R2/NOVA2/TUBB/CKAP4/CNN3/ST6GALNAC2/LCN2/LAMC1/TMC8/ACSS3/SLC22A18/RHCG/PLVAP/HBZ/ASTN2/CHIT1/TTN/S100A14/CTTNBP2NL/AK7/VWA3B/SDC2/FGF17/CACNA2D1/MID2/TMOD4/RAB6C/LIMCH1/PI3/CYP27C1/CDC42BPB/FA2H/CLEC4D/RNF151/SDR9C7/LDB3/IGFBP2/NCS1/MMP28/HBA2/MYL4/GLT1D1/TMEM126A/PKIA/PMP2/CRMP1/TRPM2/UGT1A10/PTGES2/IFIT1/SYDE2/NUP62/PLBD1/BEX2/CRISP3/PTPRH/CYB5R2/RIC3/ANKRD9/BGN/PRKD1/ADCY3/KEL/PPARGC1B/DOCK10/APBB2/EREG/ST6GALNAC4/GSTM3/FERMT2/PTDSS2/PF4/LTF/FHIT/ARHGAP5/ALOX15/SLC25A29/TGM6/PRKG1/ARHGEF3/KIF26A/PCYT2/TBC1D16/UBXN2A/ARHGAP30/NUDT11/PLEKHA1/LY6G6F/RPL3/PXK/COL1A1/ABCG2/RAPGEF6/GNAZ/MOCS1/SEC14L5/TUBA3C/EPB42/STAC3/OSBPL10/ANO5/HEPACAM/KLF11/RGS18/HOXB5/NUDT12/LDLRAP1/ALPL/PKLR/EVC/QPCT/SLC25A23/BICC1/GJB6/RHBDD1/HBM/G0S2/CR1/TMTC4/PLAG1/ALAS2/SPTBN2/BEX1/KCNH2/CELF4/CLEC4E/MAOB/KLHDC8B/ESPNL/CDC14B/SYT11/WNK2/TRIM14/HSPA4/HOOK1/OSBPL7/PARD3/RYR3/A4GALT/PROS1/AHSP/TMF1/GYPA/KIF5A/PKP2/PKHD1/GULP1/ANK1/EVC2/GCSH/REL/CPEB3/SEC16A/FZD3/GALNT6/SOX7/PKDCC/KRT14/PLEKHG5/RAB3IP/CLCN5/ACHE/ATP1B2/PBX1/CTAGE4/PLS3/HBA1/UCHL5/PLOD2/FRMD6/TOE1/MPDZ/DEFA1B"
"GO:0018149"	"BP"	"GO:0018149"	"peptide cross-linking"	4	-0.68039950062422	-1.58341860692009	0.0404780876494024	0.0404780876494024	0.911109209028426	261	"tags=100%, list=32%, signal=68%"	"BGN/TGM6/EPB42"
"GO:0000723"	"BP"	"GO:0000723"	"telomere maintenance"	4	-0.679704948464574	-1.58180225239301	0.0406374501992032	0.0406374501992032	0.911109209028426	147	"tags=75%, list=18%, signal=62%"	"TINF2/MYC/UCHL5"
"GO:0032200"	"BP"	"GO:0032200"	"telomere organization"	4	-0.679704948464574	-1.58180225239301	0.0406374501992032	0.0406374501992032	0.911109209028426	147	"tags=75%, list=18%, signal=62%"	"TINF2/MYC/UCHL5"
"GO:0032204"	"BP"	"GO:0032204"	"regulation of telomere maintenance"	4	-0.679704948464574	-1.58180225239301	0.0406374501992032	0.0406374501992032	0.911109209028426	147	"tags=75%, list=18%, signal=62%"	"TINF2/MYC/UCHL5"
"GO:0009607"	"BP"	"GO:0009607"	"response to biotic stimulus"	65	-0.253594983804629	-1.58291700704337	0.0413088379171649	0.0413088379171649	0.911109209028426	358	"tags=60%, list=44%, signal=36%"	"SMPDL3B/NLRP7/SUSD4/TRIB1/MALT1/ARMC5/MCOLN2/ZNFX1/GATA1/PRDX2/TUBB/LCN2/CHIT1/S100A14/MID2/PI3/CLEC4D/CXCL5/EDNRB/PF4V1/IFIT1/CRISP3/PRKD1/EREG/PF4/LTF/PLSCR4/NFIB/ALPL/KIR3DL1/GJB6/CR1/CLEC4E/MAOB/SYT11/TRIM14/TMF1/REL/DEFA1B"
"GO:0043207"	"BP"	"GO:0043207"	"response to external biotic stimulus"	65	-0.253594983804629	-1.58291700704337	0.0413088379171649	0.0413088379171649	0.911109209028426	358	"tags=60%, list=44%, signal=36%"	"SMPDL3B/NLRP7/SUSD4/TRIB1/MALT1/ARMC5/MCOLN2/ZNFX1/GATA1/PRDX2/TUBB/LCN2/CHIT1/S100A14/MID2/PI3/CLEC4D/CXCL5/EDNRB/PF4V1/IFIT1/CRISP3/PRKD1/EREG/PF4/LTF/PLSCR4/NFIB/ALPL/KIR3DL1/GJB6/CR1/CLEC4E/MAOB/SYT11/TRIM14/TMF1/REL/DEFA1B"
