"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"MAPINFO"	"Strand"	"CHR"	"abs_logFC"	"fragment_ID"
"cg04219544"	0.131107698320583	0.644290754348206	2.70508659327055	0.00900685050975349	0.676047993643736	-3.22620823703044	38860042	"-"	"17"	0.131107698320583	287269
"cg04224187"	-0.127294854390111	0.520080927203256	-2.49898570973114	0.015383838224948	0.717880840723723	-3.70495119997037	50553548	"-"	"3"	0.127294854390111	451709
"cg04228468"	-0.113257127991736	0.349566310728868	-2.284694704534	0.0261022390346898	0.760189064102755	-4.17034723164715	164913627	"+"	"3"	0.113257127991736	486435
"cg04245616"	0.170232546288336	0.573942211705421	3.47281197788909	0.000994483699356547	0.488851804958666	-1.20290426307999	59543693	"+"	"15"	0.170232546288336	247029
"cg04250118"	0.108686439658449	0.422398609304678	2.40300334180703	0.0195646371063295	0.737870088115337	-3.91759368757355	41930111	"+"	"13"	0.108686439658449	187687
"cg04254050"	0.129761007180522	0.419310322700862	2.02163078696341	0.0479548961840465	0.797681777172533	-4.69388237820721	24911772	"+"	"10"	0.129761007180522	71524
"cg04257752"	0.135013005407167	0.479932118707901	2.29335646770706	0.0255648667398334	0.758724245381722	-4.15219868483196	46077454	"-"	"21"	0.135013005407167	428850
"cg04265619"	-0.116855833766939	0.651015898212599	-2.19191210737595	0.0325175965088959	0.774967077526017	-4.3611572625715	51450761	"-"	"1"	0.116855833766939	11769
"cg04272694"	0.140895688557889	0.355165474765496	2.67107852826321	0.00985597680762904	0.68177428054573	-3.30723534076091	168718991	"-"	"6"	0.140895688557889	661192
"cg04274297"	-0.159849765475782	0.582589602714021	-2.51255815750533	0.0148627706518274	0.715154784505576	-3.67434449903199	110073856	"+"	"5"	0.159849765475782	589362
"cg04278296"	0.151582631889753	0.532689992536197	2.81757294127468	0.00665366815945146	0.650920927186337	-2.95264994201022	36696838	"+"	"7"	0.151582631889753	672497
"cg04332058"	0.1393384970738	0.667166168801365	2.08809015396288	0.0413037483028108	0.789571000952176	-4.566752771042	23548787	"+"	"14"	0.1393384970738	211379
"cg04334324"	0.127373103057666	0.196576989140184	2.66223852798315	0.0100883796711134	0.68397986106026	-3.32816791723143	58110862	"+"	"19"	0.127373103057666	331794
"cg04339790"	0.112133245231718	0.593144084533121	2.20176083100972	0.0317763348579743	0.773431994840502	-4.3412171140655	10675656	"+"	"16"	0.112133245231718	261060
"cg04344000"	0.114246188089576	0.624732011371333	2.02066057332486	0.0480584726864711	0.797681777172533	-4.69571207874165	117869857	"+"	"6"	0.114246188089576	645442
"cg04344600"	0.15375225834986	0.443626810952237	2.75246375932928	0.00793545829725127	0.665757097396451	-3.11202134383454	21135411	"+"	"10"	0.15375225834986	70398
"cg04353769"	0.110113435667698	0.50848971002251	2.60493726107782	0.0117203014487569	0.692971208779618	-3.46254606436583	59951557	"-"	"11"	0.110113435667698	120238
"cg04354393"	-0.175107323413392	0.415178133135164	-3.21991522406004	0.00212620854220692	0.548226432211176	-1.90812651406953	33775963	"-"	"17"	0.175107323413392	286120
"cg04355430"	0.113500634441962	0.640178123143613	2.1295878234288	0.0375704433140724	0.7845275410177	-4.48559132893345	33634938	"+"	"21"	0.113500634441962	425579
"cg04357256"	-0.125629602743161	0.68117462571943	-2.58400405128551	0.0123740864532751	0.697349150557664	-3.51106721780872	155177929	"+"	"1"	0.125629602743161	36610
"cg04371671"	0.173450379422554	0.400930550544264	3.34268724475942	0.00147602055134359	0.524560211431627	-1.57018489295916	99830888	"-"	"13"	0.173450379422554	205865
"cg04376747"	-0.116189512838314	0.315788874052277	-2.65158043462876	0.0103752359525501	0.686303620826223	-3.35333423249392	36120543	"-"	"19"	0.116189512838314	327684
"cg04381474"	-0.114029290672738	0.521555151725982	-2.14841963460109	0.0359758132719708	0.781175146763233	-4.44831253667149	100434874	"-"	"1"	0.114029290672738	27243
"cg04382643"	-0.115327925572987	0.578222195655057	-2.38499953715993	0.0204538751258196	0.741713163579762	-3.95672936508742	45849853	"-"	"19"	0.115327925572987	329603
"cg04386400"	-0.112269859949967	0.756544642402173	-2.12371490823908	0.0380802199675021	0.784656648945491	-4.49716016254685	31651158	"-"	"6"	0.112269859949967	619763
"cg04441857"	0.111733759469424	0.22221842958067	2.08510070128326	0.0415847428380186	0.789983600439272	-4.57254694402624	14701815	"-"	"10"	0.111733759469424	68504
"cg04449166"	0.108780194754364	0.596404096945948	2.18409975678732	0.0331163630785058	0.776575287682564	-4.37692101779927	52110485	"+"	"19"	0.108780194754364	330586
"cg04469998"	0.153965823291877	0.477424960006631	2.98615638990712	0.00416970644173235	0.606403707928504	-2.52719433976416	124745818	"+"	"5"	0.153965823291877	594147
"cg04491050"	0.112748508371892	0.575971397960962	2.38654962026169	0.0203759141293067	0.741442807294139	-3.9533692973488	19529541	"+"	"11"	0.112748508371892	107790
"cg04501020"	0.137309219614564	0.584543459865431	2.75261403623174	0.00793225465090863	0.665757097396451	-3.11165674962055	80586582	"-"	"13"	0.137309219614564	200073
"cg04520036"	-0.163400010800895	0.682625605480141	-2.89490625871322	0.00538044256644776	0.633003499659388	-2.75974382973146	54144485	"-"	"12"	0.163400010800895	157480
"cg04536999"	0.188623391432946	0.358741004090735	3.73000097161387	0.000445334640137882	0.430417210054053	-0.451088461858003	192490046	"+"	"2"	0.188623391432946	388669
"cg04544094"	0.123350454864328	0.355218814724059	2.30819123382021	0.0246673167378996	0.755458575046892	-4.12098435350114	110559365	"+"	"5"	0.123350454864328	589508
"cg04555139"	0.125452464387068	0.589661998640271	2.89830363291932	0.00533005894270426	0.631961837094922	-2.75118050643676	198603309	"+"	"1"	0.125452464387068	49865
"cg04556615"	0.128564068824148	0.477498056634212	2.07686976091468	0.0423670141530921	0.79071749376199	-4.58846351204347	20669137	"-"	"11"	0.128564068824148	108162
"cg04558084"	-0.120559834817108	0.484541250398031	-2.27534871166789	0.0266932811430845	0.760462922171785	-4.18986559836317	179660438	"+"	"3"	0.120559834817108	491107
"cg04566677"	0.111239154475261	0.527020281688792	2.33462637793934	0.0231371639778136	0.750414501875127	-4.06495039772457	54779175	"+"	"12"	0.111239154475261	157636
"cg04595171"	-0.124092015883574	0.605121971805841	-2.24176353187058	0.0289162953681589	0.766736770277715	-4.25945664020362	57933495	"-"	"12"	0.124092015883574	158430
"cg04606020"	-0.120736210599395	0.380956786972624	-2.41158600202919	0.0191530547674209	0.736186600302469	-3.89885309731757	56139467	"-"	"12"	0.120736210599395	158042
"cg04642306"	-0.108901239805797	0.425775037230162	-2.05555383389695	0.0444525425428987	0.793049157796225	-4.62943238360964	112834466	"+"	"11"	0.108901239805797	135351
"cg04655481"	-0.166318923603789	0.304344295867112	-2.61107196742376	0.0115347516178747	0.692152565101218	-3.44826837606219	125796809	"+"	"9"	0.166318923603789	782070
"cg04669204"	0.10897071925791	0.71535019795348	2.38594059290782	0.0204065131992395	0.741581928011407	-3.9546896792481	151468724	"+"	"2"	0.10897071925791	375516
"cg04693581"	-0.148679186907724	0.759805739145679	-3.16116767727783	0.00252514585945807	0.564373206293363	-2.06677706308647	33137111	"+"	"20"	0.148679186907724	411774
"cg04697624"	0.114546292178325	0.499501991020719	2.12887257115255	0.0376322076652932	0.7845275410177	-4.48700172834148	69002178	"+"	"12"	0.114546292178325	162037
"cg04718202"	0.110118314982175	0.350563877338754	2.09772867231648	0.040408986429571	0.787808139781522	-4.54802307173177	16805103	"-"	"2"	0.110118314982175	336725
"cg04774621"	0.139729824005662	0.568100347063105	2.33522994151441	0.0231032380055884	0.75023823388322	-4.06366491296273	41511497	"+"	"5"	0.139729824005662	568009
"cg04782765"	0.122924761054865	0.318687276597934	2.54507184363447	0.0136788545654215	0.707744637595115	-3.60048885250526	13227241	"+"	"11"	0.122924761054865	105822
"cg04783624"	-0.115125232344666	0.573396915590584	-2.36965175010534	0.021240319647708	0.745593717443982	-3.98990226339289	13634256	"-"	"6"	0.115125232344666	614488
"cg04784315"	-0.153688608539424	0.504505173723854	-2.18660308370652	0.0329234527451475	0.77622384993206	-4.37187496259031	125797284	"-"	"9"	0.153688608539424	782070
"cg04797274"	-0.111056296643086	0.616963478392095	-4.19013562120897	9.8804765295528e-05	0.331851098342524	0.970843527458113	57432416	"+"	"1"	0.111056296643086	13437
"cg04804365"	0.121136750313981	0.229811202682175	2.26009301365785	0.0276835692182709	0.763732773706543	-4.22158323394485	24237531	"-"	"1"	0.121136750313981	5188
"cg04822495"	0.150749828689914	0.47854572223337	2.53321048706782	0.01410048000143	0.710309966710002	-3.62751946318215	94676688	"-"	"12"	0.150749828689914	170501
"cg04825215"	-0.139238510057817	0.459726703748952	-2.47537952979666	0.016329567476448	0.720951093501993	-3.75786911871875	31466722	"-"	"6"	0.139238510057817	619737
"cg04834758"	0.186586178899977	0.535369422025444	3.14806106652397	0.0026232659096174	0.567180799842227	-2.1018960434354	82245726	"-"	"10"	0.186586178899977	87123
"cg04851662"	0.156073892585023	0.51944996803684	2.42219982705332	0.0186548227617984	0.734046213125879	-3.8756025383119	71053154	"-"	"16"	0.156073892585023	273884
"cg04855034"	0.111729766570527	0.392787515638192	2.38378748033076	0.020515021135762	0.741807581687311	-3.9593554654314	20526313	"-"	"1"	0.111729766570527	4350
"cg04862556"	-0.140344884704448	0.356002062467669	-3.03347434642897	0.00364682167673767	0.594554040371125	-2.40455110032028	33775933	"-"	"17"	0.140344884704448	286120
"cg04863005"	-0.151571639352155	0.664702631067894	-2.33870236985293	0.0229089148980934	0.749596374295865	-4.05626394951694	59043208	"+"	"1"	0.151571639352155	13957
"cg04863892"	-0.183345543148707	0.678321762542446	-2.35812674714756	0.0218485404813295	0.74780906836974	-4.01469759597712	27183375	"-"	"7"	0.183345543148707	669614
"cg04866260"	0.124861013247633	0.631351290096767	3.06175467173056	0.00336422705967396	0.587187389340287	-2.33059332461499	124939867	"-"	"11"	0.124861013247633	138726
"cg04870470"	-0.126144902135874	0.549281935666112	-2.3973163579237	0.0198417080957606	0.739793801110258	-3.9299815798208	101359714	"-"	"1"	0.126144902135874	27515
"cg04889800"	-0.131352702145521	0.35544115682817	-2.41281739495895	0.0190946448785906	0.735734545901144	-3.89615985802633	16163555	"-"	"1"	0.131352702145521	3409
"cg04898289"	0.130733128591245	0.578223871310207	2.51472275654027	0.0147811603147539	0.714740787827661	-3.6694509938487	38596712	"-"	"5"	0.130733128591245	566985
"cg04908088"	0.121045700376608	0.635456836298327	2.68943503749061	0.00938895364951968	0.680031914060631	-3.26359735499478	20925063	"-"	"13"	0.121045700376608	181293
"cg04940991"	0.120911730275304	0.605374407780143	2.41628557820019	0.0189309933160226	0.73467979324292	-3.88856844131835	81851393	"-"	"14"	0.120911730275304	229091
"cg04951822"	0.145604369582562	0.339996473230533	4.62360277529457	2.23415773395527e-05	0.219757636457532	2.38685244019175	113345598	"+"	"12"	0.145604369582562	175814
"cg04962892"	0.121331855475576	0.496417463404481	2.1576645990655	0.0352148833898145	0.780512682004093	-4.42990984610573	58335178	"+"	"2"	0.121331855475576	349133
"cg04965360"	0.123627452137965	0.653494679398681	2.23748529605391	0.0292109136258304	0.767074871092777	-4.26825956379319	96563080	"+"	"14"	0.123627452137965	233400
"cg04965641"	0.146875589367046	0.318666268471483	3.41616495389551	0.00118218579837122	0.499721419023137	-1.36391634434747	219246760	"-"	"2"	0.146875589367046	397066
"cg04967578"	-0.152047183358003	0.572156047009559	-2.14895912123593	0.0359310171958693	0.781175146763233	-4.44724049126693	13641894	"-"	"18"	0.152047183358003	301711
"cg04969406"	-0.171821777239613	0.405064036592466	-2.79168716765124	0.00713850296396557	0.656971072270918	-3.0163484359689	37977425	"-"	"22"	0.171821777239613	434198
"cg04974775"	-0.207159551302688	0.794294699319337	-3.71409257038913	0.000468419547011161	0.433996959682597	-0.498543676450386	114516854	"-"	"5"	0.207159551302688	590848
"cg04979778"	0.163437833322527	0.209248042452491	3.44286396478702	0.00108987575094704	0.496296562442791	-1.28824111487116	89387453	"-"	"12"	0.163437833322527	168770
"cg04981619"	-0.132150892763935	0.622572112394419	-2.40054444290613	0.0196840066134282	0.738796172533111	-3.92295280342941	43328122	"+"	"2"	0.132150892763935	344473
"cg05007997"	0.114300426335056	0.595526313233734	2.61794000707198	0.0113301993122651	0.691606173265935	-3.43225284198872	219246985	"+"	"2"	0.114300426335056	397066
"cg05011214"	0.109710044608237	0.566650349147114	2.26547878513509	0.0273303099257349	0.763463263375287	-4.2104060878416	113478976	"+"	"2"	0.109710044608237	363783
"cg05033369"	0.138581048978087	0.456652057263904	2.62027054596663	0.0112615431842178	0.691234040784468	-3.42681081621377	161676469	"+"	"1"	0.138581048978087	38310
"cg05035050"	0.118138750196055	0.725144669487063	2.29896335703642	0.0252222775539482	0.757767652030993	-4.14042058262778	5219067	"-"	"7"	0.118138750196055	662787
"cg05043345"	0.149044865253102	0.497619985975312	3.0258735899319	0.00372646737825647	0.597135954295626	-2.4243447541269	74123158	"+"	"18"	0.149044865253102	319413
"cg05062539"	-0.113742274155686	0.799148193033245	-3.21009150719213	0.00218850402515343	0.551496172888083	-1.93479582641101	11664388	"-"	"8"	0.113742274155686	710604
"cg05065507"	-0.11291058240898	0.491698900297782	-2.0467337303699	0.0453411693375411	0.794210992105917	-4.64627835269651	59042931	"+"	"1"	0.11291058240898	13957
"cg05066391"	0.143125479956574	0.620275516912341	2.68460362434442	0.00950986807829193	0.680234900068902	-3.2751051475938	85951812	"-"	"15"	0.143125479956574	254105
"cg05075545"	-0.112134135438666	0.733648231214724	-2.16509503249199	0.0346135620009579	0.779548820910406	-4.41507068717375	4183450	"-"	"19"	0.112134135438666	320945
"cg05076221"	-0.168898074762308	0.643037689883733	-2.69856009955111	0.00916441616153368	0.677676774255068	-3.24181926156454	27182637	"+"	"7"	0.168898074762308	669614
"cg05081497"	-0.108892671433254	0.528858056284544	-2.36249569796665	0.0216161656344001	0.746975046330653	-4.00530969395087	4804710	"-"	"20"	0.108892671433254	404509
"cg05086639"	-0.110913067831274	0.262011862245529	-2.1847889767727	0.0330631518646334	0.776496196242659	-4.37553221511281	30326037	"-"	"19"	0.110913067831274	326293
"cg05095428"	0.160485871042392	0.567896089405885	2.71291927239004	0.00882103045785458	0.674673567181173	-3.20743472528036	69239676	"+"	"2"	0.160485871042392	352500
"cg05133205"	-0.141118194297137	0.60629174870604	-2.71031915129938	0.00888232147703926	0.6747072180936	-3.21367135523953	32121249	"-"	"6"	0.141118194297137	619831
"cg05133853"	0.113787058531819	0.349641053630206	2.39389415543746	0.0200101285216984	0.740374294852444	-3.93742463303069	5265008	"+"	"11"	0.113787058531819	103469
"cg05150773"	0.134046160713004	0.299787342015072	2.10496052759594	0.0397487638709139	0.787506450063237	-4.53392171695718	177870177	"+"	"5"	0.134046160713004	609788
"cg05166871"	-0.121585058047952	0.290104608610975	-2.45151775378768	0.0173385221880977	0.726820391110113	-3.81095069548729	46233714	"-"	"17"	0.121585058047952	288883
"cg05190718"	0.123448527031662	0.555215604597198	2.67613135851599	0.00972534798254463	0.681115952911977	-3.29524648881982	116310712	"-"	"1"	0.123448527031662	32053
"cg05192293"	0.121978260528672	0.213943309108805	2.91833459945485	0.00504178131745943	0.625565042293467	-2.70054088421056	71934086	"-"	"10"	0.121978260528672	84325
"cg05193946"	0.119565231433628	0.631597624617	2.67928951356553	0.00964450790083186	0.680700934780085	-3.28774425933486	6465390	"-"	"12"	0.119565231433628	143460
"cg05196905"	0.127185005173051	0.427406025819451	2.39748704079537	0.0198333414623421	0.739793801110258	-3.92961013023915	47877665	"-"	"21"	0.127185005173051	429189
"cg05232215"	-0.112121353848336	0.414041849977368	-2.01447106175722	0.0487237954009663	0.797857750253463	-4.70736686583586	53393825	"-"	"1"	0.112121353848336	12261
"cg05232694"	-0.120836698479033	0.587905982302417	-2.21902799721568	0.0305125741363661	0.770237865800469	-4.30607632686928	48809539	"-"	"20"	0.120836698479033	415669
"cg05235104"	0.10997329151095	0.609853905275176	2.19696162286715	0.0321356675870825	0.774716450584024	-4.35094317799841	62038992	"-"	"8"	0.10997329151095	724772
"cg05242734"	0.112237885408179	0.56493471971479	2.53487582574767	0.0140405816242265	0.710050985678516	-3.62373039117283	46915406	"-"	"13"	0.112237885408179	189254
"cg05252213"	0.11101040569349	0.367912688981214	2.53767769527115	0.0139403249062541	0.709981872879076	-3.61735096857306	41755141	"-"	"17"	0.11101040569349	287902
"cg05257196"	0.125287481654269	0.754232826730302	3.06583153710286	0.00332521847286623	0.586595370826197	-2.31989137910027	25150952	"+"	"12"	0.125287481654269	149090
"cg05264639"	0.109809695089209	0.623834656357398	2.11424824948977	0.0389146522682543	0.785955063252212	-4.51575099648776	216980171	"+"	"2"	0.109809695089209	396413
"cg05277096"	0.10970699672667	0.299609378416374	2.47277027184625	0.0164372572614291	0.721222514007296	-3.7636936133957	73672998	"-"	"3"	0.10970699672667	458638
"cg05277169"	0.115214013885723	0.311112575740089	2.83663970171089	0.00631619007483277	0.646172227548414	-2.90544970014876	53371893	"+"	"6"	0.115214013885723	625751
"cg05280806"	-0.138633471915261	0.573116860713295	-3.0151361216924	0.00384175058115883	0.599374976779418	-2.45224627873766	79366205	"+"	"17"	0.138633471915261	297370
"cg05301383"	0.127995041035342	0.170721603626042	3.8444079153003	0.00030866174572376	0.405044978824504	-0.106289624028173	171569144	"+"	"2"	0.127995041035342	381994
"cg05303009"	-0.12758391947668	0.795495562983817	-2.64611376157009	0.0105252415142791	0.686844162653831	-3.36621200480137	761307	"-"	"16"	0.12758391947668	258922
"cg05308504"	-0.1254244723197	0.322217674419722	-2.24459585743055	0.0287226965321235	0.766282548038504	-4.25362111489355	30573013	"-"	"16"	0.1254244723197	265932
"cg05328218"	0.125506461243665	0.425272781896544	2.07463311285937	0.0425817817202173	0.7910468563027	-4.59277931788903	6729637	"-"	"5"	0.125506461243665	557146
"cg05330360"	0.133009355020716	0.513899468262136	2.14849144906617	0.0359698473647547	0.781175146763233	-4.44816984309979	38023993	"+"	"17"	0.133009355020716	287080
"cg05333014"	0.160428845626358	0.654932572356234	3.46924853145851	0.00100540373966702	0.488851804958666	-1.21308322935615	21225140	"+"	"2"	0.160428845626358	338083
"cg05334656"	0.147044839656557	0.696997963298763	2.58814827833139	0.0122420794734218	0.696164584522598	-3.50148566792063	4866047	"-"	"4"	0.147044839656557	497413
"cg05361406"	0.11186205273432	0.462091885403456	2.05661175616999	0.0443469766631182	0.793049157796225	-4.62740762480455	119616913	"-"	"12"	0.11186205273432	177412
"cg05382022"	-0.123743100807791	0.574953418271393	-2.07488713025791	0.0425573429612179	0.7910468563027	-4.59228936974386	95698917	"+"	"1"	0.123743100807791	25643
"cg05390174"	0.12215776437499	0.140027639822472	3.78872223656469	0.000369205035815509	0.415850359102915	-0.274878946078129	39164320	"-"	"5"	0.12215776437499	567183
"cg05413305"	-0.113828829331074	0.245638149269013	-2.71732895482267	0.00871796985611909	0.67363753252392	-3.19684723158826	79366851	"+"	"17"	0.113828829331074	297370
"cg05418915"	0.116700699684093	0.461514323129038	2.09360073567868	0.0407901041505194	0.788499634198333	-4.55605354998947	196426178	"+"	"2"	0.116700699684093	389931
"cg05426069"	-0.12464636248549	0.745215960835692	-3.87001527401123	0.000284137555927837	0.399614121112561	-0.028285606790047	107515201	"+"	"9"	0.12464636248549	776773
"cg05429873"	0.14594051293219	0.478159625102213	3.30943023237862	0.00163061903776095	0.529647462668804	-1.66256709682645	150481457	"-"	"7"	0.14594051293219	705139
"cg05443973"	-0.121137075558219	0.346246001907466	-2.36386661045489	0.0215437064196412	0.746975046330653	-4.00236098088649	33149694	"-"	"7"	0.121137075558219	671395
"cg05470643"	-0.142497122050939	0.224907903131017	-2.9679665594199	0.0043886827355337	0.612540387831274	-2.57397003644717	155579830	"-"	"7"	0.142497122050939	706463
"cg05481881"	0.1292191745324	0.600120582975192	2.40596958407031	0.0194215022570094	0.736965562806773	-3.91112290362948	150621326	"+"	"3"	0.1292191745324	481789
"cg05529343"	0.127012932341976	0.532610228626733	2.09795836040265	0.0403878714761572	0.787731497313695	-4.54757584065205	22412124	"+"	"3"	0.127012932341976	443534
"cg05529874"	-0.128283291923997	0.29305787340994	-3.18503878559831	0.00235523404663441	0.560153076038789	-2.00255501769242	3356081	"-"	"16"	0.128283291923997	259300
"cg05537636"	-0.13942272885295	0.804272948135523	-3.00579755876557	0.00394471006785012	0.602101408497282	-2.47645479667295	40370068	"-"	"22"	0.13942272885295	434639
"cg05557449"	-0.121594916765988	0.461668345556398	-3.29409820026828	0.00170693263376447	0.532340213280042	-1.70494864521388	46801809	"-"	"17"	0.121594916765988	289035
"cg05567143"	0.134109141420478	0.561027812458173	2.35494353014705	0.0220192513580013	0.74780906836974	-4.02152866961388	50980910	"+"	"22"	0.134109141420478	436780
"cg05579037"	-0.122766888085982	0.752783906162221	-2.25081201206115	0.0283018140019571	0.765287261940693	-4.24079225993976	27184853	"-"	"7"	0.122766888085982	669614
"cg05586457"	0.126572508296764	0.333181868184429	2.56179284699832	0.0131038947020322	0.702962326414497	-3.56221422311956	127416839	"+"	"2"	0.126572508296764	368021
"cg05594470"	0.110503061503824	0.744229255045242	2.33161560448526	0.0233070620438622	0.751231793347266	-4.07135874170376	47247491	"+"	"21"	0.110503061503824	429085
"cg05598678"	0.122536486806117	0.379165417161446	2.10136458081631	0.0400758671828839	0.787506450063237	-4.54093860642059	133773099	"+"	"8"	0.122536486806117	747408
"cg05601974"	-0.111654417297297	0.563456133604013	-2.3185043929941	0.0240599605614518	0.75281859798387	-4.09918628238223	150941389	"+"	"7"	0.111654417297297	705225
"cg05603736"	0.152675415871911	0.570720639970521	2.36807773716743	0.0213224841152836	0.746062657415145	-3.99329447683073	40860592	"-"	"1"	0.152675415871911	9015
"cg05631737"	0.140397568684413	0.418033206461276	2.60078976312096	0.0118472819198754	0.693496142132299	-3.47218391652431	49780701	"-"	"8"	0.140397568684413	720864
"cg05641051"	0.110444458475882	0.687552092999337	2.61249453039444	0.011492108894889	0.692152565101218	-3.44495380831802	145582991	"+"	"2"	0.110444458475882	373547
"cg05658236"	-0.13795346536009	0.704238143523125	-2.87454490172076	0.00569177132657927	0.637708653418323	-2.81091060995244	47898911	"+"	"1"	0.13795346536009	10727
"cg05661786"	0.122956310548135	0.592602940909484	2.2067243980085	0.0314084211897982	0.772075858419213	-4.33113922361359	116312729	"+"	"1"	0.122956310548135	32053
"cg05662444"	-0.153929506478769	0.4938725430247	-2.23963164914964	0.0290627764017973	0.767074871092777	-4.26384496847649	154026397	"-"	"5"	0.153929506478769	602780
"cg05671386"	-0.125975315815528	0.264188486842497	-2.51100667098851	0.014921515769948	0.715477076113005	-3.67784987885749	3550239	"+"	"16"	0.125975315815528	259342
"cg05715655"	0.136913240367481	0.230280102363088	2.85171623034203	0.00606061193018258	0.641943337661604	-2.86795922565455	40407118	"+"	"5"	0.136913240367481	567582
"cg05741666"	0.136366568951145	0.451475834468779	2.43744011618076	0.0179597681858179	0.730042237732111	-3.84207298273885	124710960	"-"	"11"	0.136366568951145	138652
"cg05765761"	0.112512766198804	0.812673530478415	3.01049705560589	0.0038925798538895	0.602101408497282	-2.46427895649271	123985614	"-"	"11"	0.112512766198804	138418
"cg05778738"	0.152442791360195	0.486975653449021	2.57573799739978	0.0126412593810674	0.699061196436446	-3.53014250542565	107308392	"+"	"3"	0.152442791360195	468543
"cg05795603"	0.15658463370975	0.492307333806885	2.8351627686344	0.00634175545896366	0.646241801898877	-2.90911438514873	19702165	"+"	"19"	0.15658463370975	323289
"cg05797982"	0.136923235894585	0.599153262332816	2.54594103953713	0.0136484121210078	0.707431213897337	-3.59850412997261	71764958	"+"	"5"	0.136923235894585	577235
"cg05798929"	0.153458714730132	0.347417049612713	2.81526047362845	0.00669571117802175	0.651668453343025	-2.95835830513296	99853884	"-"	"4"	0.153458714730132	526104
"cg05821789"	-0.114855097720048	0.273606114244956	-2.70736393496597	0.008952456920693	0.675254628487377	-3.22075415091452	122848098	"-"	"11"	0.114855097720048	138096
"cg05824218"	-0.11763622155637	0.56563986581987	-2.39339345013342	0.0200348773837636	0.740374294852444	-3.93851290770202	38499096	"+"	"17"	0.11763622155637	287181
"cg05857996"	-0.116812698688471	0.76816202747347	-2.05293564795289	0.0447147373905714	0.793601717861063	-4.63443948619432	2675418	"+"	"20"	0.116812698688471	404069
"cg05868531"	-0.111200842207408	0.46170395890099	-2.14801477360374	0.0360094628595576	0.78131878429697	-4.44911690994455	232348602	"-"	"2"	0.111200842207408	400916
"cg05870305"	0.111281386207515	0.376148432846107	2.47586175872377	0.0163097346477642	0.720951093501993	-3.75679212832958	102259956	"+"	"12"	0.111281386207515	172888
"cg05886546"	-0.145568194627522	0.276277528328035	-3.1911422141007	0.00231354841181996	0.558286012372621	-1.98608097866146	40936498	"+"	"17"	0.145568194627522	287750
"cg05924489"	-0.110422961268707	0.573296024581736	-2.14948315708599	0.0358875508284098	0.781099278146595	-4.44619893087825	49459937	"+"	"3"	0.110422961268707	451533
"cg05927789"	0.162267501595784	0.559015623330967	2.6809442652019	0.0096023967623374	0.68066317665887	-3.28381065709868	47171414	"-"	"2"	0.162267501595784	345578
"cg05932042"	0.130327743976162	0.205334019979378	2.23249152881481	0.0295581579663989	0.767508196282198	-4.27851701399862	40822653	"-"	"17"	0.130327743976162	287730
"cg05944881"	0.115511058624423	0.665183115190998	2.91522303603564	0.00508559155884265	0.626557336717931	-2.70842393314001	124622317	"-"	"11"	0.115511058624423	138630
"cg05946623"	0.126747797023974	0.474454099030092	2.58248148950581	0.012422909155641	0.697693214065409	-3.51458438839115	62071193	"+"	"16"	0.126747797023974	271586
"cg05963131"	0.108976389728633	0.308521329898701	2.54512267731733	0.013677072488816	0.707738417006483	-3.60037279359436	1809393	"+"	"20"	0.108976389728633	403855
"cg05967404"	-0.117118587570118	0.419274443430067	-2.16638646283982	0.0345099741286257	0.779548820910406	-4.41248720485543	37824343	"+"	"22"	0.117118587570118	434173
"cg05999769"	0.136244383533324	0.277628820564978	2.15940148739242	0.0350735086467651	0.780352876281115	-4.42644500401874	3941523	"-"	"11"	0.136244383533324	103073
"cg06023661"	-0.131608018728104	0.500038611634073	-2.46749824350895	0.016656801799609	0.722105148559756	-3.77544702703112	32164801	"+"	"6"	0.131608018728104	619835
"cg06035600"	-0.118163947610806	0.695371823958368	-2.41400578250764	0.0190384265424601	0.735144606538095	-3.89355962180978	27687454	"+"	"1"	0.118163947610806	5953
"cg06047071"	-0.139737601646291	0.620143403327524	-2.62361235776274	0.011163757288271	0.691234040784468	-3.4190007866061	35078206	"-"	"7"	0.139737601646291	672056
"cg06056332"	0.150960397187185	0.422430497670214	2.31733596290222	0.0241280959547903	0.753173532525686	-4.10165991792934	160765923	"-"	"1"	0.150960397187185	38106
"cg06056884"	0.115332838673272	0.434914766094736	2.32878859613158	0.023467601436349	0.751919859315009	-4.07736976142151	26593658	"+"	"11"	0.115332838673272	110075
"cg06058170"	-0.128247075777006	0.506926876835777	-2.3085043363124	0.0246486788365234	0.755323540955436	-4.12032375396665	78808668	"-"	"5"	0.128247075777006	579384
"cg06067658"	0.111621522372365	0.264209164010407	2.64732114874626	0.0104919414092563	0.686844162653831	-3.36336955149689	159172357	"-"	"1"	0.111621522372365	37621
"cg06071746"	-0.114390748848563	0.318402417716964	-2.5425562873227	0.0137673058655129	0.709091187047677	-3.6062298546496	57297518	"+"	"17"	0.114390748848563	291990
"cg06092953"	0.117548552282112	0.264628033224791	3.00493024307821	0.00395440181474505	0.60235570908225	-2.47870041323337	77905699	"-"	"18"	0.117548552282112	320412
"cg06095753"	0.115549817390797	0.658444624806512	2.21972408672967	0.0304625707485395	0.770081348322056	-4.30465487817503	39614547	"+"	"13"	0.115549817390797	186924
