""	"seqnames"	"start"	"end"	"width"	"strand"	"value"	"area"	"cluster"	"indexStart"	"indexEnd"	"L"	"clusterL"	"p.value"	"fwer"	"p.valueArea"	"fwerArea"
"DMR_307"	"chr4"	154710224	154712580	2356	"*"	-0.896014286025771	30.4644857248762	316519	100391	100424	34	34	0.0001384338516912	0.072	0.0001999600079984	0.096
"DMR_308"	"chr11"	14993866	14995770	1904	"*"	-0.873258282725692	29.6907816126735	67339	21056	21089	34	40	0.0001384338516912	0.072	0.0002153415470752	0.104
"DMR_309"	"chr10"	135050343	135051532	1189	"*"	-1.08789190180927	25.0215137416132	63005	19048	19070	23	31	0.0001384338516912	0.072	0.000346084629228001	0.152
"DMR_310"	"chr1"	34630153	34632588	2435	"*"	-0.923517810092122	23.0879452523031	11377	3216	3240	25	25	0.0001384338516912	0.072	0.000484518480919201	0.204
"DMR_311"	"chr10"	119303831	119305335	1504	"*"	-1.25656301406352	18.8484452109528	59257	18276	18290	15	15	0.0001615061603064	0.072	0.0010305631181456	0.376
"DMR_312"	"chr15"	75639113	75640148	1035	"*"	-1.25483962050739	18.8225943076108	144070	46644	46658	15	15	0.0001615061603064	0.072	0.001038253887684	0.38
"DMR_313"	"chr19"	46998786	46999840	1054	"*"	-1.25015692810318	18.7523539215478	208950	69397	69411	15	15	0.0001615061603064	0.072	0.001076707735376	0.388
"DMR_314"	"chr13"	43148017	43149281	1264	"*"	-1.31990400047023	17.158752006113	112479	36736	36748	13	13	0.0001691969298448	0.072	0.0015612262162952	0.512
"DMR_315"	"chr10"	119301464	119302540	1076	"*"	-1.31469117179604	17.0909852333485	59255	18263	18275	13	13	0.0001768876993832	0.072	0.001576607755372	0.512
"DMR_316"	"chr6"	32976805	32977708	903	"*"	-1.30941645267681	17.0224138847986	350491	114437	114449	13	26	0.0001768876993832	0.072	0.0016073708335256	0.512
"DMR_317"	"chr8"	145925258	145926089	831	"*"	-1.5053538365074	16.5588922015814	410941	131374	131384	11	11	0.0001691969298448	0.072	0.0018919293064464	0.544
"DMR_318"	"chr3"	49941151	49941613	462	"*"	-1.50495878946807	16.5545466841487	282458	90655	90665	11	13	0.0001691969298448	0.072	0.0018919293064464	0.544
"DMR_319"	"chr19"	8656852	8657916	1064	"*"	-1.55659610355465	15.5659610355465	200344	64909	64918	10	10	0.0001768876993832	0.072	0.0023764477873656	0.596
"DMR_320"	"chr19"	15342548	15343395	847	"*"	-1.55181680321006	15.5181680321006	202361	66181	66190	10	10	0.0001768876993832	0.072	0.0023918293264424	0.6
"DMR_321"	"chr3"	49756301	49756904	603	"*"	-1.64328323489018	8.21641617445093	282393	90601	90605	5	11	0.00019226923846	0.072	0.0280789995846984	0.984
"DMR_322"	"chr11"	2291652	2293117	1465	"*"	-0.887397130517285	25.7345167850013	64405	19794	19822	29	39	0.0001461246212296	0.076	0.000323012320612801	0.14
"DMR_323"	"chr7"	93203695	93205295	1600	"*"	-0.897862943141605	23.3444365216817	380260	123367	123392	26	26	0.0001461246212296	0.076	0.000453755402765601	0.196
"DMR_324"	"chr13"	37004536	37005299	763	"*"	-1.21121665426574	19.3794664682518	111725	36501	36516	16	24	0.0001768876993832	0.076	0.000899820035992801	0.352
"DMR_325"	"chr14"	24836084	24836679	595	"*"	-1.30149477048252	16.9194320162728	121199	39161	39173	13	13	0.0001845784689216	0.076	0.0016458246812176	0.52
"DMR_326"	"chr17"	32483560	32484259	699	"*"	-1.29810737071271	16.8753958192652	174143	56589	56601	13	13	0.0001845784689216	0.076	0.0016612062202944	0.524
"DMR_327"	"chr6"	32118204	32118457	253	"*"	-1.29771704439368	16.8703215771178	350185	113668	113680	13	13	0.0001845784689216	0.076	0.0016612062202944	0.524
"DMR_328"	"chr9"	91605494	91606450	956	"*"	-1.39527041530493	16.7432449836592	416180	132229	132240	12	12	0.0002076507775368	0.076	0.0017611862242936	0.536
"DMR_329"	"chr8"	72754953	72755871	918	"*"	-1.48972882011337	16.3870170212471	400718	128980	128990	11	16	0.0001768876993832	0.076	0.0019534554627536	0.552
"DMR_330"	"chr11"	101785194	101785806	612	"*"	-1.54886882131311	15.4886882131311	80735	26020	26029	10	10	0.0001845784689216	0.076	0.0024302831741344	0.604
"DMR_331"	"chr4"	123747447	123748049	602	"*"	-1.54781649799662	15.4781649799662	313827	99685	99694	10	10	0.00019226923846	0.076	0.0024302831741344	0.604
"DMR_332"	"chr6"	10881891	10882326	435	"*"	-1.58737180811033	14.2863462729929	345614	108718	108726	9	10	0.0001999600079984	0.076	0.00326857705382001	0.672
"DMR_333"	"chr14"	105767768	105768109	341	"*"	-1.60764674167894	8.0382337083947	134268	43362	43366	5	20	0.0002076507775368	0.076	0.0300939812037592	0.988
"DMR_334"	"chr6"	89927233	89927651	418	"*"	-1.60368932910712	8.0184466455356	357170	117612	117616	5	8	0.0002076507775368	0.076	0.03037853967668	0.988
"DMR_335"	"chr17"	27225018	27225086	68	"*"	-1.66970589150424	6.67882356601696	173166	56301	56304	4	10	0.0001845784689216	0.076	0.0490517281159153	0.992
"DMR_336"	"chr18"	35145983	35147826	1843	"*"	-0.891603691835912	24.0732996795696	191151	62698	62724	27	27	0.000153815390768	0.08	0.000369156937843201	0.164
"DMR_337"	"chr6"	31650735	31651291	556	"*"	-1.23030953246496	18.4546429869744	349894	112440	112454	15	18	0.00019226923846	0.08	0.0011074708135296	0.404
"DMR_338"	"chr6"	30458048	30458730	682	"*"	-1.47214075997896	16.1935483597685	349391	110983	110993	11	17	0.00019226923846	0.08	0.0020303631581376	0.552
"DMR_339"	"chr19"	50193784	50195112	1328	"*"	-1.53755386764084	15.3755386764084	210217	69990	69999	10	10	0.0001999600079984	0.08	0.00249950009998	0.612
"DMR_340"	"chr12"	7342464	7343020	556	"*"	-1.52620375484479	15.2620375484479	89256	28734	28743	10	23	0.0001999600079984	0.08	0.0025994801039792	0.62
"DMR_341"	"chr19"	42070397	42071240	843	"*"	-1.58355631244604	14.2520068120144	207480	68587	68595	9	9	0.0002076507775368	0.08	0.00331472167105041	0.672
"DMR_342"	"chr8"	22223852	22224272	420	"*"	-1.58795357536786	9.52772145220717	394229	127240	127245	6	9	0.0002230323166136	0.08	0.0170658176057096	0.968
"DMR_343"	"chr11"	59323070	59323620	550	"*"	-1.60103545894388	8.0051772947194	72441	22703	22707	5	8	0.0002153415470752	0.08	0.0305246642979096	0.988
"DMR_344"	"chr7"	28996639	28998595	1956	"*"	-1.10509005517503	22.1018011035006	373212	121677	121696	20	24	0.0001691969298448	0.084	0.000599880023995201	0.252
"DMR_345"	"chr18"	52626146	52626848	702	"*"	-1.51792010113398	15.1792010113398	192723	63072	63081	10	14	0.0002076507775368	0.084	0.0026763877993632	0.624
"DMR_346"	"chr10"	23216637	23217173	536	"*"	-1.58260530797874	12.6608424638299	45494	14395	14402	8	8	0.0002153415470752	0.084	0.00543737406364881	0.784
"DMR_347"	"chr5"	115296978	115299088	2110	"*"	-1.09696272193429	20.8422917167514	332193	104565	104583	19	19	0.0001845784689216	0.088	0.000692169258456001	0.296
"DMR_348"	"chr11"	7041080	7042021	941	"*"	-1.09365982186739	20.7795366154805	65607	20549	20567	19	19	0.0001845784689216	0.088	0.000692169258456001	0.296
"DMR_349"	"chr12"	79257337	79258438	1101	"*"	-1.1731902882479	18.7710446119664	98983	32587	32602	16	16	0.0001999600079984	0.088	0.0010690169658376	0.384
"DMR_350"	"chr17"	47209546	47210599	1053	"*"	-1.18216178277748	17.7324267416622	178491	58735	58749	15	16	0.0002153415470752	0.088	0.0013535754387584	0.476
"DMR_351"	"chr8"	38964500	38965492	992	"*"	-1.27847043722786	16.6201156839622	397094	128068	128080	13	14	0.0002230323166136	0.088	0.0018688569978312	0.54
"DMR_352"	"chr18"	5196738	5197632	894	"*"	-1.38389290421749	16.6067148506099	188035	61870	61881	12	12	0.0002461046252288	0.088	0.0018688569978312	0.54
"DMR_353"	"chr10"	118608473	118609402	929	"*"	-1.27207098793359	16.5369228431367	59100	18210	18222	13	13	0.0002230323166136	0.088	0.0018919293064464	0.544
"DMR_354"	"chr1"	50513443	50513927	484	"*"	-1.51722952355481	15.1722952355481	15198	4707	4716	10	11	0.0002153415470752	0.088	0.00269176933844	0.624
"DMR_355"	"chr1"	36915840	36916195	355	"*"	-1.51512464707926	15.1512464707926	11858	3436	3445	10	11	0.0002153415470752	0.088	0.0027071508775168	0.624
"DMR_356"	"chr3"	158449660	158450590	930	"*"	-1.57359228416105	14.1623305574495	295448	94534	94542	9	10	0.0002230323166136	0.088	0.00341470167504961	0.676
"DMR_357"	"chr5"	140864020	140864834	814	"*"	-1.57285147531965	14.1556632778768	336160	106370	106378	9	9	0.0002230323166136	0.088	0.00341470167504961	0.676
"DMR_358"	"chr12"	7260403	7260903	500	"*"	-1.57007137518004	14.1306423766204	89220	28675	28683	9	12	0.0002230323166136	0.088	0.00343777398366481	0.68
"DMR_359"	"chr19"	41222284	41222599	315	"*"	-1.58996674209946	7.94983371049728	207271	68442	68446	5	14	0.0002384138556904	0.088	0.03114761663052	0.988
"DMR_360"	"chr7"	94284258	94284919	661	"*"	-1.0699905607791	21.399811215582	380380	123453	123472	20	20	0.0001845784689216	0.092	0.000630643102148801	0.268
"DMR_361"	"chr18"	76737392	76739559	2167	"*"	-1.16032096852676	19.7254564649548	195704	63473	63489	17	17	0.0002076507775368	0.092	0.000869056957839201	0.34
"DMR_362"	"chr22"	51016386	51017723	1337	"*"	-1.15480851763403	19.6317447997784	274753	87962	87978	17	17	0.0002076507775368	0.092	0.000876747727377601	0.344
"DMR_363"	"chr1"	1850733	1851439	706	"*"	-1.17206625235251	18.7530600376402	675	277	292	16	17	0.0002153415470752	0.092	0.001076707735376	0.388
"DMR_364"	"chr1"	24645793	24646392	599	"*"	-1.24736619388123	17.4631267143372	8384	2008	2021	14	14	0.0002076507775368	0.092	0.0014843185209112	0.496
"DMR_365"	"chr3"	62362660	62364390	1730	"*"	-1.26536743168962	16.4497766119651	284768	91557	91569	13	13	0.000230723086152	0.092	0.0019226923846	0.548
"DMR_366"	"chr17"	48049952	48050512	560	"*"	-1.51256339644137	15.1256339644137	178782	58858	58867	10	10	0.0002230323166136	0.092	0.002730223186132	0.628
"DMR_367"	"chr14"	23834808	23835212	404	"*"	-1.57371306999204	12.5897045599363	120861	38856	38863	8	8	0.0002384138556904	0.092	0.00559888022395521	0.792
"DMR_368"	"chr14"	24046085	24047057	972	"*"	-1.5691482684579	12.5531861476632	120965	38917	38924	8	8	0.0002384138556904	0.092	0.00563733407164721	0.792
"DMR_369"	"chr12"	31744310	31744706	396	"*"	-1.58651707855932	7.93258539279661	92295	29587	29591	5	9	0.0002537953947672	0.092	0.0313168135603649	0.988
"DMR_370"	"chr4"	4859772	4860698	926	"*"	-1.07656607630272	20.4547554497516	303041	96572	96590	19	19	0.0001999600079984	0.096	0.000730623106148001	0.304
"DMR_371"	"chr4"	110223040	110224288	1248	"*"	-1.06774128899041	20.2870844908179	312770	99270	99288	19	20	0.0001999600079984	0.096	0.000746004645224801	0.308
"DMR_372"	"chr2"	177052295	177053838	1543	"*"	-1.06616328229567	20.2571023636178	236848	77788	77806	19	19	0.0001999600079984	0.096	0.000746004645224801	0.308
"DMR_373"	"chr6"	6007259	6008937	1678	"*"	-1.11439729636194	20.0591513345149	344865	108533	108550	18	18	0.0002153415470752	0.096	0.000769076953840001	0.312
"DMR_374"	"chr17"	6899085	6899888	803	"*"	-1.24076281935014	17.370679470902	169344	54636	54649	14	19	0.000230723086152	0.096	0.0015150815990648	0.504
"DMR_375"	"chr10"	100995305	100997023	1718	"*"	-1.37765591920648	16.5318710304778	56041	17096	17107	12	12	0.000269176933844	0.096	0.0018919293064464	0.544
"DMR_376"	"chr19"	11529133	11530138	1005	"*"	-1.45532340503247	16.0085574553571	201223	65380	65390	11	11	0.000230723086152	0.096	0.0021226523925984	0.572
"DMR_377"	"chr14"	81421600	81422160	560	"*"	-1.56766810859589	12.5413448687671	129002	41962	41969	8	14	0.0002537953947672	0.096	0.00566809714980081	0.792
"DMR_378"	"chr8"	54164051	54164442	391	"*"	-1.56765856972779	12.5412685578223	398610	128349	128356	8	8	0.0002537953947672	0.096	0.00566809714980081	0.792
"DMR_379"	"chr22"	43505892	43506474	582	"*"	-1.13504945336407	19.2958407071893	272169	87473	87489	17	27	0.0002230323166136	0.1	0.000915201575069601	0.356
"DMR_380"	"chr14"	88458917	88460351	1434	"*"	-1.15189547446343	18.4303275914148	129343	42017	42032	16	16	0.0002384138556904	0.1	0.001115161583068	0.408
"DMR_381"	"chr11"	89867385	89868104	719	"*"	-1.23565063429036	17.2991088800651	79762	25701	25714	14	14	0.0002384138556904	0.1	0.0015304631381416	0.508
"DMR_382"	"chr1"	91184126	91185441	1315	"*"	-1.43123053466846	15.743535881353	20168	6197	6207	11	11	0.0002461046252288	0.1	0.0022610862442896	0.584
"DMR_383"	"chr17"	5403516	5404581	1065	"*"	-1.41413290830018	15.555461991302	169029	54533	54543	11	16	0.0002614861643056	0.1	0.002384138556904	0.596
"DMR_384"	"chr14"	103989189	103989789	600	"*"	-1.41295693417331	15.5425262759064	133432	43164	43174	11	11	0.0002614861643056	0.1	0.002384138556904	0.596
"DMR_385"	"chr11"	118134801	118135407	606	"*"	-1.49425705090107	14.9425705090107	83288	26921	26930	10	13	0.0002537953947672	0.1	0.0028609662682848	0.648
"DMR_386"	"chr2"	202483740	202484320	580	"*"	-1.49300016211639	14.9300016211639	239345	78750	78759	10	11	0.0002537953947672	0.1	0.0028686570378232	0.648
"DMR_387"	"chr7"	45960806	45961569	763	"*"	-1.03685445228266	19.7002345933705	375984	122341	122359	19	31	0.0002153415470752	0.104	0.000869056957839201	0.34
"DMR_388"	"chr9"	23821428	23822666	1238	"*"	-1.17532060129367	17.629809019405	412851	131721	131735	15	15	0.0002461046252288	0.104	0.0013997200559888	0.484
"DMR_389"	"chr17"	37764118	37764802	684	"*"	-1.36609805499239	16.3931766599086	175379	57079	57090	12	12	0.0002999400119976	0.104	0.0019457646932152	0.552
"DMR_390"	"chr1"	156260918	156261403	485	"*"	-1.56465223901889	12.5172179121511	26173	9344	9351	8	8	0.0002768677033824	0.104	0.00570655099749281	0.796
"DMR_391"	"chr12"	85306323	85307152	829	"*"	-1.22705739122082	17.1788034770915	99369	32710	32723	14	18	0.0002537953947672	0.108	0.0015612262162952	0.512
"DMR_392"	"chr6"	33282736	33283162	426	"*"	-1.03236531362673	19.6149409589079	350651	115204	115222	19	25	0.000230723086152	0.112	0.000876747727377601	0.344
"DMR_393"	"chr12"	105477526	105478741	1215	"*"	-1.22148939187383	17.1008514862336	101878	33519	33532	14	14	0.0002614861643056	0.112	0.001576607755372	0.512
"DMR_394"	"chr3"	26663551	26664621	1070	"*"	-1.25187865694808	16.2744225403251	278455	89007	89019	13	13	0.000269176933844	0.112	0.0019842185409072	0.552
"DMR_395"	"chr16"	725142	726214	1072	"*"	-1.25166364243505	16.2716273516556	149625	48252	48264	13	13	0.000269176933844	0.112	0.0019842185409072	0.552
"DMR_396"	"chr8"	86350278	86351195	917	"*"	-1.34767404633489	16.1720885560186	401814	129335	129346	12	12	0.000323012320612801	0.112	0.002038053927676	0.552
"DMR_397"	"chr11"	117667737	117668288	551	"*"	-1.34696143578272	16.1635372293927	83112	26838	26849	12	13	0.000323012320612801	0.112	0.002038053927676	0.552
"DMR_398"	"chr1"	50888710	50889510	800	"*"	-1.47110713088139	14.7110713088139	15261	4735	4744	10	10	0.0002845584729208	0.112	0.0029686370418224	0.656
"DMR_399"	"chr1"	40782713	40783264	551	"*"	-1.46891668895493	14.6891668895493	12874	3794	3803	10	11	0.0002845584729208	0.112	0.0029763278113608	0.66
"DMR_400"	"chr6"	33560953	33561449	496	"*"	-1.55962169479706	12.4769735583765	350749	115593	115600	8	8	0.0002922492424592	0.112	0.00582960331010721	0.808
"DMR_401"	"chr2"	43327937	43328657	720	"*"	-1.55555410751481	10.8888787526037	220411	73177	73183	7	8	0.0002999400119976	0.112	0.00993647424361282	0.92
"DMR_402"	"chr6"	28956226	28956804	578	"*"	-1.06497267758771	19.1695081965789	348897	109939	109956	18	18	0.0002614861643056	0.116	0.000969036961838402	0.368
"DMR_403"	"chr1"	175161526	175162553	1027	"*"	-1.06237973791387	19.1228352824497	29510	10530	10547	18	18	0.0002614861643056	0.116	0.000984418500915202	0.368
"DMR_404"	"chr5"	174150712	174152033	1321	"*"	-1.20784672149272	16.9098541008981	341486	107727	107740	14	14	0.0002845584729208	0.116	0.001653515450756	0.524
"DMR_405"	"chr1"	115212845	115213259	414	"*"	-1.39219598954293	15.3141558849723	23063	7662	7672	11	15	0.0003153215510744	0.116	0.0025533354867488	0.616
"DMR_406"	"chr2"	216945999	216946680	681	"*"	-1.38960564853114	15.2856621338426	241091	79110	79120	11	12	0.000330703090151201	0.116	0.0025840985649024	0.62
"DMR_407"	"chr5"	66124167	66124801	634	"*"	-1.44848581860564	14.4848581860564	327276	103008	103017	10	10	0.0003153215510744	0.116	0.0030916893544368	0.668
"DMR_408"	"chr5"	140749735	140750160	425	"*"	-1.53492930897178	13.814363780746	336102	106288	106296	9	9	0.0002922492424592	0.116	0.00385307553873841	0.704
"DMR_409"	"chr11"	31846414	31847173	759	"*"	-1.55069095612653	12.4055276490122	69124	21683	21690	8	8	0.0002999400119976	0.116	0.00594496485318321	0.812
"DMR_410"	"chr18"	24130267	24131379	1112	"*"	-1.54943791313937	12.395503305115	190209	62391	62398	8	9	0.0002999400119976	0.116	0.00596034639226001	0.812
"DMR_411"	"chr6"	49517997	49518360	363	"*"	-1.56439719064514	7.8219859532257	354386	116745	116749	5	9	0.000323012320612801	0.116	0.0326011720732777	0.988
"DMR_412"	"chr2"	223162587	223163809	1222	"*"	-1.05376881646084	18.9678386962951	242510	79603	79620	18	18	0.000269176933844	0.12	0.0010228723486072	0.376
"DMR_413"	"chr7"	19812327	19813525	1198	"*"	-1.04768853201203	18.8583935762166	371693	121050	121067	18	18	0.000269176933844	0.12	0.0010305631181456	0.376
"DMR_414"	"chr14"	38068340	38069728	1388	"*"	-1.1297385111009	18.0758161776144	122454	39639	39654	16	16	0.0002768677033824	0.12	0.001230523126144	0.436
"DMR_415"	"chr18"	28621985	28623159	1174	"*"	-1.12480986951996	17.9969579123194	190382	62418	62433	16	17	0.0002768677033824	0.12	0.0012535954347592	0.44
"DMR_416"	"chr13"	100635730	100637258	1528	"*"	-1.1458516503808	17.187774755712	117040	37825	37839	15	15	0.0002999400119976	0.12	0.0015612262162952	0.512
"DMR_417"	"chr4"	48987578	48988801	1223	"*"	-1.14452742128749	17.1679113193123	307904	97734	97748	15	15	0.0002999400119976	0.12	0.0015612262162952	0.512
"DMR_418"	"chr1"	58715499	58716662	1163	"*"	-1.20163420639262	16.8228788894966	16803	5179	5192	14	14	0.0002922492424592	0.12	0.001691969298448	0.532
"DMR_419"	"chr6"	26183508	26184037	529	"*"	-1.52153213930869	13.6937892537782	348212	109231	109239	9	9	0.0002999400119976	0.12	0.00396843708181441	0.708
"DMR_420"	"chr1"	38100255	38100837	582	"*"	-1.54759489409975	12.380759152798	12131	3508	3515	8	8	0.0003153215510744	0.12	0.00599880023995201	0.812
"DMR_421"	"chr8"	87081654	87082065	411	"*"	-1.54514303475261	12.3611442780209	401868	129347	129354	8	8	0.0003153215510744	0.12	0.00604494485718241	0.816
"DMR_422"	"chr3"	49236586	49236946	360	"*"	-1.54589084672566	9.27534508035398	282235	90510	90515	6	8	0.000338393859689601	0.12	0.018803931521388	0.968
"DMR_423"	"chr1"	114696350	114697113	763	"*"	-1.19712589584039	16.7597625417655	22999	7628	7641	14	14	0.0002999400119976	0.124	0.0017381139156784	0.536
"DMR_424"	"chr2"	38892846	38893519	673	"*"	-1.5419523129618	12.3356185036944	219737	73050	73057	8	8	0.000323012320612801	0.124	0.00611416178302801	0.816
"DMR_425"	"chr17"	66507610	66507857	247	"*"	-1.55218161043414	7.76090805217071	182128	59915	59919	5	8	0.000338393859689601	0.124	0.0333394859489641	0.988
"DMR_426"	"chr1"	202936090	202936450	360	"*"	-1.55218027375514	7.76090136877569	32973	11455	11459	5	8	0.000338393859689601	0.124	0.0333394859489641	0.988
"DMR_427"	"chr12"	41581414	41582362	948	"*"	-1.43128969608136	14.3128969608136	92843	29689	29698	10	11	0.000338393859689601	0.128	0.003230123206128	0.672
"DMR_428"	"chr10"	89419054	89419725	671	"*"	-1.43101382203921	14.3101382203921	53953	16389	16398	10	17	0.000338393859689601	0.128	0.00323781397566641	0.672
"DMR_429"	"chr4"	187476326	187476912	586	"*"	-1.50766203352683	13.5689583017414	319453	101326	101334	9	12	0.000323012320612801	0.128	0.00416070632027441	0.712
"DMR_430"	"chr1"	200003800	200004757	957	"*"	-1.50051526634451	13.5046373971006	32107	11165	11173	9	9	0.000338393859689601	0.128	0.00422223247658161	0.716
"DMR_431"	"chr3"	124931535	124932002	467	"*"	-1.50040429131401	13.5036386218261	290466	92864	92872	9	9	0.000338393859689601	0.128	0.00422223247658161	0.716
"DMR_432"	"chr13"	97646341	97647084	743	"*"	-1.49708626226333	13.47377636037	116329	37749	37757	9	9	0.000338393859689601	0.128	0.00425299555473521	0.716
"DMR_433"	"chr19"	46916520	46917061	541	"*"	-1.49664360504848	13.4697924454363	208922	69387	69395	9	10	0.000338393859689601	0.128	0.00425299555473521	0.716
"DMR_434"	"chr11"	789849	790293	444	"*"	-1.49587642789146	13.4628878510232	63567	19396	19404	9	9	0.000338393859689601	0.128	0.00428375863288881	0.716
"DMR_435"	"chr6"	28554680	28555742	1062	"*"	-0.935849498101846	21.5245384563425	348778	109608	109630	23	31	0.0002614861643056	0.132	0.000630643102148801	0.268
"DMR_436"	"chr5"	131346715	131347831	1116	"*"	-1.03810698299692	18.6859256939445	333723	105058	105075	18	21	0.0002922492424592	0.132	0.0010843985049144	0.392
"DMR_437"	"chr6"	99272559	99273830	1271	"*"	-1.13950374067581	17.0925561101371	357729	117761	117775	15	15	0.000323012320612801	0.132	0.001576607755372	0.512
"DMR_438"	"chr2"	46465	47452	987	"*"	-1.2417617554066	16.1429028202857	212785	71529	71541	13	16	0.000323012320612801	0.132	0.0020611262362912	0.564
"DMR_439"	"chr17"	35290307	35291580	1273	"*"	-1.3165364627023	15.7984375524276	174739	56848	56859	12	12	0.000384538476920001	0.132	0.0022533954747512	0.584
"DMR_440"	"chr14"	93214468	93215447	979	"*"	-1.37441019972736	15.118512197001	130417	42337	42347	11	12	0.000376847707381601	0.132	0.0027379139556704	0.632
"DMR_441"	"chr6"	28175283	28176230	947	"*"	-1.41737672908879	14.1737672908879	348662	109472	109481	10	10	0.000376847707381601	0.132	0.00339932013597281	0.676
"DMR_442"	"chr12"	49487944	49488898	954	"*"	-1.41072035817915	14.1072035817915	94003	30188	30197	10	10	0.000376847707381601	0.132	0.00346853706181841	0.68
"DMR_443"	"chr11"	86510915	86511217	302	"*"	-1.54732625228049	7.73663126140247	79563	25637	25641	5	10	0.000361466168304801	0.132	0.0336086628828081	0.988
"DMR_444"	"chr11"	117747030	117748512	1482	"*"	-1.00630953309854	20.1261906619707	83149	26851	26870	20	20	0.0002768677033824	0.136	0.000769076953840001	0.312
"DMR_445"	"chr6"	10415077	10416531	1454	"*"	-1.01373247620249	19.2609170478474	345500	108631	108649	19	19	0.0002845584729208	0.136	0.000930583114146401	0.36
"DMR_446"	"chr17"	48636344	48637649	1305	"*"	-1.08406546229262	18.4291128589745	179079	59003	59019	17	29	0.000307630781536001	0.136	0.001115161583068	0.408
"DMR_447"	"chr16"	22824877	22826243	1366	"*"	-1.11064571117127	17.7703313787404	154784	49976	49991	16	16	0.000323012320612801	0.136	0.00134588466922	0.476
"DMR_448"	"chr10"	104628811	104629869	1058	"*"	-1.18194105905202	16.5471748267283	57157	17696	17709	14	14	0.000323012320612801	0.136	0.0018919293064464	0.544
"DMR_449"	"chr1"	76540110	76540641	531	"*"	-1.37213781233016	15.0935159356317	18753	5843	5853	11	11	0.000392229246458401	0.136	0.0027456047252088	0.632
"DMR_450"	"chr10"	63422254	63423079	825	"*"	-1.53444135892727	12.2755308714181	49735	15377	15384	8	10	0.000346084629228001	0.136	0.00629104948241121	0.824
"DMR_451"	"chr5"	134210458	134210859	401	"*"	-1.53424478959473	12.2739583167578	334495	105447	105454	8	13	0.000346084629228001	0.136	0.00629104948241121	0.824
"DMR_452"	"chr3"	62304255	62305213	958	"*"	-1.12935563459741	16.9403345189612	284748	91525	91539	15	21	0.000338393859689601	0.14	0.0016304431421408	0.516
"DMR_453"	"chr6"	85473773	85474803	1030	"*"	-1.23520269969534	16.0576350960395	356760	117439	117451	13	13	0.000346084629228001	0.14	0.0021072708535216	0.572
"DMR_454"	"chr3"	21792195	21793157	962	"*"	-1.37013319949348	15.0714651944283	278030	88860	88870	11	14	0.000399920015996801	0.14	0.0027763678033624	0.632
"DMR_455"	"chr1"	55504971	55505343	372	"*"	-1.40665231042808	14.0665231042808	16350	5159	5168	10	12	0.000399920015996801	0.14	0.00353006321812561	0.684
"DMR_456"	"chr5"	2751550	2752545	995	"*"	-1.22737807239586	15.9559149411462	321111	101611	101623	13	13	0.000353775398766401	0.144	0.0021457247012136	0.572
"DMR_457"	"chr19"	8372814	8373608	794	"*"	-1.30188998717766	15.6226798461319	200208	64840	64851	12	12	0.000407610785535201	0.144	0.0023303031701352	0.592
"DMR_458"	"chr1"	45140072	45140495	423	"*"	-1.35710691621301	14.9281760783432	14210	4298	4308	11	13	0.000422992324612001	0.144	0.0028763478073616	0.648
"DMR_459"	"chr15"	89148310	89148933	623	"*"	-1.46622597147138	13.1960337432424	146437	47358	47366	9	9	0.000384538476920001	0.144	0.00457600787534801	0.74
"DMR_460"	"chr7"	12609818	12611236	1418	"*"	-1.00593797087163	19.1128214465611	371080	120894	120912	19	19	0.000307630781536001	0.148	0.000984418500915202	0.368
"DMR_461"	"chr5"	113697330	113698847	1517	"*"	-1.0588248015552	18.0000216264385	332013	104451	104467	17	17	0.000330703090151201	0.148	0.0012535954347592	0.44
"DMR_462"	"chr5"	118691007	118692011	1004	"*"	-1.22587703203948	15.9364014165132	332478	104643	104655	13	17	0.000361466168304801	0.148	0.002153415470752	0.572
"DMR_463"	"chr3"	169683969	169684395	426	"*"	-1.52086437985504	12.1669150388403	296219	94792	94799	8	19	0.000376847707381601	0.148	0.00647562795133281	0.836
"DMR_464"	"chr1"	155035008	155035979	971	"*"	-1.51970638444031	12.1576510755225	25758	9011	9018	8	17	0.000376847707381601	0.148	0.00648331872087121	0.836
"DMR_465"	"chr1"	3689178	3689683	505	"*"	-1.53585968400961	7.67929842004807	1897	577	581	5	10	0.000407610785535201	0.148	0.0342854506021873	0.988
"DMR_466"	"chr14"	90168206	90168492	286	"*"	-1.52980928515183	7.64904642575917	129677	42123	42127	5	10	0.000407610785535201	0.148	0.0347007521572609	0.988
"DMR_467"	"chr22"	45404843	45406130	1287	"*"	-1.0549441468957	17.9340504972269	272781	87622	87638	17	17	0.000338393859689601	0.152	0.0012766677433744	0.448
"DMR_468"	"chr7"	94537716	94538408	692	"*"	-1.21340759019644	15.7742986725537	380398	123549	123561	13	13	0.000376847707381601	0.152	0.0022533954747512	0.584
"DMR_469"	"chr5"	37835506	37836246	740	"*"	-1.29594440017649	15.5513328021179	324588	102105	102116	12	12	0.000438373863688801	0.152	0.002384138556904	0.596
"DMR_470"	"chr19"	46318439	46319493	1054	"*"	-1.33910421532125	14.7301463685338	208737	69306	69316	11	11	0.000446064633227201	0.152	0.0029455647332072	0.656
"DMR_471"	"chr2"	238395441	238396155	714	"*"	-1.39120426540599	13.9120426540599	245467	80070	80079	10	10	0.000469136941842401	0.152	0.00369926014797041	0.688
