"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"MAPINFO"	"Strand"	"CHR"	"abs_logFC"	"fragment_ID"
"cg05406609"	0.26168145158446	0.55642358771675	5.02208375452697	5.2496576524405e-06	0.000406339632688353	3.79715096374977	203619298	"-"	"1"	0.26168145158446	51211
"cg05409540"	0.257087013408589	0.514383739776136	4.24192340783193	8.13298846470147e-05	0.00282265355824362	1.18492766914865	87862451	"-"	"6"	0.257087013408589	635976
"cg05412028"	0.370815205241479	0.295126198003124	6.99884434912854	3.03736391858713e-09	2.86045191031397e-06	10.9814327319501	95952937	"-"	"13"	0.370815205241479	204753
"cg05428298"	0.27519491391868	0.304566597520763	4.9993851164946	5.69869909156115e-06	0.000431701001590114	3.71855115198153	75536360	"-"	"14"	0.27519491391868	227286
"cg05429921"	0.347239957666033	0.436587800850671	5.6615281481414	4.9762264104174e-07	8.06931953063683e-05	6.05992542773683	13135318	"-"	"19"	0.347239957666033	322339
"cg05433805"	0.287689445520325	0.561418186080861	4.84388358525219	9.96550346180284e-06	0.000637787826043975	3.18382585104652	37204814	"-"	"3"	0.287689445520325	448261
"cg05436231"	0.305294937702957	0.528863175186449	6.85958107091654	5.19430574363368e-09	4.05490030000659e-06	10.4627353832498	27709789	"-"	"1"	0.305294937702957	5953
"cg05448404"	0.259659945537875	0.304446587262712	5.64037085281739	5.38601928807318e-07	8.53363530787903e-05	5.9837553091566	779173	"-"	"4"	0.259659945537875	496650
"cg05451722"	0.275768977230237	0.394020451028932	6.32150074841107	4.09446061263096e-08	1.51403011213208e-05	8.4680749290977	145065385	"+"	"8"	0.275768977230237	750289
"cg05452406"	0.32405031358546	0.302563166436878	5.81088823690735	2.84092423161115e-07	5.5435387012094e-05	6.59973420923032	10881891	"+"	"6"	0.32405031358546	613688
"cg05453333"	0.298552751581127	0.333663182413931	7.15100013753467	1.6891097793646e-09	2.0188590705424e-06	11.5487555142433	49731375	"+"	"10"	0.298552751581127	77604
"cg05457563"	0.312328050308512	0.382864292039657	8.10984736813749	4.19489315894722e-11	1.81154213804944e-07	15.1216788739559	1467029	"-"	"19"	0.312328050308512	320595
"cg05465104"	0.269187299106315	0.475879108010881	4.90878402533841	7.89794027222257e-06	0.000543123011332436	3.40618937682807	113163493	"+"	"1"	0.269187299106315	31132
"cg05468948"	0.25823461808228	0.3402533254335	5.10323346529881	3.91086788717952e-06	0.00033161883371679	4.07923336411946	166078832	"-"	"6"	0.25823461808228	660479
"cg05472974"	0.303114806669058	0.210071928045089	6.39440048774022	3.09876167810909e-08	1.26371472664782e-05	8.73710876056527	71205399	"+"	"2"	0.303114806669058	352994
"cg05475524"	0.253686978116619	0.414171907942892	5.66135150783565	4.97951665524847e-07	8.06931953063683e-05	6.05928917516762	66326798	"-"	"11"	0.253686978116619	121566
"cg05487207"	0.322410485476775	0.263924298786688	6.76175884095805	7.56903627577801e-09	5.20555539505317e-06	10.0988341855209	22224126	"+"	"8"	0.322410485476775	713762
"cg05490924"	0.28914026416787	0.326082919583898	6.48187998706657	2.21690866720604e-08	1.01282432062299e-05	9.06053488857486	74730755	"+"	"2"	0.28914026416787	353933
"cg05492660"	0.331949536901842	0.337721997827593	6.58015674497122	1.5208557217509e-08	8.06563819645144e-06	9.42456308981422	71205564	"-"	"2"	0.331949536901842	352994
"cg05499367"	0.255839129812023	0.628558819283388	5.16407029206498	3.13327552242599e-06	0.000283581369541484	4.29177878760826	63213510	"-"	"10"	0.255839129812023	81807
"cg05499559"	0.355165164703334	0.410757321999759	8.65941589648385	5.12134910676705e-12	4.95404487414718e-08	17.1532402629838	48789176	"-"	"20"	0.355165164703334	415665
"cg05502701"	0.288262205143055	0.351137938748586	6.74654901382427	8.02507111246882e-09	5.42102520207171e-06	10.04229267544	73674160	"+"	"3"	0.288262205143055	458638
"cg05516386"	0.2645215	0.3262401	3.626794	0.0006094162	0.01152583	-0.711513	140761973	"+"	"5"	0.2645215	598746
"cg05525499"	0.321104432555637	0.278681696051203	3.80662528941551	0.000343635993001538	0.00774444907830254	-0.174823862177148	43893015	"+"	"10"	0.321104432555637	76044
"cg05527113"	0.259254671776581	0.597590794063642	6.95895204312377	3.54220972844899e-09	3.16486405884238e-06	10.8327857664448	65204428	"+"	"15"	0.259254671776581	248619
"cg05546044"	0.264144683612478	0.34187353409318	5.19549561758163	2.79338843826953e-06	0.000262207338410675	4.40191669954208	22222597	"+"	"22"	0.264144683612478	430463
"cg05552183"	0.365687237637111	0.318002431911152	5.40521845340147	1.29150509590498e-06	0.000153794507655301	5.14263086620798	42928497	"-"	"6"	0.365687237637111	622541
"cg05557932"	0.274835193971181	0.389124414655899	5.42673887741076	1.19263903208076e-06	0.000145764559490492	5.21916683616528	3929351	"+"	"16"	0.274835193971181	259427
"cg05559648"	0.279339138901654	0.448607016233733	4.87371755090896	8.95643947880493e-06	0.000594081859024117	3.28589609226835	92963952	"+"	"12"	0.279339138901654	169971
"cg05562612"	0.289243639756809	0.507694233856417	5.46446441913752	1.03702576697567e-06	0.000132388026907457	5.35355861679172	31558631	"+"	"22"	0.289243639756809	432599
"cg05564831"	0.275690413018566	0.600145101766084	6.30051747771551	4.43601154704285e-08	1.60354855075637e-05	8.39072543815794	52568323	"+"	"3"	0.275690413018566	452222
"cg05564954"	0.308963818740752	0.455636208771813	5.74961362292191	3.57684044657622e-07	6.45360399689281e-05	6.37784957700074	87997610	"-"	"16"	0.308963818740752	278322
"cg05578840"	0.266215445271415	0.34219017245302	5.22125909434659	2.54203111729014e-06	0.000245538681076139	4.49238349110187	76934327	"+"	"5"	0.266215445271415	578822
"cg05600717"	0.281703753518	0.462432581105634	5.07615614090929	4.31527316636724e-06	0.000353914353032587	3.98492563494272	52378744	"-"	"13"	0.281703753518	190940
"cg05601456"	0.260087238209066	0.480884676302994	4.11384156398755	0.000125210329304276	0.00382146181060633	0.776514869989652	114900431	"-"	"4"	0.260087238209066	530957
"cg05604380"	0.30482594499177	0.584539277435155	5.86193984008687	2.34390585771535e-07	4.88649814904204e-05	6.78503195129911	33147137	"+"	"7"	0.30482594499177	671395
"cg05628107"	0.313021998877481	0.254196177534294	5.7078321966593	4.18389477697276e-07	7.18960464492107e-05	6.22689105635986	89419384	"-"	"10"	0.313021998877481	89216
"cg05632420"	0.296376842084286	0.477621490842128	4.91183802524263	7.8117869814298e-06	0.000539521969033898	3.4166821494204	130793732	"-"	"7"	0.296376842084286	699484
"cg05642143"	0.325127163665957	0.284593607743487	6.05064389316613	1.14812790738692e-07	3.02892910274079e-05	7.47308833596345	42928409	"+"	"6"	0.325127163665957	622541
"cg05644480"	0.287652227562232	0.537341101322024	6.61479377702585	1.33151517518982e-08	7.49428183153638e-06	9.55301800019085	45418020	"-"	"19"	0.287652227562232	329551
"cg05654364"	0.298694293408004	0.239550187048273	5.87968965397373	2.19213271926306e-07	4.68037108797125e-05	6.84954573745401	148929172	"+"	"5"	0.298694293408004	601295
"cg05664581"	0.268785410309013	0.436331195540751	4.72241688128669	1.53536952923064e-05	0.000864232336168281	2.77093924632666	181428242	"+"	"3"	0.268785410309013	491687
"cg05675373"	0.262224401097278	0.344044203062118	5.02323798928597	5.22777664527649e-06	0.000405337899793892	3.80115138246886	110754257	"+"	"1"	0.262224401097278	30371
"cg05691152"	0.281081737440821	0.27407764996771	5.86926432144075	2.28005421940506e-07	4.80460406571428e-05	6.81164818059685	38092978	"-"	"22"	0.281081737440821	434211
"cg05700339"	0.330441069002456	0.384235420772523	6.52943735755216	1.84749833647065e-08	9.0933391832505e-06	9.23660795418898	12254566	"+"	"18"	0.330441069002456	301365
"cg05714155"	0.33600578115944	0.530936581148484	5.89445690041303	2.07331553452771e-07	4.50895787465324e-05	6.90325311888448	172974735	"-"	"2"	0.33600578115944	382430
"cg05728754"	0.295246392006523	0.257344426275654	6.22846442309965	5.83915512601462e-08	1.93350123449041e-05	8.1254410292568	47225326	"+"	"12"	0.295246392006523	155805
"cg05730460"	0.268806198091583	0.306297514515108	5.59613302337403	6.35373436341159e-07	9.5043874781871e-05	5.82474126570952	2159925	"+"	"9"	0.268806198091583	751135
"cg05730916"	0.359046085175565	0.330629212277747	9.22286852961687	6.0567478686373e-13	1.62451115094542e-08	19.2128934871546	48789074	"+"	"20"	0.359046085175565	415665
"cg05741468"	0.302524467674805	0.437296823196204	5.39373700182792	1.3475152649468e-06	0.000158447484149699	5.10183632624607	160567678	"+"	"2"	0.302524467674805	378408
"cg05743713"	0.281374876915284	0.27085082044022	4.53458361168954	2.97134629385859e-05	0.00138115630756543	2.14148085316932	66885240	"-"	"11"	0.281374876915284	121683
"cg05746024"	0.256243102646209	0.394742964762624	5.00807462639114	5.52250891954895e-06	0.000422233607189782	3.7486248843702	154540074	"+"	"1"	0.256243102646209	36468
"cg05746069"	0.276022494914307	0.397270579169806	6.63420666526468	1.23586448184862e-08	7.12250374556623e-06	9.62504548380508	153857907	"+"	"5"	0.276022494914307	602757
"cg05770238"	0.262916307766154	0.224647743753826	6.27013681968753	4.9813050726205e-08	1.73081027245263e-05	8.27880839533218	26686587	"+"	"1"	0.262916307766154	5737
"cg05780543"	0.268112688352053	0.471629038739237	5.3655366494558	1.49545753819339e-06	0.000169523898203401	5.00175340883052	46963764	"-"	"16"	0.268112688352053	267234
"cg05784314"	0.285815229104861	0.271592084279394	4.67742868530027	1.80008445008205e-05	0.000966303713244602	2.61914986189174	153747728	"-"	"1"	0.285815229104861	36313
"cg05800289"	0.267517693318447	0.47847390729319	4.97213779756567	6.28771922165912e-06	0.000463402479438691	3.62437946107951	77301496	"-"	"11"	0.267517693318447	124049
"cg05803032"	0.252521520438202	0.494679470278696	4.71624728914764	1.5692818106982e-05	0.000877804459814753	2.75008607527616	69213627	"-"	"4"	0.252521520438202	516096
"cg05804220"	0.356103302997784	0.355966743713228	7.31704955766176	8.90017451265258e-10	1.33135416675359e-06	12.1682768954179	45422062	"+"	"15"	0.356103302997784	242638
"cg05822532"	0.272327268859047	0.437749139767848	5.61258882131323	5.97517675414259e-07	9.13859922291093e-05	5.88385203755597	73442531	"-"	"7"	0.272327268859047	682341
"cg05822926"	0.252889628281034	0.355907293741649	6.26645065259439	5.05184390057808e-08	1.74279966620328e-05	8.26523523908312	8302235	"+"	"7"	0.252889628281034	663511
"cg05835105"	0.302417907143468	0.4859368910524	6.07698023555578	1.03893818146176e-07	2.82821371922492e-05	7.56947873125001	111543401	"-"	"4"	0.302417907143468	529908
"cg05842787"	0.262042650603861	0.193485311050413	5.23762727273865	2.39404769620288e-06	0.000235922300606537	4.54993868011476	31833963	"-"	"11"	0.262042650603861	111840
"cg05846166"	0.33274013463331	0.38854979757726	7.8098899552757	1.33009281799415e-10	3.97111526486394e-07	14.006205518895	2770814	"+"	"16"	0.33274013463331	259208
"cg05856065"	0.266357576922901	0.485082310010527	4.56387031304326	2.68251096111695e-05	0.00128633956521797	2.23886847770444	32342144	"-"	"22"	0.266357576922901	432748
"cg05858126"	0.26024733407217	0.423608732525894	4.41116363491669	4.55876051823696e-05	0.00187461100562285	1.73430604804634	104196213	"+"	"10"	0.26024733407217	93527
"cg05867975"	0.260924164522293	0.270190704399207	5.31437915873969	1.80582468323724e-06	0.000193356455330774	4.82062244185745	10131854	"-"	"18"	0.260924164522293	300727
"cg05873889"	0.292983225594961	0.186587184013226	5.78543019310395	3.12644877227076e-07	5.93833815845522e-05	6.5074766227243	44948152	"-"	"13"	0.292983225594961	188641
"cg05882699"	0.261268795690532	0.431009450237807	4.20192567055429	9.31199997602768e-05	0.00310171556430288	1.05668469780496	126840591	"-"	"10"	0.261268795690532	100222
"cg05885123"	0.258996746584111	0.200454371192321	5.42975011793933	1.17941459458486e-06	0.000144781170279686	5.22988355635213	43276513	"+"	"6"	0.258996746584111	622595
"cg05886811"	0.259221644840681	0.374674885632645	5.50254998569169	9.00284127127341e-07	0.000120404784931222	5.4895150681921	17280740	"-"	"6"	0.259221644840681	615600
"cg05897048"	0.292519765174599	0.327864154728227	6.41765898035578	2.83493415688139e-08	1.20277303852824e-05	8.82303929464763	63382143	"-"	"11"	0.292519765174599	121066
"cg05901357"	0.337234790109939	0.393671796632929	6.11622015461746	8.95086649274357e-08	2.56673703146995e-05	7.71324786268376	27529325	"-"	"2"	0.337234790109939	339773
"cg05901765"	0.365536000227781	0.449649148920346	6.93203524061137	3.9293503212929e-09	3.40183738514042e-06	10.7325157621797	68710818	"-"	"5"	0.365536000227781	576307
"cg05903330"	0.30734811573385	0.328060570477178	6.62849738074965	1.26326155082692e-08	7.23938145316604e-06	9.6038599830861	39542136	"+"	"22"	0.30734811573385	434468
"cg05904716"	0.27106905188155	0.420163118901655	5.24753856272715	2.3085988032502e-06	0.00022987491125257	4.58481925973621	179779205	"+"	"5"	0.27106905188155	610199
"cg05921905"	0.274554319833624	0.348247662276653	4.77993520275969	1.25181145366285e-05	0.000746643016832299	2.96590758667478	27142527	"+"	"7"	0.274554319833624	669600
"cg05924489"	0.288362656180209	0.573296024581736	6.89585235919825	4.51709791519148e-09	3.71980706058287e-06	10.5977662519994	49459937	"+"	"3"	0.288362656180209	451533
"cg05935571"	0.383064208399166	0.300977556967762	7.10350596383964	2.02872640100895e-09	2.25742174111287e-06	11.3716191605144	32023257	"+"	"3"	0.383064208399166	446696
"cg05960255"	0.293891631832291	0.256871659019116	6.28146288489531	4.77063605942327e-08	1.67932639033262e-05	8.32052132066182	47553594	"+"	"7"	0.293891631832291	675545
"cg05970311"	0.291356932731454	0.255023559640269	7.90465289991288	9.23429558444238e-11	3.04521464191698e-07	14.3589822166208	10749977	"-"	"3"	0.291356932731454	440057
"cg05979332"	0.273156340787663	0.332133895701056	5.93469721994013	1.78096991458413e-07	4.05935247270145e-05	7.0497580652145	30709162	"-"	"16"	0.273156340787663	265962
"cg05981785"	0.25634464724512	0.544036223937618	5.06791689640964	4.44628891712138e-06	0.000361726871849585	3.95626555507426	74210960	"+"	"2"	0.25634464724512	353798
"cg05999753"	0.346381163080709	0.414393940563799	6.09339641300563	9.76158833365033e-08	2.71715859013044e-05	7.62960330361583	12502816	"-"	"12"	0.346381163080709	145189
"cg06000330"	0.267067519045244	0.590541541978547	4.98043285276191	6.10234316936084e-06	0.00045305401832052	3.65302782502272	19183231	"+"	"7"	0.267067519045244	667088
"cg06005876"	0.289750416464885	0.536541418538017	5.19928779508397	2.75491086225313e-06	0.000259704401722166	4.41522301824658	85817498	"-"	"2"	0.289750416464885	357359
"cg06018119"	0.28790890937938	0.424731891803166	4.18652256202925	9.80885576236324e-05	0.00321859567921247	1.00746674889683	50706650	"+"	"22"	0.28790890937938	436742
"cg06028917"	0.331461347740756	0.476646359487081	7.71925114123854	1.88611273939704e-10	5.0680478011845e-07	13.6685227122075	59035407	"-"	"3"	0.331461347740756	454068
"cg06049192"	0.297120307118417	0.504205106400176	5.60545620835126	6.1364405200124e-07	9.30043078530671e-05	5.85822514887861	17980977	"+"	"7"	0.297120307118417	666682
"cg06052485"	0.258035036680485	0.446112307622116	6.023190176873	1.27408040534729e-07	3.24703618336497e-05	7.37269820742223	43374476	"-"	"21"	0.258035036680485	428328
"cg06054026"	0.311620944505102	0.258199096999283	5.85716165775734	2.38651160660697e-07	4.93279710564602e-05	6.76767280841939	161089429	"+"	"3"	0.311620944505102	485189
"cg06058170"	0.275872287530155	0.506926876835777	5.54017091640436	7.82730366310745e-07	0.000109881984912554	5.62408386597936	78808668	"-"	"5"	0.275872287530155	579384
"cg06063903"	0.294406088449918	0.411551076354198	6.310011488279	4.27810074221244e-08	1.55889392786257e-05	8.42571763118821	40783063	"+"	"1"	0.294406088449918	8989
"cg06065225"	0.264945685183897	0.259627515111066	4.97486305897527	6.22621414689843e-06	0.000460410383548852	3.63378958503829	65640137	"+"	"11"	0.264945685183897	121443
"cg06070795"	0.259710231848224	0.472918609649725	4.83461509306995	1.0301078855344e-05	0.000652415749321101	3.15216763491109	166853960	"+"	"1"	0.259710231848224	39895
"cg06077979"	0.257019340028471	0.338280140925282	5.13708300359809	3.45739998609592e-06	0.000303159322276118	4.1973826267863	140348995	"+"	"9"	0.257019340028471	784983
"cg06083330"	0.276601394439809	0.477532395751212	5.14555157810072	3.3522918154484e-06	0.000296270478720429	4.22698516369988	147561203	"+"	"4"	0.276601394439809	541581
"cg06094615"	0.265035133897836	0.230910289591929	7.23077200784132	1.24162524054028e-09	1.6558784382109e-06	11.8463494130768	50887578	"-"	"10"	0.265035133897836	77889
"cg06095752"	0.309420306935327	0.491144592632752	6.50269236781088	2.04697052645504e-08	9.66216701348475e-06	9.13756890387709	102313242	"+"	"2"	0.309420306935327	360571
"cg06095777"	0.256102128692721	0.185332762296021	5.99175046460232	1.43522960947264e-07	3.51776231906349e-05	7.25784814804866	145714010	"-"	"1"	0.256102128692721	34338
"cg06096184"	0.318275061107183	0.479229826929657	5.42168053167211	1.21518381429447e-06	0.000147501194928363	5.20116875874059	66549732	"-"	"3"	0.318275061107183	456429
"cg06110081"	0.259387989468776	0.53481827821906	5.67416128289015	4.74640399156251e-07	7.81195859681173e-05	6.10544321242058	1350335	"+"	"4"	0.259387989468776	496740
"cg06111239"	-0.272699619979266	0.670592977948473	-4.12198535609675	0.000121843478793937	0.00374739590578332	0.802285699221065	202600475	"+"	"2"	0.272699619979266	391830
"cg06118287"	0.275118358838218	0.443015062122332	4.71800043298385	1.5595715432116e-05	0.000874165268022294	2.75601049707788	178986559	"+"	"5"	0.275118358838218	610030
"cg06126721"	0.2616040364268	0.551872802856032	4.77937497021713	1.25430886859517e-05	0.000747617342964943	2.96400378470892	1478065	"+"	"17"	0.2616040364268	278979
"cg06128688"	0.329902678222205	0.280753611733971	6.15042219173676	7.85947823908259e-08	2.36791621774652e-05	7.83870253606456	96883733	"-"	"12"	0.329902678222205	171166
"cg06133110"	0.351689347085476	0.371280317055438	6.47449592950734	2.28051736144105e-08	1.0276478665889e-05	9.03321164420569	30028307	"+"	"7"	0.351689347085476	670505
"cg06138439"	0.297181930714642	0.312729641797971	6.66181364013233	1.11151381526025e-08	6.68104524819797e-06	9.72751435769522	54973128	"-"	"16"	0.297181930714642	269533
"cg06140973"	0.274846128713966	0.271881240902424	6.23545355890379	5.68566420996272e-08	1.8991453492927e-05	8.1511511116854	11666281	"+"	"8"	0.274846128713966	710604
"cg06143905"	0.2812057399159	0.447762272647943	5.83555159012125	2.58898607552997e-07	5.20595013528526e-05	6.68920482856163	16859872	"-"	"8"	0.2812057399159	712169
"cg06157379"	0.296310278987224	0.478304183777693	6.83641444447495	5.67892172716437e-09	4.28725497828931e-06	10.3765175953947	1350275	"-"	"4"	0.296310278987224	496740
"cg06159340"	0.252777152932411	0.694945274102062	5.25535694375537	2.24331912025936e-06	0.000225575298465564	4.61234997954429	30907560	"+"	"16"	0.252777152932411	266002
"cg06160973"	0.266229645653273	0.356329644212599	6.92694924977156	4.00711078031236e-09	3.4343532782025e-06	10.7135721777621	57522813	"+"	"12"	0.266229645653273	158359
"cg06188448"	0.291025623786799	0.277614928200324	5.17964910019255	2.9599802247063e-06	0.000273318403085681	4.34634950528309	3108453	"-"	"16"	0.291025623786799	259254
"cg06188744"	0.285654477590916	0.423886058881131	5.85939028146324	2.36654493299544e-07	4.91399885917842e-05	6.77576899136604	3108651	"-"	"10"	0.285654477590916	65201
"cg06196145"	0.259246178721834	0.319900946230356	4.98701980813888	5.95897012673136e-06	0.000445543917146562	3.67579001544964	818752	"-"	"11"	0.259246178721834	102529
"cg06196147"	0.30701247687655	0.186782478494425	5.20763199251883	2.67207330027158e-06	0.000254074247349113	4.44451364134848	128713057	"+"	"3"	0.30701247687655	475050
"cg06198596"	0.257323529071709	0.266513356121838	4.9553232171378	6.68060321557116e-06	0.000483854542507104	3.56636397783539	20058954	"-"	"17"	0.257323529071709	283380
"cg06212823"	0.315707821890137	0.348066254784528	8.28900306010864	2.10949802966542e-11	1.16827382520934e-07	15.7859561087758	98703671	"-"	"2"	0.315707821890137	359586
"cg06213060"	0.305505020489008	0.546796340884054	6.59444658362857	1.4396923227145e-08	7.81543169012543e-06	9.47754910575286	16577726	"+"	"3"	0.305505020489008	441582
"cg06220235"	0.321262301751638	0.244892465768442	5.18533888860719	2.89906886096887e-06	0.000269581076591137	4.3662944597057	11349023	"-"	"16"	0.321262301751638	261209
"cg06226256"	0.252901183351655	0.36992287696211	4.61615153262336	2.23348313139742e-05	0.00113155710778331	2.41342773152848	42068648	"-"	"2"	0.252901183351655	344131
"cg06230948"	0.272330152016445	0.173922391307809	5.7299582537083	3.85071131943672e-07	6.79869009878262e-05	6.30679876738145	33280518	"-"	"6"	0.272330152016445	620130
"cg06235653"	0.317442213349027	0.420740997962964	6.48730621411397	2.17129397670438e-08	9.98904000510497e-06	9.0806161823951	2287161	"-"	"16"	0.317442213349027	259119
"cg06239064"	0.370709764819517	0.416067633900561	6.71578454381993	9.03290844759629e-09	5.84600004087659e-06	9.92796334836505	66697621	"+"	"12"	0.370709764819517	161270
"cg06240690"	0.277539964165072	0.341550170156178	4.80722494726081	1.13587753870949e-05	0.000697370504193775	3.0587570644024	158114069	"-"	"2"	0.277539964165072	377676
"cg06240854"	0.269044355426463	0.376618604826139	5.2817811680398	2.03586141712622e-06	0.000210641104144845	4.70549841944753	99771011	"-"	"2"	0.269044355426463	359881
"cg06241292"	0.32898297392943	0.194432640263392	5.20031674767016	2.74456081473442e-06	0.000258997935292535	4.41883407380632	49314636	"+"	"3"	0.32898297392943	451518
"cg06249604"	0.281517256286966	0.586342465512735	4.83878376496188	1.01487998723676e-05	0.000646114400056632	3.16640342827942	30039206	"+"	"6"	0.281517256286966	619440
"cg06254629"	0.254592772641347	0.551082149790205	3.89022892863592	0.000262056808702263	0.00640982949518502	0.0799121249748209	15155231	"+"	"12"	0.254592772641347	145964
"cg06264984"	0.322922976549593	0.388697850680875	6.33661768975211	3.86472713512244e-08	1.4672190851932e-05	8.52382475960546	38300885	"+"	"2"	0.322922976549593	342943
"cg06285925"	0.254309206346638	0.182840709009799	4.53399643186176	2.97743673192952e-05	0.00138292405350713	2.13953124367277	1083491	"-"	"17"	0.254309206346638	278915
"cg06287611"	-0.276844823470255	0.421234126304968	-5.44749648757268	1.10436655277893e-06	0.000138260022376974	5.29307795826951	26624359	"+"	"12"	0.276844823470255	149568
"cg06293787"	0.260257446579732	0.245843484265163	5.31545561152665	1.79868240581499e-06	0.000192867615538926	4.82442802287309	187476608	"+"	"4"	0.260257446579732	554253
"cg06298346"	0.274213300777394	0.325975686153627	6.3946199658391	3.09616134958403e-08	1.26371472664782e-05	8.73791943112247	10565679	"+"	"5"	0.274213300777394	558320
"cg06299997"	0.266220755314001	0.372612235154759	4.89217927866884	8.38291724285995e-06	0.000567120298095641	3.34918498759491	94023557	"+"	"7"	0.266220755314001	688553
"cg06307913"	0.2551849	0.5865191	3.688834	0.0005009162	0.01006715	-0.5281408	81118794	"+"	"4"	0.2551849	519972
"cg06309895"	0.267901749465787	0.310939990449522	5.73027233272044	3.8461759991987e-07	6.79424602201767e-05	6.30793362469598	134094172	"+"	"3"	0.267901749465787	476650
"cg06313676"	0.271266701229122	0.373244423792657	4.35950364418886	5.44538140113489e-05	0.00212558848657159	1.56548032647824	87978974	"-"	"16"	0.271266701229122	278320
"cg06322432"	0.361251006305499	0.376327163035403	6.32289971374216	4.07264226433506e-08	1.50903875900553e-05	8.47323330506632	112289853	"-"	"10"	0.361251006305499	95981
"cg06323049"	-0.264352581624142	0.70130558619431	-4.87027711569164	9.06749056703845e-06	0.000598476650190669	3.27411250534241	28943094	"-"	"16"	0.264352581624142	265621
"cg06326447"	0.313108800214953	0.307310412416844	6.88195467730241	4.76548726806547e-09	3.83298918790934e-06	10.5460220263435	66507651	"-"	"17"	0.313108800214953	294353
"cg06332410"	0.282002842841346	0.236696680527261	4.89728352440989	8.23080946655844e-06	0.00055949068089372	3.36669977993532	30523414	"-"	"6"	0.282002842841346	619548
"cg06366062"	0.36549360777309	0.218439312442828	6.70022689054035	9.58964592893816e-09	6.0656308036606e-06	9.87016556209215	30814700	"+"	"17"	0.36549360777309	285307
"cg06373687"	0.273022562001106	0.49574655869899	5.14619964360093	3.34437902955475e-06	0.000295823413992068	4.22925123798821	158903881	"+"	"2"	0.273022562001106	377919
"cg06375761"	0.366475969506615	0.312960073667704	8.48842332951513	9.83418471753417e-12	7.67171094450142e-08	16.5231965864008	33280408	"+"	"6"	0.366475969506615	620130
"cg06382930"	0.29457717918566	0.429232086421361	5.41037051306834	1.26712428845619e-06	0.000151874674401235	5.16094529384011	65102417	"-"	"11"	0.29457717918566	121363
"cg06385187"	0.259865393154076	0.356769070143477	4.35134168415028	5.59999468352082e-05	0.00216751522775271	1.53889616716566	44098287	"-"	"20"	0.259865393154076	414567
"cg06410537"	0.294093797396795	0.323936153776048	7.35324483828241	7.73991618740305e-10	1.22867740888556e-06	12.3033407617324	170736572	"+"	"5"	0.294093797396795	608002
"cg06418871"	0.351558957419637	0.494793191394302	6.4465080211732	2.53854414069462e-08	1.11348925969154e-05	8.92968583170506	68710831	"-"	"5"	0.351558957419637	576307
"cg06443533"	0.321244742080201	0.355083214873523	5.8208191567072	2.73668447943773e-07	5.41292762581132e-05	6.6357494640573	1182424	"+"	"1"	0.321244742080201	253
"cg06452419"	0.415133745005162	0.224655339019311	9.00299335342181	1.3891231101054e-12	2.29047142558718e-08	18.4124154286379	55938940	"+"	"17"	0.415133745005162	291647
"cg06460691"	0.282337056837241	0.465002404783409	6.63355474839484	1.23896264389714e-08	7.13385840622803e-06	9.62262630952326	74162851	"-"	"5"	0.282337056837241	577957
"cg06461306"	0.326100197633342	0.286613327060793	5.99240612134505	1.43167092702813e-07	3.51260001991202e-05	7.2602419947809	767490	"+"	"7"	0.326100197633342	661916
"cg06462666"	0.359523035327672	0.460986347460199	6.50394821580174	2.03714147581631e-08	9.62830034894629e-06	9.14221826493742	50528312	"+"	"22"	0.359523035327672	436719
"cg06462874"	0.255045745629153	0.322629623020317	4.42979245923691	4.27486433898212e-05	0.00178807137680438	1.79542176709624	7342585	"-"	"17"	0.255045745629153	280218
"cg06469883"	0.257517532574327	0.567368496374288	5.09000114029769	4.10361121989192e-06	0.000342715072685665	4.03312361413028	139873433	"-"	"9"	0.257517532574327	784921
"cg06472166"	0.367428335802309	0.493341164075579	7.00815006705178	2.9303335431519e-09	2.78971557618678e-06	11.0161142828974	47783603	"-"	"7"	0.367428335802309	675598
"cg06476591"	0.342059273013753	0.508587713055158	6.32461437383346	4.0460579423149e-08	1.50456739676654e-05	8.47955598009052	49795541	"+"	"13"	0.342059273013753	190164
"cg06484167"	0.354120387588657	0.517099813938553	5.7198702601534	3.99923155589102e-07	6.97126019838389e-05	6.27035640120765	27832180	"-"	"6"	0.354120387588657	618812
"cg06495038"	0.257047046525577	0.646519009511602	6.0292448895295	1.24517391832579e-07	3.20134842039598e-05	7.39483050214122	76247647	"+"	"5"	0.257047046525577	578592
"cg06498272"	0.377698634917856	0.265900271622095	7.68752991046407	2.13144639395501e-10	5.54596850653028e-07	13.5502913415014	1192499	"+"	"19"	0.377698634917856	320571
"cg06511028"	0.258172442286925	0.308055124560461	5.77243215117015	3.28300547513907e-07	6.12922591149747e-05	6.46041115183944	73716165	"+"	"11"	0.258172442286925	123141
"cg06532379"	0.253392500538527	0.597864390155807	7.56315124087734	3.44341145832805e-10	7.59328744560955e-07	13.0865024104379	85360319	"+"	"15"	0.253392500538527	253972
"cg06532880"	0.257689474461196	0.290425288112653	6.0328806731795	1.22812959019991e-07	3.16740820580202e-05	7.40812287214007	176731545	"+"	"5"	0.257689474461196	609536
"cg06538881"	0.279533668688523	0.309799333622094	4.53515060879529	2.9654767259642e-05	0.00137922328303757	2.14336356071353	3011050	"-"	"11"	0.279533668688523	102863
