"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"496"	"Cluster R"	"GO:0018108"	"peptidyl-tyrosine phosphorylation"	"6/78"	"380/18903"	0.00482941419078818	0.00482941419078818	0.0984496365890507	"EPHB6/IL5/NF2/PRKCZ/PTPN6/TNFRSF1A"	6
"497"	"Cluster R"	"GO:0050730"	"regulation of peptidyl-tyrosine phosphorylation"	"5/78"	"266/18903"	0.00486602556038609	0.00486602556038609	0.0984496365890507	"IL5/NF2/PRKCZ/PTPN6/TNFRSF1A"	5
"498"	"Cluster R"	"GO:0051250"	"negative regulation of lymphocyte activation"	"4/78"	"166/18903"	0.0049409805189238	0.0049409805189238	0.0984496365890507	"IL20RB/PTPN6/SCRIB/SHH"	4
"499"	"Cluster R"	"GO:0018212"	"peptidyl-tyrosine modification"	"6/78"	"382/18903"	0.00495287921488625	0.00495287921488625	0.0984496365890507	"EPHB6/IL5/NF2/PRKCZ/PTPN6/TNFRSF1A"	6
"500"	"Cluster R"	"GO:0070663"	"regulation of leukocyte proliferation"	"5/78"	"269/18903"	0.00510005215102171	0.00510005215102171	0.0984496365890507	"IL20RB/IL5/PTPN6/SCRIB/SHH"	5
"501"	"Cluster R"	"GO:0002438"	"acute inflammatory response to antigenic stimulus"	"2/78"	"26/18903"	0.00512328237028102	0.00512328237028102	0.0984496365890507	"CNR1/IL20RB"	2
"502"	"Cluster R"	"GO:0035751"	"regulation of lysosomal lumen pH"	"2/78"	"26/18903"	0.00512328237028102	0.00512328237028102	0.0984496365890507	"ATP6V1D/CLN3"	2
"503"	"Cluster R"	"GO:0060561"	"apoptotic process involved in morphogenesis"	"2/78"	"26/18903"	0.00512328237028102	0.00512328237028102	0.0984496365890507	"SCRIB/TNFRSF1A"	2
"504"	"Cluster R"	"GO:2000058"	"regulation of ubiquitin-dependent protein catabolic process"	"4/78"	"170/18903"	0.00537263033008896	0.00537263033008896	0.101714362744016	"EIF3H/GIPC1/SHH/UBQLN1"	4
"505"	"Cluster R"	"GO:0045921"	"positive regulation of exocytosis"	"3/78"	"86/18903"	0.00540993199181865	0.00540993199181865	0.101714362744016	"CNR1/PDCD6IP/RAB27A"	3
"506"	"Cluster R"	"GO:0003401"	"axis elongation"	"2/78"	"27/18903"	0.005518419097592	0.005518419097592	0.101714362744016	"FGF1/SHH"	2
"507"	"Cluster R"	"GO:0032753"	"positive regulation of interleukin-4 production"	"2/78"	"27/18903"	0.005518419097592	0.005518419097592	0.101714362744016	"IL20RB/PRKCZ"	2
"508"	"Cluster R"	"GO:0072384"	"organelle transport along microtubule"	"3/78"	"88/18903"	0.00576689495190104	0.00576689495190104	0.105220539473282	"AP3D1/CLN3/PRKCZ"	3
"509"	"Cluster R"	"GO:0032703"	"negative regulation of interleukin-2 production"	"2/78"	"28/18903"	0.00592710127190992	0.00592710127190992	0.106355000127998	"IL20RB/ZFP36"	2
"510"	"Cluster R"	"GO:0043488"	"regulation of mRNA stability"	"4/78"	"175/18903"	0.00594683115517567	0.00594683115517567	0.106355000127998	"AGO2/TOB1/ZC3H14/ZFP36"	4
"511"	"Cluster R"	"GO:0046928"	"regulation of neurotransmitter secretion"	"3/78"	"91/18903"	0.0063282994418882	0.0063282994418882	0.111346449262403	"CNR1/GIPC1/VPS18"	3
"512"	"Cluster R"	"GO:0003156"	"regulation of animal organ formation"	"2/78"	"29/18903"	0.00634921332186837	0.00634921332186837	0.111346449262403	"FGF1/SHH"	2
"513"	"Cluster R"	"GO:0051781"	"positive regulation of cell division"	"3/78"	"93/18903"	0.00672007353594436	0.00672007353594436	0.116717066676928	"FGF1/GIPC1/SHH"	3
"514"	"Cluster R"	"GO:0042129"	"regulation of T cell proliferation"	"4/78"	"182/18903"	0.0068174641940874	0.0068174641940874	0.117280887790015	"IL20RB/PTPN6/SCRIB/SHH"	4
"515"	"Cluster R"	"GO:1903312"	"negative regulation of mRNA metabolic process"	"3/78"	"94/18903"	0.00692126047183636	0.00692126047183636	0.117943227106963	"TOB1/ZC3H14/ZFP36"	3
"516"	"Cluster R"	"GO:0032148"	"activation of protein kinase B activity"	"2/78"	"31/18903"	0.00723326826837605	0.00723326826837605	0.120314517741253	"FGF1/PRKCZ"	2
"517"	"Cluster R"	"GO:0036258"	"multivesicular body assembly"	"2/78"	"31/18903"	0.00723326826837605	0.00723326826837605	0.120314517741253	"IST1/PDCD6IP"	2
"518"	"Cluster R"	"GO:0007159"	"leukocyte cell-cell adhesion"	"6/78"	"414/18903"	0.00726023794411817	0.00726023794411817	0.120314517741253	"AP3D1/IL20RB/PRKCZ/PTPN6/SCRIB/SHH"	6
"519"	"Cluster R"	"GO:0043487"	"regulation of RNA stability"	"4/78"	"187/18903"	0.00748856267293411	0.00748856267293411	0.121106339782768	"AGO2/TOB1/ZC3H14/ZFP36"	4
"520"	"Cluster R"	"GO:0061138"	"morphogenesis of a branching epithelium"	"4/78"	"188/18903"	0.00762781830782557	0.00762781830782557	0.121106339782768	"FGF1/RASIP1/SHH/STK4"	4
"521"	"Cluster R"	"GO:0002263"	"cell activation involved in immune response"	"5/78"	"297/18903"	0.00768357551615502	0.00768357551615502	0.121106339782768	"GBF1/LAT/PRKCZ/PTPN6/RAB27A"	5
"522"	"Cluster R"	"GO:0007040"	"lysosome organization"	"3/78"	"98/18903"	0.00776169673449096	0.00776169673449096	0.121106339782768	"ATP6V1D/CLN3/VPS18"	3
"523"	"Cluster R"	"GO:0080171"	"lytic vacuole organization"	"3/78"	"98/18903"	0.00776169673449096	0.00776169673449096	0.121106339782768	"ATP6V1D/CLN3/VPS18"	3
"524"	"Cluster R"	"GO:1902414"	"protein localization to cell junction"	"3/78"	"98/18903"	0.00776169673449096	0.00776169673449096	0.121106339782768	"LAMTOR2/PRKCZ/SCRIB"	3
"525"	"Cluster R"	"GO:0016032"	"viral process"	"6/78"	"421/18903"	0.0078541934401632	0.0078541934401632	0.121106339782768	"CCL1/IST1/MON1B/PDCD6IP/VPS18/ZFP36"	6
"526"	"Cluster R"	"GO:0051302"	"regulation of cell division"	"4/78"	"190/18903"	0.00791143396832653	0.00791143396832653	0.121106339782768	"FGF1/GIPC1/SHH/TADA2A"	4
"527"	"Cluster R"	"GO:0061013"	"regulation of mRNA catabolic process"	"4/78"	"190/18903"	0.00791143396832653	0.00791143396832653	0.121106339782768	"AGO2/TOB1/ZC3H14/ZFP36"	4
"528"	"Cluster R"	"GO:0007035"	"vacuolar acidification"	"2/78"	"33/18903"	0.00816967333501422	0.00816967333501422	0.124008486889734	"ATP6V1D/CLN3"	2
"529"	"Cluster R"	"GO:0061136"	"regulation of proteasomal protein catabolic process"	"4/78"	"194/18903"	0.00849931727571834	0.00849931727571834	0.127841045942011	"EIF3H/GIPC1/SHH/UBQLN1"	4
"530"	"Cluster R"	"GO:0046651"	"lymphocyte proliferation"	"5/78"	"305/18903"	0.00856371109034626	0.00856371109034626	0.127841045942011	"IL20RB/IL5/PTPN6/SCRIB/SHH"	5
"531"	"Cluster R"	"GO:0061157"	"mRNA destabilization"	"3/78"	"103/18903"	0.0088936036777647	0.0088936036777647	0.130247158845092	"AGO2/TOB1/ZFP36"	3
"532"	"Cluster R"	"GO:1903311"	"regulation of mRNA metabolic process"	"5/78"	"309/18903"	0.00902902682006101	0.00902902682006101	0.130247158845092	"AGO2/SRSF3/TOB1/ZC3H14/ZFP36"	5
"533"	"Cluster R"	"GO:0006892"	"post-Golgi vesicle-mediated transport"	"3/78"	"104/18903"	0.00913096520641126	0.00913096520641126	0.130247158845092	"AP3D1/CLN3/GBF1"	3
"534"	"Cluster R"	"GO:0032633"	"interleukin-4 production"	"2/78"	"35/18903"	0.00915752897124727	0.00915752897124727	0.130247158845092	"IL20RB/PRKCZ"	2
"535"	"Cluster R"	"GO:0032673"	"regulation of interleukin-4 production"	"2/78"	"35/18903"	0.00915752897124727	0.00915752897124727	0.130247158845092	"IL20RB/PRKCZ"	2
"536"	"Cluster R"	"GO:1903539"	"protein localization to postsynaptic membrane"	"2/78"	"35/18903"	0.00915752897124727	0.00915752897124727	0.130247158845092	"PRKCZ/SCRIB"	2
"537"	"Cluster R"	"GO:0051588"	"regulation of neurotransmitter transport"	"3/78"	"105/18903"	0.00937201534324966	0.00937201534324966	0.131473346097405	"CNR1/GIPC1/VPS18"	3
"538"	"Cluster R"	"GO:0032943"	"mononuclear cell proliferation"	"5/78"	"312/18903"	0.00938931151762061	0.00938931151762061	0.131473346097405	"IL20RB/IL5/PTPN6/SCRIB/SHH"	5
"539"	"Cluster R"	"GO:0001569"	"branching involved in blood vessel morphogenesis"	"2/78"	"36/18903"	0.00967047263664433	0.00967047263664433	0.131822652035677	"SHH/STK4"	2
"540"	"Cluster R"	"GO:0032228"	"regulation of synaptic transmission, GABAergic"	"2/78"	"36/18903"	0.00967047263664433	0.00967047263664433	0.131822652035677	"CLN3/CNR1"	2
"541"	"Cluster R"	"GO:0062237"	"protein localization to postsynapse"	"2/78"	"36/18903"	0.00967047263664433	0.00967047263664433	0.131822652035677	"PRKCZ/SCRIB"	2
"542"	"Cluster R"	"GO:0006403"	"RNA localization"	"4/78"	"202/18903"	0.00975951466278772	0.00975951466278772	0.131822652035677	"CCT8/NUP155/SRSF3/ZFP36"	4
"543"	"Cluster R"	"GO:0050779"	"RNA destabilization"	"3/78"	"107/18903"	0.00986522736472476	0.00986522736472476	0.131822652035677	"AGO2/TOB1/ZFP36"	3
"544"	"Cluster R"	"GO:0061014"	"positive regulation of mRNA catabolic process"	"3/78"	"107/18903"	0.00986522736472476	0.00986522736472476	0.131822652035677	"AGO2/TOB1/ZFP36"	3
"545"	"Cluster R"	"GO:0001763"	"morphogenesis of a branching structure"	"4/78"	"203/18903"	0.00992510876632251	0.00992510876632251	0.131822652035677	"FGF1/RASIP1/SHH/STK4"	4
"546"	"Cluster R"	"GO:0050931"	"pigment cell differentiation"	"2/78"	"37/18903"	0.0101959465616277	0.0101959465616277	0.134431381481007	"AP3D1/RAB27A"	2
"547"	"Cluster R"	"GO:0006368"	"transcription elongation by RNA polymerase II promoter"	"3/78"	"109/18903"	0.0103733282813864	0.0103733282813864	0.135176391654679	"ELOF1/MED7/SHH"	3
"548"	"Cluster R"	"GO:2000241"	"regulation of reproductive process"	"4/78"	"206/18903"	0.0104328337375921	0.0104328337375921	0.135176391654679	"AGO2/CNR1/SHH/STK4"	4
"549"	"Cluster R"	"GO:0050804"	"modulation of chemical synaptic transmission"	"6/78"	"448/18903"	0.0104769580944477	0.0104769580944477	0.135176391654679	"AKAP7/CLN3/CNR1/GIPC1/PRKCZ/VPS18"	6
"550"	"Cluster R"	"GO:0099177"	"regulation of trans-synaptic signaling"	"6/78"	"449/18903"	0.0105847222711234	0.0105847222711234	0.135598233798042	"AKAP7/CLN3/CNR1/GIPC1/PRKCZ/VPS18"	6
"551"	"Cluster R"	"GO:0007617"	"mating behavior"	"2/78"	"38/18903"	0.01073384135895	0.01073384135895	0.136540191044909	"CNR1/DMRTA1"	2
"552"	"Cluster R"	"GO:0042177"	"negative regulation of protein catabolic process"	"3/78"	"111/18903"	0.0108964014108809	0.0108964014108809	0.137638754663759	"EIF3H/GIPC1/SHH"	3
"553"	"Cluster R"	"GO:0045619"	"regulation of lymphocyte differentiation"	"4/78"	"210/18903"	0.011135608827938	0.011135608827938	0.139683514245188	"AP3D1/PRKCZ/PTPN6/SHH"	4
"554"	"Cluster R"	"GO:0060251"	"regulation of glial cell proliferation"	"2/78"	"39/18903"	0.0112840483104501	0.0112840483104501	0.139859128089315	"NF2/SHH"	2
"555"	"Cluster R"	"GO:0002456"	"T cell mediated immunity"	"3/78"	"113/18903"	0.0114345249483199	0.0114345249483199	0.139859128089315	"IL20RB/PRKCZ/RAB27A"	3
"556"	"Cluster R"	"GO:0006836"	"neurotransmitter transport"	"4/78"	"212/18903"	0.011498187050601	0.011498187050601	0.139859128089315	"CNR1/GIPC1/SCRIB/VPS18"	4
"557"	"Cluster R"	"GO:0042098"	"T cell proliferation"	"4/78"	"212/18903"	0.011498187050601	0.011498187050601	0.139859128089315	"IL20RB/PTPN6/SCRIB/SHH"	4
"558"	"Cluster R"	"GO:0007033"	"vacuole organization"	"4/78"	"213/18903"	0.0116822985115237	0.0116822985115237	0.139859128089315	"ATP6V1D/CLN3/UBQLN1/VPS18"	4
"559"	"Cluster R"	"GO:0044344"	"cellular response to fibroblast growth factor stimulus"	"3/78"	"114/18903"	0.0117092536793509	0.0117092536793509	0.139859128089315	"CREB3L1/FGF1/ZFP36"	3
"560"	"Cluster R"	"GO:0002183"	"cytoplasmic translational initiation"	"2/78"	"40/18903"	0.0118464593635093	0.0118464593635093	0.139859128089315	"EIF3H/EIF4H"	2
"561"	"Cluster R"	"GO:0006901"	"vesicle coating"	"2/78"	"40/18903"	0.0118464593635093	0.0118464593635093	0.139859128089315	"AP3D1/GBF1"	2
"562"	"Cluster R"	"GO:0048489"	"synaptic vesicle transport"	"2/78"	"40/18903"	0.0118464593635093	0.0118464593635093	0.139859128089315	"AP3D1/RAB27A"	2
"563"	"Cluster R"	"GO:0046634"	"regulation of alpha-beta T cell activation"	"3/78"	"115/18903"	0.0119877720639046	0.0119877720639046	0.140608454283393	"AP3D1/PRKCZ/SHH"	3
"564"	"Cluster R"	"GO:0002443"	"leukocyte mediated immunity"	"6/78"	"463/18903"	0.01217756035072	0.01217756035072	0.141753013648582	"IL20RB/LAT/PRKCZ/PTPN6/RAB27A/TUBB"	6
"565"	"Cluster R"	"GO:0032733"	"positive regulation of interleukin-10 production"	"2/78"	"41/18903"	0.0124209671275255	0.0124209671275255	0.141753013648582	"IL20RB/PRKCZ"	2
"566"	"Cluster R"	"GO:1902742"	"apoptotic process involved in development"	"2/78"	"41/18903"	0.0124209671275255	0.0124209671275255	0.141753013648582	"SCRIB/TNFRSF1A"	2
"567"	"Cluster R"	"GO:0060562"	"epithelial tube morphogenesis"	"5/78"	"335/18903"	0.0124870965597023	0.0124870965597023	0.141753013648582	"FGF1/RASIP1/SCRIB/SHH/STK4"	5
"568"	"Cluster R"	"GO:0045582"	"positive regulation of T cell differentiation"	"3/78"	"117/18903"	0.0125562109991751	0.0125562109991751	0.141753013648582	"AP3D1/PRKCZ/SHH"	3
"569"	"Cluster R"	"GO:0046632"	"alpha-beta T cell differentiation"	"3/78"	"117/18903"	0.0125562109991751	0.0125562109991751	0.141753013648582	"AP3D1/PRKCZ/SHH"	3
"570"	"Cluster R"	"GO:0006623"	"protein targeting to vacuole"	"2/78"	"42/18903"	0.0130074648704043	0.0130074648704043	0.1459353364996	"AP3D1/MON1B"	2
"571"	"Cluster R"	"GO:0010810"	"regulation of cell-substrate adhesion"	"4/78"	"222/18903"	0.0134251933064821	0.0134251933064821	0.148910141182953	"ACTN4/NF2/PRKCZ/STK4"	4
"572"	"Cluster R"	"GO:0071774"	"response to fibroblast growth factor"	"3/78"	"120/18903"	0.013437491469802	0.013437491469802	0.148910141182953	"CREB3L1/FGF1/ZFP36"	3
"573"	"Cluster R"	"GO:0051150"	"regulation of smooth muscle cell differentiation"	"2/78"	"43/18903"	0.0136058465150668	0.0136058465150668	0.149856435300735	"NFATC3/SHH"	2
"574"	"Cluster R"	"GO:0035329"	"hippo signaling"	"2/78"	"44/18903"	0.0142160066359747	0.0142160066359747	0.155131465088658	"NF2/STK4"	2
"575"	"Cluster R"	"GO:0006413"	"translational initiation"	"3/78"	"123/18903"	0.0143532891919088	0.0143532891919088	0.155131465088658	"AGO2/EIF3H/EIF4H"	3
"576"	"Cluster R"	"GO:0022612"	"gland morphogenesis"	"3/78"	"123/18903"	0.0143532891919088	0.0143532891919088	0.155131465088658	"FGF1/SCRIB/SHH"	3
"577"	"Cluster R"	"GO:1903050"	"regulation of proteolysis involved in protein catabolic process"	"4/78"	"227/18903"	0.0144614099572039	0.0144614099572039	0.155131465088658	"EIF3H/GIPC1/SHH/UBQLN1"	4
"578"	"Cluster R"	"GO:0070661"	"leukocyte proliferation"	"5/78"	"348/18903"	0.0145141938927646	0.0145141938927646	0.155131465088658	"IL20RB/IL5/PTPN6/SCRIB/SHH"	5
"579"	"Cluster R"	"GO:0019098"	"reproductive behavior"	"2/78"	"45/18903"	0.0148378404556728	0.0148378404556728	0.156735821618557	"CNR1/DMRTA1"	2
"580"	"Cluster R"	"GO:0033003"	"regulation of mast cell activation"	"2/78"	"45/18903"	0.0148378404556728	0.0148378404556728	0.156735821618557	"CNR1/PTPN6"	2
"581"	"Cluster R"	"GO:0000956"	"nuclear-transcribed mRNA catabolic process"	"3/78"	"125/18903"	0.014983082541203	0.014983082541203	0.157349875402108	"AGO2/TOB1/ZFP36"	3
"582"	"Cluster R"	"GO:0060560"	"developmental growth involved in morphogenesis"	"4/78"	"233/18903"	0.0157702805699743	0.0157702805699743	0.164467739668212	"FGF1/IST1/PRKCZ/SHH"	4
"583"	"Cluster R"	"GO:0071356"	"cellular response to tumor necrosis factor"	"4/78"	"234/18903"	0.0159954441444286	0.0159954441444286	0.164467739668212	"ACTN4/CCL1/TNFRSF1A/ZFP36"	4
"584"	"Cluster R"	"GO:0001667"	"ameboidal-type cell migration"	"6/78"	"492/18903"	0.0160033330911467	0.0160033330911467	0.164467739668212	"AGO2/CLN3/FGF1/GIPC1/LAMTOR2/SHH"	6
"585"	"Cluster R"	"GO:0002861"	"regulation of inflammatory response to antigenic stimulus"	"2/78"	"47/18903"	0.0161161133014043	0.0161161133014043	0.164467739668212	"CNR1/IL20RB"	2
"586"	"Cluster R"	"GO:0045601"	"regulation of endothelial cell differentiation"	"2/78"	"47/18903"	0.0161161133014043	0.0161161133014043	0.164467739668212	"FOXJ2/TNFRSF1A"	2
"587"	"Cluster R"	"GO:0007041"	"lysosomal transport"	"3/78"	"129/18903"	0.0162890969716977	0.0162890969716977	0.16529917447329	"AP3D1/CLN3/VPS18"	3
"588"	"Cluster R"	"GO:0019221"	"cytokine-mediated signaling pathway"	"6/78"	"496/18903"	0.0165896646766748	0.0165896646766748	0.165552750677072	"ACTN4/CCL1/IL20RB/IL5/PTPN6/TNFRSF1A"	6
"589"	"Cluster R"	"GO:0045621"	"positive regulation of lymphocyte differentiation"	"3/78"	"130/18903"	0.0166253014632465	0.0166253014632465	0.165552750677072	"AP3D1/PRKCZ/SHH"	3
"590"	"Cluster R"	"GO:0051028"	"mRNA transport"	"3/78"	"130/18903"	0.0166253014632465	0.0166253014632465	0.165552750677072	"NUP155/SRSF3/ZFP36"	3
"591"	"Cluster R"	"GO:0002673"	"regulation of acute inflammatory response"	"2/78"	"48/18903"	0.0167723459820565	0.0167723459820565	0.165552750677072	"CNR1/IL20RB"	2
"592"	"Cluster R"	"GO:0071985"	"multivesicular body sorting pathway"	"2/78"	"48/18903"	0.0167723459820565	0.0167723459820565	0.165552750677072	"PDCD6IP/RAB27A"	2
"593"	"Cluster R"	"GO:0048066"	"developmental pigmentation"	"2/78"	"49/18903"	0.0174398396639384	0.0174398396639384	0.171205748645985	"AP3D1/RAB27A"	2
"594"	"Cluster R"	"GO:0002244"	"hematopoietic progenitor cell differentiation"	"3/78"	"133/18903"	0.0176572644428106	0.0176572644428106	0.172403219253844	"PTPN6/SHH/ZFP36"	3
"595"	"Cluster R"	"GO:0002449"	"lymphocyte mediated immunity"	"5/78"	"367/18903"	0.0178588417012187	0.0178588417012187	0.173433912616249	"IL20RB/PRKCZ/PTPN6/RAB27A/TUBB"	5
"596"	"Cluster R"	"GO:0001909"	"leukocyte mediated cytotoxicity"	"3/78"	"134/18903"	0.0180090473613729	0.0180090473613729	0.173957361509237	"PTPN6/RAB27A/TUBB"	3
"597"	"Cluster R"	"GO:1900180"	"regulation of protein localization to nucleus"	"3/78"	"135/18903"	0.0183647333183372	0.0183647333183372	0.176449509374394	"CCT8/NF2/SHH"	3
"598"	"Cluster R"	"GO:0007498"	"mesoderm development"	"3/78"	"136/18903"	0.01872432518288	0.01872432518288	0.176945606297926	"NF2/SHH/TXNRD1"	3
"599"	"Cluster R"	"GO:0019083"	"viral transcription"	"2/78"	"51/18903"	0.0188082043057936	0.0188082043057936	0.176945606297926	"MON1B/ZFP36"	2
"600"	"Cluster R"	"GO:0045197"	"establishment or maintenance of epithelial cell apical/basal polarity"	"2/78"	"51/18903"	0.0188082043057936	0.0188082043057936	0.176945606297926	"PDCD6IP/SCRIB"	2
"601"	"Cluster R"	"GO:1903307"	"positive regulation of regulated secretory pathway"	"2/78"	"51/18903"	0.0188082043057936	0.0188082043057936	0.176945606297926	"CNR1/RAB27A"	2
"602"	"Cluster R"	"GO:0016197"	"endosomal transport"	"4/78"	"247/18903"	0.019108300562162	0.019108300562162	0.178837435313172	"AP3D1/CLTCL1/GBF1/SCRIB"	4
"603"	"Cluster R"	"GO:0006402"	"mRNA catabolic process"	"4/78"	"248/18903"	0.0193622128640836	0.0193622128640836	0.179791770840697	"AGO2/TOB1/ZC3H14/ZFP36"	4
"604"	"Cluster R"	"GO:0051452"	"intracellular pH reduction"	"2/78"	"52/18903"	0.0195088739688449	0.0195088739688449	0.179791770840697	"ATP6V1D/CLN3"	2
"605"	"Cluster R"	"GO:0097479"	"synaptic vesicle localization"	"2/78"	"52/18903"	0.0195088739688449	0.0195088739688449	0.179791770840697	"AP3D1/RAB27A"	2
"606"	"Cluster R"	"GO:0003158"	"endothelium development"	"3/78"	"139/18903"	0.0198265612203014	0.0198265612203014	0.181792033417244	"FGF1/FOXJ2/TNFRSF1A"	3
"607"	"Cluster R"	"GO:0050870"	"positive regulation of T cell activation"	"4/78"	"251/18903"	0.0201365050175486	0.0201365050175486	0.183371011150753	"AP3D1/PRKCZ/PTPN6/SHH"	4
"608"	"Cluster R"	"GO:1903313"	"positive regulation of mRNA metabolic process"	"3/78"	"140/18903"	0.020201800500029	0.020201800500029	0.183371011150753	"AGO2/TOB1/ZFP36"	3
"609"	"Cluster R"	"GO:0034612"	"response to tumor necrosis factor"	"4/78"	"254/18903"	0.020929721322168	0.020929721322168	0.187272824437871	"ACTN4/CCL1/TNFRSF1A/ZFP36"	4
"610"	"Cluster R"	"GO:0002279"	"mast cell activation involved in immune response"	"2/78"	"54/18903"	0.0209426893995498	0.0209426893995498	0.187272824437871	"LAT/PTPN6"	2
"611"	"Cluster R"	"GO:0014009"	"glial cell proliferation"	"2/78"	"54/18903"	0.0209426893995498	0.0209426893995498	0.187272824437871	"NF2/SHH"	2
"612"	"Cluster R"	"GO:0010761"	"fibroblast migration"	"2/78"	"55/18903"	0.021675637586512	0.021675637586512	0.190990470338663	"CLN3/LAMTOR2"	2
"613"	"Cluster R"	"GO:0035088"	"establishment or maintenance of apical/basal cell polarity"	"2/78"	"55/18903"	0.021675637586512	0.021675637586512	0.190990470338663	"PDCD6IP/SCRIB"	2
"614"	"Cluster R"	"GO:0061245"	"establishment or maintenance of bipolar cell polarity"	"2/78"	"55/18903"	0.021675637586512	0.021675637586512	0.190990470338663	"PDCD6IP/SCRIB"	2
"615"	"Cluster R"	"GO:0002707"	"negative regulation of lymphocyte mediated immunity"	"2/78"	"56/18903"	0.0224191487215092	0.0224191487215092	0.195633151315077	"IL20RB/PTPN6"	2
"616"	"Cluster R"	"GO:0097120"	"receptor localization to synapse"	"2/78"	"56/18903"	0.0224191487215092	0.0224191487215092	0.195633151315077	"PRKCZ/SCRIB"	2
"617"	"Cluster R"	"GO:0001508"	"action potential"	"3/78"	"146/18903"	0.0225355264220456	0.0225355264220456	0.195703255770396	"CLN3/CNR1/NUP155"	3
"618"	"Cluster R"	"GO:0002823"	"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"2/78"	"57/18903"	0.0231731255404308	0.0231731255404308	0.199323726453029	"IL20RB/PTPN6"	2
"619"	"Cluster R"	"GO:0051932"	"synaptic transmission, GABAergic"	"2/78"	"57/18903"	0.0231731255404308	0.0231731255404308	0.199323726453029	"CLN3/CNR1"	2
"620"	"Cluster R"	"GO:0098876"	"vesicle-mediated transport to the plasma membrane"	"3/78"	"150/18903"	0.0241697653722222	0.0241697653722222	0.206911037060281	"CLN3/DEF6/SCRIB"	3
"621"	"Cluster R"	"GO:0002763"	"positive regulation of myeloid leukocyte differentiation"	"2/78"	"59/18903"	0.0247120901935661	0.0247120901935661	0.207510730819976	"CD101/IL5"	2
"622"	"Cluster R"	"GO:0060261"	"positive regulation of transcription initiation by RNA polymerase II"	"2/78"	"59/18903"	0.0247120901935661	0.0247120901935661	0.207510730819976	"MED7/TAF3"	2
"623"	"Cluster R"	"GO:0072666"	"establishment of protein localization to vacuole"	"2/78"	"59/18903"	0.0247120901935661	0.0247120901935661	0.207510730819976	"AP3D1/MON1B"	2
"624"	"Cluster R"	"GO:0097352"	"autophagosome maturation"	"2/78"	"59/18903"	0.0247120901935661	0.0247120901935661	0.207510730819976	"CLN3/UBQLN1"	2
"625"	"Cluster R"	"GO:0051251"	"positive regulation of lymphocyte activation"	"5/78"	"400/18903"	0.0248142202588922	0.0248142202588922	0.207510730819976	"AP3D1/IL5/PRKCZ/PTPN6/SHH"	5
"626"	"Cluster R"	"GO:0016331"	"morphogenesis of embryonic epithelium"	"3/78"	"153/18903"	0.0254366117498344	0.0254366117498344	0.208978100133114	"SCRIB/SHH/STK4"	3
"627"	"Cluster R"	"GO:0030902"	"hindbrain development"	"3/78"	"153/18903"	0.0254366117498344	0.0254366117498344	0.208978100133114	"KNDC1/SCRIB/SHH"	3
"628"	"Cluster R"	"GO:0001658"	"branching involved in ureteric bud morphogenesis"	"2/78"	"60/18903"	0.02549688650985	0.02549688650985	0.208978100133114	"FGF1/SHH"	2
"629"	"Cluster R"	"GO:1903670"	"regulation of sprouting angiogenesis"	"2/78"	"60/18903"	0.02549688650985	0.02549688650985	0.208978100133114	"CREB3L1/FGF1"	2
"630"	"Cluster R"	"GO:0050729"	"positive regulation of inflammatory response"	"3/78"	"154/18903"	0.0258667307470323	0.0258667307470323	0.208978100133114	"CCL1/CNR1/TNFRSF1A"	3
"631"	"Cluster R"	"GO:0035148"	"tube formation"	"3/78"	"155/18903"	0.0263007659979178	0.0263007659979178	0.208978100133114	"SCRIB/SHH/STK4"	3
"632"	"Cluster R"	"GO:1903039"	"positive regulation of leukocyte cell-cell adhesion"	"4/78"	"275/18903"	0.0270208912263863	0.0270208912263863	0.208978100133114	"AP3D1/PRKCZ/PTPN6/SHH"	4
"633"	"Cluster R"	"GO:0002820"	"negative regulation of adaptive immune response"	"2/78"	"62/18903"	0.0270966327943336	0.0270966327943336	0.208978100133114	"IL20RB/PTPN6"	2
"634"	"Cluster R"	"GO:0061951"	"establishment of protein localization to plasma membrane"	"2/78"	"62/18903"	0.0270966327943336	0.0270966327943336	0.208978100133114	"CLN3/SCRIB"	2
"635"	"Cluster R"	"GO:1903409"	"reactive oxygen species biosynthetic process"	"2/78"	"62/18903"	0.0270966327943336	0.0270966327943336	0.208978100133114	"GBF1/RAB27A"	2
"636"	"Cluster R"	"GO:0043254"	"regulation of protein-containing complex assembly"	"5/78"	"410/18903"	0.0272234242901747	0.0272234242901747	0.208978100133114	"ARPC5/IL5/PRKCZ/RASIP1/VPS18"	5
"637"	"Cluster R"	"GO:0051348"	"negative regulation of transferase activity"	"4/78"	"276/18903"	0.0273347712375398	0.0273347712375398	0.208978100133114	"NF2/PTPN6/RASIP1/ZFP36"	4
"638"	"Cluster R"	"GO:0032623"	"interleukin-2 production"	"2/78"	"63/18903"	0.027911394805088	0.027911394805088	0.208978100133114	"IL20RB/ZFP36"	2
"639"	"Cluster R"	"GO:0032663"	"regulation of interleukin-2 production"	"2/78"	"63/18903"	0.027911394805088	0.027911394805088	0.208978100133114	"IL20RB/ZFP36"	2
