A	B
MAR09622	L-lactate[c]
MAR09622	urate[e]
MAR09622	L-lactate[e]
MAR09622	urate[c]
MAR09019	CDP[c]
MAR09019	CDP[m]
MAR04874	NH3[c]
MAR04874	NH3[m]
MAR06311	arginine[m]
MAR06311	citrulline[c]
MAR06311	H+[c]
MAR06311	arginine[c]
MAR06311	citrulline[m]
MAR06311	H+[m]
MAR06324	arginine[m]
MAR06324	H+[c]
MAR06324	arginine[c]
MAR06324	H+[m]
MAR09174	itaconate[c]
MAR09174	itaconate[m]
MAR01090	acetyl-CoA[c]
MAR01090	acetyl-CoA[n]
MAR01095	H+[c]
MAR01095	H+[n]
MAR04274	deamido-NAD[c]
MAR04274	deamido-NAD[n]
MAR04275	nicotinate,ribonucleotide[c]
MAR04275	nicotinate,ribonucleotide[n]
MAR04916	CoA[c]
MAR04916	CoA[n]
MAR05422	PPi[c]
MAR05422	PPi[n]
MAR07786	ATP[c]
MAR07786	ATP[n]
MAR08361	choline[c]
MAR08361	choline[n]
MAR08363	acetylcholine[c]
MAR08363	acetylcholine[n]
MAR03987	chitobiose[e]
MAR03987	chitobiose[l]
MAR04765	bilirubin[c]
MAR04765	bilirubin[r]
MAR04856	glucose-6-phosphate[c]
MAR04856	glucose-6-phosphate[r]
MAR05004	bilirubin[c]
MAR05004	Na+[c]
MAR05004	bilirubin[r]
MAR05004	Na+[r]
MAR05342	H+[c]
MAR05342	Pi[c]
MAR05342	H+[r]
MAR05342	Pi[r]
MAR05347	PPi[c]
MAR05347	PPi[r]
MAR06386	glucose-6-phosphate[c]
MAR06386	Pi[r]
MAR06386	glucose-6-phosphate[r]
MAR06386	Pi[c]
MAR06387	Na+[c]
MAR06387	Pi[c]
MAR06387	Na+[r]
MAR06387	Pi[r]
MAR06388	Pi[r]
MAR06388	PPi[c]
MAR06388	Pi[c]
MAR06388	PPi[r]
MAR06629	retinol[c]
MAR06629	retinol[r]
MAR07778	NADP+[r]
MAR07778	NADP+[c]
MAR07780	NADPH[c]
MAR07780	NADPH[r]
MAR07981	etiocholan-3alpha-ol-17-one,3-glucuronide[c]
MAR07981	etiocholan-3alpha-ol-17-one,3-glucuronide[r]
MAR08347	L-gulono-1,4-lactone[c]
MAR08347	L-gulono-1,4-lactone[r]
MAR08350	D-glucurono-6,3-lactone[c]
MAR08350	D-glucurono-6,3-lactone[r]
MAR08715	retinoyl-glucuronide[r]
MAR08715	retinoyl-glucuronide[c]
MAR09036	linolenate[e]
MAR09037	phytanic,acid[e]
MAR09049	VLDL[e]
MAR09061	alanine[e]
MAR09072	Pi[e]
MAR09076	Fe2+[e]
MAR09078	HCO3-[e]
MAR09087	ornithine[e]
MAR09098	D-alanine[e]
MAR09101	PNP[e]
MAR09105	thiamin-P[e]
MAR09106	thiamin-PPP[e]
MAR09108	dihydroneopterin[e]
MAR09115	keratan,sulfate,II,(core,2-linked)[e]
MAR09116	keratan,sulfate,II,(core,4-linked)[e]
MAR09117	chondroitin,sulfate,A,(GalNAc4S-GlcA),proteoglycan[e]
MAR09119	chondroitin,sulfate,C,(GalNAc6S-GlcA),proteoglycan[e]
MAR09122	hyaluronate[e]
MAR09136	D-lactate[e]
MAR09140	galactose[e]
MAR09144	pyridoxine[e]
MAR09145	pantothenate[e]
MAR09156	dITP[e]
MAR09159	thiamin[e]
MAR09247	acetylcholine[e]
MAR09257	etiocholan-3alpha-ol-17-one,3-glucuronide[e]
MAR09262	AMP[e]
MAR09273	bilirubin[e]
MAR09286	citrate[e]
MAR09287	CMP[e]
MAR09336	globoside[e]
MAR09338	(5-L-glutamyl)-L-amino,acid[e]
MAR09340	GDP[e]
MAR09343	GMP[e]
MAR09352	GTP[e]
MAR09358	hypoxanthine[e]
MAR09359	IDP[e]
MAR09360	IMP[e]
MAR09370	maltose[e]
MAR09373	L-metanephrine[e]
MAR09379	nifedipine[e]
MAR09386	hydroxide[e]
MAR09393	progesterone[e]
MAR09404	retinoate[e]
MAR09405	retinoyl-glucuronide[e]
MAR09410	sphinganine-1-phosphate[e]
MAR09411	sphingosine-1-phosphate[e]
MAR09413	starch,structure,1[e]
MAR09414	starch,structure,2[e]
MAR09416	sucrose[e]
MAR09435	UDP[e]
MAR09436	UMP[e]
MAR09450	XTP[e]
MAR09451	itaconate[e]
MAR09453	etiocholanolone[e]
MAR09682	4-nitrophenyl-phosphate[e]
MAR09691	pyridoxal-phosphate[e]
MAR00050	5-formyl-THF[e]
MAR00050	H2O[c]
MAR00050	5-formyl-THF[c]
MAR00050	H2O[e]
MAR00072	H2O[e]
MAR00072	glycogenin,G4G7[e]
MAR00072	glucose[e]
MAR00072	Glycogen,,Structure,4,(Glycogenin-1,6-{2[1,4-Glc],,[1,4-Glc]})[e]
MAR00077	arachidonyl-CoA[c]
MAR00077	arachidonyl-CoA[x]
MAR00079	arginine[c]
MAR00079	H+[m]
MAR00079	arginine[m]
MAR00079	H+[c]
MAR00120	CDP-diacylglycerol-LD-PI,pool[c]
MAR00120	CDP-diacylglycerol-LD-PI,pool[m]
MAR00122	CTP[m]
MAR00122	H+[m]
MAR00122	phosphatidate-LD-PI,pool[m]
MAR00122	PPi[m]
MAR00122	CDP-diacylglycerol-LD-PI,pool[m]
MAR00124	citrulline[m]
MAR00124	citrulline[c]
MAR00136	ceramide-1P,pool[c]
MAR00136	ceramide-1P,pool[e]
MAR00137	H+[e]
MAR00137	L-carnitine[c]
MAR00137	H+[c]
MAR00137	L-carnitine[e]
MAR00562	FADH2[m]
MAR00562	Electron,Transfer,Flavoprotein,Oxidized[m]
MAR00562	FAD[m]
MAR00562	Electron,Transfer,Flavoprotein,Reduced[m]
MAR00563	ubiquinone[m]
MAR00563	Electron,Transfer,Flavoprotein,Reduced[m]
MAR00563	ubiquinol[m]
MAR00563	Electron,Transfer,Flavoprotein,Oxidized[m]
MAR00568	arachidonate[e]
MAR00569	ATP[e]
MAR00572	ceramide-1P,pool[e]
MAR00576	dihomo-gamma-linolenate[e]
MAR00606	glycogenin,G4G7[e]
MAR00608	Glycogen,,Structure,4,(Glycogenin-1,6-{2[1,4-Glc],,[1,4-Glc]})[e]
MAR00611	palmitate[e]
MAR00617	palmitolate[e]
MAR00624	(6Z,9Z)-octadecadienoic,acid[e]
MAR00631	1-acylglycerol-3P,pool[e]
MAR00639	stearate[e]
MAR00650	oleate[e]
MAR00655	PC-LD,pool[e]
MAR00656	PE-LD,pool[e]
MAR00659	Phytanate[e]
MAR00698	(9Z,12Z,15Z,18Z,21Z)-TPA[e]
MAR00714	cholesterol-ester,pool[e]
MAR00740	ATP[c]
MAR00740	CoA[c]
MAR00740	Phytanate[c]
MAR00740	AMP[c]
MAR00740	phytanoyl-CoA[c]
MAR00740	PPi[c]
MAR01038	D-Tagatose,1-Phosphate[c]
MAR01038	DHAP[c]
MAR01038	glyceraldehyde[c]
MAR01047	folate[e]
MAR01047	H2O[c]
MAR01047	folate[c]
MAR01047	H2O[e]
MAR01461	H+[c]
MAR01461	H+[r]
MAR01472	ATP[c]
MAR01472	D-tagatose[c]
MAR01472	ADP[c]
MAR01472	H+[c]
MAR01472	D-Tagatose,1-Phosphate[c]
MAR01514	1-acylglycerol-3P,pool[e]
MAR01514	1-acylglycerol-3P,pool[c]
MAR01617	Phytanate[e]
MAR01617	Phytanate[c]
MAR01621	Pi[r]
MAR01621	Pi[c]
MAR01633	palmitoyl-CoA[c]
MAR01633	palmitoyl-CoA[x]
MAR01640	propanoate[e]
MAR01640	propanoate[c]
MAR01707	H+[e]
MAR01707	ribose[e]
MAR01707	H+[c]
MAR01707	ribose[c]
MAR01780	H2O[c]
MAR01780	THF[e]
MAR01780	H2O[e]
MAR01780	THF[c]
MAR01782	H2O[c]
MAR01782	thiamin-P[e]
MAR01782	H2O[e]
MAR01782	thiamin-P[c]
MAR01793	H2O[e]
MAR01793	thiamin-PPP[c]
MAR01793	H2O[c]
MAR01793	thiamin-PPP[e]
MAR01871	6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[e]
MAR01921	glycerone[e]
MAR01956	lactose-6-phosphate[e]
MAR01972	GM2[e]
MAR02121	L-carnitine[x]
MAR02121	palmitoyl-CoA[x]
MAR02121	CoA[x]
MAR02121	L-palmitoylcarnitine[x]
MAR02123	arachidonyl-CoA[x]
MAR02123	L-carnitine[x]
MAR02123	CoA[x]
MAR02123	arachidonyl-carnitine[x]
MAR02186	H2O[e]
MAR02186	6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[e]
MAR02186	dihydroneopterin[e]
MAR02186	H+[e]
MAR02186	Pi[e]
MAR02278	L-carnitine[c]
MAR02278	L-palmitoylcarnitine[x]
MAR02278	L-carnitine[x]
MAR02278	L-palmitoylcarnitine[c]
MAR02280	L-carnitine[c]
MAR02280	arachidonyl-carnitine[x]
MAR02280	arachidonyl-carnitine[c]
MAR02280	L-carnitine[x]
MAR03210	H2O[c]
MAR03210	NADP+[c]
MAR03210	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al[c]
MAR03210	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c]
MAR03210	H+[c]
MAR03210	NADPH[c]
MAR03387	ATP[x]
MAR03387	CoA[x]
MAR03387	pristanic,acid[x]
MAR03387	(2S)-pristanoyl-CoA[x]
MAR03387	AMP[x]
MAR03387	PPi[x]
MAR03815	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c]
MAR03815	H+[c]
MAR03815	NADH[c]
MAR03815	H2O[c]
MAR03815	NAD+[c]
MAR03815	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al[c]
MAR04142	chitobiose[e]
MAR04256	CoA[e]
MAR04293	maltopentaose[e]
MAR04322	maltoheptaose[e]
MAR04384	ceramide,pool[e]
MAR04457	decanoyl-CoA[c]
MAR04457	L-carnitine[c]
MAR04457	CoA[c]
MAR04457	Decanoyl,Carnitine[c]
MAR04624	L-carnitine[c]
MAR04624	Hexadecanedioyl,Coenzyme,A[c]
MAR04624	CoA[c]
MAR04624	Hexadecanedioic,Acid,Mono-L-Carnitine,Ester[c]
MAR04859	Decanoyl,Carnitine[e]
MAR04884	Hexadecanedioic,Acid,Mono-L-Carnitine,Ester[e]
MAR04899	Hexanoyl,Carnitine[e]
MAR04918	L-octanoylcarnitine[e]
MAR06499	Hexadecanedioyl,Coenzyme,A[r]
MAR06499	Hexadecanedioyl,Coenzyme,A[c]
MAR06863	alanine[e]
MAR06863	arginine[c]
MAR06863	H+[e]
MAR06863	alanine[c]
MAR06863	arginine[e]
MAR06863	H+[c]
MAR06887	cysteine[e]
MAR06887	H+[c]
MAR06887	Na+[e]
MAR06887	cysteine[c]
MAR06887	H+[e]
MAR06887	Na+[c]
MAR06897	arginine[c]
MAR06897	glutamine[e]
MAR06897	H+[e]
MAR06897	arginine[e]
MAR06897	glutamine[c]
MAR06897	H+[c]
MAR07105	arginine[c]
MAR07105	H+[e]
MAR07105	histidine[e]
MAR07105	arginine[e]
MAR07105	H+[c]
MAR07105	histidine[c]
MAR07151	arginine[c]
MAR07151	H+[e]
MAR07151	leucine[e]
MAR07151	arginine[e]
MAR07151	H+[c]
MAR07151	leucine[c]
MAR07153	arginine[c]
MAR07153	H+[e]
MAR07153	methionine[e]
MAR07153	arginine[e]
MAR07153	H+[c]
MAR07153	methionine[c]
MAR07189	arginine[c]
MAR07189	H+[e]
MAR07189	phenylalanine[e]
MAR07189	arginine[e]
MAR07189	H+[c]
MAR07189	phenylalanine[c]
MAR07589	H+[e]
MAR07589	taurine[e]
MAR07589	H+[c]
MAR07589	taurine[c]
MAR08960	cysteamine[e]
MAR08961	dephospho-CoA[e]
MAR08962	FMN[e]
MAR08964	phosphopantetheine[e]
MAR08965	pantetheine[e]
MAR08978	H2O[e]
MAR08978	CoA[e]
MAR08978	Pi[e]
MAR08978	dephospho-CoA[e]
MAR08984	H2O[e]
MAR08984	phosphopantetheine[e]
MAR08984	Pi[e]
MAR08984	pantetheine[e]
MAR08986	H2O[e]
MAR08986	pantetheine[e]
MAR08986	pantothenate[e]
MAR08986	cysteamine[e]
MAR08988	D-proline[c]
MAR08988	D-proline[e]
MAR08989	putrescine[e]
MAR08989	putrescine[c]
MAR08990	ATP[e]
MAR08990	H+[e]
MAR08990	phosphopantetheine[e]
MAR08990	PPi[e]
MAR08990	dephospho-CoA[e]
MAR08995	taurine[c]
MAR08995	taurine[e]
MAR09003	4-methyl-2-oxopentanoate[e]
MAR09003	4-methyl-2-oxopentanoate[c]
MAR09013	4-methyl-2-oxopentanoate[e]
MAR09822	phosphocholine[e]
MAR09822	phosphocholine[c]
MAR09824	dCMP[e]
MAR09824	dCMP[c]
MAR09825	DHAP[e]
MAR09825	DHAP[c]
MAR09827	ethanolamine-phosphate[e]
MAR09827	ethanolamine-phosphate[c]
MAR09833	xanthine[e]
MAR09833	xanthine[c]
MAR09834	xanthosine-5-phosphate[e]
MAR09834	xanthosine-5-phosphate[c]
MAR09838	IMP[e]
MAR09838	IMP[c]
MAR09840	nicotinate,ribonucleotide[e]
MAR09840	nicotinate,ribonucleotide[c]
MAR09841	orotidine-5-phosphate[e]
MAR09841	orotidine-5-phosphate[c]
MAR09845	phosphocholine[e]
MAR09847	dCMP[e]
MAR09849	ethanolamine-phosphate[e]
MAR09860	xanthosine-5-phosphate[e]
MAR09866	nicotinate,ribonucleotide[e]
MAR09867	orotidine-5-phosphate[e]
MAR09873	betaine[e]
MAR09873	chloride[e]
MAR09873	Na+[e]
MAR09873	betaine[c]
MAR09873	chloride[c]
MAR09873	Na+[c]
MAR09874	butyrate[e]
MAR09874	Na+[e]
MAR09874	butyrate[c]
MAR09874	Na+[c]
MAR09876	chloride[e]
MAR09876	cysteine[e]
MAR09876	Na+[e]
MAR09876	chloride[c]
MAR09876	cysteine[c]
MAR09876	Na+[c]
MAR09878	dopamine[e]
MAR09878	H+[e]
MAR09878	dopamine[c]
MAR09878	H+[c]
MAR09886	4-aminobutyrate[e]
MAR09886	chloride[e]
MAR09886	Na+[e]
MAR09886	4-aminobutyrate[c]
MAR09886	chloride[c]
MAR09886	Na+[c]
MAR09889	guanosine[e]
MAR09889	H+[e]
MAR09889	guanosine[c]
MAR09889	H+[c]
MAR09890	glycerol[e]
MAR09890	H2O[e]
MAR09890	glycerol[c]
MAR09890	H2O[c]
MAR09899	ATP[c]
MAR09899	H2O[c]
MAR09899	heme[c]
MAR09899	ADP[c]
MAR09899	H+[c]
MAR09899	heme[e]
MAR09899	Pi[c]
MAR09905	H+[e]
MAR09905	serotonin[e]
MAR09905	H+[c]
MAR09905	serotonin[c]
MAR09927	creatine-phosphate[c]
MAR09927	creatine-phosphate[e]
MAR09935	2-oxoadipate[c]
MAR09935	H+[c]
MAR09935	NADH[c]
MAR09935	NAD+[c]
MAR09935	2-Hydroxyadipic,Acid[c]
MAR09942	H2O[l]
MAR09942	1-Gamma-Linolenoyl-Cholesterol,,Cholesterol-Ester,(18:3,,Delta,6,,9,,12)[l]
MAR09942	cholesterol[l]
MAR09942	gamma-linolenate[l]
MAR09942	H+[l]
MAR09943	H2O[l]
MAR09943	1-Linoleoyl-Cholesterol,,Cholesterol-Ester,(18:2,,Delta,9,,12)[l]
MAR09943	cholesterol[l]
MAR09943	H+[l]
MAR09943	linoleate[l]
MAR09944	H2O[l]
MAR09944	1-Vaccenoyl-Cholesterol,,Cholesterol-Ester,(18:1,,Delta,11)[l]
MAR09944	cholesterol[l]
MAR09944	cis-vaccenic,acid[l]
MAR09944	H+[l]
MAR09945	H2O[l]
MAR09945	1-Timnodnoyl-Cholesterol,,Cholesterol-Ester,(20:5,,Delta,5,8,11,14,17)[l]
MAR09945	cholesterol[l]
MAR09945	EPA[l]
MAR09945	H+[l]
MAR09946	H2O[l]
MAR09946	Cholesteryl,Arachidonate,,Cholesterol-Ester,(20:4,,Delta,5,8,11,14)[l]
MAR09946	arachidonate[l]
MAR09946	cholesterol[l]
MAR09946	H+[l]
MAR09947	H2O[l]
MAR09947	Cholesteryl,Docosahexanoate,,Cholesterol-Ester,(22:6,,Delta,4,7,10,13,16,19)[l]
MAR09947	cholesterol[l]
MAR09947	DHA[l]
MAR09947	H+[l]
MAR09974	leucine[c]
MAR09974	3-Methylhistidine[e]
MAR09974	leucine[e]
MAR09974	3-Methylhistidine[c]
MAR09975	phenylalanine[c]
MAR09975	3-Methylhistidine[e]
MAR09975	phenylalanine[e]
MAR09975	3-Methylhistidine[c]
MAR09990	D-Arabitol[e]
MAR09990	D-Arabitol[c]
MAR09991	H+[e]
MAR09991	D-Arabitol[e]
MAR09991	H+[c]
MAR09991	D-Arabitol[c]
MAR10002	2-Hydroxyadipic,Acid[c]
MAR10002	2-Hydroxyadipic,Acid[e]
MAR10004	SAM[c]
MAR10004	SAM[e]
MAR10022	L-lactate[e]
MAR10022	prostaglandin,A2[c]
MAR10022	L-lactate[c]
MAR10022	prostaglandin,A2[e]
MAR10134	L-lactate[e]
MAR10134	prostaglandin,J2[c]
MAR10134	L-lactate[c]
MAR10134	prostaglandin,J2[e]
MAR10135	prostaglandin,J2[c]
MAR10135	prostaglandin,J2[e]
MAR10138	L-lactate[e]
MAR10138	prostaglandin,E3[c]
MAR10138	L-lactate[c]
MAR10138	prostaglandin,E3[e]
MAR10160	N-acetyl-L-asparagine[c]
MAR10160	N-acetyl-L-asparagine[e]
MAR10201	2-Hydroxyadipic,Acid[e]
MAR10208	13(S)-HPODE[e]
MAR10217	9(10)-EpOME[e]
MAR10218	12(13)-EpOME[e]
MAR10223	N-acetyl-L-asparagine[e]
MAR10264	N-acetyl-L-aspartate[e]
MAR10349	1-Vaccenoyl-Cholesterol,,Cholesterol-Ester,(18:1,,Delta,11)[e]
MAR10350	1-Linoleoyl-Cholesterol,,Cholesterol-Ester,(18:2,,Delta,9,,12)[e]
MAR10351	1-Gamma-Linolenoyl-Cholesterol,,Cholesterol-Ester,(18:3,,Delta,6,,9,,12)[e]
MAR10352	Cholesteryl,Arachidonate,,Cholesterol-Ester,(20:4,,Delta,5,8,11,14)[e]
MAR10353	1-Timnodnoyl-Cholesterol,,Cholesterol-Ester,(20:5,,Delta,5,8,11,14,17)[e]
MAR10354	Cholesteryl,Docosahexanoate,,Cholesterol-Ester,(22:6,,Delta,4,7,10,13,16,19)[e]
MAR10359	H+[c]
MAR10359	Glycerol,2-Phosphate[c]
MAR10359	H+[e]
MAR10359	Glycerol,2-Phosphate[e]
MAR10390	Na+[c]
MAR10390	N-acetyl-L-aspartate[c]
MAR10390	Na+[e]
MAR10390	N-acetyl-L-aspartate[e]
MAR10392	H+[c]
MAR10392	OAA[c]
MAR10392	H+[e]
MAR10392	OAA[e]
MAR10396	3-phosphoserine[c]
MAR10396	3-phosphoserine[e]
MAR10434	lauric,acid[e]
MAR10435	Glycerol,2-Phosphate[e]
MAR10438	OAA[e]
MAR10441	3-phosphoserine[e]
MAR10442	(9E)-tetradecenoic,acid[e]
MAR10448	H+[c]
MAR10448	NADPH[c]
MAR10448	O2[c]
MAR10448	Chenodeoxycholate[c]
MAR10448	H2O[c]
MAR10448	NADP+[c]
MAR10448	7-Ketolithocholate[c]
MAR10450	ATP[c]
MAR10450	CoA[c]
MAR10450	ursodeoxycholate[c]
MAR10450	AMP[c]
MAR10450	PPi[c]
MAR10450	Ursodeoxycholyl,Coenzyme,A[c]
MAR10483	retinal[c]
MAR10483	retinal[e]
MAR10484	maltotetraose[e]
MAR10484	maltotetraose[c]
MAR10490	normetanephrine[e]
MAR10492	retinal[e]
MAR11227	1-Gamma-Linolenoyl-Cholesterol,,Cholesterol-Ester,(18:3,,Delta,6,,9,,12)[e]
MAR11227	1-Gamma-Linolenoyl-Cholesterol,,Cholesterol-Ester,(18:3,,Delta,6,,9,,12)[c]
MAR11228	1-Linoleoyl-Cholesterol,,Cholesterol-Ester,(18:2,,Delta,9,,12)[e]
MAR11228	1-Linoleoyl-Cholesterol,,Cholesterol-Ester,(18:2,,Delta,9,,12)[c]
MAR11229	1-Vaccenoyl-Cholesterol,,Cholesterol-Ester,(18:1,,Delta,11)[e]
MAR11229	1-Vaccenoyl-Cholesterol,,Cholesterol-Ester,(18:1,,Delta,11)[c]
MAR11230	1-Timnodnoyl-Cholesterol,,Cholesterol-Ester,(20:5,,Delta,5,8,11,14,17)[e]
MAR11230	1-Timnodnoyl-Cholesterol,,Cholesterol-Ester,(20:5,,Delta,5,8,11,14,17)[c]
MAR11231	Cholesteryl,Arachidonate,,Cholesterol-Ester,(20:4,,Delta,5,8,11,14)[e]
MAR11231	Cholesteryl,Arachidonate,,Cholesterol-Ester,(20:4,,Delta,5,8,11,14)[c]
MAR11232	Cholesteryl,Docosahexanoate,,Cholesterol-Ester,(22:6,,Delta,4,7,10,13,16,19)[e]
MAR11232	Cholesteryl,Docosahexanoate,,Cholesterol-Ester,(22:6,,Delta,4,7,10,13,16,19)[c]
MAR11281	SM,pool[e]
MAR11282	1-Gamma-Linolenoyl-Cholesterol,,Cholesterol-Ester,(18:3,,Delta,6,,9,,12)[c]
MAR11282	1-Gamma-Linolenoyl-Cholesterol,,Cholesterol-Ester,(18:3,,Delta,6,,9,,12)[l]
MAR11283	1-Linoleoyl-Cholesterol,,Cholesterol-Ester,(18:2,,Delta,9,,12)[c]
MAR11283	1-Linoleoyl-Cholesterol,,Cholesterol-Ester,(18:2,,Delta,9,,12)[l]
MAR11284	1-Vaccenoyl-Cholesterol,,Cholesterol-Ester,(18:1,,Delta,11)[c]
MAR11284	1-Vaccenoyl-Cholesterol,,Cholesterol-Ester,(18:1,,Delta,11)[l]
MAR11285	1-Timnodnoyl-Cholesterol,,Cholesterol-Ester,(20:5,,Delta,5,8,11,14,17)[c]
MAR11285	1-Timnodnoyl-Cholesterol,,Cholesterol-Ester,(20:5,,Delta,5,8,11,14,17)[l]
MAR11286	Cholesteryl,Arachidonate,,Cholesterol-Ester,(20:4,,Delta,5,8,11,14)[c]
MAR11286	Cholesteryl,Arachidonate,,Cholesterol-Ester,(20:4,,Delta,5,8,11,14)[l]
MAR11287	Cholesteryl,Docosahexanoate,,Cholesterol-Ester,(22:6,,Delta,4,7,10,13,16,19)[c]
MAR11287	Cholesteryl,Docosahexanoate,,Cholesterol-Ester,(22:6,,Delta,4,7,10,13,16,19)[l]
MAR11303	L-carnitine[e]
MAR11303	palmitolate[c]
MAR11303	L-carnitine[c]
MAR11303	palmitolate[e]
MAR11308	H+[e]
MAR11308	N-acetylneuraminate[e]
MAR11308	H+[c]
MAR11308	N-acetylneuraminate[c]
MAR11311	Ca2+[e]
MAR11311	Ca2+[c]
MAR11315	H+[e]
MAR11315	orotate[e]
MAR11315	H+[c]
MAR11315	orotate[c]
MAR11318	H+[e]
MAR11318	H+[c]
MAR11319	thiamin-P[e]
MAR11319	thiamin-P[c]
MAR11323	N-acetylneuraminate[c]
MAR11323	N-acetylneuraminate[e]
MAR11337	F1alpha[e]
MAR11349	creatine-phosphate[e]
MAR11389	Na+[c]
MAR11389	7-Ketolithocholate[c]
MAR11389	Na+[e]
MAR11389	7-Ketolithocholate[e]
MAR11390	7-Ketolithocholate[e]
MAR11395	adenosine[e]
MAR11395	H+[e]
MAR11395	adenosine[c]
MAR11395	H+[c]
MAR11397	cytidine[e]
MAR11397	H+[e]
MAR11397	cytidine[c]
MAR11397	H+[c]
MAR11415	H+[e]
MAR11415	inosine[e]
MAR11415	H+[c]
MAR11415	inosine[c]
MAR11417	H+[e]
MAR11417	thymidine[e]
MAR11417	H+[c]
MAR11417	thymidine[c]
MAR11418	H+[e]
MAR11418	uridine[e]
MAR11418	H+[c]
MAR11418	uridine[c]
MAR11425	maltohexaose[e]
MAR11428	xanthine[e]
MAR11571	L-3-amino-isobutanoate[e]
MAR11571	Na+[e]
MAR11571	L-3-amino-isobutanoate[c]
MAR11571	Na+[c]
MAR11775	methylamine[c]
MAR11775	methylamine[e]
MAR11783	N-methylsalsolinol[c]
MAR11783	N-methylsalsolinol[e]
MAR11789	H+[c]
MAR11789	tryptamine[c]
MAR11789	H+[e]
MAR11789	tryptamine[e]
MAR11790	H+[c]
MAR11790	N-methylsalsolinol[c]
MAR11790	H+[e]
MAR11790	N-methylsalsolinol[e]
MAR11803	H+[c]
MAR11803	methylamine[e]
MAR11803	H+[e]
MAR11803	methylamine[c]
MAR11804	arginine[e]
MAR11804	putrescine[c]
MAR11804	arginine[c]
MAR11804	putrescine[e]
MAR11815	calcitriol[e]
MAR11815	calcitriol[c]
MAR11844	D-ornithine[c]
MAR11844	H+[e]
MAR11844	D-ornithine[e]
MAR11844	H+[c]
MAR11896	9-cis-retinoate[c]
MAR11896	9-cis-retinoate[e]
MAR11897	9-cis-retinoate[e]
MAR11923	tryptamine[e]
MAR11930	N-methylhistamine[e]
MAR11964	calcitriol[c]
MAR11964	calcitriol[e]
MAR12020	H+[c]
MAR12020	NADPH[c]
MAR12020	2,3-Dihydro-1H-Indole-5,6-Dione[c]
MAR12020	leukoaminochrome[c]
MAR12020	NADP+[c]
MAR12021	H+[c]
MAR12021	NADH[c]
MAR12021	2,3-Dihydro-1H-Indole-5,6-Dione[c]
MAR12021	leukoaminochrome[c]
MAR12021	NAD+[c]
MAR12022	2,3-Dihydro-1H-Indole-5,6-Dione[c]
MAR12022	dopaminochrome[c]
MAR12035	H2O[e]
MAR12035	Galactosyl,Glucosyl,Ceramide[e]
MAR12035	galactose[e]
MAR12035	glucosylceramide,pool[e]
MAR12043	glucosylceramide,pool[e]
MAR12044	GM3[e]
MAR12063	H2O[e]
MAR12063	GM2[e]
MAR12063	N-acetylgalactosamine[e]
MAR12063	GM3[e]
MAR12088	H+[e]
MAR12088	nitrite[e]
MAR12088	H+[c]
MAR12088	nitrite[c]
MAR12132	Galactosyl,Glucosyl,Ceramide[e]
MAR12136	Ganglioside,Gm1[e]
MAR12313	ATP[c]
MAR12313	H2O[c]
MAR12313	13,31-O-Didesmethyl-tacrolimus[c]
MAR12313	ADP[c]
MAR12313	H+[c]
MAR12313	Pi[c]
MAR12313	13,31-O-Didesmethyl-tacrolimus[e]
MAR12326	ATP[c]
MAR12326	H2O[c]
MAR12326	15,31-O-Didesmethyl-tacrolimus[c]
MAR12326	ADP[c]
MAR12326	H+[c]
MAR12326	Pi[c]
MAR12326	15,31-O-Didesmethyl-tacrolimus[e]
MAR12406	H+[r]
MAR12406	NADPH[r]
MAR12406	O2[r]
MAR12406	triol,metabolite,of,pravastatin[r]
MAR12406	H2O[r]
MAR12406	NADP+[r]
MAR12406	3-keto-5,6,-dihydroxy-pravastatin[r]
MAR12408	3-keto-5,6,-dihydroxy-pravastatin[c]
MAR12408	3-keto-5,6,-dihydroxy-pravastatin[e]
MAR12460	H+[e]
MAR12460	allopurinol[e]
MAR12460	H+[c]
MAR12460	allopurinol[c]
MAR12462	UDP-glucuronate[r]
MAR12462	acetaminophen/paracetamol[r]
MAR12462	H+[r]
MAR12462	UDP[r]
MAR12462	Acetaminophen,glucuronide[r]
MAR12495	UDP-glucuronate[r]
MAR12495	AM1c,(cyclosporine)[r]
MAR12495	H+[r]
MAR12495	UDP[r]
MAR12495	AM1c-glucuronide,(cyclosporine)[r]
MAR12496	ATP[c]
MAR12496	H2O[c]
MAR12496	AM1c-glucuronide,(cyclosporine)[c]
MAR12496	ADP[c]
MAR12496	H+[c]
MAR12496	Pi[c]
MAR12496	AM1c-glucuronide,(cyclosporine)[e]
MAR12513	atorvastatin-acid[e]
MAR12513	atorvastatin-acid[c]
MAR12534	cerivastatin-M1[c]
MAR12534	cerivastatin-M1[e]
MAR12537	ATP[c]
MAR12537	H2O[c]
MAR12537	cerivastatin[c]
MAR12537	ADP[c]
MAR12537	H+[c]
MAR12537	Pi[c]
MAR12537	cerivastatin[e]
