A	B
MAR02164	malonyl-[ACP][c]
MAR02164	octanoyl-[ACP][c]
MAR02164	[ACP][c]
MAR02164	3-oxodecanoyl-[ACP][c]
MAR02164	CO2[c]
MAR02165	3-oxodecanoyl-[ACP][c]
MAR02165	H+[c]
MAR02165	NADPH[c]
MAR02165	(R)-3-hydroxydecanoyl-[ACP][c]
MAR02165	NADP+[c]
MAR02166	(R)-3-hydroxydecanoyl-[ACP][c]
MAR02166	(2E)-decenoyl-[ACP][c]
MAR02166	H2O[c]
MAR02167	(2E)-decenoyl-[ACP][c]
MAR02167	H+[c]
MAR02167	NADPH[c]
MAR02167	decanoyl-[ACP][c]
MAR02167	NADP+[c]
MAR02168	decanoyl-[ACP][c]
MAR02168	H+[c]
MAR02168	malonyl-[ACP][c]
MAR02168	[ACP][c]
MAR02168	3-oxododecanoyl-[ACP][c]
MAR02168	CO2[c]
MAR02169	3-oxododecanoyl-[ACP][c]
MAR02169	H+[c]
MAR02169	NADPH[c]
MAR02169	D-3-hydroxydodecanoyl-[ACP][c]
MAR02169	NADP+[c]
MAR02170	D-3-hydroxydodecanoyl-[ACP][c]
MAR02170	(2E)-dodecenoyl-[ACP][c]
MAR02170	H2O[c]
MAR02171	(2E)-dodecenoyl-[ACP][c]
MAR02171	H+[c]
MAR02171	NADPH[c]
MAR02171	dodecanoyl-[ACP][c]
MAR02171	NADP+[c]
MAR02173	dodecanoyl-[ACP][c]
MAR02173	H+[c]
MAR02173	malonyl-[ACP][c]
MAR02173	[ACP][c]
MAR02173	3-oxotetradecanoyl-[ACP][c]
MAR02173	CO2[c]
MAR02174	3-oxotetradecanoyl-[ACP][c]
MAR02174	H+[c]
MAR02174	NADPH[c]
MAR02174	HMA[c]
MAR02174	NADP+[c]
MAR02175	HMA[c]
MAR02175	(2E)-tetradecenoyl-[ACP][c]
MAR02175	H2O[c]
MAR02176	(2E)-tetradecenoyl-[ACP][c]
MAR02176	H+[c]
MAR02176	NADPH[c]
MAR02176	NADP+[c]
MAR02176	tetradecanoyl-[ACP][c]
MAR02178	H+[c]
MAR02178	malonyl-[ACP][c]
MAR02178	tetradecanoyl-[ACP][c]
MAR02178	[ACP][c]
MAR02178	3-oxohexadecanoyl-[ACP][c]
MAR02178	CO2[c]
MAR02179	3-oxohexadecanoyl-[ACP][c]
MAR02179	H+[c]
MAR02179	NADPH[c]
MAR02179	(R)-3-hydroxypalmitoyl-[ACP][c]
MAR02179	NADP+[c]
MAR02180	(R)-3-hydroxypalmitoyl-[ACP][c]
MAR02180	(2E)-hexadecenoyl-[ACP][c]
MAR02180	H2O[c]
MAR02181	(2E)-hexadecenoyl-[ACP][c]
MAR02181	H+[c]
MAR02181	NADPH[c]
MAR02181	hexadecanoyl-[ACP][c]
MAR02181	NADP+[c]
MAR04156	acetyl-CoA[c]
MAR04156	ATP[c]
MAR04156	HCO3-[c]
MAR04156	ADP[c]
MAR04156	H+[c]
MAR04156	malonyl-CoA[c]
MAR04156	Pi[c]
MAR04295	acetyl-CoA[m]
MAR04295	ATP[m]
MAR04295	HCO3-[m]
MAR04295	ADP[m]
MAR04295	H+[m]
MAR04295	malonyl-CoA[m]
MAR04295	Pi[m]
MAR02227	[ACP][c]
MAR02227	propanoyl-CoA[c]
MAR02227	CoA[c]
MAR02227	propanoyl-[ACP][c]
MAR02228	H+[c]
MAR02228	malonyl-[ACP][c]
MAR02228	propanoyl-[ACP][c]
MAR02228	[ACP][c]
MAR02228	3-oxopentanoyl-[ACP][c]
MAR02228	CO2[c]
MAR02229	3-oxopentanoyl-[ACP][c]
MAR02229	H+[c]
MAR02229	NADPH[c]
MAR02229	3-hydroxypentanoyl-[ACP][c]
MAR02229	NADP+[c]
MAR02230	3-hydroxypentanoyl-[ACP][c]
MAR02230	(2E)-pentenoyl-[ACP][c]
MAR02230	H2O[c]
MAR02231	(2E)-pentenoyl-[ACP][c]
MAR02231	H+[c]
MAR02231	NADPH[c]
MAR02231	NADP+[c]
MAR02231	pentanoyl-[ACP][c]
MAR02232	H+[c]
MAR02232	malonyl-[ACP][c]
MAR02232	pentanoyl-[ACP][c]
MAR02232	[ACP][c]
MAR02232	3-oxoheptanoyl-[ACP][c]
MAR02232	CO2[c]
MAR02233	3-oxoheptanoyl-[ACP][c]
MAR02233	H+[c]
MAR02233	NADPH[c]
MAR02233	3-hydroxyheptanoyl-[ACP][c]
MAR02233	NADP+[c]
MAR02234	3-hydroxyheptanoyl-[ACP][c]
MAR02234	(2E)-heptenoyl-[ACP][c]
MAR02234	H2O[c]
MAR02235	(2E)-heptenoyl-[ACP][c]
MAR02235	H+[c]
MAR02235	NADPH[c]
MAR02235	heptanoyl-[ACP][c]
MAR02235	NADP+[c]
MAR02236	H+[c]
MAR02236	heptanoyl-[ACP][c]
MAR02236	malonyl-[ACP][c]
MAR02236	[ACP][c]
MAR02236	3-oxononanoyl-[ACP][c]
MAR02236	CO2[c]
MAR02237	3-oxononanoyl-[ACP][c]
MAR02237	H+[c]
MAR02237	NADPH[c]
MAR02237	3-hydroxynonanoyl-[ACP][c]
MAR02237	NADP+[c]
MAR02238	3-hydroxynonanoyl-[ACP][c]
MAR02238	(2E)-nonenoyl-[ACP][c]
MAR02238	H2O[c]
MAR02239	(2E)-nonenoyl-[ACP][c]
MAR02239	H+[c]
MAR02239	NADPH[c]
MAR02239	NADP+[c]
MAR02239	nonanoyl-[ACP][c]
MAR02240	H+[c]
MAR02240	malonyl-[ACP][c]
MAR02240	nonanoyl-[ACP][c]
MAR02240	[ACP][c]
MAR02240	3-oxoundecanoyl-[ACP][c]
MAR02240	CO2[c]
MAR02241	3-oxoundecanoyl-[ACP][c]
MAR02241	H+[c]
MAR02241	NADPH[c]
MAR02241	3-hydroxyundecanoyl-[ACP][c]
MAR02241	NADP+[c]
MAR02242	3-hydroxyundecanoyl-[ACP][c]
MAR02242	(2E)-undecenoyl-[ACP][c]
MAR02242	H2O[c]
MAR02243	(2E)-undecenoyl-[ACP][c]
MAR02243	H+[c]
MAR02243	NADPH[c]
MAR02243	NADP+[c]
MAR02243	undecanoyl-[ACP][c]
MAR02244	H+[c]
MAR02244	malonyl-[ACP][c]
MAR02244	undecanoyl-[ACP][c]
MAR02244	[ACP][c]
MAR02244	3-oxotridecanoyl-[ACP][c]
MAR02244	CO2[c]
MAR02245	3-oxotridecanoyl-[ACP][c]
MAR02245	H+[c]
MAR02245	NADPH[c]
MAR02245	3-hydroxytridecanoyl-[ACP][c]
MAR02245	NADP+[c]
MAR02246	3-hydroxytridecanoyl-[ACP][c]
MAR02246	(2E)-tridecenoyl-[ACP][c]
MAR02246	H2O[c]
MAR02247	(2E)-tridecenoyl-[ACP][c]
MAR02247	H+[c]
MAR02247	NADPH[c]
MAR02247	NADP+[c]
MAR02247	tridecanoyl-[ACP][c]
MAR02249	H+[c]
MAR02249	malonyl-[ACP][c]
MAR02249	tridecanoyl-[ACP][c]
MAR02249	[ACP][c]
MAR02249	3-oxopentadecanoyl-[ACP][c]
MAR02249	CO2[c]
MAR02250	3-oxopentadecanoyl-[ACP][c]
MAR02250	H+[c]
MAR02250	NADPH[c]
MAR02250	3-hydroxypentadecanoyl-[ACP][c]
MAR02250	NADP+[c]
MAR02251	3-hydroxypentadecanoyl-[ACP][c]
MAR02251	(2E)-pentadecenoyl-[ACP][c]
MAR02251	H2O[c]
MAR02252	(2E)-pentadecenoyl-[ACP][c]
MAR02252	H+[c]
MAR02252	NADPH[c]
MAR02252	NADP+[c]
MAR02252	pentadecanoyl-[ACP][c]
MAR02254	H+[c]
MAR02254	malonyl-[ACP][c]
MAR02254	pentadecanoyl-[ACP][c]
MAR02254	[ACP][c]
MAR02254	3-oxoheptadecanoyl-[ACP][c]
MAR02254	CO2[c]
MAR02255	3-oxoheptadecanoyl-[ACP][c]
MAR02255	H+[c]
MAR02255	NADPH[c]
MAR02255	3-hydroxyheptadecanoyl-[ACP][c]
MAR02255	NADP+[c]
MAR02256	3-hydroxyheptadecanoyl-[ACP][c]
MAR02256	(2E)-heptadecenoyl-[ACP][c]
MAR02256	H2O[c]
MAR02257	(2E)-heptadecenoyl-[ACP][c]
MAR02257	H+[c]
MAR02257	NADPH[c]
MAR02257	heptadecanoyl-[ACP][c]
MAR02257	NADP+[c]
MAR02305	H+[c]
MAR02305	malonyl-CoA[c]
MAR02305	oleoyl-CoA[c]
MAR02305	3-oxo-11-cis-eicosenoyl-CoA[c]
MAR02305	CO2[c]
MAR02305	CoA[c]
MAR02307	3-oxo-11-cis-eicosenoyl-CoA[c]
MAR02307	H+[c]
MAR02307	NADPH[c]
MAR02307	3(S)-hydroxy-11-cis-eicosenoyl-CoA[c]
MAR02307	NADP+[c]
MAR02309	3(S)-hydroxy-11-cis-eicosenoyl-CoA[c]
MAR02309	H2O[c]
MAR02309	trans,cis-2,11-eicosadienoyl-CoA[c]
MAR02311	H+[c]
MAR02311	NADPH[c]
MAR02311	trans,cis-2,11-eicosadienoyl-CoA[c]
MAR02311	(11Z)-eicosenoyl-CoA[c]
MAR02311	NADP+[c]
MAR02315	(11Z)-eicosenoyl-CoA[c]
MAR02315	H+[c]
MAR02315	malonyl-CoA[c]
MAR02315	3-oxo-13cis-docosenoyl-CoA[c]
MAR02315	CO2[c]
MAR02315	CoA[c]
MAR02317	3-oxo-13cis-docosenoyl-CoA[c]
MAR02317	H+[c]
MAR02317	NADPH[c]
MAR02317	3(S)-hydroxy-13-cis-docosenoyl-CoA[c]
MAR02317	NADP+[c]
MAR02319	3(S)-hydroxy-13-cis-docosenoyl-CoA[c]
MAR02319	H2O[c]
MAR02319	trans,cis-2,13-docosadienoyl-CoA[c]
MAR02321	H+[c]
MAR02321	NADPH[c]
MAR02321	trans,cis-2,13-docosadienoyl-CoA[c]
MAR02321	(13Z)-docosenoyl-CoA[c]
MAR02321	NADP+[c]
MAR02324	(13Z)-docosenoyl-CoA[c]
MAR02324	H+[c]
MAR02324	malonyl-CoA[c]
MAR02324	3-oxo-cis-15-tetracosaenoyl-CoA[c]
MAR02324	CO2[c]
MAR02324	CoA[c]
MAR02326	3-oxo-cis-15-tetracosaenoyl-CoA[c]
MAR02326	H+[c]
MAR02326	NADPH[c]
MAR02326	3(S)-hydroxy-cis-15-tetracosaenoyl-CoA[c]
MAR02326	NADP+[c]
MAR02328	3(S)-hydroxy-cis-15-tetracosaenoyl-CoA[c]
MAR02328	H2O[c]
MAR02328	trans,cis-2,15-tetracosadienoyl-CoA[c]
MAR02330	H+[c]
MAR02330	NADPH[c]
MAR02330	trans,cis-2,15-tetracosadienoyl-CoA[c]
MAR02330	(15Z)-tetracosenoyl-CoA[c]
MAR02330	NADP+[c]
MAR02332	(15Z)-tetracosenoyl-CoA[c]
MAR02332	H+[c]
MAR02332	malonyl-CoA[c]
MAR02332	3-oxo-hexacosenoyl-CoA[c]
MAR02332	CO2[c]
MAR02332	CoA[c]
MAR02334	3-oxo-hexacosenoyl-CoA[c]
MAR02334	H+[c]
MAR02334	NADPH[c]
MAR02334	3(S)-hydroxy-hexacosenoyl-CoA[c]
MAR02334	NADP+[c]
MAR02336	3(S)-hydroxy-hexacosenoyl-CoA[c]
MAR02336	H2O[c]
MAR02336	trans,cis-2,17-hexacosadienoyl-CoA[c]
MAR02338	H+[c]
MAR02338	NADPH[c]
MAR02338	trans,cis-2,17-hexacosadienoyl-CoA[c]
MAR02338	hexacosenoyl-CoA[c]
MAR02338	NADP+[c]
MAR02342	cis-vaccenoyl-CoA[c]
MAR02342	H+[c]
MAR02342	malonyl-CoA[c]
MAR02342	3-oxo-13-cis-eicosenoyl-CoA[c]
MAR02342	CO2[c]
MAR02342	CoA[c]
MAR02343	3-oxo-13-cis-eicosenoyl-CoA[c]
MAR02343	H+[c]
MAR02343	NADPH[c]
MAR02343	3(S)-hydroxy-13-cis-eicosenoyl-CoA[c]
MAR02343	NADP+[c]
MAR02344	3(S)-hydroxy-13-cis-eicosenoyl-CoA[c]
MAR02344	H2O[c]
MAR02344	trans,cis-2,13-eicosadienoyl-CoA[c]
MAR02345	H+[c]
MAR02345	NADPH[c]
MAR02345	trans,cis-2,13-eicosadienoyl-CoA[c]
MAR02345	(13Z)-eicosenoyl-CoA[c]
MAR02345	NADP+[c]
MAR02347	(7Z)-octadecenoyl-CoA[c]
MAR02347	H+[c]
MAR02347	malonyl-CoA[c]
MAR02347	3-oxo-9-cis-eicosenoyl-CoA[c]
MAR02347	CO2[c]
MAR02347	CoA[c]
MAR02348	3-oxo-9-cis-eicosenoyl-CoA[c]
MAR02348	H+[c]
MAR02348	NADPH[c]
MAR02348	3(S)-hydroxy-9-cis-eicosenoyl-CoA[c]
MAR02348	NADP+[c]
MAR02349	3(S)-hydroxy-9-cis-eicosenoyl-CoA[c]
MAR02349	H2O[c]
MAR02349	trans,cis-2,9-eicosadienoyl-CoA[c]
MAR02350	H+[c]
MAR02350	NADPH[c]
MAR02350	trans,cis-2,9-eicosadienoyl-CoA[c]
MAR02350	9-eicosenoyl-CoA[c]
MAR02350	NADP+[c]
MAR02353	9-eicosenoyl-CoA[c]
MAR02353	H+[c]
MAR02353	malonyl-CoA[c]
MAR02353	3-oxo-11cis-docosenoyl-CoA[c]
MAR02353	CO2[c]
MAR02353	CoA[c]
MAR02354	3-oxo-11cis-docosenoyl-CoA[c]
MAR02354	H+[c]
MAR02354	NADPH[c]
MAR02354	3(S)-hydroxy-11-cis-docosenoyl-CoA[c]
MAR02354	NADP+[c]
MAR02355	3(S)-hydroxy-11-cis-docosenoyl-CoA[c]
MAR02355	H2O[c]
MAR02355	trans,cis-2,11-docosadienoyl-CoA[c]
MAR02356	H+[c]
MAR02356	NADPH[c]
MAR02356	trans,cis-2,11-docosadienoyl-CoA[c]
MAR02356	(11Z)-docosenoyl-CoA[c]
MAR02356	NADP+[c]
MAR02361	(6Z,9Z)-octadecadienoyl-CoA[c]
MAR02361	H+[c]
MAR02361	malonyl-CoA[c]
MAR02361	3-oxo-eicosadienoyl-CoA[c]
MAR02361	CO2[c]
MAR02361	CoA[c]
MAR02362	3-oxo-eicosadienoyl-CoA[c]
MAR02362	H+[c]
MAR02362	NADPH[c]
MAR02362	3(S)-hydroxy-3-oxo-eicosadienoyl-CoA[c]
MAR02362	NADP+[c]
MAR02363	3(S)-hydroxy-3-oxo-eicosadienoyl-CoA[c]
MAR02363	H2O[c]
MAR02363	trans,cis-2,8,11-eicosatrienoyl-CoA[c]
MAR02364	H+[c]
MAR02364	NADPH[c]
MAR02364	trans,cis-2,8,11-eicosatrienoyl-CoA[c]
MAR02364	(8Z,11Z)-eicosadienoyl-CoA[c]
MAR02364	NADP+[c]
MAR02190	H+[c]
MAR02190	malonyl-CoA[c]
MAR02190	palmitoyl-CoA[c]
MAR02190	3-oxooctadecanoyl-CoA[c]
MAR02190	CO2[c]
MAR02190	CoA[c]
MAR02191	3-oxooctadecanoyl-CoA[c]
MAR02191	H+[c]
MAR02191	NADPH[c]
MAR02191	3-hydroxyoctadecanoyl-CoA[c]
MAR02191	NADP+[c]
MAR02193	3-hydroxyoctadecanoyl-CoA[c]
MAR02193	(2E)-octadecenoyl-CoA[c]
MAR02193	H2O[c]
MAR02194	(2E)-octadecenoyl-CoA[c]
MAR02194	H+[c]
MAR02194	NADPH[c]
MAR02194	NADP+[c]
MAR02194	stearoyl-CoA[c]
MAR02201	H+[c]
MAR02201	malonyl-CoA[c]
MAR02201	stearoyl-CoA[c]
MAR02201	3-oxoeicosanoyl-CoA[c]
MAR02201	CO2[c]
MAR02201	CoA[c]
MAR02202	3-oxoeicosanoyl-CoA[c]
MAR02202	H+[c]
MAR02202	NADPH[c]
MAR02202	3-hydroxyeicosanoyl-CoA[c]
MAR02202	NADP+[c]
MAR02203	3-hydroxyeicosanoyl-CoA[c]
MAR02203	(2E)-eicosenoyl-CoA[c]
MAR02203	H2O[c]
MAR02204	(2E)-eicosenoyl-CoA[c]
MAR02204	H+[c]
MAR02204	NADPH[c]
MAR02204	eicosanoyl-CoA[c]
MAR02204	NADP+[c]
MAR02205	eicosanoyl-CoA[c]
MAR02205	H+[c]
MAR02205	malonyl-CoA[c]
MAR02205	3-oxodocosanoyl-CoA[c]
MAR02205	CO2[c]
MAR02205	CoA[c]
MAR02208	3-oxodocosanoyl-CoA[c]
MAR02208	H+[c]
MAR02208	NADPH[c]
MAR02208	3-hydroxydocosanoyl-CoA[c]
MAR02208	NADP+[c]
MAR02209	3-hydroxydocosanoyl-CoA[c]
MAR02209	(2E)-docosenoyl-CoA[c]
MAR02209	H2O[c]
MAR02210	(2E)-docosenoyl-CoA[c]
MAR02210	H+[c]
MAR02210	NADPH[c]
MAR02210	docosanoyl-CoA[c]
MAR02210	NADP+[c]
MAR02211	docosanoyl-CoA[c]
MAR02211	H+[c]
MAR02211	malonyl-CoA[c]
MAR02211	3-oxotetracosanoyl-CoA[c]
MAR02211	CO2[c]
MAR02211	CoA[c]
MAR02212	3-oxotetracosanoyl-CoA[c]
MAR02212	H+[c]
MAR02212	NADPH[c]
MAR02212	3-hydroxytetracosanoyl-CoA[c]
MAR02212	NADP+[c]
MAR02213	3-hydroxytetracosanoyl-CoA[c]
MAR02213	(2E)-tetracosenoyl-CoA[c]
MAR02213	H2O[c]
MAR02214	(2E)-tetracosenoyl-CoA[c]
MAR02214	H+[c]
MAR02214	NADPH[c]
MAR02214	NADP+[c]
MAR02214	tetracosanoyl-CoA[c]
MAR02215	H+[c]
MAR02215	malonyl-CoA[c]
MAR02215	tetracosanoyl-CoA[c]
MAR02215	3-oxohexacosanoyl-CoA[c]
MAR02215	CO2[c]
MAR02215	CoA[c]
MAR02217	3-oxohexacosanoyl-CoA[c]
MAR02217	H+[c]
MAR02217	NADPH[c]
MAR02217	3-hydroxyhexacosanoyl-CoA[c]
MAR02217	NADP+[c]
MAR02218	3-hydroxyhexacosanoyl-CoA[c]
MAR02218	(2E)-hexacosenoyl-CoA[c]
MAR02218	H2O[c]
MAR02219	(2E)-hexacosenoyl-CoA[c]
MAR02219	H+[c]
MAR02219	NADPH[c]
MAR02219	hexacosanoyl-CoA[c]
MAR02219	NADP+[c]
MAR02259	H+[c]
MAR02259	heptadecanoyl-CoA[c]
MAR02259	malonyl-CoA[c]
MAR02259	3-oxononadecanoyl-CoA[c]
MAR02259	CO2[c]
MAR02259	CoA[c]
MAR02260	3-oxononadecanoyl-CoA[c]
MAR02260	H+[c]
MAR02260	NADPH[c]
MAR02260	3-hydroxynonadecanoyl-CoA[c]
MAR02260	NADP+[c]
MAR02261	3-hydroxynonadecanoyl-CoA[c]
MAR02261	(2E)-nonadecenoyl-CoA[c]
MAR02261	H2O[c]
MAR02262	(2E)-nonadecenoyl-CoA[c]
MAR02262	H+[c]
MAR02262	NADPH[c]
MAR02262	NADP+[c]
MAR02262	nonadecanoyl-CoA[c]
MAR02263	H+[c]
MAR02263	malonyl-CoA[c]
MAR02263	nonadecanoyl-CoA[c]
MAR02263	3-oxoheneicosanoyl-CoA[c]
MAR02263	CO2[c]
MAR02263	CoA[c]
MAR02264	3-oxoheneicosanoyl-CoA[c]
MAR02264	H+[c]
MAR02264	NADPH[c]
MAR02264	3-hydroxyheneicosanoyl-CoA[c]
MAR02264	NADP+[c]
MAR02265	3-hydroxyheneicosanoyl-CoA[c]
MAR02265	(2E)-heneicosenoyl-CoA[c]
MAR02265	H2O[c]
MAR02266	(2E)-heneicosenoyl-CoA[c]
MAR02266	H+[c]
MAR02266	NADPH[c]
MAR02266	heneicosanoyl-CoA[c]
MAR02266	NADP+[c]
MAR02267	H+[c]
MAR02267	heneicosanoyl-CoA[c]
MAR02267	malonyl-CoA[c]
MAR02267	3-oxotricosanoyl-CoA[c]
MAR02267	CO2[c]
MAR02267	CoA[c]
MAR02268	3-oxotricosanoyl-CoA[c]
MAR02268	H+[c]
MAR02268	NADPH[c]
MAR02268	3-hydroxytricosanoyl-CoA[c]
MAR02268	NADP+[c]
MAR02269	3-hydroxytricosanoyl-CoA[c]
MAR02269	(2E)-tricosenoyl-CoA[c]
MAR02269	H2O[c]
MAR02270	(2E)-tricosenoyl-CoA[c]
MAR02270	H+[c]
MAR02270	NADPH[c]
MAR02270	NADP+[c]
MAR02270	tricosanoyl-CoA[c]
MAR02281	H+[c]
MAR02281	myristoyl-CoA[c]
MAR02281	NADPH[c]
MAR02281	O2[c]
MAR02281	(9E)-tetradecenoyl-CoA[c]
MAR02281	H2O[c]
MAR02281	NADP+[c]
MAR02282	H+[c]
MAR02282	myristoyl-CoA[c]
MAR02282	NADPH[c]
MAR02282	O2[c]
MAR02282	(7Z)-tetradecenoyl-CoA[c]
MAR02282	H2O[c]
MAR02282	NADP+[c]
MAR02284	H+[c]
MAR02284	myristoyl-CoA[c]
MAR02284	NADPH[c]
MAR02284	O2[c]
MAR02284	5-tetradecenoyl-CoA[c]
MAR02284	H2O[c]
MAR02284	NADP+[c]
MAR02286	H+[c]
MAR02286	NADPH[c]
MAR02286	O2[c]
MAR02286	palmitoyl-CoA[c]
MAR02286	H2O[c]
MAR02286	NADP+[c]
MAR02286	palmitoleoyl-CoA[c]
MAR02287	H+[c]
MAR02287	NADPH[c]
MAR02287	O2[c]
MAR02287	palmitoyl-CoA[c]
MAR02287	7-hexadecenoyl-CoA[c]
MAR02287	H2O[c]
MAR02287	NADP+[c]
MAR02292	H+[c]
MAR02292	NADPH[c]
MAR02292	O2[c]
MAR02292	stearoyl-CoA[c]
MAR02292	(13Z)-octadecenoyl-CoA[c]
MAR02292	H2O[c]
MAR02292	NADP+[c]
MAR02293	H+[c]
MAR02293	NADPH[c]
MAR02293	O2[c]
MAR02293	stearoyl-CoA[c]
MAR02293	cis-vaccenoyl-CoA[c]
MAR02293	H2O[c]
MAR02293	NADP+[c]
MAR02294	H+[c]
MAR02294	NADPH[c]
MAR02294	O2[c]
MAR02294	stearoyl-CoA[c]
MAR02294	H2O[c]
MAR02294	NADP+[c]
MAR02294	oleoyl-CoA[c]
MAR02295	H+[c]
MAR02295	NADPH[c]
MAR02295	O2[c]
MAR02295	stearoyl-CoA[c]
MAR02295	(9E)-octadecenoyl-CoA[c]
MAR02295	H2O[c]
MAR02295	NADP+[c]
MAR02296	H+[c]
MAR02296	NADPH[c]
MAR02296	O2[c]
MAR02296	stearoyl-CoA[c]
MAR02296	(7Z)-octadecenoyl-CoA[c]
MAR02296	H2O[c]
MAR02296	NADP+[c]
MAR02359	H+[c]
MAR02359	NADPH[c]
MAR02359	O2[c]
MAR02359	oleoyl-CoA[c]
MAR02359	(6Z,9Z)-octadecadienoyl-CoA[c]
MAR02359	H2O[c]
MAR02359	NADP+[c]
MAR02365	(8Z,11Z)-eicosadienoyl-CoA[c]
MAR02365	H+[c]
MAR02365	NADPH[c]
MAR02365	O2[c]
MAR02365	(5Z,8Z,11Z)-eicosatrienoyl-CoA[c]
MAR02365	H2O[c]
MAR02365	NADP+[c]
MAR02288	H+[c]
MAR02288	heptadecanoyl-CoA[c]
MAR02288	NADPH[c]
MAR02288	O2[c]
MAR02288	(10Z)-heptadecenoyl-CoA[c]
MAR02288	H2O[c]
MAR02288	NADP+[c]
MAR02289	H+[c]
MAR02289	heptadecanoyl-CoA[c]
MAR02289	NADPH[c]
MAR02289	O2[c]
MAR02289	9-heptadecenoyl-CoA[c]
MAR02289	H2O[c]
MAR02289	NADP+[c]
MAR00709	H2O[x]
MAR00709	palmitoyl-CoA[x]
MAR00709	CoA[x]
MAR00709	H+[x]
MAR00709	palmitate[x]
MAR02150	[ACP][c]
MAR02150	acetyl-CoA[c]
MAR02150	acetyl-[ACP][c]
MAR02150	CoA[c]
MAR02151	[ACP][c]
MAR02151	malonyl-CoA[c]
MAR02151	CoA[c]
MAR02151	malonyl-[ACP][c]
MAR02172	dodecanoyl-[ACP][c]
MAR02172	H2O[c]
MAR02172	[ACP][c]
MAR02172	H+[c]
MAR02172	lauric acid[c]
MAR02177	H2O[c]
MAR02177	tetradecanoyl-[ACP][c]
MAR02177	[ACP][c]
MAR02177	H+[c]
MAR02177	myristic acid[c]
MAR02182	H2O[c]
MAR02182	hexadecanoyl-[ACP][c]
MAR02182	[ACP][c]
MAR02182	H+[c]
MAR02182	palmitate[c]
MAR02248	H2O[c]
MAR02248	tridecanoyl-[ACP][c]
MAR02248	[ACP][c]
MAR02248	H+[c]
MAR02248	tridecylic acid[c]
MAR02253	H2O[c]
MAR02253	pentadecanoyl-[ACP][c]
MAR02253	[ACP][c]
MAR02253	H+[c]
MAR02253	pentadecylic acid[c]
MAR02258	H2O[c]
MAR02258	heptadecanoyl-[ACP][c]
MAR02258	[ACP][c]
MAR02258	H+[c]
MAR02258	margaric acid[c]
MAR02437	linoleate[c]
MAR02437	O2[c]
MAR02437	9(S)-HPODE[c]
MAR02438	9(S)-HPODE[c]
MAR02438	H+[c]
MAR02438	NADPH[c]
MAR02438	9-hydroxyoctadecadienoate[c]
MAR02438	H2O[c]
MAR02438	NADP+[c]
MAR02439	linoleate[c]
MAR02439	O2[c]
MAR02439	11-HpODE[c]
MAR02440	linoleate[c]
MAR02440	O2[c]
MAR02440	13(S)-HPODE[c]
MAR02441	13(S)-HPODE[c]
MAR02441	H+[c]
MAR02441	NADPH[c]
MAR02441	13(S)-HODE[c]
MAR02441	H2O[c]
MAR02441	NADP+[c]
MAR02442	13(S)-HPODE[c]
MAR02442	H2O[c]
MAR02442	4-hydroperoxy-2-nonenal[c]
MAR02442	nonanoic acid[c]
MAR02443	13(S)-HPODE[c]
MAR02443	ferricytochrome C[c]
MAR02443	H+[c]
MAR02443	13-oxy-radical-octadecadienoate[c]
MAR02443	ferrocytochrome C[c]
MAR02443	H2O[c]
MAR02444	13-oxo-(9Z,11E)-tridecadienoate[c]
MAR02444	pentyl radical[c]
MAR02444	13-oxy-radical-octadecadienoate[c]
MAR02445	12,13-epoxylinoleic acid-radical[c]
MAR02445	13-oxy-radical-octadecadienoate[c]
MAR02446	12,13-epoxy-9-hydroperoxy-(10E)-octadecenoate[c]
MAR02446	monodehydroascorbate[c]
MAR02446	12,13-epoxylinoleic acid-radical[c]
MAR02446	ascorbate[c]
MAR02446	O2[c]
MAR02447	12,13-epoxy-9-alkoxy-(10E)-octadecenoate[c]
MAR02447	ferricytochrome C[c]
MAR02447	H2O[c]
MAR02447	12,13-epoxy-9-hydroperoxy-(10E)-octadecenoate[c]
MAR02447	ferrocytochrome C[c]
MAR02447	H+[c]
MAR02448	12,13-epoxy-9-alkoxy-(10E)-octadecenoate[c]
MAR02448	H+[c]
MAR02448	octanoate radical[c]
MAR02448	trans-4,5-epoxy-(2E)-decenal[c]
MAR02449	12,13-epoxy-9-alkoxy-(10E)-octadecenoate[c]
MAR02449	H2O[c]
MAR02449	9,10-12,13-diepoxy-octadecanoate[c]
MAR02449	hydroxide[c]
MAR02450	9,10-12,13-diepoxy-octadecanoate[c]
MAR02450	O2[c]
MAR02450	1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether[c]
MAR02451	1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether[c]
MAR02451	4-oxo-2-nonenal[c]
MAR02451	azelaic acid[c]
MAR02451	H+[c]
MAR02452	1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether[c]
MAR02452	3,4-epoxynonanal[c]
MAR02452	azelaic acid[c]
MAR02452	H+[c]
MAR02453	4-hydroperoxy-2-nonenal[c]
MAR02453	4-oxo-2-nonenal[c]
MAR02453	H2O[c]
MAR02454	3,4-epoxynonanal[c]
MAR02454	4-hydroxy-2-nonenal[c]
MAR02455	H+[c]
MAR02455	linoleate[c]
MAR02455	NADPH[c]
MAR02455	O2[c]
MAR02455	9(10)-EpOME[c]
MAR02455	H2O[c]
MAR02455	NADP+[c]
