"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0015629"	"mIDH1"	"GO:0015629"	"actin cytoskeleton"	"19/366"	"289/10365"	0.00684430319251665	0.00684430319251665	0.496211981457457	"ADD2/ARHGAP32/CNR1/CORO1C/CRK/DAPK1/DDR2/FHL3/FOXA3/LASP1/LDB3/MPRIP/MYO10/MYO1C/MYO9B/PKNOX2/PPP1R9B/SORBS1/STK38L"	19
"GO:0035102"	"mIDH1"	"GO:0035102"	"PRC1 complex"	"3/366"	"14/10365"	0.0118940914485485	0.0118940914485485	0.700090370232213	"CBX4/PHC1/PHC2"	3
"GO:0016328"	"mIDH1"	"GO:0016328"	"lateral plasma membrane"	"5/366"	"41/10365"	0.0140895963324585	0.0140895963324585	0.700090370232213	"CEACAM1/CORO1C/CTNNB1/MYO1C/VANGL2"	5
"GO:1902711"	"mIDH1"	"GO:1902711"	"GABA-A receptor complex"	"3/366"	"15/10365"	0.014484628349632	0.014484628349632	0.700090370232213	"GABRE/GABRG2/GABRG3"	3
"GO:1902710"	"mIDH1"	"GO:1902710"	"GABA receptor complex"	"3/366"	"17/10365"	0.0205495368890235	0.0205495368890235	0.855185433115369	"GABRE/GABRG2/GABRG3"	3
"GO:0031253"	"mIDH1"	"GO:0031253"	"cell projection membrane"	"13/366"	"196/10365"	0.0216253787684346	0.0216253787684346	0.855185433115369	"CEACAM1/CORO1C/CTNNB1/EHD3/GABRE/GABRG2/GABRG3/GPI/MYO10/MYO1C/OPRD1/PDE6B/PPP1R9B"	13
"GO:0031519"	"mIDH1"	"GO:0031519"	"PcG protein complex"	"4/366"	"32/10365"	0.0252027381866096	0.0252027381866096	0.857204708512756	"ASXL3/CBX4/PHC1/PHC2"	4
"GO:0043235"	"mIDH1"	"GO:0043235"	"receptor complex"	"17/366"	"287/10365"	0.0258321008277291	0.0258321008277291	0.857204708512756	"CALCRL/CHRNA5/DDR2/EPHB6/FLT4/FSHR/GABRE/GABRG2/GABRG3/IL4R/ITGA7/ITGB6/KLRC2/NR1H4/PLXNB2/PTK2B/TRAF2"	17
"GO:0005938"	"mIDH1"	"GO:0005938"	"cell cortex"	"12/366"	"189/10365"	0.0357052164911663	0.0357052164911663	0.857204708512756	"ARHGAP32/CORO1C/CTNNB1/LASP1/MYO10/MYO9B/OR2C1/PPP1R9B/PSEN1/PTK2B/TLE6/TRAF2"	12
"GO:0044853"	"mIDH1"	"GO:0044853"	"plasma membrane raft"	"6/366"	"73/10365"	0.0436928550215504	0.0436928550215504	0.857204708512756	"ADD2/ADRA1B/CORO1C/CTNNB1/ORAI1/SORBS1"	6
"GO:00347021"	"mIDH1"	"GO:0034702"	"ion channel complex"	"9/366"	"132/10365"	0.043998852823535	0.043998852823535	0.857204708512756	"ABCC8/CACNA1E/CHRNA5/GABRE/GABRG2/GABRG3/LRRC26/ORAI1/PTK2B"	9
"GO:0032433"	"mIDH1"	"GO:0032433"	"filopodium tip"	"2/366"	"10/10365"	0.0463901609751544	0.0463901609751544	0.857204708512756	"AP2A1/MYO10"	2
"GO:00996991"	"mIDH1"	"GO:0099699"	"integral component of synaptic membrane"	"6/366"	"75/10365"	0.0487911316994868	0.0487911316994868	0.857204708512756	"CNR1/FLRT3/GABRG2/GABRG3/OPRD1/PSEN1"	6
"GO:0030016"	"mIDH1"	"GO:0030016"	"myofibril"	"8/366"	"117/10365"	0.0549383984115021	0.0549383984115021	0.857204708512756	"CORO1C/CTNNB1/FHL3/FHL5/LDB3/PSEN1/SCO1/SCO2"	8
"GO:0016327"	"mIDH1"	"GO:0016327"	"apicolateral plasma membrane"	"2/366"	"11/10365"	0.0554030063132936	0.0554030063132936	0.857204708512756	"CTNNB1/THBD"	2
"GO:00973811"	"mIDH1"	"GO:0097381"	"photoreceptor disc membrane"	"2/366"	"11/10365"	0.0554030063132936	0.0554030063132936	0.857204708512756	"GUCA1C/PDE6B"	2
"GO:0000791"	"mIDH1"	"GO:0000791"	"euchromatin"	"4/366"	"42/10365"	0.0597739996694048	0.0597739996694048	0.857204708512756	"CTNNB1/NR1H4/TRIM24/UHRF1"	4
"GO:00164591"	"mIDH1"	"GO:0016459"	"myosin complex"	"3/366"	"26/10365"	0.0623236125027501	0.0623236125027501	0.857204708512756	"MYO10/MYO1C/MYO9B"	3
"GO:0043292"	"mIDH1"	"GO:0043292"	"contractile fiber"	"8/366"	"121/10365"	0.0643907642930439	0.0643907642930439	0.857204708512756	"CORO1C/CTNNB1/FHL3/FHL5/LDB3/PSEN1/SCO1/SCO2"	8
"GO:0140672"	"mIDH1"	"GO:0140672"	"ATAC complex"	"2/366"	"12/10365"	0.0649686000375366	0.0649686000375366	0.857204708512756	"MAP3K7/TADA3"	2
"GO:00992401"	"mIDH1"	"GO:0099240"	"intrinsic component of synaptic membrane"	"6/366"	"81/10365"	0.0662070926806078	0.0662070926806078	0.857204708512756	"CNR1/FLRT3/GABRG2/GABRG3/OPRD1/PSEN1"	6
"GO:00098972"	"mIDH1"	"GO:0009897"	"external side of plasma membrane"	"13/366"	"232/10365"	0.0676550219195413	0.0676550219195413	0.857204708512756	"CD83/FCN2/IL1RL1/IL4R/ITGA7/ITGB6/KLRC2/MSR1/SLAMF9/SLC22A11/SLC2A4/THBD/ULBP1"	13
"GO:0032039"	"mIDH1"	"GO:0032039"	"integrator complex"	"2/366"	"13/10365"	0.0750369033711119	0.0750369033711119	0.857204708512756	"INTS2/INTS9"	2
"GO:0032045"	"mIDH1"	"GO:0032045"	"guanyl-nucleotide exchange factor complex"	"2/366"	"13/10365"	0.0750369033711119	0.0750369033711119	0.857204708512756	"KNDC1/LAMTOR4"	2
"GO:00007921"	"mIDH1"	"GO:0000792"	"heterochromatin"	"5/366"	"66/10365"	0.083110705381049	0.083110705381049	0.857204708512756	"ESCO2/MECP2/PHC2/UHRF1/UHRF2"	5
"GO:0055029"	"mIDH1"	"GO:0055029"	"nuclear DNA-directed RNA polymerase complex"	"6/366"	"86/10365"	0.0831630339545406	0.0831630339545406	0.857204708512756	"GTF2H5/POLR1B/POLR1C/POLR2D/PRIM1/TADA3"	6
"GO:0016586"	"mIDH1"	"GO:0016586"	"RSC-type complex"	"2/366"	"14/10365"	0.0855607053582059	0.0855607053582059	0.857204708512756	"BRD7/PHF10"	2
"GO:00430251"	"mIDH1"	"GO:0043025"	"neuronal cell body"	"15/366"	"288/10365"	0.0857867840700321	0.0857867840700321	0.857204708512756	"CACNA1E/CPLX1/CSNK1E/DPYSL5/GAL/KNDC1/MBP/MYO10/NDEL1/OMP/PGRMC1/PPP1R9B/PSEN1/PTK2B/RIN3"	15
"GO:00300181"	"mIDH1"	"GO:0030018"	"Z disc"	"5/366"	"67/10365"	0.0873564950157355	0.0873564950157355	0.857204708512756	"CTNNB1/FHL3/FHL5/LDB3/PSEN1"	5
"GO:0000428"	"mIDH1"	"GO:0000428"	"DNA-directed RNA polymerase complex"	"6/366"	"88/10365"	0.0905609507407949	0.0905609507407949	0.857204708512756	"GTF2H5/POLR1B/POLR1C/POLR2D/PRIM1/TADA3"	6
"GO:00985521"	"mIDH1"	"GO:0098552"	"side of membrane"	"19/366"	"388/10365"	0.0934284401315239	0.0934284401315239	0.857204708512756	"AP2A1/CD83/FCN2/GNG4/IL1RL1/IL4R/ITGA7/ITGB6/KLRC2/MSR1/PPP1R9B/PTK2B/SLAMF9/SLC22A11/SLC2A4/SNAPIN/THBD/TRAF2/ULBP1"	19
"GO:0005901"	"mIDH1"	"GO:0005901"	"caveola"	"4/366"	"49/10365"	0.0937678283714984	0.0937678283714984	0.857204708512756	"ADRA1B/CORO1C/CTNNB1/SORBS1"	4
"GO:0031256"	"mIDH1"	"GO:0031256"	"leading edge membrane"	"7/366"	"111/10365"	0.097577196562062	0.097577196562062	0.857204708512756	"CORO1C/GABRE/GABRG2/GABRG3/MYO1C/OPRD1/PPP1R9B"	7
"GO:0030880"	"mIDH1"	"GO:0030880"	"RNA polymerase complex"	"6/366"	"90/10365"	0.0983046161836737	0.0983046161836737	0.857204708512756	"GTF2H5/POLR1B/POLR1C/POLR2D/PRIM1/TADA3"	6
