"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0007018"	"Cluster NR"	"GO:0007018"	"microtubule-based movement"	"14/374"	"208/10733"	0.0140980461710659	0.0140980461710659	0.644097980071049	"ARHGAP21/ARL8A/BAG3/BLOC1S1/CLN3/FMN2/FUZ/IQCG/KIF27/MAP1A/NEK10/RGN/TMEM201/TTLL9"	14
"GO:00714961"	"Cluster NR"	"GO:0071496"	"cellular response to external stimulus"	"15/374"	"229/10733"	0.0141980046752018	0.0141980046752018	0.644097980071049	"AKR1C3/ATG7/BAG3/BHLHA15/CASP8AP2/DAP/GLRX2/IFI16/JMY/MAP1LC3B2/PIK3C3/SFRP1/SP7/TFEB/TXN2"	15
"GO:0009791"	"Cluster NR"	"GO:0009791"	"post-embryonic development"	"7/374"	"74/10733"	0.0143257585946534	0.0143257585946534	0.644097980071049	"BMP4/EMX1/ETNK2/MORC3/PLEKHA1/RC3H2/SOD2"	7
"GO:0046546"	"Cluster NR"	"GO:0046546"	"development of primary male sexual characteristics"	"9/374"	"110/10733"	0.0145017582869067	0.0145017582869067	0.644097980071049	"AKR1C3/GATA4/NR5A1/PLEKHA1/RARA/RXFP2/SAFB2/SFRP1/SRY"	9
"GO:0002762"	"Cluster NR"	"GO:0002762"	"negative regulation of myeloid leukocyte differentiation"	"5/374"	"42/10733"	0.0147572500294358	0.0147572500294358	0.644097980071049	"RARA/SFRP1/TNFRSF11B/TOB2/TRIB1"	5
"GO:0030850"	"Cluster NR"	"GO:0030850"	"prostate gland development"	"5/374"	"42/10733"	0.0147572500294358	0.0147572500294358	0.644097980071049	"BMP4/CRIP1/GLI1/RARA/SFRP1"	5
"GO:00106601"	"Cluster NR"	"GO:0010660"	"regulation of muscle cell apoptotic process"	"6/374"	"58/10733"	0.0151336293331659	0.0151336293331659	0.644097980071049	"BAG3/CAPN2/GATA4/PDPK1/PTK2B/SOD2"	6
"GO:0002068"	"Cluster NR"	"GO:0002068"	"glandular epithelial cell development"	"4/374"	"28/10733"	0.0153259741276918	0.0153259741276918	0.644097980071049	"BHLHA15/BMP4/PDPK1/RARA"	4
"GO:0009262"	"Cluster NR"	"GO:0009262"	"deoxyribonucleotide metabolic process"	"4/374"	"28/10733"	0.0153259741276918	0.0153259741276918	0.644097980071049	"ADA/DCK/NT5C2/NT5M"	4
"GO:0019692"	"Cluster NR"	"GO:0019692"	"deoxyribose phosphate metabolic process"	"4/374"	"28/10733"	0.0153259741276918	0.0153259741276918	0.644097980071049	"ADA/DCK/NT5C2/NT5M"	4
"GO:0050850"	"Cluster NR"	"GO:0050850"	"positive regulation of calcium-mediated signaling"	"4/374"	"28/10733"	0.0153259741276918	0.0153259741276918	0.644097980071049	"ADA/AKAP5/NRG1/SYK"	4
"GO:0042180"	"Cluster NR"	"GO:0042180"	"cellular ketone metabolic process"	"10/374"	"130/10733"	0.0153542445961664	0.0153542445961664	0.644097980071049	"ABCD1/AKR1C3/CLN3/CYP4F2/DKKL1/FGFR4/GPD2/INSIG1/RGN/SIRT6"	10
"GO:0051606"	"Cluster NR"	"GO:0051606"	"detection of stimulus"	"26/374"	"476/10733"	0.0154755567533411	0.0154755567533411	0.644097980071049	"GNA11/GPR52/GRK1/OPN4/OPN5/OR10A7/OR10AD1/OR10H2/OR10R2/OR11A1/OR2T27/OR2T33/OR4C3/OR4C45/OR4D11/OR4D5/OR51L1/OR51T1/OR6F1/OR8D2/OR8J3/PDE6C/PLEKHB1/SOD2/TAS1R2/TGFB3"	26
"GO:0050848"	"Cluster NR"	"GO:0050848"	"regulation of calcium-mediated signaling"	"6/374"	"59/10733"	0.0163683806286844	0.0163683806286844	0.653841210033659	"ADA/AKAP5/NRG1/PTK2B/RGN/SYK"	6
"GO:0042278"	"Cluster NR"	"GO:0042278"	"purine nucleoside metabolic process"	"3/374"	"16/10733"	0.0167687323687234	0.0167687323687234	0.653841210033659	"ADA/NT5C2/PGM2"	3
"GO:0061318"	"Cluster NR"	"GO:0061318"	"renal filtration cell differentiation"	"3/374"	"16/10733"	0.0167687323687234	0.0167687323687234	0.653841210033659	"BMP4/PROM1/PTPRO"	3
"GO:0072112"	"Cluster NR"	"GO:0072112"	"podocyte differentiation"	"3/374"	"16/10733"	0.0167687323687234	0.0167687323687234	0.653841210033659	"BMP4/PROM1/PTPRO"	3
"GO:0072311"	"Cluster NR"	"GO:0072311"	"glomerular epithelial cell differentiation"	"3/374"	"16/10733"	0.0167687323687234	0.0167687323687234	0.653841210033659	"BMP4/PROM1/PTPRO"	3
"GO:1902001"	"Cluster NR"	"GO:1902001"	"fatty acid transmembrane transport"	"3/374"	"16/10733"	0.0167687323687234	0.0167687323687234	0.653841210033659	"ABCD1/ACSL1/THBS1"	3
"GO:1901657"	"Cluster NR"	"GO:1901657"	"glycosyl compound metabolic process"	"5/374"	"44/10733"	0.0178094222915261	0.0178094222915261	0.656030033227487	"ADA/AKR1C3/APOBEC3B/NT5C2/PGM2"	5
"GO:0010634"	"Cluster NR"	"GO:0010634"	"positive regulation of epithelial cell migration"	"9/374"	"114/10733"	0.0179524851773429	0.0179524851773429	0.656030033227487	"ADAM9/BMP4/CTSH/EPB41L4B/FGFBP1/GLIPR2/PDPK1/PTK2B/THBS1"	9
"GO:0045862"	"Cluster NR"	"GO:0045862"	"positive regulation of proteolysis"	"17/374"	"279/10733"	0.0181223191190346	0.0181223191190346	0.656030033227487	"ADAM9/AGER/AIM2/AXIN1/CASP8AP2/CTSH/DAP/FGFR4/IFI16/PTK2B/RGN/RIPK2/SH3RF2/SIRT6/SYK/TBC1D10A/TRIB1"	17
"GO:0070482"	"Cluster NR"	"GO:0070482"	"response to oxygen levels"	"15/374"	"236/10733"	0.0181970699901958	0.0181970699901958	0.656030033227487	"ADA/AGER/ASCL2/ATG7/CAPN2/FMN2/NDRG1/PLAU/PTK2B/RORA/SFRP1/SOD2/TGFB3/THBS1/TXN2"	15
"GO:0045444"	"Cluster NR"	"GO:0045444"	"fat cell differentiation"	"12/374"	"174/10733"	0.0186334407297298	0.0186334407297298	0.656030033227487	"ADRB2/AXIN1/CCDC85B/DKKL1/DUSP10/GDF6/ID2/INSIG1/RORA/SFRP1/SIRT6/SOD2"	12
"GO:0009581"	"Cluster NR"	"GO:0009581"	"detection of external stimulus"	"7/374"	"78/10733"	0.0187045772346503	0.0187045772346503	0.656030033227487	"GNA11/GPR52/GRK1/OPN4/OPN5/PDE6C/PLEKHB1"	7
"GO:0048738"	"Cluster NR"	"GO:0048738"	"cardiac muscle tissue development"	"11/374"	"154/10733"	0.0187989234408734	0.0187989234408734	0.656030033227487	"BMP4/ERBB4/G6PD/GATA4/GLI1/HEY1/ID2/NRG1/RARA/SIRT6/SKI"	11
"GO:0046849"	"Cluster NR"	"GO:0046849"	"bone remodeling"	"6/374"	"61/10733"	0.0190429387766555	0.0190429387766555	0.656030033227487	"ADRB2/PTK2B/SFRP1/SYK/TGFB3/TNFRSF11B"	6
"GO:0010632"	"Cluster NR"	"GO:0010632"	"regulation of epithelial cell migration"	"12/374"	"175/10733"	0.0194014556447684	0.0194014556447684	0.656030033227487	"ADAM9/BMP4/CTSH/DUSP10/EPB41L4B/FGFBP1/GLIPR2/MEOX2/PDPK1/PRCP/PTK2B/THBS1"	12
"GO:0035883"	"Cluster NR"	"GO:0035883"	"enteroendocrine cell differentiation"	"4/374"	"30/10733"	0.0194292491168755	0.0194292491168755	0.656030033227487	"BHLHA15/BMP4/NEUROD1/PDPK1"	4
"GO:0045599"	"Cluster NR"	"GO:0045599"	"negative regulation of fat cell differentiation"	"5/374"	"45/10733"	0.0194808062042506	0.0194808062042506	0.656030033227487	"AXIN1/CCDC85B/INSIG1/RORA/SOD2"	5
"GO:0036293"	"Cluster NR"	"GO:0036293"	"response to decreased oxygen levels"	"14/374"	"217/10733"	0.019673695955011	0.019673695955011	0.656030033227487	"ADA/AGER/ASCL2/CAPN2/FMN2/NDRG1/PLAU/PTK2B/RORA/SFRP1/SOD2/TGFB3/THBS1/TXN2"	14
"GO:0000083"	"Cluster NR"	"GO:0000083"	"regulation of transcription involved in G1/S transition of mitotic cell cycle"	"3/374"	"17/10733"	0.0198461338826734	0.0198461338826734	0.656030033227487	"CDK18/ID2/NPAT"	3
"GO:0002043"	"Cluster NR"	"GO:0002043"	"blood vessel endothelial cell proliferation involved in sprouting angiogenesis"	"3/374"	"17/10733"	0.0198461338826734	0.0198461338826734	0.656030033227487	"BMP4/FGFBP1/THBS1"	3
"GO:0009129"	"Cluster NR"	"GO:0009129"	"pyrimidine nucleoside monophosphate metabolic process"	"3/374"	"17/10733"	0.0198461338826734	0.0198461338826734	0.656030033227487	"CAD/DCK/NT5M"	3
"GO:0035456"	"Cluster NR"	"GO:0035456"	"response to interferon-beta"	"3/374"	"17/10733"	0.0198461338826734	0.0198461338826734	0.656030033227487	"AIM2/CAPN2/IFI16"	3
"GO:00600081"	"Cluster NR"	"GO:0060008"	"Sertoli cell differentiation"	"3/374"	"17/10733"	0.0198461338826734	0.0198461338826734	0.656030033227487	"NR5A1/RARA/SAFB2"	3
"GO:0008589"	"Cluster NR"	"GO:0008589"	"regulation of smoothened signaling pathway"	"6/374"	"62/10733"	0.0204858930576916	0.0204858930576916	0.656030033227487	"FUZ/GLI1/GPR37L1/PTCH2/RORA/SFRP1"	6
"GO:00106571"	"Cluster NR"	"GO:0010657"	"muscle cell apoptotic process"	"6/374"	"62/10733"	0.0204858930576916	0.0204858930576916	0.656030033227487	"BAG3/CAPN2/GATA4/PDPK1/PTK2B/SOD2"	6
"GO:00902871"	"Cluster NR"	"GO:0090287"	"regulation of cellular response to growth factor stimulus"	"14/374"	"219/10733"	0.0211125430063794	0.0211125430063794	0.656030033227487	"AXIN1/BAMBI/BMP4/BRMS1/BRMS1L/FGFBP1/FUZ/GATA4/ILK/PDPK1/SFRP1/SKI/TGFB3/THBS1"	14
"GO:0009582"	"Cluster NR"	"GO:0009582"	"detection of abiotic stimulus"	"7/374"	"80/10733"	0.0212130655368033	0.0212130655368033	0.656030033227487	"GNA11/GPR52/GRK1/OPN4/OPN5/PDE6C/PLEKHB1"	7
"GO:0009116"	"Cluster NR"	"GO:0009116"	"nucleoside metabolic process"	"4/374"	"31/10733"	0.0217114567210482	0.0217114567210482	0.656030033227487	"ADA/APOBEC3B/NT5C2/PGM2"	4
"GO:0033627"	"Cluster NR"	"GO:0033627"	"cell adhesion mediated by integrin"	"6/374"	"63/10733"	0.0220012955066407	0.0220012955066407	0.656030033227487	"ADA/ADAM9/ITGAE/MMRN1/PLAU/SYK"	6
"GO:0030855"	"Cluster NR"	"GO:0030855"	"epithelial cell differentiation"	"25/374"	"469/10733"	0.0227414836676198	0.0227414836676198	0.656030033227487	"ADAM9/AKR1C3/BHLHA15/BMP4/CEP63/CTSB/EMX1/ERBB4/FZD2/GATA4/GLI1/HEY1/ID2/MTSS1/NEUROD1/NR5A1/NRG1/PDPK1/PROM1/PTCH2/PTPRO/RAP2C/RARA/SAFB2/ST14"	25
"GO:0010259"	"Cluster NR"	"GO:0010259"	"multicellular organism aging"	"3/374"	"18/10733"	0.0232131067410211	0.0232131067410211	0.656030033227487	"ALPL/GNA11/NR5A1"	3
"GO:0031639"	"Cluster NR"	"GO:0031639"	"plasminogen activation"	"3/374"	"18/10733"	0.0232131067410211	0.0232131067410211	0.656030033227487	"CTSZ/PLAU/THBS1"	3
"GO:0035235"	"Cluster NR"	"GO:0035235"	"ionotropic glutamate receptor signaling pathway"	"3/374"	"18/10733"	0.0232131067410211	0.0232131067410211	0.656030033227487	"CLN3/GRIA1/PTK2B"	3
"GO:0097202"	"Cluster NR"	"GO:0097202"	"activation of cysteine-type endopeptidase activity"	"3/374"	"18/10733"	0.0232131067410211	0.0232131067410211	0.656030033227487	"IFI16/RIPK2/TBC1D10A"	3
"GO:1990806"	"Cluster NR"	"GO:1990806"	"ligand-gated ion channel signaling pathway"	"3/374"	"18/10733"	0.0232131067410211	0.0232131067410211	0.656030033227487	"CLN3/GRIA1/PTK2B"	3
"GO:0071478"	"Cluster NR"	"GO:0071478"	"cellular response to radiation"	"10/374"	"139/10733"	0.0233861970887806	0.0233861970887806	0.656030033227487	"CRIP1/GPR52/GRK1/IFI16/NET1/OPN4/OPN5/PRKCD/RAD1/SFRP1"	10
"GO:0006195"	"Cluster NR"	"GO:0006195"	"purine nucleotide catabolic process"	"4/374"	"32/10733"	0.0241508299955886	0.0241508299955886	0.656030033227487	"ABCD1/ADA/NT5C2/SUCLG2"	4
"GO:0009154"	"Cluster NR"	"GO:0009154"	"purine ribonucleotide catabolic process"	"4/374"	"32/10733"	0.0241508299955886	0.0241508299955886	0.656030033227487	"ABCD1/ADA/NT5C2/SUCLG2"	4
"GO:00485621"	"Cluster NR"	"GO:0048562"	"embryonic organ morphogenesis"	"14/374"	"223/10733"	0.0242262278704457	0.0242262278704457	0.656030033227487	"BMP4/EYA1/FUZ/FZD2/GATA4/GLI1/HOXC11/ID2/INSIG1/MTHFD1L/NEUROD1/NEUROG1/TGFB3/VAX2"	14
"GO:0090101"	"Cluster NR"	"GO:0090101"	"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	"8/374"	"101/10733"	0.024497352028349	0.024497352028349	0.656030033227487	"BAMBI/BRMS1/BRMS1L/IGSF1/PDPK1/SFRP1/SKI/TGFB3"	8
"GO:0034762"	"Cluster NR"	"GO:0034762"	"regulation of transmembrane transport"	"20/374"	"357/10733"	0.0248543977431199	0.0248543977431199	0.656030033227487	"ACSL1/ADRB2/AKAP5/CACNA2D3/CAPN10/DIAPH1/G6PD/GPR89A/KCNA2/KCNH1/KCNK10/NLGN1/OAZ1/PDPK1/PTK2B/RAMP3/RGN/SIRT6/THBS1/WNK2"	20
"GO:00510981"	"Cluster NR"	"GO:0051098"	"regulation of binding"	"17/374"	"290/10733"	0.0252832778788403	0.0252832778788403	0.656030033227487	"ADRB2/AGER/BAMBI/BMP4/CTSZ/HEY1/IFI16/LRPAP1/NEUROD1/NGF/POLDIP2/PRKCD/RARA/RIPK2/RSF1/SKI/STYX"	17
"GO:0090100"	"Cluster NR"	"GO:0090100"	"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	"7/374"	"83/10733"	0.0253997958914207	0.0253997958914207	0.656030033227487	"AXIN1/BMP4/GATA4/GDF6/ILK/TGFB3/THBS1"	7
"GO:0007584"	"Cluster NR"	"GO:0007584"	"response to nutrient"	"8/374"	"102/10733"	0.025807623609319	0.025807623609319	0.656030033227487	"ACSL1/AKR1C3/ALPL/GATA4/RARA/SFRP1/SOD2/TNFRSF11B"	8
"GO:0072010"	"Cluster NR"	"GO:0072010"	"glomerular epithelium development"	"3/374"	"19/10733"	0.0268697995224109	0.0268697995224109	0.656030033227487	"BMP4/PROM1/PTPRO"	3
"GO:2000463"	"Cluster NR"	"GO:2000463"	"positive regulation of excitatory postsynaptic potential"	"3/374"	"19/10733"	0.0268697995224109	0.0268697995224109	0.656030033227487	"ADRB2/NLGN1/PTK2B"	3
"GO:0060021"	"Cluster NR"	"GO:0060021"	"roof of mouth development"	"6/374"	"66/10733"	0.0269960512687285	0.0269960512687285	0.656030033227487	"FZD2/INSIG1/MEOX2/PLEKHA1/SKI/TGFB3"	6
"GO:0009880"	"Cluster NR"	"GO:0009880"	"embryonic pattern specification"	"5/374"	"49/10733"	0.027182624434421	0.027182624434421	0.656030033227487	"DISP1/ERBB4/HOXD8/MEOX2/NEUROG1"	5
"GO:0045576"	"Cluster NR"	"GO:0045576"	"mast cell activation"	"5/374"	"49/10733"	0.027182624434421	0.027182624434421	0.656030033227487	"CD226/CLNK/NDRG1/PDPK1/SYK"	5
"GO:0043410"	"Cluster NR"	"GO:0043410"	"positive regulation of MAPK cascade"	"20/374"	"361/10733"	0.0275575778130383	0.0275575778130383	0.656030033227487	"ADAM9/ADRB2/AGER/AXIN1/BMP4/ERBB4/FGFR4/GATA4/GDF6/GLIPR2/GPR37L1/NEK10/NRG1/PTK2B/RAMP3/RIPK2/SH3RF2/SYK/TGFB3/THBS1"	20
"GO:0070374"	"Cluster NR"	"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	"10/374"	"143/10733"	0.0277910412911764	0.0277910412911764	0.656030033227487	"AGER/BMP4/ERBB4/FGFR4/GATA4/GLIPR2/NRG1/PTK2B/RAMP3/RIPK2"	10
"GO:0009953"	"Cluster NR"	"GO:0009953"	"dorsal/ventral pattern formation"	"6/374"	"67/10733"	0.0288147655986281	0.0288147655986281	0.656030033227487	"AXIN1/BMP4/DISP1/GLI1/SFRP1/VAX2"	6
"GO:00073891"	"Cluster NR"	"GO:0007389"	"pattern specification process"	"19/374"	"340/10733"	0.0289295155887948	0.0289295155887948	0.656030033227487	"ARL6/AXIN1/BMP4/DISP1/EMX1/ERBB4/EYA1/FUZ/GATA4/GLI1/HEY1/HOXC11/HOXD8/MEOX2/NEUROD1/NEUROG1/SFRP1/SKI/VAX2"	19
"GO:0010035"	"Cluster NR"	"GO:0010035"	"response to inorganic substance"	"20/374"	"363/10733"	0.0289900843446968	0.0289900843446968	0.656030033227487	"ADA/ADAM9/AKR1C3/ALPL/CAPN2/CRIP1/G6PD/GLRX2/GPR37L1/GRIA1/KCNH1/NDRG1/NET1/NLGN1/PLEKHA1/PRKCD/PTK2B/SOD2/THBS1/TNFRSF11B"	20
"GO:00106561"	"Cluster NR"	"GO:0010656"	"negative regulation of muscle cell apoptotic process"	"4/374"	"34/10733"	0.0295091546894429	0.0295091546894429	0.656030033227487	"BAG3/GATA4/PDPK1/PTK2B"	4
"GO:0014014"	"Cluster NR"	"GO:0014014"	"negative regulation of gliogenesis"	"4/374"	"34/10733"	0.0295091546894429	0.0295091546894429	0.656030033227487	"ASCL2/DUSP10/GPR37L1/SKI"	4
"GO:0043507"	"Cluster NR"	"GO:0043507"	"positive regulation of JUN kinase activity"	"4/374"	"34/10733"	0.0295091546894429	0.0295091546894429	0.656030033227487	"AGER/AXIN1/PTK2B/SYK"	4
"GO:0048286"	"Cluster NR"	"GO:0048286"	"lung alveolus development"	"4/374"	"34/10733"	0.0295091546894429	0.0295091546894429	0.656030033227487	"ADA/BMP4/RC3H2/TGFB3"	4
"GO:1901616"	"Cluster NR"	"GO:1901616"	"organic hydroxy compound catabolic process"	"4/374"	"34/10733"	0.0295091546894429	0.0295091546894429	0.656030033227487	"AKR1C3/CYP4F2/GPD2/SNX17"	4
"GO:0071214"	"Cluster NR"	"GO:0071214"	"cellular response to abiotic stimulus"	"15/374"	"251/10733"	0.0296080365498311	0.0296080365498311	0.656030033227487	"BAG3/CASP8AP2/CLN3/CRIP1/GNA11/GPR52/GRK1/IFI16/NET1/OPN4/OPN5/PRKCD/RAD1/RCSD1/SFRP1"	15
"GO:0104004"	"Cluster NR"	"GO:0104004"	"cellular response to environmental stimulus"	"15/374"	"251/10733"	0.0296080365498311	0.0296080365498311	0.656030033227487	"BAG3/CASP8AP2/CLN3/CRIP1/GNA11/GPR52/GRK1/IFI16/NET1/OPN4/OPN5/PRKCD/RAD1/RCSD1/SFRP1"	15
"GO:00170151"	"Cluster NR"	"GO:0017015"	"regulation of transforming growth factor beta receptor signaling pathway"	"8/374"	"105/10733"	0.0300301134654011	0.0300301134654011	0.656030033227487	"AXIN1/BAMBI/BRMS1/BRMS1L/PDPK1/SKI/TGFB3/THBS1"	8
"GO:0000302"	"Cluster NR"	"GO:0000302"	"response to reactive oxygen species"	"10/374"	"145/10733"	0.030202221577109	0.030202221577109	0.656030033227487	"ADAM9/AKR1C3/CAPN2/GLRX2/GPR37L1/NET1/PLEKHA1/PRKCD/PTK2B/SOD2"	10
"GO:0045638"	"Cluster NR"	"GO:0045638"	"negative regulation of myeloid cell differentiation"	"6/374"	"68/10733"	0.0307123404238846	0.0307123404238846	0.656030033227487	"PTK2B/RARA/SFRP1/TNFRSF11B/TOB2/TRIB1"	6
"GO:0000038"	"Cluster NR"	"GO:0000038"	"very long-chain fatty acid metabolic process"	"3/374"	"20/10733"	0.0308151722360698	0.0308151722360698	0.656030033227487	"ABCD1/ACSL1/CYP4F2"	3
"GO:0003323"	"Cluster NR"	"GO:0003323"	"type B pancreatic cell development"	"3/374"	"20/10733"	0.0308151722360698	0.0308151722360698	0.656030033227487	"BHLHA15/BMP4/PDPK1"	3
"GO:0010955"	"Cluster NR"	"GO:0010955"	"negative regulation of protein processing"	"3/374"	"20/10733"	0.0308151722360698	0.0308151722360698	0.656030033227487	"CTSZ/PLAU/THBS1"	3
"GO:0044273"	"Cluster NR"	"GO:0044273"	"sulfur compound catabolic process"	"3/374"	"20/10733"	0.0308151722360698	0.0308151722360698	0.656030033227487	"ABCD1/GNS/SUCLG2"	3
"GO:0090103"	"Cluster NR"	"GO:0090103"	"cochlea morphogenesis"	"3/374"	"20/10733"	0.0308151722360698	0.0308151722360698	0.656030033227487	"EYA1/FZD2/NEUROG1"	3
"GO:1903318"	"Cluster NR"	"GO:1903318"	"negative regulation of protein maturation"	"3/374"	"20/10733"	0.0308151722360698	0.0308151722360698	0.656030033227487	"CTSZ/PLAU/THBS1"	3
"GO:2000738"	"Cluster NR"	"GO:2000738"	"positive regulation of stem cell differentiation"	"3/374"	"20/10733"	0.0308151722360698	0.0308151722360698	0.656030033227487	"GATA4/SIRT6/SP7"	3
"GO:0042306"	"Cluster NR"	"GO:0042306"	"regulation of protein import into nucleus"	"5/374"	"51/10733"	0.0316673466263548	0.0316673466263548	0.656030033227487	"BAG3/BMP4/EFCAB7/PRKCD/SIRT6"	5
"GO:00106621"	"Cluster NR"	"GO:0010662"	"regulation of striated muscle cell apoptotic process"	"4/374"	"35/10733"	0.0324312190775618	0.0324312190775618	0.656030033227487	"BAG3/CAPN2/GATA4/PDPK1"	4
"GO:0033628"	"Cluster NR"	"GO:0033628"	"regulation of cell adhesion mediated by integrin"	"4/374"	"35/10733"	0.0324312190775618	0.0324312190775618	0.656030033227487	"ADA/ADAM9/PLAU/SYK"	4
"GO:0045776"	"Cluster NR"	"GO:0045776"	"negative regulation of blood pressure"	"4/374"	"35/10733"	0.0324312190775618	0.0324312190775618	0.656030033227487	"ADRB2/GPR37L1/PRCP/SOD2"	4
"GO:0072523"	"Cluster NR"	"GO:0072523"	"purine-containing compound catabolic process"	"4/374"	"35/10733"	0.0324312190775618	0.0324312190775618	0.656030033227487	"ABCD1/ADA/NT5C2/SUCLG2"	4
"GO:1900744"	"Cluster NR"	"GO:1900744"	"regulation of p38MAPK cascade"	"4/374"	"35/10733"	0.0324312190775618	0.0324312190775618	0.656030033227487	"AGER/BMP4/DUSP10/GDF6"	4
"GO:0045165"	"Cluster NR"	"GO:0045165"	"cell fate commitment"	"14/374"	"232/10733"	0.0324674113817449	0.0324674113817449	0.656030033227487	"BMP4/ERBB4/EYA1/GATA4/ID2/NEUROD1/NEUROG1/NRG1/PTCH2/PTF1A/RARA/SFRP1/TBX19/TBX22"	14
"GO:0030512"	"Cluster NR"	"GO:0030512"	"negative regulation of transforming growth factor beta receptor signaling pathway"	"6/374"	"69/10733"	0.0326898433110102	0.0326898433110102	0.656030033227487	"BAMBI/BRMS1/BRMS1L/PDPK1/SKI/TGFB3"	6
"GO:0046777"	"Cluster NR"	"GO:0046777"	"protein autophosphorylation"	"12/374"	"189/10733"	0.0327896619504909	0.0327896619504909	0.656030033227487	"CAD/ERBB4/FGFR4/GRK1/NEK10/NEK6/PDPK1/PTK2B/RAP2B/RAP2C/SYK/WNK2"	12
"GO:00030021"	"Cluster NR"	"GO:0003002"	"regionalization"	"16/374"	"277/10733"	0.0330701899640243	0.0330701899640243	0.656030033227487	"AXIN1/BMP4/DISP1/EMX1/FUZ/GATA4/GLI1/HEY1/HOXC11/HOXD8/MEOX2/NEUROD1/NEUROG1/SFRP1/SKI/VAX2"	16
"GO:0008217"	"Cluster NR"	"GO:0008217"	"regulation of blood pressure"	"9/374"	"127/10733"	0.0332770618591562	0.0332770618591562	0.656030033227487	"ADRB2/CTSZ/CYP4F2/GNA11/GPR37L1/ID2/PRCP/PTPRO/SOD2"	9
"GO:0046661"	"Cluster NR"	"GO:0046661"	"male sex differentiation"	"9/374"	"127/10733"	0.0332770618591562	0.0332770618591562	0.656030033227487	"AKR1C3/GATA4/NR5A1/PLEKHA1/RARA/RXFP2/SAFB2/SFRP1/SRY"	9
"GO:0002065"	"Cluster NR"	"GO:0002065"	"columnar/cuboidal epithelial cell differentiation"	"7/374"	"88/10733"	0.0335748583497427	0.0335748583497427	0.656030033227487	"BHLHA15/BMP4/EMX1/GATA4/NEUROD1/PDPK1/RARA"	7
"GO:0009166"	"Cluster NR"	"GO:0009166"	"nucleotide catabolic process"	"5/374"	"52/10733"	0.0340731331137572	0.0340731331137572	0.656030033227487	"ABCD1/ADA/NT5C2/NT5M/SUCLG2"	5
"GO:0043627"	"Cluster NR"	"GO:0043627"	"response to estrogen"	"5/374"	"52/10733"	0.0340731331137572	0.0340731331137572	0.656030033227487	"CITED4/RARA/SFRP1/TGFB3/TNFRSF11B"	5
"GO:1904377"	"Cluster NR"	"GO:1904377"	"positive regulation of protein localization to cell periphery"	"5/374"	"52/10733"	0.0340731331137572	0.0340731331137572	0.656030033227487	"AKAP5/CLN3/EFCAB7/PDPK1/RAMP3"	5
"GO:00018381"	"Cluster NR"	"GO:0001838"	"embryonic epithelial tube formation"	"8/374"	"108/10733"	0.0347052163286413	0.0347052163286413	0.656030033227487	"BMP4/FUZ/FZD2/MTHFD1L/RARA/SFRP1/SKI/ST14"	8
"GO:00305091"	"Cluster NR"	"GO:0030509"	"BMP signaling pathway"	"8/374"	"108/10733"	0.0347052163286413	0.0347052163286413	0.656030033227487	"BAMBI/BMP4/GATA4/GDF6/ILK/SFRP1/SKI/TGFB3"	8
"GO:00720731"	"Cluster NR"	"GO:0072073"	"kidney epithelium development"	"8/374"	"108/10733"	0.0347052163286413	0.0347052163286413	0.656030033227487	"BMP4/EYA1/ILK/MTSS1/PROM1/PTPRO/RARA/SFRP1"	8
"GO:19038441"	"Cluster NR"	"GO:1903844"	"regulation of cellular response to transforming growth factor beta stimulus"	"8/374"	"108/10733"	0.0347052163286413	0.0347052163286413	0.656030033227487	"AXIN1/BAMBI/BRMS1/BRMS1L/PDPK1/SKI/TGFB3/THBS1"	8
"GO:0030510"	"Cluster NR"	"GO:0030510"	"regulation of BMP signaling pathway"	"6/374"	"70/10733"	0.0347482663802784	0.0347482663802784	0.656030033227487	"BAMBI/BMP4/GATA4/ILK/SFRP1/SKI"	6
"GO:0035850"	"Cluster NR"	"GO:0035850"	"epithelial cell differentiation involved in kidney development"	"4/374"	"36/10733"	0.0355166901791031	0.0355166901791031	0.656030033227487	"BMP4/MTSS1/PROM1/PTPRO"	4
"GO:00514891"	"Cluster NR"	"GO:0051489"	"regulation of filopodium assembly"	"4/374"	"36/10733"	0.0355166901791031	0.0355166901791031	0.656030033227487	"CLN3/NLGN1/PRKCD/TGFB3"	4
"GO:0046890"	"Cluster NR"	"GO:0046890"	"regulation of lipid biosynthetic process"	"9/374"	"129/10733"	0.0362532379466857	0.0362532379466857	0.656030033227487	"ABCD1/AKR1C3/CAPN2/DKKL1/FGFR4/INSIG1/NR5A1/PRKCD/RGN"	9
"GO:0009123"	"Cluster NR"	"GO:0009123"	"nucleoside monophosphate metabolic process"	"5/374"	"53/10733"	0.0365893621915215	0.0365893621915215	0.656030033227487	"ADA/CAD/DCK/NT5C2/NT5M"	5
"GO:0010565"	"Cluster NR"	"GO:0010565"	"regulation of cellular ketone metabolic process"	"7/374"	"90/10733"	0.0372844505373835	0.0372844505373835	0.656030033227487	"ABCD1/AKR1C3/CLN3/DKKL1/FGFR4/INSIG1/RGN"	7
