#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
cytarabine	5-azacytidine	-6252	-9444	-1.CID000006252	-1.CID000009444	0	0	0	0	0	0.268	0	0.853	0	0.889
ABL1	ESR1	1855665	1842435	9606.ENSP00000361423	9606.ENSP00000206249	0	0	0	0	0	0.063	0	0.878	0	0.881
EGFR	KITLG	1846445	1843134	9606.ENSP00000275493	9606.ENSP00000228280	0	0	0	0	0	0	0.800	0.397	0	0.874
PDGFB	ERBB2	1851250	1846101	9606.ENSP00000330382	9606.ENSP00000269571	0	0	0	0	0	0	0.800	0.397	0	0.874
SRC	KIT	1853652	1847112	9606.ENSP00000350941	9606.ENSP00000288135	0	0	0	0.682	0	0.816	0	0.944	0	0.871
cytarabine	clofarabine	-6252	-119182	-1.CID000006252	-1.CID000119182	0	0	0	0	0	0.268	0	0.825	0	0.868
EFNA1	EGFR	1854793	1846445	9606.ENSP00000357392	9606.ENSP00000275493	0	0	0	0	0	0	0.800	0.324	0	0.859
BCAR1	ERBB2	1859585	1846101	9606.ENSP00000391669	9606.ENSP00000269571	0	0	0	0	0	0	0	0.856	0	0.857
hydroxychloroq.	Plaquenil (hyd.	-3652	-178395	-1.CID000003652	-1.CID000178395	0	0	0	0	0	0	0	0.852	0	0.852
ERBB2	CBLB	1846101	1845483	9606.ENSP00000269571	9606.ENSP00000264122	0	0	0	0	0	0.666	0	0.570	0	0.850
EFNA1	KIT	1854793	1847112	9606.ENSP00000357392	9606.ENSP00000288135	0	0	0	0	0	0.149	0.800	0.184	0	0.849
HCK	PTK2	1856392	1852426	9606.ENSP00000365012	9606.ENSP00000341189	0	0	0	0.767	0	0.102	0.800	0.757	0	0.845
ABL1	EPHA2	1855665	1853684	9606.ENSP00000361423	9606.ENSP00000351209	0	0	0	0.663	0.090	0.080	0.800	0.394	0	0.840
PTPN11	PLCG1	1852389	1843693	9606.ENSP00000340944	9606.ENSP00000244007	0	0	0	0.628	0	0.809	0	0.466	0	0.840
STAT3	ESR1	1845584	1842435	9606.ENSP00000264657	9606.ENSP00000206249	0	0	0	0	0	0.576	0	0.633	0	0.837
SRC	lapatinib	1853652	-208908	9606.ENSP00000350941	-1.CID000208908	0	0	0	0	0	0	0	0.837	0	0.837
EPHA2	PDGFB	1853684	1851250	9606.ENSP00000351209	9606.ENSP00000330382	0	0	0	0	0	0	0.800	0.216	0	0.836
EFNA1	STAT3	1854793	1845584	9606.ENSP00000357392	9606.ENSP00000264657	0	0	0	0	0.071	0	0	0.828	0	0.834
NSC606869	NSC759857	-354624	-60148441	-1.CID000354624	-1.CID060148441	0	0	0	0	0	0.827	0	0	0	0.827
BCAR1	EGFR	1859585	1846445	9606.ENSP00000391669	9606.ENSP00000275493	0	0	0	0	0	0.356	0	0.738	0	0.824
EGFR	PDGFRB	1846445	1844996	9606.ENSP00000275493	9606.ENSP00000261799	0	0	0	0.621	0	0.717	0	0.967	0	0.820
EPHA2	KITLG	1853684	1843134	9606.ENSP00000351209	9606.ENSP00000228280	0	0	0	0	0	0	0.800	0.119	0	0.816
EPS15	KIT	1855539	1847112	9606.ENSP00000360798	9606.ENSP00000288135	0	0	0	0	0	0.079	0.800	0.080	0	0.815
ABL1	bleomycin	1855665	-5360373	9606.ENSP00000361423	-1.CID005360373	0	0	0	0	0	0	0	0.811	0	0.812
SRC	CBLB	1853652	1845483	9606.ENSP00000350941	9606.ENSP00000264122	0	0	0	0	0	0.739	0	0.296	0	0.808
ABL1	PTPN1	1855665	1855520	9606.ENSP00000361423	9606.ENSP00000360683	0	0	0	0	0	0.590	0	0.521	0	0.795
LCK	dexamethasone	1852042	-5743	9606.ENSP00000337825	-1.CID000005743	0	0	0	0	0	0	0	0.786	0	0.786
STAT3	dasatinib	1845584	-3062316	9606.ENSP00000264657	-1.CID003062316	0	0	0	0	0	0	0.700	0.303	0	0.784
imatinib	lapatinib	-5291	-208908	-1.CID000005291	-1.CID000208908	0	0	0	0	0	0.297	0	0.701	0	0.783
PTPN1	PTK2	1855520	1852426	9606.ENSP00000360683	9606.ENSP00000341189	0	0	0	0	0	0.567	0	0.518	0	0.782
SRC	ATM	1853652	1846577	9606.ENSP00000350941	9606.ENSP00000278616	0	0	0	0	0	0	0	0.758	0	0.758
lapatinib	dasatinib	-208908	-3062316	-1.CID000208908	-1.CID003062316	0	0	0	0	0	0.297	0	0.655	0	0.750
ABL1	KIT	1855665	1847112	9606.ENSP00000361423	9606.ENSP00000288135	0	0	0	0.639	0	0.657	0	0.751	0	0.749
ABL1	EPS15	1855665	1855539	9606.ENSP00000361423	9606.ENSP00000360798	0	0	0	0	0	0.643	0	0.291	0	0.736
KHDRBS1	CBL	1849655	1845465	9606.ENSP00000313829	9606.ENSP00000264033	0	0	0	0	0	0.571	0	0.412	0	0.736
SHC1	BCAR1	1860266	1859585	9606.ENSP00000401303	9606.ENSP00000391669	0	0	0	0	0	0	0	0.728	0	0.728
ABL1	KHDRBS1	1855665	1849655	9606.ENSP00000361423	9606.ENSP00000313829	0	0	0	0	0	0.566	0	0.387	0	0.723
LCK	ESR1	1852042	1842435	9606.ENSP00000337825	9606.ENSP00000206249	0	0	0	0	0	0.575	0	0.356	0	0.715
ABL1	EGFR	1855665	1846445	9606.ENSP00000361423	9606.ENSP00000275493	0	0	0	0.642	0	0.549	0	0.977	0	0.707
ABI1	CBL	1856444	1845465	9606.ENSP00000365312	9606.ENSP00000264033	0	0	0	0	0	0.576	0	0.328	0	0.702
imatinib	cytarabine	-5291	-6252	-1.CID000005291	-1.CID000006252	0	0	0	0	0	0	0	0.698	0	0.698
PTPN1	ESR1	1855520	1842435	9606.ENSP00000360683	9606.ENSP00000206249	0	0	0	0	0	0.580	0	0.300	0	0.694
ABI1	SRC	1856444	1853652	9606.ENSP00000365312	9606.ENSP00000350941	0	0	0	0	0	0.437	0	0.479	0	0.694
EPHA2	EGFR	1853684	1846445	9606.ENSP00000351209	9606.ENSP00000275493	0	0	0	0.657	0	0.543	0	0.925	0	0.687
HCK	imatinib	1856392	-5291	9606.ENSP00000365012	-1.CID000005291	0	0	0	0	0	0.545	0	0.332	0	0.687
EPHA2	PTK2	1853684	1852426	9606.ENSP00000351209	9606.ENSP00000341189	0	0	0	0.662	0.111	0.592	0	0.529	0	0.687
KHDRBS1	STAT3	1849655	1845584	9606.ENSP00000313829	9606.ENSP00000264657	0	0	0	0	0	0.564	0	0.303	0	0.683
HCK	dexamethasone	1856392	-5743	9606.ENSP00000365012	-1.CID000005743	0	0	0	0	0	0	0	0.683	0	0.683
PTK2	LCK	1852426	1852042	9606.ENSP00000341189	9606.ENSP00000337825	0	0	0	0.765	0	0.602	0	0.765	0	0.673
SHC1	STAT3	1860266	1845584	9606.ENSP00000401303	9606.ENSP00000264657	0	0	0	0	0	0	0	0.653	0	0.653
EPS15	SRC	1855539	1853652	9606.ENSP00000360798	9606.ENSP00000350941	0	0	0	0	0	0.168	0	0.589	0	0.644
SHC1	CBLB	1860266	1845483	9606.ENSP00000401303	9606.ENSP00000264122	0	0	0	0	0	0.564	0	0.199	0	0.635
EGFR	imatinib	1846445	-5291	9606.ENSP00000275493	-1.CID000005291	0	0	0	0	0	0	0	0.632	0	0.632
CBLB	PDGFRB	1845483	1844996	9606.ENSP00000264122	9606.ENSP00000261799	0	0	0	0	0	0.602	0	0.104	0	0.628
cytarabine	bleomycin	-6252	-5360373	-1.CID000006252	-1.CID005360373	0	0	0	0	0	0	0	0.627	0	0.627
ERBB2	imatinib	1846101	-5291	9606.ENSP00000269571	-1.CID000005291	0	0	0	0	0	0	0	0.625	0	0.625
PTPN11	CBLB	1852389	1845483	9606.ENSP00000340944	9606.ENSP00000264122	0	0	0	0	0	0.576	0	0.148	0	0.623
EPS15	EPHA2	1855539	1853684	9606.ENSP00000360798	9606.ENSP00000351209	0	0	0	0	0	0.589	0	0.092	0	0.611
DCK	EGFR	1847023	1846445	9606.ENSP00000286648	9606.ENSP00000275493	0	0	0	0	0	0	0	0.609	0	0.610
ABI1	GRB2	1856444	1852164	9606.ENSP00000365312	9606.ENSP00000339007	0	0	0	0.664	0	0.437	0	0.891	0	0.604
5-azacytidine	clofarabine	-9444	-119182	-1.CID000009444	-1.CID000119182	0	0	0	0	0	0.268	0	0.473	0	0.602
GRB2	HSP90AA1	1852164	1851814	9606.ENSP00000339007	9606.ENSP00000335153	0	0	0	0	0	0.369	0	0.393	0	0.600
imatinib	bleomycin	-5291	-5360373	-1.CID000005291	-1.CID005360373	0	0	0	0	0	0	0	0.599	0	0.599
HSP90AA1	PDGFRB	1851814	1844996	9606.ENSP00000335153	9606.ENSP00000261799	0	0	0	0	0	0.277	0	0.462	0	0.595
ERBB2	PDGFRB	1846101	1844996	9606.ENSP00000269571	9606.ENSP00000261799	0	0	0	0.622	0	0.360	0	0.936	0	0.585
DCK	ERBB2	1847023	1846101	9606.ENSP00000286648	9606.ENSP00000269571	0	0	0	0	0	0	0	0.584	0	0.584
KIT	ESR1	1847112	1842435	9606.ENSP00000288135	9606.ENSP00000206249	0	0	0	0	0	0.063	0	0.540	0	0.550
ABL1	ERBB2	1855665	1846101	9606.ENSP00000361423	9606.ENSP00000269571	0	0	0	0.641	0	0.300	0	0.964	0	0.542
ABL1	PTPN11	1855665	1852389	9606.ENSP00000361423	9606.ENSP00000340944	0	0	0	0.615	0	0.258	0	0.965	0	0.533
SRC	bleomycin	1853652	-5360373	9606.ENSP00000350941	-1.CID005360373	0	0	0	0	0	0	0	0.526	0	0.526
KITLG	imatinib	1843134	-5291	9606.ENSP00000228280	-1.CID000005291	0	0	0	0	0	0	0	0.520	0	0.520
ABI1	PLCG1	1856444	1843693	9606.ENSP00000365312	9606.ENSP00000244007	0	0	0	0	0	0.437	0	0.172	0	0.513
ABI1	HCK	1856444	1856392	9606.ENSP00000365312	9606.ENSP00000365012	0	0	0	0	0	0.437	0	0.168	0	0.511
DCK	ATM	1847023	1846577	9606.ENSP00000286648	9606.ENSP00000278616	0	0	0	0	0	0	0	0.508	0	0.508
PDGFRB	lapatinib	1844996	-208908	9606.ENSP00000261799	-1.CID000208908	0	0	0	0	0	0.235	0	0.371	0	0.505
ATM	ESR1	1846577	1842435	9606.ENSP00000278616	9606.ENSP00000206249	0	0	0	0	0	0	0	0.505	0	0.505
ATM	EGFR	1846577	1846445	9606.ENSP00000278616	9606.ENSP00000275493	0	0	0	0	0	0	0	0.505	0	0.505
ATM	ERBB2	1846577	1846101	9606.ENSP00000278616	9606.ENSP00000269571	0	0	0	0	0	0	0	0.500	0	0.499
STAT3	CBL	1845584	1845465	9606.ENSP00000264657	9606.ENSP00000264033	0	0	0	0	0	0	0	0.500	0	0.499
EPHA2	imatinib	1853684	-5291	9606.ENSP00000351209	-1.CID000005291	0	0	0	0	0	0.428	0	0.146	0	0.496
GRB2	DCK	1852164	1847023	9606.ENSP00000339007	9606.ENSP00000286648	0	0	0	0	0	0	0	0.487	0	0.487
PTK2	HSP90AA1	1852426	1851814	9606.ENSP00000341189	9606.ENSP00000335153	0	0	0	0	0	0.234	0	0.357	0	0.486
HCK	HSP90AA1	1856392	1851814	9606.ENSP00000365012	9606.ENSP00000335153	0	0	0	0	0	0.277	0	0.311	0	0.481
ABI1	LCK	1856444	1852042	9606.ENSP00000365312	9606.ENSP00000337825	0	0	0	0	0	0.437	0	0.115	0	0.480
EPHA2	STAT3	1853684	1845584	9606.ENSP00000351209	9606.ENSP00000264657	0	0	0	0	0.122	0.104	0	0.391	0	0.479
cytarabine	dasatinib	-6252	-3062316	-1.CID000006252	-1.CID003062316	0	0	0	0	0	0	0	0.477	0	0.477
ERBB2	dasatinib	1846101	-3062316	9606.ENSP00000269571	-1.CID003062316	0	0	0	0	0	0.316	0	0.256	0	0.476
SRC	KITLG	1853652	1843134	9606.ENSP00000350941	9606.ENSP00000228280	0	0	0	0	0	0	0	0.469	0	0.469
5-azacytidine	dasatinib	-9444	-3062316	-1.CID000009444	-1.CID003062316	0	0	0	0	0	0	0	0.460	0	0.460
SHC1	DCK	1860266	1847023	9606.ENSP00000401303	9606.ENSP00000286648	0	0	0	0	0	0	0	0.441	0	0.441
ABI1	CBLB	1856444	1845483	9606.ENSP00000365312	9606.ENSP00000264122	0	0	0	0	0	0.437	0	0	0	0.437
PTPN1	LCK	1855520	1852042	9606.ENSP00000360683	9606.ENSP00000337825	0	0	0	0	0	0.074	0	0.404	0	0.425
PDGFRB	ESR1	1844996	1842435	9606.ENSP00000261799	9606.ENSP00000206249	0	0	0	0	0	0.063	0	0.410	0	0.423
BCAR1	STAT3	1859585	1845584	9606.ENSP00000391669	9606.ENSP00000264657	0	0	0	0	0	0	0	0.419	0	0.418
PTPN1	CBL	1855520	1845465	9606.ENSP00000360683	9606.ENSP00000264033	0	0	0	0	0	0	0	0.413	0	0.412
cytarabine	nelarabine	-6252	-3011155	-1.CID000006252	-1.CID003011155	0	0	0	0	0	0	0	0.410	0	0.410
HSP90AA1	ATM	1851814	1846577	9606.ENSP00000335153	9606.ENSP00000278616	0	0	0	0	0	0	0	0.409	0	0.408
ABL1	KITLG	1855665	1843134	9606.ENSP00000361423	9606.ENSP00000228280	0	0	0	0	0	0	0	0.408	0	0.408
PTK2	ESR1	1852426	1842435	9606.ENSP00000341189	9606.ENSP00000206249	0	0	0	0	0	0	0	0.409	0	0.408
HSP90AA1	CBL	1851814	1845465	9606.ENSP00000335153	9606.ENSP00000264033	0	0	0	0	0	0	0	0.404	0	0.404
